,Concept_ID,ro,mn
59,Ader::N,vână,судас
60,Ader::N,arteră,судас
61,Sehne::N,tendon,бүлх
62,Sehne::N,tendon,шандас
63,Knochen::N,os,яс
64,Gehirn::N,creier,тархи
65,Herz::N,inimă,зүрх
66,Magen::N,stomac,ходоод
67,Leber::N,ficat,элэг
68,Atem::N,răsuflare,амьсгаа
69,Atem::N,respirație,амьсгаа
70,Hunger::N,foame,өлсгөлөн
71,Träne::N,lacrimă,нулимс
72,Geschmack::N,gust,амт
73,Geruch::N,miros,үнэр
74,Schlaf::N,somn,нойр
75,Traum::N,vis,зүүд
76,Himmel::N,cer,тэнгэр
77,Himmel::N,cer,огторгуй
78,Sonne::N,soare,нар
79,Mond::N,lună,сар
80,Stern::N,stea,од
81,Luft::N,aer,агаар
82,Wind::N,vânt,салхи
83,Welle::N,val,долгио
84,Welle::N,val,давалгаа
85,Welle::N,undă,долгио
86,Welle::N,undă,давалгаа
87,Wasser::N,apă,ус
88,Stein::N,piatră,чулуу
89,Boden::N,sol,хөрс
90,Boden::N,pământ,хөрс
91,Erde::N,pământ,газар
92,Erde::N,pământ,шороо
93,Staub::N,praf,тоос
94,Rauch::N,fum,утаа
95,Funke::N,scânteie,оч
96,Feuer::N,foc,гал
97,Licht::N,lumină,гэрэл
98,Licht::N,lumină,гэгээ
99,Schatten::N,umbră,сүүдэр
100,Wetter::N,timp,тэнгэр
101,Wetter::N,timp,цаг уур
102,Wetter::N,vreme,тэнгэр
103,Wetter::N,vreme,цаг уур
104,Nebel::N,ceață,будан
105,Nebel::N,negură,будан
106,Wolke::N,nor,үүл
107,Regen::N,ploaie,бороо
108,Schnee::N,zăpadă,цас
109,Eis::N,gheață,мөс
110,Frost::N,ger,хүйт
111,Kälte::N,frig,хүйт
112,Hitze::N,arșiță,халуун
113,Hitze::N,căldură,халуун
114,Raureif::N,chiciură,цан
115,Raureif::N,chiciură,хяруу
116,Regenbogen::N,curcubeu,солонго
117,Donner::N,tunet,тэнгэрийн дуу
118,Strömung::N,curent,урсгал
119,Tropfen::N,picătură,дусал
120,Schaum::N,spumă,хөөс
121,Schmutz::N,murdărie,хир
122,Schmutz::N,murdărie,шавхай
123,See::N,lac,нуур
124,Sumpf::N,mlaștină,намаг
125,Sumpf::N,mlaștină,балчиг
126,Moor::N,bărăgan,хүлрийн намаг
127,Wiese::N,fânaț,нуга
128,Wiese::N,livadă,нуга
129,Wald::N,codru,ой
130,Wald::N,pădure,ой
131,Hügel::N,deal,болдог
132,Hügel::N,movilă,болдог
133,Anhöhe::N,deal,гүвээ
134,Anhöhe::N,ridicătură,гүвээ
135,Berg::N,munte,уул
136,Gipfel::N,pisc,орой
137,Gipfel::N,pisc,оргил
138,Höhle::N,peșteră,агуй
139,Abhang::N,pantă,хүр
140,Abhang::N,versant,хүр
141,Quelle::N,izvor,булаг
142,Bach::N,gârlă,горхи
143,Fluss::N,râu,гол
144,Fluss::N,râu,мөрөн
145,Fluss::N,fluviu,гол
146,Fluss::N,fluviu,мөрөн
147,Ufer::N,mal,эрэг
148,Ufer::N,țărm,эрэг
149,Küste::N,coastă,эрэг
150,Festland::N,uscat,хуурай газар
151,Meer::N,mare,далай
152,Meer::N,mare,тэнгис
153,Bucht::N,golf,булан
154,Bucht::N,golf,далайн тохой
155,Insel::N,insulă,арал
156,Blume::N,floare,цэцэг
157,Gras::N,iarbă,өвс
158,Gras::N,iarbă,ногоо
159,Wurzel::N,rădăcină,үндэс
160,Baum::N,copac,мод
161,Baum::N,arbore,мод
162,Stamm::N,tulpină,иш
163,Stamm::N,tulpină,гуалин
164,Rinde::N,scoarță,холтос
165,Ast::N,cracă,гишүү
166,Ast::N,creangă,гишүү
167,Zweig::N,ramură,салаа
168,Zweig::N,creangă,салаа
169,Blatt::N,frunză,навч
170,Birke::N,mesteacăn,хус
171,Kiefer[Baum]::N,pin,нарс
172,Weide[Baum]::N,salcie,уд
173,Weide[Baum]::N,salcie,бургас
174,Weide[Baum]::N,răchită,уд
175,Weide[Baum]::N,răchită,бургас
176,Tanne::N,brad,гачуур
177,Horn::N,corn,эвэр
178,Feder::N,pană,өд
179,Fell::N,piele,арьс
180,Flügel::N,aripă,жигүүр
181,Flügel::N,aripă,далавч
182,Klaue::N,gheară,савар
183,Klaue::N,gheară,хумс
184,Kralle::N,labă,савар
185,Kralle::N,gheară,савар
186,Schwanz::N,coadă,сүүл
187,Ei::N,ou,өндөг
188,Nest::N,cuib,үүр
189,Bau::N,bârlog,нүх
190,Bau::N,bârlog,элүү
191,Bau::N,vizuină,нүх
192,Bau::N,vizuină,элүү
193,Tier::N,animal,амьтан
194,Tier::N,animal,адгуус
195,Herde::N,turmă,сүрэг
196,Herde::N,cireadă,сүрэг
197,Kuh::N,vacă,үнээ
198,Bulle::N,taur,бух
199,Pferd::N,cal,морь
200,Pferd::N,cal,адуу
201,Schaf::N,oaie,хонь
202,Schwein::N,porc,гахай
203,Hund::N,câine,нохой
204,Katze::N,pisică,муур
205,Katze::N,pisică,мигуй
206,Bär::N,urs,баавгай
207,Eichhörnchen::N,veveriță,хэрэм
208,Elch::N,elan,хандгай
209,Fuchs::N,vulpe,үнэг
210,Hase::N,iepure,туулай
211,Maus::N,șoarece,хулгана
212,Wolf::N,lup,чоно
213,Vogel::N,pasăre,шувуу
214,Schwarm::N,cârd,сүрэг
215,Huhn::N,găină,тахиа
216,Hahn::N,cocoș,эр тахиа
217,Gans::N,gâscă,галуу
218,Adler::N,vultur,бүргэд
219,Ente::N,rață,нугас
220,Eule::N,bufniță,ууль
221,Kranich::N,cocor,тогоруу
222,Krähe::N,cioară,хэрээ
223,Kuckuck::N,cuc,хөхөө
224,Schwan::N,lebădă,хун
225,Fisch::N,pește,загас
226,Barsch::N,biban,алгана
227,Hecht::N,știucă,цурхай
228,Schlange[Tier]::N,șarpe,могой
229,Wurm::N,vierme,өт
230,Wurm::N,vierme,хорхой
231,Spinne::N,păianjen,аалз
232,Ameise::N,furnică,шоргоолж
233,Laus::N,păduche,бөөс
234,Mücke::N,țânțar,шумуул
235,Fliege::N,muscă,ялаа
236,Schmetterling::N,fluture,эрвээхэй
237,Beere::N,boabă,жимсгэнэ
238,Apfel::N,măr,алим
239,Pilz::N,burete,мөөг
240,Pilz::N,ciupercă,мөөг
241,Zwiebel::N,ceapă,сонгино
242,Saat::N,semănătură,тариа
243,Korn::N,grâu,үр
244,Korn::N,grâu,мөхлөг
245,Heu::N,fân,өвс
246,Schale::N,coajă,хальс
247,Grube::N,groapă,алам
248,Grube::N,groapă,нүх
249,Falle::N,cursă,хавх
250,Falle::N,cursă,занга
251,Falle::N,capcană,хавх
252,Falle::N,capcană,занга
253,Schlinge::N,laț,урхи
254,Spur::N,dâră,мөр
255,Asche::N,cenușă,үнс
256,Dreck::N,noroi,хир
257,Dreck::N,murdărie,хир
258,Eisen::N,fier,төмөр
259,Gold::N,aur,алт
260,Silber::N,argint,мөнгө
261,Kohle::N,cărbune,нүүрс
262,Glas::N,sticlă,шил
263,Lehm::N,lut,шавар
264,Lehm::N,humă,шавар
265,Sand::N,nisip,элс
266,Mensch::N,om,хүн
267,Mensch::N,persoană,хүн
268,Mann::N,om,эр
269,Mann::N,om,эрэгтэй
270,Mann::N,bărbat,эр
271,Mann::N,bărbat,эрэгтэй
272,Frau::N,femeie,эмэгтэй
273,Frau::N,femeie,хатагтай
274,Kind::N,copil,хүүхэд
275,Junge::N,băiat,хүү
276,Junge::N,flăcău,хүү
277,Mädchen::N,fată,охин
278,Mädchen::N,fată,бүсгүй
279,Familie::N,familie,айл
280,Großvater::N,bunic,өвгөн аав
281,Großvater::N,tată mare,өвгөн аав
282,Großmutter::N,bunică,эмэг эх
283,Großmutter::N,bunică,эмгээ
284,Großmutter::N,mamă mare,эмэг эх
285,Großmutter::N,mamă mare,эмгээ
286,Eltern::N,părinți,эцэг эх
287,Vater::N,tată,аав
288,Vater::N,tată,эцэг
289,Vater::N,părinte,аав
290,Vater::N,părinte,эцэг
291,Mutter::N,mamă,эх
292,Mutter::N,mamă,ээж
293,Sohn::N,fiu,хүү
294,Sohn::N,fecior,хүү
295,Tochter::N,fiică,охин
296,Bruder::N,frate,ах
297,Bruder::N,frate,дүү
298,Schwester::N,soră,эгч
299,Schwester::N,soră,охин дүү
300,Onkel::N,unchi,авга ах
301,Onkel::N,unchi,нагац ах
302,Tante::N,mătușă,авга эгч
303,Tante::N,mătușă,нагац эгч
304,Ehemann::N,soț,нөхөр
305,Ehemann::N,bărbat,нөхөр
306,Ehefrau::N,soție,эхнэр
307,Ehefrau::N,soție,гэргий
308,Freude::N,bucurie,баяр
309,Freude::N,bucurie,баясгалан
310,Gelächter::N,râset,инээдэм
311,Glück::N,fericire,жаргалан
312,Kummer::N,mâhnire,гаслан
313,Wunsch::N,dorință,ерөөл
314,Wunsch::N,deziderat,ерөөл
315,Lust::N,poftă,дур
316,Lust::N,poftă,хүсэл
317,Lust::N,înclinare,дур
318,Lust::N,înclinare,хүсэл
319,Geist::N,duh,оюун
320,Geist::N,minte,оюун
321,Geist::N,suflet,оюун
322,Gedanke::N,gând,сэтгэл
323,Gedanke::N,cuget,сэтгэл
324,Gedächtnis::N,memorie,ой
325,Gedächtnis::N,memorie,цээж
326,Verstand::N,minte,ухаан
327,Verstand::N,intelect,ухаан
328,Sinn::N,sens,утга
329,Sinn::N,înțeles,утга
330,Grund::N,cauză,учир
331,Grund::N,pricină,учир
332,Wahrheit::N,adevăr,үнэн
333,Gespräch::N,convorbire,яриа
334,Gespräch::N,conversație,яриа
335,Märchen::N,basm,явган үлгэр
336,Märchen::N,poveste,явган үлгэр
337,Erzählung::N,poveste,тууж
338,Nachricht::N,veste,мэдээ
339,Neuigkeit::N,noutate,сонин
340,Neuigkeit::N,actualitate,сонин
341,Name::N,nume,нэр
342,Rätsel::N,ghicitoare,оньсого
343,Rede::N,discurs,хэлсэн үг
344,Sprache::N,limbă,хэл
345,Sprache::N,limbaj,хэл
346,Stimme::N,glas,дуу
347,Wort::N,cuvânt,үг
348,Zeichen::N,semn,тамга
349,Zeichen::N,semn,тэмдэг
350,Zeichen::N,semnal,тамга
351,Zeichen::N,semnal,тэмдэг
352,Ruf::N,chemare,дуудлага
353,Lärm::N,zgomot,шуугиан
354,Lärm::N,zgomot,чимээ
355,Lärm::N,tărăboi,шуугиан
356,Lärm::N,tărăboi,чимээ
357,Laut::N,sunet,анир
358,Laut::N,sunet,дуу
359,Ton::N,ton,авиа
360,Ton::N,ton,аялгуу
361,Lied::N,cântec,дуу
362,Ruhe::N,odihnă,энх
363,Ruhe::N,odihnă,тайван
364,Ruhe::N,liniște,энх
365,Ruhe::N,liniște,тайван
366,Leute::N,lume,хүмүүс
367,Leute::N,oameni,хүмүүс
368,Volk::N,popor,улс
369,Volk::N,națiune,улс
370,Arbeit::N,lucru,ажил
371,Arbeit::N,lucru,хөдөлмөр
372,Gast::N,musafir,зочин
373,Gast::N,musafir,айлчин
374,Geschenk::N,dar,бэлэг
375,Geschenk::N,cadou,бэлэг
376,Spiel::N,joc,наадам
377,Spiel::N,joc,тоглоом
378,Gesellschaft::N,societate,хамт байх
379,Hilfe::N,ajutor,тусламж
380,Freund::N,amic,найз
381,Freund::N,amic,нөхөр
382,Freund::N,prieten,найз
383,Freund::N,prieten,нөхөр
384,Kamerad::N,tovarăș,хань
385,Kamerad::N,tovarăș,нөхөр
386,Angelegenheit::N,afacere,хэрэг
387,Anzahl::N,număr,тоо
388,Anzahl::N,cantitate,тоо
389,Art::N,fel,төрөл
390,Art::N,fel,янз
391,Art::N,specie,төрөл
392,Art::N,specie,янз
393,Stück::N,bucată,хэсэг
394,Teil::N,parte,хувь
395,Teil::N,parte,хэсэг
396,Teil::N,porție,хувь
397,Teil::N,porție,хэсэг
398,Hälfte::N,jumătate,хагас
399,Kreis::N,cerc,тойрог
400,Kreis::N,cerc,хүрээ
401,Kreuz::N,cruce,загалмай
402,Linie::N,linie,шугам
403,Strich::N,linie,зураас
404,Strich::N,trăsătură,зураас
405,Abstand::N,distanță,зай
406,Abstand::N,depărtare,зай
407,Entfernung::N,distanță,зай
408,Entfernung::N,distanță,хол ойр
409,Entfernung::N,depărtare,зай
410,Entfernung::N,depărtare,хол ойр
411,Gegend::N,regiune,хавь
412,Gegend::N,regiune,газар
413,Platz::N,loc,зай
414,Platz::N,loc,завсар
415,Ort::N,loc,газар
416,Ort::N,loc,байр
417,Seite::N,latură,тал
418,Seite::N,latură,этгээд
419,Mitte::N,centru,төв
420,Mitte::N,centru,дунд
421,Gegenstand::N,obiect,юм
422,Sache::N,lucru,үйл
423,Sache::N,lucru,хэрэг
424,Sache::N,chestie,үйл
425,Sache::N,chestie,хэрэг
426,Rand::N,bordură,зах
427,Rand::N,bordură,хөвөө
428,Kante::N,muchie,ирмэг
429,Kante::N,bordură,ирмэг
430,Ecke::N,colț,өнцөг
431,Spitze::N,vârf,үзүүр
432,Spitze::N,creștet,үзүүр
433,Ende::N,capăt,зах
434,Ende::N,capăt,үзүүр
435,Loch::N,gaură,цоорхой
436,Loch::N,gaură,онгорхой
437,Winkel::N,colț,өнцөг
438,Muster::N,desen,хээ
439,Muster::N,desen,угалз
440,Größe::N,mărime,хэмжээ
441,Länge::N,lungime,урт
442,Höhe::N,înălțime,өндөр
443,Gewicht::N,greutate,жин
444,Menge::N,cantitate,тоо
445,Haufen::N,grămadă,бөөн
446,Reihe::N,șir,эгнээ
447,Reihe::N,rând,эгнээ
448,Boot::N,barcă,завь
449,Boot::N,luntre,завь
450,Ruder::N,vâslă,сэлүүр
451,Ruder::N,lopată,сэлүүр
452,Schlitten::N,sanie,чарга
453,Ski::N,schi,цана
454,Lagerfeuer::N,foc de tabără,түүдэг
455,Last::N,povară,ачаа
456,Last::N,sarcină,ачаа
457,Gang::N,mers,явдал
458,Gang::N,umblet,явдал
459,Schritt::N,pas,алхам
460,Norden::N,nord,умар
461,Norden::N,miazănoapte,умар
462,Süden::N,sud,урд
463,Süden::N,sud,өмнө
464,Süden::N,miazăzi,урд
465,Süden::N,miazăzi,өмнө
466,Westen::N,apus,өрнө
467,Westen::N,apus,баруун
468,Osten::N,est,зүүн
469,Osten::N,est,дорно
470,Osten::N,răsărit,зүүн
471,Osten::N,răsărit,дорно
472,Holz::N,lemn,мод
473,Brett::N,scândură,банз
474,Platte::N,placă,хавтан
475,Stütze::N,proptea,тулгуур
476,Stütze::N,proptea,тулга
477,Stange::N,bară,сургааг
478,Stange::N,prăjină,сургааг
479,Stock::N,băț,саваа
480,Stock::N,baston,саваа
481,Stab::N,baston,таяг
482,Stab::N,prăjină,таяг
483,Rohr::N,tub,хоолой
484,Rohr::N,țeavă,хоолой
485,Haus::N,casă,гэр
486,Haus::N,casă,байшин
487,Heim::N,casă,гэр
488,Heim::N,cămin,гэр
489,Ofen::N,sobă,зуух
490,Ofen::N,sobă,пийшин
491,Fußboden::N,podea,шал
492,Fußboden::N,dușumea,шал
493,Tisch::N,masă,ширээ
494,Stuhl::N,scaun,сандал
495,Wiege::N,leagăn,өлгий
496,Bett::N,pat,ор
497,Regal::N,rafturi,тавиур
498,Kiste::N,ladă,авдар
499,Kiste::N,ladă,хайрцаг
500,Kiste::N,cutie,авдар
501,Kiste::N,cutie,хайрцаг
502,Fenster::N,fereastră,гэгээвч
503,Tür::N,ușă,үүд
504,Tür::N,ușă,хаалга
505,Tor::N,poartă,хаалга
506,Zaun::N,gard,хашаа
507,Dach::N,acoperiș,дээвэр
508,Leiter::N,scară,шат
509,Besen::N,mătură,хамуур
510,Besen::N,mătură,туужуу
511,Spaten::N,cazma,хүрз
512,Spaten::N,hârleț,хүрз
513,Schaufel::N,lopată,хүрз
514,Gabel::N,furculiță,сэрээ
515,Löffel::N,lingură,халбага
516,Messer::N,cuțit,хутга
517,Nagel::N,cui,хадаас
518,Netz::N,plasă,өөш
519,Netz::N,plasă,тор
520,Haken::N,cârlig,гох
521,Griff::N,mâner,иш
522,Griff::N,mâner,сэнж
523,Schloss::N,lacăt,цуурга
524,Schloss::N,lacăt,цоож
525,Bild::N,tablou,зураг
526,Bild::N,imagine,зураг
527,Figur::N,chip,баримал
528,Figur::N,figură,баримал
529,Puppe::N,păpușă,хүүхэлдэй
530,Beutel::N,pungă,агсаа
531,Beutel::N,pungă,уут
532,Beutel::N,săculeț,агсаа
533,Beutel::N,săculeț,уут
534,Bündel::N,mănunchi,боодол
535,Tasche::N,geantă,цүнх
536,Eimer::N,găleată,хөнөг
537,Eimer::N,găleată,хувин
538,Deckel::N,capac,таг
539,Deckel::N,capac,хавхаг
540,Geschirr::N,vase,сав суулга
541,Geschirr::N,tacâmuri,сав суулга
542,Sack::N,sac,шуудай
543,Tasse::N,ceașcă,аяга
544,Topf::N,oală,тогоо
545,Kessel::N,cazan,тогоо
546,Kessel::N,căldare,тогоо
547,Essen::N,mâncare,идээ
548,Nahrung::N,hrană,хүнс
549,Nahrung::N,aliment,хүнс
550,Speise::N,bucate,идээ
551,Speise::N,fel de bucate,идээ
552,Fleisch::N,carne,мах
553,Getreide::N,cereale,будаа
554,Brei::N,pireu,богшмол
555,Brei::N,pireu,будаа
556,Brot::N,pâine,талх
557,Scheibe::N,felie,зүсэм
558,Scheibe::N,felie,хэрчим
559,Scheibe::N,bucată,зүсэм
560,Scheibe::N,bucată,хэрчим
561,Fett::N,untură,өөх
562,Fett::N,grăsime,өөх
563,Butter::N,unt,тос
564,Öl::N,ulei,тос
565,Salz::N,sare,давс
566,Suppe::N,supă,шөл
567,Suppe::N,ciorbă,шөл
568,Honig::N,miere,бал
569,Milch::N,lapte,сүү
570,Tee::N,ceai,цай
571,Leder::N,piele,арьс
572,Leder::N,piele,савхи
573,Wolle::N,lână,ноос
574,Wolle::N,lână,унгас
575,Stoff::N,stofă,бөс
576,Nadel::N,ac,зүү
577,Faden::N,ață,боолт
578,Faden::N,ață,утас
579,Knopf::N,buton,товч
580,Knoten::N,nod,зангилаа
581,Farbe::N,vopsea,будаг
582,Kleidung::N,haine,хувцас
583,Kleidung::N,îmbrăcăminte,хувцас
584,Hemd::N,cămașă,цамц
585,Kragen::N,guler,зах заам
586,Ärmel::N,mânecă,ханцуй
587,Hose::N,pantaloni,өмд
588,Gürtel::N,cordon,бүс
589,Mütze::N,șapcă,малгай
590,Mütze::N,șapcă,бүрх
591,Schuh::N,gheată,туфли
592,Stiefel::N,cizmă,гутал
593,Ring::N,inel,бөгж
594,Ring::N,verigă,бөгж
595,Band::N,panglică,тууз
596,Band::N,șiret,тууз
597,Kamm::N,pieptene,сам
598,Spiegel::N,oglindă,толь
599,Riemen::N,curea,тасам
600,Riemen::N,curea,сур
601,Schnur::N,funie,татлага
602,Schnur::N,sfoară,татлага
603,Leine::N,lesă,оосор
604,Leine::N,curea,оосор
605,Decke::N,pătură,хөнжил
606,Decke::N,pătură,хучлага
607,Kissen::N,pernă,дэр
608,Tuch::N,batic,алчуур
609,Tuch::N,batic,даавуу
610,Handtuch::N,prosop,алчуур
611,Handtuch::N,ștergar,алчуур
612,Kraft::N,forță,чадал
613,Kraft::N,forță,хүч
614,Kraft::N,putere,чадал
615,Kraft::N,putere,хүч
616,Stärke::N,tărie,эрч
617,Stärke::N,tărie,тэнхээ
618,Stärke::N,vigoare,эрч
619,Stärke::N,vigoare,тэнхээ
620,Gesundheit::N,sănătate,бие
621,Gesundheit::N,sănătate,эрүүл мэнд
622,Krankheit::N,boală,эмгэг
623,Krankheit::N,maladie,эмгэг
624,Schmerz::N,durere,өвчин
625,Wunde::N,rană,шарх
626,Fieber::N,febră,халуун
627,Arznei::N,leac,эм
628,Arznei::N,medicament,эм
629,Brücke::N,pod,гүүр
630,Brücke::N,punte,гүүр
631,Brunnen::N,puț,худаг
632,Weide::N,izlaz,бэлчээр
633,Weide::N,pășune,бэлчээр
634,Pfad::N,cărare,жим
635,Pfad::N,cărare,зөрөг
636,Weg::N,drum,зам
637,Weg::N,drum,харгуй
638,Straße::N,cale,зам
639,Straße::N,cale,харгуй
640,Straße::N,stradă,зам
641,Straße::N,stradă,харгуй
642,Dorf::N,sat,тосгон
643,Dorf::N,sat,гацаа
644,Stadt::N,oraș,хот
645,Brief::N,scrisoare,захидал
646,Brief::N,scrisoare,захиа
647,Buch::N,carte,ном
648,Buch::N,carte,бичиг
649,Buchstabe::N,literă,үсэг
650,Buchstabe::N,caracter,үсэг
651,Zeitung::N,ziar,сонин
652,Zeitung::N,gazetă,сонин
653,Leben::N,viață,амь
654,Leben::N,viață,амьдрал
655,Tod::N,moarte,үхэл
656,Grab::N,groapă,булш
657,Grab::N,mormânt,булш
658,Kirche::N,biserică,сүм
659,Sünde::N,păcat,нүгэл
660,Sünde::N,păcat,хилэнц
661,Gott::N,zeu,бурхан
662,Arbeiter::N,muncitor,ажилчин
663,Arbeiter::N,muncitor,хөдөлмөрчин
664,Chef::N,șef,дарга
665,Meister::N,meșter,дархан
666,Meister::N,maestru,дархан
667,Arzt::N,medic,эмч
668,Arzt::N,doctor,эмч
669,Lehrer::N,profesor,багш
670,Lehrer::N,învățător,багш
671,Geld::N,bani,цаас
672,Geld::N,bani,мөнгө
673,Geld::N,parale,цаас
674,Geld::N,parale,мөнгө
675,Geschäft::N,treabă,наймаа
676,Geschäft::N,afacere,наймаа
677,Laden::N,magazin,дэлгүүр
678,Laden::N,prăvălie,дэлгүүр
679,Preis::N,preț,үнэ
680,Ware::N,marfă,таваар
681,Ware::N,marfă,бараа
682,Nutzen::N,folos,ашиг
683,Nutzen::N,profit,ашиг
684,Reichtum::N,avuție,баялаг
685,Reichtum::N,bogăție,баялаг
686,Welt::N,lume,дэлхий
687,Welt::N,lume,орчлон
688,Land::N,țară,улс
689,Land::N,țară,орон
690,Staat::N,stat,төр
691,Staat::N,stat,гүрэн
692,König::N,rege,ван
693,Macht::N,putere,засаг
694,Macht::N,putință,засаг
695,Grenze::N,hotar,хил
696,Grenze::N,graniță,хил
697,Grenze::N,frontieră,хил
698,Krieg::N,război,дайн
699,Feind::N,dușman,дайсан
700,Gewalt::N,violență,хүчирхэх
701,Kampf::N,luptă,тэмцэл
702,Kampf::N,luptă,байлдаан
703,Bogen[Waffe]::N,arc,нум
704,Pfeil::N,săgeată,годил
705,Pfeil::N,săgeată,сум
706,Gewehr::N,armă,буу
707,Gewehr::N,pușcă,буу
708,Fehler::N,eroare,эндэл
709,Fehler::N,eroare,алдаа
710,Fehler::N,greșeală,эндэл
711,Fehler::N,greșeală,алдаа
712,Lüge::N,minciună,худал
713,Schaden::N,daună,хор
714,Schaden::N,daună,хөнөөл
715,Schaden::N,pagubă,хор
716,Schaden::N,pagubă,хөнөөл
717,Unglück::N,nenorocire,гай
718,Unglück::N,nenorocire,гамшиг
719,Schuld::N,vină,гэм
720,Schuld::N,vină,буруу
721,Alter::N,etate,нас
722,Alter::N,vârstă,нас
723,Schluss::N,sfârșit,эцэс
724,Schluss::N,sfârșit,төгсгөл
725,Zeit::N,timp,цаг
726,Zeit::N,vreme,цаг
727,Tag::N,zi,өдөр
728,Morgen::N,dimineață,өглөө
729,Mittag::N,prânz,үд
730,Mittag::N,amiază,үд
731,Abend::N,seară,үдэш
732,Nacht::N,noapte,шөнө
733,Woche::N,săptămână,долоо хоног
734,Monat::N,lună,сар
735,Jahr::N,an,жил
736,Frühling::N,primăvară,хавар
737,Sommer::N,vară,зун
738,Herbst::N,toamnă,намар
739,Winter::N,iarnă,өвөл
740,Januar::N,ianuarie,нэгдүгээр сар
741,Februar::N,februarie,хоёрдугаар сар
742,März::N,martie,гуравдугаар сар
743,April::N,aprilie,дөрөвдүгээр сар
744,Mai::N,mai,тавдугаар сар
745,Juni::N,iunie,зургаадугаар сар
746,Juli::N,iulie,долдугаар сар
747,August::N,august,наймдугаар сар
748,September::N,septembrie,есдүгээр сар
749,Oktober::N,octombrie,аравдугаар сар
750,November::N,noiembrie,арван нэгдүгээр сар
751,Dezember::N,decembrie,арван хоёрдугаар сар
752,Montag::N,luni,даваа
753,Dienstag::N,marți,мягмар
754,Mittwoch::N,miercuri,лхагва
755,Donnerstag::N,joi,пүрэв
756,Freitag::N,vineri,баасан
757,Samstag::N,sâmbătă,бямба
758,Sonntag::N,duminică,ням
759,groß::A,mare,их
760,groß::A,mare,том
761,klein::A,mic,бага
762,klein::A,mic,жаахан
763,lang::A,lung,урт
764,kurz::A,scurt,охор
765,kurz::A,scurt,богино
766,breit::A,lat,өргөн
767,breit::A,larg,өргөн
768,schmal::A,strâmt,уйтан
769,schmal::A,strâmt,нарийн
770,dicht::A,des,нягт
771,dicht::A,des,чигжүү
772,dick[Gegenstand]::A,gros,зузаан
773,dünn::A,subțire,нимгэн
774,fein::A,fin,нарийн
775,fein::A,subțire,нарийн
776,fest::A,tare,бөх
777,fest::A,tare,хатуу
778,fest::A,solid,бөх
779,fest::A,solid,хатуу
780,flach::A,șes,хавтгай
781,flach::A,plan,хавтгай
782,glatt::A,lins,цагаан
783,hart::A,dur,хатуу
784,weich::A,moale,зөөлөн
785,rund::A,rotund,дугуй
786,rund::A,rotund,дугариг
787,rund::A,circular,дугуй
788,rund::A,circular,дугариг
789,spitz::A,ascuțit,шовх
790,spitz::A,ascuțit,шовгор
791,scharf::A,tăios,хурц
792,scharf::A,tăios,иртэй
793,scharf::A,ascuțit,хурц
794,scharf::A,ascuțit,иртэй
795,stumpf::A,tocit,мохоо
796,schwer::A,greu,хүнд
797,schön::A,frumos,гуа
798,schön::A,frumos,сайхан
799,heiß::A,cald,халуун
800,heiß::A,fierbinte,халуун
801,warm::A,cald,дулаан
802,warm::A,fierbinte,дулаан
803,kalt::A,rece,хүйтэн
804,kühl::A,rece,сэрүүн
805,kühl::A,răcoros,сэрүүн
