,Concept_ID,myv,uk
825,wechseln::V,полавтнемс,мінятися
826,aufgehen[Sonne]::V,лисемс,зійти
827,aufgehen[Sonne]::V,стямс,зійти
828,untergehen[Sonne]::V,валгомс,зайти
829,scheinen[Sonne]::V,валдомтомс,світити
830,donnern::V,цярномс,гриміти
831,donnern::V,галдордомс,гриміти
832,wehen::V,пувамс,віяти
833,strömen::V,чудемс,литися
834,fließen::V,чудемс,текти
835,sich drehen::V,велямс,обертатися
836,schwanken::V,лыкамс,коливатися
837,schwanken::V,якамс,коливатися
838,schwingen::V,нурсемс,хитатися
839,schwingen::V,нурсемс,гойдатися
840,schwingen::V,лыкамс,хитатися
841,schwingen::V,лыкамс,гойдатися
842,fallen::V,прамс,падати
843,fallen::V,сяворемс,падати
844,brennen::V,паломс,горіти
845,rauchen::V,качадомс,диміти
846,regnen::V,пиземс,дощити
847,gefrieren::V,кельмемс,змерзнути
848,tauen::V,соламс,танути
849,schmelzen::V,соламс,плавитися
850,trocknen::V,коськемс,сохнути
851,sieden::V,лакамс,кипіти
852,sieden::V,пиксемс,кипіти
853,faulen::V,наксадомс,гнити
854,verfaulen::V,наксадомс,згнити
855,reißen::V,сезневемс,рватися
856,versinken::V,ваямс,тонути
857,vergehen::V,ютамс,проходити
858,erscheinen::V,лисемс,з’явитися
859,verschwinden::V,ёмамс,щезнути
860,verschwinden::V,ёмамс,зникнути
861,sinken::V,явамс,спадати
862,abnehmen::V,киремемс,поменшитися
863,zunehmen::V,ламолгадомс,збільшуватися
864,zunehmen::V,раштамс,збільшуватися
865,steigen::V,куземс,підніматися
866,steigen::V,кепсевемс,підніматися
867,wachsen::V,касомс,рости
868,glänzen::V,цитнемс,блищати
869,funkeln::V,пиндолдомс,блискати
870,funkeln::V,цивтёрдомс,блискати
871,lärmen::V,шалномс,шуміти
872,läuten::V,гайгезевемс,дзвонити
873,klingeln::V,чавомс баягас,дзвонити
874,klirren::V,калдордомс,дзвякати
875,klirren::V,кальцяемс,дзвякати
876,brausen::V,лакамс,бушувати
877,rauschen::V,лажномс,шелестіти
878,klingen::V,гайгемс,лунати
879,klingen::V,гайгемс,звучати
880,bellen::V,онгомс,гавкати
881,heulen::V,урномс,вити
882,blasen::V,пувамс,дунути
883,pfeifen::V,вешкемс,свистіти
884,schreien::V,пижнемс,кричати
885,stöhnen::V,кувсемс,стогнати
886,zittern::V,тарномс,тремтіти
887,leben::V,эрямс,жити
888,geboren werden::V,чачомс,народитися
889,atmen::V,лексемс,дихати
890,trinken::V,симемс,пити
891,essen::V,ярсамс,їсти
892,schlucken::V,нилемс,ковтати
893,schlucken::V,порнемс,ковтати
894,müde werden::V,сиземс,втомитися
895,einschlafen::V,матедевемс,заснути
896,schlafen::V,удомс,спати
897,aufwachen::V,сыргоземс,прокинутися
898,aufstehen::V,стямс,встати
899,sich erholen::V,оймсемс,відпочивати
900,krank werden::V,сэредезевемс,захворіти
901,krank sein::V,сэредемс,хворіти
902,schmerzen::V,сэредемс,боліти
903,husten::V,козомс,кашляти
904,genesen::V,пичкамс,одужати
905,genesen::V,пичкамс,видужати
906,sterben::V,куломс,померти
907,umkommen::V,чавовомс,згинути
908,umkommen::V,ёмамс,згинути
909,sich bewegen::V,шаштомс,рухатися
910,sich rühren::V,сыргамс,ворушитися
911,sich erheben::V,куземс,встати
912,sich setzen::V,озамс,сісти
913,hinfallen::V,прамс,упасти
914,hinfallen::V,сяворемс,упасти
915,laufen::V,якамс,ходити
916,schreiten::V,эскелямс,крокувати
917,schreiten::V,молемс,крокувати
918,spazierengehen::V,якамс,гуляти
919,eilen::V,эрзкалемс,спішити
920,eilen::V,капшамс,спішити
921,sich beeilen::V,капшамс,поспішати
922,sausen::V,ливтямс,мчатися
923,rennen::V,чийнемс,бігати
924,rennen::V,ардтнемс,бігати
925,springen::V,кирнявтнемс,скакати
926,springen::V,кирнявтнемс,стрибати
927,klettern::V,куземс,лазити
928,schaukeln::V,нурямс,гойдатися
929,kriechen::V,ёзмолдомс,повзати
930,schwimmen::V,уемс,пливти
931,schwimmen::V,уемс,плавати
932,tauchen::V,чопавтомс,пірнати
933,tauchen::V,чопавтнемс,пірнати
934,rudern::V,миледемс,гребти
935,rudern::V,миледемс,веслувати
936,fahren::V,ардомс,їхати
937,fliegen::V,ливтямс,літати
938,gehen::V,туемс,іти
939,gehen::V,молемс,іти
940,weggehen::V,туемс,піти
941,abfahren::V,туемс,від’їхати
942,abfahren::V,туемс,відправитися
943,anhalten::V,лоткамс,зупинитися
944,hineingehen::V,совамс,входити
945,eintreten::V,совамс,увійти
946,eintreten::V,эскельдямс,увійти
947,kommen::V,самс,прийти
948,ankommen::V,самс,прибути
949,ankommen::V,пачкодемс,прибути
950,zurückkommen::V,велявтомс,повернутися
951,bleiben::V,кадовомс,залишитися
952,warten::V,учомс,чекати
953,erwarten::V,учомс,чекати
954,suchen::V,вешнемс,шукати
955,finden::V,муемс,знайти
956,versuchen::V,варштамс,випробовувати
957,vorbereiten::V,анокстамс,підготувати
958,lieben::V,вечкемс,любити
959,mögen::V,вечкемс,любити
960,mögen::V,вечкемс,подобатися
961,lachen::V,пейдемс,сміятися
962,rühren::V,токамс седейс,розчулити
963,weinen::V,авардемс,плакати
964,schimpfen::V,сёвномс,лаятися
965,sich ärgern::V,кежиявтнемс,сердитися
966,sich fürchten::V,пелемс,боятися
967,fürchten::V,пелемс,боятися
968,fliehen::V,оргодемс,тікати
969,flüchten::V,ворьгодемс,утекти
970,flüchten::V,чадомс,утекти
971,sehen::V,неемс,бачити
972,anschauen::V,ваномс,поглянути
973,ansehen::V,ваномс,дивитися на
974,hören::V,марямс,чути
975,zuhören::V,кунсоломс,слухати
976,probieren::V,варшамс,покуштувати
977,riechen::V,никсемс,нюхати
978,fühlen::V,марямс,відчувати
979,scheinen::V,марявомс,здаватися
980,zu sehen sein::V,неявомс,виднітися
981,vernehmen::V,марямс,почути
982,frieren::V,кельмемс,мерзнути
983,tun::V,теемс,робити
984,können::V,маштомс,могти
985,wollen::V,бажамс,хотіти
986,anfangen::V,кармамс,почати
987,beenden::V,прядомс,закінчити
988,aufhören::V,лоткамс,перестати
989,gelingen::V,удаламс,вдатися
990,geraten::V,лисемс,опинитися
991,öffnen::V,панжомс,відкрити
992,schließen::V,пекстамс,закрити
993,schließen::V,сёлгомс,закрити
994,schließen::V,конямс,закрити
995,stellen::V,аравтомс,поставити
996,setzen::V,ойсевтемс,посадити
997,setzen::V,озавтнемс,посадити
998,legen::V,путомс,класти
999,berühren::V,токамс,чіпати
1000,verbinden::V,содомс,зв’язати
1001,bedecken::V,вельтямс,покрити
1002,aufhängen::V,понгавтомс,повісити
1003,anzünden::V,кирвастемс,запалити
1004,aufheben::V,кепедемс,підняти
1005,zurücklassen::V,кадомс,залишити
1006,verlieren::V,ёмавтомс,загубити
1007,fallen lassen::V,правтомс,упустити
1008,machen::V,теемс,зробити
1009,herstellen::V,анокстамс,виготовити
1010,bauen::V,путомс,будувати
1011,reparieren::V,витемс,лагодити
1012,verbessern::V,паролгавтомс,поліпшити
1013,verbessern::V,вадрялгавтомс,поліпшити
1014,ändern::V,полавтомс,змінити
1015,graben::V,чувомс,копати
1016,graben::V,таргамс,копати
1017,beugen::V,мендемс,зігнути
1018,biegen::V,комавтомс,погнути
1019,drehen::V,чаравтомс,вертіти
1020,drehen::V,велявтнемс,вертіти
1021,wenden::V,велявтомс,повернути
1022,umdrehen::V,велявтомс,перевернути
1023,heben::V,кепедемс,піднімати
1024,hochheben::V,кепедемс,підняти
1025,ergreifen::V,кундамс,схопити
1026,halten::V,кирдемс,тримати
1027,drücken::V,нуемс,натискати
1028,schieben::V,шаштомс,пхати
1029,schieben::V,шаштомс,штовхати
1030,kratzen::V,ангордамс,шкребти
1031,lecken::V,нолсемс,лизати
1032,beißen::V,сускомс,кусати
1033,abreißen::V,сеземс,відірвати
1034,abschneiden::V,печкемс,відрізати
1035,binden::V,кодамс,в’язати
1036,binden::V,сюлмамс,в’язати
1037,stecken::V,сялгомс,увіткнути
1038,brechen::V,синдемс,зламати
1039,brechen::V,калавтомс,зламати
1040,klopfen::V,калтаямс,стукати
1041,hauen::V,чавомс,бити
1042,kleben::V,педявтнемс,клеїти
1043,reiben::V,ёзамс,терти
1044,streichen::V,вадемс,намазати
1045,schleifen::V,човамс,точити
1046,schneiden::V,керямс,різати
1047,rütteln::V,чукамс,хитати
1048,rütteln::V,лыкавтомс,хитати
1049,schütteln::V,чукамс,трясти
1050,schwenken::V,яхолемс,махати
1051,schütten::V,каямс,налити
1052,füllen::V,пештямс,наповнити
1053,einwickeln::V,тапарямс,загорнути
1054,tragen::V,кандомс,нести
1055,schleppen::V,ускомс,тягти
1056,ziehen::V,ускомс,тягнути
1057,aufbewahren::V,ванстомс,зберігати
1058,werfen::V,ёртомс,кидати
1059,fangen::V,кундамс,ловити
1060,packen::V,кундамс,схопити
1061,verstecken::V,кекшемс,сховати
1062,teilen::V,явомс,розділити
1063,schicken::V,кучомс,посилати
1064,bringen::V,кандомс,принести
1065,hinzufügen::V,путомс,додати
1066,hinzufügen::V,максомс,додати
1067,bekommen::V,саемс,дістати
1068,erhalten::V,саемс,одержати
1069,nehmen::V,саемс,взяти
1070,wählen::V,кочкамс,вибрати
1071,auswählen::V,кочкамс,відібрати
1072,bewahren::V,ванстомс,зберегти
1073,behindern::V,кирдемс,перешкоджати
1074,verderben::V,коламс,зіпсувати
1075,beschädigen::V,теемс зыян,зашкодити
1076,zerbrechen::V,коламс,розбити
1077,zerreißen::V,сеземс,розірвати
1078,zerstören::V,калавтомс,зруйнувати
1079,verbrennen::V,пултамс,спалити
1080,geben::V,максомс,дати
1081,reichen::V,максомс,передати
1082,schenken::V,каземс,дарувати
1083,versprechen::V,алтамс,обіцяти
1084,wünschen::V,арсемс,бажати
1085,loben::V,шнамс,хвалити
1086,küssen::V,палсемс,цілувати
1087,wiegen::V,нурсемс,качати
1088,zudecken::V,тавадомс,накрити
1089,zudecken::V,вельтямс,накрити
1090,wecken::V,стявтомс,розбудити
1091,zeigen::V,невтемс,показати
1092,führen::V,ветямс,вести
1093,lehren::V,тонавтомс,вчити
1094,unterrichten::V,тонавтомс,викладати
1095,aufziehen::V,трямс,виховати
1096,aufziehen::V,кастомс,виховати
1097,leiten::V,ветямс,керувати
1098,leiten::V,азоркстамс,керувати
1099,antreiben::V,ветямс,підганяти
1100,lassen::V,кармавтомс,змусити
1101,einladen::V,тердемс,запросити
1102,vereinigen::V,вейсэндямс,об’єднати
1103,vereinigen::V,вейс путомс,об’єднати
1104,vereinigen::V,вейс пурнамс,об’єднати
1105,besuchen::V,варштамс,завітати
1106,besuchen::V,варштамс,відвідати
1107,treffen::V,вастомс,зустріти
1108,sich versammeln::V,промокшномс,зібратися
1109,spielen::V,налксемс,грати
1110,singen::V,морамс,співати
1111,tanzen::V,киштемс,танцювати
1112,sich trennen::V,явомс,розлучитися
1113,verlassen::V,кадомс,покинути
1114,retten::V,идемс,врятувати
1115,bewachen::V,ванстомс,охороняти
1116,schützen::V,аштемс,уберігати
1117,verteidigen::V,ваномс,захистити
1118,sich schlagen::V,тюремс,битися
1119,sich schlagen::V,тюремс,дратися
1120,schießen::V,ледемс,стріляти
1121,siegen::V,изнямс,перемогти
1122,ärgern::V,кежейгавтомс,сердити
1123,schlagen::V,токамс,ударити
1124,treten::V,тапамс,штовхати
1125,stechen::V,пупамс,вколоти
1126,stoßen::V,тулкадемс,штовхнути
1127,stehlen::V,саламс,украсти
1128,stören::V,пирямс ки,перешкодити
1129,belästigen::V,а максомс,докучати
1130,belästigen::V,а кадомс оймамо,докучати
1131,verbergen::V,сёпомс,сховати
1132,verbergen::V,кекшемс,сховати
1133,täuschen::V,манямс,обдурити
1134,betrügen::V,манчемс,зшахраювати
1135,töten::V,чавномс,убити
1136,töten::V,маштнемс,убити
1137,wohnen::V,эрямс,жити
1138,wohnen::V,эрямс,мешкати
1139,arbeiten::V,важодемс,працювати
1140,sammeln::V,пурнамс,зібрати
1141,pflücken::V,ноцковтнемс,зривати
1142,jagen::V,кундамс,полювати
1143,fischen::V,калонь кундамс,рибалити
1144,fassen::V,кундамс,піймати
1145,hüten::V,ваномс,пасти
1146,treiben::V,панемс,гнати
1147,anbinden::V,сюлмамс,прив’язати
1148,füttern::V,андомс,годувати
1149,füttern::V,андомс,харчувати
1150,melken::V,потявтомс,доїти
1151,hacken::V,лазномс,рубати
1152,gießen::V,валомс,полити
1153,reifen::V,кенеремс,дозріти
1154,zubereiten::V,анокстамс,зготовити
1155,zubereiten::V,анокстамс,приготувати
1156,kochen::V,пидемс,варити
1157,kochen::V,пидемс,готувати
1158,backen::V,пидемс,пекти
1159,braten::V,пуштамс,смажити
1160,umrühren::V,човорямс,переміщати
1161,stricken::V,кодамс,в’язати
1162,nähen::V,стамс,шити
1163,färben::V,артомс,пофарбувати
1164,reinigen::V,урядамс,очистити
1165,waschen::V,муськемс,мити
1166,abwischen::V,нардамс,витерти
1167,spülen::V,ёрвалдомс,полоскати
1168,fegen::V,тенсемс,підмітати
1169,kehren::V,тенсемс,мести
1170,baden::V,экшелямс,купатися
1171,sich waschen::V,шлямс,митися
1172,ausziehen::V,кайсевтемс,зняти
1173,anziehen::V,оршамс,надіти
1174,sich anziehen::V,оршамс,одягтися
1175,sich anziehen::V,оршамс,одягнутися
1176,kämmen::V,судрямс,зачесати
1177,schmücken::V,мазылгавтомс,оздобити
1178,schmücken::V,наряжамс,оздобити
1179,sagen::V,меремс,сказати
1180,sprechen::V,кортамс,говорити
1181,reden::V,кортамс,розмовляти
1182,sich unterhalten::V,кортнемс,бесідувати
1183,fragen::V,кевкстемс,запитати
1184,bitten::V,вешемс,просити
1185,erzählen::V,ёвтнемс,розповісти
1186,mitteilen::V,ёвтамс,повідомити
1187,nennen::V,лемдемс,назвати
1188,nennen::V,путомс лем,назвати
1189,rufen::V,тердемс,кликати
1190,rufen::V,серьгедемс,кликати
1191,prahlen::V,шнамс пря,хвалитися
1192,übersetzen::V,ютавтомс,перекласти
1193,denken::V,арсемс,думати
1194,denken::V,арсемс,мислити
1195,glauben::V,кемемс,вірити
1196,bemerken::V,неемс,помітити
1197,erkennen::V,содамс,пізнати
1198,begreifen::V,пачкодемс,осягнути
1199,verstehen::V,чарькодемс,почути
1200,lernen::V,тонавтнемс,навчатися
1201,wissen::V,содамс,знати
1202,sich erinnern an::V,ледстямс,пам’ятати
1203,vergessen::V,стувтомс,забути
1204,messen::V,онкстнемс,міряти
1205,zählen::V,ловомс,лічити
1206,rechnen::V,ловомс,рахувати
1207,lesen::V,ловномс,читати
1208,malen::V,рисовамс,малювати
1209,zeichnen::V,рисовамс,рисувати
1210,schreiben::V,сёрмадомс,писати
1211,besitzen::V,улемс,мати
1212,besitzen::V,улемс азорокс,мати
1213,kaufen::V,рамамс,купити
1214,verkaufen::V,миемс,продати
1215,bezahlen::V,пандомс,заплатити
1216,zahlen::V,пандомс,платити
1217,beherrschen::V,азоркстамс,володіти
1218,ertragen::V,кирдемс,витерпіти
