,Concept_ID,bn,pl
320,Reihe::N,শ্রেণী,szereg
321,Boot::N,নৌকা,łódź
322,Boot::N,নৌকা,łódka
323,Ruder::N,দাঁড়,wiosło
324,Schlitten::N,স্নেজ্-গাড়ি,sanki
325,Ski::N,শী,narta
326,Lagerfeuer::N,অগ্নি,ognisko
327,Last::N,বোঝা,ciężar
328,Last::N,বোঝা,brzemię
329,Gang::N,হণ্টন,chód
330,Schritt::N,পদ,krok
331,Norden::N,উত্তরদিক্,północ
332,Süden::N,দক্ষিণদিক,południe
333,Westen::N,পশ্চিমদিক্,zachód
334,Osten::N,পূর্বদিক,wschód
335,Holz::N,কাঠ,drzewo
336,Brett::N,তক্তা,deska
337,Platte::N,ফলক,płyta
338,Stütze::N,নাগদণ্ড,podpora
339,Stange::N,দণ্ড,drąg
340,Stange::N,দণ্ড,żerdź
341,Stock::N,ছড়ি,kij
342,Stock::N,ছড়ি,laska
343,Stab::N,যষ্টি,pręt
344,Rohr::N,নল,rura
345,Haus::N,ঘর,dom
346,Heim::N,বাসা,dom
347,Ofen::N,স্টোভ্,piec
348,Fußboden::N,গহতল,podłoga
349,Tisch::N,মেজ,stół
350,Tisch::N,টেবিল,stół
351,Stuhl::N,চেয়ার,krzesło
352,Stuhl::N,কেদারা,krzesło
353,Wiege::N,দোলনা,kołyska
354,Bett::N,শয্যা,łóżko
355,Bett::N,শয্যা,pościel
356,Regal::N,তাক,regał
357,Kiste::N,বাক্স,skrzynia
358,Fenster::N,জানালা,okno
359,Tür::N,দ্বার,drzwi
360,Tor::N,দ্বার,brama
361,Zaun::N,বেড়া,płot
362,Zaun::N,বেড়া,parkan
363,Dach::N,ছাদ,dach
364,Leiter::N,মই,drabina
365,Besen::N,গুল্মবিশেষ,miotła
366,Spaten::N,কোদাল,rydel
367,Schaufel::N,বেলচা,łopata
368,Gabel::N,কাঁটা,widelec
369,Löffel::N,চামচ,łyżka
370,Messer::N,ছুরি,nóż
371,Nagel::N,পেরেক,gwóźdź
372,Netz::N,জাল,sieć
373,Haken::N,কাচি,hak
374,Griff::N,হাতল,chwyt
375,Schloss::N,তালা,zamek
376,Bild::N,ছবি,obraz
377,Bild::N,চিত্র,obraz
378,Figur::N,আকার,figura
379,Puppe::N,পুতুল,lalka
380,Beutel::N,বটুয়া,torba
381,Bündel::N,আঁটি,wiązka
382,Tasche::N,থলি,torba
383,Eimer::N,বাল্তি,kubeł
384,Eimer::N,বাল্তি,wiadro
385,Deckel::N,আবরণ,przykrywka
386,Geschirr::N,থালা-বাসন,statki
387,Geschirr::N,থালা-বাসন,naczynia
388,Sack::N,বস্তা,worek
389,Tasse::N,কাপ,filiżanka
390,Topf::N,পাত্র,garnek
391,Kessel::N,কেটলি,kocioł
392,Essen::N,আহার,jedzenie
393,Nahrung::N,খাদ্য,pokarm
394,Nahrung::N,খাদ্য,pożywienie
395,Speise::N,খাদ্য,potrawa
396,Speise::N,খাদ্য,jedzenie
397,Fleisch::N,মাংস,mięso
398,Getreide::N,শস্য,zboże
399,Brei::N,মণ্ড,kasza
400,Brot::N,রুটি,chleb
401,Scheibe::N,ফালি,kromka
402,Fett::N,মেদ,tłuszcz
403,Butter::N,মাখন,masło
404,Öl::N,তৈল,olej
405,Salz::N,নুন,sól
406,Suppe::N,শুরুয়া,zupa
407,Honig::N,মধু,miód
408,Milch::N,দুধ,mleko
409,Tee::N,চা,herbata
410,Leder::N,পাকা চামড়া,skóra
411,Wolle::N,পশম,wełna
412,Stoff::N,বস্ত্র,tkanina
413,Stoff::N,বস্ত্র,materiał
414,Nadel::N,সুচ,igła
415,Faden::N,সূত্র,nić
416,Faden::N,সূত্র,nitka
417,Knopf::N,বোতাম,guzik
418,Knoten::N,গিঁট,węzeł
419,Farbe::N,রং,farba
420,Kleidung::N,কাপড়,odzież
421,Hemd::N,শার্ট,koszula
422,Kragen::N,গলবন্ধ,kołnierz
423,Ärmel::N,আস্তিন্,rękaw
424,Hose::N,ট্রাউজার,spodnie
425,Gürtel::N,কটিবন্ধ,pasek
426,Mütze::N,টুপি,czapka
427,Schuh::N,জুতো,but
428,Schuh::N,জুতো,bucik
429,Stiefel::N,বুট,but
430,Stiefel::N,বুট,kozak
431,Ring::N,আংটি,pierścień
432,Band::N,ফিতা,wstęga
433,Kamm::N,চিরুনি,grzebień
434,Spiegel::N,আয়না,lustro
435,Riemen::N,চাবুক,rzemień
436,Schnur::N,দড়ি,sznur
437,Leine::N,শিকল,smycz
438,Decke::N,কম্বল,kołdra
439,Kissen::N,উপাধান,poduszka
440,Tuch::N,বস্ত্র,chustka
441,Handtuch::N,তোয়ালে,ręcznik
442,Kraft::N,জোর,moc
443,Kraft::N,জোর,siła
444,Stärke::N,শক্তি,moc
445,Stärke::N,শক্তি,siła
446,Gesundheit::N,স্বাস্থ্য,zdrowie
447,Krankheit::N,অসুখ,choroba
448,Krankheit::N,ব্যামো,choroba
449,Schmerz::N,যন্ত্রণা,ból
450,Wunde::N,ক্ষত,rana
451,Fieber::N,জ্বর,gorączka
452,Arznei::N,ঔষধ,lekarstwo
453,Brücke::N,সেতু,most
454,Brunnen::N,কূপ,studnia
455,Weide::N,পশুচারণভূমি,pastwisko
456,Pfad::N,পথ,ścieżka
457,Weg::N,পথ,droga
458,Straße::N,রাস্তা,ulica
459,Dorf::N,গ্রাম,wieś
460,Stadt::N,শহর,miasto
461,Brief::N,চিঠি,list
462,Buch::N,বই,książka
463,Buchstabe::N,অক্ষর,litera
464,Zeitung::N,সংবাদপত্র,gazeta
465,Zeitung::N,সংবাদপত্র,dziennik
466,Leben::N,জীবন,życie
467,Tod::N,মৃত্যু,śmierć
468,Grab::N,কবর,grób
469,Kirche::N,গির্জা,kościół
470,Sünde::N,পাপ,grzech
471,Gott::N,দেবতা,bóg
472,Arbeiter::N,শ্রমিক,robotnik
473,Chef::N,নেতা,szef
474,Meister::N,ব্যক্তি,mistrz
475,Meister::N,ব্যক্তি,majster
476,Arzt::N,চিকিৎসক,lekarz
477,Lehrer::N,অধ্যাপক,nauczyciel
478,Geld::N,মুদ্রা,pieniądze
479,Geld::N,টাকাপয়সা,pieniądze
480,Geschäft::N,ব্যস্ততা,sprawa
481,Geschäft::N,ব্যস্ততা,interes
482,Laden::N,দোকান,sklep
483,Preis::N,মূল্য,cena
484,Ware::N,পণ্যদ্রব্য,towar
485,Nutzen::N,সুবিধা,pożytek
486,Reichtum::N,ধনদৌলত,bogactwo
487,Welt::N,জগৎ,świat
488,Land::N,খেত,kraj
489,Staat::N,রাষ্ট্র,państwo
490,König::N,রাজা,król
491,Macht::N,প্রভাব,władza
492,Grenze::N,সীমা,granica
493,Krieg::N,যুদ্ধ,wojna
494,Feind::N,শত্রু,wróg
495,Gewalt::N,জোর,władza
496,Kampf::N,লড়াই,bój
497,Kampf::N,লড়াই,walka
498,Bogen[Waffe]::N,ধনুক,łuk
499,Pfeil::N,বাণ,strzała
500,Gewehr::N,বন্দুক,karabin
501,Fehler::N,ভুল,błąd
502,Lüge::N,মিথ্যা,kłamstwo
503,Schaden::N,ক্ষতি,szkoda
504,Unglück::N,দুর্ভাগ্য,nieszczęście
505,Schuld::N,অপরাধ,wina
506,Alter::N,আয়ু,wiek
507,Schluss::N,শেষ,koniec
508,Schluss::N,শেষ,zakończenie
509,Zeit::N,সময়,czas
510,Tag::N,দিন,dzień
511,Morgen::N,সকাল,ranek
512,Morgen::N,সকাল,poranek
513,Mittag::N,মধ্যাহু,południe
514,Abend::N,সন্ধ্যা,wieczór
515,Nacht::N,রাত্রি,noc
516,Woche::N,সপ্তাহ,tydzień
517,Monat::N,মাস,miesiąc
518,Jahr::N,সৌরবর্ষ,rok
519,Frühling::N,বসন্তকাল,wiosna
520,Sommer::N,গ্রীষ্মকাল,lato
521,Herbst::N,শরংঋতু,jesień
522,Winter::N,শীতকাল,zima
523,Januar::N,জানুয়ারী,styczeń
524,Februar::N,ফেব্রুয়ারী,luty
525,März::N,মার্চ,marzec
526,April::N,এপ্রিল,kwiecień
527,Mai::N,মে,maj
528,Juni::N,জুন,czerwiec
529,Juli::N,জুলাই,lipiec
530,August::N,অগাস্ট,sierpień
531,September::N,সেপ্টেম্বর,wrzesień
532,Oktober::N,অক্টোবর,październik
533,November::N,নভেম্বর,listopad
534,Dezember::N,ডিসেম্বর,grudzień
535,Montag::N,সোমবার,poniedziałek
536,Dienstag::N,মঙ্গলবার,wtorek
537,Mittwoch::N,বুধবার,środa
538,Donnerstag::N,বৃহম্পতিবার,czwartek
539,Freitag::N,শুক্রবার,piątek
540,Samstag::N,শনিবার,sobota
541,Sonntag::N,রবিবার,niedziela
542,groß::A,বৃহৎ,duży
543,groß::A,বৃহৎ,wielki
544,klein::A,ছোট,mały
545,lang::A,দীর্ঘ,długi
546,kurz::A,খর্ব,krótki
547,kurz::A,হ্রস্ব,krótki
548,breit::A,চওড়া,szeroki
549,schmal::A,সরু,wąski
550,dicht::A,ঘন,gęsty
551,dick[Gegenstand]::A,পুরু,gruby
552,dünn::A,কৃশ,cienki
553,fein::A,সূক্ষ্ম,drobny
554,fest::A,দৃঢ়,mocny
555,fest::A,দৃঢ়,twardy
556,flach::A,সমতল,płaski
557,glatt::A,মসৃণ,gładki
558,hart::A,শক্ত,twardy
559,weich::A,নরম,miękki
560,rund::A,গোলাকার,okrągły
561,spitz::A,তীক্ষ্ন,spiczasty
562,scharf::A,শাণিত,ostry
563,stumpf::A,ভোঁতা,tępy
564,schwer::A,ভারী,ciężki
565,schön::A,সুন্দর,ładny
566,schön::A,সুন্দর,piękny
567,heiß::A,গরম,gorący
568,warm::A,ঈষদুষ্ণ,ciepły
569,kalt::A,ঠাণ্ডা,zimny
570,kühl::A,শীতল,chłodny
571,frisch::A,তাজা,świeży
572,feucht::A,ভিজা,wilgotny
573,nass::A,ভিজা,mokry
574,trocken::A,শুষ্ক,suchy
575,voll::A,পূর্ণ,pełny
576,leer::A,খালি,pusty
577,leer::A,খালি,próżny
578,offen::A,খোলা,otwarty
579,geschlossen::A,বন্ধ,zamknięty
580,sauber::A,নির্মল,czysty
581,schmutzig::A,নোংরা,brudny
582,roh::A,কাঁচা,surowy
583,reif::A,পাকা,dojrzały
584,lecker::A,সুস্বাদ,smaczny
585,süß::A,মিষ্ট,słodki
586,bitter::A,তিক্ত,gorzki
587,sauer::A,টক,kwaśny
588,hell::A,উজ্জ্বল,jasny
589,dunkel::A,অন্ধকারময়,ciemny
590,schwarz::A,কালো,czarny
591,weiß::A,সাদা,biały
592,rot::A,লাল,czerwony
593,gelb::A,হলদে,żółty
594,blau::A,নীল,błękitny
595,blau::A,নীল,niebieski
596,grün::A,সবুজ,zielony
597,grau::A,ছাই-রঙা,szary
598,bunt::A,রঙিন,barwny
599,billig::A,সস্তা,tani
600,teuer::A,আক্রা,drogi
601,wertvoll::A,মহার্ঘ,cenny
602,blind::A,কানা,ślepy
603,taub::A,বধির,głuchy
604,kräftig::A,বিশাল,mocny
605,stark::A,শক্তিশালী,silny
606,schwach::A,দুর্বল,słaby
607,fett::A,মোটা,tłusty
608,schlank::A,কৃশ,smukły
609,hübsch::A,সুন্দর,ładny
610,böse::A,খারাপ,zły
611,dumm::A,মূর্খ,głupi
612,faul::A,শ্রমবিমুখ,leniwy
613,fleißig::A,পরিশ্রমী,pilny
614,geizig::A,ব্যয়কুণ্ঠ,skąpy
615,klug::A,দক্ষ,mądry
616,geschickt::A,পটু,zręczny
617,lieb::A,প্রেয়,miły
618,lustig::A,প্রফুল্ল,wesoły
619,sanft::A,নম্র,łagodny
620,hungrig::A,ক্ষুধার্ত,głodny
621,krank::A,অসুস্থ,chory
622,nackt::A,উলঙ্গ,nagi
623,traurig::A,দুঃখিত,smutny
624,lebendig::A,জীবিত,żywy
625,gut::A,ভালো,dobry
626,schlecht::A,মন্দ,zły
627,richtig::A,ঠিক,słuszny
628,richtig::A,ঠিক,właściwy
629,schlimm::A,কদর্য,zły
630,wahr::A,বাস্তব,prawdziwy
631,alt::A,পুরাতন,stary
632,neu::A,নব,nowy
633,neu::A,নূতন,nowy
634,ehemalig::A,পূর্বকালীন,były
635,alt[Lebewesen]::A,বৃদ্ধ,stary
636,jung::A,তরুণ,młody
637,arm::A,ক্ষুদ্র,ubogi
638,arm::A,ক্ষুদ্র,biedny
639,reich::A,ধনবান্,bogaty
640,bekannt::A,সুপরিচিত,znany
641,berühmt::A,বিখ্যাত,słynny
642,fremd::A,বিদেশি,obcy
643,fremd::A,বিদেশি,cudzy
644,verschieden::A,বিসদৃশ,różny
645,nah::A,নিকটবতী,bliski
646,fern::A,দুরবতী,daleki
647,linker::A,বাম,lewy
648,rechter::A,ডান,prawy
649,rechter::A,ডাইন,prawy
650,anderer::A,অন্যতর,inny
651,erster::A,প্রথম,pierwszy
652,zweiter::A,দ্বিতীয়,drugi
653,dritter::A,তৃতীয়,trzeci
654,letzter::A,সর্বশেষ,ostatni
655,allein::ADV,একক,sam
656,auf einmal::ADV,জলদি,naraz
657,zusammen::ADV,একসঙ্গে,razem
658,lange::ADV,লম্বা,długo
659,plötzlich::ADV,হঠাৎ,nagle
660,sofort::ADV,মুহ্ণর্তমধ্যে,natychmiast
661,später::ADV,পশ্চাতে,później
662,jetzt::ADV,এখন,teraz
663,jetzt::ADV,এখন,obecnie
664,heute::ADV,আজ,dziś
665,heute::ADV,আজ,dzisiaj
666,morgen::ADV,আগামিকাল,jutro
667,bald::ADV,অস্পকালমধ্যে,wkrótce
668,dann::ADV,তখন,potem
669,gestern::ADV,গতকাল,wczoraj
670,einst::ADV,একবার মাত্র,kiedyś
671,einst::ADV,একবার মাত্র,niegdyś
672,damals::ADV,তখন,wtedy
673,damals::ADV,তখন,wówczas
674,danach::ADV,পরে,następnie
675,vorher::ADV,আগে,przedtem
676,zuerst::ADV,আগে,naprzód
677,zuerst::ADV,আগে,najpierw
678,einmal::ADV,একবার,raz
679,manchmal::ADV,কখনও কখনও,czasem
680,oft::ADV,ঘনঘন,często
681,immer::ADV,সর্বদা,zawsze
682,niemals::ADV,কখলও নহে,nigdy
683,hier::ADV,এখানে,tu
684,hier::ADV,এখানে,tutaj
685,hierhin::ADV,এখানে,tu
686,von hier::ADV,ত্রই স্তান হইতে,stąd
687,dort::ADV,ওখানে,tam
688,dorthin::ADV,ওখানে,tam
689,geradeaus::ADV,অগ্রগামী,prosto
690,vorwärts::ADV,সন্মুখিকে,naprzód
691,rückwärts::ADV,খিরিয়া,wstecz
692,zurück::ADV,পিঠ,z powrotem
693,unten::ADV,নীচে,u dołu
694,unten::ADV,নীচে,na dole
695,hinab::ADV,নিম্নগামী,na_dół
696,hinab::ADV,নিম্নগামী,w_dół
697,oben::ADV,উপরে,w górze
698,oben::ADV,উপরে,na górze
699,hinauf::ADV,উচ্চতর অংশে,w górę
700,hinauf::ADV,উচ্চতর অংশে,na górę
701,überall::ADV,সর্বত্র,wszędzie
702,nicht::ADV,না,nie
703,ein wenig::ADV,অল্প,trochę
704,kaum::ADV,কষ্টসহকাবে,ledwie
705,kaum::ADV,কষ্টসহকাবে,prawie nie
706,sehr::ADV,খুব,bardzo
707,so::ADV,তত,tak
708,noch::ADV,এখন পর্যস্ত,jeszcze
709,nur::ADV,শুধু,tylko
710,schon::ADV,ইতঃপুর্বে,już
711,wieder::ADV,আবার,znów
