,Concept_ID,mhr,la
220,Silber::N,ший,argentum
221,Kohle::N,мландышӱ́й,carbo
222,Glas::N,янда́,vitrum
223,Lehm::N,шун,lutum
224,Sand::N,ошма́,arena
225,Mensch::N,еҥ,homo
226,Mensch::N,айде́ме,homo
227,Mann::N,пӧръе́ҥ,vir
228,Frau::N,ӱдырама́ш,mulier
229,Kind::N,аза́,puer
230,Kind::N,аза́,infans
231,Junge::N,рве́зе,puer
232,Mädchen::N,ӱдыра́ш,puella
233,Familie::N,еш,familia
234,Großvater::N,коча́,avus
235,Großmutter::N,кова́,avia
236,Eltern::N,ача́-ава́,parentes
237,Vater::N,ача́,pater
238,Mutter::N,ава́,mater
239,Sohn::N,э́рге,filius
240,Tochter::N,ӱ́дыр,filia
241,Bruder::N,иза́,frater
242,Bruder::N,шо́льо,frater
243,Schwester::N,ака́,soror
244,Onkel::N,иза́,patruus
245,Onkel::N,иза́,avunculus
246,Tante::N,кока́,amita
247,Ehemann::N,мари́й,maritus
248,Ehefrau::N,ва́те,uxor
249,Freude::N,куа́н,gaudium
250,Freude::N,куа́н,laetitia
251,Freude::N,куаныма́ш,gaudium
252,Freude::N,куаныма́ш,laetitia
253,Gelächter::N,во́штылтыш,risus
254,Glück::N,пиа́л,felicitas
255,Kummer::N,о́йго,aegritudo
256,Wunsch::N,ку́мыл,voluntas
257,Wunsch::N,ку́мыл,desiderium
258,Lust::N,ку́мыл,libido
259,Lust::N,ку́мыл,voluptas
260,Geist::N,ӧрт,mens
261,Geist::N,ӧрт,animus
262,Geist::N,чон,mens
263,Geist::N,чон,animus
264,Gedanke::N,ой,sententia
265,Gedanke::N,шоныма́ш,sententia
266,Gedächtnis::N,шарныма́ш,memoria
267,Verstand::N,уш,ratio
268,Verstand::N,уш,ingenium
269,Sinn::N,смысл,sensus
270,Grund::N,ама́л,causa
271,Wahrheit::N,чын,veritas
272,Gespräch::N,мутланыма́ш,sermo
273,Märchen::N,йома́к,fabula
274,Erzählung::N,ойлыма́ш,fabula
275,Erzählung::N,ойлыма́ш,narratio
276,Nachricht::N,увертарыма́ш,nuntius
277,Neuigkeit::N,уве́р,novitas
278,Name::N,лӱм,nomen
279,Rätsel::N,ту́што,aenigma
280,Rede::N,ойлыма́ш,oratio
281,Sprache::N,йы́лме,lingua
282,Stimme::N,йӱк,vox
283,Wort::N,ой,verbum
284,Wort::N,ой,vocabulum
285,Wort::N,мут,verbum
286,Wort::N,мут,vocabulum
287,Zeichen::N,ти́ште,signum
288,Zeichen::N,знак,signum
289,Ruf::N,ӱжма́ш,clamor
290,Lärm::N,лӱшкыма́ш,strepitus
291,Lärm::N,йӱк-йӱа́н,strepitus
292,Laut::N,йӱк,sonus
293,Ton::N,йӱксе́м,sonus
294,Lied::N,му́ро,carmen
295,Ruhe::N,ты́мык,quies
296,Leute::N,еҥ-влак,homines
297,Volk::N,ка́лык,populus
298,Arbeit::N,паша́,labor
299,Gast::N,уна́,hospes
300,Gast::N,уна́,conviva
301,Geschenk::N,пӧле́к,munus
302,Spiel::N,мо́дыш,ludus
303,Spiel::N,модма́ш,ludus
304,Gesellschaft::N,тӱшка́,societas
305,Hilfe::N,по́лыш,auxilium
306,Hilfe::N,по́лыш,subsidium
307,Freund::N,таҥ,amicus
308,Freund::N,йолта́ш,amicus
309,Kamerad::N,таҥ,socius
310,Angelegenheit::N,паша́,res
311,Anzahl::N,чот,numerus
312,Art::N,вид,genus
313,Stück::N,ка́тыш,frustum
314,Stück::N,ка́тыш,fragmentum
315,Stück::N,ла́стык,frustum
316,Stück::N,ла́стык,fragmentum
317,Teil::N,ужа́ш,pars
318,Hälfte::N,пел,dimidium
319,Hälfte::N,пе́ле,dimidium
320,Kreis::N,ты́ртыш,orbis
321,Kreis::N,ты́ртыш,circus
322,Kreuz::N,ыре́с,crux
323,Linie::N,ли́ний,linea
324,Strich::N,коре́ш,lineamentum
325,Abstand::N,кокла́,intervallum
326,Entfernung::N,тора́,spatium
327,Entfernung::N,ку́жыт,spatium
328,Gegend::N,кунде́м,loca
329,Gegend::N,кунде́м,regio
330,Platz::N,ку́мдык,locus
331,Ort::N,вер,locus
332,Ort::N,о́лмо,locus
333,Seite::N,ӧ́рдыж,latus
334,Mitte::N,покше́л,medium
335,Gegenstand::N,наста́,res
336,Sache::N,наста́,res
337,Rand::N,тӱр,margo
338,Kante::N,тӱр,angulus
339,Ecke::N,лук,angulus
340,Spitze::N,вуй,cacumen
341,Ende::N,муча́ш,caput
342,Loch::N,рож,foramen
343,Winkel::N,лук,angulus
344,Muster::N,пеза́к,exemplum
345,Muster::N,узо́р,exemplum
346,Muster::N,ӱ́лгӧ,exemplum
347,Größe::N,кӱ́кшыт,magnitudo
348,Länge::N,ку́тыш,longitudo
349,Höhe::N,кӱ́кшыт,altitudo
350,Gewicht::N,не́лыт,pondus
351,Menge::N,чот,copia
352,Haufen::N,кы́шыл,acervus
353,Reihe::N,рада́м,ordo
354,Boot::N,пуш,navicula
355,Ruder::N,эшка́к,remus
356,Schlitten::N,тер,sclodia
357,Schlitten::N,изде́р,sclodia
358,Ski::N,е́че,narta
359,Lagerfeuer::N,туло́то,ignis
360,Last::N,нӧ́лтыш,onus
361,Gang::N,ошкылма́ш,cursus
362,Schritt::N,о́шкыл,gradus
363,Norden::N,йӱдйыма́л,septentriones
364,Süden::N,кечывалве́л,meridies
365,Westen::N,касве́л,occidens
366,Osten::N,эрве́л,oriens
367,Holz::N,пу,lignum
368,Brett::N,оҥа́,tabula
369,Platte::N,аста́р,lamina
370,Stütze::N,чара́к,adminiculum
371,Stange::N,лома́ш,pertica
372,Stock::N,тоя́,baculum
373,Stab::N,вара́,scipio
374,Stab::N,кашта́,scipio
375,Rohr::N,пуч,tubus
376,Haus::N,пӧрт,aedes
377,Heim::N,мӧ́ҥгӧ,domicilium
378,Ofen::N,комака́,fornax
379,Fußboden::N,кӱва́р,solum
380,Tisch::N,ӱсте́л,mensa
381,Stuhl::N,пӱке́н,sella
382,Wiege::N,шепка́,cunae
383,Bett::N,ва́кшыш,lectus
384,Regal::N,шӧ́рлык,foruli
385,Kiste::N,шо́ндык,cista
386,Kiste::N,я́шлык,cista
387,Fenster::N,окна́,fenestra
388,Tür::N,омса́,ianua
389,Tor::N,капка́,porta
390,Zaun::N,сава́р,saepes
391,Dach::N,леве́дыш,tectum
392,Leiter::N,тошка́лтыш,scalae
393,Besen::N,ӱштерво́штыр,scopae
394,Spaten::N,ко́льмо,pala
395,Schaufel::N,сово́к,pala
396,Schaufel::N,су́ско,pala
397,Gabel::N,ви́лке,fuscinula
398,Löffel::N,па́не,coclear
399,Löffel::N,совла́,coclear
400,Messer::N,кӱ́зӧ,culter
401,Nagel::N,пуда́,clavus
402,Netz::N,вапш,rete
403,Haken::N,са́гыле,hamus
404,Griff::N,кыл,manubrium
405,Schloss::N,кӧгӧ́н,claustra
406,Bild::N,сӱре́т,tabula
407,Bild::N,сӱре́т,pictura
408,Figur::N,фигу́р,statunculum
409,Puppe::N,курча́к,pupa
410,Beutel::N,меша́к,sacculus
411,Bündel::N,арша́ш,fascis
412,Tasche::N,сумка́,sacculus
413,Eimer::N,ведра́,situla
414,Deckel::N,ко́мдыш,operculum
415,Geschirr::N,а́те,vasa
416,Sack::N,куль,saccus
417,Sack::N,меша́к,saccus
418,Tasse::N,чу́кыр,pocillum
419,Tasse::N,чашка́,pocillum
420,Topf::N,ми́ске,olla
421,Kessel::N,под,aenum
422,Essen::N,ко́чкыш,cena
423,Nahrung::N,ку́рго,cibus
424,Nahrung::N,ку́рго,alimenta
425,Speise::N,ко́чкыш,cibus
426,Fleisch::N,шыл,caro
427,Getreide::N,шу́рно,frumentum
428,Brei::N,пу́чымыш,puls
429,Brot::N,ки́нде,panis
430,Scheibe::N,ка́тыш,frustum
431,Fett::N,коя́,pingue
432,Butter::N,ӱй,butȳrum
433,Öl::N,ӱй,oleum
434,Salz::N,шинча́л,sal
435,Suppe::N,шӱр,ius
436,Honig::N,мӱй,mel
437,Milch::N,шӧр,lac
438,Tee::N,чай,thea
439,Leder::N,сура́н,corium
440,Leder::N,шӱ́штӧ,corium
441,Wolle::N,пун,lana
442,Stoff::N,куэ́м,textum
443,Stoff::N,посто́,textum
444,Nadel::N,и́ме,acus
445,Faden::N,шӱ́ртӧ,filum
446,Knopf::N,по́лдыш,bulla
447,Knoten::N,пышке́м,nodus
448,Farbe::N,чия́,pigmentum
449,Kleidung::N,чие́м,vestimenta
450,Kleidung::N,вурге́м,vestimenta
451,Hemd::N,ту́выр,tunica
452,Kragen::N,сога́,collare
453,Ärmel::N,шокш,manica
454,Hose::N,йола́ш,bracae
455,Gürtel::N,ӱ́штӧ,cingulum
456,Mütze::N,упш,pilleus
457,Schuh::N,боти́нке,calceus
458,Stiefel::N,кем,pero
459,Stiefel::N,кем,caliga
460,Ring::N,шерга́ш,anulus
461,Band::N,тасма́,redimiculum
462,Band::N,ле́нте,redimiculum
463,Kamm::N,шерге́,pecten
464,Spiegel::N,вошто́нчыш,speculum
465,Riemen::N,кӱзанӱ́штӧ,lorum
466,Schnur::N,кере́м,linum
467,Schnur::N,кандыра́,linum
468,Leine::N,вӱра́ҥ,retinaculum
469,Decke::N,леве́дыш,lodix
470,Decke::N,одея́л,lodix
471,Kissen::N,кӱ́пчык,pulvinus
472,Tuch::N,шо́выч,velum
473,Handtuch::N,со́лык,mantele
474,Kraft::N,вий,vis
475,Kraft::N,куа́т,vis
476,Stärke::N,куа́т,robur
477,Stärke::N,карма́н,robur
478,Gesundheit::N,таза́лык,valetudo
479,Krankheit::N,чер,morbus
480,Schmerz::N,ко́рштыш,dolor
481,Wunde::N,су́сыр,vulnus
482,Fieber::N,йӱштыму́ж,febris
483,Fieber::N,лихора́дке,febris
484,Arznei::N,эм,remedium
485,Brücke::N,кӱва́р,pons
486,Brunnen::N,вӱдвыне́м,puteus
487,Weide::N,нурше́р,pascua
488,Pfad::N,йолго́рно,semita
489,Pfad::N,сокма́к,semita
490,Weg::N,ко́рно,iter
491,Straße::N,ко́рно,via
492,Dorf::N,ял,vicus
493,Stadt::N,ола́,urbs
494,Stadt::N,ола́,oppidum
495,Brief::N,се́рыш,epistula
496,Buch::N,книга́,liber
497,Buchstabe::N,буква́,littera
498,Zeitung::N,газе́т,diurnum
499,Leben::N,и́лыш,vita
500,Tod::N,колыма́ш,mors
501,Grab::N,шӱга́р,sepulcrum
502,Kirche::N,че́рке,ecclesia
503,Sünde::N,су́лык,peccatum
504,Gott::N,ю́мо,deus
505,Arbeiter::N,паша́зе,operarius
506,Chef::N,тӧра́,praefectus
507,Meister::N,маста́р,magister
508,Arzt::N,врач,medicus
509,Lehrer::N,ту́ныктышо,magister
510,Geld::N,окса́,aes
511,Geld::N,окса́,pecunia
512,Geschäft::N,сатулыма́ш,negotium
513,Laden::N,ке́выт,taberna
514,Preis::N,ак,pretium
515,Ware::N,сату́,merx
516,Nutzen::N,пайда́,utilitas
517,Reichtum::N,поя́нлык,opes
518,Reichtum::N,поя́нлык,divitiae
519,Welt::N,тӱня́,mundus
520,Land::N,эл,terra
521,Staat::N,кугыжа́ныш,res publica
522,König::N,кугыжа́,rex
523,Macht::N,власть,potestas
524,Grenze::N,грани́ца,limes
525,Krieg::N,сар,bellum
526,Feind::N,тушма́н,inimicus
527,Gewalt::N,виешлыма́ш,vis
528,Kampf::N,кредалма́ш,pugna
529,Bogen[Waffe]::N,юҥе́ж,arcus
530,Pfeil::N,пикш,sagitta
531,Gewehr::N,пыча́л,sclopetum
532,Fehler::N,йо́ҥылыш,error
533,Lüge::N,шоя́к,mendacium
534,Schaden::N,зия́н,damnum
535,Schaden::N,зия́н,detrimentum
536,Unglück::N,эҥге́к,miseria
537,Unglück::N,эҥге́к,calamitas
538,Schuld::N,тита́к,culpa
539,Schuld::N,йола́,culpa
540,Alter::N,ийго́т,aetas
541,Schluss::N,муча́ш,finis
542,Zeit::N,жап,tempus
543,Zeit::N,па́гыт,tempus
544,Tag::N,ке́че,dies
545,Morgen::N,эр,mane
546,Mittag::N,кечыва́л,meridies
547,Abend::N,кас,vesper
548,Nacht::N,йӱд,nox
549,Woche::N,арня́,septimana
550,Monat::N,ты́лзе,mensis
551,Jahr::N,ий,annus
552,Frühling::N,шо́шо,ver
553,Sommer::N,кеҥе́ж,aestas
554,Herbst::N,шы́же,autumnus
555,Winter::N,те́ле,hiems
556,Januar::N,шоркыйол,Ianuarius
557,Januar::N,идалыкву́й,Ianuarius
558,Januar::N,янва́рь,Ianuarius
559,Februar::N,пургыж,Februarius
560,Februar::N,февра́ль,Februarius
561,März::N,ӱярня,Martius
562,März::N,март,Martius
563,April::N,апре́ль,Aprilis
564,Mai::N,ага,Maius
565,Mai::N,май,Maius
566,Juni::N,пеледыш,Iunius
567,Juni::N,ию́нь,Iunius
568,Juli::N,сӱрем,Iulius
569,Juli::N,ию́ль,Iulius
570,August::N,сорла,Augustus
571,August::N,агарма́н,Augustus
572,August::N,а́вгуст,Augustus
573,September::N,идым,September
574,September::N,сентя́брь,September
575,Oktober::N,шыжа,Octobris
576,Oktober::N,октя́брь,Octobris
577,November::N,кылме тылзе,Novembris
578,November::N,ноя́брь,Novembris
579,Dezember::N,дека́брь,December
580,Montag::N,шо́чмо,dies lunae
581,Dienstag::N,ку́шкыжмо,dies Martis 
582,Mittwoch::N,вӱрге́че,dies Mercurii
583,Donnerstag::N,изарня́,dies Iovis
584,Freitag::N,кугарня́,dies Veneris
585,Samstag::N,шуматке́че,dies Saturni
586,Sonntag::N,рушарня́,dominicus
587,Sonntag::N,рушарня́,dies solis
588,groß::A,кугу́,magnus
589,klein::A,изи́,parvus
590,lang::A,кужу́,longus
591,kurz::A,кӱ́чык,brevis
592,breit::A,кумда́,latus
593,schmal::A,а́ҥысыр,angustus
594,dicht::A,ну́гыдо,densus
595,dick[Gegenstand]::A,кӱ́жгӧ,crassus
596,dünn::A,ви́чкыж,tenuis
597,fein::A,ты́гыде,subtilis
598,fest::A,чо́ткыдо,solidus
599,fest::A,чо́ткыдо,stabilis
600,flach::A,лапка́,planus
601,glatt::A,яклака́,levis
602,hart::A,пе́ҥгыде,durus
603,weich::A,пу́шкыдо,mollis
604,rund::A,йырге́шке,rotundus
605,spitz::A,коша́р,acutus
606,scharf::A,пӱ́сӧ,acer
607,stumpf::A,токма́к,hebes
608,schwer::A,не́ле,gravis
609,schön::A,сы́лне,pulcher
610,schön::A,сы́лне,formosus
611,heiß::A,шо́кшо,fervidus
612,warm::A,ле́ве,calidus
613,kalt::A,йӱ́штӧ,frigidus
614,kühl::A,юа́лге,frigidus
615,kühl::A,южгата́,frigidus
616,frisch::A,свежа́,recens
617,feucht::A,вӱ́дыжгӧ,umidus
618,nass::A,нӧ́рӧ,madidus
619,trocken::A,ку́кшо,aridus
620,voll::A,тич,plenus
621,leer::A,яра́,vacuus
622,offen::A,виш,apertus
623,geschlossen::A,пе́тырыме,clausus
624,geschlossen::A,тӱ́чмӧ,clausus
625,sauber::A,ару́,lautus
626,sauber::A,янда́р,lautus
627,schmutzig::A,лавыра́н,sordidus
628,schmutzig::A,ла́выргыше,sordidus
629,roh::A,кӱ́чымӧ,crudus
630,reif::A,лӧза́,maturus
631,lecker::A,ту́тло,delicatus
632,süß::A,ше́ре,dulcis
633,bitter::A,ко́чо,amarus
634,bitter::A,ко́чо,acerbus
635,sauer::A,шо́по,acidus
636,hell::A,во́лгыдо,clarus
637,dunkel::A,пычке́мыш,obscurus
638,schwarz::A,шола́,niger
639,weiß::A,ош,albus
640,rot::A,йошка́р,ruber
641,gelb::A,сар,flavus
642,blau::A,ка́нде,caeruleus
643,grün::A,ужа́р,viridis
644,grau::A,сур,canus
645,bunt::A,олача́,varius
646,billig::A,шу́лдо,vilis
647,teuer::A,ше́рге,carus
648,wertvoll::A,шергака́н,pretiosus
649,blind::A,со́кыр,caecus
650,taub::A,соҥгыра́,surdus
651,kräftig::A,куа́тле,robustus
652,stark::A,вия́н,firmus
653,stark::A,вия́н,validus
654,schwach::A,а́лдыме,debilis
655,schwach::A,а́лдыме,infirmus
656,fett::A,коя́,crassus
657,schlank::A,йоштката́,procerus
658,schlank::A,яжу́,procerus
659,hübsch::A,чеве́р,pulcher
660,böse::A,шы́де,improbus
661,dumm::A,аҥыра́,stultus
662,dumm::A,аҥыра́,stupidus
663,faul::A,його,piger
664,fleißig::A,ты́ршыше,sedulus
665,geizig::A,чаҥга́,avarus
666,klug::A,уша́н,prudens
667,geschickt::A,уста́,sollers
668,lieb::A,ала́л,carus
669,lustig::A,весела́,iocosus
670,sanft::A,ны́жылге,clemens
671,hungrig::A,шу́жышо,impastus
672,krank::A,че́рле,aeger
673,nackt::A,чарама́т,nudus
674,traurig::A,ойга́н,maestus
675,lebendig::A,и́лыше,vivus
676,gut::A,сай,bonus
677,schlecht::A,уда́,malus
678,schlecht::A,шӱ́кшӧ,malus
679,richtig::A,чы́нле,rectus
680,schlimm::A,аля́к,malus
681,schlimm::A,тыра́н,malus
682,wahr::A,чы́нле,verus
683,wahr::A,настоя́щий,verus
684,alt::A,то́што,antiquus
685,neu::A,у,novus
686,ehemalig::A,о́нчычсо,pristinus
687,ehemalig::A,онда́кысе,pristinus
688,alt[Lebewesen]::A,шо́нто,vetus
689,jung::A,са́мырык,iuvenis
690,arm::A,нужна́,pauper
691,reich::A,поя́н,dives
692,bekannt::A,па́лыме,notus
693,berühmt::A,лӱ́млӧ,celeber
694,berühmt::A,лӱ́млӧ,illustris
695,fremd::A,йот,peregrinus
696,verschieden::A,тӱ́рлӧ,varius
697,nah::A,ли́шыл,propinquus
698,fern::A,тора́,longinquus
699,fern::A,мӱ́ндыр,longinquus
700,linker::A,шола́,sinister
701,rechter::A,пурла́,dexter
702,anderer::A,вес,alius
703,anderer::A,мо́ло,alius
704,erster::A,и́кымше,primus
705,zweiter::A,ко́кымшо,secundus
706,dritter::A,ку́мшо,tertius
707,letzter::A,пыта́ртыш,ultimus
708,allein::ADV,шкет,solum
709,auf einmal::ADV,икана́ште,simul
710,zusammen::ADV,пырля́,una
711,lange::ADV,кужу́н,diu
712,plötzlich::ADV,кенета́,subito
713,plötzlich::ADV,кенета́,repente
714,sofort::ADV,кызыта́к,statim
715,später::ADV,варара́к,postea
716,jetzt::ADV,ы́нде,nunc
717,jetzt::ADV,кы́зыт,nunc
718,heute::ADV,та́че,hodie
719,morgen::ADV,эрла́,cras
720,bald::ADV,вашке́,mox
721,dann::ADV,вара́,deinde
722,gestern::ADV,теҥге́че,heri
723,einst::ADV,икана́,olim
724,damals::ADV,туна́м,tum
725,danach::ADV,вара́,postea
726,vorher::ADV,о́нчыч,antea
727,zuerst::ADV,онда́к,primo
728,einmal::ADV,икана́,semel
729,manchmal::ADV,ка́шын,interdum
730,manchmal::ADV,кокла́н,interdum
731,oft::ADV,чӱ́чкыдын,saepe
732,immer::ADV,эре́,semper
733,immer::ADV,ту́тыш,semper
734,niemals::ADV,ок нигуна́м,numquam
735,hier::ADV,ты́ште,hic
736,hierhin::ADV,ты́шке,huc
737,hierhin::ADV,тыш,huc
738,von hier::ADV,тыше́ч,hinc
739,von hier::ADV,тыве́ч,hinc
740,dort::ADV,ту́што,ibi
741,dorthin::ADV,туш,eo
742,dorthin::ADV,ту́шко,eo
743,geradeaus::ADV,вик,recte
744,vorwärts::ADV,о́нчыко,porro
745,rückwärts::ADV,шеҥге́к,retro
746,zurück::ADV,мӧҥге́ш,retro
747,unten::ADV,ӱ́лнӧ,infra
