,Concept_ID,mdf,ca
819,er::PRN,сон,ell
820,wir::PRN,минь,nosaltres
821,ihr::PRN,тинь,vosaltres
822,sie::PRN,синь,ells
823,sie::PRN,синь,elles
824,was::FPRN,мезе,què
825,wer::FPRN,кие,qui
826,wo::FADV,коса,on
827,wohin::FADV,ков,cap a on
828,wohin::FADV,коза,cap a on
829,wie::FADV,ко́да,com
830,warum::FADV,мес,per què
831,wieviel::FNUM,мзя́ра,quant
832,eins::NUM,фкя,u
833,zwei::NUM,кафта,dos
834,drei::NUM,колма,tres
835,vier::NUM,ниле,quatre
836,fünf::NUM,вете,cinc
837,sechs::NUM,кота,sis
838,sieben::NUM,сисем,set
839,acht::NUM,кафкса,vuit
840,neun::NUM,ве́йхкса,nou
841,zehn::NUM,кемонь,deu
842,elf::NUM,кефкие,onze
843,zwölf::NUM,кемгафтува,dotze
844,zwanzig::NUM,комсь,vint
845,dreißig::NUM,колмогемонь,trenta
846,vierzig::NUM,нильге́монь,quaranta
847,fünfzig::NUM,ве́дьгемонь,cinquanta
848,sechzig::NUM,ко́дгемонь,seixanta
849,siebzig::NUM,сизьге́монь,setanta
850,achtzig::NUM,ка́фксогемонь,vuitanta
851,neunzig::NUM,ве́йхксогемонь,noranta
852,hundert::NUM,сяда,cent
853,tausend::NUM,тёжянь,mil
854,und::CNJ,и,i
855,und::CNJ,дъ,i
856,oder::CNJ,или,o
857,oder::CNJ,али,o
858,stehen::V,а́щемс стя́да,estar de peu
859,sitzen::V,ащемс озада,seure
860,liegen::V,ма́дозь а́щемс,jeure
861,hängen::V,нюрьгомс,penjar
862,werden::V,арамс,fer-se
863,werden::V,арамс,posar-se
864,werden::V,тиевомс,fer-se
865,werden::V,тиевомс,posar-se
866,passieren::V,лисэмс,succeir
867,passieren::V,эвондамс,succeir
868,beginnen::V,ушедомс,iniciar-se
869,enden::V,лоткамс,acabar-se
870,enden::V,лоткамс,terminar-se
871,wechseln::V,по́лафнемс,canviar
872,aufgehen[Sonne]::V,стямс,sortir
873,aufgehen[Sonne]::V,лисемс,sortir
874,untergehen[Sonne]::V,валгомс,posar-se
875,scheinen[Sonne]::V,ва́лдоптомс,brillar
876,donnern::V,торамс,tronar
877,wehen::V,уфа́мс,bufar
878,strömen::V,шудемс,afluir
879,fließen::V,шудемс,fluir
880,sich drehen::V,шаромс,girar
881,schwanken::V,якамс,vacil·lar
882,schwingen::V,люксемс,oscil·lar
883,schwingen::V,нюрьсемс,oscil·lar
884,fallen::V,прамс,caure
885,fallen::V,прамс,tombar
886,fallen::V,прашендомс,caure
887,fallen::V,прашендомс,tombar
888,brennen::V,паломс,cremar
889,rauchen::V,качадомс,fumejar
890,regnen::V,пиземс,ploure
891,gefrieren::V,эйндамс,gelar-se
892,gefrieren::V,кельмомс,gelar-se
893,tauen::V,соламс,fondre's
894,schmelzen::V,соламс,fondre's
895,trocknen::V,коськомс,assecar-se
896,sieden::V,лакамс,bullir
897,faulen::V,наксадомс,podrir-se
898,verfaulen::V,наксадомс,podrir-se
899,reißen::V,сязевомс,trencar-se
900,versinken::V,ваямс,enfonsar-se
901,vergehen::V,ётамс,passar
902,erscheinen::V,эвондамс,aparèixer
903,verschwinden::V,юма́мс,desaparèixer
904,sinken::V,валгомс,baixar
905,sinken::V,валгомс,descendir
906,abnehmen::V,киремс,decréixer
907,zunehmen::V,ламокстомс,augmentar
908,zunehmen::V,рашнемс,augmentar
909,steigen::V,кеподемс,pujar
910,wachsen::V,касомс,créixer
911,glänzen::V,цинзелдомс,brillar
912,glänzen::V,цинзелдомс,resplendir
913,glänzen::V,цифордомс,brillar
914,glänzen::V,цифордомс,resplendir
915,funkeln::V,ци́фтордомс,espurnejar
916,lärmen::V,жалнамс,fer soroll
917,läuten::V,гайфтемс,sonar
918,klingeln::V,гайфтемс,trucar
919,klirren::V,ка́нзеркшнемс,dringar
920,brausen::V,жоледемс,rugir
921,rauschen::V,вжнамс,murmurar
922,rauschen::V,гамнамс,murmurar
923,klingen::V,кайгомс,sonar
924,bellen::V,ува́мс,lladrar
925,heulen::V,сувомс,udolar
926,heulen::V,урнамс,udolar
927,blasen::V,уфа́мс,bufar
928,pfeifen::V,вяшкомс,xiular
929,schreien::V,пешкодомс,cridar
930,stöhnen::V,куфцемс,gemegar
931,zittern::V,таромс,tremolar
932,leben::V,эрямс,vīure
933,geboren werden::V,шачемс,néixer
934,atmen::V,ажнамс,respirar
935,trinken::V,симомс,beure
936,essen::V,ярхцамс,menjar
937,schlucken::V,нилемс,empassar-se
938,müde werden::V,сиземс,cansar-se
939,einschlafen::V,матодовомс,adormir-se
940,schlafen::V,удомс,dormir
941,aufwachen::V,съргоземс,despertar-se
942,aufstehen::V,стямс,llevar-se
943,sich erholen::V,ваймосемс,descansar
944,krank werden::V,сярядькстомс,posar-se malalt
945,krank sein::V,сярядемс,estar malalt
946,schmerzen::V,сярядемс,doldre
947,husten::V,козомс,tossir
948,genesen::V,пъ́чкамс,recuperar-se
949,sterben::V,куломс,morir
950,umkommen::V,юма́мс,perir
951,sich bewegen::V,шаштомс,moure's
952,sich rühren::V,сърхка́мс,moure's
953,sich erheben::V,стямс,aixecar-se
954,sich setzen::V,озамс,asseure's
955,hinfallen::V,прамс,caure's
956,hinfallen::V,сяворемс,caure's
957,laufen::V,якамс,caminar
958,schreiten::V,молемс,procedir
959,schreiten::V,аськолямс,procedir
960,spazierengehen::V,якамс,passejar
961,eilen::V,эряскодомс,anar corrent
962,sich beeilen::V,эряскодомс,afanyar-se
963,sausen::V,лиемс,córrer
964,rennen::V,арнемс,córrer
965,springen::V,комотнемс,saltar
966,klettern::V,ку́цемс,escalar
967,schaukeln::V,нюрямс,gronxar-se
968,schaukeln::V,нюрямс,balancejar-se
969,kriechen::V,шаштомс комада,reptar
970,kriechen::V,шаштомс комада,arrossegar-se
971,schwimmen::V,уемс,nadar
972,tauchen::V,юпиемс,bussejar
973,tauchen::V,юпиемс,submergir-se
974,tauchen::V,чёпафнемс,bussejar
975,tauchen::V,чёпафнемс,submergir-se
976,rudern::V,па́немс ве́неж,remar
977,fahren::V,ардомс,anar
978,fliegen::V,лиемс,volar
979,gehen::V,молемс,caminar
980,weggehen::V,тумс,anar-se'n
981,abfahren::V,тумс,partir
982,anhalten::V,лоткамс,aturar-se
983,hineingehen::V,сува́мс,entrar
984,eintreten::V,сува́мс,entrar
985,kommen::V,самс,venir
986,ankommen::V,самс,arribar
987,ankommen::V,пачкодемс,arribar
988,zurückkommen::V,мърдамс,tornar
989,bleiben::V,иля́домс,quedar-se
990,warten::V,учемс,esperar
991,erwarten::V,учемс,esperar
992,suchen::V,вешемс,buscar
993,finden::V,мумс,trobar
994,versuchen::V,варчсемс,intentar
995,vorbereiten::V,анокламс,preparar
996,lieben::V,кельгомс,estimar
997,mögen::V,кельгомс,agradar a
998,lachen::V,рахамс,riure
999,lachen::V,рахсемс,riure
1000,rühren::V,токамс седи,commoure
1001,rühren::V,токамс седи,emocionar
1002,weinen::V,авардемс,plorar
1003,schimpfen::V,сюцемс,renyar
1004,sich ärgern::V,кяжиямс,enfadar-se
1005,sich fürchten::V,пелемс,tenir por
1006,fürchten::V,пелемс,témer
1007,fliehen::V,ворьгодемс,fugir
1008,flüchten::V,ша́домс,refugiar-se
1009,flüchten::V,во́рьгодемс,refugiar-se
1010,sehen::V,няемс,veure
1011,anschauen::V,ваномс,mirar
1012,ansehen::V,ваномс,mirar
1013,hören::V,марямс,oir
1014,zuhören::V,ку́лхдоньомс,escoltar
1015,probieren::V,варжамс,provar
1016,riechen::V,никса́мс,olorar
1017,fühlen::V,марямс,sentīr
1018,scheinen::V,ня́евомс,semblar
1019,zu sehen sein::V,ня́евомс,poder-se veure
1020,vernehmen::V,марямс,percebre
1021,frieren::V,паломс,tenir fred
1022,frieren::V,кельмомс,tenir fred
1023,tun::V,тиемс,fer
1024,können::V,маштомс,poder
1025,wollen::V,-не-,voler
1026,anfangen::V,ушедомс,iniciar
1027,beenden::V,аде́ламс,acabar
1028,aufhören::V,лоткамс,deixar
1029,gelingen::V,удалакшнемс,sortir bé
1030,geraten::V,лисемс,sortir
1031,öffnen::V,панжемс,obrir
1032,schließen::V,сёлгомс,tancar
1033,stellen::V,путомс,posar
1034,stellen::V,путомс,col·locar
1035,setzen::V,озафнемс,assentar
1036,setzen::V,озавтнемс,assentar
1037,legen::V,путомс,posar
1038,berühren::V,токамс,tocar
1039,verbinden::V,сотомс,unir
1040,verbinden::V,сотомс,connectar
1041,bedecken::V,комачамс,tapar
1042,bedecken::V,комачамс,cobrir
1043,bedecken::V,вельхтямс,tapar
1044,bedecken::V,вельхтямс,cobrir
1045,aufhängen::V,повфтамс,penjar
1046,anzünden::V,крьвя́стемс,encendre
1047,aufheben::V,кеподемс,aixecar
1048,aufheben::V,касфтомс,aixecar
1049,zurücklassen::V,ка́домс,deixar
1050,verlieren::V,юма́фтомс,pērdre
1051,fallen lassen::V,прафтомс,deixar caure
1052,machen::V,тиемс,fer
1053,herstellen::V,анокламс,producir
1054,bauen::V,путомс,construir
1055,reparieren::V,петемс,reparar
1056,verbessern::V,цебярьгофтомс,millorar
1057,ändern::V,полафтомс,canviar
1058,graben::V,шу́вомс,cavar
1059,graben::V,та́ргамс,cavar
1060,beugen::V,мяндемс,doblegar
1061,biegen::V,комафтомс,corbar
1062,biegen::V,комафтомс,arquejar
1063,drehen::V,шо́вамс,girar
1064,drehen::V,ша́рфнемс,girar
1065,wenden::V,ша́рфтомс,girar
1066,umdrehen::V,шарфтомс,voltar
1067,heben::V,ке́подемс,pujar
1068,heben::V,ке́подемс,aixecar
1069,hochheben::V,ке́подемс,aixecar
1070,hochheben::V,ка́сфтомс,aixecar
1071,ergreifen::V,фатямс,agafar
1072,halten::V,кирдемс,mantenir
1073,drücken::V,люпшта́мс,prémer
1074,drücken::V,люпшта́мс,estrènyer
1075,schieben::V,шашфтомс,empènyer
1076,kratzen::V,а́нгорямс,raspar
1077,kratzen::V,киськоря́мс,raspar
1078,lecken::V,нолсемс,llepar
1079,beißen::V,сускомс,mossegar
1080,abreißen::V,сяземс,arrencar
1081,abschneiden::V,керомс,tallar
1082,binden::V,сотомс,lligar
1083,stecken::V,сялгомс,ficar
1084,brechen::V,си́ннемс,trencar
1085,brechen::V,ка́лафтомс,trencar
1086,klopfen::V,чакамс,trucar
1087,klopfen::V,чакиемс,trucar
1088,hauen::V,шавомс,picar
1089,hauen::V,шавомс,colpejar
1090,hauen::V,пиксомс,picar
1091,hauen::V,пиксомс,colpejar
1092,kleben::V,пе́тфнемс,enganxar
1093,reiben::V,шо́вамс,fregar
1094,streichen::V,вадемс,untar
1095,schleifen::V,шо́вамс,afilar
1096,schleifen::V,шо́вамс,esmolar
1097,schneiden::V,керомс,tallar
1098,rütteln::V,та́рфтомс,sacsejar
1099,schütteln::V,шука́демс,agitar
1100,schütteln::V,шука́демс,sacsejar
1101,schwenken::V,яфодемс,agitar
1102,schütten::V,каямс,abocar
1103,schütten::V,нюрьхтя́мс,abocar
1104,füllen::V,пяшкодемс,omplir
1105,einwickeln::V,тапардамс,embolicar
1106,tragen::V,кандомс,dur
1107,tragen::V,кандомс,portar
1108,schleppen::V,ускомс,arrossegar
1109,ziehen::V,ускомс,tirar
1110,ziehen::V,ускомс,estirar
1111,aufbewahren::V,ванфтомс,conservar
1112,werfen::V,ёрямс,llançar
1113,fangen::V,кунда́мс,agafar
1114,fangen::V,кунда́мс,atrapar
1115,packen::V,фатямс,engrapar
1116,verstecken::V,кяшемс,amagar
1117,teilen::V,явомс,dividir
1118,schicken::V,кучемс,enviar
1119,bringen::V,кандомс,portar
1120,bringen::V,пачфтемс,portar
1121,hinzufügen::V,пу́томс та́га,afegir
1122,hinzufügen::V,ма́ксомс та́га,afegir
1123,bekommen::V,сявомс,obtenir
1124,erhalten::V,сявомс,rebre
1125,nehmen::V,сявомс,prendre
1126,wählen::V,ко́чкамс,triar
1127,wählen::V,ко́чкамс,elegir
1128,auswählen::V,кочкамс,escollir
1129,auswählen::V,кочкамс,seleccionar
1130,bewahren::V,ванфтомс,conservar
1131,behindern::V,шорямс,impedir
1132,behindern::V,шорямс,obstaculitzar
1133,verderben::V,коламс,espatllar
1134,verderben::V,гастямс,espatllar
1135,beschädigen::V,тиендемс зиян,danyar
1136,beschädigen::V,тиендемс зиян,destrossar
1137,zerbrechen::V,тапамс,trencar
1138,zerreißen::V,сяземс,estripar
1139,zerstören::V,ка́лафтомс,destruir
1140,verbrennen::V,пълхта́мс,cremar
1141,geben::V,ма́ксомс,donar
1142,reichen::V,максомс,passar
1143,schenken::V,каземс,regalar
1144,versprechen::V,ма́ксомс вал,prometre
1145,wünschen::V,арьсемс,desitjar
1146,loben::V,шна́мс,elogiar
1147,küssen::V,палсемс,fer un petó a
1148,wiegen::V,нюря́фтомс,bressolar
1149,zudecken::V,вельхтямс,tapar
1150,zudecken::V,вельхтямс,cobrir
1151,wecken::V,стя́фтомс,despertar
1152,wecken::V,съ́ргозьфтемс,despertar
1153,zeigen::V,няфтемс,mostrar
1154,zeigen::V,няфтемс,ensenyar
1155,führen::V,вятемс,guiar
1156,führen::V,вятемс,conduir
1157,lehren::V,тонафтомс,ensenyar
1158,unterrichten::V,тонафтомс,ensenyar
1159,aufziehen::V,касфтомс,criar
1160,leiten::V,вятемс,dirigir
1161,antreiben::V,вятемс,impel·lir
1162,lassen::V,кошардомс,fer
1163,einladen::V,тердемс,invitar
1164,einladen::V,тердемс,convidar
1165,einladen::V,серьгядемс,invitar
1166,einladen::V,серьгядемс,convidar
1167,vereinigen::V,пуроптомс,unir
1168,vereinigen::V,кочкамс марса,unir
1169,besuchen::V,варжамс,visitar
1170,besuchen::V,варжамс,anar a veure
1171,treffen::V,васьфтомс,trobar
1172,sich versammeln::V,кочкавомс,reunir-se
1173,spielen::V,налхксемс,jugar
1174,singen::V,морамс,cantār
1175,tanzen::V,кштимс,ballar
1176,sich trennen::V,явомс,separar-se
1177,verlassen::V,кадондомс,deixar
1178,verlassen::V,кадондомс,abandonar
1179,retten::V,идемс,salvar
1180,retten::V,араламс,salvar
1181,bewachen::V,ваномс,vigilar
1182,schützen::V,а́раламс,protegir
1183,verteidigen::V,а́раламс,defensar
1184,sich schlagen::V,тюремс,barallar-se
1185,schießen::V,ляцемс,tirar
1186,schießen::V,ляцемс,disparar
1187,siegen::V,сяськомс,vèncer
1188,ärgern::V,кяжияфтомс,enfadar
1189,schlagen::V,токамс,pegar
1190,schlagen::V,токамс,colpejar
1191,treten::V,тапамс,donar un cop de peu a
1192,stechen::V,пупамс,punxar
1193,stechen::V,пупамс,apunyalar
1194,stechen::V,сялгомс,punxar
1195,stechen::V,сялгомс,apunyalar
1196,stoßen::V,тостядемс,empènyer
1197,stehlen::V,саламс,robar
1198,stören::V,шорсемс,molestar
1199,belästigen::V,токсамс,importunar
1200,belästigen::V,аф кадомс ваймама,importunar
1201,verbergen::V,кяшемс,amagar
1202,verbergen::V,кяшемс,ocultar
1203,täuschen::V,васькафтомс,enganyar
1204,täuschen::V,кяльготнемс,enganyar
1205,betrügen::V,васькафнемс,estafar
1206,töten::V,шавомс,matar
1207,töten::V,аде́ламс,matar
1208,wohnen::V,эрямс,vīure
1209,wohnen::V,эрямс,habitar
1210,arbeiten::V,покодемс,treballar
1211,sammeln::V,кочкамс,col·leccionar
1212,sammeln::V,пу́роптомс,col·leccionar
1213,pflücken::V,фатнемс,collir
1214,pflücken::V,нотфнемс,collir
1215,jagen::V,кунда́мс,caçar
1216,fischen::V,калонь кунда́мс,pescar
1217,fassen::V,кунда́мс,atrapar
1218,hüten::V,ваномс,pasturar
1219,treiben::V,панемс,arriar
1220,anbinden::V,сотомс,lligar
1221,füttern::V,трямс,donar menjar a
1222,füttern::V,а́ндомс,donar menjar a
1223,melken::V,потямс,munyir
1224,hacken::V,лазондомс,picar
1225,hacken::V,лазондомс,tallar
1226,gießen::V,валомс,regar
1227,reifen::V,кенеремс,madurar
1228,zubereiten::V,анокламс,preparar
1229,kochen::V,пидемс,coure
1230,backen::V,пидемс,coure al forn
1231,braten::V,пуштомс,rostir
1232,umrühren::V,шорямс,remenar
1233,stricken::V,кодамс,tricotar
1234,stricken::V,кодамс,fer punt de mitja
1235,nähen::V,стамс,cosir
1236,färben::V,а́рхтомс,tenyir
1237,reinigen::V,ва́ткамс,netejar
1238,reinigen::V,а́роптомс,netejar
1239,waschen::V,муськомс,rentār
1240,abwischen::V,нардамс,eixugar
1241,spülen::V,оргалдомс,esbandir
1242,fegen::V,тяемс,escombrar
1243,kehren::V,тяемс,escombrar
1244,baden::V,э́шелямс,banyar-se
1245,sich waschen::V,штамс,rentār-se
1246,ausziehen::V,кайсефтемс,treure's
1247,anziehen::V,ща́фтомс,posar-se
1248,sich anziehen::V,щамс,vestir-se
1249,kämmen::V,се́ендемс,pentinar
1250,schmücken::V,на́ряжамс,adornar
1251,schmücken::V,ма́зоптомс,adornar
1252,sagen::V,азомс,dir
1253,sagen::V,мярьгомс,dir
1254,sprechen::V,корхтамс,parlar
1255,reden::V,корхнемс,parlar
1256,sich unterhalten::V,корхнемс,conversar
1257,fragen::V,ки́зефтемс,preguntar
1258,bitten::V,а́намс,demanar
1259,bitten::V,ве́шемс,demanar
1260,erzählen::V,а́зондомс,contar
1261,erzählen::V,а́зондомс,explicar
1262,mitteilen::V,азомс,comunicar
1263,nennen::V,лемдемс,nomenar
1264,nennen::V,путомс лем,nomenar
1265,rufen::V,серьгядемс,cridar
1266,prahlen::V,шна́фтомс пря́,lloar-se
1267,prahlen::V,шна́фтомс пря́,jactar-se
1268,übersetzen::V,ётафтомс,traduir
1269,denken::V,арьсемс,pensar
1270,glauben::V,кемамс,creure
1271,bemerken::V,ня́емс,notar
1272,erkennen::V,содамс,reconèixer
1273,begreifen::V,сатомс,comprendre
1274,verstehen::V,шарьхкодемс,entendre
1275,lernen::V,тонафнемс,aprendre
1276,wissen::V,со́дамс,saber
1277,sich erinnern an::V,лятфтамс,recordar
1278,vergessen::V,юкстамс,oblidar
1279,messen::V,ункснемс,mesurar
1280,zählen::V,лу́вомс,comptar
1281,zählen::V,а́рьсемс,comptar
1282,rechnen::V,лувомс,calcular
1283,lesen::V,лувомс,llegir
1284,lesen::V,морафтомс,llegir
1285,malen::V,рисова́ндамс,pintar
1286,zeichnen::V,рисова́ндамс,dibuixar
1287,schreiben::V,сёрмадомс,escrīure
1288,besitzen::V,улемс азоркс,posseir
1289,kaufen::V,рамамс,comprar
1290,verkaufen::V,мимс,vendre
1291,bezahlen::V,пандомс,pagar
1292,zahlen::V,па́ндомс,pagar per
1293,beherrschen::V,азорондамс,dominar
1294,ertragen::V,кирдемс,aguantar
1295,Netz::N,,filat
