,Concept_ID,ady,lt
666,geschickt::A,шо́у шӏыгъэ́,apsukrus
667,lieb::A,псэм фэд,mielas
668,lustig::A,чэф,smagus
669,lustig::A,чэф,linksmas
670,sanft::A,ӏушъа́б,švelnus
671,sanft::A,ӏушъа́б,minkštas
672,hungrig::A,гъаблэ́,alkanas
673,krank::A,сыма́дж,ligotas
674,krank::A,сыма́дж,sergantis
675,nackt::A,пцӏанэ́,nuogas
676,traurig::A,нэшхъэй,liūdnas
677,gut::A,дэгъу́,geras
678,schlecht::A,дэи,blogas
679,schlecht::A,дэи,prastas
680,richtig::A,тэрэз,tikras
681,richtig::A,тэрэз,teisingas
682,schlimm::A,щынэгъо,blogas
683,schlimm::A,щынэгъо,prastas
684,wahr::A,шъыпкъэ́,tikras
685,alt::A,жъы,senas
686,neu::A,кӏэ,naujas
687,ehemalig::A,-щтыгъэ,buvęs
688,ehemalig::A,-гъэ,buvęs
689,alt[Lebewesen]::A,жъы,pagyvenęs
690,jung::A,ныбжьыкӏэ́,jaunas
691,arm::A,тхьамы́кӏ,neturtingas
692,reich::A,бай,turtingas
693,bekannt::A,нэӏуа́с,žinomas
694,bekannt::A,нэӏуа́с,pažįstamas
695,berühmt::A,цӏэры́ӏу,žymus
696,berühmt::A,цӏэры́ӏу,garsus
697,fremd::A,хымэ,svetimas
698,verschieden::A,зэфэшъхьафы,įvairus
699,nah::A,благъэ́,artimas
700,fern::A,чыжьэ,tolimas
701,linker::A,сэмэ́гу,kairys
702,rechter::A,джабгъу,dešinys
703,anderer::A,нэмы́кӏ,kitas
704,erster::A,апэр,pirmas
705,zweiter::A,я́тӏонэр,antras
706,dritter::A,ящэнэр,trečias
707,letzter::A,аужыр,paskutinis
708,allein::ADV,зы,vienas
709,auf einmal::ADV,ардэдэм,iš karto
710,auf einmal::ADV,асыхьатым,iš karto
711,zusammen::ADV,зэгъусэхэ́у,kartu
712,zusammen::ADV,зэгъусэхэ́у,drauge
713,lange::ADV,бэрэ́,ilgai
714,plötzlich::ADV,зэкӏэм,staiga
715,sofort::ADV,ардэдэм,tuojau
716,sofort::ADV,асыхьатым,tuojau
717,später::ADV,нэужым,vėliau
718,später::ADV,нэужым,paskiau
719,jetzt::ADV,джы,dabãr
720,heute::ADV,непэ́,šiandien
721,morgen::ADV,неу́щы,rytoj
722,bald::ADV,псынкӏэу,greitai
723,bald::ADV,псынкӏэу,netrukus
724,dann::ADV,нэужым,po to
725,gestern::ADV,тыгъуа́с,vakar
726,einst::ADV,зэгорэ́м,kadaise
727,einst::ADV,зэгорэ́м,kitą kartą
728,damals::ADV,армэ,anuomet
729,damals::ADV,армэ,anuokart
730,damals::ADV,ащыгъум,anuomet
731,damals::ADV,ащыгъум,anuokart
732,danach::ADV,нэужым,po to
733,danach::ADV,нэужым,paskui
734,vorher::ADV,нахьыпэм,anksčiau
735,einmal::ADV,зэ,kartą
736,einmal::ADV,зэ,vieną kartą
737,oft::ADV,бэрэ,dažnai
738,immer::ADV,ренэ́у,visada
739,immer::ADV,ренэ́у,visuomet
740,dort::ADV,модэ,ten
741,dort::ADV,модэ,tenai
742,dorthin::ADV,модэ́,ten
743,dorthin::ADV,модэ́,ten link
744,geradeaus::ADV,занкӏэу,tiesiai
745,vorwärts::ADV,ыпэкӏэ,pirmyn
746,rückwärts::ADV,ыужыкӏэ́,atbulai
747,zurück::ADV,ыужыкӏэ́,atgal
748,unten::ADV,ычӏэкӏэ́,žemai
749,unten::ADV,ычӏэкӏэ́,apačioje
750,hinab::ADV,ычӏэгъы́,žemyn
751,hinab::ADV,ычӏэкӏэ́,žemyn
752,oben::ADV,ышъхьагъы,viršuj
753,hinauf::ADV,ышъхьагъыкӏэ,aukštyn
754,hinauf::ADV,ышъхьагъыкӏэ,į viršų
755,überall::ADV,тыди́,visur
756,überall::ADV,тыдэкӏи́,visur
757,nicht::ADV,-п,ne
758,nicht::ADV,мы-,ne
759,ein wenig::ADV,тӏэкӏу,truputį
760,kaum::ADV,къоды́й,vos
761,sehr::ADV,дэд,labai
762,sehr::ADV,дэд,baisiai
763,so::ADV,ащ фэд,taip
764,so::ADV,мыщ фэд,taip
765,so::ADV,джащ фэд,taip
766,noch::ADV,джыри,dar
767,nur::ADV,ныӏэ́п,tik
768,nur::ADV,ныӏэ́п,vien
769,wieder::ADV,джыри,vėl
770,wieder::ADV,джыри,iš naujo
771,vergebens::ADV,пкӏэнчъэ́у,veltui
772,vergebens::ADV,пкӏэнчъэ́у,bergždžiai
773,vor::PRP,пашъхьэ́,prieš
774,hinter::PRP,кӏы́б,už
775,unter::PRP,чӏэ-,po
776,durch::PRP,пхыры-,pro
777,durch::PRP,пхыры-,per
778,neben::PRP,дэжь,prie
779,neben::PRP,дэжь,šalia
780,zwischen::PRP,азыфа́гу,tarp
781,wegen::PRP,къы-,dėl
782,wegen::PRP,къы-,dėlei
783,dies::PRN,ар,šis
784,dies::PRN,ар,šitas
785,das::PRN,а,tat
786,das::PRN,мо,tat
787,alles::PRN,зэкӏэ́,visas
788,ich::PRN,сэ,aš
789,du::PRN,о,tu
790,er::PRN,ар,jis
791,wir::PRN,тэ,mes
792,ihr::PRN,шъо,jūs
793,sie::PRN,ахэр,ji
794,sie::PRN,ахэр,jos
795,was::FPRN,сыд,kas
796,wer::FPRN,хэт,kas
797,wo::FADV,тыдэ́,kur
798,wohin::FADV,тыдэ́,kur
799,wohin::FADV,тыдэ́,kur link
800,wie::FADV,сыдэущтэ́у,kaip
801,warum::FADV,сыд пае́,kod̃ėl
802,warum::FADV,сыд пае́,dėl ko
803,wieviel::FNUM,тхьапш,kiek
804,wieviel::FNUM,сыд фэди́з,kiek
805,eins::NUM,зы,vienas
806,zwei::NUM,тӏу,du
807,drei::NUM,щы,trys
808,vier::NUM,плӏы,keturi
809,fünf::NUM,тфы,penki
810,sechs::NUM,хы,šeši
811,sieben::NUM,блы,septyni
812,acht::NUM,и,aštuoni
813,neun::NUM,бгъу,devyni
814,zehn::NUM,пшӏы,dešimt
815,elf::NUM,пшӏыкӏузы́,vienuolika
816,zwölf::NUM,пшӏыкӏутӏу,dvylika
817,zwanzig::NUM,тӏокӏы́,dvidešimt
818,dreißig::NUM,щэкӏы,trisdešimt
819,vierzig::NUM,тӏокӏи́тӏу,keturiasdešimt
820,fünfzig::NUM,шъэны́ыкъу,penkiasdešimt
821,sechzig::NUM,тӏокӏи́щ,šešiasdešimt
822,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,septyniasdešimt
823,achtzig::NUM,тӏокӏи́пӏ,aštuoniasdešimt
824,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,devyniasdešimt
825,hundert::NUM,шъэ,šimtas
826,tausend::NUM,мин,tūkstantis
827,und::CNJ,ыкӏи,ĩr
828,oder::CNJ,е,ar
829,oder::CNJ,е,arba
830,stehen::V,ущытын,stovėti
831,stehen::V,умыхъыен,stovėti
832,sitzen::V,уисын,sėdėti
833,sitzen::V,утесын,sėdėti
834,liegen::V,телъы́н,gulėti
835,hängen::V,къыщылэлын,kyboti
836,hängen::V,къыщылэлын,kabėti
837,hängen::V,къыщылэлын щыгъын быхъур,kyboti
838,hängen::V,къыщылэлын щыгъын быхъур,kabėti
839,werden::V,хъун,taptis
840,werden::V,хъун,darytis
841,passieren::V,къэхъун,atsitikti
842,passieren::V,къэхъун,pasitaikyti
843,beginnen::V,къежьэн,prasid́ėti
844,beginnen::V,къыублэн,prasid́ėti
845,enden::V,ухы́н,baigtis
846,wechseln::V,зэхъожьы́н,keistis
847,wechseln::V,зэхъожьы́н,pasikeisti
848,aufgehen[Sonne]::V,къыкъокӏы́н,tekėti
849,aufgehen[Sonne]::V,къыкъокӏы́н,patekėti
850,untergehen[Sonne]::V,къохьан,leistis
851,untergehen[Sonne]::V,къохьан,nusileisti
852,scheinen[Sonne]::V,къепсыи,šviesti
853,donnern::V,гъогъон,griausti
854,donnern::V,гъогъон,griaudėti
855,wehen::V,епщэ́н,pūsti
856,strömen::V,чъэн,lietis
857,strömen::V,чъэн,plūsti
858,fließen::V,чъэн,tekėti
859,sich drehen::V,зыгъэчэрэгъу́н,suktis
860,sich drehen::V,зыгъэчэрэгъу́н,pasisukti
861,schwanken::V,хъые́н,svyruoti
862,schwingen::V,зыгъэхъые́н,suptis
863,fallen::V,къефэхы́н,pulti
864,fallen::V,къефэхы́н,kristi
865,brennen::V,стын,degti
866,rauchen::V,ӏугъо къикӏын,rūkyti
867,regnen::V,къещхы́н,lyti
868,gefrieren::V,дыкъын,užšalti
869,tauen::V,жъун,tirpti
870,schmelzen::V,ткӏун,lydytis
871,trocknen::V,гъушъы́н,džiūti
872,trocknen::V,чъэпхъу́н,džiūti
873,sieden::V,жъон,virti
874,faulen::V,шъун,pūti
875,verfaulen::V,шъун,švinkti
876,reißen::V,зэӏэтхъы́н,plyšti
877,reißen::V,зэӏэтхъы́н,trūkti
878,versinken::V,чӏихьан,skę̃sti
879,versinken::V,чӏихьан,grimzti
880,vergehen::V,блэкӏы́н,praeiti
881,erscheinen::V,къэлъэгъон,pasirodyti
882,verschwinden::V,кӏодыжьы́н,dingti
883,verschwinden::V,кӏодыжьы́н,išnykti
884,verschwinden::V,кӏодыжьы́н,pranykti
885,abnehmen::V,къыкӏичын,mažėti
886,abnehmen::V,къыкӏичын,silpnėti
887,zunehmen::V,хэхъо́н,didėti
888,zunehmen::V,хэхъо́н,padaugėti
889,steigen::V,къежьэн,kilti
890,wachsen::V,хэхъо́н,augti
891,wachsen::V,къэкӏы́н,augti
892,glänzen::V,цӏыу́н,blizgėti
893,funkeln::V,жъыу́н,žibėti
894,lärmen::V,бырсыры́н,triukšmauti
895,läuten::V,теон,skambinti
896,klingeln::V,теон,skambinti
897,brausen::V,шъуин,šniokšti
898,rauschen::V,макъэ гъэӏун,ošti
899,rauschen::V,макъэ гъэӏун,šlamėti
900,klingen::V,къыхэӏукӏын,skardėti
901,bellen::V,хьакъу́н,loti
902,heulen::V,быун,kaukti
903,heulen::V,быун,staugti
904,blasen::V,епщэ́н,pūsti
905,pfeifen::V,шъуин,švilpti
906,pfeifen::V,шъуин,švilpauti
907,schreien::V,куо́н,šaukti
908,schreien::V,кӏыи́н,šaukti
909,stöhnen::V,щэӏун,dejuoti
910,stöhnen::V,щэӏун,aimanuoti
911,zittern::V,кӏэзэзын,virpėti
912,leben::V,псэу́н,gyventi
913,geboren werden::V,къэхъун,gimti
914,atmen::V,жьы къэщэ́н,alsuoti
915,atmen::V,жьы къэщэ́н,kvėpuoti
916,trinken::V,ешъо́н,gerti
917,essen::V,шхын,valgyti
918,schlucken::V,бдырыин,praryti
919,müde werden::V,пшъын,nuvargti
920,müde werden::V,пшъын,privargti
921,einschlafen::V,хэчъыен,užmigti
922,schlafen::V,чъые́н,miegoti
923,aufwachen::V,къэущы́н,pabusti
924,aufstehen::V,уцу́н,keltis
925,aufstehen::V,уцу́н,atsikelti
926,sich erholen::V,зыгъэпсэфын,pailsėti
927,sich erholen::V,зыгъэпсэфын,poilsiauti
928,krank werden::V,сымаджэ́ хъун,susirgti
929,krank sein::V,сымэджэ́н,sirgti
930,schmerzen::V,сымэджэ́н,sopėti
931,schmerzen::V,сымэджэ́н,skaudėti
932,husten::V,пскэ́н,kosėti
933,genesen::V,хъужьын,sveikti
934,genesen::V,хъужьын,taisytis
935,sterben::V,лӏэн,mirti
936,sterben::V,лӏэн,numirti
937,umkommen::V,хэкӏодэн,žūti
938,sich bewegen::V,хъые́н,judėti
939,sich bewegen::V,хъые́н,pasijudinti
940,sich rühren::V,хъые́н,krutėti
941,sich erheben::V,къэтэджын,pakilti
942,sich erheben::V,къэтэджын,atsikelti
943,sich setzen::V,тӏысы́н,sėstis
944,sich setzen::V,тӏысы́н,atsisėsti
945,hinfallen::V,ебэджы́н,parkristi
946,hinfallen::V,ебэджы́н,pargriūti
947,laufen::V,кӏон,eiti
948,schreiten::V,кӏон,žengti
949,schreiten::V,кӏон,žingsniuoti
950,spazierengehen::V,къэкӏухьэн,pasivaikščioti
951,eilen::V,гузэжъон,skubėti
952,sich beeilen::V,гуӏэ́н,paskub́ėti
953,sich beeilen::V,гуӏэ́н,pasiskubinti
954,sausen::V,псынкӏэ́у чъэн,dumti
955,sausen::V,псынкӏэ́у чъэн,lėkti
956,rennen::V,чъэн,bėgti
957,springen::V,пкӏэн,šokti
958,klettern::V,дэцохъоен,kopti
959,schaukeln::V,уешӏэн,supti
960,schaukeln::V,уешӏэн,linguoti
961,kriechen::V,цохъо́н,ropoti
962,kriechen::V,цохъо́н,šliaužti
963,schwimmen::V,есы́н,plaukti
964,tauchen::V,зычӏэгъэо́н,nerti
965,rudern::V,къошъо бэщкӏэ фын,irtis
966,rudern::V,къошъо бэщкӏэ фын,irkluoti
967,fahren::V,кӏон,važiuoti
968,fahren::V,кӏон,važinėti
969,fliegen::V,быбы́н,lėkti
970,fliegen::V,быбы́н,skristi
971,gehen::V,кӏон,eiti
972,weggehen::V,ӏукӏын,išeiti
973,abfahren::V,ежьэн,išvykti
974,abfahren::V,ежьэн,išvažiuoti
975,anhalten::V,къэуцу́н,sustoti
976,hineingehen::V,ихьан,įeiti
977,eintreten::V,чӏэхьан,įžengti
978,kommen::V,къэкӏо́н,ateiti
979,ankommen::V,къэсы́н,ateiti
980,zurückkommen::V,гъэзэжьын,grį̃žti
981,zurückkommen::V,гъэзэжьын,sugrį̃žti
982,bleiben::V,къэнэ́н,likti
983,bleiben::V,къэнэ́н,pasilikti
984,warten::V,пэплъэ́н,laukti
985,erwarten::V,ежэн,laukti
986,suchen::V,лъыхъу́н,ieškoti
987,finden::V,къэгъоты́н,rasti
988,finden::V,къэгъоты́н,surasti
989,finden::V,къыхэгъэщы́н,rasti
990,finden::V,къыхэгъэщы́н,surasti
991,versuchen::V,пылъы́н,mėginti
992,vorbereiten::V,гъэхьазыры́н,rengti
993,lieben::V,шӏу плъэгъу́н,myĺėti
994,mögen::V,шӏу плъэгъу́н,ḿėgti
995,mögen::V,шӏу плъэгъу́н,patikti
996,lachen::V,щхын,juoktis
997,rühren::V,гур гъэузын,jaudinti
998,rühren::V,гур гъэузын,graudinti
999,weinen::V,гъын,verkti
1000,schimpfen::V,хъонэн,bartis
1001,sich ärgern::V,губжы́н,pykti
1002,sich ärgern::V,губжы́н,apmaudauti
1003,sich fürchten::V,щынэ́н,bijoti
1004,sich fürchten::V,щынэ́н,baimintis
1005,fürchten::V,щынэ́н,bijoti
1006,fürchten::V,щынэ́н,baimintis
1007,sehen::V,льэгъу́н,žiūŕėti
1008,anschauen::V,плъэн,žiūŕėti
1009,anschauen::V,еплъы́н,žiūŕėti
1010,ansehen::V,плъэн,žiūrėti į
1011,ansehen::V,плъэн,pažiūrėti į
1012,hören::V,зэхэхын,girdėti
1013,zuhören::V,дэӏо́н,klausytis
1014,probieren::V,хэӏэн,ragauti
1015,probieren::V,хэӏэн,paragauti
1016,riechen::V,пэмэ́н,uosti
1017,riechen::V,пэмэ́н,užuosti
1018,fühlen::V,зэхэпшӏэн,justi
1019,fühlen::V,зэхэпшӏэн,jausti
1020,fühlen::V,зэхэпшӏэн,pajusti
1021,scheinen::V,уащыхъу́н,rodytis
1022,scheinen::V,уащыхъу́н,atrodyti
1023,scheinen::V,уашӏошӏы́н,rodytis
1024,scheinen::V,уашӏошӏы́н,atrodyti
1025,zu sehen sein::V,зэрэлъэгъу́н,pasirodyti
1026,vernehmen::V,зэхэхын,išgirsti
1027,frieren::V,дыкъын,šalti
1028,frieren::V,пӏыкӏэн,šalti
1029,frieren::V,чъыӏэ́ лӏэн,šalti
1030,tun::V,шӏын,daryti
1031,können::V,лъэкӏы́н,galėti
1032,können::V,лъэкӏы́н,pajėgti
1033,wollen::V,фэе́н,norėti
1034,anfangen::V,ублэн,pradėti
1035,anfangen::V,ублэн,prasid́ėti
1036,beenden::V,ухы́н,baigti
1037,beenden::V,ухы́н,užbaigti
1038,aufhören::V,щыгъэтын,liautis
1039,gelingen::V,хъун,pavykti
1040,gelingen::V,хъун,pasisekti
1041,öffnen::V,ӏухы́н,atverti
1042,öffnen::V,ӏухы́н,atidaryti
1043,schließen::V,игъэсэн,uždaryti
1044,stellen::V,бгъэуцун,statyti
1045,stellen::V,бгъэуцун,pastatyti
1046,setzen::V,гъэтӏысы́н,sodinti
1047,setzen::V,гъэтӏысы́н,pasodinti
1048,legen::V,хэлъхьа́н,dėti
1049,legen::V,хэлъхьа́н,pad́ėti
1050,berühren::V,эӏэн,liesti
1051,berühren::V,эӏэн,paliesti
1052,berühren::V,нэсын,liesti
1053,berühren::V,нэсын,paliesti
1054,verbinden::V,зэхэпхэ́н,jungti
1055,verbinden::V,зэхэпхэ́н,surišti
1056,verbinden::V,пхын,jungti
1057,verbinden::V,пхын,surišti
1058,bedecken::V,техъо́н,uždengti
1059,aufhängen::V,пылъэ́н,pakarti
1060,aufhängen::V,пылъэ́н,pakabinti
1061,anzünden::V,хэгъэнэ́н,padegti
1062,zurücklassen::V,къэгъэнэ́н,palikti
1063,verlieren::V,чӏэ́нэн,pamesti
1064,verlieren::V,шӏокӏоды́н,pamesti
1065,fallen lassen::V,чӏэунэн,atsisakyti
1066,fallen lassen::V,пӏэпызын,atsisakyti
1067,machen::V,шӏын,dirbti
1068,herstellen::V,шӏы́н,gaminti
1069,bauen::V,шӏы́н,statyti
1070,bauen::V,шӏы́н,pastatyti
1071,reparieren::V,дыжьы́н,taisyti
1072,reparieren::V,дыжьы́н,remontuoti
1073,verbessern::V,нахьышӏу пшӏын,gerinti
1074,verbessern::V,нахьышӏу пшӏын,ištaisyti
1075,verbessern::V,нахь дэгъу пшӏын,gerinti
1076,verbessern::V,нахь дэгъу пшӏын,ištaisyti
1077,ändern::V,зэблэхъу́н,keisti
1078,ändern::V,зэблэхъу́н,pakeisti
1079,graben::V,тӏын,kasti
1080,biegen::V,уфэн,lenkti
1081,biegen::V,уфэн,palenkti
1082,drehen::V,гъэчэрегъу́,sukti
1083,wenden::V,пӏонтӏэн,kreipti
1084,wenden::V,пӏонтӏэн,pakreipti
1085,wenden::V,бгъэзэн,kreipti
1086,wenden::V,бгъэзэн,pakreipti
1087,wenden::V,уӏубын,kreipti
1088,wenden::V,уӏубын,pakreipti
1089,heben::V,ӏэты́н,kelti
1090,heben::V,ӏэты́н,pakelti
1091,hochheben::V,ӏэты́н,pakelti
1092,ergreifen::V,къэубыты́н,čiupti
1093,ergreifen::V,къэубыты́н,griebti
1094,halten::V,ӏыгъы́н,laikyti
1095,halten::V,ӏыгъы́н,palaikyti
1096,drücken::V,тэӏункӏэн,spausti
1097,schieben::V,уеӏункӏын,stumti
1098,schieben::V,уетӏыргун,stumti
1099,kratzen::V,цӏэнтхъун,kasyti
1100,kratzen::V,цӏэнтхъун,grandyti
1101,lecken::V,бзэи́н,laižyti
1102,beißen::V,ецэкъэ́н,kandžioti
1103,abreißen::V,къичын,nuplėšti
1104,abreißen::V,пытхъын,nuplėšti
1105,abschneiden::V,пыупкӏын,atpjauti
1106,abschneiden::V,пыупкӏын,atkirpti
1107,abschneiden::V,гобзыкӏын,atpjauti
1108,abschneiden::V,гобзыкӏын,atkirpti
1109,binden::V,епхын,rišti
1110,binden::V,епхын,surišti
1111,stecken::V,хэсэн,kišti
1112,stecken::V,хэсэн,įkišti
1113,brechen::V,зэпыпкӏын,lūžti
1114,brechen::V,зэпыпкӏын,laužyti
1115,klopfen::V,теон,belsti
1116,klopfen::V,теон,barbenti
1117,hauen::V,теон,mušti
1118,kleben::V,щхэн,lipdyti
1119,kleben::V,щхэн,klijuoti
1120,reiben::V,пӏотын,trinti
1121,reiben::V,пӏотын,tarkuoti
1122,streichen::V,щыфэн,tepti
1123,streichen::V,щыфэн,užtepti
1124,schleifen::V,гъэчаны́н,galą́sti
1125,schleifen::V,кӏэлыкӏы́н,galą́sti
1126,schneiden::V,бзын,pjauti
1127,schneiden::V,бзын,kirpti
1128,rütteln::V,гъэсысын,purtyti
1129,schütteln::V,гъэсысын,purtyti
1130,schwenken::V,ӏэ шӏын,mojuoti
1131,schütten::V,икӏэ́н,pilti
1132,schütten::V,икӏэ́н,berti
1133,füllen::V,из шӏын,pildyti
1134,füllen::V,из шӏын,pripildyti
1135,einwickeln::V,кӏоцӏыщыхьа́н,įvynioti
1136,einwickeln::V,кӏоцӏыщыхьа́н,suvynioti
1137,tragen::V,хьын,nešti
1138,tragen::V,хьын,nešioti
1139,schleppen::V,пхьын,vilkti
1140,schleppen::V,плъэшъун,vilkti
1141,ziehen::V,пкъудыин,tempti
1142,ziehen::V,пщэн,tempti
1143,ziehen::V,плъэшъун,tempti
1144,aufbewahren::V,пӏыгъын,laikyti
1145,aufbewahren::V,уухъумэн,laikyti
1146,werfen::V,дзын,mesti
1147,werfen::V,дзын,sviesti
1148,fangen::V,къэубыты́н,sugauti
1149,packen::V,къэубыты́н,čiupti
1150,packen::V,къэубыты́н,griebti
1151,verstecken::V,бгъэбылъын,slėpti
1152,verstecken::V,бгъэбылъын,slapstyti
1153,teilen::V,гощы́н,dalyti
1154,teilen::V,гощы́н,padalyti
1155,schicken::V,гъахьы́н,sių̃sti
1156,schicken::V,гъахьы́н,pasių̃sti
1157,bringen::V,къэхьы́н,atnešti
1158,hinzufügen::V,хэгъэхъо́н,pridėti
1159,nehmen::V,къытехы́н,paimti
1160,wählen::V,къыхэхы́н,rinkti
1161,wählen::V,къыхэхы́н,išsirinkti
1162,auswählen::V,къыхэхы́н,išrinkti
1163,bewahren::V,къэухъумэн,išsaugoti
1164,behindern::V,пэрыохъу хъун,trukdyti
1165,verderben::V,къутэн,sugadinti
1166,beschädigen::V,къутэн,žaloti
1167,beschädigen::V,къутэн,gadinti
1168,zerbrechen::V,къутэн,sukulti
1169,zerbrechen::V,къутэн,sudaužyti
1170,zerreißen::V,зэӏэтхъы́н,perplėšti
1171,zerreißen::V,зэӏэтхъы́н,suplėšyti
1172,zerstören::V,къутэ́н,suardyti
1173,zerstören::V,къутэ́н,sugriauti
1174,verbrennen::V,гъэсты́н,deginti
1175,verbrennen::V,гъэсты́н,sudeginti
1176,geben::V,еты́н,duoti
1177,geben::V,еты́н,paduoti
1178,reichen::V,еты́н,paduoti
1179,schenken::V,еты́н,dovanoti
1180,versprechen::V,гъэгугъэ́н,žadėti
1181,versprechen::V,гъэгугъэ́н,pažadėti
1182,wünschen::V,шӏоигъо́н,norėti
1183,wünschen::V,шӏоигъо́н,linḱėti
1184,loben::V,щытхъун,girti
1185,loben::V,щытхъун,pagirti
1186,küssen::V,ебэу́н,bučiuoti
1187,wiegen::V,гъэхъыен,supti
1188,zudecken::V,техъо́н,užkloti
1189,zudecken::V,техъо́н,uždengti
1190,wecken::V,къэгъэущы́н,žadinti
1191,zeigen::V,гъэлъэгъо́н,rodyti
1192,führen::V,щэн,vesti
1193,führen::V,щэн,vadovauti
1194,lehren::V,егъэджэ́н,mokyti
1195,lehren::V,егъэджэ́н,išmokyti
1196,lehren::V,егъэшӏэн,mokyti
1197,lehren::V,егъэшӏэн,išmokyti
1198,unterrichten::V,егъэджэ́н,dėstyti
1199,aufziehen::V,пӏун,išauginti
1200,leiten::V,гъэзекӏон,valdyti
1201,leiten::V,гъэзекӏон,vadovauti
1202,antreiben::V,къепфылӏэн,uiti
1203,antreiben::V,къепфылӏэн,raginti
1204,antreiben::V,къепфылӏэн,skubinti
1205,lassen::V,еты́н,paliepti
1206,einladen::V,къегъэблэгъэн,kviesti
1207,einladen::V,къегъэблэгъэн,pakviesti
1208,vereinigen::V,зэгогъэхьан,sujungti
1209,vereinigen::V,зэгогъэхьан,suvienyti
1210,besuchen::V,щыӏэ́н,lankyti
1211,besuchen::V,щыӏэ́н,aplankyti
1212,treffen::V,ӏукӏэ́н,sutikti
1213,treffen::V,ӏукӏэ́н,pasitikti
1214,treffen::V,пэгъокӏы́н,sutikti
1215,treffen::V,пэгъокӏы́н,pasitikti
1216,sich versammeln::V,зэхэхьан,susirinkti
1217,spielen::V,джэгу́н,groti
1218,spielen::V,джэгу́н,žaisti
1219,singen::V,орэ́д къэӏо́н,dainuoti
1220,tanzen::V,къэшъо́н,šokti
1221,sich trennen::V,зэгокӏыжьы́ных,skirtis
1222,sich trennen::V,зэгокӏыжьы́ных,išsiskirti
1223,verlassen::V,бгынэн,palikti
1224,verlassen::V,хэкӏыжьын,palikti
1225,retten::V,къыхэпхыжьын,gelbėti
1226,retten::V,къэбгъэнэжьын,gelbėti
1227,bewachen::V,къэгъэгъунэн,sergėti
1228,schützen::V,ухъумэ́н,ginti
1229,schützen::V,ухъумэ́н,apginti
1230,verteidigen::V,къэухъумэн,ginti
1231,verteidigen::V,къэухъумэн,apginti
1232,sich schlagen::V,эзэон,muštis
1233,schießen::V,он,šauti
1234,schießen::V,он,šaudyti
1235,siegen::V,текӏо́н,nugalėti
1236,ärgern::V,бгъэгубжын,pykinti
1237,schlagen::V,ео́н,mušti
1238,schlagen::V,ео́н,smogti
1239,schlagen::V,ео́н,trenkti
1240,stechen::V,хэӏун,gelti
1241,stechen::V,хэӏун,smeigti
1242,stoßen::V,тӏыро́н,stumti
1243,stoßen::V,тӏыро́н,pastumti
1244,stoßen::V,уеӏункӏын,stumti
1245,stoßen::V,уеӏункӏын,pastumti
1246,stehlen::V,тыгъу́н,vogti
1247,stören::V,бгъэгумэкӏын,trikdyti
1248,belästigen::V,бгъэгумэкӏын,apsunkinti
1249,verbergen::V,ушъэфын,slėpti
1250,verbergen::V,ушъэфын,paslėpti
1251,täuschen::V,гъэпцӏэ́н,klaidinti
1252,betrügen::V,гъэпцӏэ́н,apgauti
1253,töten::V,уикӏын,žudyti
1254,töten::V,уикӏын,nužudyti
1255,wohnen::V,дэсын,gyventi
1256,arbeiten::V,лэжьэ́н,dirbti
1257,arbeiten::V,лэжьэ́н,triūsti
1258,sammeln::V,угъои́н,rinkti
1259,pflücken::V,къыпычы́н,skinti
1260,pflücken::V,къыпычы́н,raškyti
1261,jagen::V,шэкӏон,medžioti
1262,jagen::V,ешэкӏон,medžioti
1263,fischen::V,пцэжъые уешэн,žvejoti
1264,fassen::V,къэубыты́н,sučiupti
1265,hüten::V,хэхъо́н,ganyti
1266,treiben::V,пфын,ginti
1267,anbinden::V,епхын,pririšti
1268,füttern::V,гъэшхэ́н,šerti
1269,melken::V,щын,melžti
1270,hacken::V,упкӏэтэн,kapoti
1271,gießen::V,тепкӏэн,lieti
1272,gießen::V,тепкӏэн,laistyti
1273,reifen::V,игъо хъун,nokti
1274,reifen::V,игъо хъун,sirpti
1275,zubereiten::V,бгъэхьазырын,ruošti
1276,zubereiten::V,бгъэхьазырын,gaminti
1277,kochen::V,шӏы́н,virti
1278,kochen::V,шӏы́н,virinti
1279,backen::V,гъэжъэ́н,kepti
1280,braten::V,гъэжъэ́н,kepti
1281,braten::V,гъэжъэ́н,kepinti
1282,umrühren::V,зэхэгъэкӏухьан,maišyti
1283,umrühren::V,зэхэгъэкӏухьан,pamaišyti
1284,stricken::V,хъын,megzti
1285,nähen::V,дэн,siūti
1286,färben::V,бгъэлэн,dažyti
1287,färben::V,бгъэлэн,nudažyti
1288,reinigen::V,укъэбзы́н,valyti
1289,reinigen::V,укъэбзы́н,švarinti
1290,waschen::V,бгыкӏын,plauti
1291,waschen::V,бгыкӏын,mazgoti
1292,waschen::V,бгыкӏын,skalbti
1293,abwischen::V,лъэкӏы́н,nušluostyti
1294,spülen::V,дэгъэчъыхьан,plauti
1295,spülen::V,дэгъэчъыхьан,skalauti
1296,fegen::V,пхъэнкӏы́н,šluoti
1297,kehren::V,пхъэнкӏы́н,šluoti
1298,baden::V,зыгъэпскӏын,maudytis
1299,sich waschen::V,зытхьакӏы́н,praustis
1300,ausziehen::V,къытехы́н,numauti
