,Concept_ID,,ps
925,rühren::V,,اغېزه کول
926,weinen::V,,ژړل
927,schimpfen::V,,ښکنځا کول
928,sich ärgern::V,,قهر راتلل
929,sich fürchten::V,,ډارېدل
930,fürchten::V,,ډارېدل
931,fliehen::V,,تښتېدل
932,flüchten::V,,تښتېدل
933,sehen::V,,لیدل
934,anschauen::V,,کتل
935,ansehen::V,,ننداره کول
936,hören::V,,اورېدل
937,zuhören::V,,غوږ نیول
938,probieren::V,,څکه کول
939,probieren::V,,چاشنی کول
940,riechen::V,,بويول
941,fühlen::V,,حسول
942,scheinen::V,,ښکارېدل
943,zu sehen sein::V,,ښکارېدل
944,vernehmen::V,,خبرېدل
945,frieren::V,,ساړه کېتل
946,tun::V,,کول
947,können::V,,کولای شول
948,können::V,,د لاسه کېدل
949,wollen::V,,غوښتل
950,anfangen::V,,شروع کول
951,beenden::V,,ختمول
952,beenden::V,,پای ته رسول
953,aufhören::V,,بس کول
954,gelingen::V,,موفق کېدل
955,gelingen::V,,بریالی کېدل
956,geraten::V,,کېدل
957,öffnen::V,,خلاصول
958,öffnen::V,,پرانیستل
959,schließen::V,,تړل
960,stellen::V,,ایښودل
961,setzen::V,,کښېنول
962,legen::V,,ایښودل
963,berühren::V,,لاس وهل
964,verbinden::V,,تړل
965,bedecken::V,,پوښول
966,aufhängen::V,,ځوړندول
967,anzünden::V,,بلول
968,aufheben::V,,پورته کول
969,zurücklassen::V,,پرېښودل
970,verlieren::V,,ورکول
971,fallen lassen::V,,له لاسه لوېدل
972,machen::V,,کول
973,herstellen::V,,جوړول
974,herstellen::V,,توليدول
975,bauen::V,,جوړول
976,reparieren::V,,ترمیمول
977,verbessern::V,,اصلاح کول
978,ändern::V,,تغیر ورکول
979,graben::V,,کيندل
980,beugen::V,,ټیټول
981,biegen::V,,کږول
982,drehen::V,,ګرځول
983,wenden::V,,اړول
984,umdrehen::V,,اړول
985,heben::V,,جګول
986,heben::V,,پورته کول
987,hochheben::V,,جګول
988,ergreifen::V,,نیول
989,halten::V,,نیول
990,drücken::V,,کښېکښل
991,schieben::V,,پوری وهل
992,kratzen::V,,ګرول
993,lecken::V,,څټل
994,beißen::V,,چیچل
995,abreißen::V,,شکول
996,abschneiden::V,,پرېکول
997,binden::V,,تړل
998,stecken::V,,ټومبل
999,brechen::V,,ماتول
1000,klopfen::V,,ټکول
1001,hauen::V,,ټکول
1002,kleben::V,,نښلول
1003,kleben::V,,سرېښول
1004,reiben::V,,مږل
1005,streichen::V,,مښل
1006,schleifen::V,,تېره کول
1007,schneiden::V,,غوڅول
1008,schneiden::V,,پرېکول
1009,rütteln::V,,خوڅول
1010,schütteln::V,,ښورول
1011,schwenken::V,,خوڅول
1012,schütten::V,,اچول
1013,schütten::V,,تویول
1014,füllen::V,,ډکول
1015,einwickeln::V,,پېچل
1016,einwickeln::V,,نغښتل
1017,tragen::V,,وړل
1018,schleppen::V,,وړل
1019,ziehen::V,,کښل
1020,aufbewahren::V,,ساتل
1021,werfen::V,,اچول
1022,werfen::V,,غورځول
1023,fangen::V,,نیول
1024,fangen::V,,ګیرول
1025,packen::V,,نیول
1026,verstecken::V,,پټول
1027,teilen::V,,وېشل
1028,teilen::V,,تقسیمول
1029,schicken::V,,لېږل
1030,schicken::V,,استول
1031,bringen::V,,راوړل
1032,hinzufügen::V,,زیاتول
1033,bekommen::V,,حاصلول
1034,erhalten::V,,اخیستل
1035,nehmen::V,,نیول
1036,nehmen::V,,اخيستل
1037,wählen::V,,خوښول
1038,auswählen::V,,چنده کول
1039,bewahren::V,,ساتل
1040,behindern::V,,مانع کېدل
1041,behindern::V,,ممانعت کول
1042,verderben::V,,خرابېدل
1043,beschädigen::V,,ورانول
1044,zerbrechen::V,,ماتول
1045,zerreißen::V,,څیرې کول
1046,zerstören::V,,ړنګول
1047,zerstören::V,,ورانول
1048,verbrennen::V,,سوځول
1049,geben::V,,ورکول
1050,reichen::V,,ورکول
1051,schenken::V,,بښل
1052,versprechen::V,,لوز کول
1053,wünschen::V,,غوښتل
1054,loben::V,,ستایل
1055,loben::V,,تمجید کول
1056,küssen::V,,ښکلول
1057,wiegen::V,,زنګول
1058,zudecken::V,,پوښول
1059,wecken::V,,ويښول
1060,zeigen::V,,ښودل
1061,führen::V,,بیول
1062,lehren::V,,درس ورکول
1063,lehren::V,,تعلیم ورکول
1064,unterrichten::V,,درس ورکول
1065,aufziehen::V,,روزل
1066,leiten::V,,رهبری کول
1067,leiten::V,,لارښوونه کول
1068,antreiben::V,,چټک کول
1069,lassen::V,,اړکول
1070,einladen::V,,بلل
1071,vereinigen::V,,متحد کول
1072,vereinigen::V,,یوځای کول
1073,besuchen::V,,کتنه کول
1074,treffen::V,,ليدل
1075,treffen::V,,تلقی کول
1076,sich versammeln::V,,راغونډېدل
1077,spielen::V,,لوبه کول
1078,singen::V,,سندرې وېل
1079,tanzen::V,,ګډېدل
1080,sich trennen::V,,بېلېدل
1081,verlassen::V,,ترک کول
1082,retten::V,,نجات ورکول
1083,bewachen::V,,ساتل
1084,bewachen::V,,حفاظت کول
1085,schützen::V,,ژغورل
1086,verteidigen::V,,دفاع کول
1087,sich schlagen::V,,جنګېدل
1088,schießen::V,,ویشتل
1089,siegen::V,,غالبېدل
1090,ärgern::V,,خپه کول
1091,schlagen::V,,وهل
1092,treten::V,,په لغته وهل
1093,stechen::V,,ټومبل
1094,stoßen::V,,ټېل وهل
1095,stoßen::V,,پوری وهل
1096,stehlen::V,,تښتول
1097,stehlen::V,,غلا کول
1098,stören::V,,ماتول
1099,belästigen::V,,ځورول
1100,belästigen::V,,تکلیف ورکول
1101,verbergen::V,,پټول
1102,täuschen::V,,تېرایستل
1103,täuschen::V,,خطا ایستل
1104,betrügen::V,,غولول
1105,töten::V,,وژل
1106,töten::V,,مړ کول
1107,wohnen::V,,اوسېدل
1108,arbeiten::V,,کار کول
1109,sammeln::V,,راټولول
1110,sammeln::V,,راغونډول
1111,pflücken::V,,شکول
1112,jagen::V,,ښکار کول
1113,fischen::V,,کب نيول
1114,fassen::V,,نیول
1115,fassen::V,,ګیرول
1116,hüten::V,,پوول
1117,treiben::V,,بیول
1118,anbinden::V,,تړل
1119,füttern::V,,خوراک ورکول
1120,melken::V,,لوشل
1121,hacken::V,,پی کول
1122,gießen::V,,اوبه کول
1123,reifen::V,,رسېدل
1124,zubereiten::V,,تیارول
1125,kochen::V,,پخول
1126,backen::V,,پخول
1127,braten::V,,وريتول
1128,umrühren::V,,لړل
1129,stricken::V,,اوبدل
1130,nähen::V,,ګنډل
1131,färben::V,,رنګول
1132,reinigen::V,,صافول
1133,waschen::V,,مینځل
1134,abwischen::V,,وچول
1135,spülen::V,,کنګالول
1136,fegen::V,,جارو کول
1137,kehren::V,,جارو کول
1138,baden::V,,لمبېدل
1139,sich waschen::V,,ځان مينځل
1140,ausziehen::V,,کښل
1141,ausziehen::V,,ایستل
1142,anziehen::V,,اغوستل
1143,sich anziehen::V,,کالی اغوستل
1144,kämmen::V,,ګمنځول
1145,schmücken::V,,ښکلی کول
1146,sagen::V,,وېل
1147,sprechen::V,,وېل
1148,sprechen::V,,غږېدل
1149,reden::V,,ګړېدل
1150,reden::V,,خبرې کول
1151,sich unterhalten::V,,خبری کول
1152,fragen::V,,پوښتنه کول
1153,bitten::V,,غوښتل
1154,erzählen::V,,کيسه کول
1155,erzählen::V,,حکايت کول
1156,mitteilen::V,,خبرول
1157,mitteilen::V,,خبر ورکول
1158,nennen::V,,نوم ايښودل
1159,rufen::V,,بلل
1160,prahlen::V,,لاپې وهل
1161,übersetzen::V,,ژباړل
1162,übersetzen::V,,ترجمه کول
1163,denken::V,,فکر کول
1164,glauben::V,,باور کول
1165,bemerken::V,,لیدل
1166,erkennen::V,,پېژندل
1167,begreifen::V,,رسېدل
1168,begreifen::V,,پوهېدل
1169,verstehen::V,,پوهېدل
1170,lernen::V,,زده کول
1171,lernen::V,,درس لوستل
1172,wissen::V,,پوهېدل
1173,sich erinnern an::V,,یادول
1174,sich erinnern an::V,,په یاد راوړل
1175,vergessen::V,,هېرول
1176,messen::V,,اندازه کول
1177,zählen::V,,شمارل
1178,rechnen::V,,حسابول
1179,lesen::V,,لوستل
1180,malen::V,,رسمول
1181,zeichnen::V,,رسمول
1182,schreiben::V,,لیکل
1183,besitzen::V,,لرل
1184,kaufen::V,,رانیول
1185,verkaufen::V,,خرڅول
1186,bezahlen::V,,تأدیه کول
1187,zahlen::V,,کسات اخيستل
1188,beherrschen::V,,تسلط لرل
1189,ertragen::V,,زغمل
