,Concept_ID,ab,ka
659,dumm::A,агаӡа,სულელი
660,faul::A,аашьа,ზანტი
661,faul::A,аашьа,ზარმაცი
662,fleißig::A,иҟубҷоу,ბეჯითი
663,fleißig::A,иҟубҷоу,მუყაითი
664,geizig::A,акы,ძუნწი
665,geizig::A,акаҷбеи,ძუნწი
666,geizig::A,аҟəџьыр,ძუნწი
667,klug::A,аҟəыш,ჭკვიანი
668,klug::A,аҟəыӷа,ჭკვიანი
669,geschickt::A,напҟазала,მარჯვე
670,geschickt::A,напҟазала,გაწაფული
671,lieb::A,алашара,სატრფიალო
672,lustig::A,алах-ҿых,მხიარული
673,lustig::A,игурҕьаччо,მხიარული
674,lustig::A,агурҕьа,მხიარული
675,lustig::A,агурҿыхага,მხიარული
676,sanft::A,атата,ალერსიანი
677,sanft::A,атата,გრძნობიერი
678,sanft::A,аҟəымшəышə,ალერსიანი
679,sanft::A,аҟəымшəышə,გრძნობიერი
680,sanft::A,ақьыҧш,ალერსიანი
681,sanft::A,ақьыҧш,გრძნობიერი
682,hungrig::A,амлашь,მშიერი
683,krank::A,ачымазаҩ,სნეული
684,krank::A,ачымазаҩ,ავადმყოფი
685,nackt::A,аҟьантаз,ტიტველი
686,traurig::A,алахьеиқəҵага,მწუხარე
687,traurig::A,алахьеиқəҵага,სევდიანი
688,lebendig::A,абза,ცოცხალი
689,gut::A,абзиа,კარგი
690,schlecht::A,-хəарҭам,უხეირო
691,richtig::A,иашоу,ნამდვილი
692,schlimm::A,абааҧсы,ცუდი
693,wahr::A,агəҭылса,სწორი
694,wahr::A,агəҭылса,ჭეშმარიტი
695,wahr::A,абзиаҵəҟьа,სწორი
696,wahr::A,абзиаҵəҟьа,ჭეშმარიტი
697,alt::A,Ажə,ძველი
698,neu::A,аҿыц,ახალი
699,ehemalig::A,анкьатәи,ყოფილი
700,alt[Lebewesen]::A,абырг,ბებერი
701,alt[Lebewesen]::A,ақабада,ბებერი
702,alt[Lebewesen]::A,Ажə,ბებერი
703,jung::A,аҟата,ნორჩი
704,jung::A,аҟата,ახალგაზრდა
705,arm::A,ананамга,ღარიბი
706,reich::A,абеиа,მდიდარი
707,bekannt::A,адыр,ცნობილი
708,berühmt::A,адыр,გამოჩენილი
709,fremd::A,атəым,უცხო
710,fremd::A,атəым,გარეშე
711,verschieden::A,Еиуа-еиҧшым,სხვაგვარი
712,nah::A,ааигəа,ახლო
713,fern::A,ахара,შორი
714,fern::A,ахара,შორეული
715,linker::A,арма,მარცხენა
716,rechter::A,арҕьа,მარჯვენა
717,anderer::A,даҽа,სხვა
718,anderer::A,даҽакы,სხვა
719,erster::A,актәи,პირველი
720,zweiter::A,аҩбатəи,მეორე
721,dritter::A,ахҕатәи,მესამე
722,letzter::A,аҵыхəтəантəи,ბოლო
723,letzter::A,аҵыхəтəантəи,უკანასკნელი
724,allein::ADV,мацара,მარტო
725,auf einmal::ADV,зныкала,ერთდროულად
726,auf einmal::ADV,зныкҟьара,ერთდროულად
727,zusammen::ADV,аиц...,ერთად
728,lange::ADV,акыраамҭа,დიდხანს
729,plötzlich::ADV,иаалырҟьаны,მოულოდნელად
730,sofort::ADV,иаразнакҵәҟьа,ახლავე
731,später::ADV,уажəшьҭаншəа,მოგვიანებით
732,jetzt::ADV,уажәы,ახლა
733,heute::ADV,иахьа,დღეს
734,morgen::ADV,уаҵәы,ხვალ
735,bald::ADV,иласны,მალე
736,dann::ADV,нас,მერე
737,gestern::ADV,иацы,გუშინ
738,einst::ADV,зны,ოდესღაც
739,damals::ADV,усҟан,მაშინ
740,danach::ADV,нас,მერმე
741,danach::ADV,нас,შემდეგ
742,vorher::ADV,уаанӡа,ადრე
743,vorher::ADV,уаанӡа,წინათ
744,zuerst::ADV,азнаказы,ჯერ
745,zuerst::ADV,аҧхьа,ჯერ
746,einmal::ADV,зны,ერთხელ
747,manchmal::ADV,зны-зынла,ხან
748,manchmal::ADV,зны-зынла,ზოგჯერ
749,oft::ADV,лассы-лассы,ხშირად
750,immer::ADV,енагь,მუდამ
751,immer::ADV,енагь,ყოველთვის
752,immer::ADV,еснагь,მუდამ
753,immer::ADV,еснагь,ყოველთვის
754,niemals::ADV,ианакəызаалак,არასდროს
755,hier::ADV,ара,აქ
756,hier::ADV,абра,აქ
757,hier::ADV,араҟа,აქ
758,hierhin::ADV,ара,აქეთ
759,hierhin::ADV,араҟа,აქეთ
760,von hier::ADV,арантә,აქედან
761,dort::ADV,уа,იქ
762,dorthin::ADV,уахь,იქით
763,dorthin::ADV,анахь,იქით
764,geradeaus::ADV,ишиашоу,პირდაპირ
765,vorwärts::ADV,ҕхьаҟа,წინ
766,rückwärts::ADV,шьҭахьла,უკან
767,zurück::ADV,шьҭахьҟа,უკანვე
768,unten::ADV,лбаа,დაბლა
769,unten::ADV,лбаа,ქვევით
770,hinab::ADV,алада,ძირს
771,oben::ADV,хыхь,ზემოთ
772,hinauf::ADV,аҩада,ზევით
773,überall::ADV,зегьынцьара,ყველგან
774,nicht::ADV,-м,არ
775,ein wenig::ADV,ҕыҭк,ცოტა
776,kaum::ADV,аарлаҳәа,ძლივს
777,kaum::ADV,афергьҳәа,ძლივს
778,sehr::ADV,даара,მეტად
779,sehr::ADV,даара,ძალიან
780,so::ADV,ас,ისე
781,so::ADV,абас,ისე
782,noch::ADV,макьана,ჯერ
783,nur::ADV,заҵәык,მხოლოდ
784,schon::ADV,уажәшьҭа,უკვე
785,schon::ADV,аиҳа ипоу,უკვე
786,wieder::ADV,ҿыц,ისევ
787,wieder::ADV,ҿыц,კიდევ
788,wieder::ADV,дырҩегь,ისევ
789,wieder::ADV,дырҩегь,კიდევ
790,wieder::ADV,дырҩегьых,ისევ
791,wieder::ADV,дырҩегьых,კიდევ
792,vergebens::ADV,баша,ამაოდ
793,vergebens::ADV,баша,ტყუილად
794,vor::PRP,аҕхьа,წინ
795,hinter::PRP,нхыҵ,უკან
796,hinter::PRP,нхыҵ,მიღმა
797,unter::PRP,амҵа,ქვეშ
798,unter::PRP,амҵа,ქვევით
799,unter::PRP,амҵан,ქვეშ
800,unter::PRP,амҵан,ქვევით
801,neben::PRP,ааигуара,გვერდით
802,zwischen::PRP,абжьара,შუა
803,zwischen::PRP,абжьара,შორის
804,wegen::PRP,-иззы,გამო
805,wegen::PRP,-иззы,შედეგად
806,wegen::PRP,-ҟнытә,გამო
807,wegen::PRP,-ҟнытә,შედეგად
808,dies::PRN,ари,ეს
809,dies::PRN,абри,ეს
810,das::PRN,Абни,ეგ
811,das::PRN,убри,ეგ
812,alles::PRN,зегьы,ყველაფერი
813,ich::PRN,са,მე
814,ich::PRN,сара,მე
815,du::PRN,бара,შენ
816,er::PRN,иара,ის
817,er::PRN,иара,იგი
818,wir::PRN,ҳара,ჩვენ
819,ihr::PRN,шәара,თქვენ
820,sie::PRN,дара,ისინი
821,wer::FPRN,дарбан,ვინ
822,wo::FADV,иабыкуу,სად
823,wo::FADV,аба-,სად
824,wo::FADV,ахь-,სად
825,wohin::FADV,иабыкуу,საით
826,wohin::FADV,аба-,საით
827,wohin::FADV,ахь-,საით
828,wie::FADV,-шҕа,როგორ
829,warum::FADV,избан,რაზე
830,warum::FADV,избан,რატომ
831,wieviel::FNUM,заҟа,რამდენი
832,eins::NUM,акы,ერთი
833,eins::NUM,аӡәы,ერთი
834,zwei::NUM,ҩба,ორი
835,drei::NUM,хҕа,სამი
836,vier::NUM,ҕшьба,ოთხი
837,fünf::NUM,хəба,ხუთი
838,sechs::NUM,фба,ექვსი
839,sieben::NUM,Бжьба,შვიდი
840,acht::NUM,ааба,რვა
841,neun::NUM,жәба,ცხრა
842,zehn::NUM,жәаба,ათი
843,elf::NUM,жәеизатәи,თერთმეტი
844,zwölf::NUM,жәаҩа,თორმეტი
845,zwanzig::NUM,ҩажәа,ოცი
846,dreißig::NUM,ҩажәижәабатәи,ოცდაათი
847,vierzig::NUM,ҩынҩажәа,ორმოცი
848,fünfzig::NUM,ҩынҩажәеижәаба,ორმოცდაათი
849,sechzig::NUM,хынҩажәа,სამოცი
850,siebzig::NUM,хынҩажәижәаба,სამოცდაათი
851,achtzig::NUM,ҕшьынҩажәа,ოთხმოცი
852,neunzig::NUM,ҕшьынҩажәижәаба,ოთხმოცდაათი
853,hundert::NUM,шәкы,ასი
854,tausend::NUM,зқьы,ათასი
855,und::CNJ,-и,და
856,oder::CNJ,ма,ან
857,stehen::V,агылазаара,დგას
858,sitzen::V,атəара,ზის
859,sitzen::V,атəа(заа)ра,ზის
860,liegen::V,аиара,აწევს
861,hängen::V,акнаҳара,კიდია
862,werden::V,аҟалара,გახდება
863,passieren::V,аҟалара,მოხდება
864,beginnen::V,алагара,იწყება
865,enden::V,алгара,გათავდება
866,wechseln::V,аҽыҧсахра,იცვლება
867,aufgehen[Sonne]::V,агылара,ამოდის
868,aufgehen[Sonne]::V,ахашлара,ამოდის
869,aufgehen[Sonne]::V,аҩаҵхахара,ამოდის
870,untergehen[Sonne]::V,аҭашəара,ჩადის
871,scheinen[Sonne]::V,акаҧхара,ანათებს
872,donnern::V,адыдра,ქუხს
873,wehen::V,асра,ქრის
874,wehen::V,асра,დაუბერავს
875,strömen::V,акаҭəара,იღვრება
876,fließen::V,ацара,დის
877,fließen::V,ацара,მიედინება
878,sich drehen::V,ахагьежьра,ტრიალებს
879,schwanken::V,аҵысра,ირხევა
880,schwingen::V,ахызазара,ირხევა
881,schwingen::V,акьаандара,ირხევა
882,fallen::V,акаҳара,დავარდება
883,brennen::V,абылра,იწვის
884,rauchen::V,ахылҵра,ბოლავს
885,rauchen::V,ахылҵра,აბოლებს
886,regnen::V,аура,წვიმს
887,gefrieren::V,аҵаара,იყინება
888,tauen::V,аӡҭра,დნება
889,schmelzen::V,ақəӡыҭра,დნება
890,schmelzen::V,аҭəара,დნება
891,trocknen::V,абара,გაშრება
892,sieden::V,ашра,დუღს
893,faulen::V,абаара,ლპება
894,verfaulen::V,абаара,ლპება
895,verfaulen::V,аилашра,ლპება
896,reißen::V,аҧжəара,დაიხევა
897,versinken::V,аӡааҟəрылара,ეფლობა
898,versinken::V,аӡааҟəрылара,ჩაიძირება
899,vergehen::V,ацара,გადის
900,erscheinen::V,ацəырҵра,გამოჩნდება
901,verschwinden::V,аҵашəкəара,გააქრება
902,verschwinden::V,аҵашəкəара,დაიკარგება
903,sinken::V,атəара,დაიწევს
904,sinken::V,алаҟəра,დაიწევს
905,abnehmen::V,ацӡаара,შემცირდება
906,abnehmen::V,аиҵалара,შემცირდება
907,zunehmen::V,аҽырҭбаара,გასუქდება
908,zunehmen::V,аиҵыҵра,გასუქდება
909,zunehmen::V,арацəахара,გასუქდება
910,steigen::V,азҳара,მოიმატებს
911,steigen::V,ашьҭыҵра,მოიმატებს
912,steigen::V,адухара,მოიმატებს
913,steigen::V,ацлара,მოიმატებს
914,wachsen::V,азҳара,იზრდება
915,wachsen::V,азҳара,მრავლდება
916,glänzen::V,ацыр-цырра,ბრწყინავს
917,glänzen::V,ацыҩ-цыҩра,ბრწყინავს
918,glänzen::V,аказказра,ბრწყინავს
919,funkeln::V,ашап-шапра,კაშკაშებს
920,funkeln::V,ацым-цымра,კაშკაშებს
921,lärmen::V,ашьҭыбжьгара,ხმაურობს
922,lärmen::V,аҕьҕьаҳәа аилалара,ხმაურობს
923,läuten::V,аҵəҵəасра,დარეკავს
924,klingeln::V,аҵəҵəасра,დარეკავს
925,klirren::V,ахьархьарра,დააწკარუნებს
926,klirren::V,архьархьарра,დააწკარუნებს
927,brausen::V,аилаҽҽара,ბობოქრობს
928,brausen::V,еилашуера,ბობოქრობს
929,klingen::V,агара,ხმას გამოსცემს
930,klingen::V,ашьҭыбжь гара,ხმას გამოსცემს
931,bellen::V,ашра,უყეფს
932,heulen::V,ауура,ღმუის
933,blasen::V,аҭəҳəара,დაუბერავს
934,pfeifen::V,ашəшəра,უსტვენს
935,schreien::V,аҳəҳəара,ყვირის
936,schreien::V,ахəаара,ყვირის
937,schreien::V,аҟаара,ყვირის
938,stöhnen::V,ақьра,კვნესის
939,zittern::V,аҵыс-ҵысра,აძაგძაგებს
940,leben::V,аҟазаара,ცოცხლობს
941,geboren werden::V,Аира,იშვება
942,geboren werden::V,Аира,იბადება
943,atmen::V,аҕсыҕ лагаҩагара,სუნთქავს
944,trinken::V,ажəра,სვამს
945,trinken::V,ажəра,დალევს
946,essen::V,акрыфара,შეჭამს
947,schlucken::V,албаадара,ყლაპავს
948,müde werden::V,ааҕсара,დაიქანცება
949,einschlafen::V,ацəара,დაიძინებს
950,schlafen::V,ацəазаара,სძინავს
951,aufwachen::V,аҿыхара,გაიღვიძებს
952,aufstehen::V,Агəылҵра,ადგება
953,sich erholen::V,аҧсшьара,დაისვენებს
954,krank werden::V,ачмазаҩхара,ავად გახდება
955,krank sein::V,аҳəарҧсарра,ავადმყოფობს
956,schmerzen::V,ахьра,სტკივა
957,husten::V,аимҳәара,ახველებს
958,genesen::V,абзиахара,მორჩება
959,genesen::V,аӷəӷəахара,მორჩება
960,sterben::V,аҧсра,კვდება
961,umkommen::V,аҭахара,დაიღუპება
962,sich bewegen::V,аиҭаҵра,იძვრის
963,sich bewegen::V,аиҭаҵра,მოძრაობს
964,sich rühren::V,ақəацара,გაინძრევა
965,sich erheben::V,аҩагылара,ადგება
966,sich setzen::V,атəара,დაჯდება
967,hinfallen::V,акаҳара,დაეცემა
968,laufen::V,аныҟəара,დადის
969,schreiten::V,ашьаҿа еихгара,აბიჯებს
970,spazierengehen::V,анеи-ааира,დასეირნობს
971,eilen::V,аццакра,მიიჩქარის
972,sich beeilen::V,аццакра,აჩქარდება
973,sausen::V,аҧырра,მიქრის
974,sausen::V,иҭрысны,მიქრის
975,sausen::V,ишьҭҟьаны ацара,მიქრის
976,rennen::V,аҩра,დარბის
977,springen::V,аҧара,ხტის
978,klettern::V,ақəлара,ძვრება
979,schaukeln::V,аҟəараҟəанҽара,ქანაობს
980,kriechen::V,аҳəазара,დაბობღავს
981,schwimmen::V,аӡсара,ცურავს
982,tauchen::V,ахəӡааҵəира,ჩაიძირება
983,rudern::V,аҵшьра,ნიჩაბს უსვამს
984,fahren::V,акала,დადის
985,fahren::V,акала,მგზავრობს
986,fliegen::V,аҧырра,იფრენს
987,fliegen::V,аҧырра,გაფრინდება
988,gehen::V,аиҭаҵра,მიდის
989,weggehen::V,ацара,წამოდის
990,abfahren::V,адəықəлара,მიემგზავრება
991,abfahren::V,ацара,მიემგზავრება
992,anhalten::V,ааныргылара,ჩერდება
993,hineingehen::V,аҭалара,შედის
994,eintreten::V,аҩналара,შედის
995,kommen::V,аара,მოდის
996,kommen::V,ааира,მოდის
997,ankommen::V,ааира,ჩადის
998,ankommen::V,аара,ჩადის
999,ankommen::V,анеира,ჩადის
1000,zurückkommen::V,азыхынҳəра,დაბრუნდება
1001,bleiben::V,аанхара,დარჩება
1002,bleiben::V,анхара,დარჩება
1003,bleiben::V,аангылара,დარჩება
1004,warten::V,азҧшзаара,ელოდება
1005,erwarten::V,азҧшра,ელის
1006,erwarten::V,азҧшра,დაიცდის
1007,suchen::V,ашьҭазаара,ეძებს
1008,suchen::V,ашьҭазаара,მოძებნის
1009,finden::V,аҧшаара,მიაგნებს
1010,finden::V,аҧшаара,გამოძებნის
1011,versuchen::V,аҽазкра,ცდის
1012,versuchen::V,аҽазкра,ცდილობს
1013,vorbereiten::V,армазеира,მოამზადებს
1014,lieben::V,абзиабара,უყვარს
1015,mögen::V,агəаҧхара,ეტრფის
1016,lachen::V,аччара,იცინის
1017,rühren::V,арҵəуара,გულს აუჩუყებს
1018,weinen::V,аҵəуара,ტირის
1019,schimpfen::V,ацəҳара,შეიგინება
1020,sich ärgern::V,агəаара,გაბრაზობს
1021,sich fürchten::V,аӡыӡара,შიშობს
1022,fürchten::V,ацəшəара,ფრთხილობს
1023,fliehen::V,абналара,გაიქცევა
1024,fliehen::V,ацəцара,გაიქცევა
1025,flüchten::V,абналара,გაიქცევა
1026,flüchten::V,ацəцара,გაიქცევა
1027,sehen::V,абара,ხედავს
1028,anschauen::V,ахəаҧшра,ნახავს
1029,ansehen::V,ахəаҧшра,უყურებს
1030,hören::V,аҳара,ისმენს
1031,zuhören::V,азыӡырҩра,მოისმენს
1032,probieren::V,аҧышəара,გასინჯავს
1033,riechen::V,афыҩра,ყნოსავს
1034,fühlen::V,анырра,გრძნობს
1035,fühlen::V,ацәакырра,გრძნობს
1036,scheinen::V,шәа,ეჩვენება
1037,scheinen::V,аацәырҵа,ეჩვენება
1038,vernehmen::V,аҳара,გაიგებს
1039,frieren::V,ашəра,იყინება
1040,frieren::V,аҵаара,იყინება
1041,tun::V,аҟаҵара,აკეთებს
1042,können::V,алшара,შეიძლება
1043,wollen::V,аҭахра,უნდა
1044,anfangen::V,алагара,დაიწყებს
1045,beenden::V,алгара,ამთავრებს
1046,aufhören::V,аҟəыҵра,შეწყვეტს
1047,gelingen::V,аура,მოახერხებს
1048,gelingen::V,аманшəалахара,მოახერხებს
1049,gelingen::V,алҵра,მოახერხებს
1050,geraten::V,нзаарын,გამოდის
1051,öffnen::V,аартра,გახსნის
1052,schließen::V,аркра,ხურავს
1053,schließen::V,аркра,დაკეტავს
1054,stellen::V,аргылара,დადგამს
1055,setzen::V,артəара,დასვამს
1056,legen::V,ақəҵара,დადებს
1057,berühren::V,акьысра,შეახებს
1058,berühren::V,акьысра,მიაკარებს
1059,berühren::V,алакьысра,შეახებს
1060,berühren::V,алакьысра,მიაკარებს
1061,verbinden::V,аҿаҳəара,შეაერთებს
1062,bedecken::V,ақəршəра,გადააფარებს
1063,aufhängen::V,акнаҳара,დაკიდებს
1064,anzünden::V,аркра,დაანთებს
1065,anzünden::V,аркра,მოუკიდებს
1066,aufheben::V,ашьҭыхра,აიღებს
1067,aufheben::V,ашьҭыхра,აიყვანს
1068,zurücklassen::V,аныжьра,დატოვებს
1069,verlieren::V,ацəыӡра,დაკარგავს
1070,fallen lassen::V,ацəкаҳара,გაუვარდება
1071,machen::V,ачаҧара,გააკეთებს
1072,machen::V,ачаҧара,გამოიწვევს
1073,herstellen::V,аиҵдара,დაამზადებს
1074,bauen::V,аргылара,ააშენებს
1075,reparieren::V,арҽеира,შეაკეთებს
1076,reparieren::V,арҽеира,გაარემონტებს
1077,verbessern::V,аиҕьтəра,გამოაკეთებს
1078,verbessern::V,аиҕьтəра,გააუმჯობესებს
1079,ändern::V,аҧсахра,შეცვლის
1080,graben::V,ажра,თხრის
1081,beugen::V,арҟəра,ხრის
1082,beugen::V,архəара,ხრის
1083,biegen::V,арҟəра,გაღუნავს
1084,biegen::V,архəара,გაღუნავს
1085,drehen::V,аргьежьра,ატრიალებს
1086,umdrehen::V,аарҳәра,შეატრიალებს
1087,heben::V,аҩахара,ასწევს
1088,heben::V,араҳара,ასწევს
1089,hochheben::V,ахагалара,აიყვანს
1090,hochheben::V,ашьҭҳəара,აიყვანს
1091,halten::V,акра,უჭირავს
1092,drücken::V,ақəрӷəӷəара,დააწვება
1093,schieben::V,аҵгəара,მისწევს
1094,schieben::V,агəара,მისწევს
1095,kratzen::V,ацəҟьара,მოფხანს
1096,lecken::V,арбзара,ლოკავს
1097,beißen::V,ацҳара,უკბენს
1098,abreißen::V,амжəара,გლეჯს
1099,abreißen::V,амжəара,მოწყვეტს
1100,abschneiden::V,ахҵəара,გაჭრის
1101,abschneiden::V,аҿахҵəара,გაჭრის
1102,binden::V,аҿаҳəара,შეკრავს
1103,binden::V,аҿаҳəара,გადააბამს
1104,stecken::V,алаҵара,ჩაასობს
1105,brechen::V,аҧҵəара,მოიტეხს
1106,klopfen::V,асра,აკაკუნებს
1107,hauen::V,ақəкшара,ლეწავს
1108,kleben::V,аҷабра,წებავს
1109,kleben::V,аҷабра,დააწებებს
1110,reiben::V,арҟəыҷра,დაზელს
1111,streichen::V,ахьшьра,უსვამს
1112,schleifen::V,ахра,ლესავს
1113,schneiden::V,аҧҟара,გაჭრის
1114,rütteln::V,арҵысра,არხევს
1115,schütteln::V,аршəшəара,არყევს
1116,schütteln::V,аршəшəара,ანძრევს
1117,schwenken::V,аҟьара,აქნევს
1118,schütten::V,аҭаҭəара,ღვრის
1119,schütten::V,аҭаҭəара,დააქცევს
1120,füllen::V,арҭəра,გაავსებს
1121,einwickeln::V,алаҳəара,შეახვევს
1122,tragen::V,аҩагара,მიიტანს
1123,schleppen::V,арҳəазара,მიათრევს
1124,ziehen::V,ахара,წევს
1125,ziehen::V,ахара,ათრევს
1126,aufbewahren::V,аҵəахра,შეინახავს
1127,werfen::V,аршəра,ისვრის
1128,fangen::V,акра,დაიჭერს
1129,packen::V,анкра,სტაცებს
1130,packen::V,аҵкаара,სტაცებს
1131,verstecken::V,аҵəахра,მალავს
1132,teilen::V,ашара,დაყოფს
1133,schicken::V,ашьҭра,გაგზავნის
1134,bringen::V,аагара,მოიტანს
1135,hinzufügen::V,ацҵара,დაამატებს
1136,bekommen::V,аҧшаара,ამოიღებს
1137,bekommen::V,архиара,ამოიღებს
1138,bekommen::V,аура,ამოიღებს
1139,erhalten::V,аиура,იღებს
1140,nehmen::V,агара,აიღებს
1141,wählen::V,алҧшаара,გადაარჩევს
1142,auswählen::V,алхра,ამოარჩევს
1143,behindern::V,аҧырхагахара,აბრკოლებს
1144,behindern::V,аҧырхагахара,გააძნელებს
1145,verderben::V,алгара,გააფუჭებს
1146,verderben::V,абжьыхра,გააფუჭებს
1147,verderben::V,аҧхасҭатəра,გააფუჭებს
1148,beschädigen::V,аҧхасҭатəра,დააზიანებს
1149,zerbrechen::V,аҧҽра,დაამტვრევს
1150,zerreißen::V,аҧжəара,გახევს
1151,zerstören::V,аилаҧыххаара,მოსპობს
1152,zerstören::V,аилаҧыххаара,დაანგრევს
1153,verbrennen::V,абылра,დაწვავს
1154,geben::V,аҭара,აძლევს
1155,reichen::V,аҭара,მიაწოდებს
1156,schenken::V,аҩгара,აჩუქებს
1157,versprechen::V,ақəргəыӷра,აღუთქვამს
1158,loben::V,арҽхəара,აქებს
1159,loben::V,арҽхəара,ამკობს
1160,küssen::V,агəӡра,აკოცებს
1161,zudecken::V,аҵахҩара,გადახურავს
1162,zudecken::V,ақəршəра,გადახურავს
1163,wecken::V,арҿыхара,გააღვიძებს
1164,zeigen::V,арбара,დაანახვებს
1165,führen::V,аныҟəгара,მიჰყავს
1166,lehren::V,арҵара,ასწავლის
1167,unterrichten::V,арҧхьара,ასწავლის
1168,aufziehen::V,ааӡара,აღზრდის
1169,leiten::V,ахагылазаара,აწარმოებს
1170,leiten::V,ахагылазаара,ხელმძღვანელობს
1171,antreiben::V,арццакра,დააჩქარებს
1172,lassen::V,арҟаҵара,ა--ინებს
1173,einladen::V,ааҕхьара,მოიპატიჟებს
1174,einladen::V,анаҧхьара,მოიპატიჟებს
1175,vereinigen::V,аилаҵара,შეაერთებს
1176,besuchen::V,абара,სანახავად მიდის
1177,treffen::V,аҧылара,შეხვდება
1178,sich versammeln::V,аизара,შეიკრიბება
1179,spielen::V,ахəмарра,ეთამაშება
1180,singen::V,ашəаҳəара,მღერის
1181,tanzen::V,акəашара,ცეკვავს
1182,sich trennen::V,аилыҵра,მოშორდება
1183,verlassen::V,акажьра,მიატოვებს
1184,retten::V,Аиқəрхара,იხსნის
1185,retten::V,Аиқəрхара,გადაარჩენს
1186,bewachen::V,ахьчара,დარაჯობს
1187,bewachen::V,ахьчара,უთვალთვალებს
1188,schützen::V,ацəыхьчара,დაიფარავს
1189,verteidigen::V,ахьчара,დაიცავს
1190,sich schlagen::V,аисра,იჩხუბებს
1191,schießen::V,ахысра,ისვრის
1192,siegen::V,аиааира,გაიმარჯვებს
1193,ärgern::V,аргəаара,აჯავრებს
1194,schlagen::V,асра,ცემს
1195,schlagen::V,аҭасра,ცემს
1196,stechen::V,алакшара,სჩხვლეტს
1197,stoßen::V,агəҭасра,დაეჯახება
1198,stehlen::V,аӡара,ქურდობს
1199,stehlen::V,аӡара,მოიპარავს
1200,stören::V,аҧырхагахара,შეაწუხებს
1201,belästigen::V,аргəамҵра,მობეზრდება
1202,verbergen::V,аӡара,დამალავს
1203,täuschen::V,ажьара,შეცდებს
1204,betrügen::V,ажьара,მოატყუებს
1205,töten::V,ашьра,მოკლავს
1206,wohnen::V,анхара,ცხოვრობს
1207,wohnen::V,анхара,ბინადრობს
1208,arbeiten::V,аусура,მუშაობს
1209,sammeln::V,аҟəшəара,შეკრებს
1210,pflücken::V,аҿыршəара,კრეფს
1211,pflücken::V,аҿыхра,კრეფს
1212,jagen::V,ашəарыцара,ნადირობს
1213,fischen::V,аҧсыӡ икуеит,თევზაობს
1214,fassen::V,акра,დააჭერს
1215,hüten::V,арҳəра,მწყემსავს
1216,hüten::V,ахьчара,მწყემსავს
1217,treiben::V,акацара,მიერეკება
1218,anbinden::V,адҳəалара,მიაბამს
1219,füttern::V,акырҿаҵара,აჭმევს
1220,melken::V,ахьара,წველის
1221,hacken::V,аҟəаҟəара,კეპავს
1222,gießen::V,аҵаҭəара,რწყავს
1223,reifen::V,ашəра,მწიფდება
1224,reifen::V,аҟалара,მწიფდება
1225,zubereiten::V,ацура,მოამზადებს
1226,kochen::V,ажəра,მოხარშავს
1227,backen::V,аӡра,გამოაცხობს
1228,braten::V,аӡра,შეწვავს
1229,umrühren::V,аилрыхра,შეურევს
1230,umrühren::V,аилрыхра,გათქვეფს
1231,stricken::V,аҧара,ქსოვს
1232,nähen::V,аӡахра,გაკერავს
1233,färben::V,ашəра,შეღებავს
1234,reinigen::V,арыцқьара,გაწმენდს
1235,reinigen::V,арыцқьара,გასუფთავებს
1236,waschen::V,аӡәӡәара,გარეცხავს
1237,abwischen::V,арбара,წაშლის
1238,spülen::V,аҭыршара,გაავლებს
1239,fegen::V,аҧссара,დაბლანდავს
1240,baden::V,аҽыкəабара,ბანაობს
1241,sich waschen::V,аҽыӡəӡəара,იბანება
1242,ausziehen::V,ашəыхра,გაიხდის
1243,anziehen::V,ашəҵара,ჩაიცვამს
1244,sich anziehen::V,аҽеилаҳəара,ჩაიცვამს
1245,kämmen::V,аҳəара,დავარცხნის
1246,schmücken::V,арҧшӡара,მორთავს
1247,sagen::V,аҳəара,იტყვის
1248,sprechen::V,ацəажəара,ლაპარაკობს
1249,reden::V,ацəажəара,საუბრობს
1250,reden::V,аицәажәара,საუბრობს
1251,sich unterhalten::V,аицәажәара,ბაასობს
1252,sich unterhalten::V,аицәажәара,მუსაიფობს
1253,fragen::V,азҵаара,ჰკითხავს
1254,bitten::V,аҳəара,სთხოვს
1255,erzählen::V,аҳəара,მოუთხრობს
1256,mitteilen::V,азыцҳара,აუწყებს
1257,mitteilen::V,азыцҳара,აცნობებს
1258,nennen::V,ахьӡҵара,უწოდებს
1259,rufen::V,азҿыҭра,დაუძახებს
1260,prahlen::V,аҽхəара,ტრაბახობს
1261,übersetzen::V,аиҭагара,გადათარგმნის
1262,denken::V,азхəыцра,ფიქრობს
1263,denken::V,азхəыцра,აზროვნებს
1264,glauben::V,ахаҵара,სჯერა
1265,bemerken::V,агəаҭара,შენიშვნავს
1266,erkennen::V,адырра,გამოიცნობს
1267,begreifen::V,аилкаара,გაიგებს
1268,verstehen::V,аҳара,გაიგონებს
1269,lernen::V,аҵара,ისწავლის
1270,wissen::V,адырра,ეცოდინება
1271,sich erinnern an::V,агəаларшəара,მოიგონებს
1272,sich erinnern an::V,агəаларшəара,გაიხსენებს
1273,vergessen::V,ахашҭра,ივიწყებს
1274,messen::V,ашəара,ზომავს
1275,zählen::V,аҧхьаӡара,ითვლის
1276,rechnen::V,аҳасабра,გაიანგარიშებს
1277,lesen::V,аҧхьара,კითხულობს
1278,besitzen::V,амазаара,ექნება
1279,kaufen::V,Аахəара,ყიდულობს
