,Concept_ID,no,bn
735,vierzig::NUM,førti,চল্লিশ
736,fünfzig::NUM,femti,পঞ্চাশ
737,sechzig::NUM,seksti,ষাট
738,siebzig::NUM,sytti,সত্তর
739,achtzig::NUM,åtti,আশি
740,neunzig::NUM,nitti,নব্বুই
741,hundert::NUM,hundre,শত
742,tausend::NUM,tusen,হাজার
743,und::CNJ,og,আর
744,und::CNJ,og,এবং
745,oder::CNJ,eller,বা
746,stehen::V,stå,দাঁড়ানো
747,sitzen::V,sitte,বসা
748,liegen::V,ligge,শোয়া
749,hängen::V,henge,ঝোলা
750,werden::V,bli,হইয়া উঠা
751,passieren::V,skje,ঘটা
752,passieren::V,hende,ঘটা
753,beginnen::V,begynne,আরম্ভ হওয়া
754,enden::V,ende,শেষ হওয়া
755,enden::V,slutte,শেষ হওয়া
756,wechseln::V,veksle,রূপাস্তর করা
757,aufgehen[Sonne]::V,stå opp,উদিত হওয়া
758,untergehen[Sonne]::V,gå ned,অস্ত যাওয়া
759,scheinen[Sonne]::V,skinne,আলো দেওয়া
760,donnern::V,tordne,বজ্রধ্বনি করা
761,wehen::V,blåse,প্রবাহিত হওয়া
762,strömen::V,strømme,প্রবাহিত হওয়া
763,fließen::V,flyte,ছুটা
764,sich drehen::V,dreie seg,পাক খাওয়া
765,schwanken::V,svaie,দোলা
766,schwingen::V,svinge,দোলা
767,fallen::V,falle,পড়া
768,brennen::V,brenne,সেঁকা
769,rauchen::V,ryke,ধোঁয়া ছড়ান
770,regnen::V,regne,বর্ষণ_করা
771,gefrieren::V,fryse,হিমায়িত হওয়া
772,tauen::V,tine,গলা
773,schmelzen::V,smelte,গলা
774,trocknen::V,tørre,শুষ্ক করা
775,sieden::V,koke,ফোঁড়া
776,faulen::V,råtne,ক্ষয় হওয়া
777,verfaulen::V,råtne,ক্ষয় হওয়া 
778,reißen::V,briste,ছিঁড়া
779,versinken::V,synke,ডুবা
780,versinken::V,synke ned,ডুবা
781,vergehen::V,forløpe,যাওয়া
782,erscheinen::V,synes,আসা
783,verschwinden::V,forsvinne,অদৃশ্য হওয়া
784,sinken::V,synke,হ্রাস হওয়া
785,abnehmen::V,avta,হ্রাস হওয়া
786,abnehmen::V,minske,হ্রাস হওয়া
787,zunehmen::V,tilta,বৃদ্ধি পাওয়া
788,steigen::V,stige,ওঠা
789,wachsen::V,gro,বড় হওয়া
790,wachsen::V,vokse,বড় হওয়া
791,glänzen::V,skinne,জ্বলা
792,funkeln::V,tindre,জ্বল্জ্বল করা
793,lärmen::V,bråke,
794,läuten::V,ringe,রুসুঝুসু করা
795,klingeln::V,ringe,বাজা
796,klirren::V,klirre,টুংটাং-শব্দ করা
797,brausen::V,bruse,গর্জন করা
798,rauschen::V,suse,মর্মরধ্বনি করা
799,klingen::V,lyde,শব্দ করা
800,klingen::V,klinge,শব্দ করা
801,bellen::V,gjø,ঘেউ ঘেউ করা
802,bellen::V,bjeffe,ঘেউ ঘেউ করা
803,heulen::V,ule,গর্জন করা
804,blasen::V,blåse,ফুঁ দেওয়া
805,pfeifen::V,plystre,শিস্ দেওয়া
806,schreien::V,skrike,চিৎকার করা
807,stöhnen::V,stønne,গোঁ-গো করা
808,zittern::V,dirre,কাঁপা
809,zittern::V,skjelve,কাঁপা
810,leben::V,leve,বাঁচা
811,geboren werden::V,fødes,জন্মানো
812,atmen::V,ånde,শ্বাস ফেলা
813,atmen::V,puste,শ্বাস ফেলা
814,trinken::V,drikke,পান করা
815,essen::V,spise,ভক্ষণ করা
816,schlucken::V,svelge,গেলা
817,müde werden::V,bli trett,পরিশ্রান্ত হওয়া
818,einschlafen::V,sovne,নিদ্রামগ্ন হওয়া
819,schlafen::V,sove,নিদ্রা যাওয়া
820,aufwachen::V,våkne,জাগা
821,aufstehen::V,stå opp,জাগা
822,sich erholen::V,bli bra,আরাম করা
823,sich erholen::V,komme seg,আরাম করা
824,krank werden::V,bli syk,অসুস্থ হত্তয়া
825,krank sein::V,være syk,রূগ্ণ হত্তয়া
826,schmerzen::V,gjøre vondt,কন্কন করা
827,husten::V,hoste,কাশা
828,genesen::V,komme seg,আরোগ্য হওয়া
829,sterben::V,dø,মারা যাওয়া
830,umkommen::V,omkomme,মারা যাওয়া
831,sich bewegen::V,bevege seg,চলা
832,sich rühren::V,røre på seg,নড়া
833,sich erheben::V,reise seg,উদিত হওয়া
834,sich setzen::V,sette sig,বসা
835,hinfallen::V,falle over ende,পড়া
836,laufen::V,løpe,হাঁটা
837,schreiten::V,skride,হাঁটা
838,spazierengehen::V,spasere,পায়চারি করা
839,spazierengehen::V,gå en tur,পায়চারি করা
840,eilen::V,ile,ত্বরাম্বিত করা
841,sich beeilen::V,skynde seg,ত্বরাম্বিত করা
842,sausen::V,suse,ধেয়ে যাওয়া
843,rennen::V,løpe,চলা
844,springen::V,hoppe,লাফানো
845,springen::V,springe,লাফানো
846,klettern::V,klatre,আরোহণ করা
847,schaukeln::V,huske,দোলা
848,kriechen::V,krype,হামাগুড়ি দেওয়া
849,schwimmen::V,svømme,সাঁতার কাটা
850,tauchen::V,dykke,ডোবা
851,rudern::V,ro,দাঁড় টানা
852,fahren::V,kjøre,চালান
853,fliegen::V,fly,ওড়া
854,gehen::V,gå,যাওয়া
855,weggehen::V,gå bort,প্রস্থান করা
856,abfahren::V,reise,প্রস্থান করা
857,anhalten::V,stanse,থামা
858,hineingehen::V,gå inn,ঢোকা
859,eintreten::V,tre inn,ঢোকা
860,kommen::V,komme,আসা
861,ankommen::V,ankomme,আসা
862,ankommen::V,komme til,আসা
863,zurückkommen::V,komme tilbake,ফিরা
864,bleiben::V,bli,থাকা
865,bleiben::V,forbli,থাকা
866,warten::V,vente,অপেক্ষা করা
867,erwarten::V,vente,অপেক্ষা করা
868,suchen::V,søke,খোঁজ করা
869,finden::V,finne,পাওয়া
870,versuchen::V,prøve,পরখ করা
871,versuchen::V,forsøke,পরখ করা
872,vorbereiten::V,forberede,প্রস্তুত করা
873,lieben::V,elske,ভালবাসা
874,mögen::V,like,পছন্দ করা
875,lachen::V,le,হাসা
876,rühren::V,røre,হৃদয়ম্পর্শ করা
877,weinen::V,gråte,কাঁদা
878,schimpfen::V,skjelle,নালিশ করা
879,sich ärgern::V,ergre seg,রাগ হত্তয়া
880,sich fürchten::V,være redd,ভয় করা
881,fürchten::V,være redd for,ডরা
882,fliehen::V,rømme,পালানো
883,fliehen::V,flykte,পালানো
884,flüchten::V,flykte,পালানো
885,sehen::V,se,দেখা
886,anschauen::V,se på,দেখা
887,anschauen::V,betrakte,দেখা
888,ansehen::V,anse,দেখা
889,hören::V,høre,শোনা
890,zuhören::V,tilhøre,শোনা
891,probieren::V,smake,পরখ করা
892,probieren::V,smake på,পরখ করা
893,riechen::V,lukte,শুঁকা
894,fühlen::V,føle,অনুভব করা
895,scheinen::V,se ut,মনে হত্তয়া
896,zu sehen sein::V,synes,দেখা দেত্তয়া
897,vernehmen::V,få vite,শোনা
898,frieren::V,fryse,শীত লাগা
899,tun::V,gjøre,করা
900,können::V,kunne,পারা
901,wollen::V,ville,ইচ্ছা করা
902,anfangen::V,begynne,আরম্ভ করা
903,beenden::V,avslutte,শেষ করা
904,aufhören::V,slutte,থামা
905,aufhören::V,holde opp,থামা
906,gelingen::V,lykkes,সিদ্ধিলাভ করা
907,geraten::V,bli,পরিণত হত্তয়া
908,öffnen::V,åpne,খোলা
909,schließen::V,lukke,বন্ধ করা
910,schließen::V,stenge,বন্ধ করা
911,stellen::V,stille,স্থাপন করা
912,setzen::V,sette,স্থাপন করা
913,legen::V,legge,স্থাপন করা
914,berühren::V,berøre,স্পর্শ করা
915,verbinden::V,forbinde,সংযুক্ত করা
916,bedecken::V,dekke,ঢাকা
917,aufhängen::V,henge,ঝুলানো
918,aufhängen::V,henge opp,ঝুলানো
919,anzünden::V,tenne,জ্বালান
920,anzünden::V,antenne,জ্বালান
921,anzünden::V,tenne på,জ্বালান
922,aufheben::V,løfte,কুড়াইয়া তোলা
923,aufheben::V,ta opp,কুড়াইয়া তোলা
924,zurücklassen::V,slippe tilbake,পরিত্যাগ করা
925,verlieren::V,miste,হারান
926,fallen lassen::V,droppe,ফেলা
927,fallen lassen::V,la falle,ফেলা
928,machen::V,lage,গঠন করা
929,machen::V,gjøre,গঠন করা
930,herstellen::V,fremstille,সৃষ্টি করা
931,bauen::V,bygge,নির্মাণ করা
932,reparieren::V,reparere,মেরামত করা
933,verbessern::V,rette,উন্নতিলাভ করা
934,verbessern::V,forbedre,উন্নতিলাভ করা
935,ändern::V,forandre,পরিবর্তিত করা
936,graben::V,grave,খনন করা
937,beugen::V,bøye,নোয়া
938,biegen::V,bøye,নোয়া
939,drehen::V,dreie,ঘোরান
940,wenden::V,vende,উলটাইয়া দেত্তয়া
941,umdrehen::V,snu,উলটানো
942,heben::V,heve,উত্তোলন করা
943,hochheben::V,løfte,উঁচু করা
944,ergreifen::V,gripe,দখল করা
945,ergreifen::V,få tak i,দখল করা
946,halten::V,holde,ধরা
947,drücken::V,trykke,টেপা
948,schieben::V,skyve,ঠেলা
949,kratzen::V,klø,চাঁচা
950,kratzen::V,klore,চাঁচা
951,lecken::V,slikke,চাটা
952,beißen::V,bite,দংশন করা
953,abreißen::V,rive av,বিচ্ছিন্ন করা
954,abschneiden::V,skjære av,বিচ্ছিন্ন করা
955,binden::V,binde,বন্ধন করা
956,stecken::V,stikke,বিদ্ধ করা
957,brechen::V,bryte,ভাঙা
958,brechen::V,briste,ভাঙা
959,klopfen::V,banke,আঘাত করা
960,hauen::V,hogge,আঘাত করা
961,kleben::V,klistre,সাঁটা
962,reiben::V,gni,ঘষা
963,streichen::V,stryke,ছড়াইয়া
964,schleifen::V,slipe,ধার দেওয়া
965,schneiden::V,klippe,কাটা
966,rütteln::V,ruske,নাড়ান
967,schütteln::V,riste,নড়া
968,schwenken::V,svinge,দোলা
969,schütten::V,helle,বর্ষণ করা
970,füllen::V,fylle,পরিপূর্ণ করা
971,einwickeln::V,vikle inn,মুড়া
972,tragen::V,bære,বহন করা
973,schleppen::V,slepe,টানা
974,ziehen::V,dra,টানা
975,ziehen::V,trekke,টানা
976,aufbewahren::V,oppbevare,রাখা
977,aufbewahren::V,ta vare på,রাখা
978,werfen::V,kaste,ছুড়া
979,fangen::V,fange,লোফা
980,packen::V,gripe,ধরা
981,packen::V,gripe tak i,ধরা
982,verstecken::V,gjemme,গোপন করা
983,teilen::V,dele,বিভক্ত করা
984,schicken::V,sende,প্রেরণ করা
985,bringen::V,bringe,আনা
986,hinzufügen::V,tilføye,একত্র করা
987,bekommen::V,få,পাওয়া
988,erhalten::V,få,পাওয়া
989,nehmen::V,ta,নেওয়া
990,wählen::V,velge,বাছা
991,auswählen::V,velge ut,বাছা
992,bewahren::V,bevare,বাঁচাইয়া রাখা
993,behindern::V,hindre,বাধা দেওয়া
994,behindern::V,forhindre,বাধা দেওয়া
995,verderben::V,ødelegge,নষ্ট করা
996,beschädigen::V,skade,ক্ষতি করা
997,zerbrechen::V,brekke i stykker,ভাঙ্গিয়া যাওয়া
998,zerreißen::V,rive i stykker,ছিঁড়া
999,zerstören::V,ødelegge,বিনাশ করা
1000,verbrennen::V,brenne,দহন করা
1001,verbrennen::V,brenne opp,দহন করা
1002,geben::V,gi,দেওয়া
1003,reichen::V,rekke,দেওয়া
1004,schenken::V,forære,উপহার দেত্তয়া
1005,schenken::V,skjenke,উপহার দেত্তয়া
1006,versprechen::V,love,প্রতিশ্রুতি দেওয়া
1007,wünschen::V,ønske,আকাঙ্ক্ষা করা
1008,loben::V,rose,প্রশংসা করা
1009,küssen::V,kysse,চুম্বন করা
1010,wiegen::V,vogge,দুলানো
1011,zudecken::V,dekke til,ঢাকা
1012,wecken::V,vekke,জাগানো
1013,zeigen::V,vise,দেখানো
1014,führen::V,føre,পথ দেখানো
1015,lehren::V,lære,শেখানো
1016,unterrichten::V,undervise,শিক্ষা দেওয়া
1017,aufziehen::V,oppdra,পালন করা
1018,leiten::V,lede,পরিচালনা করা
1019,antreiben::V,drive på,চালনা করা
1020,lassen::V,få til å,অনুমতি দেওয়া
1021,einladen::V,be,নিমন্ত্রণ করা
1022,einladen::V,invitere,নিমন্ত্রণ করা
1023,vereinigen::V,forene,এক করা
1024,besuchen::V,besøke,দেখিতে যাওয়া
1025,treffen::V,møte,সন্মুখীন হওয়া
1026,treffen::V,treffe,সন্মুখীন হওয়া
1027,sich versammeln::V,forsamles,জড়ো হওয়া
1028,spielen::V,leke,খেলা
1029,spielen::V,spille,খেলা
1030,singen::V,synge,গাওয়া
1031,tanzen::V,danse,নাচা
1032,sich trennen::V,skilles,পৃথক করা
1033,verlassen::V,forlate,পরিত্যাগ করা
1034,retten::V,redde,উদ্ধার করা
1035,bewachen::V,bevokte,পাহারা দেওয়া
1036,schützen::V,verne,রক্ষা করা
1037,schützen::V,beskytte,রক্ষা করা
1038,verteidigen::V,forsvare,রক্ষা করা
1039,sich schlagen::V,slåss,লড়াই করা
1040,schießen::V,skyte,তীরবেগে ছোটা
1041,siegen::V,seire,জেতা
1042,ärgern::V,ergre,বিরক্ত করা
1043,treten::V,sparke,লাথি মারা
1044,stechen::V,stikke,দংশন করা
1045,stoßen::V,støte,ঠেলা
1046,stehlen::V,stjele,অপহরণ করা
1047,stören::V,forstyrre,ঘাঁটান
1048,belästigen::V,plage,বিরক্ত করা
1049,belästigen::V,sjenere,বিরক্ত করা
1050,verbergen::V,gjemme,গোপন করা
1051,täuschen::V,villede,প্রবঞ্চনা করা
1052,betrügen::V,bedra,প্রতারণা করা
1053,töten::V,drepe,হত্যা করা
1054,wohnen::V,bo,বাস করা
1055,arbeiten::V,arbeide,কাজ করা
1056,sammeln::V,samle,সংগ্রহ করা
1057,pflücken::V,plukke,চয়ন করা
1058,jagen::V,jage,শিকার করা
1059,fischen::V,fiske,মাছ ধরা
1060,fassen::V,fange,ধরা
1061,hüten::V,vokte,যুথভুক্ত করা
1062,treiben::V,drive,চালনা করা
1063,anbinden::V,feste,বন্ধন করা
1064,füttern::V,fore,ভোজন করানো
1065,melken::V,melke,দুগ্ধ দোহন করা
1066,hacken::V,hakke,কাটা
1067,gießen::V,helle,বর্ষণ করা
1068,reifen::V,modne,পাকা
1069,zubereiten::V,lage,রন্ধন করা
1070,zubereiten::V,tilberede,রন্ধন করা
1071,kochen::V,koke,রন্ধন করা
1072,backen::V,bake,সেকা
1073,braten::V,steke,ভাজা
1074,umrühren::V,røre om,নড়ানো
1075,stricken::V,strikke,বোনা
1076,nähen::V,sy,সেলাই করা
1077,färben::V,farge,রঞ্জিত করা
1078,reinigen::V,rense,পরিষ্কার করা
1079,reinigen::V,gjøre ren,পরিষ্কার করা
1080,waschen::V,vaske,পরিষ্কার করা
1081,abwischen::V,tørke av,মুছা
1082,spülen::V,spyle,পরিষ্কার করা
1083,spülen::V,skylle,পরিষ্কার করা
1084,fegen::V,feie,ঝাঁট দেওয়া
1085,kehren::V,koste,ঝাঁট দেওয়া
1086,baden::V,bade,অবগাহন করা
1087,sich waschen::V,vaske seg,ধোয়া
1088,ausziehen::V,ta av,খুলা
1089,anziehen::V,ta på,গায়ে দেত্তয়া
1090,sich anziehen::V,kle på seg,পোশাক পরা
1091,kämmen::V,gre,আঁচড়ানো
1092,kämmen::V,kjemme,আঁচড়ানো
1093,schmücken::V,pynte,সাজান করা
1094,schmücken::V,smykke,সাজান করা
1095,sagen::V,si,উচ্চারণ করা
1096,sprechen::V,snakke,বলা
1097,reden::V,tale,আলাপ করা
1098,reden::V,snakke,আলাপ করা
1099,sich unterhalten::V,samtale,আড্ডা দেওয়া
1100,fragen::V,spørre,জিজ্ঞাসা করা
1101,bitten::V,be,প্রার্থনা করা
1102,erzählen::V,fortelle,বর্ণনা করা
1103,mitteilen::V,meddele,বলা
1104,nennen::V,kalle,নাম দেওয়া
1105,rufen::V,rope,আমন্ত্রণ করা
1106,prahlen::V,skryte,বড়াই করা
1107,übersetzen::V,oversette,ভাষাস্তরিত করা
1108,denken::V,tenke,ভাবা
1109,glauben::V,tro,বিশ্বাস করা
1110,bemerken::V,bemerke,লক্ষ্য করা
1111,bemerken::V,legge merke til,লক্ষ্য করা
1112,erkennen::V,gjenkjenne,চিনিতে পারা
1113,begreifen::V,begripe,উপলব্ধি করা
1114,verstehen::V,forstå,উপলব্ধি করা
1115,verstehen::V,skjønne,উপলব্ধি করা
1116,lernen::V,lære,শেখা
1117,wissen::V,vite,জানা
1118,sich erinnern an::V,huske på,মনে করা
1119,vergessen::V,glemme,বিস্মৃত হওয়া
1120,messen::V,måle,মাপা
1121,zählen::V,telle,গণনা করা
1122,rechnen::V,regne,হিসাব করা
1123,lesen::V,lese,পাঠ করা
1124,malen::V,male,আঁকা
1125,zeichnen::V,tegne,ছকা
1126,schreiben::V,skrive,লেখা
1127,besitzen::V,eie,অধিকার করা
1128,besitzen::V,inneha,অধিকার করা
1129,kaufen::V,kjøpe,ক্রয় করা
1130,verkaufen::V,selge,বেচা
1131,bezahlen::V,betale,প্রদান করা
1132,zahlen::V,betale,প্রদান করা
1133,beherrschen::V,beherske,শাসন করা
1134,ertragen::V,orke,বহন করা
1135,schlagen::V,,আঘাত করা
