,Concept_ID,hu,pl
429,Bild::N,kép,obraz
430,Figur::N,alak,figura
431,Puppe::N,bábu,lalka
432,Beutel::N,zacskó,torba
433,Bündel::N,köteg,wiązka
434,Tasche::N,táska,torba
435,Eimer::N,vödör,kubeł
436,Eimer::N,vödör,wiadro
437,Deckel::N,fedő,przykrywka
438,Deckel::N,fedél,przykrywka
439,Geschirr::N,edény,statki
440,Geschirr::N,edény,naczynia
441,Sack::N,zsák,worek
442,Tasse::N,csésze,filiżanka
443,Topf::N,fazék,garnek
444,Kessel::N,üst,kocioł
445,Kessel::N,bogrács,kocioł
446,Essen::N,evés,jedzenie
447,Essen::N,étkezés,jedzenie
448,Nahrung::N,ennivaló,pokarm
449,Nahrung::N,ennivaló,pożywienie
450,Speise::N,étel,potrawa
451,Speise::N,étel,jedzenie
452,Fleisch::N,hús,mięso
453,Getreide::N,gabona,zboże
454,Brei::N,pép,kasza
455,Brei::N,kása,kasza
456,Brot::N,kenyér,chleb
457,Scheibe::N,szelet,kromka
458,Fett::N,háj,tłuszcz
459,Fett::N,zsír,tłuszcz
460,Butter::N,vaj,masło
461,Öl::N,olaj,olej
462,Salz::N,só,sól
463,Suppe::N,leves,zupa
464,Honig::N,méz,miód
465,Milch::N,tej,mleko
466,Tee::N,tea,herbata
467,Leder::N,bőr,skóra
468,Wolle::N,gyapjú,wełna
469,Stoff::N,szövet,tkanina
470,Stoff::N,szövet,materiał
471,Nadel::N,tű,igła
472,Faden::N,fonál,nić
473,Faden::N,fonál,nitka
474,Knopf::N,gomb,guzik
475,Knoten::N,csomó,węzeł
476,Farbe::N,szín,farba
477,Farbe::N,festék,farba
478,Kleidung::N,ruha,odzież
479,Kleidung::N,ruházat,odzież
480,Hemd::N,ing,koszula
481,Kragen::N,gallér,kołnierz
482,Ärmel::N,ujj,rękaw
483,Hose::N,gatya,spodnie
484,Hose::N,nadrág,spodnie
485,Gürtel::N,öv,pasek
486,Mütze::N,sapka,czapka
487,Schuh::N,cipő,but
488,Schuh::N,cipő,bucik
489,Stiefel::N,csizma,but
490,Stiefel::N,csizma,kozak
491,Ring::N,gyűrű,pierścień
492,Band::N,szalag,wstęga
493,Kamm::N,fésű,grzebień
494,Spiegel::N,tükör,lustro
495,Riemen::N,szíj,rzemień
496,Schnur::N,zsinór,sznur
497,Leine::N,póráz,smycz
498,Decke::N,takaró,kołdra
499,Kissen::N,párna,poduszka
500,Tuch::N,kendő,chustka
501,Handtuch::N,törülköző,ręcznik
502,Kraft::N,erő,moc
503,Kraft::N,erő,siła
504,Stärke::N,erő,moc
505,Stärke::N,erő,siła
506,Stärke::N,erősség,moc
507,Stärke::N,erősség,siła
508,Gesundheit::N,egészség,zdrowie
509,Krankheit::N,kór,choroba
510,Krankheit::N,betegség,choroba
511,Schmerz::N,fájdalom,ból
512,Wunde::N,seb,rana
513,Fieber::N,láz,gorączka
514,Arznei::N,orvosság,lekarstwo
515,Arznei::N,gyógyszer,lekarstwo
516,Brücke::N,híd,most
517,Brunnen::N,kút,studnia
518,Weide::N,legelő,pastwisko
519,Pfad::N,ösvény,ścieżka
520,Weg::N,út,droga
521,Straße::N,út,ulica
522,Dorf::N,falu,wieś
523,Stadt::N,város,miasto
524,Brief::N,levél,list
525,Buch::N,könyv,książka
526,Buchstabe::N,betű,litera
527,Zeitung::N,újság,gazeta
528,Zeitung::N,újság,dziennik
529,Zeitung::N,hírlap,gazeta
530,Zeitung::N,hírlap,dziennik
531,Leben::N,élet,życie
532,Tod::N,halál,śmierć
533,Grab::N,sír,grób
534,Kirche::N,templom,kościół
535,Sünde::N,bűn,grzech
536,Sünde::N,vétek,grzech
537,Gott::N,isten,bóg
538,Arbeiter::N,munkás,robotnik
539,Chef::N,főnök,szef
540,Meister::N,mester,mistrz
541,Meister::N,mester,majster
542,Arzt::N,orvos,lekarz
543,Lehrer::N,tanár,nauczyciel
544,Lehrer::N,tanító,nauczyciel
545,Geld::N,pénz,pieniądze
546,Geschäft::N,üzlet,sprawa
547,Geschäft::N,üzlet,interes
548,Laden::N,bolt,sklep
549,Preis::N,ár,cena
550,Ware::N,áru,towar
551,Nutzen::N,haszon,pożytek
552,Reichtum::N,gazdagság,bogactwo
553,Welt::N,világ,świat
554,Land::N,ország,kraj
555,Staat::N,állam,państwo
556,König::N,király,król
557,Macht::N,hatalom,władza
558,Grenze::N,határ,granica
559,Krieg::N,háború,wojna
560,Feind::N,ellenség,wróg
561,Gewalt::N,erőszak,władza
562,Kampf::N,harc,bój
563,Kampf::N,harc,walka
564,Bogen[Waffe]::N,íj,łuk
565,Pfeil::N,nyíl,strzała
566,Gewehr::N,puska,karabin
567,Gewehr::N,fegyver,karabin
568,Fehler::N,hiba,błąd
569,Lüge::N,hazugság,kłamstwo
570,Schaden::N,kár,szkoda
571,Unglück::N,csapás,nieszczęście
572,Unglück::N,balszerencse,nieszczęście
573,Schuld::N,bűn,wina
574,Alter::N,kor,wiek
575,Schluss::N,vég,koniec
576,Schluss::N,vég,zakończenie
577,Schluss::N,befejezés,koniec
578,Schluss::N,befejezés,zakończenie
579,Zeit::N,idő,czas
580,Tag::N,nap,dzień
581,Morgen::N,reggel,ranek
582,Morgen::N,reggel,poranek
583,Mittag::N,dél,południe
584,Abend::N,este,wieczór
585,Nacht::N,éj,noc
586,Nacht::N,éjszaka,noc
587,Woche::N,hét,tydzień
588,Monat::N,hó,miesiąc
589,Monat::N,hónap,miesiąc
590,Jahr::N,év,rok
591,Frühling::N,tavasz,wiosna
592,Sommer::N,nyár,lato
593,Herbst::N,ősz,jesień
594,Winter::N,tél,zima
595,Januar::N,január,styczeń
596,Februar::N,február,luty
597,März::N,március,marzec
598,April::N,április,kwiecień
599,Mai::N,május,maj
600,Juni::N,június,czerwiec
601,Juli::N,július,lipiec
602,August::N,augusztus,sierpień
603,September::N,szeptember,wrzesień
604,Oktober::N,október,październik
605,November::N,november,listopad
606,Dezember::N,december,grudzień
607,Montag::N,hétfő,poniedziałek
608,Dienstag::N,kedd,wtorek
609,Mittwoch::N,szerda,środa
610,Donnerstag::N,csütörtök,czwartek
611,Freitag::N,péntek,piątek
612,Samstag::N,szombat,sobota
613,Sonntag::N,vasárnap,niedziela
614,groß::A,nagy,duży
615,groß::A,nagy,wielki
616,klein::A,pici,mały
617,klein::A,kicsi,mały
618,lang::A,hosszú,długi
619,kurz::A,rövid,krótki
620,breit::A,széles,szeroki
621,schmal::A,keskeny,wąski
622,dicht::A,sűrű,gęsty
623,dick[Gegenstand]::A,vastag,gruby
624,dünn::A,vékony,cienki
625,fein::A,vékony,drobny
626,fest::A,szilárd,mocny
627,fest::A,szilárd,twardy
628,flach::A,sík,płaski
629,flach::A,lapos,płaski
630,glatt::A,sima,gładki
631,hart::A,kemény,twardy
632,weich::A,puha,miękki
633,rund::A,kerek,okrągły
634,spitz::A,hegyes,spiczasty
635,scharf::A,éles,ostry
636,stumpf::A,tompa,tępy
637,stumpf::A,életlen,tępy
638,schwer::A,nehéz,ciężki
639,schwer::A,súlyos,ciężki
640,schön::A,szép,ładny
641,schön::A,szép,piękny
642,heiß::A,forró,gorący
643,warm::A,meleg,ciepły
644,kalt::A,hideg,zimny
645,kühl::A,hűs,chłodny
646,kühl::A,hűvös,chłodny
647,frisch::A,üde,świeży
648,frisch::A,friss,świeży
649,feucht::A,nedves,wilgotny
650,nass::A,vizes,mokry
651,trocken::A,száraz,suchy
652,voll::A,telt,pełny
653,leer::A,üres,pusty
654,leer::A,üres,próżny
655,offen::A,nyílt,otwarty
656,offen::A,nyitott,otwarty
657,geschlossen::A,zárt,zamknięty
658,geschlossen::A,csukott,zamknięty
659,sauber::A,tiszta,czysty
660,schmutzig::A,piszkos,brudny
661,schmutzig::A,szennyes,brudny
662,roh::A,nyers,surowy
663,reif::A,érett,dojrzały
664,lecker::A,finom,smaczny
665,süß::A,édes,słodki
666,bitter::A,keserű,gorzki
667,sauer::A,savanyú,kwaśny
668,hell::A,világos,jasny
669,dunkel::A,sötét,ciemny
670,schwarz::A,fekete,czarny
671,weiß::A,fehér,biały
672,rot::A,vörös,czerwony
673,gelb::A,sárga,żółty
674,blau::A,kék,błękitny
675,blau::A,kék,niebieski
676,grün::A,zöld,zielony
677,grau::A,ősz,szary
678,grau::A,szürke,szary
679,bunt::A,tarka,barwny
680,bunt::A,színes,barwny
681,billig::A,olcsó,tani
682,teuer::A,drága,drogi
683,wertvoll::A,értékes,cenny
684,blind::A,vak,ślepy
685,taub::A,süket,głuchy
686,kräftig::A,erős,mocny
687,stark::A,erős,silny
688,schwach::A,gyenge,słaby
689,schwach::A,erőtlen,słaby
690,fett::A,hájas,tłusty
691,schlank::A,karcsú,smukły
692,hübsch::A,csinos,ładny
693,böse::A,rossz,zły
694,böse::A,gonosz,zły
695,dumm::A,buta,głupi
696,dumm::A,ostoba,głupi
697,faul::A,lusta,leniwy
698,fleißig::A,szorgalmas,pilny
699,geizig::A,fukar,skąpy
700,geizig::A,fösvény,skąpy
701,klug::A,okos,mądry
702,klug::A,eszes,mądry
703,geschickt::A,ügyes,zręczny
704,lieb::A,drága,miły
705,lieb::A,kedves,miły
706,lustig::A,víg,wesoły
707,lustig::A,vidám,wesoły
708,sanft::A,enyhe,łagodny
709,hungrig::A,éhes,głodny
710,krank::A,beteg,chory
711,nackt::A,csupasz,nagi
712,nackt::A,meztelen,nagi
713,traurig::A,bús,smutny
714,traurig::A,szomorú,smutny
715,lebendig::A,élő,żywy
716,gut::A,jó,dobry
717,schlecht::A,rossz,zły
718,richtig::A,helyes,słuszny
719,richtig::A,helyes,właściwy
720,schlimm::A,rossz,zły
721,wahr::A,igaz,prawdziwy
722,alt::A,ó,stary
723,alt::A,régi,stary
724,neu::A,új,nowy
725,ehemalig::A,volt,były
726,ehemalig::A,egykori,były
727,alt[Lebewesen]::A,öreg,stary
728,jung::A,fiatal,młody
729,arm::A,szegény,ubogi
730,arm::A,szegény,biedny
731,reich::A,gazdag,bogaty
732,bekannt::A,ismert,znany
733,bekannt::A,ismeretes,znany
734,berühmt::A,híres,słynny
735,fremd::A,idegen,obcy
736,fremd::A,idegen,cudzy
737,verschieden::A,különböző,różny
738,nah::A,közeli,bliski
739,fern::A,távoli,daleki
740,linker::A,bal,lewy
741,rechter::A,jobb,prawy
742,anderer::A,más,inny
743,anderer::A,másik,inny
744,erster::A,első,pierwszy
745,zweiter::A,második,drugi
746,dritter::A,harmadik,trzeci
747,letzter::A,utolsó,ostatni
748,allein::ADV,egyedül,sam
749,auf einmal::ADV,egyszerre,naraz
750,zusammen::ADV,együtt,razem
751,zusammen::ADV,összesen,razem
752,lange::ADV,sokáig,długo
753,lange::ADV,hosszan,długo
754,plötzlich::ADV,hirtelen,nagle
755,plötzlich::ADV,egyszerre,nagle
756,sofort::ADV,rögtön,natychmiast
757,sofort::ADV,tüstént,natychmiast
758,später::ADV,későn,później
759,jetzt::ADV,most,teraz
760,jetzt::ADV,most,obecnie
761,heute::ADV,ma,dziś
762,heute::ADV,ma,dzisiaj
763,morgen::ADV,holnap,jutro
764,bald::ADV,majd,wkrótce
765,bald::ADV,nemsokára,wkrótce
766,dann::ADV,akkor,potem
767,gestern::ADV,tegnap,wczoraj
768,einst::ADV,hajdan,kiedyś
769,einst::ADV,hajdan,niegdyś
770,damals::ADV,akkor,wtedy
771,damals::ADV,akkor,wówczas
772,damals::ADV,akkoriban,wtedy
773,damals::ADV,akkoriban,wówczas
774,danach::ADV,azután,następnie
775,vorher::ADV,előbb,przedtem
776,zuerst::ADV,először,naprzód
777,zuerst::ADV,először,najpierw
778,einmal::ADV,egyszer,raz
779,manchmal::ADV,néha,czasem
780,manchmal::ADV,olykor,czasem
781,oft::ADV,sokszor,często
782,immer::ADV,mindig,zawsze
783,niemals::ADV,sohasem,nigdy
784,hier::ADV,itt,tu
785,hier::ADV,itt,tutaj
786,hierhin::ADV,erre,tu
787,von hier::ADV,innen,stąd
788,dort::ADV,ott,tam
789,dorthin::ADV,oda,tam
790,geradeaus::ADV,egyenesen,prosto
791,vorwärts::ADV,előre,naprzód
792,rückwärts::ADV,hátrafelé,wstecz
793,zurück::ADV,hátra,z powrotem
794,zurück::ADV,vissza,z powrotem
795,unten::ADV,alul,u dołu
796,unten::ADV,alul,na dole
797,hinab::ADV,le,na_dół
798,hinab::ADV,le,w_dół
799,hinab::ADV,lefelé,na_dół
800,hinab::ADV,lefelé,w_dół
801,oben::ADV,fenn,w górze
802,oben::ADV,fenn,na górze
803,oben::ADV,felül,w górze
804,oben::ADV,felül,na górze
805,hinauf::ADV,fel,w górę
806,hinauf::ADV,fel,na górę
807,hinauf::ADV,felfelé,w górę
808,hinauf::ADV,felfelé,na górę
809,überall::ADV,mindenütt,wszędzie
810,nicht::ADV,nem,nie
811,ein wenig::ADV,egy kicsit,trochę
812,kaum::ADV,alig,ledwie
813,kaum::ADV,alig,prawie nie
814,sehr::ADV,nagyon,bardzo
815,so::ADV,úgy,tak
816,noch::ADV,még,jeszcze
817,nur::ADV,csak,tylko
818,nur::ADV,csupán,tylko
819,schon::ADV,már,już
820,wieder::ADV,ismét,znów
821,wieder::ADV,ismét,znowu
822,wieder::ADV,megint,znów
823,wieder::ADV,megint,znowu
824,vergebens::ADV,hiába,na próżno
825,vor::PRP,előtt,przed
826,hinter::PRP,mögött,za
827,unter::PRP,alatt,pod
828,durch::PRP,át,przez
829,durch::PRP,keresztül,przez
830,neben::PRP,mellett,obok
