,Concept_ID,ab,nl
741,zuerst::ADV,азнаказы,het eerst
742,zuerst::ADV,аҧхьа,eerst
743,zuerst::ADV,аҧхьа,het eerst
744,einmal::ADV,зны,eens
745,einmal::ADV,зны,eenmaal
746,manchmal::ADV,зны-зынла,soms
747,oft::ADV,лассы-лассы,vaak
748,oft::ADV,лассы-лассы,dikwijls
749,immer::ADV,енагь,altijd
750,immer::ADV,еснагь,altijd
751,niemals::ADV,ианакəызаалак,nooit
752,hier::ADV,ара,hier
753,hier::ADV,абра,hier
754,hier::ADV,араҟа,hier
755,hierhin::ADV,ара,hierheen
756,hierhin::ADV,араҟа,hierheen
757,von hier::ADV,арантә,van hier
758,von hier::ADV,арантә,hiervandaan
759,dort::ADV,уа,daar
760,dort::ADV,уа,ginds
761,dorthin::ADV,уахь,daarheen
762,dorthin::ADV,анахь,daarheen
763,geradeaus::ADV,ишиашоу,rechtuit
764,geradeaus::ADV,ишиашоу,rechtdoor
765,vorwärts::ADV,ҕхьаҟа,vooruit
766,vorwärts::ADV,ҕхьаҟа,voorwaarts
767,rückwärts::ADV,шьҭахьла,achteruit
768,rückwärts::ADV,шьҭахьла,achterwaarts
769,zurück::ADV,шьҭахьҟа,terug
770,unten::ADV,лбаа,beneden
771,unten::ADV,лбаа,onderaan
772,hinab::ADV,алада,omlaag
773,hinab::ADV,алада,naar beneden
774,oben::ADV,хыхь,boven
775,hinauf::ADV,аҩада,omhoog
776,hinauf::ADV,аҩада,naar boven
777,überall::ADV,зегьынцьара,alom
778,überall::ADV,зегьынцьара,overal
779,nicht::ADV,-м,niet
780,ein wenig::ADV,ҕыҭк,wat
781,kaum::ADV,аарлаҳәа,amper
782,kaum::ADV,аарлаҳәа,nauwelijks
783,kaum::ADV,афергьҳәа,amper
784,kaum::ADV,афергьҳәа,nauwelijks
785,sehr::ADV,даара,erg
786,sehr::ADV,даара,zeer
787,so::ADV,ас,zo
788,so::ADV,абас,zo
789,noch::ADV,макьана,nog
790,nur::ADV,заҵәык,maar
791,nur::ADV,заҵәык,alleen
792,schon::ADV,уажәшьҭа,al
793,schon::ADV,уажәшьҭа,reeds
794,schon::ADV,аиҳа ипоу,al
795,schon::ADV,аиҳа ипоу,reeds
796,wieder::ADV,ҿыц,weer
797,wieder::ADV,ҿыц,terug
798,wieder::ADV,дырҩегь,weer
799,wieder::ADV,дырҩегь,terug
800,wieder::ADV,дырҩегьых,weer
801,wieder::ADV,дырҩегьых,terug
802,vergebens::ADV,баша,vergeefs
803,vergebens::ADV,баша,tevergeefs
804,vor::PRP,аҕхьа,voor
805,hinter::PRP,нхыҵ,achter
806,unter::PRP,амҵа,onder
807,unter::PRP,амҵа,beneden
808,unter::PRP,амҵан,onder
809,unter::PRP,амҵан,beneden
810,neben::PRP,ааигуара,naast
811,zwischen::PRP,абжьара,tussen
812,wegen::PRP,-иззы,wegens
813,wegen::PRP,-иззы,vanwege
814,wegen::PRP,-ҟнытә,wegens
815,wegen::PRP,-ҟнытә,vanwege
816,dies::PRN,ари,dit
817,dies::PRN,абри,dit
818,das::PRN,Абни,dat
819,das::PRN,убри,dat
820,alles::PRN,зегьы,alles
821,ich::PRN,са,ik
822,ich::PRN,сара,ik
823,du::PRN,бара,je
824,du::PRN,бара,jij
825,er::PRN,иара,hij
826,wir::PRN,ҳара,we
827,wir::PRN,ҳара,wij
828,ihr::PRN,шәара,jullie
829,sie::PRN,дара,ze
830,sie::PRN,дара,zij
831,wer::FPRN,дарбан,wie
832,wo::FADV,иабыкуу,waar
833,wo::FADV,аба-,waar
834,wo::FADV,ахь-,waar
835,wohin::FADV,иабыкуу,waarheen
836,wohin::FADV,аба-,waarheen
837,wohin::FADV,ахь-,waarheen
838,wie::FADV,-шҕа,hoe
839,warum::FADV,избан,waarom
840,wieviel::FNUM,заҟа,hoeveel
841,eins::NUM,акы,één
842,eins::NUM,аӡәы,één
843,zwei::NUM,ҩба,twee
844,drei::NUM,хҕа,drie
845,vier::NUM,ҕшьба,vier
846,fünf::NUM,хəба,vijf
847,sechs::NUM,фба,zes
848,sieben::NUM,Бжьба,zeven
849,acht::NUM,ааба,acht
850,neun::NUM,жәба,negen
851,zehn::NUM,жәаба,tien
852,elf::NUM,жәеизатәи,elf
853,zwölf::NUM,жәаҩа,twaalf
854,zwanzig::NUM,ҩажәа,twintig
855,dreißig::NUM,ҩажәижәабатәи,dertig
856,vierzig::NUM,ҩынҩажәа,veertig
857,fünfzig::NUM,ҩынҩажәеижәаба,vijftig
858,sechzig::NUM,хынҩажәа,zestig
859,siebzig::NUM,хынҩажәижәаба,zeventig
860,achtzig::NUM,ҕшьынҩажәа,tachtig
861,neunzig::NUM,ҕшьынҩажәижәаба,negentig
862,hundert::NUM,шәкы,honderd
863,tausend::NUM,зқьы,duizend
864,und::CNJ,-и,en
865,oder::CNJ,ма,of
866,stehen::V,агылазаара,staan
867,sitzen::V,атəара,zitten
868,sitzen::V,атəа(заа)ра,zitten
869,liegen::V,аиара,liggen
870,hängen::V,акнаҳара,hangen
871,werden::V,аҟалара,worden
872,passieren::V,аҟалара,gebeuren
873,beginnen::V,алагара,beginnen
874,enden::V,алгара,eindigen
875,wechseln::V,аҽыҧсахра,wijzigen
876,wechseln::V,аҽыҧсахра,veranderen
877,aufgehen[Sonne]::V,агылара,opgaan
878,aufgehen[Sonne]::V,ахашлара,opgaan
879,aufgehen[Sonne]::V,аҩаҵхахара,opgaan
880,untergehen[Sonne]::V,аҭашəара,ondergaan
881,scheinen[Sonne]::V,акаҧхара,schijnen
882,donnern::V,адыдра,donderen
883,wehen::V,асра,waaien
884,strömen::V,акаҭəара,stromen
885,fließen::V,ацара,vloeien
886,sich drehen::V,ахагьежьра,draaien
887,sich drehen::V,ахагьежьра,zich draaien
888,schwanken::V,аҵысра,wankelen
889,schwingen::V,ахызазара,zwieren
890,schwingen::V,акьаандара,zwieren
891,fallen::V,акаҳара,vallen
892,brennen::V,абылра,branden
893,rauchen::V,ахылҵра,roken
894,regnen::V,аура,regenen
895,gefrieren::V,аҵаара,bevriezen
896,tauen::V,аӡҭра,dooien
897,schmelzen::V,ақəӡыҭра,smelten
898,schmelzen::V,аҭəара,smelten
899,trocknen::V,абара,drogen
900,sieden::V,ашра,koken
901,sieden::V,ашра,zieden
902,faulen::V,абаара,rotten
903,verfaulen::V,абаара,verrotten
904,verfaulen::V,аилашра,verrotten
905,reißen::V,аҧжəара,scheuren
906,versinken::V,аӡааҟəрылара,verzinken
907,vergehen::V,ацара,vergaan
908,erscheinen::V,ацəырҵра,opdagen
909,erscheinen::V,ацəырҵра,verschijnen
910,verschwinden::V,аҵашəкəара,verdwijnen
911,sinken::V,атəара,zinken
912,sinken::V,алаҟəра,zinken
913,abnehmen::V,ацӡаара,afnemen
914,abnehmen::V,ацӡаара,verminderen
915,abnehmen::V,аиҵалара,afnemen
916,abnehmen::V,аиҵалара,verminderen
917,zunehmen::V,аҽырҭбаара,toenemen
918,zunehmen::V,аиҵыҵра,toenemen
919,zunehmen::V,арацəахара,toenemen
920,steigen::V,азҳара,stijgen
921,steigen::V,азҳара,omhooggaan
922,steigen::V,ашьҭыҵра,stijgen
923,steigen::V,ашьҭыҵра,omhooggaan
924,steigen::V,адухара,stijgen
925,steigen::V,адухара,omhooggaan
926,steigen::V,ацлара,stijgen
927,steigen::V,ацлара,omhooggaan
928,wachsen::V,азҳара,groeien
929,glänzen::V,ацыр-цырра,glanzen
930,glänzen::V,ацыр-цырра,schitteren
931,glänzen::V,ацыҩ-цыҩра,glanzen
932,glänzen::V,ацыҩ-цыҩра,schitteren
933,glänzen::V,аказказра,glanzen
934,glänzen::V,аказказра,schitteren
935,funkeln::V,ашап-шапра,fonkelen
936,funkeln::V,ацым-цымра,fonkelen
937,lärmen::V,ашьҭыбжьгара,lawaai maken
938,lärmen::V,аҕьҕьаҳәа аилалара,lawaai maken
939,läuten::V,аҵəҵəасра,luiden
940,klingeln::V,аҵəҵəасра,bellen
941,klirren::V,ахьархьарра,rinkelen
942,klirren::V,архьархьарра,rinkelen
943,brausen::V,аилаҽҽара,bruisen
944,brausen::V,еилашуера,bruisen
945,klingen::V,агара,klinken
946,klingen::V,ашьҭыбжь гара,klinken
947,bellen::V,ашра,blaffen
948,heulen::V,ауура,huilen
949,blasen::V,аҭəҳəара,blazen
950,pfeifen::V,ашəшəра,fluiten
951,schreien::V,аҳəҳəара,gillen
952,schreien::V,аҳəҳəара,schreeuwen
953,schreien::V,ахəаара,gillen
954,schreien::V,ахəаара,schreeuwen
955,schreien::V,аҟаара,gillen
956,schreien::V,аҟаара,schreeuwen
957,stöhnen::V,ақьра,steunen
958,zittern::V,аҵыс-ҵысра,beven
959,zittern::V,аҵыс-ҵысра,sidderen
960,leben::V,аҟазаара,leven
961,geboren werden::V,Аира,geboren worden
962,atmen::V,аҕсыҕ лагаҩагара,ademen
963,trinken::V,ажəра,drinken
964,essen::V,акрыфара,eten
965,schlucken::V,албаадара,slikken
966,müde werden::V,ааҕсара,moe worden
967,einschlafen::V,ацəара,inslapen
968,schlafen::V,ацəазаара,slapen
969,aufwachen::V,аҿыхара,ontwaken
970,aufwachen::V,аҿыхара,wakker worden
971,aufstehen::V,Агəылҵра,opstaan
972,sich erholen::V,аҧсшьара,zich ontspannen
973,krank werden::V,ачмазаҩхара,ziek worden
974,krank sein::V,аҳəарҧсарра,ziek zijn
975,schmerzen::V,ахьра,pijn doen
976,husten::V,аимҳәара,hoesten
977,genesen::V,абзиахара,genezen
978,genesen::V,аӷəӷəахара,genezen
979,sterben::V,аҧсра,sterven
980,sterben::V,аҧсра,overlijden
981,umkommen::V,аҭахара,omkomen
982,sich bewegen::V,аиҭаҵра,zich bewegen
983,sich rühren::V,ақəацара,zich verroeren
984,sich erheben::V,аҩагылара,oprijzen
985,sich erheben::V,аҩагылара,verrijzen
986,sich setzen::V,атəара,gaan zitten
987,hinfallen::V,акаҳара,vallen
988,hinfallen::V,акаҳара,neervallen
989,laufen::V,аныҟəара,lopen
990,schreiten::V,ашьаҿа еихгара,stappen
991,schreiten::V,ашьаҿа еихгара,schrijden
992,spazierengehen::V,анеи-ааира,gaan wandelen
993,eilen::V,аццакра,ijlen
994,eilen::V,аццакра,haasten
995,sich beeilen::V,аццакра,zich haasten
996,sausen::V,аҧырра,stuiven
997,sausen::V,иҭрысны,stuiven
998,sausen::V,ишьҭҟьаны ацара,stuiven
999,rennen::V,аҩра,rennen
1000,springen::V,аҧара,springen
1001,klettern::V,ақəлара,klimmen
1002,klettern::V,ақəлара,klauteren
1003,schaukeln::V,аҟəараҟəанҽара,schommelen
1004,kriechen::V,аҳəазара,kruipen
1005,schwimmen::V,аӡсара,zwemmen
1006,tauchen::V,ахəӡааҵəира,duiken
1007,rudern::V,аҵшьра,roeien
1008,fahren::V,акала,rijden
1009,fliegen::V,аҧырра,vliegen
1010,gehen::V,аиҭаҵра,gaan
1011,weggehen::V,ацара,weggaan
1012,abfahren::V,адəықəлара,vertrekken
1013,abfahren::V,ацара,vertrekken
1014,anhalten::V,ааныргылара,stoppen
1015,anhalten::V,ааныргылара,stilhouden
1016,hineingehen::V,аҭалара,ingaan
1017,hineingehen::V,аҭалара,binnengaan
1018,eintreten::V,аҩналара,binnenkomen
1019,kommen::V,аара,komen
1020,kommen::V,ааира,komen
1021,ankommen::V,ааира,aankomen
1022,ankommen::V,аара,aankomen
1023,ankommen::V,анеира,aankomen
1024,zurückkommen::V,азыхынҳəра,terugkomen
1025,bleiben::V,аанхара,blijven
1026,bleiben::V,анхара,blijven
1027,bleiben::V,аангылара,blijven
1028,warten::V,азҧшзаара,wachten
1029,erwarten::V,азҧшра,verwachten
1030,suchen::V,ашьҭазаара,zoeken
1031,finden::V,аҧшаара,vinden
1032,versuchen::V,аҽазкра,proberen
1033,versuchen::V,аҽазкра,beproeven
1034,vorbereiten::V,армазеира,voorbereiden
1035,lieben::V,абзиабара,houden van
1036,mögen::V,агəаҧхара,lusten
1037,mögen::V,агəаҧхара,houden van
1038,lachen::V,аччара,lachen
1039,rühren::V,арҵəуара,roeren
1040,weinen::V,аҵəуара,huilen
1041,weinen::V,аҵəуара,schreien
1042,schimpfen::V,ацəҳара,kijven
1043,schimpfen::V,ацəҳара,schelden
1044,sich ärgern::V,агəаара,zich ergeren
1045,sich fürchten::V,аӡыӡара,bang zijn
1046,fürchten::V,ацəшəара,vrezen
1047,fliehen::V,абналара,vluchten
1048,fliehen::V,ацəцара,vluchten
1049,flüchten::V,абналара,ontsnappen
1050,flüchten::V,абналара,ontkomen
1051,flüchten::V,ацəцара,ontsnappen
1052,flüchten::V,ацəцара,ontkomen
1053,sehen::V,абара,zien
1054,anschauen::V,ахəаҧшра,aankijken
1055,ansehen::V,ахəаҧшра,aanzien
1056,ansehen::V,ахəаҧшра,bekijken
1057,hören::V,аҳара,horen
1058,zuhören::V,азыӡырҩра,luisteren
1059,probieren::V,аҧышəара,proeven
1060,riechen::V,афыҩра,ruiken
1061,fühlen::V,анырра,voelen
1062,fühlen::V,ацәакырра,voelen
1063,scheinen::V,шәа,lijken
1064,scheinen::V,аацәырҵа,lijken
1065,vernehmen::V,аҳара,vernemen
1066,frieren::V,ашəра,het koud hebben
1067,frieren::V,аҵаара,het koud hebben
1068,tun::V,аҟаҵара,doen
1069,können::V,алшара,kunnen
1070,wollen::V,аҭахра,willen
1071,anfangen::V,алагара,beginnen
1072,anfangen::V,алагара,aanvangen
1073,beenden::V,алгара,beëindigen
1074,aufhören::V,аҟəыҵра,ophouden
1075,gelingen::V,аура,lukken
1076,gelingen::V,аура,gelukken
1077,gelingen::V,аманшəалахара,lukken
1078,gelingen::V,аманшəалахара,gelukken
1079,gelingen::V,алҵра,lukken
1080,gelingen::V,алҵра,gelukken
1081,geraten::V,нзаарын,uitvallen
1082,öffnen::V,аартра,openen
1083,öffnen::V,аартра,opendoen
1084,schließen::V,аркра,sluiten
1085,schließen::V,аркра,dichtdoen
1086,stellen::V,аргылара,stellen
1087,stellen::V,аргылара,plaatsen
1088,setzen::V,артəара,zetten
1089,setzen::V,артəара,plaatsen
1090,legen::V,ақəҵара,leggen
1091,berühren::V,акьысра,aanraken
1092,berühren::V,алакьысра,aanraken
1093,verbinden::V,аҿаҳəара,verbinden
1094,bedecken::V,ақəршəра,bedekken
1095,aufhängen::V,акнаҳара,ophangen
1096,anzünden::V,аркра,aansteken
1097,aufheben::V,ашьҭыхра,oprapen
1098,zurücklassen::V,аныжьра,achterlaten
1099,verlieren::V,ацəыӡра,verliezen
1100,fallen lassen::V,ацəкаҳара,laten vallen
1101,machen::V,ачаҧара,maken
1102,herstellen::V,аиҵдара,produceren
1103,herstellen::V,аиҵдара,voortbrengen
1104,bauen::V,аргылара,bouwen
1105,reparieren::V,арҽеира,repareren
1106,reparieren::V,арҽеира,herstellen
1107,verbessern::V,аиҕьтəра,verbeteren
1108,ändern::V,аҧсахра,wijzigen
1109,ändern::V,аҧсахра,veranderen
1110,graben::V,ажра,graven
1111,beugen::V,арҟəра,buigen
1112,beugen::V,архəара,buigen
1113,biegen::V,арҟəра,buigen
1114,biegen::V,архəара,buigen
1115,drehen::V,аргьежьра,draaien
1116,umdrehen::V,аарҳәра,omdraaien
1117,heben::V,аҩахара,heffen
1118,heben::V,аҩахара,optillen
1119,heben::V,араҳара,heffen
1120,heben::V,араҳара,optillen
1121,hochheben::V,ахагалара,tillen
1122,hochheben::V,ашьҭҳəара,tillen
1123,halten::V,акра,houden
1124,drücken::V,ақəрӷəӷəара,drukken
1125,schieben::V,аҵгəара,duwen
1126,schieben::V,аҵгəара,schuiven
1127,schieben::V,агəара,duwen
1128,schieben::V,агəара,schuiven
1129,kratzen::V,ацəҟьара,krassen
1130,lecken::V,арбзара,likken
1131,beißen::V,ацҳара,bijten
1132,abreißen::V,амжəара,afrukken
1133,abreißen::V,амжəара,afscheuren
1134,abschneiden::V,ахҵəара,afsnijden
1135,abschneiden::V,аҿахҵəара,afsnijden
1136,binden::V,аҿаҳəара,binden
1137,stecken::V,алаҵара,steken
1138,brechen::V,аҧҵəара,breken
1139,klopfen::V,асра,kloppen
1140,hauen::V,ақəкшара,houwen
1141,kleben::V,аҷабра,plakken
1142,reiben::V,арҟəыҷра,wrijven
1143,streichen::V,ахьшьра,smeren
1144,schleifen::V,ахра,slijpen
1145,schneiden::V,аҧҟара,snijden
1146,rütteln::V,арҵысра,schudden
1147,schütteln::V,аршəшəара,schudden
1148,schwenken::V,аҟьара,wuiven
1149,schwenken::V,аҟьара,zwaaien
1150,schütten::V,аҭаҭəара,gieten
1151,schütten::V,аҭаҭəара,storten
1152,füllen::V,арҭəра,vullen
1153,einwickeln::V,алаҳəара,inwikkelen
1154,tragen::V,аҩагара,dragen
1155,schleppen::V,арҳəазара,slepen
1156,ziehen::V,ахара,trekken
1157,aufbewahren::V,аҵəахра,bewaren
1158,werfen::V,аршəра,gooien
1159,fangen::V,акра,vangen
1160,packen::V,анкра,pakken
1161,packen::V,анкра,vastpakken
1162,packen::V,аҵкаара,pakken
1163,packen::V,аҵкаара,vastpakken
1164,verstecken::V,аҵəахра,verstoppen
1165,teilen::V,ашара,delen
1166,schicken::V,ашьҭра,sturen
1167,bringen::V,аагара,brengen
1168,hinzufügen::V,ацҵара,toevoegen
1169,bekommen::V,аҧшаара,verkrijgen
1170,bekommen::V,архиара,verkrijgen
1171,bekommen::V,аура,verkrijgen
1172,erhalten::V,аиура,krijgen
1173,nehmen::V,агара,nemen
1174,wählen::V,алҧшаара,kiezen
1175,wählen::V,алҧшаара,verkiezen
1176,auswählen::V,алхра,uitkiezen
1177,behindern::V,аҧырхагахара,hinderen
1178,verderben::V,алгара,bederven
1179,verderben::V,абжьыхра,bederven
1180,verderben::V,аҧхасҭатəра,bederven
1181,beschädigen::V,аҧхасҭатəра,beschadigen
1182,zerbrechen::V,аҧҽра,breken
1183,zerbrechen::V,аҧҽра,stukbreken
1184,zerreißen::V,аҧжəара,scheuren
1185,zerreißen::V,аҧжəара,verscheuren
1186,zerstören::V,аилаҧыххаара,vernielen
1187,verbrennen::V,абылра,branden
1188,verbrennen::V,абылра,verbranden
1189,geben::V,аҭара,geven
1190,reichen::V,аҭара,reiken
1191,reichen::V,аҭара,aanreiken
1192,schenken::V,аҩгара,schenken
1193,versprechen::V,ақəргəыӷра,beloven
1194,loben::V,арҽхəара,loven
1195,loben::V,арҽхəара,prijzen
1196,küssen::V,агəӡра,kussen
1197,zudecken::V,аҵахҩара,toedekken
1198,zudecken::V,ақəршəра,toedekken
1199,wecken::V,арҿыхара,wekken
1200,zeigen::V,арбара,tonen
1201,zeigen::V,арбара,wijzen
1202,führen::V,аныҟəгара,voeren
1203,lehren::V,арҵара,leren
1204,unterrichten::V,арҧхьара,onderwijzen
1205,aufziehen::V,ааӡара,grootbrengen
1206,leiten::V,ахагылазаара,leiden
1207,antreiben::V,арццакра,aandrijven
1208,lassen::V,арҟаҵара,laten
1209,einladen::V,ааҕхьара,uitnodigen
1210,einladen::V,анаҧхьара,uitnodigen
1211,vereinigen::V,аилаҵара,verenigen
1212,besuchen::V,абара,bezoeken
1213,treffen::V,аҧылара,treffen
1214,treffen::V,аҧылара,ontmoeten
1215,sich versammeln::V,аизара,zich verzamelen
1216,spielen::V,ахəмарра,spelen
1217,singen::V,ашəаҳəара,zingen
1218,tanzen::V,акəашара,dansen
1219,sich trennen::V,аилыҵра,van elkaar gaan
1220,verlassen::V,акажьра,verlaten
1221,retten::V,Аиқəрхара,redden
1222,bewachen::V,ахьчара,bewaken
1223,schützen::V,ацəыхьчара,beschermen
1224,verteidigen::V,ахьчара,verdedigen
1225,sich schlagen::V,аисра,knokken
1226,schießen::V,ахысра,schieten
1227,siegen::V,аиааира,overwinnen
1228,ärgern::V,аргəаара,ergeren
1229,schlagen::V,асра,slaan
1230,schlagen::V,аҭасра,slaan
1231,stechen::V,алакшара,steken
1232,stechen::V,алакшара,prikken
1233,stoßen::V,агəҭасра,stoten
1234,stehlen::V,аӡара,stelen
1235,stören::V,аҧырхагахара,storen
1236,stören::V,аҧырхагахара,verstoren
1237,belästigen::V,аргəамҵра,lastig vallen
1238,verbergen::V,аӡара,verbergen
1239,täuschen::V,ажьара,misleiden
1240,betrügen::V,ажьара,bedriegen
1241,töten::V,ашьра,doden
1242,wohnen::V,анхара,wonen
1243,arbeiten::V,аусура,werken
1244,sammeln::V,аҟəшəара,inzamelen
1245,sammeln::V,аҟəшəара,verzamelen
1246,pflücken::V,аҿыршəара,plukken
1247,pflücken::V,аҿыхра,plukken
1248,jagen::V,ашəарыцара,jagen
1249,fischen::V,аҧсыӡ икуеит,vissen
1250,fassen::V,акра,vangen
1251,hüten::V,арҳəра,hoeden
1252,hüten::V,ахьчара,hoeden
1253,treiben::V,акацара,drijven
1254,anbinden::V,адҳəалара,vastbinden
1255,füttern::V,акырҿаҵара,voeren
1256,melken::V,ахьара,melken
1257,hacken::V,аҟəаҟəара,hakken
1258,gießen::V,аҵаҭəара,gieten
1259,reifen::V,ашəра,rijpen
1260,reifen::V,аҟалара,rijpen
1261,zubereiten::V,ацура,klaarmaken
1262,zubereiten::V,ацура,toebereiden
1263,kochen::V,ажəра,koken
1264,backen::V,аӡра,bakken
1265,braten::V,аӡра,braden
1266,umrühren::V,аилрыхра,omroeren
1267,stricken::V,аҧара,breien
1268,nähen::V,аӡахра,naaien
1269,färben::V,ашəра,verven
1270,färben::V,ашəра,kleuren
1271,reinigen::V,арыцқьара,reinigen
1272,waschen::V,аӡәӡәара,wassen
1273,abwischen::V,арбара,afvegen
1274,spülen::V,аҭыршара,spoelen
1275,spülen::V,аҭыршара,afwassen
1276,fegen::V,аҧссара,vegen
1277,baden::V,аҽыкəабара,baden
1278,sich waschen::V,аҽыӡəӡəара,zich wassen
1279,ausziehen::V,ашəыхра,uittrekken
1280,anziehen::V,ашəҵара,aantrekken
1281,sich anziehen::V,аҽеилаҳəара,zich aankleden
1282,kämmen::V,аҳəара,kammen
1283,schmücken::V,арҧшӡара,tooien
1284,sagen::V,аҳəара,zeggen
1285,sprechen::V,ацəажəара,spreken
1286,reden::V,ацəажəара,praten
1287,reden::V,аицәажәара,praten
1288,sich unterhalten::V,аицәажәара,zich onderhouden
1289,fragen::V,азҵаара,vragen
1290,bitten::V,аҳəара,vragen
1291,bitten::V,аҳəара,verzoeken
1292,erzählen::V,аҳəара,vertellen
1293,mitteilen::V,азыцҳара,meedelen
1294,nennen::V,ахьӡҵара,noemen
1295,rufen::V,азҿыҭра,roepen
1296,prahlen::V,аҽхəара,pralen
1297,übersetzen::V,аиҭагара,vertalen
1298,denken::V,азхəыцра,denken
1299,glauben::V,ахаҵара,geloven
1300,bemerken::V,агəаҭара,bemerken
1301,erkennen::V,адырра,herkennen
1302,begreifen::V,аилкаара,begrijpen
1303,verstehen::V,аҳара,verstaan
1304,lernen::V,аҵара,leren
1305,wissen::V,адырра,weten
1306,sich erinnern an::V,агəаларшəара,zich herinneren aan
1307,vergessen::V,ахашҭра,vergeten
1308,messen::V,ашəара,meten
1309,zählen::V,аҧхьаӡара,tellen
1310,rechnen::V,аҳасабра,rekenen
1311,lesen::V,аҧхьара,lezen
1312,besitzen::V,амазаара,bezitten
1313,kaufen::V,Аахəара,kopen
1314,verkaufen::V,аҭира,verkopen
1315,bezahlen::V,ахҭынҵара,betalen
1316,bezahlen::V,ашəара,betalen
1317,zahlen::V,ашəара,betalen
1318,ertragen::V,ачҳара,verdragen
1319,Moor::N,,veen
1320,Kralle::N,,klauw
1321,Schwarm::N,,zwerm
1322,Sache::N,,zaak
1323,Menge::N,,hoeveelheid
1324,Essen::N,,eten
1325,Geschäft::N,,zaak
1326,Monat::N,,maand
1327,Jahr::N,,jaar
1328,dünn::A,,dun
1329,roh::A,,rauw
1330,durch::PRP,,door
1331,was::FPRN,,wat
1332,rauschen::V,,ruisen
1333,zu sehen sein::V,,te zien zijn
1334,wenden::V,,keren
1335,wenden::V,,wenden
1336,ergreifen::V,,pakken
1337,ergreifen::V,,grijpen
1338,bewahren::V,,bewaren
1339,wünschen::V,,wensen
1340,wiegen::V,,wiegen
1341,treten::V,,trappen
1342,treten::V,,schoppen
1343,kehren::V,,vegen
1344,malen::V,,schilderen
1345,zeichnen::V,,tekenen
1346,schreiben::V,,schrijven
1347,beherrschen::V,,beheersen
