,Concept_ID,es,ba
778,geradeaus::ADV,todo derecho,тура
779,vorwärts::ADV,adelante,алға
780,rückwärts::ADV,hacia atrás,кирегә
781,zurück::ADV,atrás,кирегә
782,unten::ADV,abajo,түбәндә
783,hinab::ADV,hacia abajo,түбәнгә
784,oben::ADV,arriba,юғарыла
785,hinauf::ADV,hacia arriba,юғарыға
786,überall::ADV,por todas partes,бөтә урында
787,nicht::ADV,no,тугел
788,ein wenig::ADV,un poco,аҙ
789,kaum::ADV,apenas,көскә
790,kaum::ADV,apenas,саҡ-саҡ
791,sehr::ADV,muy,ифат
792,sehr::ADV,mucho,ифат
793,so::ADV,tan,шулай
794,noch::ADV,aún,йәнә
795,noch::ADV,todavía,йәнә
796,nur::ADV,solamente,бары
797,schon::ADV,ya,инде
798,wieder::ADV,de nuevo,тағы
799,vergebens::ADV,en vano,бушҡа
800,vor::PRP,antes de,алдында
801,vor::PRP,delante de,алдында
802,hinter::PRP,tras,артында
803,hinter::PRP,detrás de,артында
804,unter::PRP,bajo,аҫтында
805,unter::PRP,debajo de,аҫтында
806,durch::PRP,por,үтә
807,durch::PRP,a través de,үтә
808,neben::PRP,al lado de,эргәһендә
809,zwischen::PRP,entre,араһында
810,wegen::PRP,por,өсөн
811,wegen::PRP,por,сәбәпле
812,wegen::PRP,a causa de,өсөн
813,wegen::PRP,a causa de,сәбәпле
814,dies::PRN,esto,был
815,dies::PRN,esto,ошо
816,das::PRN,eso,ул
817,das::PRN,esto,ул
818,alles::PRN,todo,бөтә
819,ich::PRN,yo,мин
820,du::PRN,tú,һин
821,er::PRN,él,ул
822,wir::PRN,nosotros,беҙ
823,ihr::PRN,vosotros,һеҙ
824,sie::PRN,ellos,улар
825,was::FPRN,qué,ә
826,was::FPRN,qué,ни
827,was::FPRN,qué,нәмә
828,wer::FPRN,quién,ҡем
829,wo::FADV,dónde,ҡайҙа
830,wohin::FADV,adónde,ҡайҙа
831,wohin::FADV,hacia dónde,ҡайҙа
832,wie::FADV,cómo,инидәй
833,warum::FADV,por qué,ин өсөн
834,wieviel::FNUM,cuánto,күпме
835,eins::NUM,uno,бер
836,zwei::NUM,dos,ике
837,zwei::NUM,dos,икәү
838,drei::NUM,tres,өс
839,vier::NUM,cuatro,дүрт
840,fünf::NUM,cinco,биш
841,sechs::NUM,seis,алты
842,sieben::NUM,siete,ете
843,acht::NUM,ocho,һигеҙ
844,neun::NUM,nueve,туғыҙ
845,zehn::NUM,diez,ун
846,elf::NUM,once,ун бер
847,zwölf::NUM,doce,ун ике
848,zwanzig::NUM,veinte,егерме
849,dreißig::NUM,treinta,утыҙ
850,vierzig::NUM,cuarenta,ҡырҡ
851,fünfzig::NUM,cincuenta,илле
852,sechzig::NUM,sesenta,алтмыш
853,siebzig::NUM,setenta,етмеш
854,achtzig::NUM,ochenta,һикһән
855,neunzig::NUM,noventa,туҡһан
856,hundert::NUM,cien,йөҙ
857,hundert::NUM,ciento,йөҙ
858,tausend::NUM,mil,мең
859,und::CNJ,y,да
860,oder::CNJ,o,йәки
861,stehen::V,estar de pie,тороу
862,sitzen::V,estar sentado,ултырыу
863,liegen::V,yacer,ятыу
864,liegen::V,estar acostado,ятыу
865,hängen::V,pender,аҫылынып тороу
866,werden::V,hacerse,булыу
867,passieren::V,suceder,булыу
868,beginnen::V,iniciarse,башлау
869,beginnen::V,principiar,башлау
870,enden::V,acabar,бөтөү
871,enden::V,acabar,тамамланыү
872,enden::V,terminar,бөтөү
873,enden::V,terminar,тамамланыү
874,wechseln::V,variar,үҙгәреү
875,wechseln::V,alternar,үҙгәреү
876,aufgehen[Sonne]::V,salir,ҡалҡыу
877,untergehen[Sonne]::V,ponerse,байыу
878,untergehen[Sonne]::V,descender,байыу
879,scheinen[Sonne]::V,brillar,яҡтыртып тороу
880,donnern::V,tronar,күкрәү
881,wehen::V,soplar,иҫеү
882,strömen::V,afluir,ташыу
883,fließen::V,fluir,ағыу
884,fließen::V,correr,ағыу
885,sich drehen::V,girar,әйләнеү
886,schwanken::V,vacilar,тирбәлеү
887,schwingen::V,oscilar,бәүетеү
888,fallen::V,caer,йығылыу
889,brennen::V,arder,яныу
890,brennen::V,quemar,яныу
891,rauchen::V,humear,төтәү
892,rauchen::V,echar humo,төтәү
893,regnen::V,llover,ямғыр яуа
894,gefrieren::V,helarse,туңыү
895,tauen::V,deshelarse,иреү
896,schmelzen::V,fundirse,иреү
897,schmelzen::V,derretirse,иреү
898,trocknen::V,secarse,кибеү
899,sieden::V,hervir,ҡайнау
900,faulen::V,pudrirse,сереу
901,verfaulen::V,pudrirse,сереу
902,reißen::V,romperse,өҙөү
903,reißen::V,romperse,йыртылыу
904,versinken::V,hundirse,батыу
905,vergehen::V,pasar,үтеү
906,erscheinen::V,aparecer,килеп сығыу
907,verschwinden::V,desaparecer,юғалыу
908,sinken::V,bajar,түбәнәйеү
909,abnehmen::V,decrecer,кәметеү
910,abnehmen::V,disminuir,кәметеү
911,zunehmen::V,crecer,артыу
912,zunehmen::V,aumentar,артыу
913,steigen::V,subir,күтәрелеү
914,steigen::V,ascender,күтәрелеү
915,wachsen::V,crecer,үҫеү
916,glänzen::V,brillar,ялтырау
917,glänzen::V,resplandecer,ялтырау
918,funkeln::V,chispear,баҙлау
919,lärmen::V,hacer ruido,шаулау
920,läuten::V,sonar,ҡағыу
921,läuten::V,repicar,ҡағыу
922,klingeln::V,tocar el timbre,ҡағыу
923,klingeln::V,tocar el timbre,шылтыратыу
924,klirren::V,tintinear,шылтыратыу
925,brausen::V,zumbar,ҡотороноу
926,rauschen::V,murmurar,шыптырлау
927,klingen::V,sonar,яңғырау
928,bellen::V,ladrar,өрөү
929,heulen::V,ulular,олоу
930,blasen::V,soplar,өрөү
931,pfeifen::V,silbar,һызғырып ебәреү
932,schreien::V,gritar,ҡысҡырыу
933,stöhnen::V,gemir,уңғырашыу
934,zittern::V,temblar,ҡалтырау
935,leben::V,vivir,йәшәү
936,geboren werden::V,nacer,тыуыу
937,atmen::V,respirar,тын алыү
938,trinken::V,beber,эсеү
939,essen::V,comer,ашау
940,schlucken::V,tragar,йотоу
941,müde werden::V,cansarse,арыу
942,müde werden::V,fatigarse,арыу
943,einschlafen::V,dormirse,йоҡлап китеү
944,schlafen::V,dormir,йоҡлау
945,aufwachen::V,despertarse,уяныу
946,aufstehen::V,levantarse,тороу
947,sich erholen::V,reposar,ял итеү
948,sich erholen::V,descansar,ял итеү
949,krank werden::V,caer enfermo,сирләү
950,krank sein::V,estar enfermo,сирләү
951,schmerzen::V,doler,ауыртыу
952,husten::V,toser,йүтәлләү
953,genesen::V,convalecer,һауығыу
954,genesen::V,restablecerse,һауығыу
955,sterben::V,morir,үлеү
956,umkommen::V,perecer,һәләк булыу
957,sich bewegen::V,moverse,хәрәкәт итеү
958,sich rühren::V,rebullir,ҡуҙғалыу
959,sich erheben::V,levantarse,тороу
960,sich setzen::V,sentarse,ултырыу
961,hinfallen::V,caerse,ҡолау
962,laufen::V,andar,йөрөү
963,schreiten::V,proceder,атлау
964,spazierengehen::V,pasear,ял итеп йороү
965,spazierengehen::V,pasearse,ял итеп йороү
966,eilen::V,correr prisa,ашығыу
967,eilen::V,correr prisa,ҡабаланыу
968,sich beeilen::V,darse prisa,ашығыу
969,sich beeilen::V,darse prisa,ҡабаланыу
970,sausen::V,correr,елеү
971,rennen::V,correr,йүгеп йөрөү
972,springen::V,saltar,һикереү
973,klettern::V,trepar,үрмәләү
974,klettern::V,trepar,үрмәләп менеү
975,klettern::V,escalar,үрмәләү
976,klettern::V,escalar,үрмәләп менеү
977,schaukeln::V,bambolearse,сайҡалыу
978,kriechen::V,reptar,шыуышыу
979,kriechen::V,arrastrarse,шыуышыу
980,schwimmen::V,nadar,йоҙөү
981,tauchen::V,bucear,сумыу
982,tauchen::V,sumergirse,сумыу
983,rudern::V,remar,ишеү
984,fahren::V,ir,йөрөү
985,fliegen::V,volar,осоу
986,gehen::V,ir,барыу
987,gehen::V,andar,барыу
988,weggehen::V,irse,китеү
989,weggehen::V,marcharse,китеү
990,abfahren::V,salir,сығыу
991,abfahren::V,partir,сығыу
992,anhalten::V,parar,тукталыу
993,anhalten::V,pararse,тукталыу
994,hineingehen::V,entrar,инеү
995,eintreten::V,entrar,инеү
996,kommen::V,venir,килеү
997,ankommen::V,llegar,килеү
998,zurückkommen::V,volver,ҡайтыу
999,zurückkommen::V,regresar,ҡайтыу
1000,bleiben::V,quedarse,ҡалыу
1001,warten::V,esperar,көтөп тороу
1002,erwarten::V,esperar,көтөү
1003,suchen::V,buscar,эҙләү
1004,finden::V,hallar,табыу
1005,finden::V,encontrar,табыу
1006,versuchen::V,intentar,тырышып ҡарау
1007,vorbereiten::V,preparar,әҙерләү
1008,lieben::V,amar,яратыу
1009,lieben::V,querer,яратыу
1010,mögen::V,querer,һөйөү
1011,mögen::V,querer,яратыу
1012,lachen::V,reír,көлөү
1013,rühren::V,conmover,ҡағылыу
1014,weinen::V,llorar,илау
1015,schimpfen::V,regañar,һүгенеү
1016,schimpfen::V,regañar,тиргәнеү
1017,schimpfen::V,regañar,һуҡраныу
1018,sich ärgern::V,enfadarse,асыуланыу
1019,sich fürchten::V,tener miedo,ҡурҡыу
1020,fürchten::V,temer,ҡурҡыу
1021,fürchten::V,tener miedo a,ҡурҡыу
1022,fliehen::V,huir,ҡасыу
1023,flüchten::V,escaparse,ҡасыу
1024,sehen::V,ver,күреү
1025,anschauen::V,mirar,ҡарау
1026,ansehen::V,mirar,ҡарау
1027,ansehen::V,mirar,тикшереү
1028,hören::V,oír,ишетеү
1029,zuhören::V,escuchar,тыңлау
1030,probieren::V,probar,татыу
1031,probieren::V,degustar,татыу
1032,riechen::V,oler,еҫкәү
1033,fühlen::V,sentir,тойоу
1034,scheinen::V,parecer,кеүек күренеү
1035,scheinen::V,parecer,тойолоу
1036,zu sehen sein::V,poder verse,күренеү
1037,vernehmen::V,oír,ишетеү
1038,vernehmen::V,percibir,ишетеү
1039,frieren::V,tener frío,туңыү
1040,tun::V,hacer,яһау
1041,tun::V,hacer,әшләү
1042,können::V,poder,алыу
1043,können::V,poder,мөмкин булыу
1044,wollen::V,querer,теләү
1045,anfangen::V,iniciar,башлау
1046,beenden::V,acabar,бөтөрөү
1047,beenden::V,acabar,тамамлау
1048,beenden::V,terminar,бөтөрөү
1049,beenden::V,terminar,тамамлау
1050,aufhören::V,cesar,туктау
1051,gelingen::V,salir bien,уңышлы булыу
1052,geraten::V,salir,булып сығыу
1053,geraten::V,dar resultado,булып сығыу
1054,öffnen::V,abrir,асыу
1055,schließen::V,cerrar,йомоу
1056,stellen::V,poner,ҡуйыу
1057,stellen::V,colocar,ҡуйыу
1058,setzen::V,poner,урынлаштырыу
1059,setzen::V,colocar,урынлаштырыу
1060,legen::V,poner,һалыу
1061,berühren::V,tocar,тейеү
1062,berühren::V,tocar,ҡағылыу
1063,verbinden::V,unir,ҡушыу
1064,verbinden::V,unir,бәйләү
1065,verbinden::V,juntar,ҡушыу
1066,verbinden::V,juntar,бәйләү
1067,bedecken::V,tapar,ҡаплау
1068,bedecken::V,cubrir,ҡаплау
1069,aufhängen::V,colgar,элеү
1070,anzünden::V,encender,тоҡандырыу
1071,aufheben::V,recoger,мендереү
1072,zurücklassen::V,dejar,ҡалдырыу
1073,verlieren::V,perder,юғалтыу
1074,fallen lassen::V,dejar caer,төшөрөп ебәреү
1075,machen::V,hacer,яһау
1076,machen::V,hacer,эшләү
1077,herstellen::V,fabricar,эшләп сығарыу
1078,bauen::V,construir,төҙөү
1079,reparieren::V,reparar,төҙәтеү
1080,verbessern::V,mejorar,яҡшыртыу
1081,ändern::V,mudar,үҙгәртеү
1082,ändern::V,modificar,үҙгәртеү
1083,graben::V,cavar,ҡаҙыу
1084,beugen::V,doblar,бөгөү
1085,beugen::V,inclinar,бөгөү
1086,biegen::V,doblar,бөгөү
1087,drehen::V,volver,өйрөлтөү
1088,drehen::V,volver,әйләндереү
1089,drehen::V,hacer girar,өйрөлтөү
1090,drehen::V,hacer girar,әйләндереү
1091,wenden::V,volver,әйләндереү
1092,umdrehen::V,revolver,түңкәреү
1093,heben::V,levantar,күтәреү
1094,heben::V,levantar,мендереү
1095,hochheben::V,alzar,күтәреү
1096,ergreifen::V,coger,тотоп алыу
1097,halten::V,tener,тотоу
1098,drücken::V,apretar,ҡыҫыу
1099,schieben::V,empujar,этеү
1100,schieben::V,empujar,төртөү
1101,kratzen::V,rascar,ҡырыу
1102,lecken::V,lamer,ялау
1103,beißen::V,morder,тешләү
1104,abreißen::V,arrancar,өҙөү
1105,abschneiden::V,cortar,ҡырҡыу
1106,binden::V,atar,бәйләү
1107,stecken::V,meter,ҡаҙау
1108,brechen::V,romper,боҙоу
1109,brechen::V,quebrar,боҙоу
1110,klopfen::V,golpear,шаҡылдау
1111,hauen::V,pegar,туҡмау
1112,kleben::V,pegar,йәбештереү
1113,kleben::V,encolar,йәбештереү
1114,reiben::V,frotar,ыуыу
1115,reiben::V,frotar,ышҡыу
1116,streichen::V,untar,яғыу
1117,streichen::V,recubrir,яғыу
1118,schleifen::V,afilar,үткерләү
1119,schneiden::V,cortar,ҡырҡыу
1120,rütteln::V,agitar,һелкетеү
1121,schütteln::V,agitar,һелкетеү
1122,schütteln::V,sacudir,һелкетеү
1123,schwenken::V,menear,болғау
1124,schütten::V,verter,ҡойоу
1125,füllen::V,llenar,тултырыу
1126,einwickeln::V,envolver,төрөү
1127,tragen::V,llevar,алып барыу
1128,schleppen::V,arrastrar,һөйрәү
1129,ziehen::V,tirar,тартыу
1130,aufbewahren::V,conservar,һаҡлау
1131,werfen::V,echar,ырғытыу
1132,werfen::V,lanzar,ырғытыу
1133,fangen::V,coger,тотоу
1134,packen::V,agarrar,етеү
1135,packen::V,agarrar,тотоп алыу
1136,verstecken::V,esconder,йәшереү
1137,teilen::V,partir,бүлеү
1138,teilen::V,dividir,бүлеү
1139,schicken::V,enviar,ебәреү
1140,bringen::V,traer,килтереү
1141,hinzufügen::V,añadir,өтәү
1142,bekommen::V,obtener,алыу
1143,bekommen::V,conseguir,алыу
1144,erhalten::V,recibir,алыу
1145,nehmen::V,tomar,алыу
1146,wählen::V,elegir,һайлаү
1147,auswählen::V,escoger,һайлап алыу
1148,auswählen::V,seleccionar,һайлап алыу
1149,bewahren::V,guardar,һаҡлау
1150,bewahren::V,preservar,һаҡлау
1151,behindern::V,estorbar,тотҡарлыҡ яһау
1152,behindern::V,obstaculizar,тотҡарлыҡ яһау
1153,verderben::V,estropear,боҙоу
1154,beschädigen::V,deteriorar,боҙоу
1155,zerbrechen::V,romper,ҡыйратыу
1156,zerbrechen::V,quebrar,ҡыйратыу
1157,zerreißen::V,desgarrar,йыртыу
1158,zerreißen::V,despedazar,йыртыу
1159,zerstören::V,destruir,емереү
1160,zerstören::V,destrozar,емереү
1161,verbrennen::V,quemar,үртәү
1162,geben::V,dar,биреү
1163,reichen::V,pasar,биреү
1164,schenken::V,regalar,бүләк итеү
1165,versprechen::V,prometer,вәғәҙә биреү
1166,wünschen::V,desear,теләу
1167,loben::V,alabar,маҡтау
1168,küssen::V,besar,үбеү
1169,wiegen::V,mecer,бәүетеү
1170,wiegen::V,mecer,тирбәтеү
1171,zudecken::V,tapar,ҡаплау
1172,zudecken::V,cubrir,ҡаплау
1173,wecken::V,despertar,уятыу
1174,zeigen::V,mostrar,күрһәтеү
1175,führen::V,guiar,етәкләү
1176,führen::V,conducir,етәкләү
1177,lehren::V,enseñar,уҡытыу
1178,lehren::V,enseñar,өйрәтеү
1179,lehren::V,instruir,уҡытыу
1180,lehren::V,instruir,өйрәтеү
1181,unterrichten::V,enseñar,уҡытыу
1182,aufziehen::V,criar,тәрбиәле
1183,leiten::V,guiar,етәкләү
1184,leiten::V,guiar,етәкселек итеү
1185,leiten::V,dirigir,етәкләү
1186,leiten::V,dirigir,етәкселек итеү
1187,antreiben::V,impeler,ашыҡтырыу
1188,antreiben::V,impulsar,ашыҡтырыу
1189,lassen::V,hacer,мәжбүр итеү
1190,einladen::V,invitar,саҡырыу
1191,vereinigen::V,unir,берләштереү
1192,besuchen::V,visitar,килеп сығыу
1193,besuchen::V,ir a ver,килеп сығыу
1194,treffen::V,encontrar,тойоү
1195,treffen::V,encontrar,осратыу
1196,treffen::V,encontrar,ҡаршылау
1197,sich versammeln::V,reunirse,йыйылыу
1198,sich versammeln::V,congregarse,йыйылыу
1199,spielen::V,jugar,тартыу
1200,singen::V,cantar,йырлау
1201,tanzen::V,bailar,бейеү
1202,sich trennen::V,separarse,айырылышыу
1203,verlassen::V,dejar,ташлау
1204,verlassen::V,dejar,ташлап китеү
1205,verlassen::V,abandonar,ташлау
1206,verlassen::V,abandonar,ташлап китеү
1207,retten::V,salvar,ҡотҡарыу
1208,bewachen::V,vigilar,һаҡлау
1209,schützen::V,proteger,һаҡлау
1210,verteidigen::V,defender,яҡлау
1211,sich schlagen::V,batirse,һуғышыу
1212,schießen::V,tirar,атыу
1213,schießen::V,disparar,атыу
1214,siegen::V,vencer,еңеү
1215,ärgern::V,enojar,асыуландырыу
1216,ärgern::V,enfadar,асыуландырыу
1217,schlagen::V,pegar,бәреү
1218,schlagen::V,pegar,туҡмау
1219,schlagen::V,golpear,бәреү
1220,schlagen::V,golpear,туҡмау
1221,treten::V,dar una patada a,тибеү
1222,treten::V,dar una patada a,типкеләү
1223,stechen::V,pinchar,сәнсеү
1224,stoßen::V,empujar,этеү
1225,stoßen::V,empujar,төртөү
1226,stehlen::V,robar,урлау
1227,stehlen::V,hurtar,урлау
1228,stören::V,molestar,ҡамасаулау
1229,belästigen::V,molestar,бимазалау
1230,belästigen::V,molestar,ҡамасаулау
1231,belästigen::V,importunar,бимазалау
1232,belästigen::V,importunar,ҡамасаулау
1233,verbergen::V,ocultar,йәшереү
1234,verbergen::V,esconder,йәшереү
1235,täuschen::V,engañar,ултыртыу
1236,betrügen::V,engañar,алдау
1237,töten::V,matar,үлтереү
1238,wohnen::V,vivir,йәшәү
1239,wohnen::V,habitar,йәшәү
1240,arbeiten::V,trabajar,эшләү
1241,sammeln::V,recoger,йыйыу
1242,sammeln::V,coleccionar,йыйыу
1243,pflücken::V,coger,өҙөү
1244,jagen::V,cazar,аулау
1245,fischen::V,pescar,аулау
1246,fassen::V,atrapar,тотоу
1247,fassen::V,capturar,тотоу
1248,hüten::V,guardar,көтөү
1249,treiben::V,aballar,ҡыуыу
1250,anbinden::V,atar,бәйләү
1251,füttern::V,echar de comer,ашатыу
1252,melken::V,ordeñar,һауыү
1253,hacken::V,picar,турау
1254,hacken::V,picar,тапау
1255,hacken::V,cortar,турау
1256,hacken::V,cortar,тапау
1257,gießen::V,regar,ҡойоу
1258,reifen::V,madurar,өлғөрөү
1259,zubereiten::V,preparar,бешереү
1260,kochen::V,cocer,бешереү
1261,kochen::V,guisar,бешереү
1262,backen::V,hornear,бешереү
1263,backen::V,cocer al horno,бешереү
1264,braten::V,asar,ҡурыу
1265,braten::V,freír,ҡурыу
1266,umrühren::V,remover,ҡатнаштырыу
1267,stricken::V,hacer punto,бәйләү
1268,stricken::V,hacer calceta,бәйләү
1269,nähen::V,coser,тегеү
1270,färben::V,teñir,буяу
1271,färben::V,colorear,буяу
1272,reinigen::V,limpiar,таҙартыу
1273,waschen::V,lavar,йыуыу
1274,abwischen::V,fregar,һөртөү
1275,abwischen::V,limpiar,һөртөү
1276,spülen::V,aclarar,сайҡау
1277,spülen::V,enjuagar,сайҡау
1278,fegen::V,barrer,һепереү
1279,fegen::V,pasar la escoba,һепереү
1280,kehren::V,barrer,һепереү
1281,baden::V,bañarse,һыу инеү
1282,sich waschen::V,lavarse,йыуыныу
1283,ausziehen::V,quitar,сисеү
1284,ausziehen::V,quitarse,сисеү
1285,anziehen::V,ponerse,кейеү
1286,sich anziehen::V,vestirse,кейенеү
1287,kämmen::V,peinar,тарау
1288,schmücken::V,adornar,биҙәү
1289,sagen::V,decir,әйтеү
1290,sprechen::V,hablar,әйтеү
1291,sprechen::V,hablar,һөйләшеү
1292,reden::V,hablar,һөйләшеү
1293,reden::V,conversar,һөйләшеү
1294,sich unterhalten::V,charlar,әңгәмәләшеү
1295,sich unterhalten::V,conversar,әңгәмәләшеү
1296,fragen::V,preguntar,һорау
1297,bitten::V,rogar,үтенеү
1298,erzählen::V,contar,һөйләү
1299,mitteilen::V,comunicar,әйтеү
1300,mitteilen::V,participar,әйтеү
1301,nennen::V,llamar,атау
1302,nennen::V,llamar,исемләү
1303,nennen::V,nombrar,атау
1304,nennen::V,nombrar,исемләү
1305,rufen::V,llamar,саҡырыу
1306,prahlen::V,jactarse,маҡтаныу
1307,prahlen::V,jactarse,шапырыныу
1308,übersetzen::V,traducir,тәржемә итеү
1309,denken::V,pensar,уйлау
1310,glauben::V,creer,ышаныу
1311,bemerken::V,notar,күреү
1312,erkennen::V,reconocer,таныу
1313,begreifen::V,concebir,аңлау
1314,verstehen::V,entender,аңлау
1315,verstehen::V,comprender,аңлау
1316,lernen::V,aprender,өйрәнеү
1317,wissen::V,saber,белеү
1318,sich erinnern an::V,recordar,хәтергә алыу
1319,sich erinnern an::V,acordarse de,хәтергә алыу
1320,vergessen::V,olvidar,онотоу
1321,messen::V,medir,үлсәү
1322,zählen::V,contar,һанау
1323,rechnen::V,contar,һанау
1324,rechnen::V,calcular,һанау
1325,lesen::V,leer,уҡыу
1326,malen::V,pintar,һүрәт яһау
1327,malen::V,pintar,рәсем төшөрөү
1328,zeichnen::V,dibujar,һүрәт яһау
1329,zeichnen::V,dibujar,рәсем төшөрөү
1330,schreiben::V,escribir,яҙыу
1331,besitzen::V,poseer,биләү
1332,kaufen::V,comprar,һатып алыу
1333,verkaufen::V,vender,һатыу
1334,bezahlen::V,pagar,түләү
1335,zahlen::V,pagar,түләү
1336,beherrschen::V,dominar,биләү
1337,ertragen::V,soportar,түҙеү
