,Concept_ID,sq,la
319,Gast::N,mik,conviva
320,Gast::N,mysafir,hospes
321,Gast::N,mysafir,conviva
322,Geschenk::N,dhuratë,munus
323,Geschenk::N,peshqesh,munus
324,Spiel::N,lojë,ludus
325,Gesellschaft::N,shoqëri,societas
326,Hilfe::N,ndihmë,auxilium
327,Hilfe::N,ndihmë,subsidium
328,Freund::N,mik,amicus
329,Kamerad::N,shok,socius
330,Angelegenheit::N,punë,res
331,Anzahl::N,sasi,numerus
332,Art::N,lloj,genus
333,Stück::N,copë,frustum
334,Stück::N,copë,fragmentum
335,Teil::N,pjesë,pars
336,Hälfte::N,gjysmë,dimidium
337,Kreis::N,qark,orbis
338,Kreis::N,qark,circus
339,Kreis::N,rreth,orbis
340,Kreis::N,rreth,circus
341,Kreuz::N,kryq,crux
342,Linie::N,vijë,linea
343,Strich::N,vizë,lineamentum
344,Abstand::N,distancë,intervallum
345,Entfernung::N,largim,spatium
346,Gegend::N,vise,loca
347,Gegend::N,vise,regio
348,Gegend::N,krahinë,loca
349,Gegend::N,krahinë,regio
350,Platz::N,shesh,locus
351,Ort::N,vend,locus
352,Seite::N,anë,latus
353,Mitte::N,mes,medium
354,Gegenstand::N,send,res
355,Sache::N,gjë,res
356,Sache::N,send,res
357,Rand::N,qoshe,margo
358,Kante::N,teh,angulus
359,Ecke::N,qoshe,angulus
360,Spitze::N,majë,cacumen
361,Ende::N,skaj,caput
362,Ende::N,bisht,caput
363,Loch::N,vrimë,foramen
364,Winkel::N,kënd,angulus
365,Muster::N,mostër,exemplum
366,Größe::N,madhësi,magnitudo
367,Länge::N,gjatësi,longitudo
368,Höhe::N,lartësi,altitudo
369,Gewicht::N,peshë,pondus
370,Menge::N,sasi,copia
371,Haufen::N,grumbull,acervus
372,Reihe::N,radhë,ordo
373,Reihe::N,rresht,ordo
374,Boot::N,barkë,navicula
375,Boot::N,lundër,navicula
376,Ruder::N,rrem,remus
377,Schlitten::N,sajë,sclodia
378,Ski::N,ski,narta
379,Lagerfeuer::N,flakadan,ignis
380,Lagerfeuer::N,zjarr i madh,ignis
381,Last::N,barrë,onus
382,Gang::N,ecje,cursus
383,Schritt::N,hap,gradus
384,Norden::N,veri,septentriones
385,Süden::N,jug,meridies
386,Westen::N,perëndim,occidens
387,Osten::N,lindje,oriens
388,Holz::N,dru,lignum
389,Brett::N,dërrasë,tabula
390,Platte::N,pllakë,lamina
391,Stütze::N,shtyllë,adminiculum
392,Stütze::N,mbështetesë,adminiculum
393,Stange::N,shufër,pertica
394,Stock::N,dajak,baculum
395,Stab::N,shkop,scipio
396,Rohr::N,tub,tubus
397,Haus::N,shtëpi,aedes
398,Heim::N,konak,domicilium
399,Heim::N,shtëpi,domicilium
400,Ofen::N,sobë,fornax
401,Ofen::N,stufë,fornax
402,Fußboden::N,dysheme,solum
403,Tisch::N,tryezë,mensa
404,Stuhl::N,karrige,sella
405,Wiege::N,djep,cunae
406,Bett::N,shtrat,lectus
407,Regal::N,raft,foruli
408,Kiste::N,kuti,cista
409,Fenster::N,dritare,fenestra
410,Tür::N,derë,ianua
411,Tor::N,portë,porta
412,Zaun::N,gardh,saepes
413,Dach::N,çati,tectum
414,Leiter::N,shkallë,scalae
415,Besen::N,fshesë,scopae
416,Spaten::N,lopatë,pala
417,Schaufel::N,qyrek,pala
418,Gabel::N,pirun,fuscinula
419,Löffel::N,lugë,coclear
420,Messer::N,thikë,culter
421,Nagel::N,gozhdë,clavus
422,Netz::N,rrjetë,rete
423,Haken::N,grep,hamus
424,Haken::N,grremç,hamus
425,Griff::N,dorak,manubrium
426,Griff::N,dorezë,manubrium
427,Schloss::N,bravë,claustra
428,Bild::N,tablo,tabula
429,Bild::N,tablo,pictura
430,Bild::N,pikturë,tabula
431,Bild::N,pikturë,pictura
432,Figur::N,figurë,statunculum
433,Puppe::N,kukull,pupa
434,Beutel::N,qese,sacculus
435,Beutel::N,trastë,sacculus
436,Bündel::N,deng,fascis
437,Tasche::N,çantë,sacculus
438,Eimer::N,kovë,situla
439,Deckel::N,kapak,operculum
440,Deckel::N,mbulesë,operculum
441,Geschirr::N,enë,vasa
442,Sack::N,thes,saccus
443,Sack::N,torbë,saccus
444,Tasse::N,filxhan,pocillum
445,Topf::N,kusi,olla
446,Topf::N,tenxhere,olla
447,Kessel::N,kazan,aenum
448,Essen::N,ngrënie,cena
449,Nahrung::N,ushqim,cibus
450,Nahrung::N,ushqim,alimenta
451,Speise::N,gatesë,cibus
452,Fleisch::N,mish,caro
453,Getreide::N,drithë,frumentum
454,Brei::N,qull,puls
455,Brot::N,bukë,panis
456,Scheibe::N,fetë,frustum
457,Fett::N,lyrë,pingue
458,Fett::N,yndyrë,pingue
459,Butter::N,gjalpë,butȳrum
460,Öl::N,vaj,oleum
461,Salz::N,kripë,sal
462,Suppe::N,supë,ius
463,Suppe::N,çorbë,ius
464,Honig::N,mjaltë,mel
465,Milch::N,qumësht,lac
466,Tee::N,çaj,thea
467,Leder::N,lëkurë,corium
468,Wolle::N,lesh,lana
469,Stoff::N,pëlhurë,textum
470,Nadel::N,gjilpërë,acus
471,Faden::N,pe,filum
472,Faden::N,fije,filum
473,Knopf::N,kopsë,bulla
474,Knoten::N,komb,nodus
475,Farbe::N,bojë,pigmentum
476,Kleidung::N,veshje,vestimenta
477,Hemd::N,këmishë,tunica
478,Kragen::N,jakë,collare
479,Ärmel::N,mëngë,manica
480,Hose::N,brekë,bracae
481,Gürtel::N,rrip,cingulum
482,Mütze::N,kësulë,pilleus
483,Schuh::N,këpucë,calceus
484,Stiefel::N,çizme,pero
485,Stiefel::N,çizme,caliga
486,Ring::N,unazë,anulus
487,Band::N,shirit,redimiculum
488,Kamm::N,krehër,pecten
489,Spiegel::N,pasqyrë,speculum
490,Riemen::N,rrip,lorum
491,Schnur::N,litar,linum
492,Schnur::N,cikomë,linum
493,Leine::N,rrip,retinaculum
494,Decke::N,batanije,lodix
495,Kissen::N,jastëk,pulvinus
496,Tuch::N,shami,velum
497,Handtuch::N,peshqir,mantele
498,Kraft::N,forcë,vis
499,Stärke::N,koll,robur
500,Gesundheit::N,shëndet,valetudo
501,Krankheit::N,sëmundje,morbus
502,Schmerz::N,dhimbje,dolor
503,Wunde::N,plagë,vulnus
504,Fieber::N,ethe,febris
505,Arznei::N,ilaç,remedium
506,Brücke::N,urë,pons
507,Brunnen::N,pus,puteus
508,Weide::N,kullotë,pascua
509,Pfad::N,ravë,semita
510,Pfad::N,shteg,semita
511,Weg::N,udhë,iter
512,Weg::N,shteg,iter
513,Straße::N,rrugë,via
514,Dorf::N,fshat,vicus
515,Dorf::N,katund,vicus
516,Stadt::N,qytet,urbs
517,Stadt::N,qytet,oppidum
518,Brief::N,letër,epistula
519,Buch::N,libër,liber
520,Buchstabe::N,shkronjë,littera
521,Zeitung::N,gazetë,diurnum
522,Leben::N,jetë,vita
523,Tod::N,mortje,mors
524,Grab::N,varr,sepulcrum
525,Kirche::N,kishë,ecclesia
526,Sünde::N,mëkat,peccatum
527,Sünde::N,gjynah,peccatum
528,Gott::N,hy,deus
529,Gott::N,zot,deus
530,Arbeiter::N,punëtor,operarius
531,Chef::N,shef,praefectus
532,Chef::N,drejtues,praefectus
533,Meister::N,mjeshtër,magister
534,Arzt::N,mjek,medicus
535,Arzt::N,doktor,medicus
536,Lehrer::N,mësues,magister
537,Lehrer::N,arsimtar,magister
538,Geld::N,para,aes
539,Geld::N,para,pecunia
540,Geld::N,holla,aes
541,Geld::N,holla,pecunia
542,Geschäft::N,ujdi,negotium
543,Geschäft::N,biznes,negotium
544,Laden::N,dyqan,taberna
545,Preis::N,çmim,pretium
546,Ware::N,mall,merx
547,Nutzen::N,dobi,utilitas
548,Nutzen::N,leverdi,utilitas
549,Reichtum::N,kamje,opes
550,Reichtum::N,kamje,divitiae
551,Reichtum::N,pasuri,opes
552,Reichtum::N,pasuri,divitiae
553,Welt::N,botë,mundus
554,Land::N,vend,terra
555,Staat::N,shtet,res publica
556,König::N,mbret,rex
557,Macht::N,fuqi,potestas
558,Macht::N,pushtet,potestas
559,Grenze::N,kufi,limes
560,Krieg::N,luftë,bellum
561,Feind::N,armik,inimicus
562,Gewalt::N,dhunë,vis
563,Kampf::N,luftim,pugna
564,Bogen[Waffe]::N,hark,arcus
565,Pfeil::N,shigjetë,sagitta
566,Gewehr::N,pushkë,sclopetum
567,Fehler::N,gafë,error
568,Fehler::N,gabim,error
569,Lüge::N,gënjeshtër,mendacium
570,Schaden::N,dëm,damnum
571,Schaden::N,dëm,detrimentum
572,Schaden::N,zarar,damnum
573,Schaden::N,zarar,detrimentum
574,Unglück::N,fatkeqësi,miseria
575,Unglück::N,fatkeqësi,calamitas
576,Schuld::N,faj,culpa
577,Alter::N,moshë,aetas
578,Schluss::N,fund,finis
579,Zeit::N,kohë,tempus
580,Tag::N,ditë,dies
581,Morgen::N,mëngjes,mane
582,Mittag::N,mesditë,meridies
583,Abend::N,mbrëmje,vesper
584,Nacht::N,natë,nox
585,Woche::N,javë,septimana
586,Monat::N,muaj,mensis
587,Jahr::N,vit,annus
588,Frühling::N,pranverë,ver
589,Sommer::N,verë,aestas
590,Herbst::N,vjeshtë,autumnus
591,Winter::N,dimër,hiems
592,Januar::N,janar,Ianuarius
593,Februar::N,shkurt,Februarius
594,März::N,mars,Martius
595,April::N,prill,Aprilis
596,Mai::N,maj,Maius
597,Juni::N,qershor,Iunius
598,Juli::N,korrik,Iulius
599,August::N,gusht,Augustus
600,September::N,shtator,September
601,Oktober::N,tetor,Octobris
602,November::N,nëntor,Novembris
603,Dezember::N,dhjetor,December
604,Montag::N,hënë,dies lunae
605,Dienstag::N,martë,dies Martis 
606,Mittwoch::N,mërkurë,dies Mercurii
607,Donnerstag::N,enjte,dies Iovis
608,Freitag::N,premte,dies Veneris
609,Samstag::N,shtunë,dies Saturni
610,Sonntag::N,diel,dominicus
611,Sonntag::N,diel,dies solis
612,groß::A,madh,magnus
613,klein::A,vogël,parvus
614,lang::A,gjatë,longus
615,kurz::A,shkurtër,brevis
616,breit::A,gjerë,latus
617,schmal::A,ngushtë,angustus
618,dicht::A,dendur,densus
619,dick[Gegenstand]::A,trashë,crassus
620,dünn::A,hollë,tenuis
621,fein::A,imët,subtilis
622,fest::A,fortë,solidus
623,fest::A,fortë,stabilis
624,flach::A,sheshtë,planus
625,glatt::A,rrafshët,levis
626,hart::A,fortë,durus
627,weich::A,butë,mollis
628,rund::A,rrumbullakët,rotundus
629,spitz::A,majëmprehtë,acutus
630,scharf::A,mprehtë,acer
631,stumpf::A,topitur,hebes
632,schwer::A,rëndë,gravis
633,schön::A,bukur,pulcher
634,schön::A,bukur,formosus
635,heiß::A,nxehtë,fervidus
636,warm::A,ngrohtë,calidus
637,kalt::A,ftohtë,frigidus
638,kühl::A,freskët,frigidus
639,frisch::A,pastër,recens
640,feucht::A,lagësht,umidus
641,nass::A,lagur,madidus
642,trocken::A,thatë,aridus
643,voll::A,plotë,plenus
644,leer::A,bosh,vacuus
645,leer::A,zbrazët,vacuus
646,offen::A,hapur,apertus
647,geschlossen::A,mbyllur,clausus
648,sauber::A,dëlirë,lautus
649,schmutzig::A,ndyrë,sordidus
650,roh::A,gjallë,crudus
651,reif::A,arrirë,maturus
652,lecker::A,shijshëm,delicatus
653,süß::A,ëmbël,dulcis
654,bitter::A,hidhur,amarus
655,bitter::A,hidhur,acerbus
656,sauer::A,thartë,acidus
657,hell::A,me dritë,clarus
658,dunkel::A,errët,obscurus
659,schwarz::A,i zi,niger
660,weiß::A,bardhë,albus
661,rot::A,kuq,ruber
662,gelb::A,verdhë,flavus
663,blau::A,blu,caeruleus
664,blau::A,kaltër,caeruleus
665,grün::A,blertë,viridis
666,grün::A,gjelbër,viridis
667,grau::A,hirtë,canus
668,grau::A,bojë hiri,canus
669,bunt::A,shumëngjyrëshëm,varius
670,billig::A,lirë,vilis
671,teuer::A,shtrenjtë,carus
672,wertvoll::A,çmuar,pretiosus
673,wertvoll::A,vlershëm,pretiosus
674,blind::A,qorr,caecus
675,blind::A,verbër,caecus
676,taub::A,shurdhër,surdus
677,kräftig::A,fuqishëm,robustus
678,stark::A,fortë,firmus
679,stark::A,fortë,validus
680,schwach::A,dobët,debilis
681,schwach::A,dobët,infirmus
682,fett::A,dhjamur,crassus
683,schlank::A,hollë,procerus
684,hübsch::A,bukur,pulcher
685,hübsch::A,hijshëm,pulcher
686,böse::A,keq,improbus
687,dumm::A,teveqel,stultus
688,dumm::A,teveqel,stupidus
689,faul::A,dembel,piger
690,fleißig::A,zellshëm,sedulus
691,geizig::A,kurnac,avarus
692,geizig::A,dorështrënguar,avarus
693,klug::A,mençur,prudens
694,geschickt::A,aftë,sollers
695,lieb::A,dashur,carus
696,lustig::A,gëzuar,iocosus
697,sanft::A,butë,clemens
698,hungrig::A,uritur,impastus
699,krank::A,sëmurë,aeger
700,nackt::A,lakuriq,nudus
701,nackt::A,zhveshur,nudus
702,traurig::A,trishtuar,maestus
703,lebendig::A,gjallë,vivus
704,gut::A,mirë,bonus
705,schlecht::A,keq,malus
706,richtig::A,drejtë,rectus
707,schlimm::A,keq,malus
708,wahr::A,vërtetë,verus
709,alt::A,vjetër,antiquus
710,neu::A,i ri,novus
711,ehemalig::A,dikurshëm,pristinus
712,alt[Lebewesen]::A,plak,vetus
713,jung::A,i ri,iuvenis
714,arm::A,varfër,pauper
715,arm::A,vobektë,pauper
716,reich::A,pasur,dives
717,bekannt::A,njohur,notus
718,berühmt::A,famshëm,celeber
719,berühmt::A,famshëm,illustris
720,fremd::A,huaj,peregrinus
721,verschieden::A,ndryshëm,varius
722,nah::A,afërt,propinquus
723,fern::A,largët,longinquus
724,linker::A,majtë,sinister
725,rechter::A,djathtë,dexter
726,anderer::A,tjetër,alius
727,erster::A,parë,primus
728,zweiter::A,dytë,secundus
729,dritter::A,i tretë,tertius
730,letzter::A,fundit,ultimus
731,allein::ADV,vetëm,solum
732,auf einmal::ADV,njëkohësisht,simul
733,zusammen::ADV,bashkë,una
734,zusammen::ADV,së bashku,una
735,lange::ADV,për një kohë të gjatë,diu
736,plötzlich::ADV,befas,subito
737,plötzlich::ADV,befas,repente
738,sofort::ADV,menjëherë,statim
739,sofort::ADV,aty për aty,statim
740,später::ADV,më vonë,postea
741,jetzt::ADV,tash,nunc
742,heute::ADV,sot,hodie
743,morgen::ADV,nesër,cras
744,bald::ADV,shpejt,mox
745,bald::ADV,së shpejti,mox
746,dann::ADV,pastaj,deinde
747,gestern::ADV,dje,heri
748,einst::ADV,dikur,olim
749,damals::ADV,atëherë,tum
750,danach::ADV,mandej,postea
751,vorher::ADV,më parë,antea
752,zuerst::ADV,së pari,primo
753,einmal::ADV,njëherë,semel
754,manchmal::ADV,nganjëherë,interdum
755,oft::ADV,shpesh,saepe
756,immer::ADV,përherë,semper
757,immer::ADV,gjithnjë,semper
758,niemals::ADV,kurrë,numquam
759,niemals::ADV,asnjëherë,numquam
760,hier::ADV,këtu,hic
761,hierhin::ADV,knej,huc
762,von hier::ADV,që këtej,hinc
763,von hier::ADV,prej këtej,hinc
764,dort::ADV,aty,ibi
765,dort::ADV,atje,ibi
766,dorthin::ADV,anej,eo
767,geradeaus::ADV,drejt,recte
768,vorwärts::ADV,mbroth,porro
769,vorwärts::ADV,përpara,porro
770,rückwärts::ADV,mbrapsht,retro
771,zurück::ADV,prapa,retro
772,zurück::ADV,mbrapsht,retro
773,unten::ADV,poshtë,infra
774,hinab::ADV,përposh,pessum
775,oben::ADV,lart,supra
776,oben::ADV,sipër,supra
777,hinauf::ADV,lart,sursum
778,hinauf::ADV,përpjetë,sursum
779,überall::ADV,kudo,ubique
780,nicht::ADV,s',non
781,nicht::ADV,nuk,non
782,ein wenig::ADV,një tis,paulum
783,kaum::ADV,mezi,vix
784,kaum::ADV,mezi,aegre
785,sehr::ADV,fort,valde
786,sehr::ADV,fort,magnopere
787,sehr::ADV,shumë,valde
788,sehr::ADV,shumë,magnopere
789,so::ADV,ashtu,ita
790,so::ADV,kështu,ita
791,noch::ADV,ende,etiam
792,noch::ADV,akoma,etiam
793,nur::ADV,vetëm,solum
794,nur::ADV,vetëm,tantum
795,schon::ADV,tashmë,iam
796,wieder::ADV,përsëri,rursus
797,vergebens::ADV,kot,frustra
798,vor::PRP,para,ante
799,hinter::PRP,prapa,post
800,hinter::PRP,mbrapa,post
801,unter::PRP,nën,sub
802,durch::PRP,nëpër,per
803,neben::PRP,pranë,iuxta
804,neben::PRP,përbri,iuxta
805,zwischen::PRP,midis,inter
806,zwischen::PRP,ndërmjet,inter
807,wegen::PRP,për,propter
808,dies::PRN,ky,hoc
809,das::PRN,ky,id
810,alles::PRN,gjithçka,omnia
811,ich::PRN,unë,ego
812,du::PRN,ti,tu
813,er::PRN,ai,is
814,er::PRN,ai,ille
815,wir::PRN,ne,nos
816,ihr::PRN,ju,vos
817,sie::PRN,ata,ii
818,sie::PRN,ata,illi
819,was::FPRN,ç',quid
820,was::FPRN,çfarë,quid
