,Concept_ID,mdf,pt
78,Boden::N,потмакс,solo
79,Erde::N,мода,terra
80,Erde::N,мастор,terra
81,Staub::N,пуль,pó
82,Rauch::N,качам,fumo
83,Funke::N,ця́тка,faísca
84,Funke::N,ця́тка,centelha
85,Feuer::N,тол,fogo
86,Licht::N,ва́лда,luz
87,Schatten::N,цильф,sombra
88,Wetter::N,уша,tempo
89,Nebel::N,тума́н,nevoeiro
90,Wolke::N,ковол,nuvem
91,Regen::N,пизем,chuva
92,Schnee::N,лов,neve
93,Eis::N,эй,gelo
94,Frost::N,ке́льме,gelo
95,Frost::N,ке́льме,geada
96,Kälte::N,якшама,frio
97,Hitze::N,пси,ardor
98,Raureif::N,леш,geada
99,Regenbogen::N,а́тямъёнга,arco-iris
100,Donner::N,атям,trovão
101,Strömung::N,шудема́,corrente
102,Tropfen::N,путькс,gota
103,Tropfen::N,пътняфкс,gota
104,Schaum::N,шов,espuma
105,Schmutz::N,ърда́з,sujidade
106,Schmutz::N,ърда́з,imundície
107,See::N,эрьхке,lago
108,Sumpf::N,шяй,charco
109,Sumpf::N,шяй,pântano
110,Moor::N,шяй,pântano
111,Wiese::N,луга,prado
112,Wald::N,вирь,bosque
113,Wald::N,вирь,floresta
114,Hügel::N,губо́р,colina
115,Hügel::N,пандоня,colina
116,Anhöhe::N,губо́р,alto
117,Anhöhe::N,губо́р,outeiro
118,Berg::N,панда,monte
119,Berg::N,панда,montanha
120,Gipfel::N,пря,pico
121,Höhle::N,у́нда,caverna
122,Abhang::N,па́нда ша́ма,encosta
123,Quelle::N,эшиня,fonte
124,Bach::N,шудерькс,regato
125,Bach::N,шудерькс,ribeiro
126,Fluss::N,ляй,rio
127,Ufer::N,търва́,beira
128,Küste::N,ляйтърва́,costa
129,Festland::N,мода,terra firme
130,Meer::N,моря,mar
131,Bucht::N,ведьуське,baía
132,Insel::N,цёнга,ilha
133,Blume::N,панчф,flor
134,Gras::N,тише,erva
135,Wurzel::N,юр,raiz
136,Wurzel::N,ункс,raiz
137,Baum::N,шуфта,árvore
138,Stamm::N,ро́нга,tronco
139,Rinde::N,кер,casca
140,Ast::N,морга,ramo
141,Zweig::N,тарад,galho
142,Blatt::N,лопа,folha
143,Birke::N,ке́лу,bétula
144,Kiefer[Baum]::N,пиче,pinheiro
145,Weide[Baum]::N,каль,salgueiro
146,Tanne::N,куз,abeto
147,Horn::N,сюра,corno
148,Horn::N,сюра,chifre
149,Feder::N,толга,pena
150,Fell::N,кедь,pele
151,Flügel::N,паця,asa
152,Klaue::N,кенже,pata
153,Kralle::N,кенже,unha
154,Kralle::N,кенже,garra
155,Schwanz::N,пула,rabo
156,Schwanz::N,пула,cauda
157,Ei::N,ал,ovo
158,Nest::N,пиза,ninho
159,Bau::N,пиза,toca
160,Bau::N,пиза,covil
161,Tier::N,жува́та,animal
162,Herde::N,нал,rebanho
163,Herde::N,стада,rebanho
164,Kuh::N,скал,vaca
165,Kuh::N,тракс,vaca
166,Bulle::N,бука,touro
167,Pferd::N,лишме,cavalo
168,Schaf::N,уча́,ovelha
169,Schwein::N,тува,porco
170,Hund::N,пине,cão
171,Katze::N,катоня,gata
172,Katze::N,аваката,gata
173,Bär::N,офта,urso
174,Eichhörnchen::N,ур,esquilo
175,Elch::N,ся́рда,alce
176,Fuchs::N,келазь,raposa
177,Hase::N,ну́мол,lebre
178,Maus::N,шеер,rato
179,Wolf::N,върьгаз,lobo
180,Vogel::N,нармонь,ave
181,Vogel::N,нармонь,pássaro
182,Schwarm::N,ко́вол,bando
183,Schwarm::N,ко́вол,enxame
184,Schwarm::N,ме́швеле,bando
185,Schwarm::N,ме́швеле,enxame
186,Huhn::N,сараз,galinha
187,Hahn::N,а́тякш,galo
188,Gans::N,маци,ganso
189,Adler::N,куцькан,águia
190,Ente::N,яксярга,pata
191,Eule::N,ко́рож,mocho
192,Eule::N,ко́рож,coruja
193,Kranich::N,ка́рга,grou
194,Krähe::N,ва́рси,gralha
195,Kuckuck::N,ку́ку,cuco
196,Schwan::N,ло́ксти,cisne
197,Fisch::N,кал,peixe
198,Barsch::N,о́кунь,perca
199,Hecht::N,щу́ка,lúcio
200,Schlange[Tier]::N,куй,serpente
201,Wurm::N,сукс,verme
202,Spinne::N,унжа́,aranha
203,Ameise::N,панжам,formiga
204,Laus::N,си,piolho
205,Mücke::N,ся́ське,mosquito
206,Fliege::N,кару,mosca
207,Schmetterling::N,ме́лав,borboleta
208,Beere::N,и́мож,bago
209,Apfel::N,марь,maçã
210,Pilz::N,панга,fungo
211,Pilz::N,панга,cogumelo
212,Zwiebel::N,шурьхкя́,cebola
213,Saat::N,видьмот,sementeira
214,Korn::N,сёра,grão
215,Heu::N,тише,feno
216,Schale::N,кедь,casca
217,Grube::N,лотка,cova
218,Grube::N,лотка,fossa
219,Falle::N,туфкс,armadilha
220,Falle::N,кунда́ма,armadilha
221,Schlinge::N,килькш,laço
222,Spur::N,пильгоки́,pista
223,Spur::N,пильгоки́,vestígio
224,Asche::N,кулу,cinza
225,Dreck::N,ърда́з,sujidade
226,Eisen::N,кшни,ferro
227,Gold::N,ока,ouro
228,Gold::N,золота,ouro
229,Silber::N,сия́,prata
230,Kohle::N,седь,carvão
231,Kohle::N,седьвальмя,carvão
232,Glas::N,кля́нцек,vidro
233,Lehm::N,сёвонь,barro
234,Lehm::N,сёвонь,argila
235,Sand::N,шува́р,areia
236,Mensch::N,ломань,homem
237,Mensch::N,ломань,pessoa
238,Mann::N,аля,homem
239,Mann::N,цёраломань,homem
240,Frau::N,ава,mulher
241,Kind::N,идь,filho
242,Kind::N,идь,criança
243,Kind::N,шаба,filho
244,Kind::N,шаба,criança
245,Junge::N,цёраня,rapaz
246,Junge::N,цёраня,menino
247,Mädchen::N,стирня́,menina
248,Mädchen::N,стирня́,rapariga
249,Familie::N,тнал,família
250,Familie::N,семья,família
251,Großvater::N,атя,avô
252,Großvater::N,щя́тя,avô
253,Großmutter::N,баба,avó
254,Eltern::N,тя́дят-а́лят,pais
255,Vater::N,аля,pai
256,Mutter::N,ава,mãe
257,Mutter::N,тядя,mãe
258,Sohn::N,цёра,filho
259,Tochter::N,стирь,filha
260,Bruder::N,дуган,irmão
261,Bruder::N,пяльне,irmão
262,Schwester::N,ака,irmã
263,Schwester::N,сазор,irmã
264,Onkel::N,оця,tio
265,Onkel::N,патя,tio
266,Onkel::N,щеня́,tio
267,Tante::N,ака,tia
268,Tante::N,щака,tia
269,Ehemann::N,мирде,esposo
270,Ehefrau::N,ърьвя́,esposa
271,Freude::N,ке́нярдема,prazer
272,Freude::N,ке́нярдема,alegria
273,Gelächter::N,рахсема,risada
274,Gelächter::N,рахсема,gargalhada
275,Glück::N,паваз,felicidade
276,Kummer::N,ризф,aflição
277,Kummer::N,ризф,desgosto
278,Kummer::N,пичефкс,aflição
279,Kummer::N,пичефкс,desgosto
280,Wunsch::N,мяль,desejo
281,Wunsch::N,таколдома,desejo
282,Lust::N,таколдома,vontade
283,Geist::N,вайме,mente
284,Geist::N,вайме,espírito
285,Gedanke::N,мяль,ideia
286,Gedanke::N,мяль,pensamento
287,Gedächtnis::N,прявий,memória
288,Verstand::N,прявий,razão
289,Verstand::N,прявий,inteligência
290,Sinn::N,ён,sentido
291,Sinn::N,ён,significado
292,Grund::N,туфта́л,causa
293,Grund::N,туфта́л,motivo
294,Wahrheit::N,ви́де,verdade
295,Wahrheit::N,видеши́,verdade
296,Gespräch::N,корхтама,conversa
297,Gespräch::N,корхтама,conversação
298,Märchen::N,ёфкс,conto
299,Erzählung::N,азкс,conto
300,Erzählung::N,азкс,narrativa
301,Nachricht::N,куля́,mensagem
302,Neuigkeit::N,куля́,notícia
303,Neuigkeit::N,куля́,novidade
304,Name::N,лем,nome
305,Rätsel::N,со́дама ёфкс,adivinha
306,Rede::N,вал,oração
307,Rede::N,вал,discurso
308,Rede::N,корхтама,oração
309,Rede::N,корхтама,discurso
310,Sprache::N,кяль,língua
311,Stimme::N,вайгяль,voz
312,Wort::N,вал,palavra
313,Zeichen::N,тя́ште,marca
314,Zeichen::N,тя́штькс,marca
315,Ruf::N,тердема,grito
316,Ruf::N,тердема,chamada
317,Lärm::N,гайф,ruído
318,Lärm::N,гайф,barulho
319,Lärm::N,жалакодома,ruído
320,Lärm::N,жалакодома,barulho
321,Laut::N,вайгяль,som
322,Ton::N,вайгяль,tom
323,Lied::N,мора,canção
324,Ruhe::N,сетьме,calma
325,Ruhe::N,сетьме,silêncio
326,Leute::N,ломатть,gente
327,Leute::N,ломатть,pessoas
328,Volk::N,наро́д,povo
329,Volk::N,наро́д,nação
330,Arbeit::N,тев,trabalho
331,Gast::N,и́нжи,hóspede
332,Gast::N,и́нжи,convidado
333,Gast::N,ко́нак,hóspede
334,Gast::N,ко́нак,convidado
335,Geschenk::N,казне,prenda
336,Geschenk::N,казне,presente
337,Spiel::N,налхкома,jogo
338,Spiel::N,налхксема,jogo
339,Gesellschaft::N,кружок,companhia
340,Hilfe::N,лездома,ajuda
341,Hilfe::N,лездома,socorro
342,Freund::N,я́лга,amigo
343,Kamerad::N,я́лга,camarada
344,Angelegenheit::N,тев,assunto
345,Anzahl::N,лувкс,número
346,Anzahl::N,лувкс,quantidade
347,Art::N,вид,tipo
348,Art::N,вид,espécie
349,Stück::N,пакш,pedaço
350,Teil::N,часть,peça
351,Teil::N,часть,parte
352,Teil::N,пялькс,peça
353,Teil::N,пялькс,parte
354,Hälfte::N,пяле,metade
355,Kreis::N,шаркс,círculo
356,Kreuz::N,крёз,cruz
357,Linie::N,межа,linha
358,Linie::N,китькс,linha
359,Strich::N,межа,traço
360,Abstand::N,ётка,distância
361,Entfernung::N,ётка,distância
362,Gegend::N,ва́ста,área
363,Gegend::N,ва́ста,região
364,Gegend::N,перьфпя́ль,área
365,Gegend::N,перьфпя́ль,região
366,Platz::N,ва́ста,lugar
367,Ort::N,ва́ста,sítio
368,Seite::N,пяле,lado
369,Mitte::N,кучка́,meio
370,Gegenstand::N,веща,objecto
371,Sache::N,тев,coisa
372,Sache::N,веща,coisa
373,Rand::N,пе,bordo
374,Rand::N,пе,margem
375,Kante::N,и́рдез,borda
376,Kante::N,и́рдез,aresta
377,Ecke::N,ужа,esquina
378,Spitze::N,пря,ponta
379,Ende::N,пе,cabo
380,Ende::N,пе,extremo
381,Loch::N,варя,furo
382,Loch::N,варя,buraco
383,Winkel::N,ужа,canto
384,Winkel::N,ужа,ângulo
385,Muster::N,сёрма,padrão
386,Muster::N,сёрма,desenho
387,Größe::N,серь,tamanho
388,Länge::N,кува́лма,comprimento
389,Höhe::N,серь,altura
390,Höhe::N,серь,altitude
391,Gewicht::N,сталма,peso
392,Menge::N,лувкс,quantidade
393,Haufen::N,мар,pilha
394,Reihe::N,ряд,fila
395,Boot::N,венеж,barco
396,Ruder::N,миле,remo
397,Schlitten::N,ну́рда,trenó
398,Ski::N,сокс,esqui
399,Lagerfeuer::N,то́лмар,fogueira
400,Last::N,канкс,carga
401,Last::N,сталма,carga
402,Gang::N,молема,curso
403,Gang::N,молема,caminhada
404,Schritt::N,аськолкс,passo
405,Norden::N,якшама шире,norte
406,Süden::N,ля́мбе ши́ре,sul
407,Westen::N,ши валгома шире,oeste
408,Westen::N,ши валгома шире,ocidente
409,Osten::N,шинь стяма шире,este
410,Osten::N,шинь стяма шире,leste
411,Osten::N,шинь стяма шире,oriente
412,Holz::N,вирь,madeira
413,Holz::N,шуфта,madeira
414,Brett::N,лавця,tábua
415,Brett::N,лавця,prancha
416,Platte::N,плита́,laje
417,Platte::N,плита́,chapa
418,Stütze::N,неже,apoio
419,Stütze::N,неже,suporte
420,Stange::N,олга,vara
421,Stange::N,олга,barra
422,Stock::N,байдек,pau
423,Stock::N,байдек,bengala
424,Stab::N,олгоня,bastão
425,Rohr::N,турама,cano
426,Haus::N,куд,casa
427,Heim::N,куд,lar
428,Heim::N,куд,casa
429,Ofen::N,пянакуд,estufa
430,Ofen::N,пянакуд,aquecedor
431,Fußboden::N,кия́кс,piso
432,Tisch::N,шра,mesa
433,Tisch::N,моркш,mesa
434,Stuhl::N,стул,cadeira
435,Wiege::N,нюря́м,berço
436,Bett::N,ацам,cama
437,Regal::N,лавцяланга,estante
438,Regal::N,лавцяланга,prateleira
439,Kiste::N,парга,caixa
440,Fenster::N,валмья,janela
441,Tür::N,кенкш,porta
442,Tor::N,ортат,portão
443,Zaun::N,перяфкс,cerca
444,Zaun::N,перяфкс,vedação
445,Dach::N,кудпря,telhado
446,Leiter::N,куцема,escada
447,Leiter::N,куцема,escada móvel
448,Besen::N,тяльме,vassoura
449,Spaten::N,ка́йме,pá
450,Schaufel::N,ко́поня,pá
451,Schaufel::N,ця́рдом,pá
452,Gabel::N,ця́нгоня,garfo
453,Löffel::N,куцю,colher
454,Messer::N,пеель,faca
455,Nagel::N,эска,cravo
456,Haken::N,кя́чказ,gancho
457,Griff::N,недь,asa
458,Griff::N,недь,cabo
459,Griff::N,кунда́мка,asa
460,Griff::N,кунда́мка,cabo
461,Schloss::N,замо́к,fechadura
462,Bild::N,карти́на,imagem
463,Figur::N,ронга-понда,figura
464,Puppe::N,ня́ка,boneca
465,Beutel::N,кяскав,saco
466,Beutel::N,кяскав,bolsa
467,Bündel::N,кярьме,fardo
468,Tasche::N,кошяльня,saco
469,Tasche::N,кошяльня,bolso
470,Eimer::N,ве́дарка,balde
471,Deckel::N,тавадкс,tampa
472,Deckel::N,вельхкс,tampa
473,Geschirr::N,кядьге,louça
474,Sack::N,кяскав,saca
475,Tasse::N,ша́ваня,chávena
476,Topf::N,кавозь,tacho
477,Topf::N,кавозь,panela
478,Kessel::N,сргавозь,caldeira
479,Essen::N,ярхцама,refeição
480,Nahrung::N,ярхцампяль,comida
481,Nahrung::N,ярхцампяль,alimento
482,Speise::N,ярхцама,prato
483,Fleisch::N,пал,carne
484,Fleisch::N,сиволь,carne
485,Getreide::N,сёра,cereais
486,Brei::N,ям,puré
487,Brot::N,кши,pão
488,Scheibe::N,кочам,fatia
489,Fett::N,куя́,banha
490,Fett::N,куя́,gordura
491,Butter::N,вай,manteiga
492,Öl::N,вай,azeite
493,Salz::N,сал,sal
494,Suppe::N,шонгарям,sopa
495,Suppe::N,шонгарям,caldo
496,Suppe::N,коршампяль,sopa
497,Suppe::N,коршампяль,caldo
498,Honig::N,медь,mel
499,Milch::N,лофца,leite
500,Tee::N,чай,chá
501,Leder::N,кедь,couro
502,Wolle::N,пона,lã
503,Stoff::N,котф,pano
504,Stoff::N,котф,tecido
505,Nadel::N,салмокс,agulha
506,Faden::N,сюре,fio
507,Knopf::N,пуня,botão
508,Knoten::N,сюлма,nó
509,Farbe::N,архтомбяль,corante
510,Kleidung::N,щам,roupa
511,Kleidung::N,щам,vestuário
512,Hemd::N,па́нар,camisa
513,Kragen::N,сиве,gola
514,Ärmel::N,ожа,manga
515,Hose::N,понкст,calça
516,Gürtel::N,каркс,cinto
517,Mütze::N,вазь,boné
518,Mütze::N,вазь,barrete
519,Schuh::N,башма́к,sapato
520,Stiefel::N,кя́ме,bota
521,Ring::N,суркс,anel
522,Band::N,керькс,fita
523,Band::N,керькс,faixa
524,Band::N,лента,fita
525,Band::N,лента,faixa
526,Kamm::N,сюрьхцем,pente
527,Spiegel::N,ванома,espelho
528,Riemen::N,шнань каркс,correia
529,Schnur::N,пикс,corda
530,Schnur::N,пикс,cordel
531,Schnur::N,карькскя,corda
532,Schnur::N,карькскя,cordel
533,Leine::N,вядьме,trela
534,Decke::N,вельхкс,cobertor
535,Kissen::N,тоду,almofada
536,Tuch::N,руця́,pano
537,Handtuch::N,на́рдама,toalha
538,Kraft::N,вий,força
539,Stärke::N,вииши,força
540,Gesundheit::N,шумбраши́,saúde
541,Krankheit::N,урма́,doença
542,Krankheit::N,урма́,enfermidade
543,Krankheit::N,сярядема,doença
544,Krankheit::N,сярядема,enfermidade
545,Schmerz::N,маряма,dor
546,Wunde::N,керф,chaga
547,Wunde::N,керф,ferida
548,Fieber::N,маштыкс,febre
549,Arznei::N,надо́бья,remédio
550,Arznei::N,пъчка́фтома,remédio
551,Brücke::N,седь,ponte
552,Brunnen::N,эши,poço
553,Weide::N,ванома васта,pastagem
554,Pfad::N,ян,senda
555,Pfad::N,ян,trilho
556,Pfad::N,киня́,senda
557,Pfad::N,киня́,trilho
558,Weg::N,ки,caminho
559,Straße::N,ки,via
560,Straße::N,ки,estrada
561,Dorf::N,веле,aldeia
562,Stadt::N,ош,cidade
563,Brief::N,сёрма,carta
564,Buch::N,книга,livro
565,Buchstabe::N,бу́ква,letra
566,Zeitung::N,газе́та,jornal
567,Leben::N,эряф,vida
568,Leben::N,эряма,vida
569,Tod::N,кулома́,morte
570,Grab::N,калма,túmulo
571,Grab::N,калма,sepultura
572,Kirche::N,це́рькав,igreja
573,Sünde::N,пежеть,pecado
574,Sünde::N,муворкс,pecado
575,Gott::N,шкай,deus
576,Arbeiter::N,трудендай,operário
577,Arbeiter::N,трудендай,trabalhador
578,Arbeiter::N,работник,operário
579,Arbeiter::N,работник,trabalhador
580,Chef::N,азор,chefe
581,Chef::N,азор,patrão
582,Chef::N,оцюня,chefe
583,Chef::N,оцюня,patrão
584,Meister::N,мастяр,mestre
585,Arzt::N,врач,médico
586,Arzt::N,доктор,médico
587,Lehrer::N,учи́тель,professor
588,Geld::N,ярмакт,dinheiro
589,Geschäft::N,ладяфкс,negócio
590,Geschäft::N,ладяф тев,negócio
591,Laden::N,ла́вка,loja
592,Preis::N,питне,preço
593,Ware::N,миф,mercadoria
594,Ware::N,ра́маф,mercadoria
595,Nutzen::N,пара,proveito
596,Nutzen::N,лезкс,proveito
597,Reichtum::N,ко́зяши,riqueza
598,Welt::N,свет,mundo
599,Land::N,мастор,país
600,Staat::N,государства,Estado
601,König::N,король,rei
602,Macht::N,азорондама,poder
603,Macht::N,азорондама,potência
604,Macht::N,азорксши,poder
605,Macht::N,азорксши,potência
606,Grenze::N,ёткаян,fronteira
607,Krieg::N,война́,guerra
608,Feind::N,душман,inimigo
609,Feind::N,каршек тюри,inimigo
610,Gewalt::N,наругама,violência
611,Kampf::N,тюрема́,luta
612,Kampf::N,тюрема́,combate
613,Bogen[Waffe]::N,нал,arco
614,Pfeil::N,нал,seta
615,Pfeil::N,нал,flecha
616,Gewehr::N,винто́вка,espingarda
617,Fehler::N,эльбядькс,erro
618,Fehler::N,эльбядькс,falha
619,Lüge::N,васькафнема,mentira
620,Schaden::N,зия́н,dano
621,Schaden::N,зия́н,estrago
622,Unglück::N,зия́н,desgraça
623,Schuld::N,муворши,culpa
624,Alter::N,эряф кизот,idade
625,Alter::N,эряфонь пинге,idade
626,Schluss::N,пе,fim
627,Zeit::N,пинге,tempo
628,Tag::N,ши,dia
629,Morgen::N,шобдава,manhã
630,Mittag::N,шикучка,meio-dia
631,Abend::N,иля́дь,noite
632,Abend::N,иля́дь,tardinha
633,Nacht::N,ве,noite
634,Woche::N,недя́ля,semana
635,Monat::N,ков,mês
636,Jahr::N,киза,ano
637,Frühling::N,тунда́,primavera
638,Sommer::N,киза,verão
639,Herbst::N,сёксе,outono
640,Winter::N,тяла,inverno
641,Januar::N,кельмеков,Janeiro
642,Februar::N,уфайков,Fevereiro
643,März::N,марайков,Março
644,April::N,шудиков,Abril
645,Mai::N,панжиков,Maio
646,Juni::N,лямбеков,Junho
647,Juli::N,псиков,Julho
648,August::N,сёроньков,Agosto
649,September::N,тюжягов,Setembro
650,Oktober::N,кельмазаков,Outubro
651,November::N,эйндамков,Novembro
652,Dezember::N,кучкаков,Dezembro
653,Montag::N,одговши,segunda-feira
654,Dienstag::N,ша́вши,terça-feira
655,Mittwoch::N,вержи,quarta-feira
656,Donnerstag::N,шува́ланя,quinta-feira
657,Freitag::N,пя́денця,sexta-feira
658,Samstag::N,ёткши,sábado
659,Sonntag::N,таргоши,domingo
660,groß::A,оцю,grande
661,klein::A,ёмла,pequeno
662,lang::A,кува́ка,comprido
663,kurz::A,нюрьхкя́ня,curto
664,breit::A,кели,largo
665,schmal::A,тяйня,estreito
666,dicht::A,сиде,denso
667,dicht::A,туста,denso
668,dick[Gegenstand]::A,эчке,grosso
669,dünn::A,шува́ня,delgado
670,fein::A,шува́ня,fino
671,fein::A,шува́ня,subtil
672,fest::A,кеме,firme
673,fest::A,кеме,sólido
674,flach::A,лапш,plano
675,glatt::A,вадяв,liso
676,glatt::A,такор,liso
677,hart::A,калгода,duro
678,weich::A,ляпе,mole
679,rund::A,кру́глай,redondo
680,spitz::A,ботаз,agudo
681,spitz::A,оржа,agudo
682,scharf::A,оржа,afiado
683,stumpf::A,ношка,rombo
684,schwer::A,стака,pesado
685,schön::A,мазы,belo
686,schön::A,мазы,bonito
687,heiß::A,пси,quente
688,warm::A,лямбе,quente
689,kalt::A,кельме,frio
690,kühl::A,эше,fresco
691,frisch::A,свежай,fresco
692,feucht::A,летьке,húmido
693,nass::A,начка,molhado
694,trocken::A,коське,seco
695,voll::A,пяшксе,cheio
696,leer::A,шава,vazio
697,offen::A,панжада,aberto
698,offen::A,виде,aberto
699,geschlossen::A,пякстаф,fechado
700,geschlossen::A,сёлгф,fechado
701,sauber::A,ару,limpo
702,schmutzig::A,рда́зу,sujo
703,schmutzig::A,пя́ндра,sujo
704,roh::A,верок,cru
705,reif::A,ке́нерьф,maduro
706,lecker::A,танцти,delicioso
707,süß::A,ламбама,doce
708,bitter::A,сяпи,amargo
709,sauer::A,шапама,azedo
710,hell::A,валда,claro
711,dunkel::A,шобда,escuro
712,dunkel::A,шобда,sombrio
713,schwarz::A,равжа,preto
714,weiß::A,акша,branco
715,rot::A,якстерь,vermelho
716,gelb::A,тюжя́,amarelo
717,blau::A,сенем,azul
718,grün::A,пиже,verde
719,grün::A,сянгяря,verde
720,grau::A,уле,cinzento
721,bunt::A,сёрмав,colorido
722,billig::A,у́цез,barato
723,billig::A,аф пи́тни,barato
724,teuer::A,пи́тни,caro
725,wertvoll::A,питни,valioso
726,wertvoll::A,питни,precioso
727,blind::A,сокор,cego
728,taub::A,пярав,surdo
729,kräftig::A,пяк вии,forte
730,kräftig::A,пяк вии,poderoso
731,stark::A,вии,forte
732,stark::A,вии,robusto
733,schwach::A,лафча,débil
734,fett::A,куя́,gordo
735,schlank::A,виде ронга,esbelto
736,hübsch::A,мазы,giro
737,hübsch::A,мазы,bonito
738,böse::A,кяжи,mau
739,dumm::A,аф ёню,parvo
740,dumm::A,аф ёню,estúpido
741,dumm::A,шава пря,parvo
742,dumm::A,шава пря,estúpido
743,faul::A,нола,preguiçoso
744,fleißig::A,ку́лхцонды,aplicado
745,fleißig::A,ку́лхцонды,diligente
746,geizig::A,кирьжя,avarento
747,geizig::A,жаднай,avarento
748,klug::A,ёню,prudente
749,klug::A,ёню,inteligente
750,klug::A,пря́ви,prudente
751,klug::A,пря́ви,inteligente
752,geschickt::A,маштозь тиф,hábil
753,lieb::A,цебярь,caro
754,lieb::A,цебярь,querido
755,lustig::A,ра́хси,alegre
756,sanft::A,сетьме,suave
757,sanft::A,сетьме,brando
758,hungrig::A,вача,faminto
759,hungrig::A,вачеда,faminto
760,krank::A,сяряди,doente
761,krank::A,сяряди,enfermo
762,nackt::A,штада,nu
763,nackt::A,штада,despido
764,nackt::A,кърхтапа,nu
765,nackt::A,кърхтапа,despido
766,traurig::A,ла́жнай,triste
767,lebendig::A,эряй,vivo
768,gut::A,пара,bom
769,gut::A,цебярь,bom
770,schlecht::A,кальдяв,mau
771,schlecht::A,кальдяв,ruim
772,richtig::A,виде,justo
773,richtig::A,виде,correcto
774,schlimm::A,кальдяв,mau
775,schlimm::A,кальдяв,grave
776,wahr::A,афкуксонь,verdadeiro
777,alt::A,ташта,velho
778,alt::A,ташта,antigo
779,neu::A,од,novo
780,ehemalig::A,и́нгольдень,antigo
781,alt[Lebewesen]::A,сире,velho
782,jung::A,од,jovem
783,arm::A,а́шу,pobre
784,reich::A,козя,rico
785,bekannt::A,содаф,conhecido
786,berühmt::A,содавикс,famoso
787,berühmt::A,содавикс,célebre
788,fremd::A,лия,alheio
789,fremd::A,лия,estranho
790,fremd::A,аф содаф,alheio
791,fremd::A,аф содаф,estranho
792,verschieden::A,аф фкя ла́цонь,diverso
793,verschieden::A,аф фкя ла́цонь,diferente
794,nah::A,мала,próximo
795,nah::A,аф ичкоздень,próximo
796,fern::A,и́чкоздень,remoto
797,fern::A,и́чкоздень,distante
798,fern::A,куна́рдонь,remoto
799,fern::A,куна́рдонь,distante
800,linker::A,кержи,esquerdo
801,rechter::A,види,direito
802,anderer::A,лия,outro
803,erster::A,васенце,primeiro
804,zweiter::A,омбоце,segundo
805,dritter::A,колмоце,terceiro
806,letzter::A,ме́кольце,final
807,letzter::A,ме́кольце,último
808,allein::ADV,ськамонза,só
809,auf einmal::ADV,вихцок,de vez
810,zusammen::ADV,марс,juntos
811,zusammen::ADV,ма́рса,juntos
812,lange::ADV,кува́тьс,muito tempo
813,plötzlich::ADV,а́пак учт,de repente
814,sofort::ADV,тяникиге,imediatamente
815,später::ADV,ме́ле,mais tarde
