,Concept_ID,hu,el
141,Insel::N,sziget,νησί
142,Insel::N,sziget,νήσος
143,Blume::N,virág,άνθος
144,Blume::N,virág,λουλούδι
145,Gras::N,fű,χόρτο
146,Gras::N,fű,χορτάρι
147,Wurzel::N,gyökér,ρίζα
148,Baum::N,fa,δέντρο
149,Stamm::N,tő,κορμός
150,Stamm::N,törzs,κορμός
151,Rinde::N,kéreg,φλούδα
152,Ast::N,ág,κλαδί
153,Zweig::N,gally,κλαδί
154,Zweig::N,gally,κλάδος
155,Blatt::N,levél,φύλλο
156,Birke::N,nyír,σημύδα
157,Kiefer[Baum]::N,fenyő,πεύκο
158,Weide[Baum]::N,fűz,ιτιά
159,Tanne::N,fenyő,έλατο
160,Horn::N,szarv,κέρας
161,Horn::N,szarv,κέρατο
162,Feder::N,toll,φτερό
163,Fell::N,szőr,δέρμα
164,Fell::N,szőr,τομάρι
165,Fell::N,bunda,δέρμα
166,Fell::N,bunda,τομάρι
167,Flügel::N,szárny,πτερύγιο
168,Klaue::N,köröm,κουλό
169,Kralle::N,karom,νύχι
170,Schwanz::N,farok,ουρά
171,Ei::N,tojás,αβγό
172,Nest::N,fészek,φωλιά
173,Bau::N,odú,φωλιά
174,Tier::N,állat,ζώο
175,Herde::N,nyáj,κοπάδι
176,Herde::N,csorda,κοπάδι
177,Kuh::N,tehén,αγελάδα
178,Bulle::N,bika,ταύρος
179,Pferd::N,ló,άλογο
180,Schaf::N,juh,πρόβατο
181,Schaf::N,birka,πρόβατο
182,Schwein::N,sertés,γουρούνι
183,Hund::N,eb,σκυλί
184,Hund::N,eb,σκύλος
185,Hund::N,kutya,σκυλί
186,Hund::N,kutya,σκύλος
187,Katze::N,macska,γάτα
188,Bär::N,medve,άρκτος
189,Bär::N,medve,αρκούδα
190,Eichhörnchen::N,mókus,βερβερίτσα
191,Elch::N,jávorszarvas,άλκη
192,Fuchs::N,róka,αλεπού
193,Hase::N,nyúl,λαγός
194,Maus::N,egér,ποντικός
195,Wolf::N,farkas,λύκος
196,Vogel::N,madár,πουλί
197,Schwarm::N,raj,σμήνος
198,Huhn::N,tyúk,κότα
199,Huhn::N,tyúk,όρνιθα
200,Hahn::N,kakas,πετεινός
201,Gans::N,lúd,χήνα
202,Gans::N,liba,χήνα
203,Adler::N,sas,αετός
204,Ente::N,kacsa,πάπια
205,Eule::N,bagoly,κουκουβάγια
206,Kranich::N,daru,γερανός
207,Krähe::N,varjú,καρακάξα
208,Kuckuck::N,kakukk,κούκος
209,Schwan::N,hattyú,κύκνος
210,Fisch::N,hal,ψάρι
211,Barsch::N,sügér,πέρκα
212,Hecht::N,csuka,λούτσος
213,Schlange[Tier]::N,kígyó,φίδι
214,Wurm::N,kukac,σκουλήκι
215,Spinne::N,pók,αράχνη
216,Ameise::N,hangya,μυρμήγκι
217,Laus::N,tetű,ψείρα
218,Mücke::N,szúnyog,κουνούπι
219,Fliege::N,légy,μύγα
220,Schmetterling::N,lepke,πεταλούδα
221,Schmetterling::N,pillangó,πεταλούδα
222,Beere::N,bogyó,ρόγα
223,Apfel::N,alma,μήλο
224,Pilz::N,gomba,μανιτάρι
225,Zwiebel::N,hagyma,κρεμμύδι
226,Saat::N,vetőmag,σπόρος
227,Korn::N,mag,σπυρί
228,Korn::N,szem,σπυρί
229,Heu::N,széna,σανός
230,Schale::N,héj,τσόφλι
231,Grube::N,verem,λάκκος
232,Falle::N,csapda,παγίδα
233,Schlinge::N,tőr,θηλειά
234,Spur::N,nyom,ίχνος
235,Asche::N,hamu,στάχτη
236,Dreck::N,sár,βρωμιά
237,Dreck::N,piszok,βρωμιά
238,Eisen::N,vas,σίδερο
239,Gold::N,arany,μάλαμα
240,Gold::N,arany,χρυσάφι
241,Silber::N,ezüst,ασήμι
242,Silber::N,ezüst,άργυρος
243,Kohle::N,szén,κάρβουνο
244,Glas::N,üveg,γυαλί
245,Lehm::N,agyag,πηλός
246,Lehm::N,vályog,πηλός
247,Sand::N,homok,άμμος
248,Mensch::N,ember,άνθρωπος
249,Mann::N,úr,άνδρας
250,Mann::N,férfi,άνδρας
251,Frau::N,nő,γυναίκα
252,Frau::N,asszony,γυναίκα
253,Kind::N,gyerek,παιδί
254,Kind::N,gyermek,παιδί
255,Junge::N,fiú,αγόρι
256,Mädchen::N,lány,κοπέλα
257,Mädchen::N,lány,κορίτσι
258,Familie::N,család,οικογένεια
259,Großvater::N,nagyapa,παππούς
260,Großmutter::N,nagyanya,γιαγιά
261,Eltern::N,szülők,γονείς
262,Vater::N,apa,πατέρας
263,Vater::N,atya,πατέρας
264,Mutter::N,anya,μητέρα
265,Sohn::N,fiú,γιος
266,Tochter::N,lány,κόρη
267,Bruder::N,fivér,αδελφός
268,Bruder::N,testvér,αδελφός
269,Schwester::N,nővér,αδελφή
270,Schwester::N,lánytestvér,αδελφή
271,Onkel::N,nagybácsi,θείος
272,Tante::N,nagynéni,θεία
273,Ehemann::N,férj,σύζυγος
274,Ehefrau::N,feleség,σύζυγος
275,Freude::N,öröm,χαρά
276,Gelächter::N,nevetés,γέλια
277,Gelächter::N,hahotázás,γέλια
278,Glück::N,boldogság,ευτυχία
279,Kummer::N,bánat,έγνοια
280,Wunsch::N,óhaj,επιθυμία
281,Lust::N,kedv,όρεξη
282,Geist::N,elme,πνέυμα
283,Geist::N,szellem,πνέυμα
284,Gedanke::N,gondolat,σκέψη
285,Gedächtnis::N,emlékezet,μνήμη
286,Verstand::N,ész,νους
287,Verstand::N,értelem,νους
288,Sinn::N,értelem,νόημα
289,Grund::N,ok,λόγος
290,Grund::N,alap,λόγος
291,Wahrheit::N,igaz,αλήθεια
292,Wahrheit::N,igazság,αλήθεια
293,Gespräch::N,beszélgetés,συνομιλία
294,Märchen::N,mese,παραμύθι
295,Erzählung::N,elbeszélés,διήγημα
296,Nachricht::N,hír,είδηση
297,Nachricht::N,híradás,είδηση
298,Neuigkeit::N,újság,νέο
299,Name::N,név,όνομα
300,Rätsel::N,rejtvény,αίνιγμα
301,Rede::N,beszéd,λόγος
302,Rede::N,beszéd,ομιλία
303,Rede::N,szónoklat,λόγος
304,Rede::N,szónoklat,ομιλία
305,Sprache::N,nyelv,γλώσσα
306,Stimme::N,hang,φωνή
307,Wort::N,szó,λέξη
308,Zeichen::N,jel,σημείο
309,Ruf::N,kiáltás,κραυγή
310,Lärm::N,zaj,θόρυβος
311,Laut::N,hang,ήχος
312,Ton::N,hang,ήχος
313,Ton::N,hang,τόνος
314,Lied::N,dal,τραγούδι
315,Lied::N,ének,τραγούδι
316,Ruhe::N,csend,ησυχία
317,Ruhe::N,nyugalom,ησυχία
318,Leute::N,emberek,κόσμος
319,Leute::N,emberek,άνθρωποι
320,Volk::N,nép,λαός
321,Arbeit::N,dolog,εργασία
322,Gast::N,vendég,επισκέπτης
323,Geschenk::N,ajándék,δώρο
324,Spiel::N,játék,παιχνίδι
325,Gesellschaft::N,társaság,κοινωνία
326,Hilfe::N,segítség,βοήθεια
327,Freund::N,barát,φίλος
328,Kamerad::N,társ,σύντροφος
329,Angelegenheit::N,ügy,υπόθεση
330,Anzahl::N,szám,αριθμός
331,Art::N,faj,είδος
332,Art::N,fajta,είδος
333,Stück::N,darab,κομμάτι
334,Teil::N,rész,μέρος
335,Hälfte::N,fél,μισό
336,Kreis::N,kör,κύκλος
337,Kreuz::N,kereszt,σταυρός
338,Linie::N,vonal,γραμμή
339,Strich::N,vonás,γραμμή
340,Abstand::N,köz,απόσταση
341,Entfernung::N,távolság,απόσταση
342,Gegend::N,táj,περιοχή
343,Gegend::N,táj,τοποθεσία
344,Gegend::N,vidék,περιοχή
345,Gegend::N,vidék,τοποθεσία
346,Platz::N,hely,χώρος
347,Ort::N,hely,τόπος
348,Seite::N,fél,πλευρά
349,Seite::N,oldal,πλευρά
350,Mitte::N,közép,μέση
351,Gegenstand::N,tárgy,αντικείμενο
352,Sache::N,dolog,πράγμα
353,Rand::N,szél,άκρη
354,Rand::N,szél,χείλος
355,Rand::N,perem,άκρη
356,Rand::N,perem,χείλος
357,Rand::N,szegély,άκρη
358,Rand::N,szegély,χείλος
359,Kante::N,él,άκρη
360,Ecke::N,sarok,γωνιά
361,Ecke::N,szöglet,γωνιά
362,Spitze::N,csúcs,μύτη
363,Ende::N,vég,άκρη
364,Loch::N,lyuk,τρύπα
365,Winkel::N,szög,γωνία
366,Muster::N,minta,σχέδιο
367,Größe::N,nagyság,μέγεθος
368,Länge::N,hossz,μήκος
369,Länge::N,hosszúság,μήκος
370,Höhe::N,magasság,ύψος
371,Gewicht::N,súly,βάρος
372,Menge::N,sokaság,ποσότητα
373,Menge::N,mennyiség,ποσότητα
374,Haufen::N,halom,σωρός
375,Reihe::N,sor,αράδα
376,Boot::N,csónak,βάρκα
377,Ruder::N,evező,κουπί
378,Schlitten::N,szánkó,έλκηθρο
379,Ski::N,sí,σκι
380,Lagerfeuer::N,tábortűz,φωτιά
381,Last::N,teher,φορτίο
382,Gang::N,járás,δρόμος
383,Schritt::N,lépés,βήμα
384,Norden::N,észak,βορράς
385,Süden::N,dél,νότος
386,Westen::N,nyugat,δύση
387,Osten::N,kelet,ανατολή
388,Holz::N,fa,ξύλο
389,Brett::N,deszka,σανίδι
390,Platte::N,lap,πλάκα
391,Platte::N,lemez,πλάκα
392,Stütze::N,támasz,στήριγμα
393,Stütze::N,támaszték,στήριγμα
394,Stange::N,rúd,ραβδί
395,Stange::N,rúd,κοντός
396,Stange::N,pózna,ραβδί
397,Stange::N,pózna,κοντός
398,Stock::N,pálca,ξύλο
399,Stock::N,pálca,μπαστούνι
400,Stab::N,bot,ραβδί
401,Rohr::N,cső,σωλήνας
402,Haus::N,ház,σπίτι
403,Heim::N,otthon,σπίτι
404,Ofen::N,kályha,σόμπα
405,Ofen::N,kályha,θερμάστρα
406,Fußboden::N,padló,πάτωμα
407,Tisch::N,asztal,τραπέζι
408,Stuhl::N,szék,καρέκλα
409,Wiege::N,bölcső,κούνια
410,Bett::N,ágy,κρεβάτι
411,Regal::N,polc,ράφι
412,Regal::N,állvány,ράφι
413,Kiste::N,láda,κιβώτιο
414,Fenster::N,ablak,παράθυρο
415,Tür::N,ajtó,πόρτα
416,Tor::N,kapu,πύλη
417,Zaun::N,kerítés,φράχτης
418,Dach::N,tető,στέγη
419,Leiter::N,létra,σκάλα
420,Leiter::N,létra,κλίμακα
421,Besen::N,seprű,σκούπα
422,Spaten::N,ásó,φτυάρι
423,Schaufel::N,lapát,φτυάρι
424,Gabel::N,villa,πιρούνι
425,Löffel::N,kanál,κουτάλι
426,Messer::N,kés,μαχαίρι
427,Nagel::N,szeg,καρφί
428,Netz::N,háló,δίχτυ
429,Haken::N,kampó,γάντζος
430,Haken::N,kampó,αγκίστρι
431,Griff::N,nyél,λαβή
432,Griff::N,fogantyú,λαβή
433,Schloss::N,zár,κλειδαριά
434,Bild::N,kép,εικόνα
435,Figur::N,alak,ανάστημα
436,Puppe::N,bábu,κούκλα
437,Beutel::N,zacskó,πουγγί
438,Bündel::N,köteg,δεμάτι
439,Tasche::N,táska,τσάντα
440,Eimer::N,vödör,κουβάς
441,Deckel::N,fedő,καπάκι
442,Deckel::N,fedél,καπάκι
443,Geschirr::N,edény,σκεύη
444,Sack::N,zsák,σάκος
445,Tasse::N,csésze,φλιτζάνι
446,Topf::N,fazék,χύτρα
447,Kessel::N,üst,καζάνι
448,Kessel::N,bogrács,καζάνι
449,Essen::N,evés,φαγητό
450,Essen::N,étkezés,φαγητό
451,Nahrung::N,ennivaló,τροφή
452,Speise::N,étel,φαγητό
453,Fleisch::N,hús,κρέας
454,Getreide::N,gabona,σιτάρι
455,Brei::N,pép,χυλός
456,Brei::N,kása,χυλός
457,Brot::N,kenyér,ψωμί
458,Brot::N,kenyér,άρτος
459,Scheibe::N,szelet,φέτα
460,Fett::N,háj,πάχος
461,Fett::N,zsír,πάχος
462,Butter::N,vaj,βούτυρο
463,Öl::N,olaj,λάδι
464,Salz::N,só,αλάτι
465,Suppe::N,leves,σούπα
466,Honig::N,méz,μέλι
467,Milch::N,tej,γάλα
468,Tee::N,tea,τσάι
469,Leder::N,bőr,πετσί
470,Wolle::N,gyapjú,μαλλί
471,Stoff::N,szövet,ύφασμα
472,Nadel::N,tű,βελόνα
473,Faden::N,fonál,κλωστή
474,Knopf::N,gomb,κουμπί
475,Knoten::N,csomó,κόμπος
476,Farbe::N,szín,μπογιά
477,Farbe::N,festék,μπογιά
478,Kleidung::N,ruha,ρούχα
479,Kleidung::N,ruha,ενδυμασία
480,Kleidung::N,ruházat,ρούχα
481,Kleidung::N,ruházat,ενδυμασία
482,Hemd::N,ing,πουκάμισο
483,Kragen::N,gallér,κολάρο
484,Ärmel::N,ujj,μανίκι
485,Hose::N,gatya,πανταλόνι
486,Hose::N,nadrág,πανταλόνι
487,Gürtel::N,öv,ζώνη
488,Mütze::N,sapka,σκούφος
489,Schuh::N,cipő,παπούτσι
490,Stiefel::N,csizma,μπότα
491,Ring::N,gyűrű,δαχτυλίδι
492,Band::N,szalag,κορδέλα
493,Kamm::N,fésű,χτένα
494,Spiegel::N,tükör,καθρέφτης
495,Riemen::N,szíj,λουρί
496,Schnur::N,zsinór,κορδόνι
497,Leine::N,póráz,σχοινί
498,Decke::N,takaró,κουβέρτα
499,Kissen::N,párna,μαξιλάρι
500,Tuch::N,kendő,πανί
501,Tuch::N,kendő,μαντήλι
502,Handtuch::N,törülköző,πετσέτα
503,Kraft::N,erő,δύναμη
504,Stärke::N,erő,ισχύς
505,Stärke::N,erő,δύναμη
506,Stärke::N,erősség,ισχύς
507,Stärke::N,erősség,δύναμη
508,Gesundheit::N,egészség,υγεία
509,Krankheit::N,kór,αρρώστια
510,Krankheit::N,betegség,αρρώστια
511,Schmerz::N,fájdalom,πόνος
512,Wunde::N,seb,πληγή
513,Fieber::N,láz,πυρετός
514,Arznei::N,orvosság,φάρμακο
515,Arznei::N,gyógyszer,φάρμακο
516,Brücke::N,híd,γέφυρα
517,Brunnen::N,kút,πηγάδι
518,Weide::N,legelő,βοσκή
519,Pfad::N,ösvény,μονοπάτι
520,Weg::N,út,δρόμος
521,Straße::N,út,οδός
522,Straße::N,út,δρόμος
523,Dorf::N,falu,χωριό
524,Stadt::N,város,πόλη
525,Brief::N,levél,γράμμα
526,Brief::N,levél,επιστολή
527,Buch::N,könyv,βιβλίο
528,Buchstabe::N,betű,γράμμα
529,Zeitung::N,újság,εφημερίδα
530,Zeitung::N,hírlap,εφημερίδα
531,Leben::N,élet,ζωή
532,Leben::N,élet,βίος
533,Tod::N,halál,θάνατος
534,Grab::N,sír,τάφος
535,Kirche::N,templom,εκκλησία
536,Sünde::N,bűn,αμαρτία
537,Sünde::N,vétek,αμαρτία
538,Gott::N,isten,θεός
539,Arbeiter::N,munkás,εργάτης
540,Chef::N,főnök,προϊστάμενος
541,Meister::N,mester,μάστορας
542,Meister::N,mester,αρχιτεχνίτης
543,Arzt::N,orvos,γιατρός
544,Lehrer::N,tanár,δάσκαλος
545,Lehrer::N,tanító,δάσκαλος
546,Geld::N,pénz,λεφτά
547,Geld::N,pénz,χρήματα
548,Geschäft::N,üzlet,συναλλαγή
549,Laden::N,bolt,μαγαζί
550,Laden::N,bolt,κατάστημα
551,Preis::N,ár,τιμή
552,Ware::N,áru,εμπόρευμα
553,Nutzen::N,haszon,όφελος
554,Reichtum::N,gazdagság,πλούτος
555,Welt::N,világ,κόσμος
556,Land::N,ország,χώρα
557,Staat::N,állam,κράτος
558,Staat::N,állam,πολιτεία
559,König::N,király,βασιλιάς
560,Macht::N,hatalom,εξουσία
561,Grenze::N,határ,σύνορα
562,Krieg::N,háború,πόλεμος
563,Feind::N,ellenség,εχθρός
564,Gewalt::N,erőszak,βία
565,Kampf::N,harc,αγώνας
566,Bogen[Waffe]::N,íj,τόξο
567,Pfeil::N,nyíl,σαΐτα
568,Gewehr::N,puska,τουφέκι
569,Gewehr::N,fegyver,τουφέκι
570,Fehler::N,hiba,λάθος
571,Fehler::N,hiba,σφάλμα
572,Lüge::N,hazugság,ψέμα
573,Lüge::N,hazugság,ψεύδος
574,Schaden::N,kár,ζημία
575,Unglück::N,csapás,δυστυχία
576,Unglück::N,balszerencse,δυστυχία
577,Schuld::N,bűn,ενοχή
578,Schuld::N,bűn,φταίξιμο
579,Alter::N,kor,ηλικία
580,Schluss::N,vég,τέλος
581,Schluss::N,befejezés,τέλος
582,Zeit::N,idő,χρόνος
583,Tag::N,nap,μέρα
584,Tag::N,nap,ημέρα
585,Morgen::N,reggel,πρωί
586,Mittag::N,dél,μεσημέρι
587,Abend::N,este,βράδυ
588,Nacht::N,éj,νύχτα
589,Nacht::N,éjszaka,νύχτα
590,Woche::N,hét,εβδομάδα
591,Monat::N,hó,μήνας
592,Monat::N,hónap,μήνας
593,Jahr::N,év,έτος
594,Jahr::N,év,χρόνος
595,Frühling::N,tavasz,άνοιξη
596,Sommer::N,nyár,καλοκαίρι
597,Herbst::N,ősz,φθινόπωρο
598,Winter::N,tél,χειμώνας
599,Januar::N,január,Ιανουάριος
600,Februar::N,február,Φεβρουάριος
601,März::N,március,Μάρτιος
602,April::N,április,Απρίλιος
603,Mai::N,május,Μάιος
604,Juni::N,június,Ιούνιος
605,Juli::N,július,Ιούλιος
606,August::N,augusztus,Αύγουστος
607,September::N,szeptember,Σεπτέμβριος
608,Oktober::N,október,Οκτώβριος
609,November::N,november,Νοέμβριος
610,Dezember::N,december,Δεκέμβριος
611,Montag::N,hétfő,Δευτέρα
612,Dienstag::N,kedd,Τρίτη
613,Mittwoch::N,szerda,Τετάρτη
614,Donnerstag::N,csütörtök,Πέμπτη
615,Freitag::N,péntek,Παρασκευή
616,Samstag::N,szombat,Σάββατο
617,Sonntag::N,vasárnap,Κυριακή
618,groß::A,nagy,μεγάλος
619,klein::A,pici,μικρός
620,klein::A,kicsi,μικρός
621,lang::A,hosszú,μακρύς
622,kurz::A,rövid,κοντός
623,breit::A,széles,φαρδύς
624,schmal::A,keskeny,στενός
625,dicht::A,sűrű,πυκνός
626,dick[Gegenstand]::A,vastag,παχύς
627,dick[Gegenstand]::A,vastag,χοντρός
628,dünn::A,vékony,ψιλός
629,dünn::A,vékony,λεπτός
630,fein::A,vékony,ψιλός
631,fest::A,szilárd,στερεός
632,flach::A,sík,επίπεδος
633,flach::A,lapos,επίπεδος
634,glatt::A,sima,λείος
635,glatt::A,sima,ομαλός
636,hart::A,kemény,σκληρός
637,weich::A,puha,μαλακός
638,rund::A,kerek,στρογγυλός
639,spitz::A,hegyes,μυτερός
640,scharf::A,éles,κοφτερός
641,stumpf::A,tompa,αμβλύς
642,stumpf::A,életlen,αμβλύς
643,schwer::A,nehéz,βαρύς
644,schwer::A,súlyos,βαρύς
645,schön::A,szép,ωραίος
646,schön::A,szép,όμορφος
647,heiß::A,forró,ζεστός
648,warm::A,meleg,θερμός
649,kalt::A,hideg,κρύος
650,kalt::A,hideg,ψυχρός
651,kühl::A,hűs,δροσερός
652,kühl::A,hűvös,δροσερός
653,frisch::A,üde,νωπός
654,frisch::A,üde,φρέσκος
655,frisch::A,friss,νωπός
656,frisch::A,friss,φρέσκος
657,feucht::A,nedves,υγρός
658,nass::A,vizes,βρεγμένος
659,trocken::A,száraz,ξηρός
660,trocken::A,száraz,στεγνός
661,voll::A,telt,γεμάτος
662,leer::A,üres,άδειος
663,offen::A,nyílt,ανοιχτός
664,offen::A,nyitott,ανοιχτός
665,geschlossen::A,zárt,κλειστός
666,geschlossen::A,csukott,κλειστός
667,sauber::A,tiszta,καθαρός
668,schmutzig::A,piszkos,βρώμικος
669,schmutzig::A,piszkos,λερωμένος
670,schmutzig::A,szennyes,βρώμικος
671,schmutzig::A,szennyes,λερωμένος
672,roh::A,nyers,ωμός
673,reif::A,érett,ώριμος
674,lecker::A,finom,νόστιμος
675,süß::A,édes,γλυκός
676,bitter::A,keserű,πικρός
677,sauer::A,savanyú,ξινός
678,hell::A,világos,φωτεινός
679,dunkel::A,sötét,σκοτεινός
680,schwarz::A,fekete,μαύρος
681,schwarz::A,fekete,μελανός
682,weiß::A,fehér,άσπρος
683,rot::A,vörös,κόκκινος
684,gelb::A,sárga,κίτρινος
685,blau::A,kék,μπλε
686,blau::A,kék,γαλανός
687,grün::A,zöld,πράσινος
688,grau::A,ősz,γκρίζος
689,grau::A,szürke,γκρίζος
690,bunt::A,tarka,ποικιλόχρωπος
691,bunt::A,színes,ποικιλόχρωπος
692,billig::A,olcsó,φτηνός
693,teuer::A,drága,ακριβός
694,wertvoll::A,értékes,πολύτιμος
695,blind::A,vak,τυφλός
696,taub::A,süket,κουφός
697,kräftig::A,erős,δυνατός
698,stark::A,erős,γερός
699,schwach::A,gyenge,αδύνατος
700,schwach::A,erőtlen,αδύνατος
701,fett::A,hájas,παχύς
702,schlank::A,karcsú,λεπτός
703,schlank::A,karcsú,λυγερός
704,hübsch::A,csinos,όμορφος
705,hübsch::A,csinos,χαριτωμένος
706,böse::A,rossz,κακός
707,böse::A,gonosz,κακός
708,dumm::A,buta,κουτός
709,dumm::A,buta,ανόητος
710,dumm::A,ostoba,κουτός
711,dumm::A,ostoba,ανόητος
712,faul::A,lusta,τεμπέλης
713,fleißig::A,szorgalmas,εργατικός
714,geizig::A,fukar,τσιγγούνης
715,geizig::A,fösvény,τσιγγούνης
716,klug::A,okos,έξυπνος
717,klug::A,eszes,έξυπνος
718,geschickt::A,ügyes,επιδέξιος
719,lieb::A,drága,φίλος
720,lieb::A,drága,αγαπητός
721,lieb::A,kedves,φίλος
722,lieb::A,kedves,αγαπητός
723,lustig::A,víg,εύθυμος
724,lustig::A,víg,χαρούμενος
725,lustig::A,vidám,εύθυμος
726,lustig::A,vidám,χαρούμενος
727,sanft::A,enyhe,ήπιος
728,hungrig::A,éhes,πεινασμένος
729,krank::A,beteg,άρρωστος
730,nackt::A,csupasz,γυμνός
731,nackt::A,meztelen,γυμνός
732,traurig::A,bús,λυπημένος
733,traurig::A,szomorú,λυπημένος
734,lebendig::A,élő,ζωντανός
735,gut::A,jó,καλός
736,schlecht::A,rossz,κακός
737,richtig::A,helyes,σωστός
738,schlimm::A,rossz,άσχημος
739,wahr::A,igaz,αληθής
740,wahr::A,igaz,αληθινός
741,alt::A,ó,παλιός
742,alt::A,régi,παλιός
743,neu::A,új,νέος
744,neu::A,új,καινούργιος
745,ehemalig::A,volt,παλιός
746,ehemalig::A,egykori,παλιός
747,alt[Lebewesen]::A,öreg,γέρος
748,jung::A,fiatal,νέος
749,arm::A,szegény,φτωχός
