,Concept_ID,mhr,bg
168,Bau::N,пыжа́ш,дупка
169,Tier::N,я́нлык,животно
170,Tier::N,живо́тный,животно
171,Herde::N,кӱ́тӱ,стадо
172,Herde::N,тӱшка́,стадо
173,Kuh::N,ушка́л,крава
174,Bulle::N,ӱ́шкыж,бик
175,Pferd::N,и́мне,кон
176,Schaf::N,шо́рык,овца
177,Schwein::N,сӧсна́,свиня
178,Hund::N,пий,куче
179,Katze::N,пы́рыс,котка
180,Bär::N,маска́,мечка
181,Eichhörnchen::N,ур,катерица
182,Elch::N,шо́рдо,лос
183,Fuchs::N,ры́выж,лисица
184,Hase::N,мера́ҥ,заек
185,Maus::N,коля́,мишка
186,Wolf::N,пи́ре,вълк
187,Vogel::N,ка́йык,птица
188,Schwarm::N,каша́к,рой
189,Schwarm::N,каша́к,рояк
190,Huhn::N,чы́ве,кокошка
191,Hahn::N,агыта́н,петел
192,Gans::N,ко́мбо,гъска
193,Adler::N,карагу́ш,орел
194,Ente::N,лу́до,патица
195,Eule::N,тумна́,сова
196,Kranich::N,турня́,жерав
197,Krähe::N,кора́к,врана
198,Kuckuck::N,куку́,кукувица
199,Schwan::N,йӱ́ксӧ,лебед
200,Fisch::N,кол,риба
201,Barsch::N,ола́ҥге,костур
202,Hecht::N,нуж,щука
203,Hecht::N,чорта́н,щука
204,Schlange[Tier]::N,ки́шке,змия
205,Wurm::N,шукш,червей
206,Spinne::N,эҥыре́мыш,паяк
207,Ameise::N,ку́тко,мравка
208,Laus::N,тий,въшка
209,Mücke::N,шыҥа́,комар
210,Fliege::N,ка́рме,муха
211,Schmetterling::N,лы́ве,пеперуда
212,Beere::N,мӧр,плод
213,Apfel::N,олма́,ябълка
214,Pilz::N,по́ҥго,гъба
215,Zwiebel::N,шога́н,лук
216,Zwiebel::N,шога́н,кромид
217,Saat::N,нӧ́шмӧ,семе
218,Saat::N,туш,семе
219,Korn::N,шу́рно,зърно
220,Heu::N,шу́до,сено
221,Schale::N,шӱм,кора
222,Grube::N,выне́м,яма
223,Grube::N,выне́м,дупка
224,Falle::N,лӧ́дӧ,примка
225,Schlinge::N,о́птыш,клуп
226,Schlinge::N,шӧрга́лтыш,клуп
227,Spur::N,кыша́,диря
228,Spur::N,кыша́,следа
229,Asche::N,ло́мыж,пепел
230,Dreck::N,лавыра́,кал
231,Eisen::N,кӱ́ртньӧ,желязо
232,Gold::N,шӧ́ртньӧ,злато
233,Silber::N,ший,сребро
234,Kohle::N,мландышӱ́й,въглища
235,Glas::N,янда́,стъкло
236,Lehm::N,шун,глина
237,Sand::N,ошма́,пясък
238,Mensch::N,еҥ,човек
239,Mensch::N,айде́ме,човек
240,Mann::N,пӧръе́ҥ,мъж
241,Frau::N,ӱдырама́ш,жена
242,Kind::N,аза́,дете
243,Junge::N,рве́зе,момче
244,Mädchen::N,ӱдыра́ш,момиче
245,Familie::N,еш,фамилия
246,Familie::N,еш,семейство
247,Großvater::N,коча́,дядо
248,Großmutter::N,кова́,баба
249,Eltern::N,ача́-ава́,родители
250,Vater::N,ача́,баща
251,Mutter::N,ава́,майка
252,Sohn::N,э́рге,син
253,Tochter::N,ӱ́дыр,дъщеря
254,Bruder::N,иза́,брат
255,Bruder::N,шо́льо,брат
256,Schwester::N,ака́,сестра
257,Onkel::N,иза́,чичо
258,Onkel::N,иза́,вуйчо
259,Tante::N,кока́,леля
260,Ehemann::N,мари́й,съпруг
261,Ehefrau::N,ва́те,съпруга
262,Freude::N,куа́н,радост
263,Freude::N,куаныма́ш,радост
264,Gelächter::N,во́штылтыш,смях
265,Glück::N,пиа́л,щастие
266,Kummer::N,о́йго,тъга
267,Wunsch::N,ку́мыл,желание
268,Lust::N,ку́мыл,желание
269,Geist::N,ӧрт,дух
270,Geist::N,чон,дух
271,Gedanke::N,ой,мисъл
272,Gedanke::N,шоныма́ш,мисъл
273,Gedächtnis::N,шарныма́ш,памет
274,Verstand::N,уш,ум
275,Verstand::N,уш,разум
276,Sinn::N,смысл,смисъл
277,Grund::N,ама́л,причина
278,Wahrheit::N,чын,правда
279,Gespräch::N,мутланыма́ш,разговор
280,Märchen::N,йома́к,приказка
281,Erzählung::N,ойлыма́ш,разказ
282,Nachricht::N,увертарыма́ш,вест
283,Nachricht::N,увертарыма́ш,известие
284,Neuigkeit::N,уве́р,новина
285,Name::N,лӱм,име
286,Rätsel::N,ту́што,гатанка
287,Rede::N,ойлыма́ш,реч
288,Rede::N,ойлыма́ш,слово
289,Sprache::N,йы́лме,език
290,Stimme::N,йӱк,глас
291,Wort::N,ой,дума
292,Wort::N,мут,дума
293,Zeichen::N,ти́ште,знак
294,Zeichen::N,знак,знак
295,Ruf::N,ӱжма́ш,зов
296,Lärm::N,лӱшкыма́ш,шум
297,Lärm::N,лӱшкыма́ш,глъчка
298,Lärm::N,йӱк-йӱа́н,шум
299,Lärm::N,йӱк-йӱа́н,глъчка
300,Laut::N,йӱк,звук
301,Ton::N,йӱксе́м,тон
302,Lied::N,му́ро,песен
303,Ruhe::N,ты́мык,тишина
304,Ruhe::N,ты́мык,спокойствие
305,Leute::N,еҥ-влак,хора
306,Volk::N,ка́лык,народ
307,Arbeit::N,паша́,труд
308,Arbeit::N,паша́,работа
309,Gast::N,уна́,гост
310,Geschenk::N,пӧле́к,дар
311,Geschenk::N,пӧле́к,подарък
312,Spiel::N,мо́дыш,игра
313,Spiel::N,модма́ш,игра
314,Gesellschaft::N,тӱшка́,общество
315,Hilfe::N,по́лыш,помощ
316,Freund::N,таҥ,приятел
317,Freund::N,йолта́ш,приятел
318,Kamerad::N,таҥ,другар
319,Angelegenheit::N,паша́,работа
320,Anzahl::N,чот,брой
321,Anzahl::N,чот,количество
322,Art::N,вид,вид
323,Stück::N,ка́тыш,къс
324,Stück::N,ка́тыш,парче
325,Stück::N,ла́стык,къс
326,Stück::N,ла́стык,парче
327,Teil::N,ужа́ш,дял
328,Teil::N,ужа́ш,част
329,Hälfte::N,пел,половина
330,Hälfte::N,пе́ле,половина
331,Kreis::N,ты́ртыш,кръг
332,Kreuz::N,ыре́с,кръст
333,Linie::N,ли́ний,черта
334,Strich::N,коре́ш,щрих
335,Strich::N,коре́ш,черта
336,Abstand::N,кокла́,дистанция
337,Abstand::N,кокла́,разстояние
338,Entfernung::N,тора́,разстояние
339,Entfernung::N,ку́жыт,разстояние
340,Gegend::N,кунде́м,местност
341,Platz::N,ку́мдык,място
342,Ort::N,вер,място
343,Ort::N,о́лмо,място
344,Seite::N,ӧ́рдыж,страна
345,Mitte::N,покше́л,среда
346,Gegenstand::N,наста́,предмет
347,Sache::N,наста́,вещ
348,Rand::N,тӱр,ръб
349,Kante::N,тӱр,ръб
350,Kante::N,тӱр,кант
351,Ecke::N,лук,ъгъл
352,Spitze::N,вуй,връх
353,Spitze::N,вуй,острие
354,Ende::N,муча́ш,край
355,Loch::N,рож,дупка
356,Winkel::N,лук,кът
357,Winkel::N,лук,ъгъл
358,Muster::N,пеза́к,десен
359,Muster::N,пеза́к,образец
360,Muster::N,узо́р,десен
361,Muster::N,узо́р,образец
362,Muster::N,ӱ́лгӧ,десен
363,Muster::N,ӱ́лгӧ,образец
364,Größe::N,кӱ́кшыт,големина
365,Länge::N,ку́тыш,дължина
366,Höhe::N,кӱ́кшыт,висота
367,Höhe::N,кӱ́кшыт,височина
368,Gewicht::N,не́лыт,тегло
369,Gewicht::N,не́лыт,тежест
370,Menge::N,чот,количество
371,Haufen::N,кы́шыл,куп
372,Haufen::N,кы́шыл,грамада
373,Reihe::N,рада́м,ред
374,Reihe::N,рада́м,редица
375,Boot::N,пуш,лодка
376,Ruder::N,эшка́к,весло
377,Ruder::N,эшка́к,гребло
378,Schlitten::N,тер,шейна
379,Schlitten::N,изде́р,шейна
380,Ski::N,е́че,ски
381,Lagerfeuer::N,туло́то,огнище
382,Last::N,нӧ́лтыш,товар
383,Gang::N,ошкылма́ш,ход
384,Gang::N,ошкылма́ш,вървеж
385,Schritt::N,о́шкыл,стъпка
386,Norden::N,йӱдйыма́л,север
387,Süden::N,кечывалве́л,юг
388,Westen::N,касве́л,запад
389,Osten::N,эрве́л,изток
390,Holz::N,пу,дърво
391,Brett::N,оҥа́,дъска
392,Platte::N,аста́р,
393,Stütze::N,чара́к,
394,Stange::N,лома́ш,прът
395,Stange::N,лома́ш,върлина
396,Stock::N,тоя́,прът
397,Stock::N,тоя́,тояга
398,Stab::N,вара́,прът
399,Stab::N,кашта́,прът
400,Rohr::N,пуч,цев
401,Rohr::N,пуч,тръба
402,Haus::N,пӧрт,къща
403,Heim::N,мӧ́ҥгӧ,дом
404,Ofen::N,комака́,печка
405,Fußboden::N,кӱва́р,под
406,Tisch::N,ӱсте́л,маса
407,Stuhl::N,пӱке́н,стол
408,Wiege::N,шепка́,люлка
409,Bett::N,ва́кшыш,легло
410,Bett::N,ва́кшыш,креват
411,Regal::N,шӧ́рлык,рафт
412,Regal::N,шӧ́рлык,етажерка
413,Kiste::N,шо́ндык,кутия
414,Kiste::N,шо́ндык,сандък
415,Kiste::N,я́шлык,кутия
416,Kiste::N,я́шлык,сандък
417,Fenster::N,окна́,прозорец
418,Tür::N,омса́,врата
419,Tor::N,капка́,врата
420,Zaun::N,сава́р,ограда
421,Dach::N,леве́дыш,покрив
422,Leiter::N,тошка́лтыш,стълба
423,Besen::N,ӱштерво́штыр,метла
424,Spaten::N,ко́льмо,лопата
425,Schaufel::N,сово́к,лопата
426,Schaufel::N,су́ско,лопата
427,Gabel::N,ви́лке,вилица
428,Löffel::N,па́не,лъжица
429,Löffel::N,совла́,лъжица
430,Messer::N,кӱ́зӧ,нож
431,Nagel::N,пуда́,гвоздей
432,Netz::N,вапш,мрежа
433,Haken::N,са́гыле,кука
434,Haken::N,са́гыле,закачалка
435,Griff::N,кыл,ръчка
436,Griff::N,кыл,дръжка
437,Schloss::N,кӧгӧ́н,брава
438,Schloss::N,кӧгӧ́н,ключалка
439,Bild::N,сӱре́т,картина
440,Figur::N,фигу́р,фигура
441,Puppe::N,курча́к,кукла
442,Beutel::N,меша́к,кесия
443,Bündel::N,арша́ш,връзка
444,Tasche::N,сумка́,чанта
445,Eimer::N,ведра́,кофа
446,Deckel::N,ко́мдыш,капак
447,Deckel::N,ко́мдыш,похлупак
448,Geschirr::N,а́те,съдове
449,Sack::N,куль,чувал
450,Sack::N,меша́к,чувал
451,Tasse::N,чу́кыр,чаша
452,Tasse::N,чашка́,чаша
453,Topf::N,ми́ске,гърне
454,Topf::N,ми́ске,тенджера
455,Kessel::N,под,котел
456,Essen::N,ко́чкыш,ядене
457,Nahrung::N,ку́рго,храна
458,Speise::N,ко́чкыш,ястие
459,Fleisch::N,шыл,месо
460,Getreide::N,шу́рно,зърнено храни
461,Brei::N,пу́чымыш,каша
462,Brot::N,ки́нде,хляб
463,Scheibe::N,ка́тыш,резен
464,Fett::N,коя́,мазнина
465,Butter::N,ӱй,масло
466,Öl::N,ӱй,олио
467,Öl::N,ӱй,оливия
468,Salz::N,шинча́л,сол
469,Suppe::N,шӱр,супа
470,Honig::N,мӱй,мед
471,Milch::N,шӧр,мляко
472,Tee::N,чай,чай
473,Leder::N,сура́н,кожа
474,Leder::N,шӱ́штӧ,кожа
475,Wolle::N,пун,вълна
476,Stoff::N,куэ́м,плат
477,Stoff::N,куэ́м,материал
478,Stoff::N,посто́,плат
479,Stoff::N,посто́,материал
480,Nadel::N,и́ме,игла
481,Faden::N,шӱ́ртӧ,конец
482,Knopf::N,по́лдыш,копче
483,Knoten::N,пышке́м,възел
484,Farbe::N,чия́,боя
485,Kleidung::N,чие́м,дрехи
486,Kleidung::N,чие́м,облекло
487,Kleidung::N,вурге́м,дрехи
488,Kleidung::N,вурге́м,облекло
489,Hemd::N,ту́выр,риза
490,Kragen::N,сога́,яка
491,Ärmel::N,шокш,ръкав
492,Hose::N,йола́ш,панталони
493,Gürtel::N,ӱ́штӧ,пояс
494,Gürtel::N,ӱ́штӧ,колан
495,Mütze::N,упш,каскет
496,Mütze::N,упш,фуражка
497,Schuh::N,боти́нке,обувка
498,Stiefel::N,кем,ботуш
499,Ring::N,шерга́ш,пръстен
500,Band::N,тасма́,лента
501,Band::N,тасма́,връзка
502,Band::N,ле́нте,лента
503,Band::N,ле́нте,връзка
504,Kamm::N,шерге́,гребен
505,Spiegel::N,вошто́нчыш,огледало
506,Riemen::N,кӱзанӱ́штӧ,каиш
507,Riemen::N,кӱзанӱ́штӧ,ремък
508,Schnur::N,кере́м,връв
509,Schnur::N,кандыра́,връв
510,Leine::N,вӱра́ҥ,връв
511,Leine::N,вӱра́ҥ,въже
512,Decke::N,леве́дыш,покривка
513,Decke::N,одея́л,покривка
514,Kissen::N,кӱ́пчык,възглавница
515,Tuch::N,шо́выч,сукно
516,Handtuch::N,со́лык,пешкир
517,Handtuch::N,со́лык,кърпа за лице
518,Kraft::N,вий,мощ
519,Kraft::N,вий,сила
520,Kraft::N,куа́т,мощ
521,Kraft::N,куа́т,сила
522,Stärke::N,куа́т,сила
523,Stärke::N,карма́н,сила
524,Gesundheit::N,таза́лык,здраве
525,Krankheit::N,чер,болест
526,Schmerz::N,ко́рштыш,болка
527,Wunde::N,су́сыр,рана
528,Fieber::N,йӱштыму́ж,треска
529,Fieber::N,йӱштыму́ж,температура
530,Fieber::N,лихора́дке,треска
531,Fieber::N,лихора́дке,температура
532,Arznei::N,эм,лек
533,Arznei::N,эм,лекарство
534,Brücke::N,кӱва́р,мост
535,Brunnen::N,вӱдвыне́м,чешма
536,Brunnen::N,вӱдвыне́м,кладенец
537,Weide::N,нурше́р,паша
538,Weide::N,нурше́р,пасище
539,Pfad::N,йолго́рно,пътека
540,Pfad::N,сокма́к,пътека
541,Weg::N,ко́рно,път
542,Straße::N,ко́рно,шосе
543,Dorf::N,ял,село
544,Stadt::N,ола́,град
545,Brief::N,се́рыш,писмо
546,Buch::N,книга́,книга
547,Buchstabe::N,буква́,буква
548,Zeitung::N,газе́т,вестник
549,Leben::N,и́лыш,живот
550,Tod::N,колыма́ш,смърт
551,Grab::N,шӱга́р,гроб
552,Kirche::N,че́рке,църква
553,Sünde::N,су́лык,грях
554,Gott::N,ю́мо,бог
555,Arbeiter::N,паша́зе,работник
556,Chef::N,тӧра́,шеф
557,Chef::N,тӧра́,началник
558,Meister::N,маста́р,майстор
559,Arzt::N,врач,лекар
560,Lehrer::N,ту́ныктышо,учител
561,Geld::N,окса́,пари
562,Geschäft::N,сатулыма́ш,сделка
563,Laden::N,ке́выт,дюкян
564,Laden::N,ке́выт,магазин
565,Preis::N,ак,цена
566,Ware::N,сату́,стока
567,Nutzen::N,пайда́,полза
568,Nutzen::N,пайда́,облага
569,Reichtum::N,поя́нлык,богатство
570,Welt::N,тӱня́,свят
571,Land::N,эл,страна
572,Staat::N,кугыжа́ныш,щат
573,Staat::N,кугыжа́ныш,държава
574,König::N,кугыжа́,крал
575,Macht::N,власть,мощ
576,Macht::N,власть,власт
577,Grenze::N,грани́ца,граница
578,Krieg::N,сар,война
579,Feind::N,тушма́н,враг
580,Feind::N,тушма́н,неприятел
581,Gewalt::N,виешлыма́ш,сила
582,Gewalt::N,виешлыма́ш,насилие
583,Kampf::N,кредалма́ш,борба
584,Kampf::N,кредалма́ш,сражение
585,Bogen[Waffe]::N,юҥе́ж,лък
586,Pfeil::N,пикш,стрела
587,Gewehr::N,пыча́л,пушка
588,Fehler::N,йо́ҥылыш,грешка
589,Lüge::N,шоя́к,лъжа
590,Schaden::N,зия́н,повреда
591,Unglück::N,эҥге́к,нещастие
592,Schuld::N,тита́к,вина
593,Schuld::N,йола́,вина
594,Alter::N,ийго́т,възраст
595,Schluss::N,муча́ш,край
596,Zeit::N,жап,време
597,Zeit::N,па́гыт,време
598,Tag::N,ке́че,ден
599,Morgen::N,эр,утро
600,Morgen::N,эр,сутрин
601,Mittag::N,кечыва́л,обед
602,Mittag::N,кечыва́л,пладне
603,Abend::N,кас,вечер
604,Nacht::N,йӱд,нощ
605,Woche::N,арня́,седмица
606,Monat::N,ты́лзе,месец
607,Jahr::N,ий,година
608,Frühling::N,шо́шо,пролет
609,Sommer::N,кеҥе́ж,лято
610,Herbst::N,шы́же,есен
611,Winter::N,те́ле,зима
612,Januar::N,шоркыйол,януари
613,Januar::N,идалыкву́й,януари
614,Januar::N,янва́рь,януари
615,Februar::N,пургыж,февруари
616,Februar::N,февра́ль,февруари
617,März::N,ӱярня,март
618,März::N,март,март
619,April::N,апре́ль,април
620,Mai::N,ага,май
621,Mai::N,май,май
622,Juni::N,пеледыш,юни
623,Juni::N,ию́нь,юни
624,Juli::N,сӱрем,юли
625,Juli::N,ию́ль,юли
626,August::N,сорла,август
627,August::N,агарма́н,август
628,August::N,а́вгуст,август
629,September::N,идым,септември
630,September::N,сентя́брь,септември
631,Oktober::N,шыжа,октомври
632,Oktober::N,октя́брь,октомври
633,November::N,кылме тылзе,ноември
634,November::N,ноя́брь,ноември
635,Dezember::N,дека́брь,декември
636,Montag::N,шо́чмо,понеделник
637,Dienstag::N,ку́шкыжмо,вторник
638,Mittwoch::N,вӱрге́че,сряда
639,Donnerstag::N,изарня́,четвъртък
640,Freitag::N,кугарня́,петък
641,Samstag::N,шуматке́че,събота
642,Sonntag::N,рушарня́,неделя
643,groß::A,кугу́,едър
644,groß::A,кугу́,голям
645,klein::A,изи́,малък
646,klein::A,изи́,дребен
647,lang::A,кужу́,дълъг
648,kurz::A,кӱ́чык,къс
649,breit::A,кумда́,широк
650,schmal::A,а́ҥысыр,тесен
651,dicht::A,ну́гыдо,гъст
652,dick[Gegenstand]::A,кӱ́жгӧ,дебел
653,dünn::A,ви́чкыж,тънък
654,fein::A,ты́гыде,фин
655,fein::A,ты́гыде,тънък
656,fest::A,чо́ткыдо,твърд
657,fest::A,чо́ткыдо,плътен
658,flach::A,лапка́,равен
659,flach::A,лапка́,плосък
660,glatt::A,яклака́,гладък
661,hart::A,пе́ҥгыде,твърд
662,hart::A,пе́ҥгыде,корав
663,weich::A,пу́шкыдо,мек
664,rund::A,йырге́шке,кръгъл
665,spitz::A,коша́р,островръх
666,scharf::A,пӱ́сӧ,остър
667,stumpf::A,токма́к,тъп
668,schwer::A,не́ле,тежък
669,schön::A,сы́лне,хубав
670,schön::A,сы́лне,красив
671,heiß::A,шо́кшо,жарък
672,warm::A,ле́ве,топъл
673,kalt::A,йӱ́штӧ,студен
674,kühl::A,юа́лге,хладен
675,kühl::A,южгата́,хладен
676,frisch::A,свежа́,свеж
677,feucht::A,вӱ́дыжгӧ,влажен
678,nass::A,нӧ́рӧ,мокър
679,trocken::A,ку́кшо,сух
680,voll::A,тич,пълен
681,leer::A,яра́,празен
682,offen::A,виш,откровен
683,geschlossen::A,пе́тырыме,закрит
684,geschlossen::A,пе́тырыме,затворен
685,geschlossen::A,тӱ́чмӧ,закрит
686,geschlossen::A,тӱ́чмӧ,затворен
687,sauber::A,ару́,чист
688,sauber::A,янда́р,чист
689,schmutzig::A,лавыра́н,мръсен
690,schmutzig::A,ла́выргыше,мръсен
691,roh::A,кӱ́чымӧ,суров
692,reif::A,лӧза́,зрял
693,lecker::A,ту́тло,вкусен
694,süß::A,ше́ре,сладък
695,bitter::A,ко́чо,горчив
696,sauer::A,шо́по,кисел
697,hell::A,во́лгыдо,ясен
698,hell::A,во́лгыдо,светъл
699,dunkel::A,пычке́мыш,тъмен
700,schwarz::A,шола́,черен
701,weiß::A,ош,бял
702,rot::A,йошка́р,червен
703,gelb::A,сар,жълт
704,blau::A,ка́нде,син
705,grün::A,ужа́р,зелен
706,grau::A,сур,сив
707,bunt::A,олача́,шарен
708,bunt::A,олача́,пъстър
709,billig::A,шу́лдо,евтин
710,teuer::A,ше́рге,скъп
711,wertvoll::A,шергака́н,ценен
712,blind::A,со́кыр,сляп
713,taub::A,соҥгыра́,глух
714,kräftig::A,куа́тле,силен
715,stark::A,вия́н,здрав
716,stark::A,вия́н,силен
717,schwach::A,а́лдыме,слаб
718,fett::A,коя́,тлъст
719,schlank::A,йоштката́,тънък
720,schlank::A,йоштката́,строен
721,schlank::A,яжу́,тънък
722,schlank::A,яжу́,строен
723,hübsch::A,чеве́р,хубав
724,böse::A,шы́де,зъл
725,dumm::A,аҥыра́,глупав
726,faul::A,його,ленив
727,faul::A,його,мързелив
728,fleißig::A,ты́ршыше,прилежен
729,geizig::A,чаҥга́,скъпернически
730,klug::A,уша́н,умен
731,klug::A,уша́н,разумен
732,geschickt::A,уста́,умел
733,geschickt::A,уста́,сръчен
734,lieb::A,ала́л,мил
735,lieb::A,ала́л,драг
736,lustig::A,весела́,весел
737,sanft::A,ны́жылге,нежен
738,sanft::A,ны́жылге,кротък
739,hungrig::A,шу́жышо,гладен
740,krank::A,че́рле,болен
741,nackt::A,чарама́т,гол
742,traurig::A,ойга́н,тъжен
743,traurig::A,ойга́н,печален
744,lebendig::A,и́лыше,жив
745,gut::A,сай,добър
746,schlecht::A,уда́,лош
747,schlecht::A,шӱ́кшӧ,лош
748,richtig::A,чы́нле,правилен
749,schlimm::A,аля́к,лош
750,schlimm::A,тыра́н,лош
751,wahr::A,чы́нле,верен
752,wahr::A,чы́нле,истински
753,wahr::A,настоя́щий,верен
754,wahr::A,настоя́щий,истински
755,alt::A,то́што,стар
756,alt::A,то́што,древен
757,neu::A,у,нов
758,ehemalig::A,о́нчычсо,бивш
759,ehemalig::A,онда́кысе,бивш
760,alt[Lebewesen]::A,шо́нто,стар
761,jung::A,са́мырык,млад
762,arm::A,нужна́,беден
763,reich::A,поя́н,богат
764,bekannt::A,па́лыме,познат
