,Concept_ID,is,tr
323,Lied::N,ljóð,türkü
324,Lied::N,söngur,türkü
325,Ruhe::N,ró,sakinlik
326,Ruhe::N,kyrrð,sakinlik
327,Leute::N,fólk,halk
328,Leute::N,fólk,insanlar
329,Volk::N,þjóð,ulus
330,Volk::N,þjóð,millet
331,Arbeit::N,vinna,iş
332,Arbeit::N,vinna,çalışma
333,Gast::N,gestur,konuk
334,Gast::N,gestur,misafir
335,Geschenk::N,gjöf,hediye
336,Geschenk::N,gjöf,armağan
337,Spiel::N,leikur,oyun
338,Gesellschaft::N,selskapur,çevre
339,Gesellschaft::N,selskapur,arkadaşlık
340,Hilfe::N,hjálp,yardım
341,Freund::N,vinur,dost
342,Freund::N,vinur,arkadaş
343,Kamerad::N,félagi,arkadaş
344,Angelegenheit::N,mál,iş
345,Angelegenheit::N,mál,husus
346,Angelegenheit::N,málefni,iş
347,Angelegenheit::N,málefni,husus
348,Anzahl::N,tala,sayı
349,Anzahl::N,fjöldi,sayı
350,Art::N,tegund,çeşit
351,Stück::N,biti,tane
352,Stück::N,biti,parça
353,Stück::N,stykki,tane
354,Stück::N,stykki,parça
355,Teil::N,hluti,kısım
356,Teil::N,partur,kısım
357,Hälfte::N,helmingur,yarı
358,Kreis::N,hringur,daire
359,Kreuz::N,kross,haç
360,Kreuz::N,krossmark,haç
361,Linie::N,lína,hat
362,Linie::N,lína,çizgi
363,Strich::N,strik,çizgi
364,Abstand::N,millibil,aralık
365,Entfernung::N,fjarlægð,mesafe
366,Entfernung::N,fjarlægð,uzaklık
367,Gegend::N,hérað,yöre
368,Platz::N,pláss,yer
369,Ort::N,staður,yer
370,Seite::N,hlið,yan
371,Seite::N,hlið,taraf
372,Mitte::N,miðja,orta
373,Mitte::N,miðja,merkez
374,Gegenstand::N,hlutur,şey
375,Sache::N,mál,iş
376,Sache::N,mál,şey
377,Rand::N,brún,kenar
378,Kante::N,rönd,kenar
379,Ecke::N,horn,köşe
380,Spitze::N,oddur,uç
381,Spitze::N,oddur,baş
382,Ende::N,endi,uç
383,Loch::N,gat,oyuk
384,Loch::N,gat,delik
385,Loch::N,hola,oyuk
386,Loch::N,hola,delik
387,Winkel::N,skot,köşe
388,Winkel::N,krókur,köşe
389,Muster::N,munstur,örnek
390,Größe::N,stærð,büyüklük
391,Länge::N,lengd,uzunluk
392,Höhe::N,hæð,yükseklik
393,Gewicht::N,vigt,ağırlık
394,Gewicht::N,þyngd,ağırlık
395,Menge::N,magn,miktar
396,Haufen::N,hrúga,küme
397,Haufen::N,hrúga,yığın
398,Haufen::N,haugur,küme
399,Haufen::N,haugur,yığın
400,Reihe::N,röð,sıra
401,Boot::N,bátur,kayık
402,Boot::N,bátur,sandal
403,Ruder::N,ár,kürek
404,Schlitten::N,sleði,kızak
405,Ski::N,skíði,kayak
406,Lagerfeuer::N,varðeldur,kamp ateşi
407,Last::N,byrði,yük
408,Last::N,farmur,yük
409,Gang::N,ganga,gidiş
410,Gang::N,ganga,yürüyüş
411,Schritt::N,skref,adım
412,Norden::N,norður,kuzey
413,Süden::N,suður,güney
414,Westen::N,vestur,batı
415,Osten::N,austur,doğu
416,Holz::N,viður,ağaç
417,Holz::N,viður,tahta
418,Brett::N,fjöl,tahta
419,Platte::N,flötur,levha
420,Stütze::N,stoð,dayak
421,Stütze::N,stoð,destek
422,Stange::N,stöng,çubuk
423,Stock::N,prik,sopa
424,Stock::N,prik,değnek
425,Stock::N,stafur,sopa
426,Stock::N,stafur,değnek
427,Stab::N,prik,sırık
428,Stab::N,prik,baston
429,Stab::N,stafur,sırık
430,Stab::N,stafur,baston
431,Rohr::N,rör,boru
432,Rohr::N,pípa,boru
433,Haus::N,hús,ev
434,Heim::N,heimili,ev
435,Heim::N,heimili,yurt
436,Ofen::N,ofn,soba
437,Fußboden::N,gólf,taban
438,Fußboden::N,gólf,döşeme
439,Tisch::N,borð,masa
440,Stuhl::N,stóll,iskemle
441,Stuhl::N,stóll,sandalye
442,Wiege::N,vagga,beşik
443,Bett::N,rúm,yatak
444,Bett::N,hvíla,yatak
445,Regal::N,hilla,raf
446,Kiste::N,kassi,sandık
447,Fenster::N,gluggi,pencere
448,Tür::N,dyr,kapı
449,Tür::N,hurð,kapı
450,Tor::N,hlið,kapı
451,Zaun::N,girðing,çit
452,Zaun::N,limgarður,çit
453,Dach::N,þak,dam
454,Dach::N,þak,çatı
455,Leiter::N,stigi,merdiven
456,Besen::N,sópur,süpürge
457,Spaten::N,spaði,bel
458,Schaufel::N,skófla,kürek
459,Gabel::N,gaffall,çatal
460,Löffel::N,skeið,kaşık
461,Messer::N,hnífur,bıçak
462,Nagel::N,nögl,çivi
463,Netz::N,net,ağ
464,Haken::N,krókur,çengel
465,Griff::N,tak,kulp
466,Griff::N,tak,tutamak
467,Schloss::N,lás,kilit
468,Bild::N,mynd,imaj
469,Bild::N,mynd,resim
470,Figur::N,stytta,şekil
471,Figur::N,stytta,heykel
472,Puppe::N,brúða,kukla
473,Beutel::N,poki,kese
474,Beutel::N,poki,torba
475,Beutel::N,baggi,kese
476,Beutel::N,baggi,torba
477,Bündel::N,böggull,deste
478,Tasche::N,veski,çanta
479,Eimer::N,fata,kova
480,Deckel::N,lok,kapak
481,Geschirr::N,leirtau,kap kacak
482,Sack::N,sekkur,torba
483,Tasse::N,bolli,fincan
484,Topf::N,pottur,tencere
485,Kessel::N,ketill,kazan
486,Essen::N,matur,yemek
487,Nahrung::N,fæða,gıda
488,Nahrung::N,fæða,besin
489,Speise::N,réttur,yemek
490,Speise::N,matarréttur,yemek
491,Fleisch::N,kjöt,et
492,Getreide::N,korn,tahıl
493,Getreide::N,korn,hububat
494,Brei::N,grautur,ezme
495,Brot::N,brauð,ekmek
496,Scheibe::N,sneið,dilim
497,Fett::N,fita,yağ
498,Butter::N,smjör,tereyağı
499,Öl::N,olía,yağ
500,Öl::N,olía,akar yağ
501,Salz::N,salt,tuz
502,Suppe::N,súpa,çorba
503,Honig::N,hunang,bal
504,Milch::N,mjólk,süt
505,Tee::N,te,çay
506,Leder::N,skinn,deri
507,Leder::N,skinn,meşin
508,Wolle::N,ull,yün
509,Stoff::N,dúkur,kumaş
510,Nadel::N,nál,iğne
511,Faden::N,þráður,tire
512,Faden::N,þráður,iplik
513,Knopf::N,tala,düğme
514,Knopf::N,hnappur,düğme
515,Knoten::N,hnútur,düğüm
516,Farbe::N,málning,boya
517,Kleidung::N,búningur,giyim
518,Kleidung::N,klæðnaður,giyim
519,Hemd::N,skyrta,gömlek
520,Kragen::N,kragi,yaka
521,Kragen::N,flibbi,yaka
522,Ärmel::N,ermi,yen
523,Ärmel::N,ermi,elbise kolu
524,Hose::N,buxur,pantolon
525,Gürtel::N,belti,kuşak
526,Mütze::N,húfa,bere
527,Mütze::N,húfa,kasket
528,Schuh::N,skór,kundura
529,Schuh::N,skór,ayakkabı
530,Stiefel::N,stígvél,çizme
531,Ring::N,hringur,yüzük
532,Band::N,band,bağ
533,Band::N,band,şerit
534,Kamm::N,greiða,tarak
535,Spiegel::N,spegill,ayna
536,Riemen::N,ól,kayış
537,Riemen::N,reim,kayış
538,Schnur::N,snúra,ip
539,Schnur::N,snúra,sicim
540,Leine::N,band,kayış
541,Decke::N,teppi,örtü
542,Decke::N,teppi,yorgan
543,Kissen::N,koddi,yastık
544,Tuch::N,klútur,bez
545,Handtuch::N,þurrka,havlu
546,Handtuch::N,handklæði,havlu
547,Kraft::N,afl,güç
548,Kraft::N,afl,kuvvet
549,Kraft::N,kraftur,güç
550,Kraft::N,kraftur,kuvvet
551,Stärke::N,styrkur,kuvvet
552,Gesundheit::N,heilsa,sağlık
553,Gesundheit::N,heilbrigði,sağlık
554,Krankheit::N,sjúkdómur,hastalık
555,Schmerz::N,sársauki,ağrı
556,Schmerz::N,sársauki,sancı
557,Wunde::N,sár,yara
558,Fieber::N,hitasótt,ateş
559,Arznei::N,lyf,ilâç
560,Brücke::N,brú,köprü
561,Brunnen::N,brunnur,kuyu
562,Brunnen::N,brunnur,çeşme
563,Weide::N,hagi,otlak
564,Pfad::N,stígur,patika
565,Pfad::N,stígur,keçiyolu
566,Weg::N,vegur,yol
567,Straße::N,gata,yol
568,Straße::N,gata,cadde
569,Straße::N,stræti,yol
570,Straße::N,stræti,cadde
571,Dorf::N,þorp,köy
572,Stadt::N,borg,kent
573,Stadt::N,borg,şehir
574,Brief::N,bréf,mektup
575,Buch::N,bók,kitap
576,Buchstabe::N,bókstafur,harf
577,Zeitung::N,dagblað,gazete
578,Leben::N,líf,hayat
579,Tod::N,dauði,ölüm
580,Grab::N,gröf,kabir
581,Kirche::N,kirkja,kilise
582,Sünde::N,synd,günah
583,Gott::N,guð,tanrı
584,Arbeiter::N,verkamaður,işçi
585,Chef::N,yfirmaður,şef
586,Chef::N,yfirmaður,müdür
587,Meister::N,meistari,usta
588,Arzt::N,læknir,hekim
589,Arzt::N,læknir,doktor
590,Lehrer::N,kennari,hoca
591,Lehrer::N,kennari,öğretmen
592,Geld::N,peningar,para
593,Geschäft::N,viðskipti,ticaret
594,Laden::N,búð,dükkân
595,Laden::N,verslun,dükkân
596,Preis::N,verð,fiyat
597,Ware::N,vara,mal
598,Nutzen::N,gagn,fayda
599,Reichtum::N,auður,servet
600,Reichtum::N,auður,zenginlik
601,Welt::N,veröld,dünya
602,Land::N,land,ülke
603,Staat::N,ríki,devlet
604,König::N,konungur,kral
605,Macht::N,vald,kudret
606,Macht::N,vald,iktidar
607,Grenze::N,landamæri,had
608,Grenze::N,landamæri,sınır
609,Krieg::N,stríð,savaş
610,Feind::N,fjandmaður,düşman
611,Gewalt::N,ofbeldi,zor
612,Gewalt::N,ofbeldi,cebir
613,Kampf::N,bardagi,savaş
614,Bogen[Waffe]::N,bogi,yay
615,Pfeil::N,ör,ok
616,Gewehr::N,byssa,tüfek
617,Fehler::N,villa,hata
618,Fehler::N,villa,yanlış
619,Lüge::N,lygi,yalan
620,Schaden::N,skemmd,zarar
621,Unglück::N,óhamingja,felâket
622,Unglück::N,óhamingja,talihsizlik
623,Schuld::N,sök,suç
624,Schuld::N,sök,kabahat
625,Alter::N,aldur,yaş
626,Schluss::N,lok,son
627,Schluss::N,endir,son
628,Zeit::N,tími,zaman
629,Tag::N,dagur,gün
630,Morgen::N,morgunn,sabah
631,Mittag::N,hádegi,öğle
632,Abend::N,kvöld,akşam
633,Nacht::N,nótt,gece
634,Woche::N,vika,hafta
635,Monat::N,mánuður,ay
636,Jahr::N,ár,yıl
637,Jahr::N,ár,sene
638,Frühling::N,vor,ilkbahar
639,Sommer::N,sumar,yaz
640,Herbst::N,haust,güz
641,Herbst::N,haust,sonbahar
642,Winter::N,vetur,kış
643,Januar::N,janúar,ocak
644,Februar::N,február,şubat
645,März::N,mars,mart
646,April::N,apríl,nisan
647,Mai::N,maí,mayıs
648,Juni::N,júní,haziran
649,Juli::N,júlí,temmuz
650,August::N,ágúst,ağustos
651,September::N,september,eylül
652,Oktober::N,október,ekim
653,November::N,nóvember,kasım
654,Dezember::N,desember,aralık
655,Montag::N,mánudagur,pazartesi
656,Dienstag::N,þriðjudagur,salı
657,Mittwoch::N,miðvikudagur,çarşamba
658,Donnerstag::N,fimmtudagur,perşembe
659,Freitag::N,föstudagur,cuma
660,Samstag::N,laugardagur,cumartesi
661,Sonntag::N,sunnudagur,pazar
662,groß::A,stór,büyük
663,klein::A,lítill,ufak
664,klein::A,lítill,küçük
665,lang::A,langur,uzun
666,kurz::A,stuttur,kısa
667,breit::A,breiður,enli
668,breit::A,breiður,geniş
669,schmal::A,mjór,dar
670,dicht::A,þéttur,sık
671,dicht::A,þéttur,yoğun
672,dick[Gegenstand]::A,þykkur,kalın
673,dick[Gegenstand]::A,þykkur,iri
674,dünn::A,þunnur,ince
675,fein::A,fíngerður,ince
676,fein::A,fíngerður,narin
677,fest::A,fastur,sabit
678,fest::A,fastur,sağlam
679,flach::A,flatur,düz
680,flach::A,flatur,yassı
681,glatt::A,háll,düz
682,glatt::A,sléttur,düz
683,hart::A,harður,katı
684,weich::A,mjúkur,yumuşak
685,rund::A,kringlóttur,yuvarlak
686,spitz::A,oddhvass,sivri
687,scharf::A,beittur,keskin
688,stumpf::A,bitlaus,kör
689,schwer::A,þungur,ağır
690,schön::A,fagur,güzel
691,schön::A,fallegur,güzel
692,heiß::A,heitur,kızgın
693,warm::A,hlýr,sıcak
694,warm::A,heitur,sıcak
695,kalt::A,kaldur,soğuk
696,kühl::A,svalur,serin
697,frisch::A,frískur,taze
698,feucht::A,rakur,nemli
699,feucht::A,rakur,rutubetli
700,feucht::A,þvalur,nemli
701,feucht::A,þvalur,rutubetli
702,nass::A,votur,yaş
703,nass::A,votur,ıslak
704,nass::A,blautur,yaş
705,nass::A,blautur,ıslak
706,trocken::A,þurr,kuru
707,voll::A,fullur,dolu
708,voll::A,fullur,dolmuş
709,leer::A,tómur,boş
710,offen::A,opinn,açık
711,geschlossen::A,lokaður,kapalı
712,sauber::A,þrifinn,pak
713,sauber::A,þrifinn,temiz
714,schmutzig::A,óhreinn,pis
715,schmutzig::A,óhreinn,kirli
716,schmutzig::A,sóðalegur,pis
717,schmutzig::A,sóðalegur,kirli
718,roh::A,hrár,çiğ
719,reif::A,þroskaður,olgun
720,lecker::A,ljúffengur,lezzetli
721,süß::A,sætur,tatlı
722,süß::A,sætur,şekerli
723,bitter::A,beiskur,acı
724,sauer::A,súr,ekşi
725,hell::A,bjartur,aydınlık
726,dunkel::A,dimmur,karanlık
727,schwarz::A,svartur,kara
728,schwarz::A,svartur,siyah
729,weiß::A,hvítur,ak
730,weiß::A,hvítur,beyaz
731,rot::A,rauður,kırmızı
732,gelb::A,gulur,sarı
733,blau::A,blár,mavi
734,grün::A,grænn,yeşil
735,grau::A,grár,boz
736,bunt::A,marglitur,renkli
737,billig::A,ódýr,ucuz
738,teuer::A,dýr,pahalı
739,wertvoll::A,verðmætur,değerli
740,blind::A,blindur,kör
741,taub::A,heyrnarlaus,sağır
742,kräftig::A,öflugur,dinç
743,kräftig::A,öflugur,kuvvetli
744,stark::A,sterkur,güçlü
745,stark::A,sterkur,kuvvetli
746,schwach::A,veill,zayıf
747,schwach::A,veill,güçsüz
748,fett::A,feitur,şişman
749,schlank::A,grannur,narin
750,schlank::A,spengilegur,narin
751,hübsch::A,snotur,güzel
752,hübsch::A,snotur,sevimli
753,hübsch::A,laglegur,güzel
754,hübsch::A,laglegur,sevimli
755,böse::A,illur,kötü
756,böse::A,vondur,kötü
757,dumm::A,heimskur,aptal
758,faul::A,latur,tembel
759,fleißig::A,iðinn,çalışkan
760,geizig::A,nískur,cimri
761,klug::A,hygginn,zekî
762,klug::A,hygginn,akıllı
763,geschickt::A,fimur,becerikli
764,geschickt::A,laginn,becerikli
765,lieb::A,kær,sevimli
766,lieb::A,ljúfur,sevimli
767,lustig::A,kátur,neşeli
768,sanft::A,blíður,nazik
769,hungrig::A,soltinn,aç
770,hungrig::A,hungraður,aç
771,krank::A,sjúkur,hasta
772,krank::A,sjúkur,rahatsız
773,nackt::A,nakinn,çıplak
774,traurig::A,dapur,kederli
775,traurig::A,dapur,üzüntülü
776,traurig::A,hryggur,kederli
777,traurig::A,hryggur,üzüntülü
778,lebendig::A,lifandi,canlı
779,gut::A,góður,iyi
780,schlecht::A,slæmur,kötü
781,schlecht::A,lélegur,kötü
782,richtig::A,réttur,doğru
783,schlimm::A,slæmur,kötü
784,wahr::A,sannur,doğru
785,wahr::A,sannur,gerçek
786,alt::A,gamall,eski
787,neu::A,nýr,yeni
788,ehemalig::A,fyrrverandi,önceki
789,alt[Lebewesen]::A,gamall,yaşlı
790,jung::A,ungur,genç
791,arm::A,vesall,fakir
792,arm::A,fátækur,fakir
793,reich::A,ríkur,zengin
794,reich::A,auðugur,zengin
795,bekannt::A,kunnugur,bilinen
796,berühmt::A,frægur,ünlü
797,berühmt::A,frægur,meşhur
798,fremd::A,framandi,yabancı
799,fremd::A,ókunnugur,yabancı
800,verschieden::A,ýmis,ayrı
801,verschieden::A,ýmis,farklı
802,nah::A,nálægur,yakın
803,nah::A,nálægur,bitişik
804,fern::A,fjarri,uzak
805,fern::A,fjarlægur,uzak
806,linker::A,vinstri,sol
807,rechter::A,hægri,sağ
808,anderer::A,annar,diğer
809,erster::A,fyrsti,ilk
810,erster::A,fyrsti,birinci
811,zweiter::A,annar,ikinci
812,dritter::A,þriðji,üçüncü
813,letzter::A,síðasti,son
814,letzter::A,síðasti,sonuncu
815,allein::ADV,einn,yalnız
816,allein::ADV,einn,tek başına
817,allein::ADV,aleinn,yalnız
818,allein::ADV,aleinn,tek başına
819,auf einmal::ADV,allt í einu,birden
820,zusammen::ADV,saman,beraber
821,zusammen::ADV,saman,birlikte
822,lange::ADV,lengi,çok
823,lange::ADV,lengi,uzun
824,plötzlich::ADV,skyndilega,ansızın
