,Concept_ID,es,nl
63,Himmel::N,cielo,hemel
64,Sonne::N,sol,zon
65,Mond::N,luna,maan
66,Stern::N,estrella,ster
67,Luft::N,aire,lucht
68,Wind::N,viento,wind
69,Welle::N,ola,golf
70,Welle::N,onda,golf
71,Wasser::N,agua,water
72,Stein::N,piedra,steen
73,Boden::N,suelo,grond
74,Erde::N,tierra,aarde
75,Staub::N,polvo,stof
76,Rauch::N,humo,rook
77,Funke::N,chispa,vonk
78,Feuer::N,fuego,vuur
79,Licht::N,luz,licht
80,Schatten::N,sombra,schaduw
81,Wetter::N,tiempo,weer
82,Nebel::N,niebla,mist
83,Nebel::N,niebla,nevel
84,Wolke::N,nube,wolk
85,Regen::N,lluvia,regen
86,Schnee::N,nieve,sneeuw
87,Eis::N,hielo,ijs
88,Frost::N,helada,vorst
89,Kälte::N,frío,kou
90,Kälte::N,frío,koude
91,Hitze::N,calor,hitte
92,Raureif::N,escarcha,rijp
93,Regenbogen::N,arco iris,regenboog
94,Donner::N,trueno,donder
95,Strömung::N,corriente,stroming
96,Tropfen::N,gota,druppel
97,Schaum::N,espuma,schuim
98,Schmutz::N,suciedad,vuil
99,See::N,lago,meer
100,Sumpf::N,pantano,moeras
101,Moor::N,turbera,veen
102,Wiese::N,prado,wei
103,Wiese::N,prado,weide
104,Wiese::N,pradera,wei
105,Wiese::N,pradera,weide
106,Wald::N,bosque,bos
107,Hügel::N,colina,heuvel
108,Anhöhe::N,cerro,hoogte
109,Berg::N,monte,berg
110,Berg::N,montaña,berg
111,Gipfel::N,cima,top
112,Gipfel::N,cumbre,top
113,Höhle::N,cueva,hol
114,Höhle::N,caverna,hol
115,Abhang::N,cuesta,helling
116,Abhang::N,declive,helling
117,Quelle::N,fuente,bron
118,Quelle::N,manantial,bron
119,Bach::N,arroyo,beek
120,Fluss::N,río,stroom
121,Ufer::N,orilla,wal
122,Ufer::N,orilla,oever
123,Küste::N,costa,kust
124,Festland::N,tierra firme,vasteland
125,Meer::N,mar,zee
126,Bucht::N,cala,baai
127,Bucht::N,cala,inham
128,Bucht::N,bahía,baai
129,Bucht::N,bahía,inham
130,Insel::N,isla,eiland
131,Blume::N,flor,bloem
132,Gras::N,hierba,gras
133,Wurzel::N,raíz,wortel
134,Baum::N,árbol,boom
135,Stamm::N,tronco,stam
136,Rinde::N,corteza,schors
137,Ast::N,rama,tak
138,Zweig::N,ramo,twijg
139,Blatt::N,hoja,blad
140,Birke::N,abedul,berk
141,Kiefer[Baum]::N,pino,den
142,Weide[Baum]::N,sauce,wilg
143,Tanne::N,abeto,spar
144,Horn::N,asta,hoorn
145,Horn::N,cuerno,hoorn
146,Feder::N,pluma,veer
147,Feder::N,pluma,pluim
148,Fell::N,piel,vel
149,Flügel::N,ala,vleugel
150,Klaue::N,garra,klauw
151,Kralle::N,uña,klauw
152,Kralle::N,garra,klauw
153,Schwanz::N,cola,staart
154,Ei::N,huevo,ei
155,Nest::N,nido,nest
156,Bau::N,madriguera,hol
157,Tier::N,animal,dier
158,Herde::N,rebaño,kudde
159,Kuh::N,vaca,koe
160,Bulle::N,toro,stier
161,Pferd::N,caballo,paard
162,Schaf::N,oveja,schaap
163,Schwein::N,cerdo,varken
164,Hund::N,perro,hond
165,Katze::N,gato,kat
166,Bär::N,oso,beer
167,Eichhörnchen::N,ardilla,eekhoorntje
168,Elch::N,alce,eland
169,Fuchs::N,zorro,vos
170,Hase::N,liebre,haas
171,Maus::N,ratón,muis
172,Wolf::N,lobo,wolf
173,Vogel::N,ave,vogel
174,Vogel::N,pájaro,vogel
175,Schwarm::N,bandada,zwerm
176,Huhn::N,gallina,kip
177,Huhn::N,gallina,hoen
178,Hahn::N,gallo,haan
179,Gans::N,oca,gans
180,Gans::N,ganso,gans
181,Adler::N,águila,arend
182,Ente::N,pato,eend
183,Eule::N,lechuza,uil
184,Kranich::N,grulla,kraanvogel
185,Krähe::N,corneja,kraai
186,Kuckuck::N,cuco,koekoek
187,Schwan::N,cisne,zwaan
188,Fisch::N,pez,vis
189,Barsch::N,perca,baars
190,Hecht::N,lucio,snoek
191,Schlange[Tier]::N,serpiente,slang
192,Wurm::N,gusano,worm
193,Spinne::N,araña,spin
194,Ameise::N,hormiga,mier
195,Laus::N,piojo,luis
196,Mücke::N,mosquito,mug
197,Fliege::N,mosca,vlieg
198,Schmetterling::N,mariposa,vlinder
199,Beere::N,baya,bes
200,Apfel::N,manzana,appel
201,Pilz::N,seta,paddestoel
202,Pilz::N,hongo,paddestoel
203,Zwiebel::N,cebolla,ui
204,Saat::N,siembra,zaad
205,Korn::N,grano,graan
206,Korn::N,grano,korrel
207,Heu::N,heno,hooi
208,Schale::N,cáscara,schil
209,Grube::N,foso,kuil
210,Falle::N,trampa,val
211,Schlinge::N,lazo,strop
212,Spur::N,huella,spoor
213,Asche::N,ceniza,as
214,Dreck::N,suciedad,drek
215,Eisen::N,hierro,ijzer
216,Gold::N,oro,goud
217,Silber::N,plata,zilver
218,Kohle::N,carbón,kool
219,Glas::N,vidrio,glas
220,Glas::N,cristal,glas
221,Lehm::N,barro,klei
222,Sand::N,arena,zand
223,Mensch::N,hombre,mens
224,Mensch::N,ser humano,mens
225,Mann::N,hombre,man
226,Frau::N,mujer,vrouw
227,Kind::N,niño,kind
228,Junge::N,chico,jongen
229,Junge::N,muchacho,jongen
230,Mädchen::N,chica,meisje
231,Mädchen::N,muchacha,meisje
232,Familie::N,familia,gezin
233,Familie::N,familia,familie
234,Großvater::N,abuelo,grootvader
235,Großmutter::N,abuela,grootmoeder
236,Eltern::N,padres,ouders
237,Vater::N,padre,vader
238,Mutter::N,madre,moeder
239,Sohn::N,hijo,zoon
240,Tochter::N,hija,dochter
241,Bruder::N,hermano,broer
242,Bruder::N,hermano,broeder
243,Schwester::N,hermana,zus
244,Schwester::N,hermana,zuster
245,Onkel::N,tío,oom
246,Tante::N,tía,tante
247,Ehemann::N,esposo,echtgenoot
248,Ehefrau::N,esposa,echtgenote
249,Freude::N,placer,vreugde
250,Freude::N,alegría,vreugde
251,Gelächter::N,risa,gelach
252,Gelächter::N,carcajada,gelach
253,Glück::N,felicidad,geluk
254,Kummer::N,pena,verdriet
255,Wunsch::N,deseo,wens
256,Wunsch::N,deseo,verlangen
257,Lust::N,ganas,zin
258,Lust::N,ganas,lust
259,Geist::N,mente,geest
260,Geist::N,espíritu,geest
261,Gedanke::N,idea,gedachte
262,Gedanke::N,pensamiento,gedachte
263,Gedächtnis::N,memoria,geheugen
264,Verstand::N,razón,verstand
265,Verstand::N,entendimiento,verstand
266,Sinn::N,sentido,betekenis
267,Sinn::N,significado,betekenis
268,Grund::N,causa,reden
269,Wahrheit::N,verdad,waarheid
270,Gespräch::N,conversación,gesprek
271,Märchen::N,cuento,sprookje
272,Erzählung::N,cuento,verhaal
273,Erzählung::N,narración,verhaal
274,Nachricht::N,mensaje,tijding
275,Neuigkeit::N,noticia,nieuws
276,Neuigkeit::N,noticia,nieuwtje
277,Name::N,nombre,naam
278,Rätsel::N,acertijo,raadsel
279,Rätsel::N,adivinanza,raadsel
280,Rede::N,discurso,rede
281,Sprache::N,lengua,taal
282,Stimme::N,voz,stem
283,Wort::N,palabra,woord
284,Zeichen::N,señal,teken
285,Ruf::N,llamada,roep
286,Lärm::N,ruido,lawaai
287,Lärm::N,barullo,lawaai
288,Laut::N,sonido,klank
289,Laut::N,sonido,geluid
290,Ton::N,tono,toon
291,Ton::N,tono,klank
292,Lied::N,canción,lied
293,Ruhe::N,calma,rust
294,Ruhe::N,calma,stilte
295,Ruhe::N,silencio,rust
296,Ruhe::N,silencio,stilte
297,Leute::N,gente,lui
298,Leute::N,gente,mensen
299,Volk::N,pueblo,volk
300,Arbeit::N,trabajo,werk
301,Arbeit::N,trabajo,arbeid
302,Gast::N,huésped,gast
303,Gast::N,invitado,gast
304,Geschenk::N,regalo,cadeau
305,Geschenk::N,regalo,geschenk
306,Spiel::N,juego,spel
307,Gesellschaft::N,compañía,gezelschap
308,Hilfe::N,ayuda,hulp
309,Hilfe::N,socorro,hulp
310,Freund::N,amigo,vriend
311,Kamerad::N,camarada,maat
312,Kamerad::N,camarada,metgezel
313,Kamerad::N,compañero,maat
314,Kamerad::N,compañero,metgezel
315,Angelegenheit::N,asunto,zaak
316,Angelegenheit::N,asunto,aangelegenheid
317,Anzahl::N,cantidad,tal
318,Anzahl::N,cantidad,aantal
319,Art::N,tipo,slag
320,Art::N,tipo,soort
321,Art::N,clase,slag
322,Art::N,clase,soort
323,Stück::N,pieza,stuk
324,Teil::N,parte,deel
325,Hälfte::N,mitad,helft
326,Kreis::N,círculo,kring
327,Kreis::N,círculo,cirkel
328,Kreuz::N,cruz,kruis
329,Linie::N,línea,lijn
330,Strich::N,raya,haal
331,Strich::N,raya,streep
332,Strich::N,trazo,haal
333,Strich::N,trazo,streep
334,Abstand::N,distancia,afstand
335,Entfernung::N,distancia,afstand
336,Gegend::N,región,streek
337,Gegend::N,comarca,streek
338,Platz::N,espacio,ruimte
339,Ort::N,sitio,oord
340,Ort::N,sitio,plaats
341,Seite::N,lado,zij
342,Seite::N,lado,kant
343,Seite::N,lado,zijde
344,Seite::N,costado,zij
345,Seite::N,costado,kant
346,Seite::N,costado,zijde
347,Mitte::N,medio,midden
348,Mitte::N,centro,midden
349,Gegenstand::N,objeto,voorwerp
350,Sache::N,cosa,zaak
351,Rand::N,borde,rand
352,Rand::N,borde,boord
353,Kante::N,borde,kant
354,Ecke::N,esquina,hoek
355,Spitze::N,punta,punt
356,Spitze::N,punta,spits
357,Ende::N,cabo,einde
358,Ende::N,cabo,uiteinde
359,Ende::N,extremo,einde
360,Ende::N,extremo,uiteinde
361,Loch::N,agujero,gat
362,Loch::N,abertura,gat
363,Winkel::N,ángulo,hoek
364,Muster::N,dibujo,dessin
365,Muster::N,dibujo,patroon
366,Größe::N,tamaño,grootte
367,Länge::N,longitud,lengte
368,Höhe::N,altura,hoogte
369,Höhe::N,altitud,hoogte
370,Gewicht::N,peso,gewicht
371,Menge::N,cantidad,hoeveelheid
372,Haufen::N,montón,hoop
373,Reihe::N,fila,rij
374,Reihe::N,fila,reeks
375,Boot::N,bote,boot
376,Boot::N,barca,boot
377,Ruder::N,remo,roeiriem
378,Schlitten::N,trineo,slee
379,Schlitten::N,trineo,slede
380,Ski::N,esquí,ski
381,Lagerfeuer::N,hoguera,kampvuur
382,Last::N,carga,last
383,Last::N,carga,vracht
384,Gang::N,marcha,wandeling
385,Schritt::N,paso,stap
386,Schritt::N,paso,schrede
387,Norden::N,norte,noorden
388,Süden::N,sur,zuiden
389,Westen::N,oeste,westen
390,Osten::N,este,oosten
391,Holz::N,madera,hout
392,Brett::N,tabla,plank
393,Platte::N,placa,plaat
394,Platte::N,plancha,plaat
395,Stütze::N,sostén,stut
396,Stütze::N,sostén,steun
397,Stütze::N,soporte,stut
398,Stütze::N,soporte,steun
399,Stange::N,vara,stang
400,Stange::N,percha,stang
401,Stock::N,palo,stok
402,Stock::N,bastón,stok
403,Stab::N,vara,staf
404,Stab::N,bastón,staf
405,Rohr::N,tubo,pijp
406,Haus::N,casa,huis
407,Heim::N,hogar,tehuis
408,Ofen::N,estufa,kachel
409,Fußboden::N,suelo,vloer
410,Tisch::N,mesa,tafel
411,Stuhl::N,silla,stoel
412,Wiege::N,cuna,wieg
413,Bett::N,cama,bed
414,Regal::N,estantería,rek
415,Kiste::N,caja,kist
416,Fenster::N,ventana,raam
417,Fenster::N,ventana,venster
418,Tür::N,puerta,deur
419,Tor::N,puerta,poort
420,Zaun::N,valla,omheining
421,Zaun::N,cercado,omheining
422,Dach::N,techo,dak
423,Dach::N,tejado,dak
424,Leiter::N,escalera,ladder
425,Besen::N,escoba,bezem
426,Spaten::N,pala,schop
427,Schaufel::N,pala,schep
428,Schaufel::N,paleta,schep
429,Gabel::N,tenedor,vork
430,Löffel::N,cuchara,lepel
431,Messer::N,cuchillo,mes
432,Nagel::N,clavo,spijker
433,Netz::N,red,net
434,Haken::N,gancho,haak
435,Haken::N,corchete,haak
436,Griff::N,asa,handvat
437,Griff::N,mango,handvat
438,Schloss::N,cerradura,slot
439,Bild::N,imagen,beeld
440,Figur::N,figura,figuur
441,Puppe::N,muñeca,pop
442,Beutel::N,bolsa,zak
443,Beutel::N,bolsa,buidel
444,Bündel::N,haz,pak
445,Bündel::N,haz,bundel
446,Tasche::N,bolso,tas
447,Eimer::N,cubo,emmer
448,Deckel::N,tapa,deksel
449,Deckel::N,tapadera,deksel
450,Geschirr::N,vajilla,vaatwerk
451,Sack::N,saco,zak
452,Tasse::N,taza,kop
453,Topf::N,olla,pan
454,Topf::N,marmita,pan
455,Kessel::N,caldera,ketel
456,Essen::N,comida,eten
457,Nahrung::N,alimento,voedsel
458,Speise::N,plato,spijs
459,Fleisch::N,carne,vlees
460,Getreide::N,cereales,graan
461,Brei::N,puré,pap
462,Brei::N,puré,brij
463,Brei::N,papilla,pap
464,Brei::N,papilla,brij
465,Brot::N,pan,brood
466,Scheibe::N,lonja,plak
467,Scheibe::N,lonja,snede
468,Scheibe::N,rebanada,plak
469,Scheibe::N,rebanada,snede
470,Fett::N,grasa,vet
471,Butter::N,mantequilla,boter
472,Öl::N,aceite,olie
473,Salz::N,sal,zout
474,Suppe::N,sopa,soep
475,Honig::N,miel,honing
476,Milch::N,leche,melk
477,Tee::N,té,thee
478,Leder::N,cuero,leer
479,Leder::N,cuero,leder
480,Wolle::N,lana,wol
481,Stoff::N,tela,stof
482,Stoff::N,tejido,stof
483,Nadel::N,aguja,naald
484,Faden::N,hilo,draad
485,Knopf::N,botón,knoop
486,Knoten::N,nudo,knoop
487,Farbe::N,pintura,verf
488,Kleidung::N,ropa,kledij
489,Kleidung::N,ropa,kleding
490,Kleidung::N,vestidos,kledij
491,Kleidung::N,vestidos,kleding
492,Hemd::N,camisa,hemd
493,Kragen::N,cuello,kraag
494,Ärmel::N,manga,mouw
495,Hose::N,pantalón,broek
496,Hose::N,pantalón,pantalon
497,Gürtel::N,cinturón,riem
498,Gürtel::N,cinturón,gordel
499,Mütze::N,gorro,muts
500,Schuh::N,zapato,schoen
501,Stiefel::N,bota,laars
502,Ring::N,anillo,ring
503,Band::N,cinta,lint
504,Kamm::N,peine,kam
505,Spiegel::N,espejo,spiegel
506,Riemen::N,correa,riem
507,Schnur::N,cuerda,koord
508,Leine::N,correa,lijn
509,Decke::N,manta,deken
510,Kissen::N,almohada,kussen
511,Tuch::N,pañuelo,doek
512,Handtuch::N,toalla,handdoek
513,Kraft::N,fuerza,kracht
514,Stärke::N,fuerza,sterkte
515,Gesundheit::N,salud,gezondheid
516,Krankheit::N,enfermedad,ziekte
517,Schmerz::N,dolor,pijn
518,Wunde::N,llaga,wond
519,Wunde::N,herida,wond
520,Fieber::N,fiebre,koorts
521,Arznei::N,medicina,medicament
522,Arznei::N,medicina,geneesmiddel
523,Arznei::N,medicamento,medicament
524,Arznei::N,medicamento,geneesmiddel
525,Brücke::N,puente,brug
526,Brunnen::N,pozo,put
527,Brunnen::N,pozo,bron
528,Weide::N,pasto,wei
529,Weide::N,pasto,weide
530,Pfad::N,sendero,pad
531,Weg::N,camino,weg
532,Straße::N,vía,baan
533,Straße::N,vía,straat
534,Straße::N,carretera,baan
535,Straße::N,carretera,straat
536,Dorf::N,aldea,dorp
537,Dorf::N,pueblo,dorp
538,Stadt::N,ciudad,stad
539,Brief::N,carta,brief
540,Buch::N,libro,boek
541,Buchstabe::N,letra,letter
542,Buchstabe::N,carácter,letter
543,Zeitung::N,diario,krant
544,Zeitung::N,diario,dagblad
545,Zeitung::N,periódico,krant
546,Zeitung::N,periódico,dagblad
547,Leben::N,vida,leven
548,Tod::N,muerte,dood
549,Grab::N,tumba,graf
550,Grab::N,sepulcro,graf
551,Kirche::N,iglesia,kerk
552,Sünde::N,pecado,zonde
553,Gott::N,dios,god
554,Arbeiter::N,obrero,arbeider
555,Arbeiter::N,trabajador,arbeider
556,Chef::N,jefe,chef
557,Meister::N,maestro,meester
558,Arzt::N,médico,arts
559,Arzt::N,médico,dokter
560,Lehrer::N,profesor,leraar
561,Lehrer::N,profesor,onderwijzer
562,Geld::N,dinero,geld
563,Geschäft::N,negocio,zaak
564,Laden::N,tienda,winkel
565,Preis::N,precio,prijs
566,Ware::N,mercancía,waar
567,Nutzen::N,provecho,nut
568,Nutzen::N,provecho,voordeel
569,Reichtum::N,riqueza,rijkdom
570,Welt::N,mundo,wereld
571,Land::N,país,land
572,Staat::N,Estado,staat
573,König::N,rey,koning
574,Macht::N,poder,macht
575,Macht::N,potencia,macht
576,Grenze::N,frontera,grens
577,Krieg::N,guerra,oorlog
578,Feind::N,enemigo,vijand
579,Gewalt::N,violencia,geweld
580,Kampf::N,lucha,strijd
581,Kampf::N,lucha,gevecht
582,Kampf::N,combate,strijd
583,Kampf::N,combate,gevecht
584,Bogen[Waffe]::N,arco,boog
585,Pfeil::N,flecha,pijl
586,Gewehr::N,fusil,geweer
587,Gewehr::N,escopeta,geweer
588,Fehler::N,error,fout
589,Lüge::N,mentira,leugen
590,Schaden::N,daño,schade
591,Unglück::N,desgracia,tegenspoed
592,Schuld::N,culpa,schuld
593,Alter::N,edad,leeftijd
594,Schluss::N,fin,slot
595,Schluss::N,final,slot
596,Zeit::N,tiempo,tijd
597,Tag::N,día,dag
598,Morgen::N,mañana,morgen
599,Morgen::N,mañana,ochtend
600,Mittag::N,mediodía,middag
601,Abend::N,noche,avond
602,Nacht::N,noche,nacht
603,Woche::N,semana,week
604,Monat::N,mes,maand
605,Jahr::N,año,jaar
606,Frühling::N,primavera,lente
607,Frühling::N,primavera,voorjaar
608,Sommer::N,verano,zomer
609,Herbst::N,otoño,herfst
610,Winter::N,invierno,winter
611,Januar::N,enero,januari
612,Februar::N,febrero,februari
613,März::N,marzo,maart
614,April::N,abril,april
615,Mai::N,mayo,mei
616,Juni::N,junio,juni
617,Juli::N,julio,juli
618,August::N,agosto,augustus
619,September::N,septiembre,september
620,Oktober::N,octubre,oktober
621,November::N,noviembre,november
622,Dezember::N,diciembre,december
623,Montag::N,lunes,maandag
624,Dienstag::N,martes,dinsdag
625,Mittwoch::N,miércoles,woensdag
626,Donnerstag::N,jueves,donderdag
627,Freitag::N,viernes,vrijdag
628,Samstag::N,sábado,zaterdag
629,Sonntag::N,domingo,zondag
630,groß::A,grande,groot
631,klein::A,pequeño,klein
632,lang::A,largo,lang
633,kurz::A,corto,kort
634,breit::A,ancho,breed
635,schmal::A,estrecho,smal
636,dicht::A,denso,dicht
637,dick[Gegenstand]::A,grueso,dik
638,dünn::A,fino,dun
639,dünn::A,delgado,dun
640,fein::A,fino,fijn
641,fein::A,delicado,fijn
642,fest::A,firme,vast
643,fest::A,sólido,vast
644,flach::A,plano,plat
645,glatt::A,liso,glad
646,hart::A,duro,hard
647,weich::A,muelle,week
648,rund::A,redondo,rond
649,spitz::A,agudo,spits
650,spitz::A,agudo,puntig
651,spitz::A,apuntado,spits
652,spitz::A,apuntado,puntig
653,scharf::A,agudo,scherp
654,scharf::A,afilado,scherp
655,stumpf::A,sin filo,stomp
656,schwer::A,pesado,zwaar
657,schön::A,bello,mooi
658,schön::A,bello,fraai
659,schön::A,hermoso,mooi
660,schön::A,hermoso,fraai
661,heiß::A,caluroso,heet
662,warm::A,cálido,warm
663,warm::A,caliente,warm
664,kalt::A,frío,koud
665,kühl::A,fresco,koel
666,frisch::A,fresco,fris
667,feucht::A,húmedo,vochtig
668,nass::A,mojado,nat
669,trocken::A,seco,droog
670,voll::A,lleno,vol
671,leer::A,vacío,leeg
672,offen::A,abierto,open
673,geschlossen::A,cerrado,gesloten
674,sauber::A,limpio,net
675,sauber::A,limpio,schoon
676,schmutzig::A,sucio,vuil
677,roh::A,crudo,rauw
678,reif::A,maduro,rijp
679,lecker::A,rico,lekker
680,lecker::A,sabroso,lekker
681,süß::A,dulce,zoet
682,bitter::A,amargo,bitter
683,sauer::A,agrio,zuur
684,hell::A,claro,licht
685,hell::A,claro,helder
686,dunkel::A,oscuro,donker
687,schwarz::A,negro,zwart
688,weiß::A,blanco,wit
689,rot::A,rojo,rood
690,gelb::A,amarillo,geel
691,blau::A,azul,blauw
692,grün::A,verde,groen
693,grau::A,gris,grijs
694,bunt::A,multicolor,bont
695,billig::A,barato,goedkoop
696,teuer::A,caro,duur
697,wertvoll::A,valioso,kostbaar
698,wertvoll::A,valioso,waardevol
699,wertvoll::A,precioso,kostbaar
700,wertvoll::A,precioso,waardevol
701,blind::A,ciego,blind
702,taub::A,sordo,doof
703,kräftig::A,fuerte,krachtig
704,stark::A,fuerte,sterk
705,stark::A,vigoroso,sterk
706,schwach::A,débil,zwak
707,fett::A,obeso,vet
708,schlank::A,esbelto,slank
709,hübsch::A,mono,leuk
710,hübsch::A,guapo,leuk
711,böse::A,malo,kwaad
712,dumm::A,tonto,dom
713,dumm::A,estúpido,dom
714,faul::A,vago,lui
715,faul::A,perezoso,lui
716,fleißig::A,aplicado,vlijtig
717,fleißig::A,diligente,vlijtig
718,geizig::A,avaro,gierig
719,klug::A,sensato,slim
720,klug::A,sensato,schrander
721,klug::A,sensato,verstandig
722,klug::A,inteligente,slim
723,klug::A,inteligente,schrander
724,klug::A,inteligente,verstandig
725,geschickt::A,hábil,handig
726,geschickt::A,hábil,vaardig
727,lieb::A,querido,lief
728,lustig::A,alegre,vrolijk
729,sanft::A,suave,zacht
730,hungrig::A,hambriento,hongerig
731,krank::A,enfermo,ziek
732,nackt::A,desnudo,naakt
733,traurig::A,triste,treurig
734,traurig::A,triste,bedroefd
735,lebendig::A,vivo,levend
736,lebendig::A,viviente,levend
737,gut::A,bueno,goed
738,schlecht::A,malo,slecht
739,richtig::A,justo,juist
740,richtig::A,correcto,juist
741,schlimm::A,malo,erg
742,schlimm::A,malo,kwaad
743,schlimm::A,grave,erg
744,schlimm::A,grave,kwaad
745,wahr::A,verídico,waar
746,wahr::A,verdadero,waar
747,alt::A,viejo,oud
748,neu::A,nuevo,nieuw
749,ehemalig::A,antiguo,voormalig
750,alt[Lebewesen]::A,viejo,oud
751,jung::A,joven,jong
752,arm::A,pobre,arm
753,reich::A,rico,rijk
754,bekannt::A,conocido,bekend
755,berühmt::A,famoso,beroemd
756,berühmt::A,célebre,beroemd
757,fremd::A,extraño,vreemd
758,verschieden::A,diverso,verscheiden
759,verschieden::A,diverso,verschillend
760,verschieden::A,distinto,verscheiden
761,verschieden::A,distinto,verschillend
762,verschieden::A,diferente,verscheiden
763,verschieden::A,diferente,verschillend
764,nah::A,cercano,nabij
765,nah::A,cercano,nabijgelegen
766,fern::A,lejano,ver
767,linker::A,izquierdo,linker
768,rechter::A,derecho,rechter
769,anderer::A,otro,andere
770,erster::A,primero,eerste
771,zweiter::A,segundo,tweede
772,dritter::A,tercero,derde
773,letzter::A,último,laatste
774,allein::ADV,a solo,alleen
775,auf einmal::ADV,de una vez,ineens
776,auf einmal::ADV,de una vez,tegelijk
777,zusammen::ADV,juntos,samen
778,zusammen::ADV,juntos,bijeen
779,lange::ADV,mucho tiempo,lang
780,plötzlich::ADV,de repente,eensklaps
781,plötzlich::ADV,de repente,plotsklaps
782,sofort::ADV,en seguida,terstond
783,sofort::ADV,en seguida,aanstonds
784,sofort::ADV,en seguida,onmiddelijk
785,später::ADV,más tarde,later
786,jetzt::ADV,ahora,nu
787,jetzt::ADV,ahora,nou
788,jetzt::ADV,ahora,thans
789,heute::ADV,hoy,heden
790,heute::ADV,hoy,vandaag
791,morgen::ADV,mañana,morgen
792,bald::ADV,pronto,gauw
793,bald::ADV,pronto,weldra
794,bald::ADV,en breve,gauw
795,bald::ADV,en breve,weldra
796,dann::ADV,luego,dan
797,dann::ADV,luego,toen
798,dann::ADV,entonces,dan
799,dann::ADV,entonces,toen
800,gestern::ADV,ayer,gisteren
801,einst::ADV,antaño,eens
802,damals::ADV,entonces,toen
803,damals::ADV,entonces,destijds
804,danach::ADV,después,daarna
805,vorher::ADV,antes,vooraf
806,vorher::ADV,antes,van tevoren
807,zuerst::ADV,primero,eerst
808,zuerst::ADV,primero,het eerst
809,einmal::ADV,una vez,eens
810,einmal::ADV,una vez,eenmaal
811,manchmal::ADV,a veces,soms
812,oft::ADV,a menudo,vaak
813,oft::ADV,a menudo,dikwijls
814,oft::ADV,con frecuencia,vaak
815,oft::ADV,con frecuencia,dikwijls
816,immer::ADV,siempre,altijd
817,niemals::ADV,jamás,nooit
818,hier::ADV,aquí,hier
819,hierhin::ADV,acá,hierheen
820,von hier::ADV,desde aquí,van hier
821,von hier::ADV,desde aquí,hiervandaan
822,dort::ADV,ahí,daar
823,dort::ADV,ahí,ginds
824,dort::ADV,allí,daar
825,dort::ADV,allí,ginds
826,dorthin::ADV,allí,daarheen
827,dorthin::ADV,hacia allí,daarheen
828,geradeaus::ADV,todo derecho,rechtuit
829,geradeaus::ADV,todo derecho,rechtdoor
830,vorwärts::ADV,adelante,vooruit
831,vorwärts::ADV,adelante,voorwaarts
832,rückwärts::ADV,hacia atrás,achteruit
833,rückwärts::ADV,hacia atrás,achterwaarts
834,zurück::ADV,atrás,terug
835,unten::ADV,abajo,beneden
836,unten::ADV,abajo,onderaan
837,hinab::ADV,hacia abajo,omlaag
838,hinab::ADV,hacia abajo,naar beneden
839,oben::ADV,arriba,boven
840,hinauf::ADV,hacia arriba,omhoog
841,hinauf::ADV,hacia arriba,naar boven
842,überall::ADV,por todas partes,alom
843,überall::ADV,por todas partes,overal
844,nicht::ADV,no,niet
845,ein wenig::ADV,un poco,wat
846,kaum::ADV,apenas,amper
847,kaum::ADV,apenas,nauwelijks
848,sehr::ADV,muy,erg
849,sehr::ADV,muy,zeer
