,Concept_ID,bn,ady
618,anderer::A,অন্যতর,нэмы́кӏ
619,erster::A,প্রথম,апэр
620,zweiter::A,দ্বিতীয়,я́тӏонэр
621,dritter::A,তৃতীয়,ящэнэр
622,letzter::A,সর্বশেষ,аужыр
623,allein::ADV,একক,зы
624,auf einmal::ADV,জলদি,ардэдэм
625,auf einmal::ADV,জলদি,асыхьатым
626,zusammen::ADV,একসঙ্গে,зэгъусэхэ́у
627,lange::ADV,লম্বা,бэрэ́
628,plötzlich::ADV,হঠাৎ,зэкӏэм
629,sofort::ADV,মুহ্ণর্তমধ্যে,ардэдэм
630,sofort::ADV,মুহ্ণর্তমধ্যে,асыхьатым
631,später::ADV,পশ্চাতে,нэужым
632,jetzt::ADV,এখন,джы
633,heute::ADV,আজ,непэ́
634,morgen::ADV,আগামিকাল,неу́щы
635,bald::ADV,অস্পকালমধ্যে,псынкӏэу
636,dann::ADV,তখন,нэужым
637,gestern::ADV,গতকাল,тыгъуа́с
638,einst::ADV,একবার মাত্র,зэгорэ́м
639,damals::ADV,তখন,армэ
640,damals::ADV,তখন,ащыгъум
641,danach::ADV,পরে,нэужым
642,vorher::ADV,আগে,нахьыпэм
643,zuerst::ADV,আগে,
644,einmal::ADV,একবার,зэ
645,manchmal::ADV,কখনও কখনও,
646,oft::ADV,ঘনঘন,бэрэ
647,immer::ADV,সর্বদা,ренэ́у
648,niemals::ADV,কখলও নহে,
649,hier::ADV,এখানে,
650,hierhin::ADV,এখানে,
651,von hier::ADV,ত্রই স্তান হইতে,
652,dort::ADV,ওখানে,модэ
653,dorthin::ADV,ওখানে,модэ́
654,geradeaus::ADV,অগ্রগামী,занкӏэу
655,vorwärts::ADV,সন্মুখিকে,ыпэкӏэ
656,rückwärts::ADV,খিরিয়া,ыужыкӏэ́
657,zurück::ADV,পিঠ,ыужыкӏэ́
658,unten::ADV,নীচে,ычӏэкӏэ́
659,hinab::ADV,নিম্নগামী,ычӏэгъы́
660,hinab::ADV,নিম্নগামী,ычӏэкӏэ́
661,oben::ADV,উপরে,ышъхьагъы
662,hinauf::ADV,উচ্চতর অংশে,ышъхьагъыкӏэ
663,überall::ADV,সর্বত্র,тыди́
664,überall::ADV,সর্বত্র,тыдэкӏи́
665,nicht::ADV,না,-п
666,nicht::ADV,না,мы-
667,ein wenig::ADV,অল্প,тӏэкӏу
668,kaum::ADV,কষ্টসহকাবে,къоды́й
669,sehr::ADV,খুব,дэд
670,so::ADV,তত,ащ фэд
671,so::ADV,তত,мыщ фэд
672,so::ADV,তত,джащ фэд
673,noch::ADV,এখন পর্যস্ত,джыри
674,nur::ADV,শুধু,ныӏэ́п
675,schon::ADV,ইতঃপুর্বে,
676,wieder::ADV,আবার,джыри
677,vergebens::ADV,বিফলে,пкӏэнчъэ́у
678,vor::PRP,সম্মুখে,пашъхьэ́
679,hinter::PRP,পশ্চাতে,кӏы́б
680,unter::PRP,নীচে,чӏэ-
681,durch::PRP,দ্বারা,пхыры-
682,neben::PRP,কাছে,дэжь
683,zwischen::PRP,মধ্যে,азыфа́гу
684,wegen::PRP,জন্য,къы-
685,dies::PRN,এটা,ар
686,das::PRN,ওটা,а
687,das::PRN,ওটা,мо
688,alles::PRN,সব,зэкӏэ́
689,ich::PRN,আমি,сэ
690,du::PRN,তুমি,о
691,er::PRN,উনি,ар
692,wir::PRN,আমরা,тэ
693,ihr::PRN,তোমরা,шъо
694,sie::PRN,তারা,ахэр
695,was::FPRN,কি,сыд
696,wer::FPRN,কে,хэт
697,wo::FADV,কোথায়,тыдэ́
698,wohin::FADV,কোথায়,тыдэ́
699,wie::FADV,কেমন,сыдэущтэ́у
700,warum::FADV,কেন,сыд пае́
701,wieviel::FNUM,কত,тхьапш
702,wieviel::FNUM,কত,сыд фэди́з
703,eins::NUM,অক,зы
704,zwei::NUM,দুই,тӏу
705,drei::NUM,তিন,щы
706,vier::NUM,চার,плӏы
707,fünf::NUM,পাঁচ,тфы
708,sechs::NUM,ছয়,хы
709,sieben::NUM,সাত,блы
710,acht::NUM,আট,и
711,neun::NUM,নয়,бгъу
712,zehn::NUM,দশ,пшӏы
713,elf::NUM,এগারো,пшӏыкӏузы́
714,zwölf::NUM,দ্বাদশ,пшӏыкӏутӏу
715,zwanzig::NUM,বিশ,тӏокӏы́
716,dreißig::NUM,ত্রিশ,щэкӏы
717,vierzig::NUM,চল্লিশ,тӏокӏи́тӏу
718,fünfzig::NUM,পঞ্চাশ,шъэны́ыкъу
719,sechzig::NUM,ষাট,тӏокӏи́щ
720,siebzig::NUM,সত্তর,тӏокӏищырэ́ пшӏырэ́
721,achtzig::NUM,আশি,тӏокӏи́пӏ
722,neunzig::NUM,নব্বুই,тӏокӏиилӏырэ́ пшӏырэ́
723,hundert::NUM,শত,шъэ
724,tausend::NUM,হাজার,мин
725,und::CNJ,আর,ыкӏи
726,und::CNJ,এবং,ыкӏи
727,oder::CNJ,বা,е
728,stehen::V,দাঁড়ানো,ущытын
729,stehen::V,দাঁড়ানো,умыхъыен
730,sitzen::V,বসা,уисын
731,sitzen::V,বসা,утесын
732,liegen::V,শোয়া,телъы́н
733,hängen::V,ঝোলা,къыщылэлын
734,hängen::V,ঝোলা,къыщылэлын щыгъын быхъур
735,werden::V,হইয়া উঠা,хъун
736,passieren::V,ঘটা,къэхъун
737,beginnen::V,আরম্ভ হওয়া,къежьэн
738,beginnen::V,আরম্ভ হওয়া,къыублэн
739,enden::V,শেষ হওয়া,ухы́н
740,wechseln::V,রূপাস্তর করা,зэхъожьы́н
741,aufgehen[Sonne]::V,উদিত হওয়া,къыкъокӏы́н
742,untergehen[Sonne]::V,অস্ত যাওয়া,къохьан
743,scheinen[Sonne]::V,আলো দেওয়া,къепсыи
744,donnern::V,বজ্রধ্বনি করা,гъогъон
745,wehen::V,প্রবাহিত হওয়া,епщэ́н
746,strömen::V,প্রবাহিত হওয়া,чъэн
747,fließen::V,ছুটা,чъэн
748,sich drehen::V,পাক খাওয়া,зыгъэчэрэгъу́н
749,schwanken::V,দোলা,хъые́н
750,schwingen::V,দোলা,зыгъэхъые́н
751,fallen::V,পড়া,къефэхы́н
752,brennen::V,সেঁকা,стын
753,rauchen::V,ধোঁয়া ছড়ান,ӏугъо къикӏын
754,regnen::V,বর্ষণ_করা,къещхы́н
755,gefrieren::V,হিমায়িত হওয়া,дыкъын
756,tauen::V,গলা,жъун
757,schmelzen::V,গলা,ткӏун
758,trocknen::V,শুষ্ক করা,гъушъы́н
759,trocknen::V,শুষ্ক করা,чъэпхъу́н
760,sieden::V,ফোঁড়া,жъон
761,faulen::V,ক্ষয় হওয়া,шъун
762,verfaulen::V,ক্ষয় হওয়া ,шъун
763,reißen::V,ছিঁড়া,зэӏэтхъы́н
764,versinken::V,ডুবা,чӏихьан
765,vergehen::V,যাওয়া,блэкӏы́н
766,erscheinen::V,আসা,къэлъэгъон
767,verschwinden::V,অদৃশ্য হওয়া,кӏодыжьы́н
768,sinken::V,হ্রাস হওয়া,
769,abnehmen::V,হ্রাস হওয়া,къыкӏичын
770,zunehmen::V,বৃদ্ধি পাওয়া,хэхъо́н
771,steigen::V,ওঠা,къежьэн
772,wachsen::V,বড় হওয়া,хэхъо́н
773,wachsen::V,বড় হওয়া,къэкӏы́н
774,glänzen::V,জ্বলা,цӏыу́н
775,funkeln::V,জ্বল্জ্বল করা,жъыу́н
776,läuten::V,রুসুঝুসু করা,теон
777,klingeln::V,বাজা,теон
778,klirren::V,টুংটাং-শব্দ করা,
779,brausen::V,গর্জন করা,шъуин
780,rauschen::V,মর্মরধ্বনি করা,макъэ гъэӏун
781,klingen::V,শব্দ করা,къыхэӏукӏын
782,bellen::V,ঘেউ ঘেউ করা,хьакъу́н
783,heulen::V,গর্জন করা,быун
784,blasen::V,ফুঁ দেওয়া,епщэ́н
785,pfeifen::V,শিস্ দেওয়া,шъуин
786,schreien::V,চিৎকার করা,куо́н
787,schreien::V,চিৎকার করা,кӏыи́н
788,stöhnen::V,গোঁ-গো করা,щэӏун
789,zittern::V,কাঁপা,кӏэзэзын
790,leben::V,বাঁচা,псэу́н
791,geboren werden::V,জন্মানো,къэхъун
792,atmen::V,শ্বাস ফেলা,жьы къэщэ́н
793,trinken::V,পান করা,ешъо́н
794,essen::V,ভক্ষণ করা,шхын
795,schlucken::V,গেলা,бдырыин
796,müde werden::V,পরিশ্রান্ত হওয়া,пшъын
797,einschlafen::V,নিদ্রামগ্ন হওয়া,хэчъыен
798,schlafen::V,নিদ্রা যাওয়া,чъые́н
799,aufwachen::V,জাগা,къэущы́н
800,aufstehen::V,জাগা,уцу́н
801,sich erholen::V,আরাম করা,зыгъэпсэфын
802,krank werden::V,অসুস্থ হত্তয়া,сымаджэ́ хъун
803,krank sein::V,রূগ্ণ হত্তয়া,сымэджэ́н
804,schmerzen::V,কন্কন করা,сымэджэ́н
805,husten::V,কাশা,пскэ́н
806,genesen::V,আরোগ্য হওয়া,хъужьын
807,sterben::V,মারা যাওয়া,лӏэн
808,umkommen::V,মারা যাওয়া,хэкӏодэн
809,sich bewegen::V,চলা,хъые́н
810,sich rühren::V,নড়া,хъые́н
811,sich erheben::V,উদিত হওয়া,къэтэджын
812,sich setzen::V,বসা,тӏысы́н
813,hinfallen::V,পড়া,ебэджы́н
814,laufen::V,হাঁটা,кӏон
815,schreiten::V,হাঁটা,кӏон
816,spazierengehen::V,পায়চারি করা,къэкӏухьэн
817,eilen::V,ত্বরাম্বিত করা,гузэжъон
818,sich beeilen::V,ত্বরাম্বিত করা,гуӏэ́н
819,sausen::V,ধেয়ে যাওয়া,псынкӏэ́у чъэн
820,rennen::V,চলা,чъэн
821,springen::V,লাফানো,пкӏэн
822,klettern::V,আরোহণ করা,дэцохъоен
823,schaukeln::V,দোলা,уешӏэн
824,kriechen::V,হামাগুড়ি দেওয়া,цохъо́н
825,schwimmen::V,সাঁতার কাটা,есы́н
826,tauchen::V,ডোবা,зычӏэгъэо́н
827,rudern::V,দাঁড় টানা,къошъо бэщкӏэ фын
828,fahren::V,চালান,кӏон
829,fliegen::V,ওড়া,быбы́н
830,gehen::V,যাওয়া,кӏон
831,weggehen::V,প্রস্থান করা,ӏукӏын
832,abfahren::V,প্রস্থান করা,ежьэн
833,anhalten::V,থামা,къэуцу́н
834,hineingehen::V,ঢোকা,ихьан
835,eintreten::V,ঢোকা,чӏэхьан
836,kommen::V,আসা,къэкӏо́н
837,ankommen::V,আসা,къэсы́н
838,zurückkommen::V,ফিরা,гъэзэжьын
839,bleiben::V,থাকা,къэнэ́н
840,warten::V,অপেক্ষা করা,пэплъэ́н
841,erwarten::V,অপেক্ষা করা,ежэн
842,suchen::V,খোঁজ করা,лъыхъу́н
843,finden::V,পাওয়া,къэгъоты́н
844,finden::V,পাওয়া,къыхэгъэщы́н
845,versuchen::V,পরখ করা,пылъы́н
846,vorbereiten::V,প্রস্তুত করা,гъэхьазыры́н
847,lieben::V,ভালবাসা,шӏу плъэгъу́н
848,mögen::V,পছন্দ করা,шӏу плъэгъу́н
849,lachen::V,হাসা,щхын
850,rühren::V,হৃদয়ম্পর্শ করা,гур гъэузын
851,weinen::V,কাঁদা,гъын
852,schimpfen::V,নালিশ করা,хъонэн
853,sich ärgern::V,রাগ হত্তয়া,губжы́н
854,sich fürchten::V,ভয় করা,щынэ́н
855,fürchten::V,ডরা,щынэ́н
856,fliehen::V,পালানো,
857,flüchten::V,পালানো,
858,sehen::V,দেখা,льэгъу́н
859,anschauen::V,দেখা,плъэн
860,anschauen::V,দেখা,еплъы́н
861,ansehen::V,দেখা,плъэн
862,hören::V,শোনা,зэхэхын
863,zuhören::V,শোনা,дэӏо́н
864,probieren::V,পরখ করা,хэӏэн
865,riechen::V,শুঁকা,пэмэ́н
866,fühlen::V,অনুভব করা,зэхэпшӏэн
867,scheinen::V,মনে হত্তয়া,уащыхъу́н
868,scheinen::V,মনে হত্তয়া,уашӏошӏы́н
869,zu sehen sein::V,দেখা দেত্তয়া,зэрэлъэгъу́н
870,vernehmen::V,শোনা,зэхэхын
871,frieren::V,শীত লাগা,дыкъын
872,frieren::V,শীত লাগা,пӏыкӏэн
873,frieren::V,শীত লাগা,чъыӏэ́ лӏэн
874,tun::V,করা,шӏын
875,können::V,পারা,лъэкӏы́н
876,wollen::V,ইচ্ছা করা,фэе́н
877,anfangen::V,আরম্ভ করা,ублэн
878,beenden::V,শেষ করা,ухы́н
879,aufhören::V,থামা,щыгъэтын
880,gelingen::V,সিদ্ধিলাভ করা,хъун
881,geraten::V,পরিণত হত্তয়া,
882,öffnen::V,খোলা,ӏухы́н
883,schließen::V,বন্ধ করা,игъэсэн
884,stellen::V,স্থাপন করা,бгъэуцун
885,setzen::V,স্থাপন করা,гъэтӏысы́н
886,legen::V,স্থাপন করা,хэлъхьа́н
887,berühren::V,স্পর্শ করা,эӏэн
888,berühren::V,স্পর্শ করা,нэсын
889,verbinden::V,সংযুক্ত করা,зэхэпхэ́н
890,verbinden::V,সংযুক্ত করা,пхын
891,bedecken::V,ঢাকা,техъо́н
892,aufhängen::V,ঝুলানো,пылъэ́н
893,anzünden::V,জ্বালান,хэгъэнэ́н
894,aufheben::V,কুড়াইয়া তোলা,
895,zurücklassen::V,পরিত্যাগ করা,къэгъэнэ́н
896,verlieren::V,হারান,чӏэ́нэн
897,verlieren::V,হারান,шӏокӏоды́н
898,fallen lassen::V,ফেলা,чӏэунэн
899,fallen lassen::V,ফেলা,пӏэпызын
900,machen::V,গঠন করা,шӏын
901,herstellen::V,সৃষ্টি করা,шӏы́н
902,bauen::V,নির্মাণ করা,шӏы́н
903,reparieren::V,মেরামত করা,дыжьы́н
904,verbessern::V,উন্নতিলাভ করা,нахьышӏу пшӏын
905,verbessern::V,উন্নতিলাভ করা,нахь дэгъу пшӏын
906,ändern::V,পরিবর্তিত করা,зэблэхъу́н
907,graben::V,খনন করা,тӏын
908,beugen::V,নোয়া,
909,biegen::V,নোয়া,уфэн
910,drehen::V,ঘোরান,гъэчэрегъу́
911,wenden::V,উলটাইয়া দেত্তয়া,пӏонтӏэн
912,wenden::V,উলটাইয়া দেত্তয়া,бгъэзэн
913,wenden::V,উলটাইয়া দেত্তয়া,уӏубын
914,umdrehen::V,উলটানো,
915,heben::V,উত্তোলন করা,ӏэты́н
916,hochheben::V,উঁচু করা,ӏэты́н
917,ergreifen::V,দখল করা,къэубыты́н
918,halten::V,ধরা,ӏыгъы́н
919,drücken::V,টেপা,тэӏункӏэн
920,schieben::V,ঠেলা,уеӏункӏын
921,schieben::V,ঠেলা,уетӏыргун
922,kratzen::V,চাঁচা,цӏэнтхъун
923,lecken::V,চাটা,бзэи́н
924,beißen::V,দংশন করা,ецэкъэ́н
925,abreißen::V,বিচ্ছিন্ন করা,къичын
926,abreißen::V,বিচ্ছিন্ন করা,пытхъын
927,abschneiden::V,বিচ্ছিন্ন করা,пыупкӏын
928,abschneiden::V,বিচ্ছিন্ন করা,гобзыкӏын
929,binden::V,বন্ধন করা,епхын
930,stecken::V,বিদ্ধ করা,хэсэн
931,brechen::V,ভাঙা,зэпыпкӏын
932,klopfen::V,আঘাত করা,теон
933,hauen::V,আঘাত করা,теон
934,kleben::V,সাঁটা,щхэн
935,reiben::V,ঘষা,пӏотын
936,streichen::V,ছড়াইয়া,щыфэн
937,schleifen::V,ধার দেওয়া,гъэчаны́н
938,schleifen::V,ধার দেওয়া,кӏэлыкӏы́н
939,schneiden::V,কাটা,бзын
940,rütteln::V,নাড়ান,гъэсысын
941,schütteln::V,নড়া,гъэсысын
942,schwenken::V,দোলা,ӏэ шӏын
943,schütten::V,বর্ষণ করা,икӏэ́н
944,füllen::V,পরিপূর্ণ করা,из шӏын
945,einwickeln::V,মুড়া,кӏоцӏыщыхьа́н
946,tragen::V,বহন করা,хьын
947,schleppen::V,টানা,пхьын
948,schleppen::V,টানা,плъэшъун
949,ziehen::V,টানা,пкъудыин
950,ziehen::V,টানা,пщэн
951,ziehen::V,টানা,плъэшъун
952,aufbewahren::V,রাখা,пӏыгъын
953,aufbewahren::V,রাখা,уухъумэн
954,werfen::V,ছুড়া,дзын
955,fangen::V,লোফা,къэубыты́н
956,packen::V,ধরা,къэубыты́н
957,verstecken::V,গোপন করা,бгъэбылъын
958,teilen::V,বিভক্ত করা,гощы́н
959,schicken::V,প্রেরণ করা,гъахьы́н
960,bringen::V,আনা,къэхьы́н
961,hinzufügen::V,একত্র করা,хэгъэхъо́н
962,bekommen::V,পাওয়া,
963,erhalten::V,পাওয়া,
964,nehmen::V,নেওয়া,къытехы́н
965,wählen::V,বাছা,къыхэхы́н
966,auswählen::V,বাছা,къыхэхы́н
967,bewahren::V,বাঁচাইয়া রাখা,къэухъумэн
968,behindern::V,বাধা দেওয়া,пэрыохъу хъун
969,verderben::V,নষ্ট করা,къутэн
970,beschädigen::V,ক্ষতি করা,къутэн
971,zerbrechen::V,ভাঙ্গিয়া যাওয়া,къутэн
972,zerreißen::V,ছিঁড়া,зэӏэтхъы́н
973,zerstören::V,বিনাশ করা,къутэ́н
974,verbrennen::V,দহন করা,гъэсты́н
975,geben::V,দেওয়া,еты́н
976,reichen::V,দেওয়া,еты́н
977,schenken::V,উপহার দেত্তয়া,еты́н
978,versprechen::V,প্রতিশ্রুতি দেওয়া,гъэгугъэ́н
979,wünschen::V,আকাঙ্ক্ষা করা,шӏоигъо́н
980,loben::V,প্রশংসা করা,щытхъун
981,küssen::V,চুম্বন করা,ебэу́н
982,wiegen::V,দুলানো,гъэхъыен
983,zudecken::V,ঢাকা,техъо́н
984,wecken::V,জাগানো,къэгъэущы́н
985,zeigen::V,দেখানো,гъэлъэгъо́н
986,führen::V,পথ দেখানো,щэн
987,lehren::V,শেখানো,егъэджэ́н
988,lehren::V,শেখানো,егъэшӏэн
989,unterrichten::V,শিক্ষা দেওয়া,егъэджэ́н
990,aufziehen::V,পালন করা,пӏун
991,leiten::V,পরিচালনা করা,гъэзекӏон
992,antreiben::V,চালনা করা,къепфылӏэн
993,lassen::V,অনুমতি দেওয়া,еты́н
994,einladen::V,নিমন্ত্রণ করা,къегъэблэгъэн
995,vereinigen::V,এক করা,зэгогъэхьан
996,besuchen::V,দেখিতে যাওয়া,щыӏэ́н
997,treffen::V,সন্মুখীন হওয়া,ӏукӏэ́н
998,treffen::V,সন্মুখীন হওয়া,пэгъокӏы́н
999,sich versammeln::V,জড়ো হওয়া,зэхэхьан
1000,spielen::V,খেলা,джэгу́н
1001,singen::V,গাওয়া,орэ́д къэӏо́н
1002,tanzen::V,নাচা,къэшъо́н
1003,sich trennen::V,পৃথক করা,зэгокӏыжьы́ных
1004,verlassen::V,পরিত্যাগ করা,бгынэн
1005,verlassen::V,পরিত্যাগ করা,хэкӏыжьын
1006,retten::V,উদ্ধার করা,къыхэпхыжьын
1007,retten::V,উদ্ধার করা,къэбгъэнэжьын
1008,bewachen::V,পাহারা দেওয়া,къэгъэгъунэн
1009,schützen::V,রক্ষা করা,ухъумэ́н
1010,verteidigen::V,রক্ষা করা,къэухъумэн
1011,sich schlagen::V,লড়াই করা,эзэон
1012,schießen::V,তীরবেগে ছোটা,он
1013,siegen::V,জেতা,текӏо́н
1014,ärgern::V,বিরক্ত করা,бгъэгубжын
1015,schlagen::V,আঘাত করা,ео́н
1016,treten::V,লাথি মারা,
1017,stechen::V,দংশন করা,хэӏун
1018,stoßen::V,ঠেলা,тӏыро́н
1019,stoßen::V,ঠেলা,уеӏункӏын
1020,stehlen::V,অপহরণ করা,тыгъу́н
1021,stören::V,ঘাঁটান,бгъэгумэкӏын
1022,belästigen::V,বিরক্ত করা,бгъэгумэкӏын
1023,verbergen::V,গোপন করা,ушъэфын
1024,täuschen::V,প্রবঞ্চনা করা,гъэпцӏэ́н
1025,betrügen::V,প্রতারণা করা,гъэпцӏэ́н
1026,töten::V,হত্যা করা,уикӏын
1027,wohnen::V,বাস করা,дэсын
1028,arbeiten::V,কাজ করা,лэжьэ́н
1029,sammeln::V,সংগ্রহ করা,угъои́н
1030,pflücken::V,চয়ন করা,къыпычы́н
1031,jagen::V,শিকার করা,шэкӏон
1032,jagen::V,শিকার করা,ешэкӏон
1033,fischen::V,মাছ ধরা,пцэжъые уешэн
1034,fassen::V,ধরা,къэубыты́н
1035,hüten::V,যুথভুক্ত করা,хэхъо́н
1036,treiben::V,চালনা করা,пфын
1037,anbinden::V,বন্ধন করা,епхын
1038,füttern::V,ভোজন করানো,гъэшхэ́н
1039,melken::V,দুগ্ধ দোহন করা,щын
1040,hacken::V,কাটা,упкӏэтэн
1041,gießen::V,বর্ষণ করা,тепкӏэн
1042,reifen::V,পাকা,игъо хъун
1043,zubereiten::V,রন্ধন করা,бгъэхьазырын
1044,kochen::V,রন্ধন করা,шӏы́н
1045,backen::V,সেকা,гъэжъэ́н
1046,braten::V,ভাজা,гъэжъэ́н
1047,umrühren::V,নড়ানো,зэхэгъэкӏухьан
1048,stricken::V,বোনা,хъын
1049,nähen::V,সেলাই করা,дэн
1050,färben::V,রঞ্জিত করা,бгъэлэн
1051,reinigen::V,পরিষ্কার করা,укъэбзы́н
1052,waschen::V,পরিষ্কার করা,бгыкӏын
1053,abwischen::V,মুছা,лъэкӏы́н
1054,spülen::V,পরিষ্কার করা,дэгъэчъыхьан
1055,fegen::V,ঝাঁট দেওয়া,пхъэнкӏы́н
1056,kehren::V,ঝাঁট দেওয়া,пхъэнкӏы́н
1057,baden::V,অবগাহন করা,зыгъэпскӏын
1058,sich waschen::V,ধোয়া,зытхьакӏы́н
1059,ausziehen::V,খুলা,къытехы́н
1060,anziehen::V,গায়ে দেত্তয়া,щылъэ́н
1061,sich anziehen::V,পোশাক পরা,зыфэпэн
1062,kämmen::V,আঁচড়ানো,жьын
1063,schmücken::V,সাজান করা,гъэдэхэ́н
1064,sagen::V,উচ্চারণ করা,къэӏон
1065,sprechen::V,বলা,псэлъэ́н
1066,reden::V,আলাপ করা,гущыӏэ́н
1067,sich unterhalten::V,আড্ডা দেওয়া,зэдэгущыӏэн
1068,fragen::V,জিজ্ঞাসা করা,упчӏэ́н
1069,bitten::V,প্রার্থনা করা,лъэӏо́н
1070,erzählen::V,বর্ণনা করা,къэпӏотэ́н
1071,mitteilen::V,বলা,макъэ егъэӏун
1072,nennen::V,নাম দেওয়া,цӏэ фэусы́н
1073,rufen::V,আমন্ত্রণ করা,джэн
1074,prahlen::V,বড়াই করা,узыщытхъужьы́н
1075,übersetzen::V,ভাষাস্তরিত করা,бгъэкӏотэн
1076,denken::V,ভাবা,егупшысэ́н
1077,glauben::V,বিশ্বাস করা,уивыхъэ́ телъы́н
1078,bemerken::V,লক্ষ্য করা,гу лъыптэ́н
1079,erkennen::V,চিনিতে পারা,зэхэпхын
1080,erkennen::V,চিনিতে পারা,зэбгъэшӏэн
1081,begreifen::V,উপলব্ধি করা,гурыӏо́н
1082,verstehen::V,উপলব্ধি করা,зэхэхын
1083,lernen::V,শেখা,еджэ́н
1084,wissen::V,জানা,шӏэн
1085,sich erinnern an::V,মনে করা,къэшӏэжьын
1086,vergessen::V,বিস্মৃত হওয়া,пщыгъупшэжьы́н
1087,messen::V,মাপা,шын
1088,zählen::V,গণনা করা,плъытэ́н
1089,rechnen::V,হিসাব করা,плъытэ́н
1090,rechnen::V,হিসাব করা,угугъэ́н
1091,lesen::V,পাঠ করা,еджэ́н
1092,malen::V,আঁকা,шӏын
1093,zeichnen::V,ছকা,шӏын
1094,schreiben::V,লেখা,тхын
1095,besitzen::V,অধিকার করা,иӏэн
1096,kaufen::V,ক্রয় করা,щэфы́н
1097,verkaufen::V,বেচা,щэн
1098,bezahlen::V,প্রদান করা,птын
1099,bezahlen::V,প্রদান করা,лъыптын
1100,bezahlen::V,প্রদান করা,птыжьы́н
1101,zahlen::V,প্রদান করা,птын
1102,zahlen::V,প্রদান করা,лъыптын
1103,beherrschen::V,শাসন করা,иунаеу иӏэн
1104,ertragen::V,বহন করা,щэчы́н
1105,lärmen::V,,бырсыры́н
