,Concept_ID,pt,de
636,teuer::A,caro,teuer
637,wertvoll::A,valioso,wertvoll
638,wertvoll::A,precioso,wertvoll
639,blind::A,cego,blind
640,taub::A,surdo,taub
641,kräftig::A,forte,kräftig
642,kräftig::A,poderoso,kräftig
643,stark::A,forte,stark
644,stark::A,robusto,stark
645,schwach::A,débil,schwach
646,fett::A,gordo,fett
647,schlank::A,esbelto,schlank
648,hübsch::A,giro,hübsch
649,hübsch::A,bonito,hübsch
650,böse::A,mau,böse
651,dumm::A,parvo,dumm
652,dumm::A,estúpido,dumm
653,faul::A,preguiçoso,faul
654,fleißig::A,aplicado,fleißig
655,fleißig::A,diligente,fleißig
656,geizig::A,avarento,geizig
657,klug::A,prudente,klug
658,klug::A,inteligente,klug
659,geschickt::A,hábil,geschickt
660,lieb::A,caro,lieb
661,lieb::A,querido,lieb
662,lustig::A,alegre,lustig
663,sanft::A,suave,sanft
664,sanft::A,brando,sanft
665,hungrig::A,faminto,hungrig
666,krank::A,doente,krank
667,krank::A,enfermo,krank
668,nackt::A,nu,nackt
669,nackt::A,despido,nackt
670,traurig::A,triste,traurig
671,lebendig::A,vivo,lebendig
672,gut::A,bom,gut
673,schlecht::A,mau,schlecht
674,schlecht::A,ruim,schlecht
675,richtig::A,justo,richtig
676,richtig::A,correcto,richtig
677,schlimm::A,mau,schlimm
678,schlimm::A,grave,schlimm
679,wahr::A,verdadeiro,wahr
680,alt::A,velho,alt
681,alt::A,antigo,alt
682,neu::A,novo,neu
683,ehemalig::A,antigo,ehemalig
684,alt[Lebewesen]::A,velho,alt
685,jung::A,jovem,jung
686,arm::A,pobre,arm
687,reich::A,rico,reich
688,bekannt::A,conhecido,bekannt
689,berühmt::A,famoso,berühmt
690,berühmt::A,célebre,berühmt
691,fremd::A,alheio,fremd
692,fremd::A,estranho,fremd
693,verschieden::A,diverso,verschieden
694,verschieden::A,diferente,verschieden
695,nah::A,próximo,nah
696,fern::A,remoto,fern
697,fern::A,distante,fern
698,linker::A,esquerdo,linker
699,rechter::A,direito,rechter
700,anderer::A,outro,anderer
701,erster::A,primeiro,erster
702,zweiter::A,segundo,zweiter
703,dritter::A,terceiro,dritter
704,letzter::A,final,letzter
705,letzter::A,último,letzter
706,allein::ADV,só,allein
707,auf einmal::ADV,de vez,auf einmal
708,zusammen::ADV,juntos,zusammen
709,lange::ADV,muito tempo,lange
710,plötzlich::ADV,de repente,plötzlich
711,sofort::ADV,imediatamente,sofort
712,später::ADV,mais tarde,später
713,jetzt::ADV,agora,jetzt
714,heute::ADV,hoje,heute
715,morgen::ADV,amanhã,morgen
716,bald::ADV,logo,bald
717,bald::ADV,breve,bald
718,dann::ADV,então,dann
719,dann::ADV,depois,dann
720,gestern::ADV,ontem,gestern
721,einst::ADV,antigamente,einst
722,damals::ADV,então,damals
723,danach::ADV,logo,danach
724,danach::ADV,depois,danach
725,vorher::ADV,antes,vorher
726,zuerst::ADV,primeiro,zuerst
727,einmal::ADV,uma vez,einmal
728,manchmal::ADV,às vezes,manchmal
729,oft::ADV,muitas vezes,oft
730,immer::ADV,sempre,immer
731,niemals::ADV,nunca,niemals
732,hier::ADV,cá,hier
733,hier::ADV,aqui,hier
734,hierhin::ADV,para cá,hierhin
735,von hier::ADV,daqui,von hier
736,dort::ADV,lá,dort
737,dort::ADV,ali,dort
738,dorthin::ADV,lá,dorthin
739,dorthin::ADV,para lá,dorthin
740,geradeaus::ADV,em frente,geradeaus
741,vorwärts::ADV,avante,vorwärts
742,rückwärts::ADV,para trás,rückwärts
743,zurück::ADV,atrás,zurück
744,unten::ADV,debaixo,unten
745,unten::ADV,em baixo,unten
746,hinab::ADV,para baixo,hinab
747,oben::ADV,em cima,oben
748,hinauf::ADV,para cima,hinauf
749,überall::ADV,em toda parte,überall
750,nicht::ADV,não,nicht
751,ein wenig::ADV,um pouco,ein wenig
752,ein wenig::ADV,um bocado,ein wenig
753,kaum::ADV,apenas,kaum
754,sehr::ADV,muito,sehr
755,so::ADV,tão,so
756,so::ADV,assim,so
757,noch::ADV,ainda,noch
758,nur::ADV,só,nur
759,nur::ADV,apenas,nur
760,nur::ADV,somente,nur
761,schon::ADV,já,schon
762,wieder::ADV,outra vez,wieder
763,vergebens::ADV,em vão,vergebens
764,vor::PRP,diante de,vor
765,hinter::PRP,atrás de,hinter
766,unter::PRP,sob,unter
767,unter::PRP,debaixo de,unter
768,durch::PRP,por,durch
769,durch::PRP,através de,durch
770,neben::PRP,junto de,neben
771,neben::PRP,ao lado de,neben
772,zwischen::PRP,entre,zwischen
773,wegen::PRP,por,wegen
774,wegen::PRP,por causa de,wegen
775,dies::PRN,isto,dies
776,das::PRN,isso,das
777,das::PRN,aquilo,das
778,alles::PRN,todo,alles
779,ich::PRN,eu,ich
780,du::PRN,tu,du
781,er::PRN,ele,er
782,wir::PRN,nós,wir
783,ihr::PRN,vós,ihr
784,ihr::PRN,vocês,ihr
785,sie::PRN,eles,sie
786,was::FPRN,quê,was
787,wer::FPRN,quem,wer
788,wo::FADV,onde,wo
789,wohin::FADV,aonde,wohin
790,wohin::FADV,para onde,wohin
791,wie::FADV,como,wie
792,warum::FADV,porquê,warum
793,warum::FADV,por que,warum
794,wieviel::FNUM,quanto,wieviel
795,eins::NUM,um,eins
796,zwei::NUM,dois,zwei
797,drei::NUM,três,drei
798,vier::NUM,quatro,vier
799,fünf::NUM,cinco,fünf
800,sechs::NUM,seis,sechs
801,sieben::NUM,sete,sieben
802,acht::NUM,oito,acht
803,neun::NUM,nove,neun
804,zehn::NUM,dez,zehn
805,elf::NUM,onze,elf
806,zwölf::NUM,doze,zwölf
807,zwanzig::NUM,vinte,zwanzig
808,dreißig::NUM,trinta,dreißig
809,vierzig::NUM,quarenta,vierzig
810,fünfzig::NUM,cinquenta,fünfzig
811,sechzig::NUM,sessenta,sechzig
812,siebzig::NUM,setenta,siebzig
813,achtzig::NUM,oitenta,achtzig
814,neunzig::NUM,noventa,neunzig
815,hundert::NUM,cem,hundert
816,hundert::NUM,cento,hundert
817,tausend::NUM,mil,tausend
