,Concept_ID,ta,cy
681,morgen::ADV,நாளைக்கு,yfory
682,bald::ADV,சீக்கிரம்,yn fuan
683,bald::ADV,சீக்கிரம்,gyda hyn
684,dann::ADV,அப்பொழுது,yna
685,dann::ADV,அப்பொழுது,y pryd hwnnw
686,gestern::ADV,நேற்று,ddoe
687,einst::ADV,ஒரே முறை,gynt
688,damals::ADV,அப்பொழுது,ar y pryd
689,damals::ADV,அப்பொழுது,bryd hynny
690,danach::ADV,பிற்பாடு,wedyn
691,vorher::ADV,முன்பாக,o'r blaen
692,zuerst::ADV,முதலில்,yn gyntaf
693,einmal::ADV,ஒரே முறை,unwaith
694,manchmal::ADV,சில நேரங்களில்,weithiau
695,manchmal::ADV,சில நேரங்களில்,ar brydiau
696,oft::ADV,அடிக்கடி,yn aml
697,oft::ADV,அடிக்கடி,yn fynych
698,immer::ADV,எப்பொழுதும்,bob amser
699,niemals::ADV,ஒருபோதும் இல்லை,ni ... byth
700,niemals::ADV,ஒருபோதும் இல்லை,ni ... erioed
701,hier::ADV,இங்கே,yma
702,hierhin::ADV,இவ்விடத்திற்கு,hyd yma
703,von hier::ADV,இனி,oddi yma
704,dort::ADV,அங்கே,acw
705,dorthin::ADV,அவ்விடத்திற்கு,tuag yno
706,geradeaus::ADV,முன்னாலிருக்கும்,syth ymlaen
707,vorwärts::ADV,முன்புறமாக,ymlaen
708,rückwärts::ADV,பின்னோக்கி,yn ôl
709,zurück::ADV,பின்பக்கம்,yn ôl
710,unten::ADV,கீழாக,isod
711,unten::ADV,கீழாக,oddi tanodd
712,hinab::ADV,கீழ் நோக்கி,i lawr
713,hinab::ADV,கீழ் நோக்கி,i waered
714,oben::ADV,மேலே,fry
715,hinauf::ADV,மேலே,i fyny
716,hinauf::ADV,மேலே,i'r lan
717,überall::ADV,எல்லா இடத்திலும்,ym mhobman
718,nicht::ADV,இல்லை,ni
719,nicht::ADV,இல்லை,nid
720,ein wenig::ADV,கொஞ்சம்,tipyn
721,ein wenig::ADV,கொஞ்சம்,ychydig
722,kaum::ADV,அரிதாக,prin
723,sehr::ADV,மிக்க,iawn
724,so::ADV,மிகவும்,fel
725,so::ADV,மிகவும்,felly
726,noch::ADV,இப்பொழுதும்,eto
727,nur::ADV,மட்டும்,yn unig
728,schon::ADV,ஏற்கனவே,eisoes
729,schon::ADV,ஏற்கனவே,yn barod
730,wieder::ADV,மறுபடியும்,drachefn
731,vergebens::ADV,வீண்,yn ofer
732,vor::PRP,முன்,o flaen
733,hinter::PRP,பின்பக்கம்,ar ôl
734,unter::PRP,கீழே,islaw
735,durch::PRP,ஊடே,trwy
736,neben::PRP,அடுத்து,ar bwys
737,zwischen::PRP,இடையில்,rhwng
738,zwischen::PRP,இடையில்,cydrhwng
739,wegen::PRP,ஏனெனில்,o achos
740,wegen::PRP,ஏனெனில்,oherwydd
741,dies::PRN,இது,hyn
742,das::PRN,அது,hynny
743,alles::PRN,ஒவ்வொன்றும்,popeth
744,ich::PRN,நான்,fi
745,du::PRN,நீ,ti
746,er::PRN,அவன்,fe
747,wir::PRN,நாம்,ni
748,wir::PRN,நாங்கள்,ni
749,ihr::PRN,நீங்கள்,chi
750,sie::PRN,அவர்கள்,hwy
751,was::FPRN,என்ன,pa beth
752,wer::FPRN,யார்,pwy
753,wo::FADV,எங்கே,ble
754,wo::FADV,எங்கே,ym mha le
755,wohin::FADV,எதற்கு,i ble
756,wohin::FADV,எதற்கு,i ba le
757,wie::FADV,எப்படி,sut
758,warum::FADV,ஏன்,pam
759,wieviel::FNUM,எவ்வளவு,faint
760,eins::NUM,ஒன்று,un
761,zwei::NUM,இரண்டு,dau
762,drei::NUM,மூன்று,tri
763,vier::NUM,நான்கு,pedwar
764,fünf::NUM,ஐந்து,pump
765,sechs::NUM,ஆறு,chwech
766,sieben::NUM,ஏழு,saith
767,acht::NUM,எட்டு,wyth
768,neun::NUM,ஒன்பது,naw
769,zehn::NUM,பத்து,deg
770,elf::NUM,பதினொன்று,un ar ddeg
771,zwölf::NUM,பன்னிரண்டு,deuddeg
772,zwölf::NUM,பன்னிரண்டு,un deg dau
773,zwanzig::NUM,இருபது,ugain
774,dreißig::NUM,முப்பது,tri deg
775,dreißig::NUM,முப்பது,deg ar hugain
776,vierzig::NUM,நாற்பது,deugain
777,fünfzig::NUM,ஐமபது,hanner cant
778,sechzig::NUM,அறுபது,chwe deg
779,siebzig::NUM,எழுபது,saith deg
780,siebzig::NUM,எழுபது,deg a thrigain
781,achtzig::NUM,எண்பது,wyth deg
782,achtzig::NUM,எண்பது,pedar ugain
783,neunzig::NUM,தொன்னூறு,naw deg
784,neunzig::NUM,தொன்னூறு,deg a phedwar ugain
785,hundert::NUM,நூறு,cant
786,tausend::NUM,ஆயிரம்,mil
787,und::CNJ,மற்றும்,a
788,oder::CNJ,அல்லது,neu
789,stehen::V,நில்,sefyll
790,sitzen::V,உட்கார்,eistedd
791,liegen::V,படு,gorwedd
792,hängen::V,தொங்கச் செய்,hongian
793,werden::V,ஆகு,dod yn
794,werden::V,ஆகு,mynd yn
795,passieren::V,நிகழ்,digwydd
796,beginnen::V,ஆரம்பி,cychwyn
797,enden::V,முடி,gorffen
798,wechseln::V,மாற்று,newid
799,aufgehen[Sonne]::V,உயர எழு,codi
800,untergehen[Sonne]::V,பொறுத்து,machlud
801,scheinen[Sonne]::V,பிரகாசி,tywynnu
802,donnern::V,இடி,taranu
803,wehen::V,வீசு,chwythu
804,strömen::V,பாயதல்,ffrydio
805,fließen::V,நீரோட்டம் போக்கில் போ,llifo
806,sich drehen::V,சுழல்,troi
807,sich drehen::V,சுழல்,cylchdroi
808,schwanken::V,தள்ளாடு,siglo
809,schwingen::V,ஆடு,siglo
810,fallen::V,விழு,cwympo
811,brennen::V,எரி,llosgi
812,rauchen::V,பகை பிடி,mygu
813,regnen::V,மழை பெய்,glawio
814,gefrieren::V,உறைந்துவிடு,rhewi
815,tauen::V,உருகு,toddi
816,tauen::V,உருகு,meirioli
817,schmelzen::V,உருகு,toddi
818,trocknen::V,உலர்த்து,sychu
819,sieden::V,கொதிக்க வை,berwi
820,faulen::V,அழுகச் செய்,pydru
821,faulen::V,அழுகச் செய்,braenu
822,verfaulen::V,அழுகச் செய்,pydru
823,verfaulen::V,அழுகச் செய்,dadfeilio
824,reißen::V,திடீரென அறு,clecian
825,reißen::V,திடீரென அறு,torri'n glats
826,versinken::V,மூழ்கு,suddo
827,vergehen::V,கடந்துசெல்,myned heibio
828,vergehen::V,கடந்துசெல்,pasio
829,erscheinen::V,தோன்றச்,ymddangos
830,verschwinden::V,மறைந்து போ,diflannu
831,sinken::V,பதைவுறு,syrthio
832,abnehmen::V,குறை,lleihau
833,zunehmen::V,உயர்த்து,cynyddu
834,steigen::V,உயர எழு,codi
835,wachsen::V,வளர்,tyfu
836,glänzen::V,மிளிர்,disgleirio
837,funkeln::V,பிரகாசி,pefrio
838,lärmen::V,கொம்பு,cadw sŵn
839,lärmen::V,கொம்பு,gwneud twrw
840,läuten::V,மணியொலியிசை,canu
841,klingeln::V,மணி அடி,canu
842,klingeln::V,மணி அடி,seinio
843,klirren::V,கிலுங்கு,tincian
844,brausen::V,இரைதல்,rhuo
845,rauschen::V,சலசலப்பு,siffrwd
846,rauschen::V,சலசலப்பு,chwithrwd
847,klingen::V,சிலம்புதல்,seinio
848,bellen::V,குரை,cyfarth
849,heulen::V,ஊளையிடு,udo
850,heulen::V,ஊளையிடு,oernadu
851,blasen::V,ஊது,chwythu
852,pfeifen::V,சீழ்க்கை எழப்பு,chwibanu
853,schreien::V,கூச்சலிடு,gweiddi
854,schreien::V,கூச்சலிடு,bloeddio
855,stöhnen::V,வேதனை,griddfan
856,zittern::V,நடுங்கு,crynu
857,leben::V,உயிருடனிரு,byw
858,geboren werden::V,பிற,cael eich geni
859,atmen::V,சுவாசி,anadlu
860,trinken::V,குடி,yfed
861,essen::V,சாப்பிடு,bwyta
862,schlucken::V,முழுங்கு,llyncu
863,müde werden::V,கையயர்தல்,blino
864,einschlafen::V,தூங்க,mynd i gysgu
865,einschlafen::V,தூங்க,syrthio i gysgu
866,schlafen::V,தூங்கு,huno
867,schlafen::V,தூங்கு,cysgu
868,aufwachen::V,எழுப்பு,dihuno
869,aufstehen::V,எழுந்திரு,codi
870,sich erholen::V,இளைப்பாறு,ymlacio
871,sich erholen::V,இளைப்பாறு,dadflino
872,krank werden::V,விழுதல்,mynd yn sâl
873,krank werden::V,விழுதல்,mynd yn wael
874,krank sein::V,நருக்கலாயிருக்க,gwaelu
875,schmerzen::V,நோவுறு,brifo
876,husten::V,இருமு,pesychu
877,genesen::V,குணம் அடை,gwella
878,genesen::V,குணம் அடை,cael yn ôl
879,sterben::V,மரணமடை,marw
880,umkommen::V,நசி,trengi
881,sich bewegen::V,நகர்த்து,symud
882,sich rühren::V,அசை,syflyd
883,sich erheben::V,எழுந்து நில்,codi
884,sich setzen::V,உட்கார்,eistedd
885,hinfallen::V,விழு,cwympo
886,laufen::V,நட,cerdded
887,schreiten::V,கவடுவைத்தல்,camu
888,spazierengehen::V,உலவு,mynd am dro
889,eilen::V,விரைந்து,rhuthro
890,sich beeilen::V,அவசரப்படுத்து,brysio
891,sausen::V,விரைந்து செல்,rhuthro
892,rennen::V,ஓடு,rhedeg
893,springen::V,குதி,llamu
894,springen::V,குதி,neidio
895,klettern::V,ஏறு,dringo
896,schaukeln::V,தள்ளாடு,siglo
897,kriechen::V,மெதுவாக நடந்து செல்,cropian
898,schwimmen::V,நீந்து,nofio
899,tauchen::V,மூழ்கி நீச்சலடி,plymio
900,tauchen::V,மூழ்கி நீச்சலடி,ymsuddo
901,rudern::V,துடுப்புப் போடு,rhwyfo
902,fahren::V,ஓட்டு,gyrru
903,fahren::V,ஓட்டு,dreifio
904,fliegen::V,பற,hedfan
905,gehen::V,போ,mynd
906,weggehen::V,விலகிச் செல்,mynd
907,weggehen::V,விலகிச் செல்,ymadael
908,abfahren::V,புறப்பட்டுச் செல்,ymadael
909,anhalten::V,நின்றுவிடு,stopio
910,hineingehen::V,மறையச் செய்,mynd i mewn
911,eintreten::V,நுழை,mynd i
912,kommen::V,வா,dod
913,ankommen::V,வநது சேர்,cyrraedd
914,zurückkommen::V,திரும்பி வா,dychwelyd
915,bleiben::V,இரு,aros
916,bleiben::V,இரு,sefyll
917,warten::V,தாமதி,aros
918,warten::V,தாமதி,disgwyl
919,erwarten::V,எதிர்நோக்கு,disgwyl
920,suchen::V,தேடு,chwilio am
921,finden::V,கண்டுபிடி,darganfod
922,versuchen::V,முயற்சி செய்,profi
923,versuchen::V,முயற்சி செய்,ceisio
924,vorbereiten::V,ஆயத்தம் செய்,paratoi
925,lieben::V,அன்பு செலுத்து,caru
926,mögen::V,விரும்பு,hoffi
927,lachen::V,சிரி,chwerthin
928,rühren::V,இதயத்தைத் தொடு,cynhyrfu
929,weinen::V,அழு,wylo
930,weinen::V,அழு,llefain
931,schimpfen::V,சாபமிடு,grwgnach
932,sich ärgern::V,கோப்பபடு,gofidio
933,sich fürchten::V,பயப்படு,ofni
934,fürchten::V,பயப்படுத்து,arswydo
935,fliehen::V,ஓடு,ffoi
936,flüchten::V,தப்பிவிடு,dianc
937,sehen::V,பார்,gweld
938,anschauen::V,கூர்ந்து கவனி,syllu
939,anschauen::V,கூர்ந்து கவனி,edrych
940,ansehen::V,கவனி,gwylio
941,hören::V,கேள்,clywed
942,zuhören::V,சுவைத்துப் பார்,gwrando
943,probieren::V,ருசி,profi
944,riechen::V,முகர்ந்து பார்,arogli
945,fühlen::V,தொட்டுணர்,teimlo
946,fühlen::V,தொட்டுணர்,clywed
947,scheinen::V,காணப்படு,ymddangos
948,zu sehen sein::V,தோன்றுதல்,dod i'r golwg
949,vernehmen::V,கேள்,clywed sôn am
950,frieren::V,குதுகுதுகு,bod yn oer
951,tun::V,செய்,gwneud
952,können::V,இயல்வது,gallu
953,wollen::V,விரும்பு,bod mewn angen
954,anfangen::V,தொடங்கு,dechrau
955,beenden::V,முடி,darfod
956,beenden::V,முடி,gorffen
957,aufhören::V,நிறுத்து,peidio
958,gelingen::V,வெற்றி,llwyddo
959,geraten::V,ஏற்படுத்து,diweddu
960,öffnen::V,திற,agor
961,schließen::V,மூடு,cau
962,stellen::V,வை,gosod
963,setzen::V,வை,gosod
964,legen::V,பரப்பி வை,gosod
965,berühren::V,பதி,cyffwrdd
966,verbinden::V,சேர்,cysylltu
967,bedecken::V,உறைபோடு,gorchuddio
968,aufhängen::V,தொங்கவிடு,crogi
969,aufhängen::V,தொங்கவிடு,hongian
970,anzünden::V,எரியூட்டு,cynnau
971,aufheben::V,பொறுக்கி எடு,codi
972,zurücklassen::V,விட்டுச் செல்,gadael
973,verlieren::V,இழ,colli
974,fallen lassen::V,அளவில் குறைவு,gollwng
975,machen::V,தயார்செய்,gwneud
976,herstellen::V,உற்பத்தி செய்,cynhyrchu
977,bauen::V,கட்டு,adeiladu
978,reparieren::V,பழுது பார்,trwsio
979,reparieren::V,பழுது பார்,atgyweirio
980,verbessern::V,மேம்படுத்து,diwygio
981,ändern::V,மாற்றி அமை,altro
982,graben::V,குழி வெட்டு,palu
983,graben::V,குழி வெட்டு,cloddio
984,beugen::V,வனை,plygu
985,biegen::V,வனை,plygu
986,drehen::V,சுழல்,troelli
987,wenden::V,குடைகவிழு,troi
988,umdrehen::V,சுற்றும் முற்றும் பார்,troi
989,heben::V,தூக்கு,codi
990,hochheben::V,தூக்கு,dyrchafu
991,ergreifen::V,பறி,gafael
992,halten::V,பிடித்துக் கொள்,dal
993,drücken::V,அழுத்து,pwyso
994,drücken::V,அழுத்து,gwasgu
995,schieben::V,தள்ளு,gwthio
996,kratzen::V,கீறு,crafu
997,lecken::V,நக்கு,llyfu
998,beißen::V,கடி,cnoi
999,beißen::V,கடி,brathu
1000,abreißen::V,கிழி,tynnu ymaith
1001,abschneiden::V,வெட்டி எடு,torri
1002,binden::V,கட்டு,clymu
1003,stecken::V,பதிய வை,plannu
1004,brechen::V,உடை,torri
1005,klopfen::V,தட்டு,taro
1006,hauen::V,அடி,taro
1007,kleben::V,ஒட்டு,gludio
1008,reiben::V,தேய்,rhwbio
1009,streichen::V,பரவச்செய்,taenu
1010,schleifen::V,அரை,hogi
1011,schneiden::V,துண்டாக்கு,torri
1012,rütteln::V,மெல்ல தள்ளு,ysgytio
1013,schütteln::V,குலுக்கு,siglo
1014,schütteln::V,குலுக்கு,ysgwyd
1015,schwenken::V,ஊஞ்சலாடு,siglo
1016,schütten::V,ஊற்று,tywallt
1017,füllen::V,நிரப்பு,llenwi
1018,einwickeln::V,சுற்று,lapio
1019,tragen::V,எடுத்துச் செல்,cludo
1020,schleppen::V,இழுத்துச் செல்,llusgo
1021,ziehen::V,இழு,tynnu
1022,aufbewahren::V,வைத்துக் கொள்,cadw
1023,werfen::V,வீசி எறி,taflu
1024,fangen::V,பிடி,dal
1025,packen::V,பிடித்துக்கொள்,cipio
1026,packen::V,பிடித்துக்கொள்,crafangu
1027,verstecken::V,மறை,celu
1028,verstecken::V,மறை,cuddio
1029,teilen::V,பாகங்களாகப் பிரி,rhannu
1030,schicken::V,அனுப்பு,anfon
1031,bringen::V,கொண்டு வா,dod â
1032,hinzufügen::V,சேர்,chwanegu
1033,bekommen::V,பெறு,cael
1034,erhalten::V,பெறு,derbyn
1035,nehmen::V,எடு,cymryd
1036,wählen::V,தேர்ந்தெடு,dewis
1037,auswählen::V,தேர்ல்தெடு,dethol
1038,bewahren::V,கெடாது பேணு,cadw
1039,behindern::V,தடங்கல் செய்,atal
1040,behindern::V,தடங்கல் செய்,rhwystro
1041,verderben::V,நாசமாக்கு,difetha
1042,beschädigen::V,சேதப்படுத்து,niweidio
1043,zerbrechen::V,உடை,torri
1044,zerreißen::V,கிழி,rhwygo
1045,zerstören::V,அழி,dinistrio
1046,verbrennen::V,எரியூட்டு,llosgi
1047,geben::V,கொடு,rhoi
1048,reichen::V,வழங்கு,estyn
1049,schenken::V,மொயத்தல்,rhoddi
1050,versprechen::V,உறுதியளி,addo
1051,wünschen::V,ஆசைப்படு,dymuno
1052,loben::V,புகழ்ச்சி கூறு,canmol
1053,küssen::V,முத்தமிடு,cusanu
1054,wiegen::V,ஆட்டுத்தல்,siglo
1055,zudecken::V,உறைபோடு,gorchuddio
1056,wecken::V,எழுப்பு,deffro
1057,zeigen::V,காட்டு,dangos
1058,führen::V,வழிகாட்டி,arwain
1059,lehren::V,சொல்லிக் கொடு,dysgu
1060,unterrichten::V,அறிவுரை கூறு,hyfforddi
1061,aufziehen::V,வளர்,dod i fyny
1062,leiten::V,அழைத்துச் செல்,arwain
1063,antreiben::V,தூண்டு,annog
1064,lassen::V,விடு,gadael
1065,einladen::V,அழை,gwahodd
1066,vereinigen::V,ஒன்றாகச் சேர்,uno
1067,vereinigen::V,ஒன்றாகச் சேர்,cyfuno
1068,besuchen::V,வருகை புரி,ymweld â
1069,treffen::V,சந்தி,cwrdd
1070,treffen::V,சந்தி,cyfarfod
1071,sich versammeln::V,தொகுப்பு,casglu
1072,sich versammeln::V,தொகுப்பு,cynnull
1073,spielen::V,விளையாடு,chwarae
1074,singen::V,பாடு,canu
1075,tanzen::V,நடனமாடு,dawnsio
1076,sich trennen::V,தனிப்படடுத்து,ymwahanu
1077,verlassen::V,கைவிடு,gadael
1078,retten::V,காப்பாற்று,achub
1079,bewachen::V,காவல் செய்,gwarchod
1080,schützen::V,பாதுகாப்பு செய்,noddi
1081,verteidigen::V,எதிர்த்து நில்,amddiffyn
1082,sich schlagen::V,பூசலிடு,ffraeo
1083,sich schlagen::V,பூசலிடு,terfysgu
1084,schießen::V,சுட்டுக் கொல்,saethu
1085,siegen::V,வெற்றி பெறு,ennill
1086,ärgern::V,எரிச்சலூட்டு,cythruddo
1087,schlagen::V,அடி,curo
1088,treten::V,உதை,cicio
1089,stechen::V,கொட்டு,pigo
1090,stoßen::V,நெருக்கு,gwthio
1091,stehlen::V,திருடு,dwyn
1092,stehlen::V,திருடு,lladrata
1093,stören::V,தொல்லைகொடு,aflonyddu
1094,belästigen::V,தொல்லை கொடு,trafferthu
1095,verbergen::V,மறை,cuddio
1096,täuschen::V,ஏமாற்று,twyllo
1097,betrügen::V,ஏமாற்று,hocedu
1098,töten::V,கொல்,lladd
1099,wohnen::V,தங்கியிரு,byw
1100,arbeiten::V,வேலை செய்,gweithio
1101,sammeln::V,ஒன்றுசேர்,casglu
1102,pflücken::V,கொய்து எடு,casglu
1103,jagen::V,வேட்டையாடு,hela
1104,fischen::V,மீன் பிடி,pysgota
1105,fassen::V,பிடி,dal
1106,hüten::V,காவல் செய்,bugeilio
1107,treiben::V,ஓட்டு,gyrru
1108,anbinden::V,கட்டு,clymu
1109,füttern::V,உணவளி,porthi
1110,melken::V,பால் கற,godro
1111,hacken::V,வெட்டி எடு,torri
1112,gießen::V,நீர்ப் பாய்ச்சு,dyfrhau
1113,reifen::V,பழு,aeddfedu
1114,zubereiten::V,சமையல் செய்,coginio
1115,kochen::V,வேகவை,berwi
1116,backen::V,வெப்பத்தில் வாட்டு,pobi
1117,backen::V,வெப்பத்தில் வாட்டு,crasu
1118,braten::V,பொரியச் செய்,ffrio
1119,umrühren::V,கலக்கு,cyffroi
1120,stricken::V,பின்னியிழை,gwau
1121,nähen::V,தையல் வேலை செய்,gwnïo
1122,färben::V,வண்ணம் பெறச் செய்,lliwio
1123,reinigen::V,சுத்தம் செய்,glanhau
1124,waschen::V,கழுவு,golchi
1125,abwischen::V,துடை,sychu
1126,spülen::V,அலசு,streulio
1127,fegen::V,பெறுக்கு,ysgubo
1128,kehren::V,பெறுக்கு,ysgubo
1129,baden::V,குளி,cael bath
1130,sich waschen::V,கழுவு,ymolchi
1131,ausziehen::V,கழற்று,tynnu
1132,anziehen::V,புனைதல்,gwisgo
1133,sich anziehen::V,உடுத்துதல்,ymwisgo
1134,kämmen::V,தலை வாரிக் கொள்,cribo
1135,schmücken::V,அழகுபடுத்து,harddu
1136,schmücken::V,அழகுபடுத்து,addurno
1137,sagen::V,சொல்,dweud
1138,sprechen::V,பேசு,llefaru
1139,reden::V,பெசு,siarad
1140,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,sgwrsio
1141,fragen::V,கேள்,gofyn
1142,bitten::V,வேண்டு,gofyn am
1143,erzählen::V,சொல்,dweud
1144,mitteilen::V,சொல்,cyfleu
1145,nennen::V,பெயரிடுதல்,enwi
1146,rufen::V,கூச்சலிடு,galw
1147,prahlen::V,தற்பெருமை பேசு,brolio
1148,prahlen::V,தற்பெருமை பேசு,ymffrostio
1149,übersetzen::V,மொழிபெயர்ப்பு செய்,cyfieithu
1150,denken::V,யோசி,meddwl
1151,glauben::V,நம்பு,credu
1152,glauben::V,நம்பு,coelio
1153,bemerken::V,கவனி,sylwi
1154,erkennen::V,அடையாளம் கண்டுகொள்,adnabod
1155,begreifen::V,பற்றிக்கொள்,amgyffred
1156,verstehen::V,புரிந்து கொள்,deall
1157,lernen::V,கற்றுக்கொள்,dysgu
1158,wissen::V,தெரிந்திரு,gwybod
1159,sich erinnern an::V,நினைவு கூர்,cofio
1160,vergessen::V,மற,anghofio
1161,messen::V,அளவிடு,mesur
1162,zählen::V,எண்ணு,cyfrif
1163,rechnen::V,கணக்கிடு,cyfrifo
1164,lesen::V,படி,darllen
1165,malen::V,வண்ணச்சித்திரம்,peintio
1166,zeichnen::V,வரை,tynnu
1167,schreiben::V,எழுது,ysgrifennu
1168,besitzen::V,உடைமையாகக் கொண்டிரு,meddu
1169,kaufen::V,வாங்கு,prynu
1170,verkaufen::V,விற்பனை செய்,gwerthu
1171,bezahlen::V,இறுத்தல்,talu am
1172,zahlen::V,பணம் செலுத்து,talu
1173,beherrschen::V,ஆட்சிசெய்,rheoli
1174,beherrschen::V,ஆட்சிசெய்,llywodraethu
1175,ertragen::V,தாங்கு,dioddef
