,Concept_ID,bn,nl
66,Welle::N,ঢেউ,golf
67,Welle::N,তরঙ্গ,golf
68,Wasser::N,জল,water
69,Stein::N,ঢিল,steen
70,Stein::N,প্রস্তর,steen
71,Boden::N,ভূতল,grond
72,Erde::N,ভূমি,aarde
73,Staub::N,ধুলা,stof
74,Rauch::N,ধোঁয়া,rook
75,Funke::N,স্ফুলিঙ্গ,vonk
76,Feuer::N,অগ্নি,vuur
77,Licht::N,আলো,licht
78,Schatten::N,ছায়া,schaduw
79,Wetter::N,আবহাওয়া,weer
80,Nebel::N,কুহেলিকা,mist
81,Nebel::N,কুহেলিকা,nevel
82,Wolke::N,মেঘ,wolk
83,Regen::N,বৃষ্টি,regen
84,Schnee::N,তুষার,sneeuw
85,Eis::N,বরফ,ijs
86,Frost::N,তুষার,vorst
87,Kälte::N,শৈত্য,kou
88,Kälte::N,শৈত্য,koude
89,Hitze::N,তাপ,hitte
90,Raureif::N,তুহিন,rijp
91,Regenbogen::N,রামধনু,regenboog
92,Donner::N,বজ্রধ্বনি,donder
93,Strömung::N,স্রোত,stroming
94,Tropfen::N,ফোঁটা,druppel
95,Schaum::N,ফেনা,schuim
96,Schmutz::N,ধুলা,vuil
97,See::N,হ্রদ,meer
98,Sumpf::N,জলা,moeras
99,Moor::N,মাঠ,veen
100,Wiese::N,তৃণভূমি,wei
101,Wiese::N,তৃণভূমি,weide
102,Wald::N,বন,bos
103,Hügel::N,পাহাড়,heuvel
104,Anhöhe::N,টিলা,hoogte
105,Berg::N,পর্বত,berg
106,Gipfel::N,শীর্ষ,top
107,Höhle::N,গুহা,hol
108,Abhang::N,ঢাল,helling
109,Quelle::N,উৎস,bron
110,Bach::N,ক্ষুদ্র নদী,beek
111,Fluss::N,নদী,stroom
112,Ufer::N,উপকূল,wal
113,Ufer::N,উপকূল,oever
114,Küste::N,তীর,kust
115,Festland::N,ভূমি,vasteland
116,Meer::N,সমুদ্র,zee
117,Bucht::N,উপসাগর,baai
118,Bucht::N,উপসাগর,inham
119,Insel::N,দ্বীপ,eiland
120,Blume::N,ফুল,bloem
121,Gras::N,ঘাস,gras
122,Wurzel::N,শিকড়,wortel
123,Baum::N,গাছ,boom
124,Stamm::N,স্কন্ধ,stam
125,Rinde::N,বল্কল,schors
126,Ast::N,শাখা,tak
127,Zweig::N,ডাল,twijg
128,Blatt::N,পর্ণ,blad
129,Birke::N,ভুর্জ,berk
130,Kiefer[Baum]::N,পাইন গাছ,den
131,Weide[Baum]::N,উইলো,wilg
132,Tanne::N,দেবদারূ গাছ,spar
133,Horn::N,শিং,hoorn
134,Feder::N,পালক,veer
135,Feder::N,পালক,pluim
136,Fell::N,রোম,vel
137,Flügel::N,ডানা,vleugel
138,Klaue::N,নখর,klauw
139,Kralle::N,নখর,klauw
140,Schwanz::N,লেজ,staart
141,Ei::N,ডিম,ei
142,Nest::N,কুলায়,nest
143,Bau::N,ডেরা,hol
144,Tier::N,জন্তু,dier
145,Herde::N,ঝাঁক,kudde
146,Kuh::N,গোরু,koe
147,Bulle::N,বৃষ,stier
148,Pferd::N,ঘোড়া,paard
149,Schaf::N,ভেড়া,schaap
150,Schwein::N,শূকর,varken
151,Hund::N,কুকুর,hond
152,Katze::N,বেড়াল,kat
153,Bär::N,ভল্লুক,beer
154,Eichhörnchen::N,কাঠবিড়াল,eekhoorntje
155,Elch::N,হরিণবিশেষ,eland
156,Fuchs::N,পাঁতিশিয়াল,vos
157,Hase::N,শশক,haas
158,Maus::N,নেংটি ইঁদুর,muis
159,Wolf::N,নেকড়ে,wolf
160,Vogel::N,পক্ষী,vogel
161,Schwarm::N,ঝাঁক,zwerm
162,Huhn::N,মোরগ,kip
163,Huhn::N,মোরগ,hoen
164,Hahn::N,কুক্কুট,haan
165,Gans::N,হংসী,gans
166,Adler::N,ইগল,arend
167,Ente::N,হংসী,eend
168,Eule::N,পেচক,uil
169,Kranich::N,সারস,kraanvogel
170,Krähe::N,কাক,kraai
171,Kuckuck::N,কোকিল,koekoek
172,Schwan::N,মরাল,zwaan
173,Fisch::N,মাছ,vis
174,Barsch::N,মৎন্যবিশেষ,baars
175,Hecht::N,বানমাছ,snoek
176,Schlange[Tier]::N,সর্প,slang
177,Wurm::N,কীট,worm
178,Spinne::N,মাকড়সা,spin
179,Ameise::N,পিপীলিকা,mier
180,Laus::N,উকুন,luis
181,Mücke::N,মশা,mug
182,Fliege::N,মাছি,vlieg
183,Schmetterling::N,প্রজাপতি,vlinder
184,Beere::N,বেরি,bes
185,Apfel::N,আপেল,appel
186,Pilz::N,ছত্রক,paddestoel
187,Zwiebel::N,পিয়াজ,ui
188,Saat::N,বীজ,zaad
189,Korn::N,শস্য,graan
190,Korn::N,শস্য,korrel
191,Heu::N,খড়,hooi
192,Schale::N,খোসা,schil
193,Grube::N,গর্ত,kuil
194,Falle::N,ফাঁদ,val
195,Schlinge::N,পাশ,strop
196,Spur::N,চিহ্ন,spoor
197,Asche::N,ভস্ম,as
198,Dreck::N,ময়লা,drek
199,Eisen::N,লোহা,ijzer
200,Gold::N,স্বর্ণ,goud
201,Silber::N,রৌপ্য,zilver
202,Kohle::N,অঙ্গার,kool
203,Glas::N,কাচ,glas
204,Lehm::N,মৃত্তিকা,klei
205,Sand::N,বালি,zand
206,Mensch::N,নর,mens
207,Mensch::N,মানুষ,mens
208,Mann::N,মানুষ,man
209,Frau::N,নারী,vrouw
210,Kind::N,বাচ্চা,kind
211,Junge::N,ছেলে,jongen
212,Mädchen::N,মেয়ে,meisje
213,Familie::N,পরিবার,gezin
214,Familie::N,পরিবার,familie
215,Großvater::N,মাতামহ,grootvader
216,Großmutter::N,মাতামহী,grootmoeder
217,Eltern::N,মাতাপিতা,ouders
218,Vater::N,পিতা,vader
219,Mutter::N,মাতা,moeder
220,Sohn::N,ছেলে,zoon
221,Tochter::N,মেয়ে,dochter
222,Bruder::N,দাদা,broer
223,Bruder::N,দাদা,broeder
224,Schwester::N,বোন,zus
225,Schwester::N,বোন,zuster
226,Schwester::N,দিদি,zus
227,Schwester::N,দিদি,zuster
228,Onkel::N,মামা,oom
229,Tante::N,মাসী,tante
230,Ehemann::N,স্বামী,echtgenoot
231,Ehefrau::N,পত্নী,echtgenote
232,Freude::N,উল্লাস,vreugde
233,Gelächter::N,হাসি,gelach
234,Glück::N,সুখ,geluk
235,Kummer::N,দুঃখ,verdriet
236,Wunsch::N,আকাঙ্ক্ষা,wens
237,Wunsch::N,আকাঙ্ক্ষা,verlangen
238,Lust::N,বাসনা,zin
239,Lust::N,বাসনা,lust
240,Geist::N,আত্না,geest
241,Gedanke::N,চিন্তা,gedachte
242,Gedächtnis::N,স্মরণশক্তি,geheugen
243,Verstand::N,মন,verstand
244,Sinn::N,পদার্থ,betekenis
245,Grund::N,কারণ,reden
246,Wahrheit::N,সত্য,waarheid
247,Gespräch::N,কথাবার্তা,gesprek
248,Märchen::N,রূপকথা,sprookje
249,Erzählung::N,গল্প,verhaal
250,Nachricht::N,তথ্য,tijding
251,Neuigkeit::N,খবরাখবর,nieuws
252,Neuigkeit::N,খবরাখবর,nieuwtje
253,Name::N,নাম,naam
254,Rätsel::N,ধাঁধা,raadsel
255,Rede::N,বক্তৃতা,rede
256,Sprache::N,ভাষা,taal
257,Stimme::N,স্বর,stem
258,Wort::N,শব্দ,woord
259,Zeichen::N,প্রতীক,teken
260,Ruf::N,ডাক,roep
261,Lärm::N,হৈচৈ,lawaai
262,Laut::N,ধ্বনি,klank
263,Laut::N,ধ্বনি,geluid
264,Ton::N,স্বর,toon
265,Ton::N,স্বর,klank
266,Lied::N,গান,lied
267,Ruhe::N,শান্তি,rust
268,Ruhe::N,শান্তি,stilte
269,Leute::N,প্রজাপুঞ্জ,lui
270,Leute::N,প্রজাপুঞ্জ,mensen
271,Volk::N,জাতি,volk
272,Arbeit::N,চাকরি,werk
273,Arbeit::N,চাকরি,arbeid
274,Gast::N,অতিথি,gast
275,Geschenk::N,উপহার,cadeau
276,Geschenk::N,উপহার,geschenk
277,Spiel::N,খেলা,spel
278,Gesellschaft::N,সঙ্গিগণ,gezelschap
279,Hilfe::N,সাহায্য,hulp
280,Freund::N,বন্ধু,vriend
281,Kamerad::N,সঙ্গী,maat
282,Kamerad::N,সঙ্গী,metgezel
283,Angelegenheit::N,বিষয়,zaak
284,Angelegenheit::N,বিষয়,aangelegenheid
285,Anzahl::N,পরিমাণ,tal
286,Anzahl::N,পরিমাণ,aantal
287,Art::N,রকম,slag
288,Art::N,রকম,soort
289,Stück::N,টুকরো,stuk
290,Teil::N,অংশ,deel
291,Hälfte::N,অর্ধেক,helft
292,Kreis::N,বৃত্ত,kring
293,Kreis::N,বৃত্ত,cirkel
294,Kreuz::N,ক্রুশ,kruis
295,Linie::N,রেখা,lijn
296,Strich::N,কষি,haal
297,Strich::N,কষি,streep
298,Abstand::N,ফাঁক,afstand
299,Entfernung::N,ব্যবধান,afstand
300,Gegend::N,ক্ষেত্র,streek
301,Platz::N,জায়গা,ruimte
302,Ort::N,স্থান,oord
303,Ort::N,স্থান,plaats
304,Seite::N,পার্শ্ব,zij
305,Seite::N,পার্শ্ব,kant
306,Seite::N,পার্শ্ব,zijde
307,Mitte::N,মধ্য,midden
308,Gegenstand::N,জিনিস,voorwerp
309,Sache::N,বস্তু,zaak
310,Rand::N,কানা,rand
311,Rand::N,কানা,boord
312,Kante::N,ধার,kant
313,Ecke::N,কোণ,hoek
314,Spitze::N,ডগা,punt
315,Spitze::N,ডগা,spits
316,Ende::N,প্রান্ত,einde
317,Ende::N,প্রান্ত,uiteinde
318,Loch::N,গর্ত,gat
319,Winkel::N,কোণ,hoek
320,Muster::N,নমুন্,dessin
321,Muster::N,নমুন্,patroon
322,Größe::N,আয়তন,grootte
323,Länge::N,দৈর্ঘ্য,lengte
324,Höhe::N,উচ্চতা,hoogte
325,Gewicht::N,ওজন,gewicht
326,Menge::N,পরিমাণ,hoeveelheid
327,Haufen::N,পুঞ্জ,hoop
328,Reihe::N,শ্রেণী,rij
329,Reihe::N,শ্রেণী,reeks
330,Boot::N,নৌকা,boot
331,Ruder::N,দাঁড়,roeiriem
332,Schlitten::N,স্নেজ্-গাড়ি,slee
333,Schlitten::N,স্নেজ্-গাড়ি,slede
334,Ski::N,শী,ski
335,Lagerfeuer::N,অগ্নি,kampvuur
336,Last::N,বোঝা,last
337,Last::N,বোঝা,vracht
338,Gang::N,হণ্টন,wandeling
339,Schritt::N,পদ,stap
340,Schritt::N,পদ,schrede
341,Norden::N,উত্তরদিক্,noorden
342,Süden::N,দক্ষিণদিক,zuiden
343,Westen::N,পশ্চিমদিক্,westen
344,Osten::N,পূর্বদিক,oosten
345,Holz::N,কাঠ,hout
346,Brett::N,তক্তা,plank
347,Platte::N,ফলক,plaat
348,Stütze::N,নাগদণ্ড,stut
349,Stütze::N,নাগদণ্ড,steun
350,Stange::N,দণ্ড,stang
351,Stock::N,ছড়ি,stok
352,Stab::N,যষ্টি,staf
353,Rohr::N,নল,pijp
354,Haus::N,ঘর,huis
355,Heim::N,বাসা,tehuis
356,Ofen::N,স্টোভ্,kachel
357,Fußboden::N,গহতল,vloer
358,Tisch::N,মেজ,tafel
359,Tisch::N,টেবিল,tafel
360,Stuhl::N,চেয়ার,stoel
361,Stuhl::N,কেদারা,stoel
362,Wiege::N,দোলনা,wieg
363,Bett::N,শয্যা,bed
364,Regal::N,তাক,rek
365,Kiste::N,বাক্স,kist
366,Fenster::N,জানালা,raam
367,Fenster::N,জানালা,venster
368,Tür::N,দ্বার,deur
369,Tor::N,দ্বার,poort
370,Zaun::N,বেড়া,omheining
371,Dach::N,ছাদ,dak
372,Leiter::N,মই,ladder
373,Besen::N,গুল্মবিশেষ,bezem
374,Spaten::N,কোদাল,schop
375,Schaufel::N,বেলচা,schep
376,Gabel::N,কাঁটা,vork
377,Löffel::N,চামচ,lepel
378,Messer::N,ছুরি,mes
379,Nagel::N,পেরেক,spijker
380,Netz::N,জাল,net
381,Haken::N,কাচি,haak
382,Griff::N,হাতল,handvat
383,Schloss::N,তালা,slot
384,Bild::N,ছবি,beeld
385,Bild::N,চিত্র,beeld
386,Figur::N,আকার,figuur
387,Puppe::N,পুতুল,pop
388,Beutel::N,বটুয়া,zak
389,Beutel::N,বটুয়া,buidel
390,Bündel::N,আঁটি,pak
391,Bündel::N,আঁটি,bundel
392,Tasche::N,থলি,tas
393,Eimer::N,বাল্তি,emmer
394,Deckel::N,আবরণ,deksel
395,Geschirr::N,থালা-বাসন,vaatwerk
396,Sack::N,বস্তা,zak
397,Tasse::N,কাপ,kop
398,Topf::N,পাত্র,pan
399,Kessel::N,কেটলি,ketel
400,Essen::N,আহার,eten
401,Nahrung::N,খাদ্য,voedsel
402,Speise::N,খাদ্য,spijs
403,Fleisch::N,মাংস,vlees
404,Getreide::N,শস্য,graan
405,Brei::N,মণ্ড,pap
406,Brei::N,মণ্ড,brij
407,Brot::N,রুটি,brood
408,Scheibe::N,ফালি,plak
409,Scheibe::N,ফালি,snede
410,Fett::N,মেদ,vet
411,Butter::N,মাখন,boter
412,Öl::N,তৈল,olie
413,Salz::N,নুন,zout
414,Suppe::N,শুরুয়া,soep
415,Honig::N,মধু,honing
416,Milch::N,দুধ,melk
417,Tee::N,চা,thee
418,Leder::N,পাকা চামড়া,leer
419,Leder::N,পাকা চামড়া,leder
420,Wolle::N,পশম,wol
421,Stoff::N,বস্ত্র,stof
422,Nadel::N,সুচ,naald
423,Faden::N,সূত্র,draad
424,Knopf::N,বোতাম,knoop
425,Knoten::N,গিঁট,knoop
426,Farbe::N,রং,verf
427,Kleidung::N,কাপড়,kledij
428,Kleidung::N,কাপড়,kleding
429,Hemd::N,শার্ট,hemd
430,Kragen::N,গলবন্ধ,kraag
431,Ärmel::N,আস্তিন্,mouw
432,Hose::N,ট্রাউজার,broek
433,Hose::N,ট্রাউজার,pantalon
434,Gürtel::N,কটিবন্ধ,riem
435,Gürtel::N,কটিবন্ধ,gordel
436,Mütze::N,টুপি,muts
437,Schuh::N,জুতো,schoen
438,Stiefel::N,বুট,laars
439,Ring::N,আংটি,ring
440,Band::N,ফিতা,lint
441,Kamm::N,চিরুনি,kam
442,Spiegel::N,আয়না,spiegel
443,Riemen::N,চাবুক,riem
444,Schnur::N,দড়ি,koord
445,Leine::N,শিকল,lijn
446,Decke::N,কম্বল,deken
447,Kissen::N,উপাধান,kussen
448,Tuch::N,বস্ত্র,doek
449,Handtuch::N,তোয়ালে,handdoek
450,Kraft::N,জোর,kracht
451,Stärke::N,শক্তি,sterkte
452,Gesundheit::N,স্বাস্থ্য,gezondheid
453,Krankheit::N,অসুখ,ziekte
454,Krankheit::N,ব্যামো,ziekte
455,Schmerz::N,যন্ত্রণা,pijn
456,Wunde::N,ক্ষত,wond
457,Fieber::N,জ্বর,koorts
458,Arznei::N,ঔষধ,medicament
459,Arznei::N,ঔষধ,geneesmiddel
460,Brücke::N,সেতু,brug
461,Brunnen::N,কূপ,put
462,Brunnen::N,কূপ,bron
463,Weide::N,পশুচারণভূমি,wei
464,Weide::N,পশুচারণভূমি,weide
465,Pfad::N,পথ,pad
466,Weg::N,পথ,weg
467,Straße::N,রাস্তা,baan
468,Straße::N,রাস্তা,straat
469,Dorf::N,গ্রাম,dorp
470,Stadt::N,শহর,stad
471,Brief::N,চিঠি,brief
472,Buch::N,বই,boek
473,Buchstabe::N,অক্ষর,letter
474,Zeitung::N,সংবাদপত্র,krant
475,Zeitung::N,সংবাদপত্র,dagblad
476,Leben::N,জীবন,leven
477,Tod::N,মৃত্যু,dood
478,Grab::N,কবর,graf
479,Kirche::N,গির্জা,kerk
480,Sünde::N,পাপ,zonde
481,Gott::N,দেবতা,god
482,Arbeiter::N,শ্রমিক,arbeider
483,Chef::N,নেতা,chef
484,Meister::N,ব্যক্তি,meester
485,Arzt::N,চিকিৎসক,arts
486,Arzt::N,চিকিৎসক,dokter
487,Lehrer::N,অধ্যাপক,leraar
488,Lehrer::N,অধ্যাপক,onderwijzer
489,Geld::N,মুদ্রা,geld
490,Geld::N,টাকাপয়সা,geld
491,Geschäft::N,ব্যস্ততা,zaak
492,Laden::N,দোকান,winkel
493,Preis::N,মূল্য,prijs
494,Ware::N,পণ্যদ্রব্য,waar
495,Nutzen::N,সুবিধা,nut
496,Nutzen::N,সুবিধা,voordeel
497,Reichtum::N,ধনদৌলত,rijkdom
498,Welt::N,জগৎ,wereld
499,Land::N,খেত,land
500,Staat::N,রাষ্ট্র,staat
501,König::N,রাজা,koning
502,Macht::N,প্রভাব,macht
503,Grenze::N,সীমা,grens
504,Krieg::N,যুদ্ধ,oorlog
505,Feind::N,শত্রু,vijand
506,Gewalt::N,জোর,geweld
507,Kampf::N,লড়াই,strijd
508,Kampf::N,লড়াই,gevecht
509,Bogen[Waffe]::N,ধনুক,boog
510,Pfeil::N,বাণ,pijl
511,Gewehr::N,বন্দুক,geweer
512,Fehler::N,ভুল,fout
513,Lüge::N,মিথ্যা,leugen
514,Schaden::N,ক্ষতি,schade
515,Unglück::N,দুর্ভাগ্য,tegenspoed
516,Schuld::N,অপরাধ,schuld
517,Alter::N,আয়ু,leeftijd
518,Schluss::N,শেষ,slot
519,Zeit::N,সময়,tijd
520,Tag::N,দিন,dag
521,Morgen::N,সকাল,morgen
522,Morgen::N,সকাল,ochtend
523,Mittag::N,মধ্যাহু,middag
524,Abend::N,সন্ধ্যা,avond
525,Nacht::N,রাত্রি,nacht
526,Woche::N,সপ্তাহ,week
527,Monat::N,মাস,maand
528,Jahr::N,সৌরবর্ষ,jaar
529,Frühling::N,বসন্তকাল,lente
530,Frühling::N,বসন্তকাল,voorjaar
531,Sommer::N,গ্রীষ্মকাল,zomer
532,Herbst::N,শরংঋতু,herfst
533,Winter::N,শীতকাল,winter
534,Januar::N,জানুয়ারী,januari
535,Februar::N,ফেব্রুয়ারী,februari
536,März::N,মার্চ,maart
537,April::N,এপ্রিল,april
538,Mai::N,মে,mei
539,Juni::N,জুন,juni
540,Juli::N,জুলাই,juli
541,August::N,অগাস্ট,augustus
542,September::N,সেপ্টেম্বর,september
543,Oktober::N,অক্টোবর,oktober
544,November::N,নভেম্বর,november
545,Dezember::N,ডিসেম্বর,december
546,Montag::N,সোমবার,maandag
547,Dienstag::N,মঙ্গলবার,dinsdag
548,Mittwoch::N,বুধবার,woensdag
549,Donnerstag::N,বৃহম্পতিবার,donderdag
550,Freitag::N,শুক্রবার,vrijdag
551,Samstag::N,শনিবার,zaterdag
552,Sonntag::N,রবিবার,zondag
553,groß::A,বৃহৎ,groot
554,klein::A,ছোট,klein
555,lang::A,দীর্ঘ,lang
556,kurz::A,খর্ব,kort
557,kurz::A,হ্রস্ব,kort
558,breit::A,চওড়া,breed
559,schmal::A,সরু,smal
560,dicht::A,ঘন,dicht
561,dick[Gegenstand]::A,পুরু,dik
562,dünn::A,কৃশ,dun
563,fein::A,সূক্ষ্ম,fijn
564,fest::A,দৃঢ়,vast
565,flach::A,সমতল,plat
566,glatt::A,মসৃণ,glad
567,hart::A,শক্ত,hard
568,weich::A,নরম,week
569,rund::A,গোলাকার,rond
570,spitz::A,তীক্ষ্ন,spits
571,spitz::A,তীক্ষ্ন,puntig
572,scharf::A,শাণিত,scherp
573,stumpf::A,ভোঁতা,stomp
574,schwer::A,ভারী,zwaar
575,schön::A,সুন্দর,mooi
576,schön::A,সুন্দর,fraai
577,heiß::A,গরম,heet
578,warm::A,ঈষদুষ্ণ,warm
579,kalt::A,ঠাণ্ডা,koud
580,kühl::A,শীতল,koel
581,frisch::A,তাজা,fris
582,feucht::A,ভিজা,vochtig
583,nass::A,ভিজা,nat
584,trocken::A,শুষ্ক,droog
585,voll::A,পূর্ণ,vol
586,leer::A,খালি,leeg
587,offen::A,খোলা,open
588,geschlossen::A,বন্ধ,gesloten
589,sauber::A,নির্মল,net
590,sauber::A,নির্মল,schoon
591,schmutzig::A,নোংরা,vuil
592,roh::A,কাঁচা,rauw
593,reif::A,পাকা,rijp
594,lecker::A,সুস্বাদ,lekker
595,süß::A,মিষ্ট,zoet
596,bitter::A,তিক্ত,bitter
597,sauer::A,টক,zuur
598,hell::A,উজ্জ্বল,licht
599,hell::A,উজ্জ্বল,helder
600,dunkel::A,অন্ধকারময়,donker
601,schwarz::A,কালো,zwart
602,weiß::A,সাদা,wit
603,rot::A,লাল,rood
604,gelb::A,হলদে,geel
605,blau::A,নীল,blauw
606,grün::A,সবুজ,groen
607,grau::A,ছাই-রঙা,grijs
608,bunt::A,রঙিন,bont
609,billig::A,সস্তা,goedkoop
610,teuer::A,আক্রা,duur
611,wertvoll::A,মহার্ঘ,kostbaar
612,wertvoll::A,মহার্ঘ,waardevol
613,blind::A,কানা,blind
614,taub::A,বধির,doof
615,kräftig::A,বিশাল,krachtig
616,stark::A,শক্তিশালী,sterk
617,schwach::A,দুর্বল,zwak
618,fett::A,মোটা,vet
619,schlank::A,কৃশ,slank
620,hübsch::A,সুন্দর,leuk
621,böse::A,খারাপ,kwaad
622,dumm::A,মূর্খ,dom
623,faul::A,শ্রমবিমুখ,lui
624,fleißig::A,পরিশ্রমী,vlijtig
625,geizig::A,ব্যয়কুণ্ঠ,gierig
626,klug::A,দক্ষ,slim
627,klug::A,দক্ষ,schrander
628,klug::A,দক্ষ,verstandig
629,geschickt::A,পটু,handig
630,geschickt::A,পটু,vaardig
631,lieb::A,প্রেয়,lief
632,lustig::A,প্রফুল্ল,vrolijk
633,sanft::A,নম্র,zacht
634,hungrig::A,ক্ষুধার্ত,hongerig
635,krank::A,অসুস্থ,ziek
636,nackt::A,উলঙ্গ,naakt
637,traurig::A,দুঃখিত,treurig
638,traurig::A,দুঃখিত,bedroefd
639,lebendig::A,জীবিত,levend
640,gut::A,ভালো,goed
641,schlecht::A,মন্দ,slecht
642,richtig::A,ঠিক,juist
643,schlimm::A,কদর্য,erg
644,schlimm::A,কদর্য,kwaad
645,wahr::A,বাস্তব,waar
646,alt::A,পুরাতন,oud
647,neu::A,নব,nieuw
648,neu::A,নূতন,nieuw
649,ehemalig::A,পূর্বকালীন,voormalig
650,alt[Lebewesen]::A,বৃদ্ধ,oud
651,jung::A,তরুণ,jong
652,arm::A,ক্ষুদ্র,arm
653,reich::A,ধনবান্,rijk
654,bekannt::A,সুপরিচিত,bekend
655,berühmt::A,বিখ্যাত,beroemd
656,fremd::A,বিদেশি,vreemd
657,verschieden::A,বিসদৃশ,verscheiden
658,verschieden::A,বিসদৃশ,verschillend
659,nah::A,নিকটবতী,nabij
660,nah::A,নিকটবতী,nabijgelegen
661,fern::A,দুরবতী,ver
662,linker::A,বাম,linker
663,rechter::A,ডান,rechter
664,rechter::A,ডাইন,rechter
665,anderer::A,অন্যতর,andere
666,erster::A,প্রথম,eerste
667,zweiter::A,দ্বিতীয়,tweede
668,dritter::A,তৃতীয়,derde
669,letzter::A,সর্বশেষ,laatste
670,allein::ADV,একক,alleen
671,auf einmal::ADV,জলদি,ineens
672,auf einmal::ADV,জলদি,tegelijk
673,zusammen::ADV,একসঙ্গে,samen
674,zusammen::ADV,একসঙ্গে,bijeen
675,lange::ADV,লম্বা,lang
676,plötzlich::ADV,হঠাৎ,eensklaps
677,plötzlich::ADV,হঠাৎ,plotsklaps
678,sofort::ADV,মুহ্ণর্তমধ্যে,terstond
679,sofort::ADV,মুহ্ণর্তমধ্যে,aanstonds
680,sofort::ADV,মুহ্ণর্তমধ্যে,onmiddelijk
681,später::ADV,পশ্চাতে,later
682,jetzt::ADV,এখন,nu
683,jetzt::ADV,এখন,nou
684,jetzt::ADV,এখন,thans
685,heute::ADV,আজ,heden
686,heute::ADV,আজ,vandaag
687,morgen::ADV,আগামিকাল,morgen
688,bald::ADV,অস্পকালমধ্যে,gauw
689,bald::ADV,অস্পকালমধ্যে,weldra
690,dann::ADV,তখন,dan
691,dann::ADV,তখন,toen
692,gestern::ADV,গতকাল,gisteren
693,einst::ADV,একবার মাত্র,eens
694,damals::ADV,তখন,toen
695,damals::ADV,তখন,destijds
696,danach::ADV,পরে,daarna
697,vorher::ADV,আগে,vooraf
698,vorher::ADV,আগে,van tevoren
699,zuerst::ADV,আগে,eerst
700,zuerst::ADV,আগে,het eerst
701,einmal::ADV,একবার,eens
702,einmal::ADV,একবার,eenmaal
703,manchmal::ADV,কখনও কখনও,soms
704,oft::ADV,ঘনঘন,vaak
705,oft::ADV,ঘনঘন,dikwijls
706,immer::ADV,সর্বদা,altijd
707,niemals::ADV,কখলও নহে,nooit
708,hier::ADV,এখানে,hier
709,hierhin::ADV,এখানে,hierheen
710,von hier::ADV,ত্রই স্তান হইতে,van hier
711,von hier::ADV,ত্রই স্তান হইতে,hiervandaan
712,dort::ADV,ওখানে,daar
713,dort::ADV,ওখানে,ginds
714,dorthin::ADV,ওখানে,daarheen
715,geradeaus::ADV,অগ্রগামী,rechtuit
716,geradeaus::ADV,অগ্রগামী,rechtdoor
717,vorwärts::ADV,সন্মুখিকে,vooruit
718,vorwärts::ADV,সন্মুখিকে,voorwaarts
719,rückwärts::ADV,খিরিয়া,achteruit
720,rückwärts::ADV,খিরিয়া,achterwaarts
721,zurück::ADV,পিঠ,terug
722,unten::ADV,নীচে,beneden
723,unten::ADV,নীচে,onderaan
