,Concept_ID,ta,zh
709,reißen::V,திடீரென அறு,撕
710,versinken::V,மூழ்கு,下沉
711,vergehen::V,கடந்துசெல்,流逝
712,erscheinen::V,தோன்றச்,出现
713,verschwinden::V,மறைந்து போ,消失
714,sinken::V,பதைவுறு,下降
715,abnehmen::V,குறை,减少
716,zunehmen::V,உயர்த்து,增加
717,steigen::V,உயர எழு,上升
718,wachsen::V,வளர்,生长
719,glänzen::V,மிளிர்,发光
720,funkeln::V,பிரகாசி,闪烁
721,lärmen::V,கொம்பு,吵闹
722,läuten::V,மணியொலியிசை,响
723,klingeln::V,மணி அடி,按铃
724,klirren::V,கிலுங்கு,
725,brausen::V,இரைதல்,疾驶
726,rauschen::V,சலசலப்பு,
727,klingen::V,சிலம்புதல்,听起来
728,bellen::V,குரை,吠
729,heulen::V,ஊளையிடு,嗥
730,blasen::V,ஊது,吹
731,pfeifen::V,சீழ்க்கை எழப்பு,吹口哨
732,schreien::V,கூச்சலிடு,叫喊
733,stöhnen::V,வேதனை,呻吟
734,zittern::V,நடுங்கு,颤抖
735,leben::V,உயிருடனிரு,生存
736,geboren werden::V,பிற,出生
737,atmen::V,சுவாசி,呼吸
738,trinken::V,குடி,喝
739,essen::V,சாப்பிடு,吃
740,schlucken::V,முழுங்கு,咽
741,müde werden::V,கையயர்தல்,疲倦
742,einschlafen::V,தூங்க,入睡
743,schlafen::V,தூங்கு,睡觉
744,aufwachen::V,எழுப்பு,睡醒
745,aufstehen::V,எழுந்திரு,起床
746,sich erholen::V,இளைப்பாறு,休养
747,krank werden::V,விழுதல்,生病
748,krank sein::V,நருக்கலாயிருக்க,生病
749,schmerzen::V,நோவுறு,疼痛
750,husten::V,இருமு,咳
751,genesen::V,குணம் அடை,痊愈
752,sterben::V,மரணமடை,死
753,umkommen::V,நசி,丧命
754,sich bewegen::V,நகர்த்து,移动
755,sich rühren::V,அசை,动弹
756,sich erheben::V,எழுந்து நில்,站起
757,sich setzen::V,உட்கார்,坐
758,hinfallen::V,விழு,跌倒
759,laufen::V,நட,步行
760,schreiten::V,கவடுவைத்தல்,迈步
761,spazierengehen::V,உலவு,散步
762,eilen::V,விரைந்து,急忙
763,sich beeilen::V,அவசரப்படுத்து,赶快
764,sausen::V,விரைந்து செல்,疾驰
765,rennen::V,ஓடு,奔跑
766,springen::V,குதி,跳
767,klettern::V,ஏறு,攀缘
768,schaukeln::V,தள்ளாடு,荡秋千
769,kriechen::V,மெதுவாக நடந்து செல்,爬行
770,schwimmen::V,நீந்து,游泳
771,tauchen::V,மூழ்கி நீச்சலடி,潜水
772,rudern::V,துடுப்புப் போடு,划船
773,fahren::V,ஓட்டு,行驶
774,fliegen::V,பற,飞
775,gehen::V,போ,走
776,weggehen::V,விலகிச் செல்,离去
777,abfahren::V,புறப்பட்டுச் செல்,出发
778,anhalten::V,நின்றுவிடு,停住
779,hineingehen::V,மறையச் செய்,进去
780,eintreten::V,நுழை,进入
781,kommen::V,வா,来
782,ankommen::V,வநது சேர்,到达
783,zurückkommen::V,திரும்பி வா,回来
784,bleiben::V,இரு,停留
785,warten::V,தாமதி,等
786,erwarten::V,எதிர்நோக்கு,等候
787,suchen::V,தேடு,找
788,finden::V,கண்டுபிடி,找到
789,versuchen::V,முயற்சி செய்,尝试
790,vorbereiten::V,ஆயத்தம் செய்,预备
791,lieben::V,அன்பு செலுத்து,爱
792,mögen::V,விரும்பு,喜欢
793,lachen::V,சிரி,笑
794,rühren::V,இதயத்தைத் தொடு,
795,weinen::V,அழு,哭
796,schimpfen::V,சாபமிடு,骂
797,sich ärgern::V,கோப்பபடு,生气
798,sich fürchten::V,பயப்படு,害怕
799,fürchten::V,பயப்படுத்து,害怕
800,fliehen::V,ஓடு,逃走
801,flüchten::V,தப்பிவிடு,逃跑
802,sehen::V,பார்,看
803,anschauen::V,கூர்ந்து கவனி,注视
804,ansehen::V,கவனி,注视
805,hören::V,கேள்,听
806,zuhören::V,சுவைத்துப் பார்,倾听
807,probieren::V,ருசி,尝
808,riechen::V,முகர்ந்து பார்,闻
809,fühlen::V,தொட்டுணர்,感到
810,scheinen::V,காணப்படு,照耀
811,zu sehen sein::V,தோன்றுதல்,可以看到
812,vernehmen::V,கேள்,审讯
813,frieren::V,குதுகுதுகு,觉得冷
814,tun::V,செய்,作
815,können::V,இயல்வது,能
816,wollen::V,விரும்பு,要
817,anfangen::V,தொடங்கு,开始
818,beenden::V,முடி,结束
819,aufhören::V,நிறுத்து,停止
820,gelingen::V,வெற்றி,成功
821,geraten::V,ஏற்படுத்து,陷于
822,öffnen::V,திற,打开
823,schließen::V,மூடு,关
824,stellen::V,வை,放
825,setzen::V,வை,放
826,legen::V,பரப்பி வை,摆
827,berühren::V,பதி,触
828,verbinden::V,சேர்,联结
829,bedecken::V,உறைபோடு,覆盖
830,aufhängen::V,தொங்கவிடு,挂
831,anzünden::V,எரியூட்டு,点
832,aufheben::V,பொறுக்கி எடு,拾起
833,zurücklassen::V,விட்டுச் செல்,遗留
834,verlieren::V,இழ,丧失
835,fallen lassen::V,அளவில் குறைவு,让掉下
836,machen::V,தயார்செய்,做
837,herstellen::V,உற்பத்தி செய்,生产
838,bauen::V,கட்டு,建造
839,reparieren::V,பழுது பார்,修理
840,verbessern::V,மேம்படுத்து,改进
841,ändern::V,மாற்றி அமை,改变
842,graben::V,குழி வெட்டு,挖
843,beugen::V,வனை,弯下
844,biegen::V,வனை,弯
845,drehen::V,சுழல்,转动
846,wenden::V,குடைகவிழு,转动
847,umdrehen::V,சுற்றும் முற்றும் பார்,转动
848,heben::V,தூக்கு,举起
849,hochheben::V,தூக்கு,抬高
850,ergreifen::V,பறி,抓住
851,halten::V,பிடித்துக் கொள்,拿着
852,drücken::V,அழுத்து,压
853,schieben::V,தள்ளு,推
854,kratzen::V,கீறு,搔
855,lecken::V,நக்கு,舔
856,beißen::V,கடி,咬
857,abreißen::V,கிழி,撕下
858,abschneiden::V,வெட்டி எடு,切断
859,binden::V,கட்டு,捆
860,stecken::V,பதிய வை,插
861,brechen::V,உடை,断裂
862,klopfen::V,தட்டு,敲
863,hauen::V,அடி,揍
864,kleben::V,ஒட்டு,粘
865,reiben::V,தேய்,摩擦
866,streichen::V,பரவச்செய்,涂
867,schleifen::V,அரை,拖曳
868,schneiden::V,துண்டாக்கு,切
869,rütteln::V,மெல்ல தள்ளு,颠簸
870,schütteln::V,குலுக்கு,摇动
871,schwenken::V,ஊஞ்சலாடு,摇动
872,schütten::V,ஊற்று,倒
873,füllen::V,நிரப்பு,填满
874,einwickeln::V,சுற்று,包
875,tragen::V,எடுத்துச் செல்,提
876,schleppen::V,இழுத்துச் செல்,扛
877,ziehen::V,இழு,拉
878,aufbewahren::V,வைத்துக் கொள்,保存
879,werfen::V,வீசி எறி,扔
880,fangen::V,பிடி,捕捉
881,packen::V,பிடித்துக்கொள்,抓住
882,verstecken::V,மறை,藏
883,teilen::V,பாகங்களாகப் பிரி,分
884,schicken::V,அனுப்பு,派遣
885,bringen::V,கொண்டு வா,带来
886,hinzufügen::V,சேர்,添加
887,bekommen::V,பெறு,得到
888,erhalten::V,பெறு,接到
889,nehmen::V,எடு,拿
890,wählen::V,தேர்ந்தெடு,挑选
891,auswählen::V,தேர்ல்தெடு,选择
892,bewahren::V,கெடாது பேணு,保持
893,behindern::V,தடங்கல் செய்,防碍
894,verderben::V,நாசமாக்கு,败坏
895,beschädigen::V,சேதப்படுத்து,损坏
896,zerbrechen::V,உடை,破碎
897,zerreißen::V,கிழி,撕碎
898,zerstören::V,அழி,毁坏
899,verbrennen::V,எரியூட்டு,燃烧
900,geben::V,கொடு,给
901,reichen::V,வழங்கு,递给
902,schenken::V,மொயத்தல்,赠送
903,versprechen::V,உறுதியளி,许诺
904,wünschen::V,ஆசைப்படு,祝
905,loben::V,புகழ்ச்சி கூறு,表扬
906,küssen::V,முத்தமிடு,亲
907,wiegen::V,ஆட்டுத்தல்,轻摇
908,zudecken::V,உறைபோடு,盖上
909,wecken::V,எழுப்பு,唤起
910,zeigen::V,காட்டு,指
911,führen::V,வழிகாட்டி,带领
912,lehren::V,சொல்லிக் கொடு,教
913,unterrichten::V,அறிவுரை கூறு,讲课
914,aufziehen::V,வளர்,抚养
915,leiten::V,அழைத்துச் செல்,领导
916,antreiben::V,தூண்டு,催促
917,lassen::V,விடு,让
918,einladen::V,அழை,邀请
919,vereinigen::V,ஒன்றாகச் சேர்,统一
920,besuchen::V,வருகை புரி,参观
921,treffen::V,சந்தி,会面
922,sich versammeln::V,தொகுப்பு,聚集
923,spielen::V,விளையாடு,玩
924,singen::V,பாடு,唱歌
925,tanzen::V,நடனமாடு,跳舞
926,sich trennen::V,தனிப்படடுத்து,分别
927,verlassen::V,கைவிடு,离开
928,retten::V,காப்பாற்று,救
929,bewachen::V,காவல் செய்,守卫
930,schützen::V,பாதுகாப்பு செய்,保护
931,verteidigen::V,எதிர்த்து நில்,保卫
932,sich schlagen::V,பூசலிடு,打架
933,schießen::V,சுட்டுக் கொல்,射击
934,siegen::V,வெற்றி பெறு,获胜
935,ärgern::V,எரிச்சலூட்டு,激怒
936,schlagen::V,அடி,打
937,treten::V,உதை,踢
938,stechen::V,கொட்டு,刺
939,stoßen::V,நெருக்கு,撞
940,stehlen::V,திருடு,盗窃
941,stören::V,தொல்லைகொடு,干扰
942,belästigen::V,தொல்லை கொடு,打搅
943,verbergen::V,மறை,隐藏
944,täuschen::V,ஏமாற்று,欺骗
945,betrügen::V,ஏமாற்று,欺骗
946,töten::V,கொல்,杀
947,wohnen::V,தங்கியிரு,居住
948,arbeiten::V,வேலை செய்,工作
949,sammeln::V,ஒன்றுசேர்,收集
950,pflücken::V,கொய்து எடு,采
951,jagen::V,வேட்டையாடு,打猎
952,fischen::V,மீன் பிடி,捕鱼
953,fassen::V,பிடி,捉住
954,hüten::V,காவல் செய்,守护
955,treiben::V,ஓட்டு,漂
956,anbinden::V,கட்டு,拴
957,füttern::V,உணவளி,喂
958,melken::V,பால் கற,挤奶
959,hacken::V,வெட்டி எடு,剁细
960,gießen::V,நீர்ப் பாய்ச்சு,浇
961,reifen::V,பழு,成熟
962,zubereiten::V,சமையல் செய்,
963,kochen::V,வேகவை,煮
964,backen::V,வெப்பத்தில் வாட்டு,烤
965,braten::V,பொரியச் செய்,煎
966,umrühren::V,கலக்கு,搅拌
967,stricken::V,பின்னியிழை,织
968,nähen::V,தையல் வேலை செய்,缝
969,färben::V,வண்ணம் பெறச் செய்,染色
970,reinigen::V,சுத்தம் செய்,清洁
971,waschen::V,கழுவு,洗
972,abwischen::V,துடை,擦掉
973,spülen::V,அலசு,清洗
974,fegen::V,பெறுக்கு,扫
975,kehren::V,பெறுக்கு,打扫
976,baden::V,குளி,给...洗澡
977,sich waschen::V,கழுவு,洗澡
978,ausziehen::V,கழற்று,脱
979,anziehen::V,புனைதல்,穿
980,sich anziehen::V,உடுத்துதல்,穿衣
981,kämmen::V,தலை வாரிக் கொள்,梳
982,schmücken::V,அழகுபடுத்து,装饰
983,sagen::V,சொல்,说
984,sprechen::V,பேசு,说
985,reden::V,பெசு,讲
986,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,聊天
987,fragen::V,கேள்,问
988,bitten::V,வேண்டு,请
989,erzählen::V,சொல்,叙述
990,mitteilen::V,சொல்,通知
991,nennen::V,பெயரிடுதல்,叫做
992,rufen::V,கூச்சலிடு,叫
993,prahlen::V,தற்பெருமை பேசு,吹牛
994,übersetzen::V,மொழிபெயர்ப்பு செய்,翻译
995,denken::V,யோசி,想
996,glauben::V,நம்பு,以为
997,bemerken::V,கவனி,发觉
998,erkennen::V,அடையாளம் கண்டுகொள்,识别
999,begreifen::V,பற்றிக்கொள்,理解
1000,verstehen::V,புரிந்து கொள்,明白
1001,lernen::V,கற்றுக்கொள்,学
1002,wissen::V,தெரிந்திரு,知道
1003,sich erinnern an::V,நினைவு கூர்,回忆
1004,vergessen::V,மற,忘记
1005,messen::V,அளவிடு,测量
1006,zählen::V,எண்ணு,数
1007,rechnen::V,கணக்கிடு,计算
1008,lesen::V,படி,读
1009,malen::V,வண்ணச்சித்திரம்,画
1010,zeichnen::V,வரை,绘制
1011,schreiben::V,எழுது,写
1012,besitzen::V,உடைமையாகக் கொண்டிரு,占有
1013,kaufen::V,வாங்கு,买
1014,verkaufen::V,விற்பனை செய்,卖
1015,bezahlen::V,இறுத்தல்,付钱
1016,zahlen::V,பணம் செலுத்து,支付
1017,beherrschen::V,ஆட்சிசெய்,统治
1018,ertragen::V,தாங்கு,忍耐
