,Concept_ID,ko,el
312,Entfernung::N,거리,απόσταση
313,Gegend::N,곳,περιοχή
314,Gegend::N,곳,τοποθεσία
315,Gegend::N,부금,περιοχή
316,Gegend::N,부금,τοποθεσία
317,Platz::N,장소,χώρος
318,Ort::N,장소,τόπος
319,Seite::N,옆면,πλευρά
320,Mitte::N,궁간,μέση
321,Gegenstand::N,항목,αντικείμενο
322,Sache::N,뭉에,πράγμα
323,Rand::N,가,άκρη
324,Rand::N,가,χείλος
325,Kante::N,귀퉁,άκρη
326,Ecke::N,구석,γωνιά
327,Spitze::N,끝,μύτη
328,Spitze::N,참단,μύτη
329,Ende::N,말당,άκρη
330,Loch::N,빙옷,τρύπα
331,Winkel::N,각도,γωνία
332,Muster::N,본,σχέδιο
333,Muster::N,견복,σχέδιο
334,Größe::N,신장,μέγεθος
335,Länge::N,길이긺,μήκος
336,Höhe::N,높이,ύψος
337,Gewicht::N,추,βάρος
338,Menge::N,수양,ποσότητα
339,Haufen::N,퇴적,σωρός
340,Reihe::N,열,αράδα
341,Boot::N,보트,βάρκα
342,Ruder::N,노,κουπί
343,Schlitten::N,썰매,έλκηθρο
344,Ski::N,스키,σκι
345,Lagerfeuer::N,캠프의 모닥불,φωτιά
346,Last::N,무거운짐,φορτίο
347,Gang::N,걸음,δρόμος
348,Schritt::N,보조,βήμα
349,Norden::N,북쪽 ,βορράς
350,Süden::N,남쪽,νότος
351,Westen::N,서쪽,δύση
352,Osten::N,동쪽,ανατολή
353,Holz::N,목재,ξύλο
354,Brett::N,마루널,σανίδι
355,Platte::N,탤,πλάκα
356,Platte::N,금속판,πλάκα
357,Stütze::N,버팀목,στήριγμα
358,Stange::N,장대,ραβδί
359,Stange::N,장대,κοντός
360,Stock::N,막대기,ξύλο
361,Stock::N,막대기,μπαστούνι
362,Stab::N,작대기,ραβδί
363,Rohr::N,갈대,σωλήνας
364,Haus::N,집,σπίτι
365,Heim::N,집,σπίτι
366,Ofen::N,아궁이,σόμπα
367,Ofen::N,아궁이,θερμάστρα
368,Fußboden::N,마루,πάτωμα
369,Tisch::N,탁자,τραπέζι
370,Stuhl::N,의자,καρέκλα
371,Wiege::N,발상지,κούνια
372,Bett::N,침대,κρεβάτι
373,Regal::N,서가,ράφι
374,Kiste::N,짐궤,κιβώτιο
375,Fenster::N,눔,παράθυρο
376,Tür::N,문,πόρτα
377,Tor::N,대문,πύλη
378,Zaun::N,담장,φράχτης
379,Dach::N,지붕,στέγη
380,Leiter::N,사닥다리,σκάλα
381,Leiter::N,사닥다리,κλίμακα
382,Besen::N,비,σκούπα
383,Spaten::N,가래,φτυάρι
384,Schaufel::N,삽,φτυάρι
385,Gabel::N,갈래,πιρούνι
386,Löffel::N,숟가락,κουτάλι
387,Messer::N,나이프,μαχαίρι
388,Nagel::N,발툽,καρφί
389,Netz::N,그물,δίχτυ
390,Haken::N,갈고리,γάντζος
391,Haken::N,갈고리,αγκίστρι
392,Griff::N,움켜쥠,λαβή
393,Schloss::N,자물쇠,κλειδαριά
394,Bild::N,그림,εικόνα
395,Figur::N,몸메,ανάστημα
396,Puppe::N,인형,κούκλα
397,Beutel::N,클,πουγγί
398,Bündel::N,자근다발,δεμάτι
399,Tasche::N,가방,τσάντα
400,Eimer::N,동이,κουβάς
401,Deckel::N,뚜껑,καπάκι
402,Geschirr::N,식시,σκεύη
403,Sack::N,조갑,σάκος
404,Tasse::N,차잔,φλιτζάνι
405,Topf::N,단지,χύτρα
406,Kessel::N,주전자,καζάνι
407,Essen::N,먹기,φαγητό
408,Nahrung::N,식료,τροφή
409,Speise::N,음식물,φαγητό
410,Fleisch::N,고기,κρέας
411,Getreide::N,곡물,σιτάρι
412,Brei::N,젤리,χυλός
413,Brot::N,빵,ψωμί
414,Brot::N,빵,άρτος
415,Scheibe::N,원반,φέτα
416,Fett::N,기름,πάχος
417,Butter::N,버터,βούτυρο
418,Öl::N,올리브유,λάδι
419,Salz::N,소금,αλάτι
420,Suppe::N,국,σούπα
421,Suppe::N,수프,σούπα
422,Honig::N,감미,μέλι
423,Milch::N,유즙,γάλα
424,Tee::N,차,τσάι
425,Leder::N,가죽,πετσί
426,Wolle::N,양털,μαλλί
427,Stoff::N,패료,ύφασμα
428,Nadel::N,바늘,βελόνα
429,Faden::N,콘실,κλωστή
430,Knopf::N,단추,κουμπί
431,Knoten::N,곁절,κόμπος
432,Farbe::N,색,μπογιά
433,Kleidung::N,옷입기,ρούχα
434,Kleidung::N,옷입기,ενδυμασία
435,Hemd::N,속옷,πουκάμισο
436,Kragen::N,깃,κολάρο
437,Ärmel::N,소매,μανίκι
438,Hose::N,바지,πανταλόνι
439,Gürtel::N,밴드,ζώνη
440,Mütze::N,모자,σκούφος
441,Schuh::N,구두,παπούτσι
442,Stiefel::N,장화,μπότα
443,Ring::N,고리,δαχτυλίδι
444,Band::N,리본,κορδέλα
445,Kamm::N,빗,χτένα
446,Spiegel::N,거울,καθρέφτης
447,Riemen::N,가죽끈,λουρί
448,Schnur::N,밧줄,κορδόνι
449,Leine::N,고삐줄,σχοινί
450,Decke::N,이부자리,κουβέρτα
451,Kissen::N,깔개,μαξιλάρι
452,Tuch::N,천,πανί
453,Tuch::N,천,μαντήλι
454,Handtuch::N,수건,πετσέτα
455,Kraft::N,세력,δύναμη
456,Stärke::N,힘,ισχύς
457,Stärke::N,힘,δύναμη
458,Gesundheit::N,위생,υγεία
459,Krankheit::N,병,αρρώστια
460,Schmerz::N,아픔고통,πόνος
461,Wunde::N,상처,πληγή
462,Fieber::N,열별,πυρετός
463,Arznei::N,약,φάρμακο
464,Brücke::N,교량,γέφυρα
465,Brunnen::N,원천,πηγάδι
466,Weide::N,목장,βοσκή
467,Pfad::N,좁은길,μονοπάτι
468,Weg::N,길,δρόμος
469,Straße::N,길,οδός
470,Straße::N,길,δρόμος
471,Dorf::N,촌,χωριό
472,Dorf::N,촌락,χωριό
473,Stadt::N,도시,πόλη
474,Brief::N,서한,γράμμα
475,Brief::N,서한,επιστολή
476,Buch::N,책,βιβλίο
477,Buchstabe::N,문자,γράμμα
478,Zeitung::N,신문,εφημερίδα
479,Leben::N,삶,ζωή
480,Leben::N,삶,βίος
481,Tod::N,죽음,θάνατος
482,Grab::N,무덤,τάφος
483,Kirche::N,교회,εκκλησία
484,Sünde::N,부정,αμαρτία
485,Gott::N,하느님,θεός
486,Arbeiter::N,일하는사람,εργάτης
487,Chef::N,사장,προϊστάμενος
488,Meister::N,명인,μάστορας
489,Meister::N,명인,αρχιτεχνίτης
490,Meister::N,대가,μάστορας
491,Meister::N,대가,αρχιτεχνίτης
492,Arzt::N,의사,γιατρός
493,Lehrer::N,교사,δάσκαλος
494,Geld::N,돈,λεφτά
495,Geld::N,돈,χρήματα
496,Geschäft::N,일,συναλλαγή
497,Laden::N,가게,μαγαζί
498,Laden::N,가게,κατάστημα
499,Preis::N,가격,τιμή
500,Ware::N,상품,εμπόρευμα
501,Nutzen::N,이익,όφελος
502,Reichtum::N,많음,πλούτος
503,Welt::N,세상,κόσμος
504,Land::N,지방,χώρα
505,Staat::N,국가,κράτος
506,Staat::N,국가,πολιτεία
507,König::N,국왕,βασιλιάς
508,Macht::N,힘,εξουσία
509,Grenze::N,국경,σύνορα
510,Krieg::N,전쟁,πόλεμος
511,Feind::N,적,εχθρός
512,Gewalt::N,권력,βία
513,Kampf::N,전투,αγώνας
514,Bogen[Waffe]::N,활,τόξο
515,Pfeil::N,화살,σαΐτα
516,Gewehr::N,무기,τουφέκι
517,Fehler::N,오류,λάθος
518,Fehler::N,오류,σφάλμα
519,Lüge::N,거짓말,ψέμα
520,Lüge::N,거짓말,ψεύδος
521,Schaden::N,손상,ζημία
522,Unglück::N,불행,δυστυχία
523,Schuld::N,부채,ενοχή
524,Schuld::N,부채,φταίξιμο
525,Alter::N,연령,ηλικία
526,Schluss::N,마감,τέλος
527,Zeit::N,때,χρόνος
528,Zeit::N,시간,χρόνος
529,Tag::N,하루,μέρα
530,Tag::N,하루,ημέρα
531,Morgen::N,이침,πρωί
532,Mittag::N,대낮,μεσημέρι
533,Abend::N,저녁,βράδυ
534,Nacht::N,밤,νύχτα
535,Woche::N,근무일,εβδομάδα
536,Monat::N,달,μήνας
537,Jahr::N,해,έτος
538,Jahr::N,해,χρόνος
539,Frühling::N,봄,άνοιξη
540,Sommer::N,여름,καλοκαίρι
541,Herbst::N,가을,φθινόπωρο
542,Winter::N,겨울,χειμώνας
543,Januar::N,일월,Ιανουάριος
544,Februar::N,이월,Φεβρουάριος
545,März::N,삼월,Μάρτιος
546,April::N,사월,Απρίλιος
547,Mai::N,오월,Μάιος
548,Juni::N,유월,Ιούνιος
549,Juli::N,칠월,Ιούλιος
550,August::N,팔월,Αύγουστος
551,September::N,구월,Σεπτέμβριος
552,Oktober::N,시월,Οκτώβριος
553,November::N,십일월,Νοέμβριος
554,Dezember::N,십이월,Δεκέμβριος
555,Montag::N,월요일,Δευτέρα
556,Dienstag::N,화요일,Τρίτη
557,Mittwoch::N,수요일,Τετάρτη
558,Donnerstag::N,모교일,Πέμπτη
559,Freitag::N,그묘일,Παρασκευή
560,Samstag::N,토요일,Σάββατο
561,Sonntag::N,일요일,Κυριακή
562,groß::A,큰,μεγάλος
563,klein::A,자근,μικρός
564,lang::A,긴,μακρύς
565,kurz::A,짧은,κοντός
566,breit::A,넓은,φαρδύς
567,schmal::A,좁은,στενός
568,dicht::A,농밀한,πυκνός
569,dick[Gegenstand]::A,두꺼운,παχύς
570,dick[Gegenstand]::A,두꺼운,χοντρός
571,dünn::A,얇은,ψιλός
572,dünn::A,얇은,λεπτός
573,fein::A,미세한,ψιλός
574,fest::A,굳은,στερεός
575,flach::A,얕은,επίπεδος
576,glatt::A,반들반들한,λείος
577,glatt::A,반들반들한,ομαλός
578,hart::A,굳은,σκληρός
579,weich::A,연한,μαλακός
580,rund::A,둥근,στρογγυλός
581,spitz::A,뾰족한,μυτερός
582,scharf::A,날카로운,κοφτερός
583,stumpf::A,무딘,αμβλύς
584,schwer::A,무거운,βαρύς
585,schön::A,멋진,ωραίος
586,schön::A,멋진,όμορφος
587,heiß::A,뜨거운,ζεστός
588,warm::A,따뜻한,θερμός
589,kalt::A,찬,κρύος
590,kalt::A,찬,ψυχρός
591,kühl::A,서늘한,δροσερός
592,frisch::A,신선한,νωπός
593,frisch::A,신선한,φρέσκος
594,feucht::A,축축한,υγρός
595,nass::A,젖은,βρεγμένος
596,trocken::A,마른,ξηρός
597,trocken::A,마른,στεγνός
598,voll::A,완전한,γεμάτος
599,leer::A,빈,άδειος
600,offen::A,열린,ανοιχτός
601,geschlossen::A,닫힌,κλειστός
602,sauber::A,깨끗한,καθαρός
603,schmutzig::A,더러운,βρώμικος
604,schmutzig::A,더러운,λερωμένος
605,roh::A,날게잇의,ωμός
606,reif::A,이근,ώριμος
607,lecker::A,맛있는,νόστιμος
608,süß::A,단,γλυκός
609,bitter::A,찌르는듯한,πικρός
610,sauer::A,산성의,ξινός
611,hell::A,밝은,φωτεινός
612,dunkel::A,어두운,σκοτεινός
613,schwarz::A,검은,μαύρος
614,schwarz::A,검은,μελανός
615,weiß::A,하얀,άσπρος
616,rot::A,붉은,κόκκινος
617,gelb::A,황색,κίτρινος
618,blau::A,푸른,μπλε
619,blau::A,푸른,γαλανός
620,grün::A,녹색의,πράσινος
621,grau::A,회색의,γκρίζος
622,bunt::A,알록달록한,ποικιλόχρωπος
623,billig::A,싼,φτηνός
624,teuer::A,값비산,ακριβός
625,wertvoll::A,가치가많은,πολύτιμος
626,blind::A,눈먼,τυφλός
627,taub::A,무감간한,κουφός
628,kräftig::A,강장한,δυνατός
629,stark::A,강한,γερός
630,schwach::A,약한,αδύνατος
631,fett::A,실찐,παχύς
632,schlank::A,호리호리한,λεπτός
633,schlank::A,호리호리한,λυγερός
634,hübsch::A,예쁜,όμορφος
635,hübsch::A,예쁜,χαριτωμένος
636,böse::A,나쁜,κακός
637,dumm::A,어리석은,κουτός
638,dumm::A,어리석은,ανόητος
639,faul::A,너덜너덜한,τεμπέλης
640,fleißig::A,근면한,εργατικός
641,geizig::A,인색한,τσιγγούνης
642,geschickt::A,교묘한,επιδέξιος
643,lieb::A,친애하는,φίλος
644,lieb::A,친애하는,αγαπητός
645,lustig::A,유쾌한,εύθυμος
646,lustig::A,유쾌한,χαρούμενος
647,sanft::A,온화한,ήπιος
648,hungrig::A,배고픈,πεινασμένος
649,krank::A,병든,άρρωστος
650,nackt::A,벌거벗은,γυμνός
651,traurig::A,슬픈,λυπημένος
652,lebendig::A,살아있는,ζωντανός
653,gut::A,좋은,καλός
654,schlecht::A,나쁜,κακός
655,richtig::A,바른,σωστός
656,schlimm::A,못된,άσχημος
657,wahr::A,참된,αληθής
658,wahr::A,참된,αληθινός
659,alt::A,늙은,παλιός
660,neu::A,새,νέος
661,neu::A,새,καινούργιος
662,ehemalig::A,전의,παλιός
663,alt[Lebewesen]::A,낡은,γέρος
664,jung::A,젊은,νέος
665,arm::A,가난한,φτωχός
666,reich::A,풍부한,πλούσιος
667,bekannt::A,저명한,γνωστός
668,berühmt::A,유명한,περίφημος
669,berühmt::A,유명한,ξακουσμένος
670,fremd::A,타처이,ξένος
671,verschieden::A,따른,διαφορετικός
672,nah::A,가까운,κοντινός
673,fern::A,먼,μακριά
674,linker::A,왼쭉의,αριστερός
675,rechter::A,오른쪽의,δεξιός
676,anderer::A,다른,άλλος
677,erster::A,첫째,πρώτος
678,zweiter::A,둘째,δεύτερος
679,dritter::A,셋째,τρίτος
680,letzter::A,의후자의,τελευταίος
681,allein::ADV,훌로,μόνος
682,auf einmal::ADV,갑자기,εφάπαξ
683,zusammen::ADV,모아서,μαζί
684,lange::ADV,오래,πολύν καιρό
685,plötzlich::ADV,둘연한,έξαφνα
686,sofort::ADV,즉시,αμέσως
687,später::ADV,보다늦은,αργότερα
688,jetzt::ADV,목하,τώρα
689,heute::ADV,오늘,σήμερα
690,morgen::ADV,내일,αύριο
691,bald::ADV,곱,σε λίγο
692,bald::ADV,곱,εντός ολίγου
693,dann::ADV,그경우에,ύστερα
694,gestern::ADV,어제,χτες
695,einst::ADV,옛날에,ποτέ
696,einst::ADV,옛날에,άλλοτε
697,damals::ADV,그때에,τότε
698,danach::ADV,그 뒤에,μετά
699,danach::ADV,그 뒤에,ύστερα
700,vorher::ADV,미리,πριν
701,vorher::ADV,미리,προηγουμένως
702,zuerst::ADV,최초로,πρώτα
703,einmal::ADV,한번,μία φορά
704,manchmal::ADV,땓대로,κάποτε
705,oft::ADV,땓대로,συχνά
706,oft::ADV,땓대로,πολλές φορές
707,immer::ADV,늘,πάντα
708,immer::ADV,늘,πάντοτε
709,niemals::ADV,결코...(하지)않다,ποτέ
710,hier::ADV,여기,εδώ
711,hierhin::ADV,여기로,εδώ
712,dort::ADV,거기,εκεί
713,dorthin::ADV,저기예,προς τα κει
714,geradeaus::ADV,곧장,κατευθείαν
715,vorwärts::ADV,앞으로,εμπρός
716,rückwärts::ADV,뒤로,πίσω
717,zurück::ADV,제자리로,πίσω
718,unten::ADV,아래에,κάτω
719,hinab::ADV,아래쪽으로,προς τα κάτω
720,oben::ADV,위에,πάνω
721,oben::ADV,위에,επάνω
722,hinauf::ADV,위쪽으로,προς τα πάνω
723,überall::ADV,도처에,παντού
724,nicht::ADV,안,δεν
725,ein wenig::ADV,적음,λιγάκι
726,kaum::ADV,가의,μόλις
727,sehr::ADV,자주,πολύ
728,so::ADV,그와같이,έτσι
729,noch::ADV,아직,ακόμα
730,nur::ADV,다만,μόνο
731,schon::ADV,이미,ήδη
732,schon::ADV,이미,κιόλας
733,wieder::ADV,다시,ξανά
734,vergebens::ADV,헛되이,μάταια
735,vor::PRP,앞에,μπροστά σε
736,vor::PRP,앞에,μπροστά από
737,hinter::PRP,뒤에,πίσω από 
738,unter::PRP,잍에,υπό
739,unter::PRP,잍에,κάτω από
740,durch::PRP,통고하여,διά
741,durch::PRP,통고하여,διά μέσου
742,neben::PRP,와나란히,δίπλα σε
743,zwischen::PRP,의사이로,μεταξύ
744,zwischen::PRP,의사이로,ανάμεσα σε
745,wegen::PRP,때문에,για
746,wegen::PRP,때문에,λόγω
747,dies::PRN,이,αυτό
748,das::PRN,저,το
749,alles::PRN,모든것,όλα
750,ich::PRN,나,εγώ
751,du::PRN,너,σύ
