,Concept_ID,fi,uk
822,wieviel::FNUM,kuinka paljon,скільки
823,eins::NUM,yksi,один
824,zwei::NUM,kaksi,два
825,drei::NUM,kolme,три
826,vier::NUM,neljä,чотири
827,fünf::NUM,viisi,п’ять
828,sechs::NUM,kuusi,шість
829,sieben::NUM,seitsemän,сім
830,acht::NUM,kahdeksan,вісім
831,neun::NUM,yhdeksän,дев’ять
832,zehn::NUM,kymmenen,десять
833,elf::NUM,yksitoista,одинадцять
834,zwölf::NUM,kaksitoista,дванадцять
835,zwanzig::NUM,kaksikymmentä,двадцять
836,dreißig::NUM,kolmekymmentä,тридцять
837,vierzig::NUM,neljäkymmentä,сорок
838,fünfzig::NUM,viisikymmentä,п’ятдесят
839,sechzig::NUM,kuusikymmentä,шістдесят
840,siebzig::NUM,seitsemänkymmentä,сімдесят
841,achtzig::NUM,kahdeksankymmentä,вісімдесят
842,neunzig::NUM,yhdeksänkymmentä,дев’яносто
843,hundert::NUM,sata,сто
844,tausend::NUM,tuhat,тисяча
845,und::CNJ,ja,і
846,oder::CNJ,tai,або
847,stehen::V,seisoa,стояти
848,sitzen::V,istua,сидіти
849,liegen::V,maata,лежати
850,hängen::V,riippua,висіти
851,werden::V,tulla,стати
852,werden::V,tulla,робитися
853,werden::V,joutua,стати
854,werden::V,joutua,робитися
855,passieren::V,sattua,трапитися
856,passieren::V,tapahtua,трапитися
857,beginnen::V,alkaa,початися
858,enden::V,loppua,кінчитися
859,enden::V,päättyä,кінчитися
860,wechseln::V,vaihtua,мінятися
861,wechseln::V,vaihdella,мінятися
862,aufgehen[Sonne]::V,nousta,зійти
863,untergehen[Sonne]::V,laskea,зайти
864,scheinen[Sonne]::V,paistaa,світити
865,donnern::V,jyristä,гриміти
866,wehen::V,tuulla,віяти
867,wehen::V,puhaltaa,віяти
868,strömen::V,virrata,литися
869,fließen::V,valua,текти
870,fließen::V,juosta,текти
871,sich drehen::V,pyöriä,обертатися
872,schwanken::V,horjua,коливатися
873,schwingen::V,heilua,хитатися
874,schwingen::V,heilua,гойдатися
875,schwingen::V,värähdellä,хитатися
876,schwingen::V,värähdellä,гойдатися
877,fallen::V,pudota,падати
878,fallen::V,langeta,падати
879,brennen::V,palaa,горіти
880,rauchen::V,savuta,диміти
881,regnen::V,sataa,дощити
882,gefrieren::V,jäätyä,змерзнути
883,tauen::V,sulaa,танути
884,schmelzen::V,sulaa,плавитися
885,trocknen::V,kuivua,сохнути
886,sieden::V,kiehua,кипіти
887,faulen::V,mädätä,гнити
888,verfaulen::V,mädätä,згнити
889,verfaulen::V,mädäntyä,згнити
890,reißen::V,revetä,рватися
891,versinken::V,upota,тонути
892,versinken::V,vajota,тонути
893,vergehen::V,kulua,проходити
894,erscheinen::V,ilmestyä,з’явитися
895,verschwinden::V,kadota,щезнути
896,verschwinden::V,kadota,зникнути
897,sinken::V,vajota,спадати
898,abnehmen::V,vähetä,поменшитися
899,zunehmen::V,kasvaa,збільшуватися
900,zunehmen::V,lisääntyä,збільшуватися
901,steigen::V,nousta,підніматися
902,wachsen::V,kasvaa,рости
903,glänzen::V,kiiltää,блищати
904,funkeln::V,kipinöidä,блискати
905,lärmen::V,meluta,шуміти
906,läuten::V,soida,дзвонити
907,klingeln::V,soida,дзвонити
908,klirren::V,kalista,дзвякати
909,brausen::V,kohista,бушувати
910,rauschen::V,kohista,шелестіти
911,klingen::V,soida,лунати
912,klingen::V,soida,звучати
913,bellen::V,haukkua,гавкати
914,heulen::V,ulvoa,вити
915,blasen::V,puhaltaa,дунути
916,pfeifen::V,viheltää,свистіти
917,schreien::V,kirkua,кричати
918,stöhnen::V,voihkia,стогнати
919,zittern::V,vapista,тремтіти
920,leben::V,elää,жити
921,geboren werden::V,syntyä,народитися
922,atmen::V,hengittää,дихати
923,trinken::V,juoda,пити
924,essen::V,syödä,їсти
925,schlucken::V,niellä,ковтати
926,müde werden::V,uupua,втомитися
927,einschlafen::V,uinahtaa,заснути
928,schlafen::V,maata,спати
929,schlafen::V,nukkua,спати
930,aufwachen::V,herätä,прокинутися
931,aufstehen::V,nousta,встати
932,aufstehen::V,nousta ylös,встати
933,sich erholen::V,levätä,відпочивати
934,krank werden::V,sairastua,захворіти
935,krank sein::V,potea,хворіти
936,krank sein::V,sairastaa,хворіти
937,schmerzen::V,särkeä,боліти
938,schmerzen::V,kivistää,боліти
939,husten::V,yskiä,кашляти
940,genesen::V,toipua,одужати
941,genesen::V,toipua,видужати
942,sterben::V,kuolla,померти
943,umkommen::V,saada surmansa,згинути
944,umkommen::V,kuolla,згинути
945,sich bewegen::V,liikkua,рухатися
946,sich rühren::V,liikahtaa,ворушитися
947,sich erheben::V,nousta,встати
948,sich setzen::V,istuutua,сісти
949,hinfallen::V,kaatua,упасти
950,laufen::V,kävellä,ходити
951,schreiten::V,astua,крокувати
952,schreiten::V,astella,крокувати
953,spazierengehen::V,kävellä,гуляти
954,eilen::V,kiirehtiä,спішити
955,sich beeilen::V,kiirehtiä,поспішати
956,sich beeilen::V,olla kiireissään,поспішати
957,sausen::V,rynnätä,мчатися
958,sausen::V,viilettää,мчатися
959,rennen::V,juosta,бігати
960,springen::V,hypätä,скакати
961,springen::V,hypätä,стрибати
962,klettern::V,kiivetä,лазити
963,schaukeln::V,kiikkua,гойдатися
964,kriechen::V,ryömiä,повзати
965,schwimmen::V,uida,пливти
966,schwimmen::V,uida,плавати
967,tauchen::V,sukeltaa,пірнати
968,rudern::V,soutaa,гребти
969,rudern::V,soutaa,веслувати
970,fahren::V,ajaa,їхати
971,fahren::V,kulkea,їхати
972,fliegen::V,lentää,літати
973,gehen::V,käydä,іти
974,weggehen::V,lähteä,піти
975,weggehen::V,poistua,піти
976,abfahren::V,lähteä,від’їхати
977,abfahren::V,lähteä,відправитися
978,anhalten::V,pysähtyä,зупинитися
979,anhalten::V,seisahtua,зупинитися
980,hineingehen::V,mennä sisään,входити
981,eintreten::V,astua sisään,увійти
982,kommen::V,tulla,прийти
983,ankommen::V,saapua,прибути
984,zurückkommen::V,palata,повернутися
985,bleiben::V,jäädä,залишитися
986,bleiben::V,viipyä,залишитися
987,warten::V,odottaa,чекати
988,erwarten::V,odottaa,чекати
989,suchen::V,etsiä,шукати
990,finden::V,löytää,знайти
991,versuchen::V,yrittää,випробовувати
992,vorbereiten::V,valmistaa,підготувати
993,lieben::V,pitää,любити
994,lieben::V,rakastaa,любити
995,mögen::V,pitää,любити
996,mögen::V,pitää,подобатися
997,mögen::V,tykätä,любити
998,mögen::V,tykätä,подобатися
999,lachen::V,nauraa,сміятися
1000,rühren::V,liikuttaa,розчулити
1001,weinen::V,itkeä,плакати
1002,schimpfen::V,haukkua,лаятися
1003,sich ärgern::V,suuttua,сердитися
1004,sich fürchten::V,pelätä,боятися
1005,fürchten::V,pelätä,боятися
1006,fliehen::V,paeta,тікати
1007,flüchten::V,paeta,утекти
1008,sehen::V,nähdä,бачити
1009,anschauen::V,katsoa,поглянути
1010,ansehen::V,katsoa,дивитися на
1011,hören::V,kuulla,чути
1012,zuhören::V,kuunnella,слухати
1013,probieren::V,maistaa,покуштувати
1014,riechen::V,haistaa,нюхати
1015,fühlen::V,tuntea,відчувати
1016,scheinen::V,tuntua,здаватися
1017,zu sehen sein::V,näkyä,виднітися
1018,vernehmen::V,kuulla,почути
1019,frieren::V,palella,мерзнути
1020,tun::V,tehdä,робити
1021,können::V,osata,могти
1022,wollen::V,tahtoa,хотіти
1023,anfangen::V,ruveta,почати
1024,anfangen::V,aloittaa,почати
1025,beenden::V,lopettaa,закінчити
1026,aufhören::V,loppua,перестати
1027,gelingen::V,onnistua,вдатися
1028,geraten::V,sujua,опинитися
1029,geraten::V,joutua,опинитися
1030,öffnen::V,avata,відкрити
1031,öffnen::V,aukaista,відкрити
1032,schließen::V,sulkea,закрити
1033,stellen::V,panna,поставити
1034,stellen::V,asettaa,поставити
1035,setzen::V,panna,посадити
1036,setzen::V,istuttaa,посадити
1037,legen::V,panna,класти
1038,legen::V,asettaa,класти
1039,berühren::V,koskea,чіпати
1040,berühren::V,koskettaa,чіпати
1041,verbinden::V,liittää,зв’язати
1042,verbinden::V,yhdistää,зв’язати
1043,bedecken::V,kattaa,покрити
1044,bedecken::V,peittää,покрити
1045,aufhängen::V,ripustaa,повісити
1046,anzünden::V,sytyttää,запалити
1047,aufheben::V,ylös nostaa,підняти
1048,aufheben::V,nostaa,підняти
1049,zurücklassen::V,jättää,залишити
1050,verlieren::V,kadottaa,загубити
1051,fallen lassen::V,pudottaa,упустити
1052,machen::V,tehdä,зробити
1053,herstellen::V,tuottaa,виготовити
1054,herstellen::V,valmistaa,виготовити
1055,bauen::V,rakentaa,будувати
1056,reparieren::V,korjata,лагодити
1057,verbessern::V,parantaa,поліпшити
1058,ändern::V,muuttaa,змінити
1059,graben::V,kaivaa,копати
1060,beugen::V,taivuttaa,зігнути
1061,biegen::V,taivuttaa,погнути
1062,drehen::V,kääntää,вертіти
1063,wenden::V,kääntää,повернути
1064,umdrehen::V,kääntää,перевернути
1065,heben::V,nostaa,піднімати
1066,heben::V,kohottaa,піднімати
1067,hochheben::V,nostaa,підняти
1068,ergreifen::V,tarttua,схопити
1069,halten::V,pitää,тримати
1070,drücken::V,painaa,натискати
1071,drücken::V,puristaa,натискати
1072,schieben::V,työntää,пхати
1073,schieben::V,työntää,штовхати
1074,kratzen::V,raapia,шкребти
1075,lecken::V,nuolla,лизати
1076,beißen::V,purra,кусати
1077,abreißen::V,repiä,відірвати
1078,abschneiden::V,leikata poikki,відрізати
1079,abschneiden::V,leikata,відрізати
1080,binden::V,sitoa,в’язати
1081,stecken::V,pistää,увіткнути
1082,brechen::V,murtaa,зламати
1083,klopfen::V,koputtaa,стукати
1084,klopfen::V,kolkuttaa,стукати
1085,hauen::V,lyödä,бити
1086,kleben::V,liimata,клеїти
1087,reiben::V,hieroa,терти
1088,reiben::V,hangata,терти
1089,streichen::V,sivellä,намазати
1090,schleifen::V,hioa,точити
1091,schneiden::V,leikata,різати
1092,rütteln::V,ravistaa,хитати
1093,schütteln::V,pudistaa,трясти
1094,schwenken::V,heiluttaa,махати
1095,schütten::V,kaataa,налити
1096,füllen::V,täyttää,наповнити
1097,einwickeln::V,kääriä,загорнути
1098,tragen::V,kantaa,нести
1099,schleppen::V,raahata,тягти
1100,ziehen::V,vetää,тягнути
1101,aufbewahren::V,säilyttää,зберігати
1102,werfen::V,viskata,кидати
1103,fangen::V,napata,ловити
1104,fangen::V,ottaa kiinni,ловити
1105,packen::V,tarttua,схопити
1106,verstecken::V,kätkeä,сховати
1107,verstecken::V,piilottaa,сховати
1108,teilen::V,jakaa,розділити
1109,schicken::V,lähettää,посилати
1110,bringen::V,viedä,принести
1111,hinzufügen::V,lisätä,додати
1112,bekommen::V,saada,дістати
1113,erhalten::V,saada,одержати
1114,nehmen::V,ottaa,взяти
1115,wählen::V,valita,вибрати
1116,auswählen::V,valikoida,відібрати
1117,bewahren::V,säilyttää,зберегти
1118,behindern::V,estää,перешкоджати
1119,verderben::V,pilata,зіпсувати
1120,verderben::V,turmella,зіпсувати
1121,beschädigen::V,vioittaa,зашкодити
1122,beschädigen::V,vahingoittaa,зашкодити
1123,zerbrechen::V,rikkoa,розбити
1124,zerreißen::V,repiä rikki,розірвати
1125,zerreißen::V,repiä palasiksi,розірвати
1126,zerstören::V,hävittää,зруйнувати
1127,verbrennen::V,polttaa,спалити
1128,geben::V,antaa,дати
1129,reichen::V,ojentaa,передати
1130,schenken::V,lahjoittaa,дарувати
1131,versprechen::V,luvata,обіцяти
1132,wünschen::V,toivottaa,бажати
1133,loben::V,ylistää,хвалити
1134,küssen::V,suudella,цілувати
1135,wiegen::V,tuudittaa,качати
1136,wiegen::V,keinuttaa,качати
1137,zudecken::V,peittää,накрити
1138,wecken::V,herättää,розбудити
1139,zeigen::V,näyttää,показати
1140,zeigen::V,osoittaa,показати
1141,führen::V,johdattaa,вести
1142,lehren::V,opettaa,вчити
1143,unterrichten::V,opettaa,викладати
1144,aufziehen::V,kasvattaa,виховати
1145,leiten::V,johtaa,керувати
1146,antreiben::V,hoputtaa,підганяти
1147,lassen::V,antaa,змусити
1148,einladen::V,kutsua,запросити
1149,vereinigen::V,yhdistää,об’єднати
1150,besuchen::V,vierailla,завітати
1151,besuchen::V,vierailla,відвідати
1152,treffen::V,tavata,зустріти
1153,sich versammeln::V,kokoontua,зібратися
1154,spielen::V,pelata,грати
1155,spielen::V,leikkiä,грати
1156,singen::V,laulaa,співати
1157,tanzen::V,tanssia,танцювати
1158,sich trennen::V,erota,розлучитися
1159,verlassen::V,jättää,покинути
1160,retten::V,pelastaa,врятувати
1161,bewachen::V,vartioida,охороняти
1162,schützen::V,suojella,уберігати
1163,verteidigen::V,puolustaa,захистити
1164,sich schlagen::V,tapella,битися
1165,sich schlagen::V,tapella,дратися
1166,schießen::V,ampua,стріляти
1167,siegen::V,voittaa,перемогти
1168,ärgern::V,ärsyttää,сердити
1169,schlagen::V,lyödä,ударити
1170,treten::V,potkaista,штовхати
1171,stechen::V,pistää,вколоти
1172,stoßen::V,sysätä,штовхнути
1173,stoßen::V,työntää,штовхнути
1174,stehlen::V,varastaa,украсти
1175,stören::V,häiritä,перешкодити
1176,belästigen::V,häiritä,докучати
1177,verbergen::V,kätkeä,сховати
1178,täuschen::V,harhauttaa,обдурити
1179,betrügen::V,pettää,зшахраювати
1180,betrügen::V,petkuttaa,зшахраювати
1181,töten::V,tappaa,убити
1182,wohnen::V,asua,жити
1183,wohnen::V,asua,мешкати
1184,arbeiten::V,tehdä työtä,працювати
1185,arbeiten::V,työskennellä,працювати
1186,sammeln::V,koota,зібрати
1187,sammeln::V,kerätä,зібрати
1188,pflücken::V,poimia,зривати
1189,jagen::V,metsästää,полювати
1190,fischen::V,kalastaa,рибалити
1191,fassen::V,pyydystää,піймати
1192,fassen::V,saalistaa,піймати
1193,hüten::V,paimentaa,пасти
1194,treiben::V,ajaa,гнати
1195,anbinden::V,kytkeä,прив’язати
1196,füttern::V,ruokkia,годувати
1197,füttern::V,ruokkia,харчувати
1198,melken::V,lypsää,доїти
1199,hacken::V,hakata,рубати
1200,gießen::V,kastella,полити
1201,reifen::V,kypsyä,дозріти
1202,zubereiten::V,valmistaa,зготовити
1203,zubereiten::V,valmistaa,приготувати
1204,kochen::V,keittää,варити
1205,kochen::V,keittää,готувати
1206,backen::V,leipoa,пекти
1207,braten::V,paistaa,смажити
1208,umrühren::V,hämmentää,переміщати
1209,stricken::V,kutoa,в’язати
1210,stricken::V,neuloa,в’язати
1211,nähen::V,ommella,шити
1212,färben::V,värjätä,пофарбувати
1213,färben::V,värittää,пофарбувати
1214,reinigen::V,puhdistaa,очистити
1215,waschen::V,pestä,мити
1216,abwischen::V,pyyhkiä,витерти
1217,spülen::V,huuhtoa,полоскати
1218,fegen::V,pyyhkäistä,підмітати
1219,kehren::V,lakaista,мести
1220,baden::V,kylpeä,купатися
1221,sich waschen::V,peseytyä,митися
1222,ausziehen::V,riisua,зняти
1223,anziehen::V,pukea ylleen,надіти
1224,sich anziehen::V,pukeutua,одягтися
1225,sich anziehen::V,pukeutua,одягнутися
1226,kämmen::V,kammata,зачесати
1227,schmücken::V,koristaa,оздобити
1228,schmücken::V,kaunistaa,оздобити
1229,sagen::V,sanoa,сказати
1230,sprechen::V,puhua,говорити
1231,reden::V,keskustella,розмовляти
1232,sich unterhalten::V,jutella,бесідувати
1233,fragen::V,kysyä,запитати
1234,bitten::V,pyytää,просити
1235,erzählen::V,kertoa,розповісти
1236,mitteilen::V,ilmoittaa,повідомити
1237,nennen::V,kutsua,назвати
1238,nennen::V,nimittää,назвати
1239,rufen::V,kutsua,кликати
1240,prahlen::V,kerskailla,хвалитися
1241,übersetzen::V,kääntää,перекласти
1242,denken::V,miettiä,думати
1243,denken::V,miettiä,мислити
1244,denken::V,ajatella,думати
1245,denken::V,ajatella,мислити
1246,glauben::V,uskoa,вірити
1247,bemerken::V,huomata,помітити
1248,erkennen::V,tunnistaa,пізнати
1249,begreifen::V,ymmärtää,осягнути
1250,verstehen::V,ymmärtää,почути
1251,lernen::V,oppia,навчатися
1252,wissen::V,tietää,знати
1253,sich erinnern an::V,muistaa,пам’ятати
1254,vergessen::V,unohtaa,забути
1255,messen::V,mitata,міряти
1256,zählen::V,laskea,лічити
1257,rechnen::V,laskea,рахувати
1258,lesen::V,lukea,читати
1259,malen::V,maalata,малювати
1260,zeichnen::V,piirtää,рисувати
1261,zeichnen::V,piirustaa,рисувати
1262,schreiben::V,kirjoittaa,писати
1263,besitzen::V,omistaa,мати
1264,kaufen::V,ostaa,купити
1265,verkaufen::V,myydä,продати
1266,bezahlen::V,maksaa,заплатити
1267,zahlen::V,maksaa,платити
1268,beherrschen::V,hallita,володіти
1269,ertragen::V,kestää,витерпіти
