,Concept_ID,tr,ml
650,reif::A,olgun,പഴുത്ത
651,lecker::A,lezzetli,രുചികരമായ
652,süß::A,tatlı,മധുരമുള്ള
653,süß::A,şekerli,മധുരമുള്ള
654,bitter::A,acı,കടുത്ത
655,sauer::A,ekşi,പുളിപ്പുള്ള
656,hell::A,aydınlık,ജ്വലിക്കുന്ന
657,dunkel::A,karanlık,ഇരുണ്ട
658,schwarz::A,kara,കറുത്ത
659,schwarz::A,siyah,കറുത്ത
660,weiß::A,ak,വെളുത്ത
661,weiß::A,beyaz,വെളുത്ത
662,rot::A,kırmızı,ചുവന്ന
663,gelb::A,sarı,മഞ്ഞനിറമായ
664,blau::A,mavi,നീലനിറമുള്ള
665,grün::A,yeşil,പച്ചനിറമുള്ള
666,grau::A,boz,ചാരനിറത്തിലുള്ള
667,bunt::A,renkli,വർണ്ണശബളമായ
668,billig::A,ucuz,വിലകുറഞ്ഞ
669,teuer::A,pahalı,ചെലവേറിയ
670,wertvoll::A,değerli,വിലപിടിപ്പുള്ള
671,blind::A,kör,അന്ധനായ
672,taub::A,sağır,കേൾവിക്കുറവുള്ള
673,kräftig::A,dinç,ശക്തിയുള്ള
674,kräftig::A,kuvvetli,ശക്തിയുള്ള
675,stark::A,güçlü,ബലമുള്ള
676,stark::A,kuvvetli,ബലമുള്ള
677,schwach::A,zayıf,ക്ഷീണിച്ച
678,schwach::A,güçsüz,ക്ഷീണിച്ച
679,fett::A,şişman,കൊഴുപ്പുള്ള
680,schlank::A,narin,മെലിഞ്ഞ
681,hübsch::A,güzel,മനോഹരമായ
682,hübsch::A,sevimli,മനോഹരമായ
683,böse::A,kötü,പാപിയായ
684,dumm::A,aptal,വിവരംകെട്ട
685,faul::A,tembel,അലസനായ
686,fleißig::A,çalışkan,അദ്ധ്വാനശീലമുള്ള
687,geizig::A,cimri,പിശുക്കനായ
688,klug::A,zekî,ബുദ്ധിസാമർഥ്യമുള്ള
689,klug::A,akıllı,ബുദ്ധിസാമർഥ്യമുള്ള
690,geschickt::A,becerikli,പ്രതിഭാശാലി
691,lieb::A,sevimli,പ്രിയപ്പെട്ട
692,lustig::A,neşeli,ആനന്ദകരമായ
693,sanft::A,nazik,സൌമ്യമായ
694,hungrig::A,aç,വിശപ്പുള്ള
695,krank::A,hasta,അസുഖമുള്ള
696,krank::A,rahatsız,അസുഖമുള്ള
697,nackt::A,çıplak,നഡമായ
698,traurig::A,kederli,വിഷമമുള്ള
699,traurig::A,üzüntülü,വിഷമമുള്ള
700,lebendig::A,canlı,ഉപജീവനം
701,gut::A,iyi,നല്ല
702,schlecht::A,kötü,മോശമായ
703,richtig::A,doğru,ശരിയായ
704,schlimm::A,kötü,വൃത്തികെട്ട
705,wahr::A,doğru,ശരിയായ
706,wahr::A,gerçek,ശരിയായ
707,alt::A,eski,പഴയ
708,neu::A,yeni,പുതിയ
709,ehemalig::A,önceki,മുൻ
710,alt[Lebewesen]::A,yaşlı,വയസ്സുള്ള
711,jung::A,genç,കൌമാരമായ
712,arm::A,fakir,പാവപ്പെട്ട
713,reich::A,zengin,സമ്പന്നമായ
714,bekannt::A,bilinen,പരിചിതമായ
715,berühmt::A,ünlü,പ്രശസ്തനായ
716,berühmt::A,meşhur,പ്രശസ്തനായ
717,fremd::A,yabancı,വൈദേശികമായ
718,verschieden::A,ayrı,വ്യത്യസ്തമായ
719,verschieden::A,farklı,വ്യത്യസ്തമായ
720,nah::A,yakın,അരികത്തുള്ള
721,nah::A,bitişik,അരികത്തുള്ള
722,fern::A,uzak,അകലെയുള്ള
723,linker::A,sol,അവശേഷിച്ച
724,rechter::A,sağ,വലത്തേ
725,anderer::A,diğer,മറ്റുള്ള
726,erster::A,ilk,ആദ്യത്തെ
727,erster::A,birinci,ആദ്യത്തെ
728,zweiter::A,ikinci,രണ്ടാം
729,dritter::A,üçüncü,മൂന്നാമത്
730,letzter::A,son,അവസാനത്തെ
731,letzter::A,sonuncu,അവസാനത്തെ
732,allein::ADV,yalnız,തനിച്ചുള്ള
733,allein::ADV,tek başına,തനിച്ചുള്ള
734,auf einmal::ADV,birden,ഉടന്
735,zusammen::ADV,beraber,ഒരുമിച്ച
736,zusammen::ADV,birlikte,ഒരുമിച്ച
737,lange::ADV,çok,നീണ്ട_കാലത്തേയ്ക്ക്
738,lange::ADV,uzun,നീണ്ട_കാലത്തേയ്ക്ക്
739,plötzlich::ADV,ansızın,പെട്ടെന്ന്
740,plötzlich::ADV,birdenbire,പെട്ടെന്ന്
741,sofort::ADV,hemen,തത്ക്ഷണം
742,sofort::ADV,derhal,തത്ക്ഷണം
743,später::ADV,daha sonra,പിന്നീട്
744,jetzt::ADV,şimdi,ഇപ്പോൾ
745,heute::ADV,bugün,ഇന്ന്
746,morgen::ADV,yarın,നാളെ
747,bald::ADV,yakında,ഉടനെ
748,dann::ADV,sonra,അപ്പോൾ
749,gestern::ADV,dün,ഇന്നലെ
750,einst::ADV,eskiden,പണ്ടൊരിക്കല്
751,damals::ADV,o zamanlar,അപ്പോൾ
752,danach::ADV,sonradan,പിന്നീട്
753,danach::ADV,ondan sonra,പിന്നീട്
754,vorher::ADV,önce,മുൻപ്
755,vorher::ADV,önceden,മുൻപ്
756,zuerst::ADV,ilk önce,ആദ്യം
757,einmal::ADV,bir defa,ഒരിക്കൽ
758,manchmal::ADV,bazan,ചിലപ്പോൾ
759,oft::ADV,sık sık,പലപ്പോഴും
760,oft::ADV,çok defa,പലപ്പോഴും
761,immer::ADV,daima,എപ്പോഴും
762,immer::ADV,her zaman,എപ്പോഴും
763,niemals::ADV,asla değil,ഒരിക്കലും
764,niemals::ADV,hiçbir zaman,ഒരിക്കലും
765,hier::ADV,burada,ഇവിടെ
766,hierhin::ADV,buraya,ഇവിടേക്ക്
767,von hier::ADV,buradan,ഇവിടെനിന്ന്
768,dort::ADV,orada,അവിടെ
769,dort::ADV,şurada,അവിടെ
770,dorthin::ADV,oraya,അവിടേക്ക്
771,dorthin::ADV,şuraya,അവിടേക്ക്
772,geradeaus::ADV,doğru,മുമ്പിൽ
773,geradeaus::ADV,doğru,മുമന്നോട്ട്
774,vorwärts::ADV,ileri,മുന്നോട്ട്
775,rückwärts::ADV,geri,തലതിരിച്ച്
776,zurück::ADV,geriye,പുറകിലേക്ക്
777,unten::ADV,aşağıda,താഴെ
778,hinab::ADV,aşağıya,താഴേക്ക്
779,oben::ADV,yukarıda,മുകളിൽ
780,hinauf::ADV,yukarı,മുകളിൽ
781,hinauf::ADV,yukarıya,മുകളിൽ
782,überall::ADV,her yerde,എല്ലായിടത്തും
783,nicht::ADV,-mi-,ഇല്ല
784,nicht::ADV,değil,ഇല്ല
785,ein wenig::ADV,biraz,കുറച്ച്
786,kaum::ADV,dar,കഷ്ടിച്ച്
787,kaum::ADV,hemen hemen değil,കഷ്ടിച്ച്
788,sehr::ADV,pek,വളരെ
789,sehr::ADV,gayet,വളരെ
790,so::ADV,öyle,അങ്ങനെ
791,so::ADV,böyle,അങ്ങനെ
792,noch::ADV,hâlâ,ഇപ്പോഴും
793,noch::ADV,henüz,ഇപ്പോഴും
794,nur::ADV,ancak,മാത്രം
795,nur::ADV,yalnız,മാത്രം
796,schon::ADV,çoktan,നേരത്തേ തന്നെ
797,wieder::ADV,tekrar,വീണ്ടും
798,wieder::ADV,yeniden,വീണ്ടും
799,vergebens::ADV,boşuna,വിഫല
800,vor::PRP,önünde,മുമ്പിൽ
801,hinter::PRP,arkasında,പുറകിൽ
802,unter::PRP,altında,കീഴിൽ
803,durch::PRP,sayesinde,ഉള്ളിലൂടെ
804,durch::PRP,ortasından,ഉള്ളിലൂടെ
805,neben::PRP,yanında,അടുത്ത്
806,zwischen::PRP,arasında,ഇടയ്ക്ക്
807,wegen::PRP,dolayı,നിമിത്തം
808,dies::PRN,bu,ഇത്
809,das::PRN,o,അത്
810,das::PRN,şu,അത്
811,alles::PRN,hepsi,എല്ലാം
812,alles::PRN,her şey,എല്ലാം
813,ich::PRN,ben,ഞാൻ
814,du::PRN,sen,നിങ്ങൾ
815,er::PRN,o,അദ്ദേഹം
816,er::PRN,o,അയാൾ
817,er::PRN,o,അവൻ
818,er::PRN,o,അവർ
819,er::PRN,o,അവൾ
820,wir::PRN,biz,നമ്മൾ
821,ihr::PRN,siz,നിങ്ങൾ
822,sie::PRN,onlar,അവർ
823,was::FPRN,ne,എന്ത്
824,wer::FPRN,kim,ആര്
825,wo::FADV,nerede,എവിടെ
826,wohin::FADV,nereye,എവിടേക്ക്
827,wie::FADV,nasıl,എങ്ങനെ
828,warum::FADV,neden,എന്തുകൊണ്ട്
829,wieviel::FNUM,kaç,എത്ര
830,wieviel::FNUM,ne kadar,എത്ര
831,eins::NUM,bir,ഒന്ന്
832,zwei::NUM,iki,രണ്ട്
833,drei::NUM,üç,മൂന്ന്
834,vier::NUM,dört,നാല്
835,fünf::NUM,beş,അഞ്ച്
836,sechs::NUM,altı,ആറ്
837,sieben::NUM,yedi,ഏഴ്
838,acht::NUM,sekiz,എട്ട്
839,neun::NUM,dokuz,ഒമ്പത്
840,zehn::NUM,on,പത്ത്
841,elf::NUM,on bir,പതിനൊന്ന്
842,zwölf::NUM,on iki,പന്ത്രണ്ട്
843,zwanzig::NUM,yirmi,ഇരുപത്
844,dreißig::NUM,otuz,മുപ്പത്
845,vierzig::NUM,kırk,നാൽപ്പത്
846,fünfzig::NUM,elli,അൻപത്
847,sechzig::NUM,altmış,അറുപത്
848,siebzig::NUM,yetmiş,എഴുപത്
849,achtzig::NUM,seksen,എൺപത്
850,neunzig::NUM,doksan,തൊണ്ണൂറ്
851,hundert::NUM,yüz,നൂറ്
852,tausend::NUM,bin,ആയിരം
853,und::CNJ,ve,ഉം
854,und::CNJ,ile,ഉം
855,oder::CNJ,ya,അഥവാ
856,oder::CNJ,yahut,അഥവാ
857,stehen::V,durmak,നിൽക്കുക
858,sitzen::V,oturmak,ഇരിക്കുക
859,liegen::V,yatmak,കിടക്കുക
860,hängen::V,asılı olmak,തൂങ്ങുക
861,werden::V,olmak,ആയിത്തീരുക
862,werden::V,olunmak,ആയിത്തീരുക
863,passieren::V,olmak,സംഭവിക്കുക
864,beginnen::V,başlamak,ആരംഭിക്കുക
865,enden::V,bitmek,അവസാനിപ്പിക്കുക
866,enden::V,sona ermek,അവസാനിപ്പിക്കുക
867,wechseln::V,değişmek,മാറ്റുക
868,aufgehen[Sonne]::V,doğmak,ഉയരുക
869,untergehen[Sonne]::V,batmak,അടുക്കി_വയ്ക്കുക
870,scheinen[Sonne]::V,parlamak,പ്രകാശിക്കുക
871,donnern::V,gök gürlemek,ഇടിവെട്ടുക
872,wehen::V,esmek,വീശുക
873,strömen::V,akmak,ഒഴുകുക
874,fließen::V,akmak,ഒഴുകുക
875,sich drehen::V,dönmek,ചുറ്റുക
876,sich drehen::V,dönmek,കറക്കുക
877,schwanken::V,sallanmak,ഇരുവശത്തേയ്ക്കും_ആടുക
878,schwingen::V,titremek,ആടുക
879,fallen::V,düşmek,വീഴുക
880,brennen::V,yanmak,കത്തുക
881,rauchen::V,tütmek,പുകയുക
882,regnen::V,yağmak,മഴ_പെയ്യുക
883,gefrieren::V,donmak,തണത്ത്_മരവിക്കുക
884,tauen::V,erimek,അലിയുക
885,schmelzen::V,erimek,ഉരുകുക
886,trocknen::V,kurumak,വരളുക
887,sieden::V,kaynamak,തിളപ്പിക്കുക
888,faulen::V,çürümek,ചീയുക
889,verfaulen::V,çürümek,അഴുകുക
890,reißen::V,yırtılmak,ശബ്ദത്തോടെ_മുറിയുക
891,versinken::V,batmak,മുക്കുക
892,vergehen::V,geçmek,കടന്നുപോകുക
893,erscheinen::V,görünmek,പ്രത്യക്ഷപ്പെടുക
894,verschwinden::V,kaybolmak,അദൃശ്യമാകുക
895,sinken::V,inmek,താഴുക
896,abnehmen::V,azalmak,കുറിയുക
897,zunehmen::V,artmak,വർദ്ധിക്കുക
898,zunehmen::V,çoğalmak,വർദ്ധിക്കുക
899,steigen::V,artmak,ഉയരുക
900,steigen::V,yükselmek,ഉയരുക
901,wachsen::V,büyümek,വളരുക
902,wachsen::V,gelişmek,വളരുക
903,glänzen::V,parlamak,മിന്നുക
904,funkeln::V,parıldamak,തിളങ്ങുക
905,lärmen::V,gürültü yapmak,ശബ്ദമുണ്ടാക്കുക
906,läuten::V,çalmak,മണിമുഴങ്ങുക
907,klingeln::V,zil çalmak,ചിലമ്പുക
908,klirren::V,şakırdamak,കിലുക്കുക
909,klirren::V,zangırdamak,കിലുക്കുക
910,brausen::V,köpürmek,മുഴങ്ങുക
911,brausen::V,kükremek,മുഴങ്ങുക
912,rauschen::V,fışırdamak,അനങ്ങുക
913,klingen::V,tınlamak,മുഴക്കുക
914,bellen::V,havlamak,കുരയ്ക്കുക
915,heulen::V,ulumak,ഓരിയിടുക
916,blasen::V,üflemek,ഊതുക
917,pfeifen::V,düdük çalmak,വിസിലടിക്കുക
918,schreien::V,bağırmak,ആക്രോശിക്കുക
919,schreien::V,haykırmak,ആക്രോശിക്കുക
920,stöhnen::V,inlemek,അരക്കം
921,stöhnen::V,inlemek,ആർത്തനാദം
922,zittern::V,titremek,വിറയ്ക്കുക
923,leben::V,yaşamak,താമസിക്കുക
924,leben::V,hayatta olmak,താമസിക്കുക
925,geboren werden::V,doğmak,ജനിക്കുക
926,atmen::V,solunmak,ശ്വസിക്കുക
927,atmen::V,nefes almak,ശ്വസിക്കുക
928,trinken::V,içmek,കുടിക്കുക
929,essen::V,yemek,കഴിക്കുക
930,schlucken::V,yutmak,വിഴുങ്ങുക
931,müde werden::V,yorulmak,ക്ഷീണിക്കുക
932,einschlafen::V,uykuya dalmak,നിദ്രിക്കുക
933,schlafen::V,uyumak,ഉറങ്ങുക
934,aufwachen::V,uyanmak,ഉണരുക
935,aufstehen::V,kalkmak,എഴുന്നേൽക്കുക
936,aufstehen::V,yataktan kalkmak,എഴുന്നേൽക്കുക
937,sich erholen::V,dinlenmek,വിശ്രമിക്കുക
938,krank werden::V,hastalanmak,ദീനംപിടിക്കുക
939,krank sein::V,hasta olmak,രോഗികളാകുക
940,schmerzen::V,ağrımak,വേദനിക്കുക
941,husten::V,öksürmek,ചുമയ്ക്കുക
942,genesen::V,şifa bulmak,സുഖപ്പെടുക
943,sterben::V,ölmek,മരിക്കുക
944,sterben::V,vefat etmek,മരിക്കുക
945,umkommen::V,ölmek,മരിക്കുക
946,sich bewegen::V,hareket etmek,സ്ഥലം_മാറുക
947,sich rühren::V,kımıldanmak,ചലിക്കുക
948,sich erheben::V,kalkmak,നിൽക്കുക
949,sich erheben::V,ayağa kalkmak,നിൽക്കുക
950,sich setzen::V,oturmak,ഇരിക്കുക
951,hinfallen::V,yere düşmek,വീഴുക
952,laufen::V,yürümek,നടക്കുക
953,schreiten::V,yürümek,നടക്കുക
954,schreiten::V,adım atmak,നടക്കുക
955,spazierengehen::V,gezmek,ഉലാത്തുക
956,spazierengehen::V,dolaşmak,ഉലാത്തുക
957,eilen::V,seğirtmek,പാഞ്ഞെത്തുക
958,sich beeilen::V,acele etmek,തിരിക്കുകൂട്ടുക
959,sich beeilen::V,acele etmek,തിടുക്കം_കാട്ടുക
960,sausen::V,hızla gitmek,കുതിക്കുക
961,rennen::V,koşmak,ഓടുക
962,springen::V,atlamak,ചാടുക
963,springen::V,sıçramak,ചാടുക
964,klettern::V,tırmanmak,കയറുക
965,schaukeln::V,sallanmak,ഇളകുക
966,kriechen::V,sürünmek,പതുങ്ങികയറുക
967,schwimmen::V,yüzmek,നീന്തുക
968,tauchen::V,dalmak,വെള്ളത്തിലേക്ക് ചാടുക
969,rudern::V,kürek çekmek,തുഴയുക
970,fahren::V,gitmek,വാഹനം ഓടിക്കുക
971,fliegen::V,uçmak,പറക്കുക
972,gehen::V,gitmek,പോകുക
973,weggehen::V,gitmek,വിടുക
974,abfahren::V,kalkmak,പുറപ്പെടുക
975,anhalten::V,durmak,നിർത്തുക
976,hineingehen::V,içeri girmek,പ്രവേശിക്കുക
977,eintreten::V,girmek,പ്രവേശിക്കുക
978,kommen::V,gelmek,വരുക
979,ankommen::V,varmak,എത്തിച്ചേരുക
980,zurückkommen::V,dönmek,തിരിച്ചു വരുക
981,bleiben::V,kalmak,തുടരുക
982,warten::V,beklemek,കാത്തിരിക്കുക
983,erwarten::V,beklemek,പ്രതീക്ഷിക്കുക
984,suchen::V,aramak,തിരയുക
985,finden::V,bulmak,കണ്ടെത്തുക
986,versuchen::V,denemek,ശ്രമിക്കുക
987,vorbereiten::V,hazırlamak,തയ്യാറെടുക്കുക
988,lieben::V,sevmek,സ്നേഹിക്കുക
989,mögen::V,beğenmek,ഇഷ്ടപ്പെടുക
990,lachen::V,gülmek,ചിരിക്കുക
991,rühren::V,dokunmak,ഹൃദയം സ്പർശിക്കുക
992,rühren::V,duygulandırmak,ഹൃദയം സ്പർശിക്കുക
993,weinen::V,ağlamak,തേങ്ങുക
994,schimpfen::V,küfretmek,പിറുപിറുക്കുക
995,sich ärgern::V,kızmak,കോപിക്കുക
996,sich fürchten::V,korkmak,പേടിക്കുക
997,fürchten::V,korkmak,പേടിക്കുക
998,fliehen::V,kaçmak,രക്ഷപ്പെടുക
999,flüchten::V,kaçmak,രക്ഷപ്പെടുക
1000,sehen::V,görmek,കാണുക
1001,anschauen::V,seyretmek,നോക്കുക
1002,ansehen::V,bakmak,നോക്കുക
1003,hören::V,duymak,കേൾക്കുക
1004,hören::V,işitmek,കേൾക്കുക
1005,zuhören::V,dinlemek,ശ്രദ്ധിക്കുക
1006,probieren::V,denemek,രുചിയുള്ളതായി_തോന്നുക
1007,probieren::V,tadına bakmak,രുചിയുള്ളതായി_തോന്നുക
1008,riechen::V,kokusunu almak,മണത്തു_നോക്കുക
1009,fühlen::V,duymak,സ്പർശിച്ചറിയുക
1010,fühlen::V,hissetmek,സ്പർശിച്ചറിയുക
1011,scheinen::V,görünmek,കാണപ്പെടുക
1012,zu sehen sein::V,görünmek,വെളിച്ചപ്പെടുക
1013,vernehmen::V,haber almak,കേൾക്കുക
1014,frieren::V,üşümek,വിറയ്ക്കുക
1015,tun::V,etmek,ചെയ്യുക
1016,tun::V,yapmak,ചെയ്യുക
1017,können::V,bilmek,കഴിയുക
1018,wollen::V,istemek,വേണുക
1019,anfangen::V,başlamak,തുടങ്ങുക
1020,beenden::V,bitirmek,പൂർത്തിയാക്കുക
1021,aufhören::V,bitmek,നിർത്തുക
1022,gelingen::V,başarmak,വിജയിക്കുക
1023,geraten::V,düşmek,പരിണമിക്കുക
1024,öffnen::V,açmak,തുറക്കുക
1025,schließen::V,kapamak,അടയ്ക്കുക
1026,stellen::V,koymak,വയ്ക്കുക
1027,setzen::V,koymak,വയ്ക്കുക
1028,setzen::V,oturtmak,വയ്ക്കുക
1029,legen::V,koymak,ഇടുക
1030,legen::V,yatırmak,ഇടുക
1031,berühren::V,dokunmak,തൊടുക
1032,verbinden::V,bağlamak,ഘടിപ്പിക്കുക
1033,verbinden::V,birleştirmek,ഘടിപ്പിക്കുക
1034,bedecken::V,örtmek,മുടുക
1035,bedecken::V,kaplamak,മുടുക
1036,aufhängen::V,asmak,കെട്ടിതൂക്കുക
1037,anzünden::V,yakmak,കത്തിക്കുക
1038,anzünden::V,ateşlemek,കത്തിക്കുക
1039,aufheben::V,kaldırmak,പെറുക്കിയെടുക്കുക
1040,zurücklassen::V,geride bırakmak,വച്ചുപോരുക
1041,verlieren::V,yitirmek,നഷ്ടപ്പെടുക
1042,verlieren::V,kaybetmek,നഷ്ടപ്പെടുക
1043,fallen lassen::V,düşürmek,വീഴ്ത്തുക
1044,machen::V,yapmak,ഉണ്ടാക്കുക
1045,herstellen::V,yapmak,ഉൽപാദിപ്പിക്കുക
1046,herstellen::V,imal etmek,ഉൽപാദിപ്പിക്കുക
1047,bauen::V,kurmak,നിർമ്മിക്കുക
1048,bauen::V,inşa etmek,നിർമ്മിക്കുക
1049,reparieren::V,onarmak,നന്നാക്കുക
1050,reparieren::V,tamir etmek,നന്നാക്കുക
1051,verbessern::V,düzeltmek,മെച്ചപ്പെടുക
1052,ändern::V,değiştirmek,മാറ്റംവരുത്തുക
1053,graben::V,kazmak,കുഴിക്കുക
1054,beugen::V,eğmek,വണങ്ങുക
1055,biegen::V,bükmek,കുനിയുക
1056,drehen::V,çevirmek,തിരിക്കുക
1057,drehen::V,döndürmek,തിരിക്കുക
1058,wenden::V,çevirmek,തിരിയുക
1059,umdrehen::V,çevirmek,തിരിയുക
1060,heben::V,kaldırmak,ഉയർത്തുക
1061,hochheben::V,yukarı kaldırmak,ഉയർത്തുക
1062,ergreifen::V,tutmak,ബലമായി_പിടിക്കുക
1063,ergreifen::V,yakalamak,ബലമായി_പിടിക്കുക
1064,halten::V,tutmak,പിടിക്കുക
1065,drücken::V,sıkmak,അമർത്തുക
1066,schieben::V,itmek,തള്ളുക
1067,schieben::V,sürmek,തള്ളുക
1068,kratzen::V,kaşımak,ചുരണ്ടുക
1069,lecken::V,yalamak,നക്കുക
1070,beißen::V,ısırmak,കടിക്കുക
1071,abreißen::V,koparmak,കീറിക്കളയുക
1072,abschneiden::V,keserek ayırmak,മുറിച്ചുമാറ്റുക
1073,binden::V,bağlamak,കെട്ടുക
1074,stecken::V,sokmak,തുളയ്ക്കുക
1075,brechen::V,kırmak,ഉടയുക
1076,klopfen::V,çalmak,തട്ടുക
1077,hauen::V,vurmak,അടിക്കുക
1078,kleben::V,yapıştırmak,ഒട്ടിക്കുക
1079,reiben::V,ovmak,തിരുമ്മിത്തുടയ്ക്കുക
1080,reiben::V,sürtmek,തിരുമ്മിത്തുടയ്ക്കുക
1081,streichen::V,sürmek,പടർത്തുക
1082,schleifen::V,bilemek,പൊടിക്കുക
1083,schneiden::V,kesmek,മുറിക്കുക
1084,rütteln::V,sallamak,മുട്ടുക
1085,schütteln::V,sarsmak,കുലുക്കുക
1086,schütteln::V,çalkamak,കുലുക്കുക
1087,schwenken::V,sallamak,ആടുക
1088,schütten::V,dökmek,ഒഴിക്കുക
1089,schütten::V,akıtmak,ഒഴിക്കുക
1090,füllen::V,doldurmak,നിറയ്ക്കുക
1091,einwickeln::V,sarmak,പൊതിയുക
1092,tragen::V,taşımak,വഹിക്കുക
1093,schleppen::V,sürüklemek,വലിച്ചിഴയ്ക്കുക
1094,ziehen::V,çekmek,വലിക്കുക
1095,aufbewahren::V,saklamak,വയ്ക്കുക
1096,werfen::V,atmak,എറിയുക
1097,fangen::V,tutmak,പിടിക്കുക
1098,fangen::V,yakalamak,പിടിക്കുക
1099,packen::V,tutmak,തട്ടിപ്പറിക്കുക
1100,packen::V,yakalamak,തട്ടിപ്പറിക്കുക
1101,verstecken::V,saklamak,മറയ്ക്കുക
1102,teilen::V,bölmek,വിഭജിക്കുക
1103,teilen::V,ayırmak,വിഭജിക്കുക
1104,schicken::V,yollamak,അയയ്ക്കുക
1105,schicken::V,göndermek,അയയ്ക്കുക
1106,bringen::V,getirmek,കൊണ്ടുവരുക
1107,hinzufügen::V,katmak,കൂട്ടുക
1108,hinzufügen::V,eklemek,കൂട്ടുക
1109,bekommen::V,almak,കിട്ടുക
1110,bekommen::V,eline geçmek,കിട്ടുക
1111,erhalten::V,almak,സ്വീകരിക്കുക
1112,nehmen::V,almak,എടുക്കുക
1113,wählen::V,seçmek,തിരഞ്ഞെടുക്കുക
1114,auswählen::V,seçmek,തിരഞ്ഞെടുക്കുക
1115,auswählen::V,ayırmak,തിരഞ്ഞെടുക്കുക
1116,bewahren::V,korumak,പുലർത്തുക
1117,behindern::V,engellemek,തടയിടുക
1118,verderben::V,bozmak,നശിപ്പിക്കുക
1119,beschädigen::V,zedelemek,ക്ഷതമേൽപ്പിക്കുക
1120,beschädigen::V,ziyan vermek,ക്ഷതമേൽപ്പിക്കുക
1121,zerbrechen::V,kırmak,ഉടയുക
1122,zerreißen::V,yırtmak,കീറുക
1123,zerstören::V,yıkmak,നശിപ്പിക്കുക
1124,zerstören::V,tahrip etmek,നശിപ്പിക്കുക
1125,verbrennen::V,yakmak,കത്തിനശിക്കുക
1126,verbrennen::V,yakmak,കത്തിച്ചുകളയുക
1127,geben::V,vermek,കൊടുക്കുക
1128,geben::V,vermek,തരുക
1129,reichen::V,uzatmak,കൈമാറുക
1130,schenken::V,hediye etmek,സമ്മാനം കൊടുക്കുക
1131,versprechen::V,vaat etmek,വാഗ്ദാനം_നൽകുക
1132,wünschen::V,kutlamak,ആഗ്രഹിക്കുക
1133,loben::V,övmek,പുകഴ്ത്തുക
1134,küssen::V,öpmek,ഉമ്മവയ്ക്കുക
1135,wiegen::V,sallamak,ഇളകുക
1136,zudecken::V,örtmek,മുടുക
1137,wecken::V,uyandırmak,ഉണർത്തുക
1138,zeigen::V,göstermek,കാണിക്കുക
1139,führen::V,gezdirmek,നടത്തുക
1140,führen::V,yol göstermek,നടത്തുക
1141,lehren::V,okutmak,പഠിപ്പിക്കുക
1142,lehren::V,öğretmek,പഠിപ്പിക്കുക
1143,unterrichten::V,öğretmek,പരിശീലിപ്പിക്കുക
1144,aufziehen::V,yetiştirmek,വളർത്തിക്കൊണ്ടുവരുക
1145,leiten::V,yönetmek,നയിക്കുക
1146,leiten::V,idare etmek,നയിക്കുക
1147,antreiben::V,teşvik etmek,പ്രേരിപ്പിക്കുക
1148,lassen::V,-tırmak,അനുവദിക്കുക
1149,einladen::V,davet etmek,ക്ഷണിക്കുക
1150,vereinigen::V,birleştirmek,കൂടിച്ചേരുക
1151,besuchen::V,uğramak,സന്ദർശിക്കുക
1152,besuchen::V,ziyaret etmek,സന്ദർശിക്കുക
1153,besuchen::V,görmeye gitmek,സന്ദർശിക്കുക
1154,treffen::V,rastlamak,തമ്മിൽ കാണുക
1155,treffen::V,isabet etmek,തമ്മിൽ കാണുക
1156,sich versammeln::V,toplanmak,സംയോജിപ്പിക്കുക
1157,spielen::V,oynamak,കളിക്കുക
1158,singen::V,söylemek,പാടുക
1159,singen::V,şarkı söylemek,പാടുക
1160,tanzen::V,oynamak,നൃത്തം ചെയ്യുക
1161,tanzen::V,dans etmek,നൃത്തം ചെയ്യുക
1162,sich trennen::V,ayrılmak,നേർപെടുത്തുക
1163,verlassen::V,bırakmak,പിൻവാങ്ങുക
1164,verlassen::V,terk etmek,പിൻവാങ്ങുക
1165,retten::V,kurtarmak,രക്ഷിക്കുക
1166,bewachen::V,gözetmek,കാവൽനിൽക്കുക
1167,schützen::V,korumak,പരിരക്ഷിക്കുക
1168,verteidigen::V,savunmak,പ്രതിരോധിക്കുക
1169,sich schlagen::V,dövüşmek,കലഹിക്കുക
1170,schießen::V,ateş etmek,വെടിവെക്കുക
1171,siegen::V,yenmek,വിജയിക്കുക
1172,ärgern::V,kızdırmak,വിഷമിപ്പിക്കുക
1173,schlagen::V,dövmek,അടിക്കുക
1174,treten::V,tepmek,തൊഴിക്കുക
1175,stechen::V,sokmak,കുത്തുക
1176,stechen::V,batırmak,കുത്തുക
1177,stoßen::V,itmek,തള്ളുക
1178,stehlen::V,çalmak,മോഷ്ടിക്കുക
1179,stören::V,bozmak,ശല്യപ്പെടുത്തുക
1180,stören::V,etkilemek,ശല്യപ്പെടുത്തുക
1181,belästigen::V,rahatsız etmek,മെനക്കെടുക
1182,verbergen::V,saklamak,മറയ്ക്കുക
1183,verbergen::V,saklamak,ഒളിക്കുക
1184,täuschen::V,aldatmak,കബളിപ്പിക്കുക
1185,betrügen::V,aldatmak,ചതിക്കുക
1186,betrügen::V,dolandırmak,ചതിക്കുക
1187,töten::V,öldürmek,കൊല്ലുക
1188,wohnen::V,oturmak,താമസിക്കുക
1189,arbeiten::V,çalışmak,ജോലിചെയ്യുക
1190,sammeln::V,toplamak,സഞ്ചയിക്കുക
