,Concept_ID,de,he
788,genesen::V,genesen,הבריא
789,sterben::V,sterben,מת
790,umkommen::V,umkommen,נספה
791,sich bewegen::V,sich bewegen,נע
792,sich rühren::V,sich rühren,זז
793,sich erheben::V,sich erheben,קם
794,sich setzen::V,sich setzen,התישב
795,hinfallen::V,hinfallen,נפל
796,laufen::V,laufen,הלך ברגל
797,schreiten::V,schreiten,פסע
798,spazierengehen::V,spazierengehen,טיל
799,eilen::V,eilen,אץ
800,eilen::V,eilen,מהר
801,sich beeilen::V,sich beeilen,מהר
802,sausen::V,sausen,אץ
803,rennen::V,rennen,רץ
804,springen::V,springen,קפץ
805,klettern::V,klettern,טפס
806,schaukeln::V,schaukeln,התנדנד
807,kriechen::V,kriechen,זחל
808,schwimmen::V,schwimmen,שחה
809,tauchen::V,tauchen,צלל
810,rudern::V,rudern,חתר
811,fahren::V,fahren,נסע
812,fliegen::V,fliegen,עף
813,gehen::V,gehen,הלך
814,weggehen::V,weggehen,עזב
815,abfahren::V,abfahren,יצא
816,anhalten::V,anhalten,עצר
817,hineingehen::V,hineingehen,נכנס
818,eintreten::V,eintreten,נכנס
819,kommen::V,kommen,בא
820,ankommen::V,ankommen,הגיע
821,zurückkommen::V,zurückkommen,שב
822,zurückkommen::V,zurückkommen,חזר
823,bleiben::V,bleiben,נשאר
824,warten::V,warten,חכה
825,warten::V,warten,המתין
826,erwarten::V,erwarten,צפה
827,suchen::V,suchen,חפש
828,finden::V,finden,מצא
829,versuchen::V,versuchen,נסה
830,vorbereiten::V,vorbereiten,הכין
831,lieben::V,lieben,אהב
832,mögen::V,mögen,אהב
833,lachen::V,lachen,צחק
834,rühren::V,rühren,נגע ללב
835,weinen::V,weinen,בכה
836,schimpfen::V,schimpfen,גער
837,sich ärgern::V,sich ärgern,זעם
838,sich ärgern::V,sich ärgern,כעס
839,sich fürchten::V,sich fürchten,פחד
840,sich fürchten::V,sich fürchten,חשש
841,fürchten::V,fürchten,פחד מ
842,fürchten::V,fürchten,חשש מ
843,fliehen::V,fliehen,ברח
844,flüchten::V,flüchten,נמלט
845,sehen::V,sehen,ראה
846,anschauen::V,anschauen,הביט
847,ansehen::V,ansehen,התבונן
848,hören::V,hören,שמע
849,zuhören::V,zuhören,הקשיב
850,probieren::V,probieren,נסה
851,riechen::V,riechen,הריח
852,fühlen::V,fühlen,חש
853,scheinen::V,scheinen,נדמה
854,zu sehen sein::V,zu sehen sein,נראה
855,vernehmen::V,vernehmen,נודע ל
856,frieren::V,frieren,קר ל
857,tun::V,tun,פעל
858,können::V,können,יכל
859,wollen::V,wollen,רצה
860,anfangen::V,anfangen,התחיל
861,beenden::V,beenden,גמר
862,aufhören::V,aufhören,סים
863,gelingen::V,gelingen,הצליח
864,geraten::V,geraten,עלה
865,öffnen::V,öffnen,פתח
866,schließen::V,schließen,סגר
867,stellen::V,stellen,העמיד
868,setzen::V,setzen,הושיב
869,legen::V,legen,שם
870,berühren::V,berühren,נגע
871,verbinden::V,verbinden,קשר
872,bedecken::V,bedecken,כסה
873,aufhängen::V,aufhängen,תלה
874,anzünden::V,anzünden,הצית
875,aufheben::V,aufheben,אסף
876,zurücklassen::V,zurücklassen,השאיר
877,verlieren::V,verlieren,אבד
878,fallen lassen::V,fallen lassen,שמט
879,fallen lassen::V,fallen lassen,הפיל
880,machen::V,machen,עשה
881,herstellen::V,herstellen,יצר
882,bauen::V,bauen,בנה
883,reparieren::V,reparieren,תקן
884,verbessern::V,verbessern,שפר
885,ändern::V,ändern,שנה
886,graben::V,graben,חפר
887,beugen::V,beugen,כפף
888,biegen::V,biegen,כופף
889,drehen::V,drehen,סובב
890,wenden::V,wenden,הפך
891,umdrehen::V,umdrehen,סובב
892,heben::V,heben,הרים
893,hochheben::V,hochheben,הרים
894,ergreifen::V,ergreifen,אחז
895,halten::V,halten,החזיק
896,drücken::V,drücken,לחץ
897,schieben::V,schieben,הזיז
898,kratzen::V,kratzen,שרט
899,kratzen::V,kratzen,שפשף
900,lecken::V,lecken,לקק
901,beißen::V,beißen,נשך
902,abreißen::V,abreißen,קרע
903,abschneiden::V,abschneiden,חתך
904,binden::V,binden,קשר
905,stecken::V,stecken,תקע
906,brechen::V,brechen,שבר
907,klopfen::V,klopfen,נקש
908,hauen::V,hauen,הכה
909,kleben::V,kleben,הדביק
910,reiben::V,reiben,שפשף
911,streichen::V,streichen,מרח
912,schleifen::V,schleifen,השחיז
913,schneiden::V,schneiden,גזר
914,rütteln::V,rütteln,נענע
915,schütteln::V,schütteln,נער
916,schwenken::V,schwenken,נופף
917,schwenken::V,schwenken,טלטל
918,schütten::V,schütten,שפך
919,füllen::V,füllen,מלא
920,einwickeln::V,einwickeln,עטף
921,tragen::V,tragen,נשא
922,schleppen::V,schleppen,סחב
923,ziehen::V,ziehen,משך
924,aufbewahren::V,aufbewahren,שמר
925,werfen::V,werfen,זרק
926,fangen::V,fangen,תפס
927,packen::V,packen,אחז
928,verstecken::V,verstecken,החביא
929,teilen::V,teilen,חלק
930,schicken::V,schicken,שלח
931,bringen::V,bringen,הביא
932,hinzufügen::V,hinzufügen,הוסיף
933,bekommen::V,bekommen,תפס
934,erhalten::V,erhalten,קבל
935,nehmen::V,nehmen,אחז
936,wählen::V,wählen,בחר
937,auswählen::V,auswählen,בחר ב
938,bewahren::V,bewahren,קים
939,behindern::V,behindern,מנע
940,verderben::V,verderben,מנע
941,beschädigen::V,beschädigen,הזיק
942,zerbrechen::V,zerbrechen,נשבר
943,zerreißen::V,zerreißen,קרע
944,zerstören::V,zerstören,הרס
945,zerstören::V,zerstören,השמיד
946,verbrennen::V,verbrennen,שרף
947,geben::V,geben,נתן
948,reichen::V,reichen,העביר
949,schenken::V,schenken,נתן במתנה
950,versprechen::V,versprechen,הבטיח
951,wünschen::V,wünschen,אחל
952,loben::V,loben,שבח
953,küssen::V,küssen,נשק
954,wiegen::V,wiegen,נדנד
955,zudecken::V,zudecken,כסה
956,wecken::V,wecken,עורר
957,zeigen::V,zeigen,הראה
958,führen::V,führen,הביא
959,führen::V,führen,הוביל
960,lehren::V,lehren,למד
961,unterrichten::V,unterrichten,למד
962,aufziehen::V,aufziehen,רומם
963,leiten::V,leiten,נהל
964,antreiben::V,antreiben,המרץ
965,lassen::V,lassen,נתן
966,einladen::V,einladen,הזמין
967,vereinigen::V,vereinigen,אחד
968,vereinigen::V,vereinigen,לכד
969,besuchen::V,besuchen,בקר
970,treffen::V,treffen,פגש
971,sich versammeln::V,sich versammeln,התאסף
972,spielen::V,spielen,שחק
973,singen::V,singen,שר
974,tanzen::V,tanzen,רקד
975,sich trennen::V,sich trennen,נפרד
976,verlassen::V,verlassen,עזב
977,retten::V,retten,הציל
978,bewachen::V,bewachen,שמר
979,schützen::V,schützen,אבטח
980,verteidigen::V,verteidigen,הגן
981,sich schlagen::V,sich schlagen,התכתש
982,schießen::V,schießen,ירה
983,siegen::V,siegen,גבר
984,siegen::V,siegen,נצח
985,ärgern::V,ärgern,עצבן
986,schlagen::V,schlagen,הכה
987,schlagen::V,schlagen,הלקה
988,treten::V,treten,בעט
989,stechen::V,stechen,דקר
990,stoßen::V,stoßen,דחק
991,stehlen::V,stehlen,גנב
992,stören::V,stören,קטע
993,stören::V,stören,הפריע
994,belästigen::V,belästigen,הציק
995,belästigen::V,belästigen,הטריד
996,verbergen::V,verbergen,הצניע
997,täuschen::V,täuschen,שגע
998,betrügen::V,betrügen,הונה
999,töten::V,töten,הרג
1000,wohnen::V,wohnen,גר
1001,arbeiten::V,arbeiten,עבד
1002,sammeln::V,sammeln,אסף
1003,pflücken::V,pflücken,קטף
1004,jagen::V,jagen,צד
1005,fischen::V,fischen,דג
1006,fassen::V,fassen,תפס
1007,hüten::V,hüten,רעה
1008,treiben::V,treiben,הוציא
1009,anbinden::V,anbinden,קשר
1010,füttern::V,füttern,הלעיט
1011,melken::V,melken,חלב
1012,hacken::V,hacken,קצץ
1013,gießen::V,gießen,השקה
1014,reifen::V,reifen,בשל
1015,zubereiten::V,zubereiten,הכין
1016,kochen::V,kochen,בשל
1017,backen::V,backen,אפה
1018,braten::V,braten,צלה
1019,braten::V,braten,טגן
1020,umrühren::V,umrühren,ערבב
1021,stricken::V,stricken,סרג
1022,nähen::V,nähen,תפר
1023,färben::V,färben,צבע
1024,reinigen::V,reinigen,נקה
1025,waschen::V,waschen,רחץ
1026,waschen::V,waschen,כבס
1027,abwischen::V,abwischen,נגב
1028,spülen::V,spülen,שטף
1029,fegen::V,fegen,טאטא
1030,kehren::V,kehren,טאטא
1031,baden::V,baden,טבל
1032,baden::V,baden,שחה
1033,sich waschen::V,sich waschen,התרחץ
1034,ausziehen::V,ausziehen,הוריד
1035,anziehen::V,anziehen,לבש
1036,sich anziehen::V,sich anziehen,התלבש
1037,kämmen::V,kämmen,סרק
1038,schmücken::V,schmücken,קשט
1039,sagen::V,sagen,אמר
1040,sprechen::V,sprechen,דבר
1041,reden::V,reden,דבר
1042,sich unterhalten::V,sich unterhalten,שוחח
1043,fragen::V,fragen,שאל
1044,bitten::V,bitten,בקש
1045,erzählen::V,erzählen,ספר
1046,mitteilen::V,mitteilen,מסר
1047,mitteilen::V,mitteilen,הודיע
1048,nennen::V,nennen,קרא בשם
1049,rufen::V,rufen,גיס
1050,rufen::V,rufen,הזמין לבוא
1051,prahlen::V,prahlen,התרברב
1052,übersetzen::V,übersetzen,תרגם
1053,denken::V,denken,חשב
1054,glauben::V,glauben,האמין
1055,bemerken::V,bemerken,הבחין
1056,erkennen::V,erkennen,זהה
1057,begreifen::V,begreifen,קלט
1058,begreifen::V,begreifen,הבין
1059,verstehen::V,verstehen,הבין
1060,lernen::V,lernen,למד
1061,wissen::V,wissen,ידע
1062,sich erinnern an::V,sich erinnern an,זכר
1063,vergessen::V,vergessen,שכח
1064,messen::V,messen,מדד
1065,zählen::V,zählen,ספר
1066,rechnen::V,rechnen,חשב
1067,lesen::V,lesen,קרא
1068,malen::V,malen,ציר
1069,zeichnen::V,zeichnen,שרטט
1070,schreiben::V,schreiben,כתב
1071,besitzen::V,besitzen,היה בעל של
1072,kaufen::V,kaufen,קנה
1073,kaufen::V,kaufen,רכש
1074,verkaufen::V,verkaufen,מכר
1075,bezahlen::V,bezahlen,שלם
1076,zahlen::V,zahlen,שלם
1077,beherrschen::V,beherrschen,שלט
1078,ertragen::V,ertragen,סבל
