,Concept_ID,pl,el
162,Fell::N,futro,δέρμα
163,Fell::N,futro,τομάρι
164,Flügel::N,skrzydło,πτερύγιο
165,Klaue::N,szpon,κουλό
166,Kralle::N,pazur,νύχι
167,Schwanz::N,ogon,ουρά
168,Ei::N,jajko,αβγό
169,Nest::N,gniazdo,φωλιά
170,Bau::N,nora,φωλιά
171,Tier::N,zwierzę,ζώο
172,Herde::N,stado,κοπάδι
173,Herde::N,trzoda,κοπάδι
174,Kuh::N,krowa,αγελάδα
175,Bulle::N,byk,ταύρος
176,Pferd::N,koń,άλογο
177,Schaf::N,owca,πρόβατο
178,Schwein::N,świnia,γουρούνι
179,Hund::N,pies,σκυλί
180,Hund::N,pies,σκύλος
181,Katze::N,kot,γάτα
182,Katze::N,kotka,γάτα
183,Bär::N,niedźwiedż,άρκτος
184,Bär::N,niedźwiedż,αρκούδα
185,Eichhörnchen::N,wiewiórka,βερβερίτσα
186,Elch::N,łóś,άλκη
187,Fuchs::N,lis,αλεπού
188,Hase::N,zając,λαγός
189,Maus::N,mysz,ποντικός
190,Wolf::N,wilk,λύκος
191,Vogel::N,ptak,πουλί
192,Schwarm::N,stado,σμήνος
193,Huhn::N,kura,κότα
194,Huhn::N,kura,όρνιθα
195,Hahn::N,kogut,πετεινός
196,Gans::N,gęś,χήνα
197,Adler::N,orzeł,αετός
198,Ente::N,kaczka,πάπια
199,Eule::N,sowa,κουκουβάγια
200,Kranich::N,żuraw,γερανός
201,Krähe::N,wrona,καρακάξα
202,Kuckuck::N,kukułka,κούκος
203,Schwan::N,łabędż,κύκνος
204,Fisch::N,ryba,ψάρι
205,Barsch::N,okoń,πέρκα
206,Hecht::N,szczupak,λούτσος
207,Schlange[Tier]::N,wąż,φίδι
208,Schlange[Tier]::N,żmija,φίδι
209,Wurm::N,robak,σκουλήκι
210,Spinne::N,pająk,αράχνη
211,Ameise::N,mrówka,μυρμήγκι
212,Laus::N,wesz,ψείρα
213,Mücke::N,komar,κουνούπι
214,Fliege::N,mucha,μύγα
215,Schmetterling::N,motyl,πεταλούδα
216,Beere::N,jagoda,ρόγα
217,Apfel::N,jabłko,μήλο
218,Pilz::N,grzyb,μανιτάρι
219,Zwiebel::N,cebula,κρεμμύδι
220,Saat::N,siew,σπόρος
221,Korn::N,ziarno,σπυρί
222,Heu::N,siano,σανός
223,Schale::N,łupina,τσόφλι
224,Grube::N,dół,λάκκος
225,Grube::N,jama,λάκκος
226,Falle::N,pułapka,παγίδα
227,Schlinge::N,sidła,θηλειά
228,Spur::N,ślad,ίχνος
229,Asche::N,popiół,στάχτη
230,Dreck::N,brud,βρωμιά
231,Eisen::N,żelazo,σίδερο
232,Gold::N,złoto,μάλαμα
233,Gold::N,złoto,χρυσάφι
234,Silber::N,srebro,ασήμι
235,Silber::N,srebro,άργυρος
236,Kohle::N,węgiel,κάρβουνο
237,Glas::N,szkło,γυαλί
238,Lehm::N,glina,πηλός
239,Sand::N,piasek,άμμος
240,Mensch::N,człowiek,άνθρωπος
241,Mann::N,mężczyzna,άνδρας
242,Frau::N,kobieta,γυναίκα
243,Kind::N,dziecko,παιδί
244,Junge::N,chłopak,αγόρι
245,Junge::N,chłopiec,αγόρι
246,Mädchen::N,dziewczynka,κοπέλα
247,Mädchen::N,dziewczynka,κορίτσι
248,Familie::N,rodzina,οικογένεια
249,Großvater::N,dziadek,παππούς
250,Großmutter::N,babka,γιαγιά
251,Eltern::N,rodzice,γονείς
252,Vater::N,ojciec,πατέρας
253,Mutter::N,matka,μητέρα
254,Sohn::N,syn,γιος
255,Tochter::N,córka,κόρη
256,Bruder::N,brat,αδελφός
257,Schwester::N,siostra,αδελφή
258,Onkel::N,wuj,θείος
259,Onkel::N,stryj,θείος
260,Tante::N,ciotka,θεία
261,Ehemann::N,mąż,σύζυγος
262,Ehefrau::N,żona,σύζυγος
263,Freude::N,radość,χαρά
264,Gelächter::N,śmiech,γέλια
265,Glück::N,szczęście,ευτυχία
266,Kummer::N,zmartwienie,έγνοια
267,Wunsch::N,życzenie,επιθυμία
268,Lust::N,chęć,όρεξη
269,Lust::N,ochota,όρεξη
270,Geist::N,duch,πνέυμα
271,Gedanke::N,myśl,σκέψη
272,Gedächtnis::N,pamięć,μνήμη
273,Verstand::N,rozum,νους
274,Sinn::N,zmysł,νόημα
275,Grund::N,powód,λόγος
276,Wahrheit::N,prawda,αλήθεια
277,Gespräch::N,rozmowa,συνομιλία
278,Märchen::N,bajka,παραμύθι
279,Erzählung::N,opowiadanie,διήγημα
280,Nachricht::N,wiadomość,είδηση
281,Neuigkeit::N,nowina,νέο
282,Name::N,imię,όνομα
283,Rätsel::N,zagadka,αίνιγμα
284,Rede::N,mowa,λόγος
285,Rede::N,mowa,ομιλία
286,Sprache::N,język,γλώσσα
287,Stimme::N,głos,φωνή
288,Wort::N,słowo,λέξη
289,Zeichen::N,znak,σημείο
290,Ruf::N,wołanie,κραυγή
291,Lärm::N,hałas,θόρυβος
292,Lärm::N,zgiełk,θόρυβος
293,Laut::N,dźwięk,ήχος
294,Ton::N,ton,ήχος
295,Ton::N,ton,τόνος
296,Ton::N,dźwięk,ήχος
297,Ton::N,dźwięk,τόνος
298,Lied::N,pieśń,τραγούδι
299,Lied::N,piosenka,τραγούδι
300,Ruhe::N,spokój,ησυχία
301,Leute::N,ludzie,κόσμος
302,Leute::N,ludzie,άνθρωποι
303,Volk::N,naród,λαός
304,Arbeit::N,praca,εργασία
305,Arbeit::N,robota,εργασία
306,Gast::N,gość,επισκέπτης
307,Geschenk::N,prezent,δώρο
308,Geschenk::N,podarunek,δώρο
309,Spiel::N,gra,παιχνίδι
310,Spiel::N,zabawa,παιχνίδι
311,Gesellschaft::N,towarzystwo,κοινωνία
312,Hilfe::N,pomoc,βοήθεια
313,Freund::N,przyjaciel,φίλος
314,Kamerad::N,kolega,σύντροφος
315,Angelegenheit::N,sprawa,υπόθεση
316,Anzahl::N,ilość,αριθμός
317,Art::N,rodzaj,είδος
318,Stück::N,kawałek,κομμάτι
319,Teil::N,część,μέρος
320,Hälfte::N,połowa,μισό
321,Kreis::N,krąg,κύκλος
322,Kreuz::N,krzyż,σταυρός
323,Linie::N,linia,γραμμή
324,Strich::N,kreska,γραμμή
325,Abstand::N,odstęp,απόσταση
326,Entfernung::N,odległość,απόσταση
327,Gegend::N,okolica,περιοχή
328,Gegend::N,okolica,τοποθεσία
329,Platz::N,miejsce,χώρος
330,Ort::N,miejsce,τόπος
331,Seite::N,bok,πλευρά
332,Seite::N,strona,πλευρά
333,Mitte::N,środek,μέση
334,Gegenstand::N,przedmiot,αντικείμενο
335,Sache::N,rzecz,πράγμα
336,Rand::N,skraj,άκρη
337,Rand::N,skraj,χείλος
338,Rand::N,krawędź,άκρη
339,Rand::N,krawędź,χείλος
340,Kante::N,kant,άκρη
341,Kante::N,krawędź,άκρη
342,Ecke::N,róg,γωνιά
343,Spitze::N,ostrze,μύτη
344,Ende::N,koniec,άκρη
345,Loch::N,dziura,τρύπα
346,Winkel::N,kąt,γωνία
347,Winkel::N,kącik,γωνία
348,Muster::N,wzór,σχέδιο
349,Größe::N,rozmiar,μέγεθος
350,Größe::N,wielkość,μέγεθος
351,Länge::N,długość,μήκος
352,Höhe::N,wysokość,ύψος
353,Gewicht::N,ciężar,βάρος
354,Menge::N,ilość,ποσότητα
355,Haufen::N,kupa,σωρός
356,Reihe::N,rząd,αράδα
357,Reihe::N,szereg,αράδα
358,Boot::N,łódź,βάρκα
359,Boot::N,łódka,βάρκα
360,Ruder::N,wiosło,κουπί
361,Schlitten::N,sanki,έλκηθρο
362,Ski::N,narta,σκι
363,Lagerfeuer::N,ognisko,φωτιά
364,Last::N,ciężar,φορτίο
365,Last::N,brzemię,φορτίο
366,Gang::N,chód,δρόμος
367,Schritt::N,krok,βήμα
368,Norden::N,północ,βορράς
369,Süden::N,południe,νότος
370,Westen::N,zachód,δύση
371,Osten::N,wschód,ανατολή
372,Holz::N,drzewo,ξύλο
373,Brett::N,deska,σανίδι
374,Platte::N,płyta,πλάκα
375,Stütze::N,podpora,στήριγμα
376,Stange::N,drąg,ραβδί
377,Stange::N,drąg,κοντός
378,Stange::N,żerdź,ραβδί
379,Stange::N,żerdź,κοντός
380,Stock::N,kij,ξύλο
381,Stock::N,kij,μπαστούνι
382,Stock::N,laska,ξύλο
383,Stock::N,laska,μπαστούνι
384,Stab::N,pręt,ραβδί
385,Rohr::N,rura,σωλήνας
386,Haus::N,dom,σπίτι
387,Heim::N,dom,σπίτι
388,Ofen::N,piec,σόμπα
389,Ofen::N,piec,θερμάστρα
390,Fußboden::N,podłoga,πάτωμα
391,Tisch::N,stół,τραπέζι
392,Stuhl::N,krzesło,καρέκλα
393,Wiege::N,kołyska,κούνια
394,Bett::N,łóżko,κρεβάτι
395,Bett::N,pościel,κρεβάτι
396,Regal::N,regał,ράφι
397,Kiste::N,skrzynia,κιβώτιο
398,Fenster::N,okno,παράθυρο
399,Tür::N,drzwi,πόρτα
400,Tor::N,brama,πύλη
401,Zaun::N,płot,φράχτης
402,Zaun::N,parkan,φράχτης
403,Dach::N,dach,στέγη
404,Leiter::N,drabina,σκάλα
405,Leiter::N,drabina,κλίμακα
406,Besen::N,miotła,σκούπα
407,Spaten::N,rydel,φτυάρι
408,Schaufel::N,łopata,φτυάρι
409,Gabel::N,widelec,πιρούνι
410,Löffel::N,łyżka,κουτάλι
411,Messer::N,nóż,μαχαίρι
412,Nagel::N,gwóźdź,καρφί
413,Netz::N,sieć,δίχτυ
414,Haken::N,hak,γάντζος
415,Haken::N,hak,αγκίστρι
416,Griff::N,chwyt,λαβή
417,Schloss::N,zamek,κλειδαριά
418,Bild::N,obraz,εικόνα
419,Figur::N,figura,ανάστημα
420,Puppe::N,lalka,κούκλα
421,Beutel::N,torba,πουγγί
422,Bündel::N,wiązka,δεμάτι
423,Tasche::N,torba,τσάντα
424,Eimer::N,kubeł,κουβάς
425,Eimer::N,wiadro,κουβάς
426,Deckel::N,przykrywka,καπάκι
427,Geschirr::N,statki,σκεύη
428,Geschirr::N,naczynia,σκεύη
429,Sack::N,worek,σάκος
430,Tasse::N,filiżanka,φλιτζάνι
431,Topf::N,garnek,χύτρα
432,Kessel::N,kocioł,καζάνι
433,Essen::N,jedzenie,φαγητό
434,Nahrung::N,pokarm,τροφή
435,Nahrung::N,pożywienie,τροφή
436,Speise::N,potrawa,φαγητό
437,Speise::N,jedzenie,φαγητό
438,Fleisch::N,mięso,κρέας
439,Getreide::N,zboże,σιτάρι
440,Brei::N,kasza,χυλός
441,Brot::N,chleb,ψωμί
442,Brot::N,chleb,άρτος
443,Scheibe::N,kromka,φέτα
444,Fett::N,tłuszcz,πάχος
445,Butter::N,masło,βούτυρο
446,Öl::N,olej,λάδι
447,Salz::N,sól,αλάτι
448,Suppe::N,zupa,σούπα
449,Honig::N,miód,μέλι
450,Milch::N,mleko,γάλα
451,Tee::N,herbata,τσάι
452,Leder::N,skóra,πετσί
453,Wolle::N,wełna,μαλλί
454,Stoff::N,tkanina,ύφασμα
455,Stoff::N,materiał,ύφασμα
456,Nadel::N,igła,βελόνα
457,Faden::N,nić,κλωστή
458,Faden::N,nitka,κλωστή
459,Knopf::N,guzik,κουμπί
460,Knoten::N,węzeł,κόμπος
461,Farbe::N,farba,μπογιά
462,Kleidung::N,odzież,ρούχα
463,Kleidung::N,odzież,ενδυμασία
464,Hemd::N,koszula,πουκάμισο
465,Kragen::N,kołnierz,κολάρο
466,Ärmel::N,rękaw,μανίκι
467,Hose::N,spodnie,πανταλόνι
468,Gürtel::N,pasek,ζώνη
469,Mütze::N,czapka,σκούφος
470,Schuh::N,but,παπούτσι
471,Schuh::N,bucik,παπούτσι
472,Stiefel::N,but,μπότα
473,Stiefel::N,kozak,μπότα
474,Ring::N,pierścień,δαχτυλίδι
475,Band::N,wstęga,κορδέλα
476,Kamm::N,grzebień,χτένα
477,Spiegel::N,lustro,καθρέφτης
478,Riemen::N,rzemień,λουρί
479,Schnur::N,sznur,κορδόνι
480,Leine::N,smycz,σχοινί
481,Decke::N,kołdra,κουβέρτα
482,Kissen::N,poduszka,μαξιλάρι
483,Tuch::N,chustka,πανί
484,Tuch::N,chustka,μαντήλι
485,Handtuch::N,ręcznik,πετσέτα
486,Kraft::N,moc,δύναμη
487,Kraft::N,siła,δύναμη
488,Stärke::N,moc,ισχύς
489,Stärke::N,moc,δύναμη
490,Stärke::N,siła,ισχύς
491,Stärke::N,siła,δύναμη
492,Gesundheit::N,zdrowie,υγεία
493,Krankheit::N,choroba,αρρώστια
494,Schmerz::N,ból,πόνος
495,Wunde::N,rana,πληγή
496,Fieber::N,gorączka,πυρετός
497,Arznei::N,lekarstwo,φάρμακο
498,Brücke::N,most,γέφυρα
499,Brunnen::N,studnia,πηγάδι
500,Weide::N,pastwisko,βοσκή
501,Pfad::N,ścieżka,μονοπάτι
502,Weg::N,droga,δρόμος
503,Straße::N,ulica,οδός
504,Straße::N,ulica,δρόμος
505,Dorf::N,wieś,χωριό
506,Stadt::N,miasto,πόλη
507,Brief::N,list,γράμμα
508,Brief::N,list,επιστολή
509,Buch::N,książka,βιβλίο
510,Buchstabe::N,litera,γράμμα
511,Zeitung::N,gazeta,εφημερίδα
512,Zeitung::N,dziennik,εφημερίδα
513,Leben::N,życie,ζωή
514,Leben::N,życie,βίος
515,Tod::N,śmierć,θάνατος
516,Grab::N,grób,τάφος
517,Kirche::N,kościół,εκκλησία
518,Sünde::N,grzech,αμαρτία
519,Gott::N,bóg,θεός
520,Arbeiter::N,robotnik,εργάτης
521,Chef::N,szef,προϊστάμενος
522,Meister::N,mistrz,μάστορας
523,Meister::N,mistrz,αρχιτεχνίτης
524,Meister::N,majster,μάστορας
525,Meister::N,majster,αρχιτεχνίτης
526,Arzt::N,lekarz,γιατρός
527,Lehrer::N,nauczyciel,δάσκαλος
528,Geld::N,pieniądze,λεφτά
529,Geld::N,pieniądze,χρήματα
530,Geschäft::N,sprawa,συναλλαγή
531,Geschäft::N,interes,συναλλαγή
532,Laden::N,sklep,μαγαζί
533,Laden::N,sklep,κατάστημα
534,Preis::N,cena,τιμή
535,Ware::N,towar,εμπόρευμα
536,Nutzen::N,pożytek,όφελος
537,Reichtum::N,bogactwo,πλούτος
538,Welt::N,świat,κόσμος
539,Land::N,kraj,χώρα
540,Staat::N,państwo,κράτος
541,Staat::N,państwo,πολιτεία
542,König::N,król,βασιλιάς
543,Macht::N,władza,εξουσία
544,Grenze::N,granica,σύνορα
545,Krieg::N,wojna,πόλεμος
546,Feind::N,wróg,εχθρός
547,Gewalt::N,władza,βία
548,Kampf::N,bój,αγώνας
549,Kampf::N,walka,αγώνας
550,Bogen[Waffe]::N,łuk,τόξο
551,Pfeil::N,strzała,σαΐτα
552,Gewehr::N,karabin,τουφέκι
553,Fehler::N,błąd,λάθος
554,Fehler::N,błąd,σφάλμα
555,Lüge::N,kłamstwo,ψέμα
556,Lüge::N,kłamstwo,ψεύδος
557,Schaden::N,szkoda,ζημία
558,Unglück::N,nieszczęście,δυστυχία
559,Schuld::N,wina,ενοχή
560,Schuld::N,wina,φταίξιμο
561,Alter::N,wiek,ηλικία
562,Schluss::N,koniec,τέλος
563,Schluss::N,zakończenie,τέλος
564,Zeit::N,czas,χρόνος
565,Tag::N,dzień,μέρα
566,Tag::N,dzień,ημέρα
567,Morgen::N,ranek,πρωί
568,Morgen::N,poranek,πρωί
569,Mittag::N,południe,μεσημέρι
570,Abend::N,wieczór,βράδυ
571,Nacht::N,noc,νύχτα
572,Woche::N,tydzień,εβδομάδα
573,Monat::N,miesiąc,μήνας
574,Jahr::N,rok,έτος
575,Jahr::N,rok,χρόνος
576,Frühling::N,wiosna,άνοιξη
577,Sommer::N,lato,καλοκαίρι
578,Herbst::N,jesień,φθινόπωρο
579,Winter::N,zima,χειμώνας
580,Januar::N,styczeń,Ιανουάριος
581,Februar::N,luty,Φεβρουάριος
582,März::N,marzec,Μάρτιος
583,April::N,kwiecień,Απρίλιος
584,Mai::N,maj,Μάιος
585,Juni::N,czerwiec,Ιούνιος
586,Juli::N,lipiec,Ιούλιος
587,August::N,sierpień,Αύγουστος
588,September::N,wrzesień,Σεπτέμβριος
589,Oktober::N,październik,Οκτώβριος
590,November::N,listopad,Νοέμβριος
591,Dezember::N,grudzień,Δεκέμβριος
592,Montag::N,poniedziałek,Δευτέρα
593,Dienstag::N,wtorek,Τρίτη
594,Mittwoch::N,środa,Τετάρτη
595,Donnerstag::N,czwartek,Πέμπτη
596,Freitag::N,piątek,Παρασκευή
597,Samstag::N,sobota,Σάββατο
598,Sonntag::N,niedziela,Κυριακή
599,groß::A,duży,μεγάλος
600,groß::A,wielki,μεγάλος
601,klein::A,mały,μικρός
602,lang::A,długi,μακρύς
603,kurz::A,krótki,κοντός
604,breit::A,szeroki,φαρδύς
605,schmal::A,wąski,στενός
606,dicht::A,gęsty,πυκνός
607,dick[Gegenstand]::A,gruby,παχύς
608,dick[Gegenstand]::A,gruby,χοντρός
609,dünn::A,cienki,ψιλός
610,dünn::A,cienki,λεπτός
611,fein::A,drobny,ψιλός
612,fest::A,mocny,στερεός
613,fest::A,twardy,στερεός
614,flach::A,płaski,επίπεδος
615,glatt::A,gładki,λείος
616,glatt::A,gładki,ομαλός
617,hart::A,twardy,σκληρός
618,weich::A,miękki,μαλακός
619,rund::A,okrągły,στρογγυλός
620,spitz::A,spiczasty,μυτερός
621,scharf::A,ostry,κοφτερός
622,stumpf::A,tępy,αμβλύς
623,schwer::A,ciężki,βαρύς
624,schön::A,ładny,ωραίος
625,schön::A,ładny,όμορφος
626,schön::A,piękny,ωραίος
627,schön::A,piękny,όμορφος
628,heiß::A,gorący,ζεστός
629,warm::A,ciepły,θερμός
630,kalt::A,zimny,κρύος
631,kalt::A,zimny,ψυχρός
632,kühl::A,chłodny,δροσερός
633,frisch::A,świeży,νωπός
634,frisch::A,świeży,φρέσκος
635,feucht::A,wilgotny,υγρός
636,nass::A,mokry,βρεγμένος
637,trocken::A,suchy,ξηρός
638,trocken::A,suchy,στεγνός
639,voll::A,pełny,γεμάτος
640,leer::A,pusty,άδειος
641,leer::A,próżny,άδειος
642,offen::A,otwarty,ανοιχτός
643,geschlossen::A,zamknięty,κλειστός
644,sauber::A,czysty,καθαρός
645,schmutzig::A,brudny,βρώμικος
646,schmutzig::A,brudny,λερωμένος
647,roh::A,surowy,ωμός
648,reif::A,dojrzały,ώριμος
649,lecker::A,smaczny,νόστιμος
650,süß::A,słodki,γλυκός
651,bitter::A,gorzki,πικρός
652,sauer::A,kwaśny,ξινός
653,hell::A,jasny,φωτεινός
654,dunkel::A,ciemny,σκοτεινός
655,schwarz::A,czarny,μαύρος
656,schwarz::A,czarny,μελανός
657,weiß::A,biały,άσπρος
658,rot::A,czerwony,κόκκινος
659,gelb::A,żółty,κίτρινος
660,blau::A,błękitny,μπλε
661,blau::A,błękitny,γαλανός
662,blau::A,niebieski,μπλε
663,blau::A,niebieski,γαλανός
664,grün::A,zielony,πράσινος
665,grau::A,szary,γκρίζος
666,bunt::A,barwny,ποικιλόχρωπος
667,billig::A,tani,φτηνός
668,teuer::A,drogi,ακριβός
669,wertvoll::A,cenny,πολύτιμος
670,blind::A,ślepy,τυφλός
671,taub::A,głuchy,κουφός
672,kräftig::A,mocny,δυνατός
673,stark::A,silny,γερός
674,schwach::A,słaby,αδύνατος
675,fett::A,tłusty,παχύς
676,schlank::A,smukły,λεπτός
677,schlank::A,smukły,λυγερός
678,hübsch::A,ładny,όμορφος
679,hübsch::A,ładny,χαριτωμένος
680,böse::A,zły,κακός
681,dumm::A,głupi,κουτός
682,dumm::A,głupi,ανόητος
683,faul::A,leniwy,τεμπέλης
684,fleißig::A,pilny,εργατικός
685,geizig::A,skąpy,τσιγγούνης
686,klug::A,mądry,έξυπνος
687,geschickt::A,zręczny,επιδέξιος
688,lieb::A,miły,φίλος
689,lieb::A,miły,αγαπητός
690,lustig::A,wesoły,εύθυμος
691,lustig::A,wesoły,χαρούμενος
692,sanft::A,łagodny,ήπιος
693,hungrig::A,głodny,πεινασμένος
694,krank::A,chory,άρρωστος
695,nackt::A,nagi,γυμνός
696,traurig::A,smutny,λυπημένος
697,lebendig::A,żywy,ζωντανός
698,gut::A,dobry,καλός
699,schlecht::A,zły,κακός
700,richtig::A,słuszny,σωστός
701,richtig::A,właściwy,σωστός
702,schlimm::A,zły,άσχημος
703,wahr::A,prawdziwy,αληθής
704,wahr::A,prawdziwy,αληθινός
705,alt::A,stary,παλιός
706,neu::A,nowy,νέος
707,neu::A,nowy,καινούργιος
708,ehemalig::A,były,παλιός
709,alt[Lebewesen]::A,stary,γέρος
710,jung::A,młody,νέος
711,arm::A,ubogi,φτωχός
712,arm::A,biedny,φτωχός
713,reich::A,bogaty,πλούσιος
714,bekannt::A,znany,γνωστός
715,berühmt::A,słynny,περίφημος
716,berühmt::A,słynny,ξακουσμένος
717,fremd::A,obcy,ξένος
718,fremd::A,cudzy,ξένος
719,verschieden::A,różny,διαφορετικός
720,nah::A,bliski,κοντινός
721,fern::A,daleki,μακριά
722,linker::A,lewy,αριστερός
723,rechter::A,prawy,δεξιός
724,anderer::A,inny,άλλος
725,erster::A,pierwszy,πρώτος
726,zweiter::A,drugi,δεύτερος
727,dritter::A,trzeci,τρίτος
728,letzter::A,ostatni,τελευταίος
729,allein::ADV,sam,μόνος
730,auf einmal::ADV,naraz,εφάπαξ
731,zusammen::ADV,razem,μαζί
732,lange::ADV,długo,πολύν καιρό
733,plötzlich::ADV,nagle,έξαφνα
734,sofort::ADV,natychmiast,αμέσως
735,später::ADV,później,αργότερα
