,Concept_ID,ku,ru
829,sich rühren::V,leqîn,шевельнуться
830,sich erheben::V,rabûn,встать
831,sich setzen::V,runiştin,сесть
832,hinfallen::V,kêtin,упасть
833,laufen::V,meşîn,ходить
834,schreiten::V,meşkirin,шагать
835,spazierengehen::V,gerandin,гулять
836,eilen::V,lezandin,спешить
837,sich beeilen::V,zûkirin,торопиться
838,sausen::V,fîzîn,мчаться
839,rennen::V,baz dan,бегать
840,springen::V,hilpekîn,прыгать
841,klettern::V,hilperikîn,лазать
842,schaukeln::V,lorandin,раскачиваться
843,kriechen::V,xuşandin,ползать
844,schwimmen::V,avjenîn,плавать
845,tauchen::V,qutxuyardin,нырять
846,tauchen::V,noqîn,нырять
847,rudern::V,qaîq ajotin,грести
848,fahren::V,ajotin,ехать
849,fliegen::V,firîn,летать
850,gehen::V,çûn,идти
851,weggehen::V,çûn,уйти
852,abfahren::V,çûyin,отправиться
853,anhalten::V,rawestîn,остановиться
854,hineingehen::V,ketin hundir,входить
855,eintreten::V,têketin,войти
856,kommen::V,hatin,прийти
857,ankommen::V,gihan,прибыть
858,ankommen::V,gihîştin,прибыть
859,zurückkommen::V,vegerandin,возвратиться
860,bleiben::V,sekinîn,остаться
861,warten::V,payîn,ждать
862,erwarten::V,payîn,ожидать
863,suchen::V,lêgerîn,искать
864,finden::V,peyda kirin,найти
865,versuchen::V,çeribandin,пытаться
866,vorbereiten::V,amade kirin,подготовить
867,lieben::V,hez kirin,любить
868,mögen::V,dil kirin,любить
869,lachen::V,kenîn,смеяться
870,rühren::V,hêjan,растрогать
871,weinen::V,girîn,плакать
872,schimpfen::V,pevçûn,ругаться
873,sich ärgern::V,enirîn,сердиться
874,sich fürchten::V,tirsîn,бояться
875,fürchten::V,tirsin,бояться
876,fliehen::V,bazdan,убегать
877,flüchten::V,revîn,убежать
878,sehen::V,dîtin,видеть
879,anschauen::V,sêr kirin,посмотреть
880,ansehen::V,hesibandin,смотреть
881,hören::V,guhdar jirin,слышать
882,zuhören::V,guhdarî kirin,слушать
883,probieren::V,tehm kirin,пробовать
884,riechen::V,bihn kirin,нюхать
885,fühlen::V,hîs kirin,чувствовать
886,scheinen::V,xoyer kir,казаться
887,zu sehen sein::V,diyar bûn,виднеться
888,vernehmen::V,bihîstin,услышать
889,frieren::V,qerişîn,мерзнуть
890,tun::V,kirin,делать
891,können::V,karin,мочь
892,können::V,karin,уметь
893,wollen::V,xwestîn,хотеть
894,anfangen::V,dest pêkirin,начать
895,beenden::V,xelas kirin,закончить
896,aufhören::V,xelas kirin,перестать
897,gelingen::V,çe bûn,удаться
898,geraten::V,qewîmîn,оказаться
899,öffnen::V,vekirin,открыть
900,schließen::V,girtin,закрыть
901,stellen::V,danîn,поставить
902,setzen::V,rûniştin,посадить
903,legen::V,danîn,класть
904,legen::V,razandin,класть
905,berühren::V,lêketin,трогать
906,verbinden::V,anîn pê,связать
907,bedecken::V,sergirtin,покрыть
908,aufhängen::V,aliqandin,повесить
909,anzünden::V,pêxistin,зажечь
910,aufheben::V,hildan,поднять
911,zurücklassen::V,hiştin,оставить
912,zurücklassen::V,vehiştin,оставить
913,verlieren::V,wendakirin,потерять
914,fallen lassen::V,xistin bixe,уронить
915,fallen lassen::V,xistin,уронить
916,machen::V,kirin,сделать
917,machen::V,çêkirin,сделать
918,herstellen::V,çê kirin,изготовить
919,herstellen::V,peyda kirin,изготовить
920,bauen::V,lêkirin,строить
921,reparieren::V,veherînerîn,чинить
922,verbessern::V,sererastkirin,улучшить
923,ändern::V,degiş kirin,изменить
924,graben::V,kolandin,копать
925,beugen::V,tewîn,согнуть
926,beugen::V,xwar kirin,согнуть
927,biegen::V,tewandin,погнуть
928,biegen::V,xwarkirin,погнуть
929,drehen::V,fitilandin,вертеть
930,wenden::V,zivîrin,повернуть
931,umdrehen::V,vegerandin,перевернуть
932,heben::V,hildan,поднимать
933,hochheben::V,hildan,поднять
934,ergreifen::V,dest avêtin,схватить
935,halten::V,hîştin,держать
936,halten::V,sekinîn,держать
937,drücken::V,pêl kirin,нажимать
938,schieben::V,damdan,толкать
939,kratzen::V,xurandin,скрести
940,lecken::V,alastin,лизать
941,beißen::V,gez kirin,кусать
942,abreißen::V,hilşandin,оторвать
943,abschneiden::V,jêkirin,отрезать
944,binden::V,girêdan,вязать
945,stecken::V,têxistin,воткнуть
946,brechen::V,şikandin,сломать
947,klopfen::V,kutandin,стучать
948,hauen::V,li dan,бить
949,kleben::V,zeliqîn,клеить
950,kleben::V,şirêz kirin,клеить
951,reiben::V,firikandin,тереть
952,streichen::V,bax dan,намазать
953,schleifen::V,çarkirin,точить
954,schneiden::V,jêkirin,резать
955,rütteln::V,hejandin,шатать
956,schütteln::V,daweşîn,трясти
957,schwenken::V,têwdan,махать
958,schütten::V,rijandin,налить
959,füllen::V,dagirtin,наполнить
960,einwickeln::V,pêçandin,завернуть
961,tragen::V,kişandin,нести
962,tragen::V,rajtin,нести
963,schleppen::V,kişandin,тащить
964,ziehen::V,kişandin,тянуть
965,aufbewahren::V,hilandin,хранить
966,werfen::V,avêtin,бросать
967,fangen::V,sem kirin,ловить
968,fangen::V,girtin,ловить
969,packen::V,pê girtin,схватить
970,verstecken::V,hîlanin,спрятать
971,teilen::V,parvekirin,разделить
972,schicken::V,şandin,посылать
973,bringen::V,anîn,принести
974,bringen::V,birin,принести
975,hinzufügen::V,dan ser,добавить
976,hinzufügen::V,li tiştekî zêde kirin,добавить
977,bekommen::V,standin,достать
978,erhalten::V,standin,получить
979,nehmen::V,girtin,взять
980,wählen::V,ray dan,выбрать
981,auswählen::V,bijartin,отобрать
982,bewahren::V,rê li ber girtin,сохранить
983,bewahren::V,lê xwedî derketin,сохранить
984,behindern::V,bara wi,препятствовать
985,verderben::V,heram bûn,испортить
986,beschädigen::V,xerab kirin,повредить
987,zerbrechen::V,şikênandin,разбить
988,zerbrechen::V,perçe kirin,разбить
989,zerreißen::V,qelişandin,разорвать
990,zerstören::V,hilşandin,разрушить
991,verbrennen::V,şewitandin,сжечь
992,geben::V,dan,дать
993,geben::V,dayin,дать
994,reichen::V,besbûn,передать
995,reichen::V,têrkirin,передать
996,schenken::V,diyarî kirin,дарить
997,versprechen::V,soz dan,обещать
998,wünschen::V,dil kirin,желать
999,loben::V,pesinandin,хвалить
1000,küssen::V,maçkirin,целовать
1001,wiegen::V,lorandin,качать
1002,wiegen::V,wezinandin,качать
1003,zudecken::V,nixumandin,накрыть
1004,wecken::V,bixwe hesandin,разбудить
1005,zeigen::V,şanîdan,показать
1006,führen::V,raber kirin,вести
1007,lehren::V,hîn kirin,учить
1008,unterrichten::V,ders dan,преподавать
1009,aufziehen::V,mesinkirin,воспитать
1010,leiten::V,rêberî kirin,руководить
1011,antreiben::V,bezandin,подгонять
1012,lassen::V,berdan,заставить
1013,lassen::V,hiştin,заставить
1014,einladen::V,dawet kirin,пригласить
1015,vereinigen::V,bi yek kirin,объединить
1016,besuchen::V,mêvan bûn,посетить
1017,treffen::V,rast hatin,встретить
1018,sich versammeln::V,li hev çivîn,собраться
1019,spielen::V,listin,играть
1020,singen::V,stran,петь
1021,tanzen::V,reqisîn,плясать
1022,tanzen::V,reqisîn,танцевать
1023,sich trennen::V,hew berdan,расстаться
1024,verlassen::V,tanê hişt,покинуть
1025,verlassen::V,bêkes,покинуть
1026,retten::V,rihakirin,спасти
1027,bewachen::V,raçavkirin,охранять
1028,schützen::V,hemet kirin,уберегать
1029,verteidigen::V,paraztin,защитить
1030,sich schlagen::V,li hev bezîn,драться
1031,schießen::V,agir kirin,стрелять
1032,siegen::V,biser ketin,победить
1033,ärgern::V,xeyirandin,сердить
1034,schlagen::V,lêdan,ударить
1035,schlagen::V,lêxistin,ударить
1036,treten::V,têlekirin,пинать
1037,stechen::V,têrekirin,уколоть
1038,stoßen::V,lêketin,толкнуть
1039,stehlen::V,dizîn,украсть
1040,stehlen::V,dizî birin,украсть
1041,stören::V,aciz kirin,помешать
1042,belästigen::V,li tela yeki ketin,надоедать
1043,verbergen::V,veşartin,скрыть
1044,verbergen::V,kemîndanîn,скрыть
1045,täuschen::V,xapandin,обмануть
1046,täuschen::V,lê zexeli kirin,обмануть
1047,betrügen::V,xapandin,смошенничать
1048,töten::V,kûştin,убить
1049,wohnen::V,rûniştin,проживать
1050,arbeiten::V,kar kirin,работать
1051,arbeiten::V,şêxulin,работать
1052,sammeln::V,komkirin,собрать
1053,pflücken::V,çinîn,рвать
1054,pflücken::V,çinîn,срывать
1055,jagen::V,nêçîr kirin,охотиться
1056,fischen::V,masî girtin,рыбачить
1057,fassen::V,pê girtin,поймать
1058,fassen::V,sêm kirin,поймать
1059,hüten::V,hei jê man,пасти
1060,treiben::V,bêherandin,гнать
1061,anbinden::V,tewilandin,привязать
1062,füttern::V,xwarine dan lê,кормить
1063,melken::V,dotin,доить
1064,hacken::V,kolandin,рубить
1065,gießen::V,av dan,полить
1066,reifen::V,kemilîn,созреть
1067,zubereiten::V,çe kirin,приготовить
1068,kochen::V,xwarin çe kirin,варить
1069,kochen::V,kelandin,варить
1070,backen::V,pijandin,печь
1071,braten::V,qelandin,жарить
1072,braten::V,sor kirin,жарить
1073,umrühren::V,têvdan,перемешать
1074,stricken::V,hûnan,вязать
1075,nähen::V,kêl kirin,шить
1076,färben::V,boyax kirin,покрасить
1077,reinigen::V,paqijkirin,очистить
1078,waschen::V,şuştin,стирать
1079,abwischen::V,pakîj kirin,вытереть
1080,spülen::V,şuştin,полоскать
1081,fegen::V,maliştin,подметать
1082,kehren::V,maliştin,мести
1083,baden::V,serîşûştin,купаться
1084,sich waschen::V,serîşûştin,мыться
1085,ausziehen::V,jê kirin,снять
1086,anziehen::V,pê kirin,надеть
1087,sich anziehen::V,xwe kirin,одеться
1088,kämmen::V,şeh kirin,причесать
1089,schmücken::V,xemilandin,украсить
1090,sagen::V,gotin,сказать
1091,sagen::V,peyivîn,сказать
1092,sprechen::V,peyivîn,говорить
1093,reden::V,axaftin,разговаривать
1094,sich unterhalten::V,hev biştaxilin,беседовать
1095,fragen::V,pirsîn,спросить
1096,fragen::V,pirs kirin,спросить
1097,bitten::V,tika kirin,просить
1098,erzählen::V,behs kirin,рассказать
1099,mitteilen::V,vegotin,сообщить
1100,nennen::V,bi nav kirin,назвать
1101,rufen::V,bakirin,звать
1102,prahlen::V,pesnê xwe dan,хвастаться
1103,übersetzen::V,qulibandin,перевести
1104,übersetzen::V,derbas kirin,перевести
1105,denken::V,fikirîn,думать
1106,glauben::V,bawer bûn,верить
1107,bemerken::V,bala xwe dan,заметить
1108,bemerken::V,çac lê ketin,заметить
1109,erkennen::V,pêhesîn,узнать
1110,begreifen::V,fêmkirin,понять
1111,begreifen::V,fêmkirin,постичь
1112,verstehen::V,fêmkirin,услышать
1113,lernen::V,halmandin,учиться
1114,lernen::V,fêrbun,учиться
1115,wissen::V,zanîn,знать
1116,sich erinnern an::V,bir bûn,вспомнить
1117,vergessen::V,ji bir kirin,забыть
1118,messen::V,pê kanîn,мерить
1119,zählen::V,hejmardin,считать
1120,rechnen::V,hesibandin,считать
1121,lesen::V,xwendin,читать
1122,malen::V,rengandin,рисовать
1123,malen::V,boyax kirin,рисовать
1124,zeichnen::V,işaret kirin,рисовать
1125,schreiben::V,nivîsandin,писать
1126,besitzen::V,hebûn,иметь
1127,kaufen::V,kirîn,купить
1128,verkaufen::V,firotin,продать
1129,bezahlen::V,pere dan,заплатить
1130,zahlen::V,pere dan,платить
1131,zahlen::V,dayin,платить
1132,beherrschen::V,zebt kirin,владеть
1133,beherrschen::V,hukim kirin,владеть
1134,ertragen::V,bihêzkirin,вытерпеть
