,Concept_ID,hi,sah
151,Frost::N,ठंड,тымныы
152,Kälte::N,सर्दी,тымныы
153,Kälte::N,शीतलता,тымныы
154,Hitze::N,ताप,куйаас
155,Hitze::N,गरमी,куйаас
156,Raureif::N,पाला,кырыа
157,Regenbogen::N,इंद्र-धनुष,кустук
158,Donner::N,गरज,этиҥ
159,Donner::N,मेघ-गर्जन,этиҥ
160,Strömung::N,बहाव,сүүрүк
161,Strömung::N,प्रवाह,сүүрүк
162,Tropfen::N,बूँद,таммах
163,Tropfen::N,बूँद,хааппыла
164,Schaum::N,झाग,күүгэн
165,Schmutz::N,गंद,кир
166,Schmutz::N,कीचड़,кир
167,See::N,झील,күөл
168,See::N,सरोवर,күөл
169,Sumpf::N,दलदल,бадараан
170,Sumpf::N,धँसान,бадараан
171,Moor::N,झाबर,дьэбэрэ
172,Moor::N,धँसान,дьэбэрэ
173,Wiese::N,घास-स्थल,ходуһа
174,Wald::N,जंगल,ойуур
175,Hügel::N,टीला,булгунньах
176,Hügel::N,पहाड़,булгунньах
177,Anhöhe::N,टीला,үрдэл
178,Anhöhe::N,पहाड़ी,үрдэл
179,Berg::N,पहाड़,хайа
180,Gipfel::N,शिखर,чыпчаал
181,Höhle::N,गुहा,хайа_хаспаҕа
182,Höhle::N,गुहा,көҥүс
183,Höhle::N,गुफ़ा,хайа_хаспаҕа
184,Höhle::N,गुफ़ा,көҥүс
185,Abhang::N,ढाल,эниэ
186,Abhang::N,ढलान,эниэ
187,Quelle::N,चश्मा,дьүүктэ
188,Bach::N,सोता,үрүйэ
189,Bach::N,नदिका,үрүйэ
190,Fluss::N,नदी,өрүс
191,Fluss::N,सरिता,өрүс
192,Ufer::N,तट,биэрэк
193,Ufer::N,किनारा,биэрэк
194,Küste::N,समुद्र-तट,кытыл
195,Festland::N,महाद्वीप,кураанах сир
196,Meer::N,सागर,муора
197,Meer::N,समुद्र,муора
198,Bucht::N,खाड़ी,хомо
199,Bucht::N,खाड़ी,бухта
200,Insel::N,टापू,арыы
201,Insel::N,द्वीप,арыы
202,Blume::N,फूल,сибэкки
203,Blume::N,पुष्प,сибэкки
204,Gras::N,घास,от
205,Wurzel::N,मूल,силис
206,Baum::N,पेड़,мас
207,Baum::N,वृक्ष,мас
208,Stamm::N,धड़,умнас
209,Rinde::N,छाल,хатырык
210,Rinde::N,वल्कल,хатырык
211,Ast::N,डाल,мутук
212,Ast::N,शाखा,мутук
213,Zweig::N,टहनी,лабаа
214,Blatt::N,पत्र,сэбирдэх
215,Blatt::N,पत्ता,сэбирдэх
216,Birke::N,भूर्ज,хатыҥ
217,Kiefer[Baum]::N,पाइन-वृक्ष,бэс
218,Weide[Baum]::N,बेंत,үөт
219,Weide[Baum]::N,बेंत,талах
220,Tanne::N,फ़र,харыйа
221,Horn::N,सींग,муос
222,Horn::N,विषाण,муос
223,Feder::N,पर,куорсун
224,Feder::N,पंख,куорсун
225,Fell::N,खाल,тирии
226,Fell::N,पशु-चर्म,тирии
227,Flügel::N,पंख,кынат
228,Flügel::N,डैना,кынат
229,Klaue::N,पंजा,тыҥырах
230,Kralle::N,पंजा,баппаҕай
231,Kralle::N,नाख़ून,баппаҕай
232,Schwanz::N,पूँछ,кутурук
233,Ei::N,अंडा,сымыыт
234,Nest::N,नीड़,уйа
235,Nest::N,घोंसला,уйа
236,Bau::N,बिल,хороон
237,Bau::N,माँद,хороон
238,Tier::N,पशु,кыыл
239,Tier::N,पशु,харамай
240,Tier::N,जानवर,кыыл
241,Tier::N,जानवर,харамай
242,Herde::N,गल्ला,үөр
243,Kuh::N,गौ,ынах
244,Kuh::N,गाय,ынах
245,Bulle::N,साँड़,оҕус
246,Pferd::N,अश्व,сылгы
247,Pferd::N,घोड़ा,сылгы
248,Schaf::N,भेड़,овца
249,Schwein::N,शूकर,сибиинньэ
250,Hund::N,श्वान,ыт
251,Hund::N,कुत्ता,ыт
252,Katze::N,बिल्ली,куоска
253,Bär::N,रीछ,эһэ
254,Bär::N,भालू,эһэ
255,Eichhörnchen::N,गिलहरी,тииҥ
256,Elch::N,एल्क,тайах
257,Fuchs::N,लोमड़ी,саһыл
258,Hase::N,खरहा,куобах
259,Hase::N,ख़रगोश,куобах
260,Maus::N,मूष,кутуйах
261,Maus::N,चूहा,кутуйах
262,Wolf::N,वृक,бөрө
263,Wolf::N,भेड़िया,бөрө
264,Vogel::N,पक्षी,көтөр
265,Vogel::N,चिड़िया,көтөр
266,Schwarm::N,झुंड,бөлөх
267,Huhn::N,मुर्ग़ी,куурусса
268,Hahn::N,मुर्ग़ा,бөтүүк
269,Gans::N,हंस,хаас
270,Gans::N,हंसिनी,хаас
271,Adler::N,उक़ाब,хотой
272,Ente::N,बतख़,кус
273,Ente::N,बत्तक,кус
274,Eule::N,उल्लू,мэкчиргэ
275,Kranich::N,सारस,туруйа
276,Kranich::N,क्रौंंच,туруйа
277,Krähe::N,काक,тураах
278,Kuckuck::N,कोयल,кэҕэ
279,Kuckuck::N,कोकिल,кэҕэ
280,Schwan::N,हंस,куба
281,Schwan::N,मराल,куба
282,Fisch::N,मछली,балык
283,Fisch::N,मत्स्य,балык
284,Barsch::N,पर्च,алыһар
285,Hecht::N,पाइक,сордон
286,Schlange[Tier]::N,सर्प,моҕой
287,Schlange[Tier]::N,सर्प,эриэн үөн
288,Wurm::N,कृमि,үөн
289,Wurm::N,कीड़ा,үөн
290,Spinne::N,लूता,ооҕуй
291,Spinne::N,मकड़ी,ооҕуй
292,Ameise::N,चींटी,кымырдаҕас
293,Laus::N,जूँ,быт
294,Mücke::N,डाँस,кумаар
295,Fliege::N,मक्खी,сахсырҕа
296,Fliege::N,मक्षिका,сахсырҕа
297,Schmetterling::N,तितली,лыах
298,Schmetterling::N,तितली,үрүмэччи
299,Beere::N,बेरी,отон
300,Apfel::N,सेब,яблоко
301,Pilz::N,खुंबी,тэллэй
302,Zwiebel::N,प्याज़,луук
303,Saat::N,बीज,сиэмэ
304,Korn::N,दाना,сиэмэ
305,Heu::N,मूखी घास,от
306,Schale::N,बकला,хах
307,Schale::N,छिलका,хах
308,Grube::N,गड्ढा,дьаама
309,Falle::N,जाल,сохсо
310,Falle::N,फँदा,сохсо
311,Schlinge::N,फँदा,уктаа
312,Spur::N,सुराग़,суол
313,Spur::N,पद-चिह्न,суол
314,Asche::N,राख,күл
315,Dreck::N,मैल,бадараан
316,Dreck::N,गंदगी,бадараан
317,Eisen::N,लोहा,тимир
318,Gold::N,सोना,көмүс
319,Gold::N,सोना,кыһыл көмүс
320,Gold::N,स्वर्ण,көмүс
321,Gold::N,स्वर्ण,кыһыл көмүс
322,Silber::N,रजत,көмүс
323,Silber::N,रजत,үрүҥ көмүс
324,Silber::N,चाँदी,көмүс
325,Silber::N,चाँदी,үрүҥ көмүс
326,Kohle::N,कोयला,чох
327,Glas::N,काँच,өстүөкүлэ
328,Lehm::N,चिकनी मिट्टी,туой
329,Sand::N,रेत,кумах
330,Sand::N,बालू,кумах
331,Mensch::N,मानव,киһи
332,Mensch::N,इनसान,киһи
333,Mensch::N,मनुष्य,киһи
334,Mann::N,आदमी,эр
335,Mann::N,पुरुष,эр
336,Frau::N,औरत,дьахтар
337,Frau::N,महिला,дьахтар
338,Frau::N,स्त्री,дьахтар
339,Kind::N,बाल,оҕо
340,Kind::N,बच्चा,оҕо
341,Junge::N,लड़का,уол
342,Mädchen::N,लड़की,кыыс оҕо
343,Mädchen::N,कुमारी,кыыс оҕо
344,Familie::N,परिवार,кэргэн
345,Großvater::N,दादा,эһэ
346,Großmutter::N,नानी,эбэ
347,Eltern::N,माँ-बाप,аҕа-ийэ
348,Eltern::N,माता-पिता,аҕа-ийэ
349,Vater::N,बाप,аҕа
350,Vater::N,पिता,аҕа
351,Mutter::N,माँ,ийэ
352,Mutter::N,माता,ийэ
353,Sohn::N,बेटा,уол
354,Sohn::N,पुत्र,уол
355,Tochter::N,बेटी,кыыс
356,Tochter::N,पुत्री,кыыс
357,Bruder::N,भाई,убай
358,Bruder::N,भाई,быраат
359,Bruder::N,भ्राता,убай
360,Bruder::N,भ्राता,быраат
361,Schwester::N,बहन,аҕас
362,Schwester::N,बहन,балыс
363,Schwester::N,भगिनी,аҕас
364,Schwester::N,भगिनी,балыс
365,Onkel::N,ताऊ,таай
366,Onkel::N,ताऊ,абаҕа
367,Onkel::N,काका,таай
368,Onkel::N,काका,абаҕа
369,Tante::N,बूआ,эдьиий
370,Tante::N,फूफी,эдьиий
371,Tante::N,ख़ाला,эдьиий
372,Ehemann::N,पति,эр
373,Ehemann::N,शौहर,эр
374,Ehefrau::N,बीवी,ойох
375,Freude::N,आनंद,үөрүү
376,Freude::N,प्रसन्नता,үөрүү
377,Gelächter::N,हँसी,күлүү
378,Gelächter::N,क़हक़हा,күлүү
379,Glück::N,आनंद,дьол
380,Glück::N,आनंद,соргу
381,Glück::N,ख़ुशी,дьол
382,Glück::N,ख़ुशी,соргу
383,Kummer::N,शोक,кутурҕан
384,Kummer::N,दुःख,кутурҕан
385,Wunsch::N,इच्छा,баҕарыы
386,Wunsch::N,अभिलाषा,баҕарыы
387,Lust::N,चाह,баҕа
388,Lust::N,कामना,баҕа
389,Geist::N,जान,тыын
390,Geist::N,प्राण,тыын
391,Gedanke::N,विचार,санаа
392,Gedächtnis::N,याददाश्त,өй
393,Gedächtnis::N,स्मरण-शक्ति,өй
394,Verstand::N,समझ,өй
395,Verstand::N,अक़्ल,өй
396,Verstand::N,बुद्धि,өй
397,Sinn::N,अर्थ,суолта
398,Grund::N,वजह,төрүөт
399,Grund::N,कारण,төрүөт
400,Wahrheit::N,सत्य,кырдьык
401,Wahrheit::N,सच्चाई,кырдьык
402,Gespräch::N,चर्चा,бэсиэдэ
403,Gespräch::N,चर्चा,кэпсэтии
404,Gespräch::N,वार्ता,бэсиэдэ
405,Gespräch::N,वार्ता,кэпсэтии
406,Gespräch::N,बात-चीत,бэсиэдэ
407,Gespräch::N,बात-चीत,кэпсэтии
408,Märchen::N,क़िस्सा,остуоруйа
409,Erzählung::N,कथा,кэпсээн
410,Erzählung::N,कहानी,кэпсээн
411,Nachricht::N,सूचना,биллэриллии
412,Nachricht::N,समाचार,биллэриллии
413,Neuigkeit::N,ख़बर,сонун
414,Neuigkeit::N,समाचार,сонун
415,Name::N,नाम,аат
416,Rätsel::N,पहेली,таабырын
417,Rede::N,वचन,этии
418,Rede::N,भाषण,этии
419,Sprache::N,भाषा,тыл
420,Sprache::N,ज़बान,тыл
421,Stimme::N,स्वर,куолас
422,Stimme::N,आवाज़,куолас
423,Wort::N,शब्द,тыл
424,Wort::N,लफ़्ज़,тыл
425,Zeichen::N,निशान,бэлиэ
426,Ruf::N,पुकार,ыҥырыы
427,Ruf::N,आह्वान,ыҥырыы
428,Lärm::N,शोर,айдаан
429,Lärm::N,हुल्लड़,айдаан
430,Laut::N,स्वर,тыас
431,Laut::N,ध्वनि,тыас
432,Ton::N,सुर,дорҕоон
433,Ton::N,स्वर,дорҕоон
434,Lied::N,गीत,ырыа
435,Ruhe::N,आराम,уу чуумпу
436,Ruhe::N,ख़ामोशी,уу чуумпу
437,Leute::N,लोग,дьон
438,Volk::N,क़ौम,дьон
439,Volk::N,क़ौम,норуот
440,Volk::N,प्रजा,дьон
441,Volk::N,प्रजा,норуот
442,Arbeit::N,काम,үлэ
443,Gast::N,अतिथि,ыалдьыт
444,Gast::N,मेहमान,ыалдьыт
445,Geschenk::N,उपहार,бэлэх
446,Geschenk::N,तोहफ़ा,бэлэх
447,Spiel::N,खेल,оонньуу
448,Spiel::N,क्रीड़ा,оонньуу
449,Gesellschaft::N,साथ,общество
450,Hilfe::N,मदद,көмө
451,Hilfe::N,सहायता,көмө
452,Freund::N,मित्र,доҕор
453,Kamerad::N,साथी,атас
454,Kamerad::N,कामरेड,атас
455,Angelegenheit::N,बात,дьыала
456,Angelegenheit::N,मामला,дьыала
457,Anzahl::N,तादाद,ахсаан
458,Anzahl::N,संख्या,ахсаан
459,Art::N,तरह,биис
460,Art::N,क़िस्म,биис
461,Stück::N,फाँक,кырбас
462,Stück::N,टुकड़ा,кырбас
463,Teil::N,भाग,ирээт
464,Teil::N,हिस्सा,ирээт
465,Hälfte::N,अर्धभाग,аҥар
466,Kreis::N,चक्कर,төгүрүк
467,Kreis::N,चक्कर,төгүрүмтэ
468,Kreuz::N,सलीब,кириэс
469,Kreuz::N,क्रूस,кириэс
470,Linie::N,लाइन,сурааһын
471,Strich::N,लकीर,сурааһын
472,Abstand::N,अंतर,арыт
473,Abstand::N,फ़ासला,арыт
474,Entfernung::N,दूरी,ыраах
475,Entfernung::N,फ़ासला,ыраах
476,Gegend::N,इलाक़ा,сир
477,Platz::N,जगह,арыт
478,Platz::N,स्थान,арыт
479,Ort::N,स्थल,сир
480,Ort::N,स्थान,сир
481,Seite::N,ओर,өрүт
482,Seite::N,ओर,сирэй
483,Seite::N,तरफ़,өрүт
484,Seite::N,तरफ़,сирэй
485,Mitte::N,बीच,орто
486,Mitte::N,मध्य,орто
487,Gegenstand::N,चीज़,предмет
488,Gegenstand::N,पदार्थ,предмет
489,Sache::N,चीज़,мал
490,Sache::N,वस्तु,мал
491,Rand::N,छोर,кытыы
492,Rand::N,छोर,ойоҕос
493,Rand::N,उपांत,кытыы
494,Rand::N,उपांत,ойоҕос
495,Kante::N,कोर,кырыы
496,Kante::N,किनारा,кырыы
497,Ecke::N,कोना,муннук
498,Ecke::N,नुक्कड़,муннук
499,Spitze::N,नोक,чыпчаал
500,Ende::N,छोर,төбө
501,Ende::N,सिरा,төбө
502,Loch::N,छेद,тэһэҕэс
503,Loch::N,छेद,дьөлөҕөс
504,Loch::N,सूराख़,тэһэҕэс
505,Loch::N,सूराख़,дьөлөҕөс
506,Winkel::N,कोण,муннук
507,Winkel::N,कोना,муннук
508,Muster::N,नमूना,оһуор
509,Muster::N,डिज़ाइन,оһуор
510,Größe::N,परिमाण,кээмэй
511,Größe::N,विस्तार,кээмэй
512,Länge::N,लंबाई,уста
513,Höhe::N,ऊँचाई,үрдүк
514,Höhe::N,उच्चता,үрдүк
515,Gewicht::N,भार,ыйааһын
516,Gewicht::N,वज़न,ыйааһын
517,Menge::N,मात्रा,ахсаан
518,Haufen::N,ढेर,чөмчөх
519,Haufen::N,अंबार,чөмчөх
520,Reihe::N,क़तार,кэккэ
521,Reihe::N,पंक्ति,кэккэ
522,Boot::N,नाव,оҥочо
523,Boot::N,नौका,оҥочо
524,Ruder::N,चप्पू,эрдии
525,Schlitten::N,बर्फ़-गाड़ी,сыарҕа
526,Ski::N,स्की,хайыһар
527,Lagerfeuer::N,अलाव,кутаа
528,Lagerfeuer::N,कैंप-फ़ायर,кутаа
529,Last::N,भार,ыарахан
530,Gang::N,चाल,хаамыы
531,Schritt::N,डग,хардыы
532,Schritt::N,क़दम,хардыы
533,Norden::N,उत्तर,хоту
534,Süden::N,दक्खिन,соҕуруу
535,Westen::N,पश्चिम,арҕаа
536,Osten::N,पूरब,илин
537,Holz::N,काठ,мас
538,Holz::N,काष्ठ,мас
539,Brett::N,पटरा,дуоска
540,Brett::N,पटरा,хаптаһын
541,Brett::N,तख़्ता,дуоска
542,Brett::N,तख़्ता,хаптаһын
543,Platte::N,फलक,билиитэ
544,Platte::N,तख़्ता,билиитэ
545,Stütze::N,टेक,тулааһын
546,Stütze::N,थूनी,тулааһын
547,Stange::N,छड़,ураҕас
548,Stange::N,बाँस,ураҕас
549,Stock::N,लाठी,мас
550,Stock::N,लाठी,баалкы
551,Stab::N,लग्गा,ураҕас
552,Rohr::N,नल,турба
553,Haus::N,घर,дьиэ
554,Haus::N,मकान,дьиэ
555,Heim::N,घर,дьиэ
556,Heim::N,गृह,дьиэ
557,Ofen::N,चूल्हा,оһох
558,Fußboden::N,फ़र्श,муоста
559,Tisch::N,मेज़,остуол
560,Stuhl::N,कुरसी,устуул
561,Wiege::N,पालना,биһик
562,Wiege::N,हिंडोला,биһик
563,Bett::N,खाट,кырабаат
564,Bett::N,पलंग,кырабаат
565,Regal::N,शेल्फ़,долбуур
566,Kiste::N,पेटी,дьааһык
567,Kiste::N,डिब्बा,дьааһык
568,Fenster::N,खिड़की,түннүк
569,Tür::N,द्वार,аан
570,Tür::N,दरवाज़ा,аан
571,Tor::N,फाटक,аан
572,Zaun::N,बाड़ा,соппулуот
573,Dach::N,छत,кырыыса
574,Dach::N,छप्पर,кырыыса
575,Leiter::N,सीढ़ी,кирилиэс
576,Besen::N,झाड़ू,миинньик
577,Besen::N,बुहारी,миинньик
578,Spaten::N,कुदाल,күрдьэх
579,Schaufel::N,बेलचा,күрдьэх
580,Schaufel::N,फावड़ा,күрдьэх
581,Gabel::N,काँटा,биилкэ
582,Löffel::N,चम्मच,луоска
583,Messer::N,छुरा,быһах
584,Messer::N,चाक़ू,быһах
585,Nagel::N,कील,тоһоҕо
586,Nagel::N,मेख़,тоһоҕо
587,Netz::N,जाल,илим
588,Haken::N,अंकुश,көхө
589,Griff::N,मूठ,ук
590,Griff::N,मूठ,тутаах
591,Griff::N,हत्था,ук
592,Griff::N,हत्था,тутаах
593,Schloss::N,ताला,күлүүс
594,Bild::N,चित्र,хартыына
595,Figur::N,मूर्ति,фигура
596,Puppe::N,पुतली,куукула
597,Puppe::N,गुड़िया,куукула
598,Beutel::N,झोला,мөһөөччук
599,Bündel::N,पुलिंदा,баайыы
600,Tasche::N,बेग,суумка
601,Tasche::N,बस्ता,суумка
602,Eimer::N,बाल्टी,биэдэрэ
603,Deckel::N,ढक्कन,хаппах
604,Geschirr::N,बरतन-भाँड़े,иһит
605,Sack::N,बोरा,куул
606,Tasse::N,प्याला,сэлиэнэй
607,Topf::N,देग़चा,көстүрүүҥкэ
608,Kessel::N,देग़,хочуол
609,Kessel::N,बटलोई,хочуол
610,Essen::N,खाना,аһылык
611,Nahrung::N,भोजन,ас
612,Speise::N,खाना,аһылык
613,Speise::N,व्यंजन,аһылык
614,Fleisch::N,मांस,эт
615,Fleisch::N,गोश्त,эт
616,Getreide::N,अनाज,злактар
617,Brei::N,भरता,хааһы
618,Brei::N,दलिया,хааһы
619,Brot::N,रोटी,килиэп
620,Scheibe::N,कतला,куһуок
621,Fett::N,वसा,сыа
622,Fett::N,चरबी,сыа
623,Butter::N,मक्खन,арыы
624,Öl::N,तेल,арыы
625,Salz::N,नमक,туус
626,Suppe::N,सूप,мин
627,Suppe::N,शोरबा,мин
628,Honig::N,शहद,мүөт
629,Milch::N,दूध,үүт
630,Tee::N,चाय,чэй
631,Leder::N,चमड़ा,тирии
632,Wolle::N,ऊन,түү
633,Stoff::N,कपड़ा,таҥас
634,Nadel::N,सूई,иннэ
635,Faden::N,डोरा,сап
636,Knopf::N,बटन,тимэх
637,Knopf::N,घुंडी,тимэх
638,Knoten::N,गाँठ,түмүк
639,Knoten::N,गुत्थी,түмүк
640,Farbe::N,रंग,кырааска
641,Farbe::N,वर्ण,кырааска
642,Kleidung::N,पहनावा,таҥас
643,Hemd::N,कुरता,ырбаахы
644,Hemd::N,क़मीज़,ырбаахы
645,Kragen::N,गरदनी,саҕа
646,Kragen::N,गरेबान,саҕа
647,Ärmel::N,आस्तीन,сиэх
648,Hose::N,पैंट,ыстаан
649,Hose::N,पैंट,бүрүүкэ
650,Hose::N,पतलून,ыстаан
651,Hose::N,पतलून,бүрүүкэ
652,Gürtel::N,पेटी,кур
653,Gürtel::N,मेखला,кур
654,Mütze::N,टोपी,бэргэһэ
655,Schuh::N,जूता,бачыыҥка
656,Stiefel::N,बूट,саппыкы
657,Ring::N,अँगूठी,биһилэх
658,Band::N,पट्टी,лиэнтэ
659,Kamm::N,कंघी,тараах
660,Spiegel::N,आईना,сиэркилэ
661,Spiegel::N,दर्पण,сиэркилэ
662,Riemen::N,तसमा,кур
663,Riemen::N,पट्टा,кур
664,Schnur::N,डोरी,быа
665,Schnur::N,सुतली,быа
666,Leine::N,रस्सी,тэһиин
667,Decke::N,रज़ाई,суорҕан
668,Kissen::N,तकिया,сыттык
669,Kissen::N,गाद्दा,сыттык
670,Tuch::N,रूमाल,былаат
671,Tuch::N,वस्त्र,былаат
672,Handtuch::N,अँगोछा,соттор
673,Kraft::N,ज़ोर,сыра
674,Kraft::N,शक्ति,сыра
675,Stärke::N,बल,күүс
676,Stärke::N,ताक़त,күүс
677,Gesundheit::N,स्वास्थ्य,доруобуйа
678,Gesundheit::N,तंदुरुस्ती,доруобуйа
679,Krankheit::N,रोग,ыарыы
680,Krankheit::N,बीमारी,ыарыы
681,Schmerz::N,दर्द,ыарыы
682,Schmerz::N,पीड़ा,ыарыы
683,Wunde::N,घाव,баас
684,Wunde::N,ज़ख़्म,баас
685,Fieber::N,ज्वर,түрүлгэн
686,Fieber::N,ज्वर,лихорадка
687,Fieber::N,ज्वर,температура
688,Fieber::N,बुख़ार,түрүлгэн
689,Fieber::N,बुख़ार,лихорадка
690,Fieber::N,बुख़ार,температура
691,Arznei::N,दवा,эмп
692,Arznei::N,औषाधि,эмп
693,Brücke::N,पुल,күргэ
694,Brücke::N,सेतु,күргэ
695,Brunnen::N,कुआँ,холуодьас
696,Weide::N,चरागाह,мэччирэҥ
697,Pfad::N,पथ,ыллык
698,Pfad::N,पगडंडी,ыллык
699,Weg::N,मार्ग,суол
700,Straße::N,राह,суол
701,Straße::N,रास्ता,суол
702,Dorf::N,गाँव,дэриэбинэ
703,Dorf::N,ग्राम,дэриэбинэ
704,Stadt::N,शहर,куорат
705,Brief::N,ख़त,сурук
706,Brief::N,पत्र,сурук
707,Brief::N,चिट्ठी,сурук
708,Buch::N,किताब,кинигэ
709,Buch::N,पुस्तक,кинигэ
710,Buchstabe::N,अक्षर,буква
711,Zeitung::N,अख़बार,хаһыат
712,Zeitung::N,समाचार-पत्र,хаһыат
713,Leben::N,जीवन,тыын
714,Leben::N,ज़िंदगी,тыын
715,Tod::N,मौत,өлүү
716,Tod::N,मृत्यु,өлүү
717,Grab::N,क़ब्र,иин
718,Kirche::N,चर्च,таҥара дьиэтэ
719,Kirche::N,गिरजा,таҥара дьиэтэ
720,Sünde::N,पाप,айыы
721,Sünde::N,गुनाह,айыы
722,Gott::N,देव,тангара
