,Concept_ID,ab,it
736,ehemalig::A,анкьатәи,vecchio
737,ehemalig::A,анкьатәи,d'una_volta
738,alt[Lebewesen]::A,абырг,anziano
739,alt[Lebewesen]::A,ақабада,anziano
740,alt[Lebewesen]::A,Ажə,anziano
741,jung::A,аҟата,giovane
742,arm::A,ананамга,pòvero
743,reich::A,абеиа,ricco
744,bekannt::A,адыр,noto
745,bekannt::A,адыр,conosciuto
746,berühmt::A,адыр,famoso
747,berühmt::A,адыр,cèlebre
748,fremd::A,атəым,estràneo
749,fremd::A,атəым,straniero
750,verschieden::A,Еиуа-еиҧшым,diverso
751,verschieden::A,Еиуа-еиҧшым,differente
752,nah::A,ааигəа,vicino
753,nah::A,ааигəа,propinquo
754,fern::A,ахара,lontano
755,linker::A,арма,sinistro
756,rechter::A,арҕьа,destro
757,anderer::A,даҽа,altro
758,anderer::A,даҽакы,altro
759,erster::A,актәи,primo
760,zweiter::A,аҩбатəи,secondo
761,dritter::A,ахҕатәи,terzo
762,letzter::A,аҵыхəтəантəи,ùltimo
763,allein::ADV,мацара,solo
764,allein::ADV,мацара,da solo
765,auf einmal::ADV,зныкала,insieme
766,auf einmal::ADV,зныкҟьара,insieme
767,zusammen::ADV,аиц...,insieme
768,lange::ADV,акыраамҭа,a lungo
769,plötzlich::ADV,иаалырҟьаны,all'improvviso
770,sofort::ADV,иаразнакҵәҟьа,sùbito
771,sofort::ADV,иаразнакҵәҟьа,all'istante
772,später::ADV,уажəшьҭаншəа,più tardi
773,jetzt::ADV,уажәы,ora
774,jetzt::ADV,уажәы,adesso
775,heute::ADV,иахьа,oggi
776,morgen::ADV,уаҵәы,domani
777,bald::ADV,иласны,presto
778,bald::ADV,иласны,tra poco
779,dann::ADV,нас,allora
780,gestern::ADV,иацы,ieri
781,einst::ADV,зны,prima
782,einst::ADV,зны,un tempo
783,damals::ADV,усҟан,allora
784,danach::ADV,нас,poi
785,danach::ADV,нас,dopo
786,vorher::ADV,уаанӡа,prima
787,zuerst::ADV,азнаказы,prima
788,zuerst::ADV,азнаказы,dapprima
789,zuerst::ADV,аҧхьа,prima
790,zuerst::ADV,аҧхьа,dapprima
791,einmal::ADV,зны,una volta
792,manchmal::ADV,зны-зынла,talvolta
793,manchmal::ADV,зны-зынла,qualche volta
794,oft::ADV,лассы-лассы,spesso
795,immer::ADV,енагь,sempre
796,immer::ADV,еснагь,sempre
797,niemals::ADV,ианакəызаалак,non mai
798,hier::ADV,ара,qua
799,hier::ADV,абра,qua
800,hier::ADV,араҟа,qua
801,hierhin::ADV,ара,qua
802,hierhin::ADV,араҟа,qua
803,von hier::ADV,арантә,ne
804,von hier::ADV,арантә,da qui
805,dort::ADV,уа,lì
806,dorthin::ADV,уахь,là
807,dorthin::ADV,анахь,là
808,geradeaus::ADV,ишиашоу,diritto
809,vorwärts::ADV,ҕхьаҟа,avanti
810,rückwärts::ADV,шьҭахьла,all'indietro
811,zurück::ADV,шьҭахьҟа,di indietro
812,unten::ADV,лбаа,giù
813,unten::ADV,лбаа,sotto
814,hinab::ADV,алада,giù
815,hinab::ADV,алада,in giù
816,oben::ADV,хыхь,su
817,oben::ADV,хыхь,sopra
818,hinauf::ADV,аҩада,in sù
819,hinauf::ADV,аҩада,in alto
820,überall::ADV,зегьынцьара,dappertutto
821,nicht::ADV,-м,non
822,ein wenig::ADV,ҕыҭк,un po'
823,ein wenig::ADV,ҕыҭк,un poco
824,kaum::ADV,аарлаҳәа,a appena
825,kaum::ADV,афергьҳәа,a appena
826,sehr::ADV,даара,molto
827,so::ADV,ас,così
828,so::ADV,ас,tanto
829,so::ADV,абас,così
830,so::ADV,абас,tanto
831,noch::ADV,макьана,ancora
832,nur::ADV,заҵәык,solo
833,nur::ADV,заҵәык,soltanto
834,schon::ADV,уажәшьҭа,già
835,schon::ADV,аиҳа ипоу,già
836,wieder::ADV,ҿыц,di nuovo
837,wieder::ADV,дырҩегь,di nuovo
838,wieder::ADV,дырҩегьых,di nuovo
839,vergebens::ADV,баша,invano
840,vor::PRP,аҕхьа,davanti a
841,hinter::PRP,нхыҵ,dietro
842,unter::PRP,амҵа,sotto
843,unter::PRP,амҵан,sotto
844,neben::PRP,ааигуара,a accanto a
845,zwischen::PRP,абжьара,fra
846,wegen::PRP,-иззы,a causa di
847,wegen::PRP,-ҟнытә,a causa di
848,dies::PRN,ари,ciò
849,dies::PRN,ари,questo
850,dies::PRN,абри,ciò
851,dies::PRN,абри,questo
852,das::PRN,Абни,ciò
853,das::PRN,Абни,quello
854,das::PRN,убри,ciò
855,das::PRN,убри,quello
856,alles::PRN,зегьы,tutto
857,ich::PRN,са,ìo
858,ich::PRN,сара,ìo
859,du::PRN,бара,tu
860,er::PRN,иара,lui
861,er::PRN,иара,egli
862,wir::PRN,ҳара,noi
863,ihr::PRN,шәара,voi
864,sie::PRN,дара,loro
865,wer::FPRN,дарбан,chi
866,wo::FADV,иабыкуу,dove
867,wo::FADV,аба-,dove
868,wo::FADV,ахь-,dove
869,wohin::FADV,иабыкуу,dove
870,wohin::FADV,аба-,dove
871,wohin::FADV,ахь-,dove
872,wie::FADV,-шҕа,come
873,warum::FADV,избан,perche
874,wieviel::FNUM,заҟа,quanto
875,eins::NUM,акы,uno
876,eins::NUM,аӡәы,uno
877,zwei::NUM,ҩба,due
878,drei::NUM,хҕа,tre
879,vier::NUM,ҕшьба,quattro
880,fünf::NUM,хəба,cinque
881,sechs::NUM,фба,sei
882,sieben::NUM,Бжьба,sette
883,acht::NUM,ааба,otto
884,neun::NUM,жәба,nove
885,zehn::NUM,жәаба,dieci
886,elf::NUM,жәеизатәи,ùndici
887,zwölf::NUM,жәаҩа,dodici
888,zwanzig::NUM,ҩажәа,venti
889,dreißig::NUM,ҩажәижәабатәи,trenta
890,vierzig::NUM,ҩынҩажәа,quaranta
891,fünfzig::NUM,ҩынҩажәеижәаба,cinquanta
892,sechzig::NUM,хынҩажәа,sessanta
893,siebzig::NUM,хынҩажәижәаба,settanta
894,achtzig::NUM,ҕшьынҩажәа,ottanta
895,neunzig::NUM,ҕшьынҩажәижәаба,novanta
896,hundert::NUM,шәкы,cento
897,tausend::NUM,зқьы,mille
898,und::CNJ,-и,e
899,oder::CNJ,ма,o
900,stehen::V,агылазаара,stare in piedi
901,sitzen::V,атəара,sedere
902,sitzen::V,атəара,stare seduto
903,sitzen::V,атəа(заа)ра,sedere
904,sitzen::V,атəа(заа)ра,stare seduto
905,liegen::V,аиара,giacere
906,hängen::V,акнаҳара,pèndere
907,hängen::V,акнаҳара,èssere appeso
908,werden::V,аҟалара,farsi
909,werden::V,аҟалара,diventare
910,passieren::V,аҟалара,succèdere
911,beginnen::V,алагара,cominciare
912,enden::V,алгара,finire
913,enden::V,алгара,terminare
914,wechseln::V,аҽыҧсахра,variare
915,wechseln::V,аҽыҧсахра,cambiare
916,aufgehen[Sonne]::V,агылара,sòrgere
917,aufgehen[Sonne]::V,агылара,spuntare
918,aufgehen[Sonne]::V,ахашлара,sòrgere
919,aufgehen[Sonne]::V,ахашлара,spuntare
920,aufgehen[Sonne]::V,аҩаҵхахара,sòrgere
921,aufgehen[Sonne]::V,аҩаҵхахара,spuntare
922,untergehen[Sonne]::V,аҭашəара,tramontare
923,scheinen[Sonne]::V,акаҧхара,splèndere
924,donnern::V,адыдра,tonare
925,wehen::V,асра,soffiare
926,strömen::V,акаҭəара,fluire
927,fließen::V,ацара,fluire
928,fließen::V,ацара,scorrere
929,sich drehen::V,ахагьежьра,girarsi
930,schwanken::V,аҵысра,oscillare
931,schwanken::V,аҵысра,barcollare
932,schwingen::V,ахызазара,vibrare
933,schwingen::V,ахызазара,oscillare
934,schwingen::V,акьаандара,vibrare
935,schwingen::V,акьаандара,oscillare
936,fallen::V,акаҳара,cadere
937,brennen::V,абылра,àrdere
938,brennen::V,абылра,bruciare
939,rauchen::V,ахылҵра,fumare
940,regnen::V,аура,piòvere
941,gefrieren::V,аҵаара,gelarsi
942,gefrieren::V,аҵаара,congelarsi
943,tauen::V,аӡҭра,sciògliersi
944,schmelzen::V,ақəӡыҭра,fòndere
945,schmelzen::V,ақəӡыҭра,sciògliersi
946,schmelzen::V,аҭəара,fòndere
947,schmelzen::V,аҭəара,sciògliersi
948,trocknen::V,абара,asciugarsi
949,sieden::V,ашра,bollire
950,faulen::V,абаара,marcire
951,verfaulen::V,абаара,imputridire
952,verfaulen::V,аилашра,imputridire
953,reißen::V,аҧжəара,strapparsi
954,versinken::V,аӡааҟəрылара,affondare
955,vergehen::V,ацара,passare
956,erscheinen::V,ацəырҵра,apparire
957,erscheinen::V,ацəырҵра,comparire
958,verschwinden::V,аҵашəкəара,sparire
959,verschwinden::V,аҵашəкəара,scomparire
960,sinken::V,атəара,calare
961,sinken::V,атəара,scendere
962,sinken::V,алаҟəра,calare
963,sinken::V,алаҟəра,scendere
964,abnehmen::V,ацӡаара,diminuire
965,abnehmen::V,аиҵалара,diminuire
966,zunehmen::V,аҽырҭбаара,aumentare
967,zunehmen::V,аиҵыҵра,aumentare
968,zunehmen::V,арацəахара,aumentare
969,steigen::V,азҳара,salire
970,steigen::V,азҳара,montare
971,steigen::V,ашьҭыҵра,salire
972,steigen::V,ашьҭыҵра,montare
973,steigen::V,адухара,salire
974,steigen::V,адухара,montare
975,steigen::V,ацлара,salire
976,steigen::V,ацлара,montare
977,wachsen::V,азҳара,crescere
978,glänzen::V,ацыр-цырра,splèndere
979,glänzen::V,ацыҩ-цыҩра,splèndere
980,glänzen::V,аказказра,splèndere
981,funkeln::V,ашап-шапра,brillare
982,funkeln::V,ашап-шапра,scintillare
983,funkeln::V,ацым-цымра,brillare
984,funkeln::V,ацым-цымра,scintillare
985,lärmen::V,ашьҭыбжьгара,strepitare
986,lärmen::V,ашьҭыбжьгара,fare chiasso
987,lärmen::V,аҕьҕьаҳәа аилалара,strepitare
988,lärmen::V,аҕьҕьаҳәа аилалара,fare chiasso
989,läuten::V,аҵəҵəасра,suonare
990,klingeln::V,аҵəҵəасра,suonare
991,klirren::V,ахьархьарра,tintinnare
992,klirren::V,архьархьарра,tintinnare
993,brausen::V,аилаҽҽара,rombare
994,brausen::V,аилаҽҽара,rumoreggiare
995,brausen::V,еилашуера,rombare
996,brausen::V,еилашуера,rumoreggiare
997,klingen::V,агара,suonare
998,klingen::V,ашьҭыбжь гара,suonare
999,bellen::V,ашра,latrare
1000,bellen::V,ашра,abbaiare
1001,heulen::V,ауура,urlare
1002,heulen::V,ауура,ululare
1003,blasen::V,аҭəҳəара,soffiare
1004,pfeifen::V,ашəшəра,fischiare
1005,schreien::V,аҳəҳəара,gridare
1006,schreien::V,ахəаара,gridare
1007,schreien::V,аҟаара,gridare
1008,stöhnen::V,ақьра,gèmere
1009,zittern::V,аҵыс-ҵысра,tremare
1010,leben::V,аҟазаара,vìvere
1011,geboren werden::V,Аира,nàscere
1012,atmen::V,аҕсыҕ лагаҩагара,respirare
1013,trinken::V,ажəра,bere
1014,essen::V,акрыфара,mangiare
1015,schlucken::V,албаадара,inghiottire
1016,müde werden::V,ааҕсара,stancarsi
1017,einschlafen::V,ацəара,addormentarsi
1018,schlafen::V,ацəазаара,dormire
1019,aufwachen::V,аҿыхара,svegliarsi
1020,aufstehen::V,Агəылҵра,levarsi
1021,sich erholen::V,аҧсшьара,riposarsi
1022,krank werden::V,ачмазаҩхара,ammalarsi
1023,krank sein::V,аҳəарҧсарра,èssere malato
1024,schmerzen::V,ахьра,dolere
1025,husten::V,аимҳәара,tossire
1026,genesen::V,абзиахара,guarire
1027,genesen::V,аӷəӷəахара,guarire
1028,sterben::V,аҧсра,morire
1029,umkommen::V,аҭахара,perire
1030,sich bewegen::V,аиҭаҵра,agitarsi
1031,sich rühren::V,ақəацара,muòversi
1032,sich erheben::V,аҩагылара,alzarsi
1033,sich setzen::V,атəара,sedersi
1034,hinfallen::V,акаҳара,cadere
1035,laufen::V,аныҟəара,camminare
1036,laufen::V,аныҟəара,andare a piedi
1037,schreiten::V,ашьаҿа еихгара,andare
1038,schreiten::V,ашьаҿа еихгара,procedere
1039,spazierengehen::V,анеи-ааира,passeggiare
1040,spazierengehen::V,анеи-ааира,andare a passeggio
1041,eilen::V,аццакра,andare in fretta
1042,sich beeilen::V,аццакра,affrettarsi
1043,sausen::V,аҧырра,volare
1044,sausen::V,аҧырра,correre
1045,sausen::V,иҭрысны,volare
1046,sausen::V,иҭрысны,correre
1047,sausen::V,ишьҭҟьаны ацара,volare
1048,sausen::V,ишьҭҟьаны ацара,correre
1049,rennen::V,аҩра,correre
1050,springen::V,аҧара,saltare
1051,klettern::V,ақəлара,arrampicarsi
1052,schaukeln::V,аҟəараҟəанҽара,fare l'altalena
1053,kriechen::V,аҳəазара,strisciare
1054,schwimmen::V,аӡсара,nuotare
1055,tauchen::V,ахəӡааҵəира,tuffarsi
1056,tauchen::V,ахəӡааҵəира,immèrgersi
1057,rudern::V,аҵшьра,remare
1058,fahren::V,акала,andare
1059,fahren::V,акала,viaggiare
1060,fliegen::V,аҧырра,volare
1061,gehen::V,аиҭаҵра,andare
1062,weggehen::V,ацара,andàrsene
1063,weggehen::V,ацара,andare via
1064,abfahren::V,адəықəлара,partire
1065,abfahren::V,ацара,partire
1066,anhalten::V,ааныргылара,fermarsi
1067,hineingehen::V,аҭалара,entrare
1068,eintreten::V,аҩналара,entrare
1069,kommen::V,аара,venire
1070,kommen::V,ааира,venire
1071,ankommen::V,ааира,arrivare
1072,ankommen::V,аара,arrivare
1073,ankommen::V,анеира,arrivare
1074,zurückkommen::V,азыхынҳəра,ritornare
1075,bleiben::V,аанхара,restare
1076,bleiben::V,аанхара,rimanere
1077,bleiben::V,анхара,restare
1078,bleiben::V,анхара,rimanere
1079,bleiben::V,аангылара,restare
1080,bleiben::V,аангылара,rimanere
1081,warten::V,азҧшзаара,aspettare
1082,erwarten::V,азҧшра,attèndere
1083,suchen::V,ашьҭазаара,cercare
1084,finden::V,аҧшаара,trovare
1085,versuchen::V,аҽазкра,tentare
1086,vorbereiten::V,армазеира,preparare
1087,lieben::V,абзиабара,amare
1088,mögen::V,агəаҧхара,piacere a
1089,mögen::V,агəаҧхара,volere bene a
1090,lachen::V,аччара,rìdere
1091,rühren::V,арҵəуара,commuòvere
1092,weinen::V,аҵəуара,piàngere
1093,schimpfen::V,ацəҳара,imprecare
1094,sich ärgern::V,агəаара,stizzirsi
1095,sich ärgern::V,агəаара,arrabbiarsi
1096,sich fürchten::V,аӡыӡара,avere paura
1097,fürchten::V,ацəшəара,temere
1098,fliehen::V,абналара,fuggire
1099,fliehen::V,ацəцара,fuggire
1100,flüchten::V,абналара,sfuggire
1101,flüchten::V,ацəцара,sfuggire
1102,sehen::V,абара,vedere
1103,anschauen::V,ахəаҧшра,guardare
1104,ansehen::V,ахəаҧшра,guardare
1105,hören::V,аҳара,udire
1106,hören::V,аҳара,sentire
1107,zuhören::V,азыӡырҩра,ascoltare
1108,probieren::V,аҧышəара,degustare
1109,probieren::V,аҧышəара,assaggiare
1110,riechen::V,афыҩра,sentire
1111,fühlen::V,анырра,sentire
1112,fühlen::V,ацәакырра,sentire
1113,scheinen::V,шәа,parere
1114,scheinen::V,шәа,sembrare
1115,scheinen::V,аацәырҵа,parere
1116,scheinen::V,аацәырҵа,sembrare
1117,vernehmen::V,аҳара,sentire
1118,vernehmen::V,аҳара,percepire
1119,frieren::V,ашəра,aver freddo
1120,frieren::V,аҵаара,aver freddo
1121,tun::V,аҟаҵара,fare
1122,können::V,алшара,sapere
1123,wollen::V,аҭахра,volere
1124,anfangen::V,алагара,iniziare
1125,anfangen::V,алагара,cominciare
1126,beenden::V,алгара,finire
1127,beenden::V,алгара,terminare
1128,aufhören::V,аҟəыҵра,finire
1129,aufhören::V,аҟəыҵра,cessare
1130,gelingen::V,аура,riuscire
1131,gelingen::V,аманшəалахара,riuscire
1132,gelingen::V,алҵра,riuscire
1133,geraten::V,нзаарын,stare
1134,öffnen::V,аартра,aprire
1135,schließen::V,аркра,chiùdere
1136,stellen::V,аргылара,porre
1137,stellen::V,аргылара,mettere
1138,setzen::V,артəара,porre
1139,setzen::V,артəара,mettere
1140,legen::V,ақəҵара,posare
1141,legen::V,ақəҵара,mettere
1142,berühren::V,акьысра,toccare
1143,berühren::V,алакьысра,toccare
1144,verbinden::V,аҿаҳəара,unire
1145,verbinden::V,аҿаҳəара,congiùngere
1146,bedecken::V,ақəршəра,coprire
1147,bedecken::V,ақəршəра,ricoprire
1148,aufhängen::V,акнаҳара,attaccare
1149,anzünden::V,аркра,accèndere
1150,anzünden::V,аркра,incendiare
1151,aufheben::V,ашьҭыхра,raccògliere
1152,zurücklassen::V,аныжьра,lasciare
1153,zurücklassen::V,аныжьра,lasciare indietro
1154,verlieren::V,ацəыӡра,pèrdere
1155,fallen lassen::V,ацəкаҳара,lasciare cadere
1156,machen::V,ачаҧара,fare
1157,herstellen::V,аиҵдара,produrre
1158,herstellen::V,аиҵдара,fabbricare
1159,bauen::V,аргылара,costruire
1160,reparieren::V,арҽеира,riparare
1161,verbessern::V,аиҕьтəра,migliorare
1162,ändern::V,аҧсахра,mutare
1163,ändern::V,аҧсахра,cambiare
1164,graben::V,ажра,scavare
1165,beugen::V,арҟəра,chinare
1166,beugen::V,арҟəра,flettere
1167,beugen::V,архəара,chinare
1168,beugen::V,архəара,flettere
1169,biegen::V,арҟəра,tòrcere
1170,biegen::V,архəара,tòrcere
1171,drehen::V,аргьежьра,girare
1172,umdrehen::V,аарҳәра,rivoltare
1173,heben::V,аҩахара,levare
1174,heben::V,араҳара,levare
1175,hochheben::V,ахагалара,levare
1176,hochheben::V,ахагалара,sollevare
1177,hochheben::V,ашьҭҳəара,levare
1178,hochheben::V,ашьҭҳəара,sollevare
1179,halten::V,акра,tenere
1180,drücken::V,ақəрӷəӷəара,premere
1181,schieben::V,аҵгəара,spìngere
1182,schieben::V,агəара,spìngere
1183,kratzen::V,ацəҟьара,grattare
1184,kratzen::V,ацəҟьара,graffiare
1185,lecken::V,арбзара,leccare
1186,beißen::V,ацҳара,mòrdere
1187,abreißen::V,амжəара,staccarsi
1188,abreißen::V,амжəара,strapparsi
1189,abschneiden::V,ахҵəара,tagliare
1190,abschneiden::V,аҿахҵəара,tagliare
1191,binden::V,аҿаҳəара,legare
1192,binden::V,аҿаҳəара,bendare
1193,stecken::V,алаҵара,ficcare
1194,brechen::V,аҧҵəара,rompere
1195,klopfen::V,асра,bàttere
1196,hauen::V,ақəкшара,picchiare
1197,kleben::V,аҷабра,incollare
1198,reiben::V,арҟəыҷра,fregare
1199,streichen::V,ахьшьра,spalmare
1200,schleifen::V,ахра,arrotare
1201,schneiden::V,аҧҟара,tagliare
1202,rütteln::V,арҵысра,scuòtere
1203,schütteln::V,аршəшəара,agitare
1204,schütteln::V,аршəшəара,scuòtere
1205,schwenken::V,аҟьара,agitare
1206,schwenken::V,аҟьара,sventolare
1207,schütten::V,аҭаҭəара,versare
1208,füllen::V,арҭəра,riempire
1209,einwickeln::V,алаҳəара,involtare
1210,tragen::V,аҩагара,portare
1211,schleppen::V,арҳəазара,trainare
1212,schleppen::V,арҳəазара,trascinare
1213,ziehen::V,ахара,tirare
1214,aufbewahren::V,аҵəахра,custodire
1215,aufbewahren::V,аҵəахра,conservare
1216,werfen::V,аршəра,gettare
1217,werfen::V,аршəра,lanciare
1218,fangen::V,акра,prèndere
1219,fangen::V,акра,acchiappare
1220,packen::V,анкра,pigliare
1221,packen::V,анкра,afferrare
1222,packen::V,аҵкаара,pigliare
1223,packen::V,аҵкаара,afferrare
1224,verstecken::V,аҵəахра,nascondere
1225,teilen::V,ашара,divìdere
1226,schicken::V,ашьҭра,inviare
1227,bringen::V,аагара,portare
1228,bringen::V,аагара,apportare
1229,hinzufügen::V,ацҵара,aggiùngere
1230,bekommen::V,аҧшаара,ricevere
1231,bekommen::V,архиара,ricevere
1232,bekommen::V,аура,ricevere
1233,erhalten::V,аиура,ricevere
1234,nehmen::V,агара,prèndere
1235,wählen::V,алҧшаара,elèggere
1236,wählen::V,алҧшаара,scegliere
1237,auswählen::V,алхра,scegliere
1238,behindern::V,аҧырхагахара,impedire
1239,verderben::V,алгара,guastare
1240,verderben::V,абжьыхра,guastare
1241,verderben::V,аҧхасҭатəра,guastare
1242,beschädigen::V,аҧхасҭатəра,danneggiare
1243,zerbrechen::V,аҧҽра,rompere
1244,zerbrechen::V,аҧҽра,spezzare
1245,zerreißen::V,аҧжəара,stracciare
1246,zerstören::V,аилаҧыххаара,distrùggere
1247,verbrennen::V,абылра,bruciare
1248,geben::V,аҭара,dare
1249,reichen::V,аҭара,pòrgere
1250,schenken::V,аҩгара,regalare
1251,versprechen::V,ақəргəыӷра,promettere
1252,loben::V,арҽхəара,lodare
1253,küssen::V,агəӡра,baciare
1254,zudecken::V,аҵахҩара,coprire
1255,zudecken::V,ақəршəра,coprire
1256,wecken::V,арҿыхара,svegliare
1257,zeigen::V,арбара,indicare
1258,führen::V,аныҟəгара,guidare
1259,führen::V,аныҟəгара,condurre
1260,lehren::V,арҵара,insegnare
1261,unterrichten::V,арҧхьара,istruire
1262,unterrichten::V,арҧхьара,insegnare
1263,aufziehen::V,ааӡара,allevare
1264,leiten::V,ахагылазаара,avviare
1265,leiten::V,ахагылазаара,dirìgere
1266,antreiben::V,арццакра,incitare
1267,lassen::V,арҟаҵара,fare
1268,einladen::V,ааҕхьара,invitare
1269,einladen::V,анаҧхьара,invitare
1270,vereinigen::V,аилаҵара,unire
1271,besuchen::V,абара,visitare
1272,besuchen::V,абара,far vìsita a
1273,treffen::V,аҧылара,incontrare
1274,sich versammeln::V,аизара,rinunirsi
1275,spielen::V,ахəмарра,giocare
1276,singen::V,ашəаҳəара,cantare
1277,tanzen::V,акəашара,danzare
1278,sich trennen::V,аилыҵра,separarsi
1279,verlassen::V,акажьра,lasciare
1280,verlassen::V,акажьра,abbandonare
1281,retten::V,Аиқəрхара,salvare
1282,bewachen::V,ахьчара,custodire
1283,schützen::V,ацəыхьчара,protèggere
1284,verteidigen::V,ахьчара,difèndere
1285,sich schlagen::V,аисра,bàttersi
1286,schießen::V,ахысра,sparare
1287,siegen::V,аиааира,vìncere
1288,ärgern::V,аргəаара,stizzire
1289,schlagen::V,асра,bàttere
1290,schlagen::V,аҭасра,bàttere
1291,stechen::V,алакшара,pùngere
1292,stoßen::V,агəҭасра,urtare
1293,stoßen::V,агəҭасра,spìngere
1294,stehlen::V,аӡара,rubare
1295,stören::V,аҧырхагахара,disturbare
1296,belästigen::V,аргəамҵра,molestare
1297,belästigen::V,аргəамҵра,importunare
1298,verbergen::V,аӡара,celare
1299,verbergen::V,аӡара,nascondere
1300,täuschen::V,ажьара,ingannare
1301,betrügen::V,ажьара,frodare
1302,betrügen::V,ажьара,truffare
1303,töten::V,ашьра,uccìdere
1304,wohnen::V,анхара,abitare
1305,arbeiten::V,аусура,lavorare
1306,sammeln::V,аҟəшəара,raccògliere
1307,sammeln::V,аҟəшəара,collezionare
1308,pflücken::V,аҿыршəара,cògliere
1309,pflücken::V,аҿыхра,cògliere
1310,jagen::V,ашəарыцара,cacciare
1311,fischen::V,аҧсыӡ икуеит,pescare
1312,fassen::V,акра,catturare
1313,fassen::V,акра,acchiappare
1314,hüten::V,арҳəра,pascolare
1315,hüten::V,ахьчара,pascolare
1316,treiben::V,акацара,spìngere
1317,anbinden::V,адҳəалара,legare
1318,anbinden::V,адҳəалара,attaccare
1319,füttern::V,акырҿаҵара,dar da mangiare a
1320,melken::V,ахьара,mùngere
1321,hacken::V,аҟəаҟəара,tritare
1322,hacken::V,аҟəаҟəара,spaccare
1323,gießen::V,аҵаҭəара,annaffiare
1324,reifen::V,ашəра,maturare
1325,reifen::V,аҟалара,maturare
1326,zubereiten::V,ацура,preparare
1327,kochen::V,ажəра,cuòcere
1328,backen::V,аӡра,cuòcere
1329,backen::V,аӡра,cuòcere al forno
1330,braten::V,аӡра,frìggere
1331,braten::V,аӡра,arrostire
1332,umrühren::V,аилрыхра,mescolare
1333,stricken::V,аҧара,llavorare a maglia
1334,nähen::V,аӡахра,cucire
1335,färben::V,ашəра,tìngere
1336,reinigen::V,арыцқьара,pulire
1337,reinigen::V,арыцқьара,nettare
1338,waschen::V,аӡәӡәара,lavare
1339,abwischen::V,арбара,asciugare
1340,spülen::V,аҭыршара,lavare
1341,spülen::V,аҭыршара,sciacquare
1342,fegen::V,аҧссара,spazzare
1343,baden::V,аҽыкəабара,bagnarsi
1344,baden::V,аҽыкəабара,fare il bagno
1345,sich waschen::V,аҽыӡəӡəара,lavarsi
1346,ausziehen::V,ашəыхра,tògliersi
1347,anziehen::V,ашəҵара,mettersi
1348,anziehen::V,ашəҵара,indossare
1349,sich anziehen::V,аҽеилаҳəара,vestirsi
1350,kämmen::V,аҳəара,pettinare
1351,schmücken::V,арҧшӡара,ornare
1352,schmücken::V,арҧшӡара,decorare
1353,sagen::V,аҳəара,dire
1354,sprechen::V,ацəажəара,parlare
1355,reden::V,ацəажəара,parlare
1356,reden::V,аицәажәара,parlare
1357,sich unterhalten::V,аицәажәара,conversare
1358,fragen::V,азҵаара,chièdere
1359,fragen::V,азҵаара,domandare
1360,bitten::V,аҳəара,pregare
1361,erzählen::V,аҳəара,narrare
1362,erzählen::V,аҳəара,raccontare
1363,mitteilen::V,азыцҳара,comunicare
1364,nennen::V,ахьӡҵара,nominare
1365,rufen::V,азҿыҭра,chiamare
1366,prahlen::V,аҽхəара,vantarsi
1367,übersetzen::V,аиҭагара,tradurre
1368,denken::V,азхəыцра,pensare
1369,glauben::V,ахаҵара,credere
1370,bemerken::V,агəаҭара,notare
1371,bemerken::V,агəаҭара,osservare
1372,erkennen::V,адырра,riconoscere
1373,begreifen::V,аилкаара,capire
1374,begreifen::V,аилкаара,comprèndere
1375,verstehen::V,аҳара,intèndere
1376,verstehen::V,аҳара,comprèndere
1377,lernen::V,аҵара,imparare
1378,lernen::V,аҵара,apprèndere
1379,wissen::V,адырра,sapere
1380,sich erinnern an::V,агəаларшəара,ricordare
1381,sich erinnern an::V,агəаларшəара,ricordarsi di
1382,vergessen::V,ахашҭра,dimenticare
1383,messen::V,ашəара,misurare
1384,zählen::V,аҧхьаӡара,contare
1385,rechnen::V,аҳасабра,contare
1386,rechnen::V,аҳасабра,calcolare
1387,lesen::V,аҧхьара,lèggere
1388,besitzen::V,амазаара,possedere
1389,kaufen::V,Аахəара,comprare
1390,kaufen::V,Аахəара,acquistare
1391,verkaufen::V,аҭира,vendere
1392,bezahlen::V,ахҭынҵара,pagare
1393,bezahlen::V,ашəара,pagare
1394,zahlen::V,ашəара,pagare
1395,ertragen::V,ачҳара,sopportare
1396,Moor::N,,torbiera
1397,Kralle::N,,unghia
1398,Kralle::N,,artiglio
1399,Schwarm::N,,stormo
1400,Sache::N,,cosa
1401,Menge::N,,quantità
1402,Essen::N,,pasto
1403,Essen::N,,mangiare
1404,Geschäft::N,,affare
1405,Geschäft::N,,negozio
1406,Monat::N,,mese
1407,Jahr::N,,anno
1408,dünn::A,,sottile
1409,roh::A,,crudo
1410,durch::PRP,,per
1411,durch::PRP,,attraverso
1412,was::FPRN,,che
1413,was::FPRN,,che cosa
1414,rauschen::V,,frusciare
1415,zu sehen sein::V,,vedersi
1416,wenden::V,,girare
1417,wenden::V,,voltare
1418,ergreifen::V,,afferrare
1419,bewahren::V,,conservare
1420,wünschen::V,,augurare
1421,wiegen::V,,cullare
1422,wiegen::V,,dondolare
1423,treten::V,,calciare
1424,kehren::V,,spazzare
1425,malen::V,,dipìngere
1426,zeichnen::V,,disegnare
1427,schreiben::V,,scrìvere
1428,beherrschen::V,,dominare
