,Concept_ID,la,sq
821,wer::FPRN,quis,kush
822,wo::FADV,ubi,ku
823,wohin::FADV,quo,për ku
824,wie::FADV,quomodo,si
825,warum::FADV,cur,pse
826,warum::FADV,cur,përse
827,wieviel::FNUM,quantum,sa
828,eins::NUM,unus,një
829,zwei::NUM,duo,dy
830,drei::NUM,tres,tre
831,vier::NUM,quattuor,katër
832,fünf::NUM,quinque,pesë
833,sechs::NUM,sex,gjashtë
834,sieben::NUM,septem,shtatë
835,acht::NUM,octo,tetë
836,neun::NUM,novem,nëntë
837,zehn::NUM,decem,dhjetë
838,elf::NUM,undecim,njëmbëdhjetë
839,zwölf::NUM,duodecim,dymbëdhjetë
840,zwanzig::NUM,viginti,njëzet
841,dreißig::NUM,triginta,tridhjetë
842,vierzig::NUM,quadraginta,dyzet
843,fünfzig::NUM,quinquaginta,pesëdhjetë
844,sechzig::NUM,sexaginta,gjashtëdhjetë
845,siebzig::NUM,septuaginta,shtatëdhjetë
846,achtzig::NUM,octoginta,tetëdhjetë
847,neunzig::NUM,nonaginta,nëntëdhjetë
848,hundert::NUM,centum,qind
849,tausend::NUM,mille,mijë
850,und::CNJ,et,e
851,und::CNJ,et,dhe
852,und::CNJ,-que,e
853,und::CNJ,-que,dhe
854,oder::CNJ,vel,a
855,oder::CNJ,vel,apo
856,stehen::V,stare,rri
857,sitzen::V,sedere,rri
858,liegen::V,iacere,rri shtrirë
859,hängen::V,pendere,varem
860,werden::V,fieri,bëhem
861,passieren::V,accidere,ndodh
862,beginnen::V,incipere,filloj
863,enden::V,finem habere,përfundoj
864,wechseln::V,mutari,ndërroj
865,aufgehen[Sonne]::V,oriri,hapem
866,untergehen[Sonne]::V,occidere,hyj
867,untergehen[Sonne]::V,occidere,perëndoj
868,scheinen[Sonne]::V,lucere,ndriçoj
869,donnern::V,tonare,gjëmoj
870,donnern::V,tonare,bubulloj
871,wehen::V,flare,fryj
872,strömen::V,fluere,derdh
873,fließen::V,manare,rrjedh
874,sich drehen::V,torqueri,rrotullohem
875,schwanken::V,vacillare,dyzoj
876,schwingen::V,vibrare,dridhem
877,fallen::V,cadere,bie
878,brennen::V,ardere,digjem
879,rauchen::V,fumare,nxjerr tym
880,regnen::V,pluere,bie shi
881,gefrieren::V,congelari,ngrij
882,tauen::V,rorare,shkrij
883,schmelzen::V,liquescere,shkrij
884,trocknen::V,arescere,thaj
885,sieden::V,fervere,ziej
886,faulen::V,putescere,kalbem
887,faulen::V,putescere,prishem
888,verfaulen::V,putescere,kalbem
889,reißen::V,scindi,grisem
890,reißen::V,scindi,shqyhem
891,versinken::V,mergi,humboj
892,vergehen::V,praeterire,kaloj
893,erscheinen::V,apparere,dukem
894,verschwinden::V,discedere,zhdukem
895,sinken::V,labi,ulem
896,abnehmen::V,deminui,pakësohem
897,abnehmen::V,deminui,zvogëlohem
898,zunehmen::V,augeri,shtohem
899,steigen::V,augescere,rritem
900,wachsen::V,crescere,rritem
901,glänzen::V,splendere,vezulloj
902,funkeln::V,micare,xixoj
903,funkeln::V,micare,xixëlloj
904,lärmen::V,strepere,oshtij
905,lärmen::V,strepere,zhurmoj
906,läuten::V,sonare,bie
907,klingeln::V,tinnire,i bie ziles
908,klirren::V,crepare,kërcëlloj
909,brausen::V,saevire,gjëmoj
910,rauschen::V,crepare,fëshfërij
911,klingen::V,sonare,tingëlloj
912,bellen::V,latrare,leh
913,heulen::V,ululare,ulërij
914,blasen::V,flare,fryj
915,pfeifen::V,sibilare,fishkëllej
916,schreien::V,clamare,bërtas
917,stöhnen::V,gemere,rënkoj
918,zittern::V,tremere,trembem
919,zittern::V,trepidare,trembem
920,leben::V,vivere,rroj
921,leben::V,vivere,jetoj
922,geboren werden::V,nasci,lind
923,atmen::V,spirare,marr frymë
924,trinken::V,bibere,pi
925,essen::V,edere,ha
926,schlucken::V,devorare,gëlltis
927,schlucken::V,devorare,kapërdij
928,müde werden::V,fatigari,lodhem
929,einschlafen::V,obdormiscere,bie të fle
930,schlafen::V,dormire,fle
931,aufwachen::V,expergisci,zgjohem
932,aufstehen::V,exsurgere,çohem
933,aufstehen::V,exsurgere,ngrihem
934,sich erholen::V,se reficere,qetësohem
935,sich erholen::V,se reficere,shtendosem
936,krank werden::V,aegrescere,bie i sëmurë
937,krank sein::V,aegrotare,jam i sëmurë
938,schmerzen::V,dolere,dhemb
939,husten::V,tussire,kollitem
940,genesen::V,convalescere,shërohem
941,sterben::V,mori,vdes
942,umkommen::V,perire,vdes
943,umkommen::V,perire,mbaroj
944,sich bewegen::V,se movere,shkundem
945,sich rühren::V,micare,lëviz
946,sich erheben::V,surgere,ngrihem
947,sich setzen::V,considere,ulem
948,hinfallen::V,cadere,gremisem
949,laufen::V,vadere,eci
950,schreiten::V,gradi,çapem
951,spazierengehen::V,ambulare,shëtis
952,eilen::V,properare,ngas
953,sich beeilen::V,festinare,nxitoj
954,sausen::V,currere,eci shpejt
955,rennen::V,currere,vrapoj
956,springen::V,salire,kërcej
957,klettern::V,niti,hipi
958,schaukeln::V,oscillare,kolovitem
959,kriechen::V,repere,zvarritem
960,kriechen::V,serpere,zvarritem
961,schwimmen::V,nare,notoj
962,schwimmen::V,natare,notoj
963,tauchen::V,mergere,zhytem
964,rudern::V,remigare,vozis
965,fahren::V,vehi,shkoj
966,fliegen::V,volare,fluturoj
967,gehen::V,ire,eci
968,gehen::V,ire,shkoj
969,gehen::V,vadere,eci
970,gehen::V,vadere,shkoj
971,weggehen::V,abire,vete
972,weggehen::V,discedere,vete
973,abfahren::V,proficisci,nisem
974,anhalten::V,consistere,ndalem
975,hineingehen::V,inire,futem
976,hineingehen::V,ingredi,futem
977,eintreten::V,intrare,hyj
978,kommen::V,venire,vij
979,ankommen::V,advenire,arrij
980,ankommen::V,advenire,mbërrij
981,zurückkommen::V,revenire,kthehem
982,bleiben::V,manere,mbetem
983,bleiben::V,manere,qëndroj
984,warten::V,opperiri,pres
985,erwarten::V,opperiri,pres
986,erwarten::V,expectare,pres
987,suchen::V,quaerere,kërkoj
988,finden::V,reperire,gjej
989,versuchen::V,conari,mundohem
990,versuchen::V,temptare,mundohem
991,vorbereiten::V,parare,përgatis
992,lieben::V,amare,dashuroj
993,mögen::V,amare,dua
994,lachen::V,ridere,qesh
995,rühren::V,commovere,mallëngjej
996,weinen::V,flere,qaj
997,schimpfen::V,increpare,shaj
998,sich ärgern::V,indignari,bëhem verem
999,sich fürchten::V,vereri,kam frikë
1000,sich fürchten::V,vereri,frikësohem
1001,fürchten::V,timere,kam frikë nga
1002,fliehen::V,fugere,arratisem
1003,flüchten::V,effugere,iki
1004,sehen::V,videre,shoh
1005,anschauen::V,aspectare,shikoj
1006,ansehen::V,spectare,shikoj
1007,hören::V,audire,dëgjoj
1008,zuhören::V,auscultare,veshtoj
1009,probieren::V,gustare,provoj
1010,riechen::V,olfacere,nuhas
1011,fühlen::V,sentire,ndiej
1012,scheinen::V,videri,ndriçoj
1013,zu sehen sein::V,conspici,dukem
1014,vernehmen::V,comperire,dëgjoj
1015,frieren::V,algere,mërdhij
1016,tun::V,facere,bëj
1017,können::V,posse,mund
1018,wollen::V,velle,dua
1019,wollen::V,velle,dëshiroj
1020,anfangen::V,incipere,filloj
1021,beenden::V,finire,kryej
1022,beenden::V,finire,mbaroj
1023,aufhören::V,desistere,pushoj
1024,gelingen::V,contingere,më shkon mbarë
1025,geraten::V,evenire,del
1026,öffnen::V,aperire,hap
1027,schließen::V,claudere,mbyll
1028,stellen::V,sistere,vë
1029,setzen::V,ponere,vë
1030,legen::V,ponere,vë
1031,berühren::V,tangere,rrok
1032,verbinden::V,iungere,bashkoj
1033,bedecken::V,tegere,mbuloj
1034,bedecken::V,operire,mbuloj
1035,aufhängen::V,suspendere,var
1036,anzünden::V,accendere,ndez
1037,anzünden::V,inflammare,ndez
1038,aufheben::V,tollere,ngre
1039,zurücklassen::V,relinquere,lë pas
1040,verlieren::V,perdere,humb
1041,verlieren::V,amittere,humb
1042,fallen lassen::V,dimittere,lëshoj
1043,machen::V,facere,bëj
1044,herstellen::V,fabricare,prodhoj
1045,bauen::V,construere,ndërtoj
1046,reparieren::V,reparare,ndreq
1047,reparieren::V,reparare,meremetoj
1048,verbessern::V,emendare,përmirësoj
1049,ändern::V,mutare,ndërroj
1050,graben::V,fodere,gërmoj
1051,beugen::V,flectere,kërrus
1052,biegen::V,curvare,përkul
1053,drehen::V,torquere,dredh
1054,drehen::V,torquere,rrotulloj
1055,wenden::V,vertere,kthej
1056,umdrehen::V,convertere,kthej
1057,heben::V,tollere,ngre
1058,hochheben::V,levare,ngre
1059,ergreifen::V,capessere,rrëmbej
1060,halten::V,tenere,mbaj
1061,drücken::V,premere,shtyp
1062,schieben::V,promovere,shtyj
1063,kratzen::V,radere,kruaj
1064,kratzen::V,radere,gërvisht
1065,lecken::V,lambere,lëpij
1066,beißen::V,mordere,kafshoj
1067,abreißen::V,avellere,shkëpus
1068,abschneiden::V,desecare,cungoj
1069,binden::V,ligare,lidh
1070,stecken::V,inserere,fus
1071,stecken::V,inserere,ngul
1072,brechen::V,rumpere,thyej
1073,klopfen::V,pultare,trokas
1074,hauen::V,ferire,godas
1075,kleben::V,agglutinare,ngjis
1076,reiben::V,terere,fërkoj
1077,streichen::V,oblinere,lyej
1078,schleifen::V,acuere,mpreh
1079,schneiden::V,secare,pres
1080,rütteln::V,quassare,shkund
1081,schütteln::V,quatere,lëkund
1082,schwenken::V,ventilare,valëvit
1083,schütten::V,fundere,mbush
1084,füllen::V,complere,mbush
1085,einwickeln::V,involvere,mbështjell
1086,tragen::V,ferre,mbaj
1087,tragen::V,ferre,mbart
1088,tragen::V,portare,mbaj
1089,tragen::V,portare,mbart
1090,schleppen::V,pertrahere,heq
1091,schleppen::V,pertrahere,zhgërryej
1092,ziehen::V,trahere,tërheq
1093,aufbewahren::V,asservare,ruaj
1094,werfen::V,iacere,hedh
1095,fangen::V,capere,kap
1096,packen::V,capessere,rrëmbej
1097,verstecken::V,abdere,fsheh
1098,teilen::V,partiri,ndaj
1099,teilen::V,dividere,ndaj
1100,schicken::V,mittere,dërgoj
1101,bringen::V,apportare,sjell
1102,hinzufügen::V,addere,shtoj
1103,bekommen::V,adipisci,kap
1104,erhalten::V,accipere,marr
1105,nehmen::V,sumere,marr
1106,wählen::V,eligere,zgjedh
1107,auswählen::V,deligere,përzgjedh
1108,bewahren::V,conservare,ruaj
1109,behindern::V,impedire,pengoj
1110,verderben::V,corrumpere,prish
1111,beschädigen::V,laedere,dëmtoj
1112,zerbrechen::V,rumpere,thyej
1113,zerbrechen::V,frangere,thyej
1114,zerreißen::V,discindere,çjerr
1115,zerreißen::V,discindere,zheloj
1116,zerstören::V,delere,prish
1117,zerstören::V,delere,shkatërroj
1118,verbrennen::V,urere,djeg
1119,verbrennen::V,cremare,djeg
1120,geben::V,dare,jap
1121,reichen::V,praebere,jap
1122,schenken::V,donare,fal
1123,schenken::V,donare,dhuroj
1124,schenken::V,largiri,fal
1125,schenken::V,largiri,dhuroj
1126,versprechen::V,polliceri,premtoj
1127,versprechen::V,promittere,premtoj
1128,loben::V,laudare,lëvdoj
1129,loben::V,laudare,lavdëroj
1130,küssen::V,osculari,puth
1131,zudecken::V,tegere,mbuloj
1132,wecken::V,excitare,zgjoj
1133,zeigen::V,monstrare,dëftej
1134,führen::V,ducere,çoj
1135,lehren::V,docere,arsej
1136,unterrichten::V,instituere,arsimoj
1137,aufziehen::V,nutrire,rris
1138,leiten::V,ducere,udhëheq
1139,antreiben::V,incitare,nxis
1140,lassen::V,iubere,detyroj
1141,einladen::V,invitare,ftoj
1142,vereinigen::V,coniungere,bashkoj
1143,besuchen::V,visere,vizitoj
1144,treffen::V,convenire,ndesh
1145,sich versammeln::V,convenire,tubohem
1146,spielen::V,ludere,loz
1147,spielen::V,ludere,luaj
1148,singen::V,cantare,këndoj
1149,tanzen::V,saltare,kërcej
1150,tanzen::V,saltare,vallëzoj
1151,sich trennen::V,digredi,ndahem
1152,sich trennen::V,discedere,ndahem
1153,verlassen::V,deserere,braktis
1154,verlassen::V,relinquere,braktis
1155,retten::V,servare,shpëtoj
1156,bewachen::V,custodire,ruaj
1157,schützen::V,tueri,ruaj
1158,schützen::V,tueri,mbroj
1159,schützen::V,tutari,ruaj
1160,schützen::V,tutari,mbroj
1161,verteidigen::V,defendere,mbroj
1162,sich schlagen::V,luctari,zihem
1163,schießen::V,iaculari,shtie
1164,siegen::V,vincere,fitoj
1165,siegen::V,vincere,ngadhënjej
1166,ärgern::V,irritare,zemëroj
1167,schlagen::V,ferire,rrah
1168,schlagen::V,ferire,godas
1169,treten::V,calcare,shtyj
1170,treten::V,calcare,shtyj më këmbë
1171,stechen::V,pungere,ther
1172,stechen::V,pungere,shpoj
1173,stoßen::V,tundere,shtyj
1174,stehlen::V,furari,vjedh
1175,stören::V,turbare,pengoj
1176,belästigen::V,obtundere,bezdis
1177,verbergen::V,celare,fsheh
1178,verbergen::V,occultare,fsheh
1179,täuschen::V,fallere,mashtroj
1180,betrügen::V,fraudare,kobis
1181,töten::V,necare,vras
1182,töten::V,caedere,vras
1183,wohnen::V,habitare,banoj
1184,arbeiten::V,laborare,punoj
1185,arbeiten::V,laborare,vardoj
1186,sammeln::V,colligere,mbledh
1187,sammeln::V,colligere,grumbulloj
1188,pflücken::V,carpere,vjel
1189,pflücken::V,carpere,mbledh
1190,jagen::V,venari,gjuaj
1191,fischen::V,piscari,peshkoj
1192,fischen::V,piscari,gjuaj peshk
1193,fassen::V,capere,zë
1194,hüten::V,custodire,kullos
1195,treiben::V,agere,vë përpara
1196,anbinden::V,alligare,lidh
1197,füttern::V,nutrire,grazhdoj
1198,melken::V,mulgere,mjel
1199,hacken::V,findere,grij
1200,gießen::V,rigare,ujis
1201,reifen::V,maturescere,piqem
1202,zubereiten::V,apparare,gatuaj
1203,kochen::V,coquere,ziej
1204,backen::V,coquere,pjek
1205,backen::V,coquere,furroj
1206,braten::V,torrere,fërgoj
1207,braten::V,torrere,tiganis
1208,umrühren::V,commovere,trazoj
1209,stricken::V,texere,thur
1210,nähen::V,suere,qep
1211,färben::V,tingere,ngjyej
1212,färben::V,tingere,bojatis
1213,reinigen::V,purgare,qëroj
1214,reinigen::V,purgare,pastroj
1215,waschen::V,lavare,laj
1216,waschen::V,lavare,finjos
1217,abwischen::V,abstergere,fshij
1218,spülen::V,perluere,kulloj
1219,fegen::V,verrere,fshij
1220,kehren::V,purgare,fshij
1221,baden::V,lavari,lahem
1222,sich waschen::V,lavari,lahem
1223,ausziehen::V,exuere,heq
1224,ausziehen::V,exuere,zbath
1225,anziehen::V,induere,vesh
1226,anziehen::V,induere,mbath
1227,sich anziehen::V,vestiri,vishem
1228,kämmen::V,pectere,kreh
1229,schmücken::V,ornare,hijeshoj
1230,schmücken::V,decorare,hijeshoj
1231,sagen::V,dicere,them
1232,sprechen::V,fari,flas
1233,reden::V,loqui,fjalos
1234,reden::V,loqui,fjalëtoj
1235,sich unterhalten::V,colloqui,bisedoj
1236,sich unterhalten::V,disputare,bisedoj
1237,fragen::V,rogare,pyes
1238,fragen::V,quaerere,pyes
1239,bitten::V,orare,lus
1240,bitten::V,orare,lutem
1241,bitten::V,rogare,lus
1242,bitten::V,rogare,lutem
1243,erzählen::V,narrare,rrëfej
1244,mitteilen::V,communicare,kumtoj
1245,nennen::V,appellare,quaj
1246,rufen::V,vocare,thërras
1247,prahlen::V,gloriari,mburrem
1248,prahlen::V,gloriari,kapardisem
1249,übersetzen::V,vertere,përkthej
1250,denken::V,cogitare,mendoj
1251,glauben::V,credere,besoj
1252,bemerken::V,animadvertere,vërej
1253,erkennen::V,cognoscere,njoh
1254,erkennen::V,cognoscere,shquaj
1255,begreifen::V,comprehendere,marr vesh
1256,verstehen::V,intellegere,marr vesh
1257,lernen::V,discere,mësoj
1258,wissen::V,scire,di
1259,sich erinnern an::V,meminisse,kujtoj
1260,vergessen::V,oblivisci,harroj
1261,messen::V,metiri,mas
1262,zählen::V,numerare,njeh
1263,rechnen::V,reri,llogaris
1264,rechnen::V,calculare,llogaris
1265,lesen::V,legere,lexoj
1266,lesen::V,legere,këndoj
1267,malen::V,pingere,lyej
1268,zeichnen::V,scribere,vizatoj
1269,schreiben::V,scribere,shkruaj
1270,besitzen::V,possidere,kam
1271,kaufen::V,emere,blej
1272,verkaufen::V,vendere,shes
1273,bezahlen::V,pendere,paguaj
1274,zahlen::V,solvere,paguaj
1275,beherrschen::V,regere,zotëroj
1276,beherrschen::V,imperare,zotëroj
1277,ertragen::V,tolerare,duroj
1278,ertragen::V,sustinere,duroj
1279,wünschen::V,,uroj
1280,wiegen::V,,tund
