,Concept_ID,zh,mrj
781,dreißig::NUM,三十,кымлы
782,vierzig::NUM,四十,нӹллӹ
783,fünfzig::NUM,五十,вӹцлӹ
784,sechzig::NUM,六十,кудлу
785,siebzig::NUM,七十,шӹмлу
786,achtzig::NUM,八十,кӓндӓкшлу
787,neunzig::NUM,九十,ӹндекшлу
788,hundert::NUM,百,шӱдӹ
789,tausend::NUM,千,тӹжем
790,und::CNJ,和,дöн
791,oder::CNJ,或者,льывы
792,stehen::V,站,шалшаг
793,sitzen::V,坐,шӹнзӓш
794,liegen::V,躺着,киӓш
795,hängen::V,挂着,кечӓш
796,werden::V,成为,шагалаш
797,passieren::V,发生,ӹштӓ́лтӓш
798,beginnen::V,开始,тӹнгӓлӓлтӓш
799,enden::V,终止,пӹтӓш
800,wechseln::V,变迁,весемӓш
801,wechseln::V,变迁,весемӓлтӓш
802,aufgehen[Sonne]::V,升起,авараш
803,untergehen[Sonne]::V,下落,шӹ́нзӓш
804,scheinen[Sonne]::V,照射,сотемдӓрӓш
805,donnern::V,打雷,хӹдӹртӓш
806,wehen::V,飘扬,ӹфӹлӓш
807,strömen::V,流,йогащ
808,fließen::V,流动,йогащ
809,sich drehen::V,转动,пöрдӓш
810,schwanken::V,摇摆,лыпшалташ
811,schwingen::V,摇,кӓчӓйӓш
812,fallen::V,坠落,кенвазаш
813,fallen::V,坠落,шынгалташ
814,brennen::V,燃烧,йылаш
815,rauchen::V,冒烟,шыпшаш
816,regnen::V,下雨,юраш
817,gefrieren::V,结冰,гӓш
818,gefrieren::V,结冰,кӹлмаш
819,tauen::V,融化,шылаш
820,schmelzen::V,溶化,шӹрӓнӓш
821,trocknen::V,变干,кошкаш
822,sieden::V,煮,шолаш
823,faulen::V,腐烂,шӱӓш
824,verfaulen::V,腐烂,йӓнгӓрӓлтӓш
825,reißen::V,撕,кышкедӓлтӓш
826,versinken::V,下沉,ва́лаш
827,vergehen::V,流逝,эртӓш
828,erscheinen::V,出现,каяш
829,verschwinden::V,消失,ямаш
830,sinken::V,下降,пычаш
831,abnehmen::V,减少,чӹдемӓш
832,abnehmen::V,减少,кöтӹргӓш
833,zunehmen::V,增加,когоэмӓш
834,steigen::V,上升,лӱлта́лташ
835,wachsen::V,生长,кушкаш
836,glänzen::V,发光,йӹлгӹжӓш
837,funkeln::V,闪烁,валгалташ
838,lärmen::V,吵闹,юкланаш
839,läuten::V,响,цоргаш
840,klingeln::V,按铃,цоргаш
841,brausen::V,疾驶,ышдымыла́наш
842,klingen::V,听起来,йо́нгаш
843,bellen::V,吠,опташ
844,heulen::V,嗥,урмыжаш
845,blasen::V,吹,ӹфӹлӓш
846,pfeifen::V,吹口哨,ши́шкаш
847,schreien::V,叫喊,уташ
848,schreien::V,叫喊,саслаш
849,schreien::V,叫喊,варгынзаш
850,stöhnen::V,呻吟,ӹнгӹрӓш
851,zittern::V,颤抖,цӹтӹрӓш
852,leben::V,生存,ӹлӓш
853,geboren werden::V,出生,шачаш
854,atmen::V,呼吸,шӱлӓш
855,trinken::V,喝,йӱӓш
856,essen::V,吃,качкаш
857,schlucken::V,咽,нелӓш
858,müde werden::V,疲倦,янгылаш
859,einschlafen::V,入睡,амален кеӓш
860,schlafen::V,睡觉,амалаш
861,aufwachen::V,睡醒,понгыжалташ
862,aufstehen::V,起床,кӹньӹл шагалаш
863,sich erholen::V,休养,кӓнаш
864,krank werden::V,生病,церлӓнен вазаш
865,krank sein::V,生病,церлӓнӓш
866,krank sein::V,生病,ясланаш
867,krank sein::V,生病,ясыланаш
868,schmerzen::V,疼痛,каршташ
869,husten::V,咳,кахыраш
870,genesen::V,痊愈,паремӓш
871,genesen::V,痊愈,тöрлӓнӓш
872,sterben::V,死,вазын колаш
873,umkommen::V,丧命,пӹтӓш
874,sich bewegen::V,移动,кашташ
875,sich rühren::V,动弹,тӓрвӓнӓш
876,sich erheben::V,站起,кӹньӹлӓш
877,sich setzen::V,坐,шӹнзӓш
878,hinfallen::V,跌倒,кенвазаш
879,hinfallen::V,跌倒,шынгалташ
880,laufen::V,步行,кашташ
881,schreiten::V,迈步,ашкедӓш
882,spazierengehen::V,散步,мадын кашташ
883,eilen::V,急忙,вӓшкӓш
884,sich beeilen::V,赶快,вӓшкӓш
885,sich beeilen::V,赶快,талашаш
886,sausen::V,疾驰,хойхаланаш
887,sausen::V,疾驰,хояш
888,rennen::V,奔跑,кыргыжаш
889,springen::V,跳,тӹршештӓш
890,klettern::V,攀缘,ку́заш
891,schaukeln::V,荡秋千,лыпшалташ
892,kriechen::V,爬行,авалянаш
893,kriechen::V,爬行,ньыжиклӓш
894,schwimmen::V,游泳,илӓш
895,tauchen::V,潜水,цымаш
896,rudern::V,划船,шуалташ
897,fahren::V,行驶,кеӓш
898,fliegen::V,飞,чонгештӓш
899,gehen::V,走,кеӓш
900,weggehen::V,离去,кеӓш
901,abfahren::V,出发,кеӓш
902,anhalten::V,停住,цӓрнӓш
903,hineingehen::V,进去,пыраш
904,eintreten::V,进入,пыраш
905,kommen::V,来,толаш
906,ankommen::V,到达,шоаш
907,zurückkommen::V,回来,пöртӹлӓш
908,bleiben::V,停留,кодаш
909,warten::V,等,вычаш
910,erwarten::V,等候,вычаш
911,suchen::V,找,кӹчӓлӓш
912,finden::V,找到,моаш
913,versuchen::V,尝试,путаяш
914,versuchen::V,尝试,цацаш
915,vorbereiten::V,预备,поспейӹктӓш
916,lieben::V,爱,яраташ
917,mögen::V,喜欢,яраташ
918,lachen::V,笑,ваштылаш
919,weinen::V,哭,мӓгӹрӓш
920,schimpfen::V,骂,свырседӓлӓш
921,sich ärgern::V,生气,шӹдешкӓш
922,sich fürchten::V,害怕,лӱдӓш
923,fürchten::V,害怕,лӱдӓш
924,fliehen::V,逃走,кыргыжаш
925,flüchten::V,逃跑,кыргыж шӹлӓш
926,sehen::V,看,ужаш
927,anschauen::V,注视,анжалаш
928,ansehen::V,注视,анжаш
929,hören::V,听,колаш
930,zuhören::V,倾听,колышташ
931,probieren::V,尝,тотештӓш
932,probieren::V,尝,подыл анжаш
933,riechen::V,闻,ӱпшӹнзӓш
934,fühlen::V,感到,шижӓш
935,scheinen::V,照耀,каяш
936,zu sehen sein::V,可以看到,каяш
937,vernehmen::V,审讯,колын колташ
938,frieren::V,觉得冷,кӹлмаш
939,frieren::V,觉得冷,тӹнгӹргӓш
940,tun::V,作,ӹштӓш
941,können::V,能,кердӓш
942,wollen::V,要,жалаяш
943,anfangen::V,开始,тӹнгӓлӓш
944,beenden::V,结束,пӹтӓрӓш
945,aufhören::V,停止,цӓрнӓш
946,gelingen::V,成功,цӓш лиӓш
947,geraten::V,陷于,лиӓш
948,öffnen::V,打开,пачаш
949,schließen::V,关,чӱчӓш
950,stellen::V,放,шӹндӓш
951,setzen::V,放,шӹндӓш
952,legen::V,摆,опташ
953,legen::V,摆,пиштӓш
954,berühren::V,触,тӹкӓлӓш
955,verbinden::V,联结,пидӓш
956,bedecken::V,覆盖,леведӓш
957,aufhängen::V,挂,сӓкӓш
958,anzünden::V,点,чӱктӓш
959,aufheben::V,拾起,кузыкташ
960,zurücklassen::V,遗留,кодаш
961,verlieren::V,丧失,ямдаш
962,fallen lassen::V,让掉下,кенвацтараш
963,machen::V,做,ӹштӓш
964,herstellen::V,生产,йӓмдӹлӓш
965,bauen::V,建造,ӹштӓш
966,reparieren::V,修理,чиняш
967,reparieren::V,修理,алалаш
968,verbessern::V,改进,яжоэмден шӹндӓш
969,ändern::V,改变,вашталташ
970,graben::V,挖,капаяш
971,beugen::V,弯下,лывырташ
972,beugen::V,弯下,каклярташ
973,biegen::V,弯,лывырташ
974,drehen::V,转动,сӓрӓш
975,drehen::V,转动,сӓрӹкӓлӓш
976,wenden::V,转动,сӓрӓлӓш
977,umdrehen::V,转动,сӓрӓлӓш
978,heben::V,举起,лӱктӓш
979,hochheben::V,抬高,кузыкташ
980,ergreifen::V,抓住,хватяш
981,halten::V,拿着,кычаш
982,drücken::V,压,темдӓш
983,schieben::V,推,шӹкӓш
984,kratzen::V,搔,нӹжӓш
985,lecken::V,舔,нылаш
986,beißen::V,咬,пыралаш
987,abreißen::V,撕下,кӹрӓш
988,abreißen::V,撕下,кышкед нӓлӓш
989,abschneiden::V,切断,шулаш
990,abschneiden::V,切断,лаштыклаш
991,binden::V,捆,пидӓш
992,stecken::V,插,шыралаш
993,brechen::V,断裂,тодылаш
994,brechen::V,断裂,пыдырташ
995,klopfen::V,敲,рушткаш
996,hauen::V,揍,шелӹштӓш
997,kleben::V,粘,клейӓш
998,reiben::V,摩擦,нӹжӓш
999,streichen::V,涂,шӹрӓш
1000,schleifen::V,拖曳,шымаш
1001,schneiden::V,切,пӹчкӓш
1002,rütteln::V,颠簸,мыльгыкташ
1003,schütteln::V,摇动,цӹтӹртӓш
1004,schütteln::V,摇动,мыльгыкташ
1005,schwenken::V,摇动,машыяш
1006,schütten::V,倒,опталаш
1007,füllen::V,填满,темӓш
1008,einwickeln::V,包,пӹтӹрӓ́лӓш
1009,tragen::V,提,намалаш
1010,schleppen::V,扛,шӹдӹрӓш
1011,ziehen::V,拉,шыпшаш
1012,aufbewahren::V,保存,перегӓш
1013,werfen::V,扔,кӹшкӓш
1014,fangen::V,捕捉,кычаш
1015,packen::V,抓住,хватяш
1016,verstecken::V,藏,шӹлтӓш
1017,teilen::V,分,пайылаш
1018,schicken::V,派遣,колташ
1019,bringen::V,带来,кандаш
1020,hinzufügen::V,添加,
1021,bekommen::V,得到,лыкташ
1022,erhalten::V,接到,получаяш
1023,nehmen::V,拿,налаш
1024,wählen::V,挑选,айыраш
1025,auswählen::V,选择,айыраш
1026,bewahren::V,保持,перегӓш
1027,behindern::V,防碍,мешӓйӓш
1028,verderben::V,败坏,портяш
1029,beschädigen::V,损坏,шушырташ
1030,zerbrechen::V,破碎,пыдырташ
1031,zerreißen::V,撕碎,кӹрӓш
1032,zerstören::V,毁坏,шӓлӓтӓш
1033,verbrennen::V,燃烧,йылаташ
1034,verbrennen::V,燃烧,йылалташ
1035,geben::V,给,пуаш
1036,reichen::V,递给,пуаш
1037,schenken::V,赠送,подараш
1038,versprechen::V,许诺,сöрӓш
1039,wünschen::V,祝,жалаяш
1040,loben::V,表扬,хваляш
1041,küssen::V,亲,шышшалаш
1042,wiegen::V,轻摇,лӱнгӓлтӓш
1043,zudecken::V,盖上,пиштӓш
1044,wecken::V,唤起,понгыжалтараш
1045,zeigen::V,指,анжыкташ
1046,führen::V,带领,видӓш
1047,lehren::V,教,тымдаш
1048,unterrichten::V,讲课,тымдаш
1049,aufziehen::V,抚养,кушташ
1050,leiten::V,领导,видӓш
1051,leiten::V,领导,вуйлаташ
1052,leiten::V,领导,вуйлалташ
1053,antreiben::V,催促,талаштараш
1054,lassen::V,让,-ыкт
1055,einladen::V,邀请,ӱжӓш
1056,vereinigen::V,统一,иктештӓш
1057,besuchen::V,参观,толаш
1058,treffen::V,会面,вӓшлиӓш
1059,treffen::V,会面,вӓшлиӓлтӓш
1060,sich versammeln::V,聚集,цымыргаш
1061,spielen::V,玩,мадаш
1062,singen::V,唱歌,мыраш
1063,tanzen::V,跳舞,кушташ
1064,sich trennen::V,分别,айырлаш
1065,verlassen::V,离开,шуаш
1066,retten::V,救,ытараш
1067,bewachen::V,守卫,оролаш
1068,schützen::V,保护,перегӓш
1069,verteidigen::V,保卫,перегӓш
1070,sich schlagen::V,打架,шидӓлӓш
1071,sich schlagen::V,打架,шиэдӓлӓш
1072,schießen::V,射击,лӱӓш
1073,siegen::V,获胜,сӹнгӓш
1074,ärgern::V,激怒,шӹдештӓрӓш
1075,schlagen::V,打,пӓрен колташ
1076,schlagen::V,打,хӹрӹктен колташ
1077,treten::V,踢,чымаш
1078,stechen::V,刺,пышкылаш
1079,stoßen::V,撞,шыркедӓш
1080,stehlen::V,盗窃,шолышт толаш
1081,stören::V,干扰,ӓрештӹлӓш
1082,belästigen::V,打搅,кӓньӹсӹрлӓндӓрӓш
1083,belästigen::V,打搅,шытырланыкташ
1084,verbergen::V,隐藏,шӹлтӓш
1085,täuschen::V,欺骗,алталаш
1086,täuschen::V,欺骗,аталаш
1087,betrügen::V,欺骗,мошеньӹчӓйӓш
1088,töten::V,杀,пуштын шуаш
1089,wohnen::V,居住,ӹлӓш
1090,arbeiten::V,工作,пӓшӓлӓш
1091,arbeiten::V,工作,ровотаяш
1092,sammeln::V,收集,погаш
1093,pflücken::V,采,кӹрӓш
1094,jagen::V,打猎,охотничӓйӓш
1095,fischen::V,捕鱼,кол кычаш
1096,fassen::V,捉住,кычаш
1097,hüten::V,守护,кӹтӓш
1098,treiben::V,漂,шуруяш
1099,anbinden::V,拴,ялшташ
1100,anbinden::V,拴,ялышташ
1101,füttern::V,喂,пукшаш
1102,melken::V,挤奶,шыпшылаш
1103,hacken::V,剁细,роаш
1104,gießen::V,浇,шӓвӓш
1105,reifen::V,成熟,кӱӓш
1106,reifen::V,成熟,поспейӓш
1107,kochen::V,煮,шолташ
1108,backen::V,烤,кӱктӓш
1109,braten::V,煎,жӓрӓш
1110,umrühren::V,搅拌,намалаш
1111,stricken::V,织,пидӓш
1112,nähen::V,缝,ыргаш
1113,färben::V,染色,пидӓш
1114,reinigen::V,清洁,чиӓлтӓш
1115,waschen::V,洗,мышкаш
1116,abwischen::V,擦掉,ӹштӓш
1117,spülen::V,清洗,шӱӓлтӓш
1118,fegen::V,扫,ӹштӓш
1119,kehren::V,打扫,ӹштӓш
1120,baden::V,给...洗澡,нӱштӹлӓш
1121,sich waschen::V,洗澡,мышкылташ
1122,ausziehen::V,脱,кыдашаш
1123,anziehen::V,穿,чиӓш
1124,sich anziehen::V,穿衣,чиӓш
1125,kämmen::V,梳,шерӓш
1126,schmücken::V,装饰,цеверемдӓш
1127,sagen::V,说,манаш
1128,sagen::V,说,келесӓш
1129,sprechen::V,说,манаш
1130,reden::V,讲,шайышташ
1131,sich unterhalten::V,聊天,хытыраш
1132,sich unterhalten::V,聊天,хытыргаш
1133,fragen::V,问,ядаш
1134,bitten::V,请,ядаш
1135,erzählen::V,叙述,келесӓш
1136,mitteilen::V,通知,попаш
1137,mitteilen::V,通知,увертӓш
1138,mitteilen::V,通知,увертӓрӓш
1139,nennen::V,叫做,лӹмдӓш
1140,rufen::V,叫,ӱжӓш
1141,prahlen::V,吹牛,хайзаш
1142,prahlen::V,吹牛,шаргаланаш
1143,übersetzen::V,翻译,вашташ
1144,denken::V,想,машанаш
1145,glauben::V,以为,ӹнянӓш
1146,bemerken::V,发觉,цаклаш
1147,erkennen::V,识别,пӓлӓш
1148,begreifen::V,理解,ынгылаш
1149,verstehen::V,明白,ынгылаш
1150,lernen::V,学,тыменяш
1151,wissen::V,知道,пӓлӓш
1152,sich erinnern an::V,回忆,ышештӓрӓш
1153,vergessen::V,忘记,монден кодаш
1154,messen::V,测量,висӓш
1155,zählen::V,数,шотаяш
1156,rechnen::V,计算,шотаяш
1157,lesen::V,读,лыдаш
1158,malen::V,画,рисуяш
1159,zeichnen::V,绘制,ыдырка́лаш
1160,schreiben::V,写,вазаш
1161,besitzen::V,占有,кы́чаш
1162,kaufen::V,买,нӓлӓш
1163,verkaufen::V,卖,выжалаш
1164,bezahlen::V,付钱,тӱлӓш
1165,zahlen::V,支付,тӱлӓш
1166,beherrschen::V,统治,кы́чаш
1167,ertragen::V,忍耐,цӹтӓш
1168,vergebens::ADV,,зря
1169,vergebens::ADV,,ӹзрӓ
1170,vergebens::ADV,,ӹзӹрӓ
1171,klirren::V,,цонгырталгаш
1172,rauschen::V,,шу́жгаш
1173,rühren::V,,тӓрвӓтӓш
1174,zubereiten::V,,йӓмдӹлӓш
