,Concept_ID,mhr,kn
137,Flügel::N,шу́лдыр,ರೆಕ್ಕೆ
138,Klaue::N,кӱч,ಪಂಜ
139,Kralle::N,ла́па,ಉಗುರು
140,Kralle::N,копа́,ಉಗುರು
141,Schwanz::N,поч,ಬಾಲ
142,Ei::N,му́но,ಮೊಟ್ಟೆ
143,Nest::N,пыжа́ш,ಗೂಡು
144,Bau::N,пыжа́ш,ಅಡಗುದಾಣ
145,Tier::N,я́нлык,ಪ್ರಾಣಿ
146,Tier::N,живо́тный,ಪ್ರಾಣಿ
147,Herde::N,кӱ́тӱ,ಗುಂಪು
148,Herde::N,тӱшка́,ಗುಂಪು
149,Kuh::N,ушка́л,ಹಸು
150,Bulle::N,ӱ́шкыж,ಗೂಳಿ
151,Pferd::N,и́мне,ಕುದುರೆ
152,Schaf::N,шо́рык,ಕುರಿ
153,Schwein::N,сӧсна́,ಹಂದಿ
154,Hund::N,пий,ನಾಯಿ
155,Katze::N,пы́рыс,ಬೆಕ್ಕು
156,Bär::N,маска́,ಕರಡಿ
157,Eichhörnchen::N,ур,ಉಡುತೆ
158,Elch::N,шо́рдо,ಕಡವೆ
159,Fuchs::N,ры́выж,ನರಿ
160,Hase::N,мера́ҥ,ಮೊಲ
161,Maus::N,коля́,ಇಲಿ
162,Wolf::N,пи́ре,ತೋಳ
163,Vogel::N,ка́йык,ಪಕ್ಷಿ
164,Schwarm::N,каша́к,ಗುಂಪು
165,Huhn::N,чы́ве,ಚಿಕ್
166,Hahn::N,агыта́н,ಹುಂಜ
167,Gans::N,ко́мбо,ವರಟೆ
168,Adler::N,карагу́ш,ಗರುಡ
169,Ente::N,лу́до,ಬಾತು
170,Eule::N,тумна́,ಗೂಬೆ
171,Kranich::N,турня́,ಕೊಕ್ಕರ
172,Krähe::N,кора́к,ಕಾಗೆ
173,Kuckuck::N,куку́,ಕೋಗಿಲೆ
174,Schwan::N,йӱ́ксӧ,ಹಂಸಪಕ್ಷಿ
175,Fisch::N,кол,ಮೀನು
176,Barsch::N,ола́ҥге,ಪರ್ಚ್ ಮೀನು
177,Hecht::N,нуж,ಪೈಕ್ ಮೀನು
178,Hecht::N,чорта́н,ಪೈಕ್ ಮೀನು
179,Schlange[Tier]::N,ки́шке,ಹಾವು
180,Wurm::N,шукш,ಹುಳು
181,Spinne::N,эҥыре́мыш,ಊರ್ಣನಾಭ
182,Ameise::N,ку́тко,ಇರುವೆ
183,Laus::N,тий,ಹೇನು
184,Mücke::N,шыҥа́,ಸೊಳ್ಳೆ
185,Fliege::N,ка́рме,ನೊಣ
186,Schmetterling::N,лы́ве,ಪತಂಗ
187,Beere::N,мӧр,ನಯವಣ್ಣು
188,Apfel::N,олма́,ಸೇಬು
189,Pilz::N,по́ҥго,ಅಣಬೆ
190,Zwiebel::N,шога́н,ನೀರುಳ್ಳಿ
191,Saat::N,нӧ́шмӧ,ಬಿತ್ತ
192,Saat::N,туш,ಬಿತ್ತ
193,Korn::N,шу́рно,ಬೀಜ
194,Heu::N,шу́до,ಕರಡ
195,Schale::N,шӱм,ಹೊಟ್ಟು
196,Grube::N,выне́м,ಗುಂಡಿ
197,Falle::N,лӧ́дӧ,ಬೋನು
198,Schlinge::N,о́птыш,ಉರುಲು
199,Schlinge::N,шӧрга́лтыш,ಉರುಲು
200,Spur::N,кыша́,ಜಾಡು
201,Asche::N,ло́мыж,ಬೂದಿ
202,Dreck::N,лавыра́,ಹೊಲಸು
203,Eisen::N,кӱ́ртньӧ,ಕಬ್ಬಿಣ
204,Gold::N,шӧ́ртньӧ,ಚಿನ್ನ
205,Silber::N,ший,ಬೆಳ್ಳಿ
206,Kohle::N,мландышӱ́й,ಕಲ್ಲಿದ್ದಲು
207,Glas::N,янда́,ಗಾಜು
208,Lehm::N,шун,ಜೇಡಿಮಣ್ಣು
209,Sand::N,ошма́,ಮರಳು
210,Mensch::N,еҥ,ಪುರುಷ
211,Mensch::N,айде́ме,ಪುರುಷ
212,Mann::N,пӧръе́ҥ,ಆಳು
213,Frau::N,ӱдырама́ш,ಹೆಣ್ಣು
214,Kind::N,аза́,ಮಗು
215,Junge::N,рве́зе,ಹುಡುಗ
216,Mädchen::N,ӱдыра́ш,ಹುಡುಗಿ
217,Familie::N,еш,ಕುಟುಂಬ
218,Großvater::N,коча́,ಅಜ್ಜ
219,Großmutter::N,кова́,ಅಮ್ಮ
220,Eltern::N,ача́-ава́,ಹೆತ್ತವರು
221,Vater::N,ача́,ತಂದೆ
222,Mutter::N,ава́,ಅಮ್ಮ
223,Sohn::N,э́рге,ಮಗ 
224,Tochter::N,ӱ́дыр,ಮಗಳು
225,Bruder::N,иза́,ತಮ್ಮ
226,Bruder::N,шо́льо,ತಮ್ಮ
227,Schwester::N,ака́,ತಂಗಿ
228,Onkel::N,иза́,ಸೋದರಮಾವ
229,Onkel::N,иза́,ದೊಡ್ಡಪ್ಪ
230,Tante::N,кока́,ಚಿಕ್ಕಮ್ಮ
231,Ehemann::N,мари́й,ಗಂಡ
232,Ehefrau::N,ва́те,ಹೆಂಡತಿ
233,Freude::N,куа́н,ನಲಿವು
234,Freude::N,куаныма́ш,ನಲಿವು
235,Gelächter::N,во́штылтыш,ನಗೆ
236,Glück::N,пиа́л,ಆನಂದ
237,Kummer::N,о́йго,ದುಃಖ
238,Wunsch::N,ку́мыл,ಬಯಕೆ
239,Lust::N,ку́мыл,ಇಷ್ಟ
240,Geist::N,ӧрт,ಆತ್ಮ
241,Geist::N,чон,ಆತ್ಮ
242,Gedanke::N,ой,ಯೋಚನೆ
243,Gedanke::N,шоныма́ш,ಯೋಚನೆ
244,Gedächtnis::N,шарныма́ш,ಸ್ಮರಣೆ
245,Verstand::N,уш,ಮನಸ್ಸು
246,Sinn::N,смысл,ಅರ್ಥ
247,Grund::N,ама́л,ಕಾರಣ
248,Wahrheit::N,чын,ಸತ್ಯ
249,Gespräch::N,мутланыма́ш,ಸಂಭಾಷಣೆ
250,Märchen::N,йома́к,ಸುಳ್ಳು ಕಥೆ
251,Erzählung::N,ойлыма́ш,ಕಥೆ
252,Nachricht::N,увертарыма́ш,ಸಂದೇಶ
253,Neuigkeit::N,уве́р,ಸುದ್ದಿ
254,Name::N,лӱм,ಹೆಸರು
255,Rätsel::N,ту́што,ಒಗಟು
256,Rede::N,ойлыма́ш,ಮಾತು
257,Sprache::N,йы́лме,ಭಾಷೆ
258,Stimme::N,йӱк,ಧ್ವನಿ
259,Wort::N,ой,ಮಾತು
260,Wort::N,мут,ಮಾತು
261,Zeichen::N,ти́ште,ಗುರುತು
262,Zeichen::N,знак,ಗುರುತು
263,Ruf::N,ӱжма́ш,ಕೂಗು
264,Lärm::N,лӱшкыма́ш,ಸದ್ದು
265,Lärm::N,йӱк-йӱа́н,ಸದ್ದು
266,Laut::N,йӱк,ಶಬ್ದ
267,Ton::N,йӱксе́м,ನಾದ
268,Lied::N,му́ро,ಗಾನ
269,Ruhe::N,ты́мык,ಶಾಂತಿ
270,Leute::N,еҥ-влак,ಮಂದಿ
271,Volk::N,ка́лык,ಜನಾಂಗ
272,Arbeit::N,паша́,ಕೆಲಸ
273,Gast::N,уна́,ಅತಿಥಿ
274,Geschenk::N,пӧле́к,ಕಾಣಿಕೆ
275,Spiel::N,мо́дыш,ಆಟ
276,Spiel::N,модма́ш,ಆಟ
277,Gesellschaft::N,тӱшка́,ಸಂಗ
278,Hilfe::N,по́лыш,ಸಹಾಯ
279,Freund::N,таҥ,ಸ್ನೇಹಿತ
280,Freund::N,йолта́ш,ಸ್ನೇಹಿತ
281,Kamerad::N,таҥ,ಜೊತೆಗಾರ
282,Angelegenheit::N,паша́,ವಿಚಾರ
283,Anzahl::N,чот,ಎಣಿಕೆ
284,Art::N,вид,ತರ
285,Stück::N,ка́тыш,ತುಂಡು
286,Stück::N,ла́стык,ತುಂಡು
287,Teil::N,ужа́ш,ಭಾಗ
288,Hälfte::N,пел,ಅರ್ಧ
289,Hälfte::N,пе́ле,ಅರ್ಧ
290,Kreis::N,ты́ртыш,ವೃತ್ತ
291,Kreuz::N,ыре́с,ಶಿಲುಬೆ
292,Linie::N,ли́ний,ರೀಖೆ
293,Strich::N,коре́ш,ಗೀಟು
294,Abstand::N,кокла́,ಅಂತರ
295,Entfernung::N,тора́,ದೂರ
296,Entfernung::N,ку́жыт,ದೂರ
297,Gegend::N,кунде́м,ವಿಸ್ತೀರ್ಣ
298,Platz::N,ку́мдык,ಅಂತರ
299,Ort::N,вер,ಸ್ಥಳ
300,Ort::N,о́лмо,ಸ್ಥಳ
301,Seite::N,ӧ́рдыж,ಪಕ್ಷ
302,Mitte::N,покше́л,ನಡು
303,Gegenstand::N,наста́,ವಸ್ತು
304,Sache::N,наста́,ವಸ್ತು
305,Rand::N,тӱр,ಅಂಚು
306,Kante::N,тӱр,ಅಂಚು
307,Ecke::N,лук,ಮೂಲೆ
308,Spitze::N,вуй,ತುದಿ
309,Ende::N,муча́ш,ಕೊನೆ
310,Loch::N,рож,ತೂತು
311,Winkel::N,лук,ಕೋನ
312,Muster::N,пеза́к,ನಮೂನೆ
313,Muster::N,узо́р,ನಮೂನೆ
314,Muster::N,ӱ́лгӧ,ನಮೂನೆ
315,Größe::N,кӱ́кшыт,ಪ್ರಮಾಣ
316,Länge::N,ку́тыш,ಉದ್ದ
317,Höhe::N,кӱ́кшыт,ಎತ್ತರ
318,Gewicht::N,не́лыт,ತೂಕ
319,Menge::N,чот,ಮೊತ್ತ
320,Haufen::N,кы́шыл,ರಾಶಿ
321,Reihe::N,рада́м,ಸಾಲು
322,Boot::N,пуш,ದೋಣಿ
323,Ruder::N,эшка́к,ಹುಟ್ಟು
324,Schlitten::N,тер,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
325,Schlitten::N,изде́р,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
326,Ski::N,е́че,ಜಾರುಪಟ್ಟಿ
327,Lagerfeuer::N,туло́то,ಶಿಬಿರಾಗ್ನಿ
328,Last::N,нӧ́лтыш,ಹೊರೆ
329,Gang::N,ошкылма́ш,ತಿರುಗಾಟ
330,Schritt::N,о́шкыл,ಹೆಜ್ಜೆ
331,Norden::N,йӱдйыма́л,ಉತ್ತರ
332,Süden::N,кечывалве́л,ದಕ್ಷಿಣ
333,Westen::N,касве́л,ಪಶ್ಚಿಮ
334,Osten::N,эрве́л,ಮೂಡಲು
335,Holz::N,пу,ಚೌಬೀನೆ
336,Brett::N,оҥа́,ಹಲಗೆ
337,Platte::N,аста́р,ಹಲಗೆ
338,Stütze::N,чара́к,ಆಸರೆ
339,Stange::N,лома́ш,ಕಂಬ
340,Stock::N,тоя́,ಕೋಲು
341,Stab::N,вара́,ದೊಣ್ಣೆ
342,Stab::N,кашта́,ದೊಣ್ಣೆ
343,Rohr::N,пуч,ನಳಿಕೆ
344,Haus::N,пӧрт,ಮನೆ
345,Heim::N,мӧ́ҥгӧ,ಗೃಹ
346,Ofen::N,комака́,ಒಲೆ
347,Fußboden::N,кӱва́р,ನೆಲ
348,Tisch::N,ӱсте́л,ಮೇಜು
349,Stuhl::N,пӱке́н,ಕುರ್ಚಿ
350,Wiege::N,шепка́,ತೊಟ್ಟಿಲು
351,Bett::N,ва́кшыш,ಹಾಸಿಗೆ
352,Regal::N,шӧ́рлык,ಬೀರು
353,Kiste::N,шо́ндык,ಪಟ್ಟಿಗೆ
354,Kiste::N,я́шлык,ಪಟ್ಟಿಗೆ
355,Fenster::N,окна́,ಕಿಟಕಿ
356,Tür::N,омса́,ಬಾಗಿಲು
357,Tor::N,капка́,ಹೆಬ್ಬಾಗಿಲು
358,Zaun::N,сава́р,ಬೇಲಿ
359,Dach::N,леве́дыш,ಮಾಳಿಗೆ
360,Leiter::N,тошка́лтыш,ಏಣಿ
361,Besen::N,ӱштерво́штыр,ಪೊರಕೆ
362,Spaten::N,ко́льмо,ಗುದ್ದಲಿ
363,Schaufel::N,сово́к,ಸನಿಕೆ
364,Schaufel::N,су́ско,ಸನಿಕೆ
365,Gabel::N,ви́лке,ಕವಲು
366,Löffel::N,па́не,ಚಮಚ
367,Löffel::N,совла́,ಚಮಚ
368,Messer::N,кӱ́зӧ,ಚಾಕು
369,Nagel::N,пуда́,ಆಣಿ
370,Netz::N,вапш,ಬಲೆ
371,Haken::N,са́гыле,ಕೊಂಡಿ
372,Griff::N,кыл,ಹಿಡಿ
373,Schloss::N,кӧгӧ́н,ವೀಗ
374,Bild::N,сӱре́т,ಚಿತ್ರ
375,Figur::N,фигу́р,ಆಕಾರ
376,Puppe::N,курча́к,ಗೊಂಬೆ
377,Beutel::N,меша́к,ಸಂಚಿ
378,Bündel::N,арша́ш,ಕಟ್ಟು
379,Tasche::N,сумка́,ಚೀಲ
380,Eimer::N,ведра́,ಬಾನೆ
381,Deckel::N,ко́мдыш,ಮುಚ್ಚಳ
382,Geschirr::N,а́те,ಭಕ್ಷ್ಯಗಳು
383,Sack::N,куль,ಮೂಟೆ
384,Sack::N,меша́к,ಮೂಟೆ
385,Tasse::N,чу́кыр,ಬಟ್ಟಲು
386,Tasse::N,чашка́,ಬಟ್ಟಲು
387,Topf::N,ми́ске,ಮಡಕೆ
388,Kessel::N,под,ಕೆಟಲ್
389,Essen::N,ко́чкыш,ಊಟ
390,Nahrung::N,ку́рго,ಆಹಾರ
391,Speise::N,ко́чкыш,ಊಟ
392,Fleisch::N,шыл,ಮಾಂಸ
393,Getreide::N,шу́рно,ಧಾನ್ಯ
394,Brei::N,пу́чымыш,ಗಂಜಿ
395,Brot::N,ки́нде,ರೊಟ್ಟಿ
396,Scheibe::N,ка́тыш,ಹೋಳು
397,Fett::N,коя́,ಕೊಬ್ಬು
398,Butter::N,ӱй,ಬೆಣ್ಣೆ
399,Öl::N,ӱй,ಎಣ್ಣೆ
400,Salz::N,шинча́л,ಉಪ್ಪು
401,Suppe::N,шӱр,ಎಸರು
402,Honig::N,мӱй,ಮಧು
403,Milch::N,шӧр,ಹಾಲು
404,Tee::N,чай,ಚಹ
405,Leder::N,сура́н,ಚಕ್ಕಳ
406,Leder::N,шӱ́штӧ,ಚಕ್ಕಳ
407,Wolle::N,пун,ಉಣ್ಣೆ
408,Stoff::N,куэ́м,ಬಟ್ಟೆ
409,Stoff::N,посто́,ಬಟ್ಟೆ
410,Nadel::N,и́ме,ಸೂಜಿ
411,Faden::N,шӱ́ртӧ,ದಾರ
412,Knopf::N,по́лдыш,ಗುಂಡು
413,Knoten::N,пышке́м,ಗಂಟು
414,Farbe::N,чия́,ಬಣ್ಣ
415,Kleidung::N,чие́м,ಅರಿವೆ
416,Kleidung::N,вурге́м,ಅರಿವೆ
417,Hemd::N,ту́выр,ಅಂಗಿ
418,Kragen::N,сога́,ಕುತ್ತಿಗೆಪಟ್ಟಿ
419,Ärmel::N,шокш,ತೋಳು
420,Hose::N,йола́ш,ಇಜಾರ
421,Gürtel::N,ӱ́штӧ,ಬೆಲ್ಟು
422,Mütze::N,упш,ಟೋಪಿ
423,Schuh::N,боти́нке,ಪಾದರಕ್ಷೆ
424,Stiefel::N,кем,ಬೂಟು
425,Ring::N,шерга́ш,ಉಂಗುರ
426,Band::N,тасма́,ರಿಬ್ಬನ್
427,Band::N,ле́нте,ರಿಬ್ಬನ್
428,Kamm::N,шерге́,ಹಣಿಗೆ
429,Spiegel::N,вошто́нчыш,ಕನ್ನಡಿ
430,Riemen::N,кӱзанӱ́штӧ,ಬಾರು
431,Schnur::N,кере́м,ಹುರಿ
432,Schnur::N,кандыра́,ಹುರಿ
433,Leine::N,вӱра́ҥ,ಹಗ್ಗ
434,Decke::N,леве́дыш,ಕಂಬಳಿ
435,Decke::N,одея́л,ಕಂಬಳಿ
436,Kissen::N,кӱ́пчык,ದಿಂಬು
437,Tuch::N,шо́выч,ಕೊರಳ ಬಟ್ಟೆ
438,Handtuch::N,со́лык,ಚೌಕ
439,Kraft::N,вий,ಬಲ
440,Kraft::N,куа́т,ಬಲ
441,Stärke::N,куа́т,ಶಕ್ತಿ
442,Stärke::N,карма́н,ಶಕ್ತಿ
443,Gesundheit::N,таза́лык,ಆರೋಗ್ಯ
444,Krankheit::N,чер,ರೋಗ
445,Schmerz::N,ко́рштыш,ನೋವು
446,Wunde::N,су́сыр,ಗಾಯ
447,Fieber::N,йӱштыму́ж,ಜ್ವರ
448,Fieber::N,лихора́дке,ಜ್ವರ
449,Arznei::N,эм,ಔಷಧ
450,Brücke::N,кӱва́р,ಸೇತುವೆ
451,Brunnen::N,вӱдвыне́м,ಬಾವಿ
452,Weide::N,нурше́р,ಗೋಮಾಳ
453,Pfad::N,йолго́рно,ದಾರಿ
454,Pfad::N,сокма́к,ದಾರಿ
455,Weg::N,ко́рно,ಹಾದಿ
456,Straße::N,ко́рно,ರಸ್ತೆ
457,Dorf::N,ял,ಹಳ್ಳಿ
458,Stadt::N,ола́,ಪಟ್ಟಣ
459,Brief::N,се́рыш,ಕಾಗದ
460,Buch::N,книга́,ಪುಸ್ತಕ
461,Buchstabe::N,буква́,ಅಕ್ಷರ
462,Zeitung::N,газе́т,ವಾರ್ತಾಪತ್ರಿಕೆ
463,Leben::N,и́лыш,ಜೀವನ
464,Tod::N,колыма́ш,ಮರಣ
465,Grab::N,шӱга́р,ಗೋರಿ
466,Kirche::N,че́рке,ಚರ್ಚು
467,Sünde::N,су́лык,ಪಾಪ
468,Gott::N,ю́мо,ದೇವರು
469,Arbeiter::N,паша́зе,ಕೆಲಸಗಾರ
470,Chef::N,тӧра́,ದಣಿ
471,Meister::N,маста́р,ಶಿಕ್ಷಕ
472,Arzt::N,врач,ವೈದ್ಯ
473,Lehrer::N,ту́ныктышо,ಉಪಾಧ್ಯಾಯ
474,Geld::N,окса́,ಹಣ
475,Geschäft::N,сатулыма́ш,ವಾಣಿಜ್ಯ
476,Laden::N,ке́выт,ಅಂಗಡಿ
477,Preis::N,ак,ಬೆಲೆ
478,Ware::N,сату́,ಸರಕು
479,Nutzen::N,пайда́,ಲಾಭ
480,Reichtum::N,поя́нлык,ಸಂಪತ್ತು
481,Welt::N,тӱня́,ಭೂಲೋಕ
482,Land::N,эл,ದೇಶ
483,Staat::N,кугыжа́ныш,ರಾಜ್ಯ
484,König::N,кугыжа́,ರಾಜ
485,Macht::N,власть,ಅಧಿಕಾರ
486,Grenze::N,грани́ца,ಗಡಿ
487,Krieg::N,сар,ಯುದ್ಧ
488,Feind::N,тушма́н,ಶತ್ರು
489,Gewalt::N,виешлыма́ш,ಹಿಂಸೆ
490,Kampf::N,кредалма́ш,ಹೋರಾಟ
491,Bogen[Waffe]::N,юҥе́ж,ಬಿಲ್ಲು
492,Pfeil::N,пикш,ಅಂಬು
493,Gewehr::N,пыча́л,ಬಂದೂಕು
494,Fehler::N,йо́ҥылыш,ತಪ್ಪು
495,Lüge::N,шоя́к,ಸುಳ್ಳು
496,Schaden::N,зия́н,ಹಾನಿ
497,Unglück::N,эҥге́к,ಅಪಾಯ
498,Schuld::N,тита́к,ದೋಷ
499,Schuld::N,йола́,ದೋಷ
500,Alter::N,ийго́т,ಮುಪ್ಪು
501,Schluss::N,муча́ш,ಮುಕ್ತಾಯ
502,Zeit::N,жап,ಕಾಲ
503,Zeit::N,па́гыт,ಕಾಲ
504,Tag::N,ке́че,ದಿನ
505,Morgen::N,эр,ಮುಂಜಾನೆ
506,Mittag::N,кечыва́л,ನಡುಹಗಲು
507,Abend::N,кас,ಸಂಜೆ
508,Nacht::N,йӱд,ರಾತ್ರಿ
509,Woche::N,арня́,ವಾರ
510,Monat::N,ты́лзе,ತಿಂಗಳು
511,Jahr::N,ий,ಸಂವತ್ಸರ
512,Frühling::N,шо́шо,ವಸಂತ
513,Sommer::N,кеҥе́ж,ಬಿಸಿಲುಕಾಲ
514,Herbst::N,шы́же,ಶರತ್ಕಾಲ
515,Winter::N,те́ле,ಚಳಿಗಾಲ
516,Januar::N,шоркыйол,ನಾಲ್ಚಳಿ
517,Januar::N,идалыкву́й,ನಾಲ್ಚಳಿ
518,Januar::N,янва́рь,ನಾಲ್ಚಳಿ
519,Februar::N,пургыж,ಅಯ್ಚಳಿ
520,Februar::N,февра́ль,ಅಯ್ಚಳಿ
521,März::N,ӱярня,ಮೊಬ್ಬೇಸಿಗೆ
522,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
523,April::N,апре́ль,ಇಬ್ಬೇಸಿಗೆ
524,Mai::N,ага,ಮುಬ್ಬೇಸಿಗೆ
525,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
526,Juni::N,пеледыш,ಮೊಮ್ಮಳೆ
527,Juni::N,ию́нь,ಮೊಮ್ಮಳೆ
