,Concept_ID,ku,tt
813,sitzen::V,rûniştin,утыру
814,liegen::V,paldan,яту
815,hängen::V,darve kirin,эленү
816,werden::V,bûn,булу
817,passieren::V,hatin holê,булу
818,passieren::V,hatin serê kesî,булу
819,beginnen::V,li dest pêkirin,башлану
820,enden::V,xalas bû,бетү
821,wechseln::V,guherandin,үзгәртү
822,wechseln::V,dêgiş kirin,үзгәртү
823,aufgehen[Sonne]::V,hilatin,чыгу
824,untergehen[Sonne]::V,çun ava,бату
825,scheinen[Sonne]::V,şewk de,яктырту
826,donnern::V,gire-gir,күкрәү
827,wehen::V,ba le de,исү
828,strömen::V,xwe girtin,агу
829,fließen::V,herikîn,агу
830,sich drehen::V,xwe zivirandin,бөтерелү
831,schwanken::V,hejandin,икеләнү
832,schwingen::V,libakirin,тирбәлү
833,fallen::V,ketin,егылу
834,brennen::V,şewitîn,яну
835,rauchen::V,kişandin,төтәү
836,rauchen::V,kişandin,төтенләү
837,regnen::V,bahran tê,яву
838,gefrieren::V,qefilandin,кату
839,tauen::V,helandin,эрү
840,tauen::V,helandin,эретү
841,schmelzen::V,helandin,эрү
842,schmelzen::V,helandin,эретү
843,trocknen::V,zuwabûn,кибү
844,sieden::V,kelîn,ургылу
845,faulen::V,xerabûn,черү
846,verfaulen::V,xerabûn,черү
847,reißen::V,jêkirin,өзелү
848,versinken::V,xerq bûn,бату
849,vergehen::V,derbas bûn,авышу
850,erscheinen::V,peyda bûn,пәйда булу
851,verschwinden::V,wendabûn,югалу
852,verschwinden::V,wendabûn,юк булу
853,sinken::V,noq bûn,кимү
854,sinken::V,noq bûn,кайту
855,abnehmen::V,kêm bûn,азаю
856,zunehmen::V,qelew bûn,арту
857,zunehmen::V,qelew bûn,күбәю
858,zunehmen::V,qelew bûn,ишәю
859,steigen::V,hildan,үсү
860,wachsen::V,mezin bûn,үсү
861,glänzen::V,biriqîn,ялкылдау
862,funkeln::V,çikisîn,ялтырау
863,lärmen::V,guşîn,шаулау
864,läuten::V,lê de,шалтырату
865,klingeln::V,sîl dan,шалтырату
866,klingeln::V,ringerin,шалтырату
867,klirren::V,zingzing hat,чылтырау
868,brausen::V,guşîn,давыллау
869,brausen::V,guşîn,дулау
870,rauschen::V,guşîn,кыштырдау
871,klingen::V,deng pe ketin,ишетелү
872,bellen::V,kewtîn,өрү
873,heulen::V,ûrîn,улау
874,blasen::V,puf kirin,өрү
875,pfeifen::V,fîkandin,сызгырту
876,schreien::V,qîrîn,кычкыру
877,stöhnen::V,nalîn,ыңгырашу
878,zittern::V,hejîn,калтырау
879,zittern::V,hejîn,калтырану
880,leben::V,jihîn,яшәү
881,leben::V,jihîn,гомер итү
882,geboren werden::V,hatin dinyê,туу
883,geboren werden::V,bûn,туу
884,atmen::V,hilmijîn,сулау
885,trinken::V,vexwarin,эчү
886,essen::V,xwarin,ашау
887,schlucken::V,daqulbandin,йоту
888,müde werden::V,betilîln,ялыгу
889,müde werden::V,betilîln,йөгенү
890,müde werden::V,qerimîn,ялыгу
891,müde werden::V,qerimîn,йөгенү
892,einschlafen::V,razan,йокыга китү
893,schlafen::V,razan,йоклау
894,schlafen::V,razandin,йоклау
895,aufwachen::V,şiyarbûn,уяну
896,aufstehen::V,rabûn,тору
897,sich erholen::V,baş bûn,ял алу
898,sich erholen::V,baş bûn,истирахәт итү
899,krank werden::V,nexweş kêt,чирләү
900,krank sein::V,nexweş bû,чирләү
901,schmerzen::V,êşandin,авырту
902,husten::V,kuxin,ютәлләү
903,genesen::V,baş bûn,савыгу
904,genesen::V,baş bûn,сәламәтләнү
905,sterben::V,mirin,үлү
906,sterben::V,mirin,дөнья кую
907,sterben::V,mirin,вафат булу
908,umkommen::V,mirin,үлү
909,sich bewegen::V,leqîn,йөрү
910,sich rühren::V,leqîn,кыймылдау
911,sich erheben::V,rabûn,басу
912,sich setzen::V,runiştin,утыру
913,hinfallen::V,kêtin,егылу
914,laufen::V,meşîn,җәяүләү
915,schreiten::V,meşkirin,атлау
916,spazierengehen::V,gerandin,йөрү
917,spazierengehen::V,gerandin,йөргенү
918,eilen::V,lezandin,ашыгу
919,sich beeilen::V,zûkirin,ашыгу
920,sich beeilen::V,zûkirin,кызулау
921,sausen::V,fîzîn,җилдерү
922,rennen::V,baz dan,йөгерү
923,springen::V,hilpekîn,сикерү
924,klettern::V,hilperikîn,үрмәләү
925,schaukeln::V,lorandin,атыну
926,kriechen::V,xuşandin,шуышу
927,kriechen::V,xuşandin,үрмәләү
928,schwimmen::V,avjenîn,йөзү
929,tauchen::V,qutxuyardin,чуму
930,tauchen::V,noqîn,чуму
931,rudern::V,qaîq ajotin,ишү
932,fahren::V,ajotin,бару
933,fliegen::V,firîn,очу
934,gehen::V,çûn,йөрү
935,weggehen::V,çûn,китү
936,abfahren::V,çûyin,кузгалу
937,anhalten::V,rawestîn,тукталу
938,hineingehen::V,ketin hundir,инү
939,eintreten::V,têketin,инү
940,kommen::V,hatin,килү
941,ankommen::V,gihan,бару
942,ankommen::V,gihîştin,бару
943,zurückkommen::V,vegerandin,кире кайту
944,bleiben::V,sekinîn,калу
945,warten::V,payîn,көтү
946,erwarten::V,payîn,көтү
947,suchen::V,lêgerîn,эзләү
948,finden::V,peyda kirin,табу
949,versuchen::V,çeribandin,маташу
950,vorbereiten::V,amade kirin,хәзерләү
951,lieben::V,hez kirin,сөю
952,lieben::V,hez kirin,ярату
953,mögen::V,dil kirin,өнәү
954,lachen::V,kenîn,көлү
955,rühren::V,hêjan,дулкынландыру
956,weinen::V,girîn,елау
957,schimpfen::V,pevçûn,сүгү
958,schimpfen::V,pevçûn,сүгенү
959,sich ärgern::V,enirîn,ачулану
960,sich fürchten::V,tirsîn,курку
961,fürchten::V,tirsin,калтырау
962,fürchten::V,tirsin,калтырану
963,fliehen::V,bazdan,арка бирү
964,flüchten::V,revîn,качу
965,sehen::V,dîtin,күрү
966,anschauen::V,sêr kirin,карау
967,ansehen::V,hesibandin,карау
968,ansehen::V,hesibandin,күзәтү
969,hören::V,guhdar jirin,ишетү
970,zuhören::V,guhdarî kirin,тыңлау
971,probieren::V,tehm kirin,тату
972,riechen::V,bihn kirin,иснәү
973,fühlen::V,hîs kirin,тою
974,fühlen::V,hîs kirin,сизү
975,scheinen::V,xoyer kir,күренү
976,zu sehen sein::V,diyar bûn,күренү
977,vernehmen::V,bihîstin,ишетү
978,frieren::V,qerişîn,өшү
979,frieren::V,qerişîn,күшегү
980,tun::V,kirin,итү
981,können::V,karin,алу
982,wollen::V,xwestîn,теләү
983,anfangen::V,dest pêkirin,керешү
984,beenden::V,xelas kirin,бетерү
985,beenden::V,xelas kirin,тәмамлау
986,aufhören::V,xelas kirin,бетү
987,gelingen::V,çe bûn,уңу
988,geraten::V,qewîmîn,сабышу
989,öffnen::V,vekirin,ачу
990,schließen::V,girtin,ябу
991,stellen::V,danîn,кую
992,setzen::V,rûniştin,утырту
993,legen::V,danîn,яткыру
994,legen::V,razandin,яткыру
995,berühren::V,lêketin,тию
996,verbinden::V,anîn pê,ялгау
997,bedecken::V,sergirtin,өрту
998,bedecken::V,sergirtin,каплау
999,bedecken::V,sergirtin,томалау
1000,aufhängen::V,aliqandin,асу
1001,anzünden::V,pêxistin,кабызу
1002,aufheben::V,hildan,күтәрү
1003,zurücklassen::V,hiştin,калдыру
1004,zurücklassen::V,vehiştin,калдыру
1005,verlieren::V,wendakirin,югалту
1006,fallen lassen::V,xistin bixe,төшерү
1007,fallen lassen::V,xistin,төшерү
1008,machen::V,kirin,ясау
1009,machen::V,kirin,эшләү
1010,machen::V,çêkirin,ясау
1011,machen::V,çêkirin,эшләү
1012,herstellen::V,çê kirin,ясау
1013,herstellen::V,peyda kirin,ясау
1014,bauen::V,lêkirin,кору
1015,reparieren::V,veherînerîn,төзәтү
1016,verbessern::V,sererastkirin,яхшырту
1017,ändern::V,degiş kirin,үзгәртү
1018,graben::V,kolandin,казу
1019,beugen::V,tewîn,ию
1020,beugen::V,xwar kirin,ию
1021,biegen::V,tewandin,бөгү
1022,biegen::V,xwarkirin,бөгү
1023,drehen::V,fitilandin,бору
1024,drehen::V,fitilandin,бөтерү
1025,wenden::V,zivîrin,бору
1026,umdrehen::V,vegerandin,түнтәрү
1027,heben::V,hildan,күтәрү
1028,hochheben::V,hildan,күтәрү
1029,ergreifen::V,dest avêtin,эләктерү
1030,halten::V,hîştin,тоту
1031,halten::V,sekinîn,тоту
1032,drücken::V,pêl kirin,кысу
1033,schieben::V,damdan,кузгату
1034,kratzen::V,xurandin,тырнау
1035,lecken::V,alastin,ялау
1036,beißen::V,gez kirin,тешләү
1037,abreißen::V,hilşandin,өзү
1038,abschneiden::V,jêkirin,кыю
1039,abschneiden::V,jêkirin,кисү
1040,binden::V,girêdan,бәйләү
1041,stecken::V,têxistin,төртү
1042,stecken::V,têxistin,тыгу
1043,brechen::V,şikandin,сындыру
1044,klopfen::V,kutandin,шаку
1045,klopfen::V,kutandin,шакылдау
1046,hauen::V,li dan,кыйнау
1047,kleben::V,zeliqîn,ябыштыру
1048,kleben::V,şirêz kirin,ябыштыру
1049,reiben::V,firikandin,ышку
1050,streichen::V,bax dan,ягу
1051,schleifen::V,çarkirin,кайрау
1052,schneiden::V,jêkirin,кисү
1053,rütteln::V,hejandin,селкетү
1054,schütteln::V,daweşîn,селкетү
1055,schwenken::V,têwdan,болгау
1056,schütten::V,rijandin,кою
1057,füllen::V,dagirtin,тутыру
1058,einwickeln::V,pêçandin,төрү
1059,tragen::V,kişandin,ташу
1060,tragen::V,rajtin,ташу
1061,schleppen::V,kişandin,сөйрәү
1062,schleppen::V,kişandin,өстерәү
1063,ziehen::V,kişandin,тарту
1064,aufbewahren::V,hilandin,саклау
1065,werfen::V,avêtin,ыргыту
1066,fangen::V,sem kirin,тоту
1067,fangen::V,girtin,тоту
1068,packen::V,pê girtin,эләктерү
1069,verstecken::V,hîlanin,яшерү
1070,teilen::V,parvekirin,бүлү
1071,schicken::V,şandin,җибәрү
1072,bringen::V,anîn,китерү
1073,bringen::V,birin,китерү
1074,hinzufügen::V,dan ser,өстәү
1075,hinzufügen::V,li tiştekî zêde kirin,өстәү
1076,bekommen::V,standin,алу
1077,erhalten::V,standin,алу
1078,nehmen::V,girtin,алу
1079,wählen::V,ray dan,сайлау
1080,auswählen::V,bijartin,сайлау
1081,bewahren::V,rê li ber girtin,саклау
1082,bewahren::V,lê xwedî derketin,саклау
1083,behindern::V,bara wi,комачаулау
1084,verderben::V,heram bûn,бозу
1085,beschädigen::V,xerab kirin,бозу
1086,zerbrechen::V,şikênandin,вату
1087,zerbrechen::V,perçe kirin,вату
1088,zerreißen::V,qelişandin,өзү
1089,zerreißen::V,qelişandin,ерту
1090,zerstören::V,hilşandin,җимерү
1091,verbrennen::V,şewitandin,яндыру
1092,verbrennen::V,şewitandin,көйдерү
1093,geben::V,dan,бирү
1094,geben::V,dayin,бирү
1095,reichen::V,besbûn,тапшыру
1096,reichen::V,têrkirin,тапшыру
1097,schenken::V,diyarî kirin,бүләкләү
1098,versprechen::V,soz dan,вәгъдә бирү
1099,wünschen::V,dil kirin,котлау
1100,loben::V,pesinandin,мактау
1101,küssen::V,maçkirin,үбү
1102,wiegen::V,lorandin,тирбәтү
1103,wiegen::V,wezinandin,тирбәтү
1104,zudecken::V,nixumandin,ябу
1105,zudecken::V,nixumandin,бөркәү
1106,wecken::V,bixwe hesandin,уяту
1107,zeigen::V,şanîdan,күрсәтү
1108,führen::V,raber kirin,йөртү
1109,lehren::V,hîn kirin,өйрәтү
1110,unterrichten::V,ders dan,укыту
1111,aufziehen::V,mesinkirin,асрау
1112,leiten::V,rêberî kirin,җитәкләү
1113,antreiben::V,bezandin,куалау
1114,antreiben::V,bezandin,әйдәләү
1115,antreiben::V,bezandin,ашыктыру
1116,lassen::V,berdan,мәҗбүр итү
1117,lassen::V,hiştin,мәҗбүр итү
1118,einladen::V,dawet kirin,чакыру
1119,vereinigen::V,bi yek kirin,берләштерү
1120,besuchen::V,mêvan bûn,керешү
1121,treffen::V,rast hatin,очрату
1122,sich versammeln::V,li hev çivîn,җыелышу
1123,spielen::V,listin,уйнау
1124,singen::V,stran,җырлау
1125,tanzen::V,reqisîn,бию
1126,sich trennen::V,hew berdan,аерылу
1127,sich trennen::V,hew berdan,ташлашу
1128,verlassen::V,tanê hişt,ташлау
1129,verlassen::V,tanê hişt,калдыру
1130,verlassen::V,bêkes,ташлау
1131,verlassen::V,bêkes,калдыру
1132,retten::V,rihakirin,коткару
1133,bewachen::V,raçavkirin,каравыллау
1134,schützen::V,hemet kirin,ышыклау
1135,verteidigen::V,paraztin,яклау
1136,verteidigen::V,paraztin,саклау
1137,sich schlagen::V,li hev bezîn,сугышу
1138,schießen::V,agir kirin,ату
1139,siegen::V,biser ketin,җиңү
1140,ärgern::V,xeyirandin,ачуландыру
1141,schlagen::V,lêdan,ору
1142,schlagen::V,lêdan,бәрү
1143,schlagen::V,lêdan,тукмау
1144,schlagen::V,lêxistin,ору
1145,schlagen::V,lêxistin,бәрү
1146,schlagen::V,lêxistin,тукмау
1147,treten::V,têlekirin,тибү
1148,stechen::V,têrekirin,кадау
1149,stoßen::V,lêketin,этү
1150,stehlen::V,dizîn,урлау
1151,stehlen::V,dizî birin,урлау
1152,stören::V,aciz kirin,комачаулау
1153,belästigen::V,li tela yeki ketin,борчу
1154,belästigen::V,li tela yeki ketin,билмазалау
1155,verbergen::V,veşartin,яшерү
1156,verbergen::V,kemîndanîn,яшерү
1157,täuschen::V,xapandin,алдату
1158,täuschen::V,lê zexeli kirin,алдату
1159,betrügen::V,xapandin,хәрәмләшү
1160,töten::V,kûştin,үтерү
1161,wohnen::V,rûniştin,яшәү
1162,arbeiten::V,kar kirin,эшләү
1163,arbeiten::V,şêxulin,эшләү
1164,sammeln::V,komkirin,туплау
1165,pflücken::V,çinîn,өзү
1166,jagen::V,nêçîr kirin,аулау
1167,fischen::V,masî girtin,балык тоту
1168,fassen::V,pê girtin,тоту
1169,fassen::V,sêm kirin,тоту
1170,hüten::V,hei jê man,көтү
1171,treiben::V,bêherandin,куалау
1172,anbinden::V,tewilandin,бәйләү
1173,füttern::V,xwarine dan lê,туйдыру
1174,melken::V,dotin,саву
1175,hacken::V,kolandin,чабу
1176,gießen::V,av dan,сугару
1177,reifen::V,kemilîn,җитешү
1178,zubereiten::V,çe kirin,пешеренү
1179,kochen::V,xwarin çe kirin,пешерү
1180,kochen::V,xwarin çe kirin,кайнату
1181,kochen::V,kelandin,пешерү
1182,kochen::V,kelandin,кайнату
1183,backen::V,pijandin,пешерү
1184,braten::V,qelandin,куыру
1185,braten::V,qelandin,кыздыру
1186,braten::V,sor kirin,куыру
1187,braten::V,sor kirin,кыздыру
1188,umrühren::V,têvdan,бутау
1189,umrühren::V,têvdan,болгату
1190,stricken::V,hûnan,бәйләү
1191,nähen::V,kêl kirin,тегү
1192,färben::V,boyax kirin,ману
1193,reinigen::V,paqijkirin,чистарту
1194,waschen::V,şuştin,юу
1195,abwischen::V,pakîj kirin,сөртү
1196,spülen::V,şuştin,чайкау
1197,fegen::V,maliştin,себерү
1198,kehren::V,maliştin,себерү
1199,baden::V,serîşûştin,коену
1200,sich waschen::V,serîşûştin,юыну
1201,ausziehen::V,jê kirin,чишенү
1202,anziehen::V,pê kirin,кию
1203,sich anziehen::V,xwe kirin,киенү
1204,kämmen::V,şeh kirin,тарау
1205,schmücken::V,xemilandin,бизәү
1206,schmücken::V,xemilandin,бизәкләү
1207,sagen::V,gotin,дию
1208,sagen::V,gotin,әйтү
1209,sagen::V,peyivîn,дию
1210,sagen::V,peyivîn,әйтү
1211,sprechen::V,peyivîn,сөйләү
1212,sprechen::V,peyivîn,сөйләшү
1213,reden::V,axaftin,сөйләү
1214,sich unterhalten::V,hev biştaxilin,сөйләшү
1215,fragen::V,pirsîn,сорау
1216,fragen::V,pirsîn,сорашу
1217,fragen::V,pirs kirin,сорау
1218,fragen::V,pirs kirin,сорашу
1219,bitten::V,tika kirin,үтенү
1220,erzählen::V,behs kirin,сөйләү
1221,mitteilen::V,vegotin,белдерү
1222,nennen::V,bi nav kirin,дию
1223,rufen::V,bakirin,дәшү
1224,prahlen::V,pesnê xwe dan,мактану
1225,prahlen::V,pesnê xwe dan,шапырыну
1226,übersetzen::V,qulibandin,күчерү
1227,übersetzen::V,derbas kirin,күчерү
1228,denken::V,fikirîn,уйлау
1229,glauben::V,bawer bûn,инану
1230,bemerken::V,bala xwe dan,искәрү
1231,bemerken::V,çac lê ketin,искәрү
1232,erkennen::V,pêhesîn,тану
1233,begreifen::V,fêmkirin,аңлау
1234,begreifen::V,fêmkirin,төшенү
1235,verstehen::V,fêmkirin,аңлау
1236,verstehen::V,fêmkirin,төшенү
1237,lernen::V,halmandin,уку
1238,lernen::V,halmandin,өйрәнү
1239,lernen::V,fêrbun,уку
1240,lernen::V,fêrbun,өйрәнү
1241,wissen::V,zanîn,белү
1242,sich erinnern an::V,bir bûn,хәтерләү
1243,vergessen::V,ji bir kirin,оныту
1244,messen::V,pê kanîn,үлчәү
1245,zählen::V,hejmardin,санау
1246,rechnen::V,hesibandin,исәпләү
1247,lesen::V,xwendin,уку
1248,malen::V,rengandin,рәсем ясау
1249,malen::V,rengandin,сурәт ясау
1250,malen::V,rengandin,сурәтләү
1251,malen::V,boyax kirin,рәсем ясау
1252,malen::V,boyax kirin,сурәт ясау
1253,malen::V,boyax kirin,сурәтләү
1254,zeichnen::V,işaret kirin,язу-сызу
1255,zeichnen::V,işaret kirin,сурәт ясау
1256,schreiben::V,nivîsandin,язу
1257,besitzen::V,hebûn,биләү
1258,kaufen::V,kirîn,алу
1259,verkaufen::V,firotin,сату
1260,bezahlen::V,pere dan,түләү
1261,zahlen::V,pere dan,түләү
1262,zahlen::V,dayin,түләү
1263,beherrschen::V,zebt kirin,ия булу
1264,beherrschen::V,hukim kirin,ия булу
1265,ertragen::V,bihêzkirin,чыдау
