,Concept_ID,ja,ro
857,so::ADV,こう,atât
858,noch::ADV,まだ,încă
859,nur::ADV,～だけ,doar
860,schon::ADV,もう,și
861,schon::ADV,もう,deja
862,wieder::ADV,再び,iar
863,wieder::ADV,再び,iarăși
864,vergebens::ADV,無駄に,în zadar
865,vor::PRP,前に,înainte de
866,hinter::PRP,後ろに,după
867,hinter::PRP,後ろに,în spatele
868,unter::PRP,下に,sub
869,durch::PRP,通して,prin
870,neben::PRP,横に,lângă
871,neben::PRP,横に,alături de
872,zwischen::PRP,間に,între
873,zwischen::PRP,間に,dintre
874,wegen::PRP,為に,pentru
875,wegen::PRP,せいで,pentru
876,dies::PRN,これ,acesta
877,das::PRN,それ,asta
878,alles::PRN,全部,tot
879,ich::PRN,私,eu
880,du::PRN,あなた,tu
881,er::PRN,彼,el
882,er::PRN,彼,dânsul
883,wir::PRN,私達,noi
884,ihr::PRN,あなた達,voi
885,sie::PRN,彼ら,ei
886,sie::PRN,彼ら,dânșii
887,was::FPRN,何,ce
888,wer::FPRN,誰,cine
889,wer::FPRN,どなた,cine
890,wo::FADV,どこ,unde
891,wo::FADV,どこに,unde
892,wohin::FADV,どこへ,încotro
893,wie::FADV,どう,cum
894,warum::FADV,何故,de ce
895,warum::FADV,何故,pentru ce
896,warum::FADV,どうして,de ce
897,warum::FADV,どうして,pentru ce
898,wieviel::FNUM,どのくらい,cât
899,eins::NUM,一,unu
900,zwei::NUM,二,doi
901,zwei::NUM,二つ,doi
902,drei::NUM,三,trei
903,drei::NUM,三つ,trei
904,vier::NUM,四,patru
905,vier::NUM,四つ,patru
906,fünf::NUM,五,cinci
907,fünf::NUM,五つ,cinci
908,sechs::NUM,六,șase
909,sechs::NUM,六つ,șase
910,sieben::NUM,七,șapte
911,sieben::NUM,七つ,șapte
912,acht::NUM,八,opt
913,acht::NUM,八つ,opt
914,neun::NUM,九,nouă
915,neun::NUM,九つ,nouă
916,zehn::NUM,十,zece
917,elf::NUM,十一,unsprezece
918,zwölf::NUM,十二,douăsprezece
919,zwanzig::NUM,二十,douăzeci
920,dreißig::NUM,三十,treizeci
921,vierzig::NUM,四十,patruzeci
922,fünfzig::NUM,五十,cincizeci
923,sechzig::NUM,六十,șaizeci
924,siebzig::NUM,七十,șaptezeci
925,achtzig::NUM,八十,optzeci
926,neunzig::NUM,九十,nouăzeci
927,hundert::NUM,百,sută
928,tausend::NUM,千,mie
929,und::CNJ,-と,și
930,und::CNJ,そして,și
931,oder::CNJ,或いは,ori
932,stehen::V,立っている,sta
933,sitzen::V,座っている,ședea
934,liegen::V,横になっている,zăcea
935,liegen::V,横になっている,fi culcat
936,hängen::V,掛かっている,atârna
937,werden::V,なる,deveni
938,werden::V,なる,se face
939,passieren::V,起こる,se întâmpla
940,beginnen::V,始まる,începe
941,enden::V,終わる,se sfârși
942,enden::V,終わる,se termina
943,wechseln::V,変わる,se schimba
944,aufgehen[Sonne]::V,出る,răsări
945,untergehen[Sonne]::V,沈む,apune
946,scheinen[Sonne]::V,輝く,străluci
947,donnern::V,雷が鳴る,tuna
948,wehen::V,吹く,bate
949,strömen::V,流れる,curge în șiroaie
950,fließen::V,流れる,curge
951,sich drehen::V,回転する,se învârti
952,schwanken::V,揺れる,se clătina
953,schwingen::V,振動する,vibra
954,schwingen::V,振動する,flutura
955,fallen::V,落ちる,cădea
956,brennen::V,燃える,arde
957,rauchen::V,煙を出す,fuma
958,regnen::V,雨が降る,ploua
959,gefrieren::V,凍る,îngheța
960,tauen::V,溶ける,se dezgheța
961,schmelzen::V,溶ける,se topi
962,trocknen::V,乾く,se usca
963,sieden::V,沸く,fierbe
964,sieden::V,沸く,clocoti
965,faulen::V,腐る,se împuți
966,verfaulen::V,朽ちる,putrezi
967,reißen::V,切れる,se rupe
968,reißen::V,切れる,se sfâșia
969,versinken::V,沈む,se scufunda
970,vergehen::V,経つ,trece
971,vergehen::V,経つ,se scurge
972,erscheinen::V,現れる,apărea
973,verschwinden::V,消える,dispărea
974,sinken::V,下がる,cădea
975,sinken::V,下がる,coborî
976,abnehmen::V,減る,scădea
977,abnehmen::V,減る,descrește
978,zunehmen::V,増える,spori
979,zunehmen::V,増える,crește
980,zunehmen::V,増える,augmenta
981,steigen::V,上がる,urca
982,wachsen::V,伸びる,crește
983,glänzen::V,輝く,luci
984,glänzen::V,輝く,străluci
985,funkeln::V,ぴかぴか光る,scânteia
986,lärmen::V,騒ぐ,face larmă
987,läuten::V,鳴る,suna
988,klingeln::V,鳴る,suna
989,klirren::V,がらんがらんと鳴る,zăngăni
990,brausen::V,逆巻く,vui
991,rauschen::V,戦ぐ,vâjâi
992,klingen::V,鳴る,suna
993,bellen::V,吠える,lătra
994,heulen::V,きゃんきゃん鳴く,urla
995,blasen::V,吹く,sufla
996,pfeifen::V,口笛を吹く,fluiera
997,schreien::V,叫ぶ,țipa
998,stöhnen::V,うめく,geme
999,zittern::V,震える,tremura
1000,leben::V,生きている,trăi
1001,geboren werden::V,生まれる,se naște
1002,atmen::V,呼吸する,respira
1003,trinken::V,飲む,bea
1004,essen::V,食べる,mânca
1005,schlucken::V,飲み込む,înghiți
1006,müde werden::V,眠くなる,se obosi
1007,einschlafen::V,寝付く,adormi
1008,schlafen::V,眠る,dormi
1009,aufwachen::V,目が覚める,se deștepta
1010,aufstehen::V,起きる,fi se scula
1011,sich erholen::V,休養する,se relaxa
1012,sich erholen::V,休養する,se destinde
1013,krank werden::V,病気になる,se îmbolnăvi
1014,krank sein::V,病気である,zăcea
1015,krank sein::V,病気である,fi bolnav
1016,schmerzen::V,痛む,durea
1017,husten::V,咳をする,tuși
1018,genesen::V,元気になる,se însănătoși
1019,sterben::V,死ぬ,muri
1020,sterben::V,亡くなる,muri
1021,umkommen::V,死亡する,pieri
1022,sich bewegen::V,移動する,se mișca
1023,sich rühren::V,動く,se mișca
1024,sich erheben::V,立ち上がる,se ridica
1025,sich setzen::V,座る,lua loc
1026,sich setzen::V,座る,se așeza
1027,hinfallen::V,転ぶ,cădea jos
1028,laufen::V,歩く,merge
1029,laufen::V,歩く,merge pe jos
1030,schreiten::V,跨ぐ,păși
1031,spazierengehen::V,散歩する,se plimba
1032,eilen::V,急ぐ,fi se grăbi
1033,sich beeilen::V,焦る,se grăbi
1034,sausen::V,疾駆する,țâșni
1035,rennen::V,走る,fugi
1036,rennen::V,走る,alerga
1037,springen::V,跳ぶ,sări
1038,klettern::V,よじ登る,urca
1039,klettern::V,よじ登る,se cățăra
1040,schaukeln::V,ぶらんこに乗る,legăna
1041,kriechen::V,這う,se târî
1042,schwimmen::V,泳ぐ,înota
1043,tauchen::V,潜る,se scufunda
1044,rudern::V,漕ぐ,vâsli
1045,rudern::V,漕ぐ,lopăta
1046,fahren::V,行く,merge
1047,fahren::V,乗車する,merge
1048,fliegen::V,飛ぶ,zbura
1049,gehen::V,行く,merge
1050,weggehen::V,立ち去る,se duce
1051,abfahren::V,出発する,pleca
1052,anhalten::V,止まる,se opri
1053,hineingehen::V,入る,intra
1054,eintreten::V,中に入る,intra
1055,kommen::V,来る,veni
1056,ankommen::V,着く,sosi
1057,ankommen::V,着く,ajunge
1058,ankommen::V,到着する,sosi
1059,ankommen::V,到着する,ajunge
1060,zurückkommen::V,帰る,se întoarce
1061,bleiben::V,留まる,rămâne
1062,warten::V,待つ,aștepta
1063,erwarten::V,期待する,aștepta
1064,suchen::V,探る,căuta
1065,finden::V,見つける,găsi
1066,versuchen::V,試す,încerca
1067,vorbereiten::V,準備する,pregăti
1068,lieben::V,愛する,iubi
1069,mögen::V,好きである,plăcea a
1070,lachen::V,笑う,râde
1071,rühren::V,感情を動かす,mișca
1072,rühren::V,感情を動かす,înduioșa
1073,weinen::V,泣く,plânge
1074,schimpfen::V,叱る,înjura
1075,sich ärgern::V,怒る,se supăra
1076,sich ärgern::V,腹を立てる,se supăra
1077,sich fürchten::V,怖がる,se teme
1078,sich fürchten::V,怖がる,fi teamă a
1079,fürchten::V,恐れる,se teme de
1080,fliehen::V,逃げる,fugi
1081,flüchten::V,逃亡する,evada
1082,sehen::V,見る,vedea
1083,anschauen::V,眺める,privi
1084,ansehen::V,見る,privi
1085,hören::V,聞く,auzi
1086,zuhören::V,聴く,asculta
1087,probieren::V,食べてみる,gusta
1088,riechen::V,気取る,mirosi
1089,fühlen::V,感じる,simți
1090,fühlen::V,感じる,resimți
1091,scheinen::V,ように見える,părea
1092,zu sehen sein::V,見える,se vedea
1093,vernehmen::V,承る,auzi
1094,frieren::V,寒気がする,fi frig
1095,tun::V,する,face
1096,können::V,出来る,ști
1097,können::V,出来る,putea
1098,wollen::V,-たい,dori
1099,anfangen::V,始める,începe
1100,beenden::V,終える,sfârși
1101,beenden::V,終える,termina
1102,aufhören::V,止める,înceta
1103,gelingen::V,成功する,reuși
1104,gelingen::V,成功する,izbuti
1105,geraten::V,当たる,reuși
1106,öffnen::V,開く,deschide
1107,öffnen::V,開ける,deschide
1108,schließen::V,閉める,închide
1109,stellen::V,置く,pune
1110,stellen::V,置く,așeza
1111,stellen::V,据える,pune
1112,stellen::V,据える,așeza
1113,setzen::V,座らせる,pune
1114,setzen::V,座らせる,așeza
1115,legen::V,置く,pune
1116,berühren::V,触る,atinge
1117,berühren::V,触れる,atinge
1118,verbinden::V,結びつける,lega
1119,bedecken::V,覆う,acoperi
1120,aufhängen::V,掛ける,atârna
1121,aufhängen::V,掛ける,spânzura
1122,anzünden::V,燃やす,aprinde
1123,anzünden::V,火をつける,aprinde
1124,aufheben::V,拾う,ridica
1125,aufheben::V,拾う,lua de jos
1126,zurücklassen::V,残す,lăsa
1127,zurücklassen::V,残す,lăsa în urmă
1128,verlieren::V,無くす,pierde
1129,fallen lassen::V,落とす,scăpa
1130,fallen lassen::V,落とす,arunca
1131,machen::V,作る,face
1132,herstellen::V,製造する,fabrica
1133,herstellen::V,製造する,confecționa
1134,bauen::V,建設する,clădi
1135,bauen::V,建設する,construi
1136,reparieren::V,直す,repara
1137,reparieren::V,修理する,repara
1138,verbessern::V,改良する,ameliora
1139,verbessern::V,改良する,îmbunătăți
1140,ändern::V,変える,schimba
1141,ändern::V,変える,modifica
1142,graben::V,掘る,săpa
1143,beugen::V,折る,curba
1144,biegen::V,曲げる,îndoi
1145,biegen::V,曲げる,încovoia
1146,drehen::V,回す,învârti
1147,wenden::V,裏返す,întoarce
1148,umdrehen::V,裏返す,învârti
1149,umdrehen::V,裏返す,întoarce
1150,heben::V,挙げる,ridica
1151,hochheben::V,持ち上げる,ridica
1152,ergreifen::V,取り上げる,lua
1153,ergreifen::V,取り上げる,apuca
1154,halten::V,持つ,ține
1155,drücken::V,押す,apăsa
1156,drücken::V,押す,strânge
1157,schieben::V,ずらす,împinge
1158,kratzen::V,引っ掻く,zgâria
1159,lecken::V,なめる,linge
1160,beißen::V,噛む,mușca
1161,abreißen::V,剝ぎ取る,rupe
1162,abreißen::V,剝ぎ取る,smulge
1163,abschneiden::V,切り取る,scurta
1164,binden::V,縛る,lega
1165,stecken::V,差し込む,pune
1166,brechen::V,破る,rupe
1167,brechen::V,破る,frânge
1168,klopfen::V,とんとん叩く,ciocăni
1169,hauen::V,叩く,lovi
1170,kleben::V,貼る,lipi
1171,kleben::V,くっ付ける,lipi
1172,reiben::V,擦る,freca
1173,reiben::V,擦る,fricționa
1174,streichen::V,塗る,unge
1175,schleifen::V,研ぐ,ascuți
1176,schneiden::V,切る,tăia
1177,rütteln::V,揺さぶる,zgâlțâi
1178,schütteln::V,振る,scutura
1179,schütteln::V,揺さぶる,scutura
1180,schwenken::V,振る,agita
1181,schütten::V,注ぐ,vărsa
1182,füllen::V,いっぱいにする,umple
1183,einwickeln::V,包む,înveli
1184,einwickeln::V,包む,înfășura
1185,tragen::V,運ぶ,căra
1186,schleppen::V,引きずる,târî
1187,ziehen::V,引く,trage
1188,aufbewahren::V,預かる,păstra
1189,aufbewahren::V,預かる,conserva
1190,werfen::V,投げる,arunca
1191,fangen::V,受ける,prinde
1192,packen::V,掴む,apuca
1193,verstecken::V,隠す,ascunde
1194,teilen::V,分ける,împărți
1195,schicken::V,送る,trimite
1196,bringen::V,持って行く,aduce
1197,hinzufügen::V,加える,adăuga
1198,bekommen::V,得る,obține
1199,bekommen::V,得る,dobândi
1200,erhalten::V,受ける,primi
1201,erhalten::V,受ける,căpăta
1202,nehmen::V,取る,lua
1203,wählen::V,選ぶ,opta
1204,wählen::V,選ぶ,alege
1205,auswählen::V,選ぶ,selecta
1206,bewahren::V,保存する,păstra
1207,behindern::V,妨害する,stingheri
1208,verderben::V,台無しにする,strica
1209,beschädigen::V,損傷する,strica
1210,zerbrechen::V,割る,rupe
1211,zerbrechen::V,割る,frânge
1212,zerreißen::V,引き裂く,rupe
1213,zerreißen::V,引き裂く,sfâșia
1214,zerstören::V,破壊する,distruge
1215,verbrennen::V,焼く,arde
1216,verbrennen::V,焼く,incendia
1217,geben::V,上げる,da
1218,reichen::V,渡す,întinde
1219,schenken::V,贈る,dărui
1220,versprechen::V,約束する,făgădui
1221,wünschen::V,望む,ura
1222,loben::V,褒める,lăuda
1223,küssen::V,キスする,săruta
1224,wiegen::V,揺する,legăna
1225,zudecken::V,覆う,acoperi
1226,wecken::V,起こす,trezi
1227,wecken::V,起こす,deștepta
1228,zeigen::V,見せる,arăta
1229,führen::V,案内する,călăuzi
1230,lehren::V,教える,preda
1231,lehren::V,教える,învăța
1232,unterrichten::V,通知する,învăța
1233,unterrichten::V,通知する,instrui
1234,aufziehen::V,育てる,crește
1235,leiten::V,導く,duce
1236,leiten::V,導く,conduce
1237,antreiben::V,励ます,împinge
1238,antreiben::V,励ます,încuraja
1239,lassen::V,～させる,pune pe să
1240,einladen::V,誘う,invita
1241,einladen::V,招待する,invita
1242,vereinigen::V,一つにする,uni
1243,vereinigen::V,一つにする,întruni
1244,besuchen::V,訪ねる,vizita
1245,besuchen::V,訪ねる,face o vizită
1246,treffen::V,出会う,întâlni
1247,sich versammeln::V,集まる,se aduna
1248,spielen::V,遊ぶ,se juca
1249,singen::V,歌う,cânta
1250,tanzen::V,踊る,dansa
1251,sich trennen::V,別れる,se separa
1252,sich trennen::V,別れる,se despărți
1253,verlassen::V,別れる,părăsi
1254,verlassen::V,別れる,abandona
1255,retten::V,救う,salva
1256,retten::V,助ける,salva
1257,bewachen::V,見張る,păzi
1258,bewachen::V,軽微する,păzi
1259,schützen::V,保護する,ocroti
1260,schützen::V,保護する,proteja
1261,verteidigen::V,守る,apăra
1262,sich schlagen::V,殴る,se bate
1263,schießen::V,撃つ,trage
1264,siegen::V,勝つ,birui
1265,siegen::V,勝つ,învinge
1266,ärgern::V,怒らせる,supăra
1267,schlagen::V,殴る,lovi
1268,treten::V,蹴る,călca
1269,stechen::V,突く,înțepa
1270,stechen::V,突く,împunge
1271,stoßen::V,突く,împinge
1272,stehlen::V,盗る,fura
1273,stören::V,構う,deranja
1274,belästigen::V,邪魔する,importuna
1275,verbergen::V,隠す,ascunde
1276,täuschen::V,だます,amăgi
1277,betrügen::V,だます,înșela
1278,töten::V,殺す,omorî
1279,wohnen::V,住む,sta
1280,wohnen::V,住む,locui
1281,arbeiten::V,働く,lucra
1282,sammeln::V,集める,aduna
1283,sammeln::V,集める,colecționa
1284,sammeln::V,収集する,aduna
1285,sammeln::V,収集する,colecționa
1286,pflücken::V,摘む,culege
1287,jagen::V,狩りをする,vâna
1288,fischen::V,釣る,pescui
1289,fassen::V,捕る,prinde
1290,hüten::V,放牧する,paște
1291,treiben::V,追う,mână
1292,anbinden::V,繋ぐ,lega
1293,füttern::V,餌をやる,da de mâncare
1294,melken::V,搾乳する,mulge
1295,hacken::V,刻む,toca
1296,hacken::V,刻む,sparge
1297,gießen::V,水をやる,uda
1298,reifen::V,熟す,pârgui
1299,zubereiten::V,調理する,găti
1300,kochen::V,煮る,găti
1301,backen::V,焼く,coace
1302,braten::V,焼く,coace
1303,braten::V,炒める,coace
1304,umrühren::V,混ぜる,mesteca
1305,stricken::V,編む,împleti
1306,nähen::V,縫う,coase
1307,färben::V,染める,vopsi
1308,färben::V,染める,colora
1309,reinigen::V,掃除する,curăți
1310,waschen::V,洗う,spăla
1311,waschen::V,洗濯する,spăla
1312,abwischen::V,拭く,șterge
1313,spülen::V,洗う,clăti
1314,spülen::V,すすぐ,clăti
1315,fegen::V,掃除する,mătura
1316,kehren::V,掃く,mătura
1317,baden::V,入浴する,se scălda
1318,sich waschen::V,洗う,se spăla
1319,ausziehen::V,脱ぐ,și scoate
1320,anziehen::V,着る,îmbrăca
1321,sich anziehen::V,着る,se îmbrăca
1322,kämmen::V,梳く,pieptăna
1323,schmücken::V,飾る,împodobi
1324,sagen::V,言う,zice
1325,sagen::V,言う,spune
1326,sprechen::V,話す,vorbi
1327,reden::V,話す,vorbi
1328,reden::V,話す,discuta
1329,sich unterhalten::V,話をする,conversa
1330,sich unterhalten::V,話をする,sta de vorbă
1331,fragen::V,聞く,întreba
1332,bitten::V,頼む,ruga
1333,bitten::V,お願いする,ruga
1334,erzählen::V,物語る,spune
1335,erzählen::V,物語る,povesti
1336,mitteilen::V,伝える,comunica
1337,mitteilen::V,伝える,înștiința
1338,nennen::V,名づける,numi
1339,nennen::V,名づける,chema
1340,rufen::V,呼ぶ,chema
1341,prahlen::V,自慢する,se făli
1342,übersetzen::V,訳す,traduce
1343,denken::V,考える,gândi
1344,glauben::V,信じる,crede
1345,bemerken::V,気が付く,observa
1346,erkennen::V,認識する,cunoaște
1347,erkennen::V,認識する,recunoaște
1348,begreifen::V,分かる,pricepe
1349,begreifen::V,分かる,înțelege
1350,verstehen::V,聞き取る,înțelege
1351,lernen::V,学ぶ,învăța
1352,lernen::V,勉強する,învăța
1353,wissen::V,知っている,ști
1354,sich erinnern an::V,思い出す,a-și aminti de
1355,vergessen::V,忘れる,uita
1356,messen::V,計る,măsura
1357,messen::V,測定する,măsura
1358,zählen::V,数える,număra
1359,rechnen::V,計算する,calcula
1360,lesen::V,読む,citi
1361,malen::V,描く,picta
1362,zeichnen::V,写生する,desena
1363,schreiben::V,書く,scrie
1364,besitzen::V,所持する,avea
1365,besitzen::V,所持する,poseda
1366,kaufen::V,買う,cumpăra
1367,verkaufen::V,売る,vinde
1368,bezahlen::V,払う,plăti
1369,bezahlen::V,払う,achita
1370,zahlen::V,支払う,plăti
1371,beherrschen::V,支配する,stăpâni
1372,ertragen::V,耐える,răbda
1373,ertragen::V,耐える,suporta
