,Concept_ID,av,is
172,Hase::N,гӏанкӏ,héri
173,Maus::N,гӏункӏкӏ,mús
174,Wolf::N,бацӏ,úlfur
175,Vogel::N,хӏинчӏ,fugl
176,Schwarm::N,тӏел,sægur
177,Huhn::N,гӏанкӏу,hæna
178,Hahn::N,хӏелеко,hani
179,Gans::N,хъаз,gæs
180,Adler::N,цӏум,örn
181,Ente::N,ордек,önd
182,Eule::N,беццаруз,uggla
183,Kranich::N,къункъра,trana
184,Krähe::N,гъеду,kráka
185,Kuckuck::N,гагу,gaukur
186,Schwan::N,хӏанкъва,svanur
187,Fisch::N,ччугӏа,fiskur
188,Barsch::N,окунь,aborri
189,Hecht::N,щука,gedda
190,Schlange[Tier]::N,борохь,naðra
191,Wurm::N,хӏапара,ormur
192,Spinne::N,хъанхъра,kónguló
193,Ameise::N,цӏунцӏра,maur
194,Laus::N,нацӏ,lús
195,Mücke::N,кӏкӏара,mý
196,Mücke::N,кӏкӏара,mýfluga
197,Fliege::N,тӏутӏ,fluga
198,Schmetterling::N,кӏалкӏучӏ,fiðrildi
199,Apfel::N,гӏеч,epli
200,Pilz::N,гӏурдахӏан,sveppur
201,Zwiebel::N,кӏочӏопер,laukur
202,Saat::N,хьон,fræ
203,Saat::N,хьон,útsæði
204,Korn::N,мугь,korn
205,Heu::N,хер,hey
206,Schale::N,хъал,hýði
207,Grube::N,гвенд,gryfja
208,Falle::N,къор,gildra
209,Falle::N,къотен,gildra
210,Schlinge::N,кӏичӏ,snara
211,Spur::N,лъалкӏ,spor
212,Asche::N,рахъу,aska
213,Dreck::N,гъиз,óþverri
214,Dreck::N,хӏарщ,óþverri
215,Eisen::N,махх,járn
216,Gold::N,месед,gull
217,Silber::N,гӏарац,silfur
218,Kohle::N,тӏурччи,kol
219,Glas::N,цӏер,gler
220,Lehm::N,хӏатӏ,leir
221,Sand::N,сали,sandur
222,Mensch::N,чи,maður
223,Mensch::N,чи,manneskja
224,Mann::N,бихьинчи,maður
225,Mann::N,бихьинчи,karlmaður
226,Frau::N,гӏадан,kona
227,Kind::N,лъимер,barn
228,Kind::N,лъимер,krakki
229,Junge::N,вас,drengur
230,Mädchen::N,яс,stelpa
231,Familie::N,хъизан,fjölskylda
232,Großvater::N,кӏудада,afi
233,Großmutter::N,кӏодо,amma
234,Eltern::N,эбел-эмен,foreldrar
235,Vater::N,эмен,faðir
236,Mutter::N,эбел,móðir
237,Sohn::N,вас,sonur
238,Tochter::N,яс,dóttir
239,Bruder::N,вац,bróðir
240,Schwester::N,яц,systir
241,Onkel::N,даци,föðurbróðir
242,Tante::N,ада,frænka
243,Tante::N,ада,móðursystir
244,Ehemann::N,рос,eiginmaður
245,Ehefrau::N,чӏужу,eiginkona
246,Freude::N,ракӏбохи,gleði
247,Gelächter::N,релъи,hlátur
248,Glück::N,талихӏ,gæfa
249,Glück::N,талихӏ-рохел,gæfa
250,Kummer::N,хӏалкъай,sorg
251,Wunsch::N,къасд,ósk
252,Lust::N,гъира,fýsn
253,Lust::N,гъира,löngun
254,Geist::N,чӏанкӏ,andi
255,Geist::N,рухӏ-жан,andi
256,Gedanke::N,пикру,hugsun
257,Verstand::N,лумалъи,vit
258,Verstand::N,цӏодорлъи,vit
259,Sinn::N,магӏна,merking
260,Grund::N,багьана,ástæða
261,Wahrheit::N,ритӏухълъи,sannleikur
262,Gespräch::N,накъит,samtal
263,Märchen::N,маргьа,ævintýri
264,Erzählung::N,къиса,saga
265,Nachricht::N,хабар,frétt
266,Neuigkeit::N,хабар-гӏазаб,frétt
267,Name::N,цӏар,nafn
268,Rätsel::N,бицанкӏо,gáta
269,Rede::N,речь,ræða
270,Rede::N,калам,ræða
271,Sprache::N,мацӏ,mál
272,Sprache::N,мацӏ,tungumál
273,Stimme::N,гьаракь,rödd
274,Wort::N,рагӏи,orð
275,Zeichen::N,ишара,tákn
276,Zeichen::N,ишара,merki
277,Zeichen::N,гӏаламат,tákn
278,Zeichen::N,гӏаламат,merki
279,Ruf::N,ахӏи,kall
280,Lärm::N,хъуй,hávaði
281,Lärm::N,хъуди,hávaði
282,Laut::N,гьаракь,hljóð
283,Laut::N,сас,hljóð
284,Lied::N,кечӏ,ljóð
285,Lied::N,кечӏ,söngur
286,Ruhe::N,рахӏат,ró
287,Ruhe::N,рахӏат,kyrrð
288,Leute::N,гӏадамал,fólk
289,Volk::N,халкъ,þjóð
290,Arbeit::N,хӏалтӏи,vinna
291,Gast::N,гьобол,gestur
292,Geschenk::N,сайигъат,gjöf
293,Spiel::N,хӏай,leikur
294,Spiel::N,расанди,leikur
295,Gesellschaft::N,жамагӏат,selskapur
296,Hilfe::N,кумек,hjálp
297,Freund::N,гьудул,vinur
298,Kamerad::N,гьалмагъ,félagi
299,Angelegenheit::N,къваригӏел,mál
300,Angelegenheit::N,къваригӏел,málefni
301,Anzahl::N,рикӏкӏен,tala
302,Anzahl::N,рикӏкӏен,fjöldi
303,Art::N,жинс,tegund
304,Stück::N,кесек,biti
305,Stück::N,кесек,stykki
306,Teil::N,пай,hluti
307,Teil::N,пай,partur
308,Hälfte::N,бащдаб,helmingur
309,Kreis::N,гор,hringur
310,Kreuz::N,хъанч,kross
311,Kreuz::N,хъанч,krossmark
312,Linie::N,мухъ,lína
313,Strich::N,хӏучч,strik
314,Abstand::N,манзил,millibil
315,Entfernung::N,манзил,fjarlægð
316,Gegend::N,рахъ,hérað
317,Platz::N,бакӏ,pláss
318,Ort::N,бакӏ,staður
319,Seite::N,рахъ,hlið
320,Mitte::N,бакьулъбакӏ,miðja
321,Gegenstand::N,жо,hlutur
322,Sache::N,жо,mál
323,Rand::N,мицӏир,brún
324,Kante::N,рагӏал,rönd
325,Kante::N,рагӏа-ракьан,rönd
326,Ecke::N,цили,horn
327,Spitze::N,тӏогь,oddur
328,Ende::N,кӏал,endi
329,Loch::N,каратӏ,gat
330,Loch::N,каратӏ,hola
331,Muster::N,накъиш,munstur
332,Größe::N,кӏодо́лъи,stærð
333,Länge::N,халалъи,lengd
334,Höhe::N,борхалъи,hæð
335,Gewicht::N,бакӏлъи,vigt
336,Gewicht::N,бакӏлъи,þyngd
337,Haufen::N,гъуни,hrúga
338,Haufen::N,гъуни,haugur
339,Reihe::N,ирга́,röð
340,Boot::N,раса,bátur
341,Ruder::N,раххан,ár
342,Schlitten::N,чанагъ,sleði
343,Ski::N,лыжаби,skíði
344,Lagerfeuer::N,цӏа,varðeldur
345,Last::N,бакӏлъи,byrði
346,Last::N,бакӏлъи,farmur
347,Gang::N,хьвади,ganga
348,Gang::N,хьвада-чӏвади,ganga
349,Schritt::N,гали,skref
350,Norden::N,шимал,norður
351,Süden::N,юг,suður
352,Süden::N,къибла,suður
353,Westen::N,гъарб,vestur
354,Westen::N,магъриб,vestur
355,Osten::N,шаркъ,austur
356,Osten::N,машрикъ,austur
357,Holz::N,цӏул,viður
358,Brett::N,хъарщи,fjöl
359,Platte::N,къоно,flötur
360,Stange::N,гӏер,stöng
361,Stock::N,тӏил,prik
362,Stock::N,тӏил,stafur
363,Stab::N,гӏер,prik
364,Stab::N,гӏер,stafur
365,Rohr::N,турба,rör
366,Rohr::N,турба,pípa
367,Haus::N,ригь,hús
368,Haus::N,рукъзал,hús
369,Heim::N,рукъ,heimili
370,Ofen::N,печь,ofn
371,Fußboden::N,чӏабар,gólf
372,Tisch::N,стол,borð
373,Stuhl::N,бакӏу,stóll
374,Wiege::N,кини,vagga
375,Bett::N,кровать,rúm
376,Bett::N,кровать,hvíla
377,Regal::N,хъарщи,hilla
378,Kiste::N,ящик,kassi
379,Kiste::N,тӏалагъуд,kassi
380,Fenster::N,гордо,gluggi
381,Tür::N,нуцӏа,dyr
382,Tür::N,нуцӏа,hurð
383,Tor::N,каву,hlið
384,Zaun::N,раци,girðing
385,Zaun::N,раци,limgarður
386,Dach::N,тӏох,þak
387,Leiter::N,мали,stigi
388,Besen::N,жул,sópur
389,Spaten::N,бел,spaði
390,Schaufel::N,раххан,skófla
391,Gabel::N,гӏучӏ,gaffall
392,Löffel::N,гъуд,skeið
393,Messer::N,нус,hnífur
394,Nagel::N,магӏ,nögl
395,Netz::N,гьин,net
396,Haken::N,гъанцӏа,krókur
397,Griff::N,гӏоркь,tak
398,Schloss::N,кӏулал,lás
399,Bild::N,сурат,mynd
400,Puppe::N,нани,brúða
401,Beutel::N,таргьа,poki
402,Beutel::N,таргьа,baggi
403,Bündel::N,къай,böggull
404,Tasche::N,сумка,veski
405,Tasche::N,къвачӏа,veski
406,Eimer::N,ведро,fata
407,Deckel::N,тӏалъел,lok
408,Deckel::N,дадитӏалъел,lok
409,Geschirr::N,цӏарагӏ,leirtau
410,Sack::N,хъап,sekkur
411,Sack::N,къандалъо,sekkur
412,Tasse::N,чашка,bolli
413,Topf::N,хьаг,pottur
414,Kessel::N,хьаг,ketill
415,Kessel::N,гереги,ketill
416,Essen::N,тӏагӏам,matur
417,Nahrung::N,квен,fæða
418,Speise::N,квен,réttur
419,Speise::N,квен,matarréttur
420,Fleisch::N,гьан,kjöt
421,Getreide::N,бугӏа-ролъ,korn
422,Getreide::N,могьолабл_культураби,korn
423,Brei::N,карщ,grautur
424,Brot::N,чед,brauð
425,Scheibe::N,мочӏу,sneið
426,Fett::N,беэнлъи,fita
427,Butter::N,нах,smjör
428,Öl::N,нах,olía
429,Salz::N,цӏам,salt
430,Suppe::N,чурпа,súpa
431,Honig::N,гьоцӏо,hunang
432,Milch::N,рахь,mjólk
433,Tee::N,чай,te
434,Leder::N,тӏом,skinn
435,Wolle::N,квас,ull
436,Stoff::N,ххам,dúkur
437,Nadel::N,рокӏкӏен,nál
438,Faden::N,кун,þráður
439,Knopf::N,маргъал,tala
440,Knopf::N,маргъал,hnappur
441,Knoten::N,гарацӏ,hnútur
442,Farbe::N,релъен,málning
443,Kleidung::N,ретӏел,búningur
444,Kleidung::N,ретӏел,klæðnaður
445,Hemd::N,гурде,skyrta
446,Kragen::N,габур,kragi
447,Kragen::N,габур,flibbi
448,Ärmel::N,къвал,ermi
449,Hose::N,тӏажу,buxur
450,Gürtel::N,рачел,belti
451,Mütze::N,тӏагъур,húfa
452,Stiefel::N,этек,stígvél
453,Stiefel::N,чакма,stígvél
454,Ring::N,баргъич,hringur
455,Band::N,лента,band
456,Kamm::N,гьоркьо,greiða
457,Spiegel::N,матӏу,spegill
458,Riemen::N,рижу,ól
459,Riemen::N,рижу,reim
460,Decke::N,одея́ло,teppi
461,Kissen::N,къандалъо,koddi
462,Tuch::N,квархьи,klútur
463,Handtuch::N,беркӏалрацӏцӏ,þurrka
464,Handtuch::N,беркӏалрацӏцӏ,handklæði
465,Kraft::N,гуч,afl
466,Kraft::N,гуч,kraftur
467,Kraft::N,къуват,afl
468,Kraft::N,къуват,kraftur
469,Stärke::N,хӏалкӏвей,styrkur
470,Gesundheit::N,сахлъи́,heilsa
471,Gesundheit::N,сахлъи́,heilbrigði
472,Krankheit::N,унти,sjúkdómur
473,Krankheit::N,щокълъи,sjúkdómur
474,Schmerz::N,унти,sársauki
475,Wunde::N,ругъун,sár
476,Fieber::N,цӏа-кан,hitasótt
477,Arznei::N,дару,lyf
478,Brücke::N,кьо,brú
479,Brunnen::N,гъуй,brunnur
480,Weide::N,рицӏцӏ,hagi
481,Weide::N,лъичӏирма,hagi
482,Weide::N,гӏурдаллъи,hagi
483,Weide::N,ри́цӏигъветӏ,hagi
484,Weide::N,рицӏцӏигъветӏ,hagi
485,Pfad::N,сухъмахъ,stígur
486,Weg::N,нух,vegur
487,Straße::N,нух,gata
488,Straße::N,нух,stræti
489,Dorf::N,росу,þorp
490,Stadt::N,шагьар,borg
491,Brief::N,кагъат,bréf
492,Brief::N,рисалат,bréf
493,Buch::N,тӏехь,bók
494,Buchstabe::N,хӏарп,bókstafur
495,Zeitung::N,газет,dagblað
496,Leben::N,яшав,líf
497,Tod::N,хвел,dauði
498,Grab::N,хоб,gröf
499,Kirche::N,килиса,kirkja
500,Sünde::N,хӏакъ,synd
501,Sünde::N,мунагь,synd
502,Gott::N,бичас,guð
503,Gott::N,аллагь,guð
504,Arbeiter::N,хӏалтӏухъан,verkamaður
505,Chef::N,хӏаким,yfirmaður
506,Chef::N,начальник,yfirmaður
507,Meister::N,устар,meistari
508,Meister::N,мастер,meistari
509,Meister::N,махщалилав,meistari
510,Arzt::N,жайрахӏ,læknir
511,Lehrer::N,мугӏалим,kennari
512,Geld::N,гӏарац,peningar
513,Laden::N,тукен,búð
514,Laden::N,тукен,verslun
515,Preis::N,багьа,verð
516,Ware::N,къайи,vara
517,Nutzen::N,мунпагӏат,gagn
518,Reichtum::N,бечелъи,auður
519,Welt::N,дуниял,veröld
520,Land::N,улка,land
521,Land::N,икълим,land
522,Staat::N,пачалихъ,ríki
523,König::N,пача,konungur
524,König::N,малик,konungur
525,König::N,къирал,konungur
526,König::N,падишагь,konungur
527,Macht::N,кверщел,vald
528,Grenze::N,гӏорхъи,landamæri
529,Krieg::N,рагъ,stríð
530,Feind::N,тушман,fjandmaður
531,Gewalt::N,зулму,ofbeldi
532,Kampf::N,къеркьей,bardagi
533,Bogen[Waffe]::N,газаргъо,bogi
534,Pfeil::N,чӏор,ör
535,Gewehr::N,туманкӏ,byssa
536,Fehler::N,гъалатӏ,villa
537,Lüge::N,гьереси,lygi
538,Schaden::N,зиян,skemmd
539,Schaden::N,зарал,skemmd
540,Unglück::N,балагь,óhamingja
541,Schuld::N,гӏайиб,sök
542,Alter::N,гӏумру,aldur
543,Schluss::N,ахир,lok
544,Schluss::N,ахир,endir
545,Zeit::N,заман,tími
546,Tag::N,къо,dagur
547,Morgen::N,радалмех,morgunn
548,Mittag::N,къадемех,hádegi
549,Abend::N,релъедамех,kvöld
550,Nacht::N,сордо,nótt
551,Woche::N,анкь,vika
552,Monat::N,моцӏ,mánuður
553,Jahr::N,сон,ár
554,Jahr::N,лъагӏел,ár
555,Frühling::N,их,vor
556,Sommer::N,рии,sumar
557,Herbst::N,хасалихълъи,haust
558,Winter::N,кьин,vetur
559,Januar::N,январь,janúar
560,Februar::N,февра́ль,február
561,März::N,март,mars
562,April::N,апрель,apríl
563,Mai::N,май,maí
564,Juni::N,июнь,júní
565,Juli::N,июль,júlí
566,August::N,август,ágúst
567,September::N,сентябрь,september
568,Oktober::N,октябрь,október
569,November::N,ноябрь,nóvember
570,Dezember::N,декабрь,desember
571,Montag::N,итни,mánudagur
572,Dienstag::N,талат,þriðjudagur
573,Mittwoch::N,арбагӏ,miðvikudagur
574,Donnerstag::N,хамиз,fimmtudagur
575,Freitag::N,рузман,föstudagur
576,Samstag::N,щамат,laugardagur
577,Sonntag::N,гьатӏан,sunnudagur
578,groß::A,кӏудияб,stór
579,klein::A,гьитӏинаб,lítill
580,lang::A,халатаб,langur
581,kurz::A,къокъаб,stuttur
582,breit::A,гӏебаб,breiður
583,schmal::A,къваридаб,mjór
584,dicht::A,ризаб,þéttur
585,dick[Gegenstand]::A,бицатаб,þykkur
586,dünn::A,тӏеренаб,þunnur
587,fein::A,тӏеренаб,fíngerður
588,fest::A,къвакӏараб,fastur
589,flach::A,чӏепараб,flatur
590,glatt::A,цӏвакараб,háll
591,glatt::A,цӏвакараб,sléttur
592,hart::A,кьварараб,harður
593,weich::A,тамахаб,mjúkur
594,rund::A,гургинаб,kringlóttur
595,spitz::A,бегӏераб,oddhvass
596,scharf::A,рекӏараб,beittur
597,stumpf::A,тӏехӏараб,bitlaus
598,stumpf::A,рекӏинчӏеб,bitlaus
599,schwer::A,бакӏаб,þungur
600,schön::A,берцинаб,fagur
601,schön::A,берцинаб,fallegur
602,heiß::A,лагьараб,heitur
603,warm::A,хинаб,hlýr
604,warm::A,хинаб,heitur
605,kalt::A,квачараб,kaldur
606,kühl::A,квачараб,svalur
607,frisch::A,цӏияб,frískur
608,feucht::A,рагьараб,rakur
609,feucht::A,рагьараб,þvalur
610,nass::A,би́ччараб,votur
611,nass::A,би́ччараб,blautur
612,trocken::A,бакъвараб,þurr
613,leer::A,чӏобогояб,tómur
614,offen::A,рагьараб,opinn
615,geschlossen::A,рахараб-къараб,lokaður
616,sauber::A,бацӏцӏадаб,þrifinn
617,schmutzig::A,гъизараб,óhreinn
618,schmutzig::A,гъизараб,sóðalegur
619,roh::A,хамаб,hrár
620,roh::A,гӏатӏгояб,hrár
621,reif::A,барщараб,þroskaður
622,lecker::A,тӏагӏамаб,ljúffengur
623,süß::A,гьуинаб,sætur
624,bitter::A,кьогӏаб,beiskur
625,sauer::A,цӏекӏаб,súr
626,hell::A,канаб,bjartur
627,dunkel::A,бецӏаб,dimmur
628,schwarz::A,чӏегӏераб,svartur
629,weiß::A,хъахӏаб,hvítur
630,rot::A,багӏараб,rauður
631,gelb::A,гӏобилаб,gulur
632,gelb::A,тӏогьилаб,gulur
633,blau::A,хъахӏилаб,blár
634,grün::A,гӏурччинаб,grænn
635,grau::A,накӏкӏуяб,grár
636,bunt::A,къвекӏаб,marglitur
637,bunt::A,чара-гъараб,marglitur
638,billig::A,учузаб,ódýr
639,teuer::A,хири́яб,dýr
640,wertvoll::A,къиматаб,verðmætur
641,blind::A,беццаб,blindur
642,taub::A,гъугъаб,heyrnarlaus
643,kräftig::A,гучаб,öflugur
644,stark::A,къуватаб,sterkur
645,schwach::A,гӏажизаб,veill
646,fett::A,кьарияб,feitur
647,schlank::A,чергесаб,grannur
648,schlank::A,чергесаб,spengilegur
649,hübsch::A,гьайбатаб,snotur
650,hübsch::A,гьайбатаб,laglegur
651,böse::A,ракӏквешаб,illur
652,böse::A,ракӏквешаб,vondur
653,dumm::A,гьагаб,heimskur
654,dumm::A,гӏантаб,heimskur
655,faul::A,кӏохӏалаб,latur
656,faul::A,кӏухӏа́лаб,latur
657,fleißig::A,хӏаракатаб,iðinn
658,geizig::A,къарумаб,nískur
659,klug::A,лумияб,hygginn
660,geschickt::A,махщел бугев,fimur
661,geschickt::A,махщел бугев,laginn
662,lieb::A,гӏазизаб,kær
663,lieb::A,гӏазизаб,ljúfur
664,lustig::A,кепаб,kátur
665,sanft::A,хӏалимаб,blíður
666,sanft::A,хӏере́наб,blíður
667,hungrig::A,бакъараб,soltinn
668,hungrig::A,бакъараб,hungraður
669,krank::A,щокъаб,sjúkur
670,krank::A,унтараб,sjúkur
671,nackt::A,гӏицӏаб,nakinn
672,nackt::A,чӏанкӏараб,nakinn
673,traurig::A,пашманаб,dapur
674,traurig::A,пашманаб,hryggur
675,lebendig::A,чӏагояб,lifandi
676,gut::A,лъикӏаб,góður
677,schlecht::A,къадараб,slæmur
678,schlecht::A,къадараб,lélegur
679,richtig::A,битӏараб,réttur
680,schlimm::A,нажасаб,slæmur
681,schlimm::A,къабихӏаб,slæmur
682,wahr::A,хӏакъаб,sannur
683,wahr::A,битӏараб,sannur
684,alt::A,басрияб,gamall
685,neu::A,цӏияб,nýr
686,ehemalig::A,цебе́госеб,fyrrverandi
687,alt[Lebewesen]::A,хераб,gamall
688,jung::A,тӏинчӏаб,ungur
689,jung::A,гӏолохъанаб,ungur
690,arm::A,пакъираб,vesall
691,arm::A,пакъираб,fátækur
692,reich::A,бечедаб,ríkur
693,reich::A,бечедаб,auðugur
694,bekannt::A,лъалеб,kunnugur
695,berühmt::A,машгьураб,frægur
696,fremd::A,чияр,framandi
697,fremd::A,чияр,ókunnugur
698,verschieden::A,батӏи-батӏияб,ýmis
699,nah::A,гӏагарда бугеб,nálægur
700,fern::A,рикӏкӏадаб,fjarri
701,fern::A,рикӏкӏадаб,fjarlægur
702,linker::A,квегӏаб,vinstri
703,rechter::A,кваранаб,hægri
704,anderer::A,батӏияб,annar
705,erster::A,тӏоцебесеб,fyrsti
706,zweiter::A,кӏиабилеб,annar
707,dritter::A,лъабабилеб,þriðji
708,letzter::A,ахирисеб,síðasti
709,allein::ADV,ялгъузго,einn
710,allein::ADV,ялгъузго,aleinn
711,auf einmal::ADV,цихӏинтӏаго,allt í einu
712,zusammen::ADV,цойида,saman
713,plötzlich::ADV,цойидасанго,skyndilega
714,sofort::ADV,гьебсагӏат,strax
715,sofort::ADV,гьебсагӏат,þegar í stað
716,jetzt::ADV,гьанже,nú
717,jetzt::ADV,гьанже,núna
718,heute::ADV,жакъа,í dag
719,morgen::ADV,метер,á morgun
720,bald::ADV,гьабсагӏаталъ,brátt
721,bald::ADV,гьабсагӏаталъ,bráðum
722,dann::ADV,цинги,svo
723,dann::ADV,цинги,síðan
724,gestern::ADV,сон,í gær
725,einst::ADV,цин,forðum
726,damals::ADV,гьебмехалъ,þá
727,damals::ADV,гьебмехалъ,á þeim tímum
728,damals::ADV,гьебмехалда,þá
729,damals::ADV,гьебмехалда,á þeim tímum
730,danach::ADV,цинги,á eftir því
731,danach::ADV,хадуса,á eftir því
732,vorher::ADV,цебе,áður
733,zuerst::ADV,тӏоцебе,fyrst
734,einmal::ADV,цинцӏул,einu sinni
735,einmal::ADV,цихӏин,einu sinni
736,einmal::ADV,цоцӏул,einu sinni
737,manchmal::ADV,олоцӏул,stundum
738,oft::ADV,гӏемерго,oft
739,immer::ADV,кидаго,alltaf
740,immer::ADV,кидаго,sífellt
741,niemals::ADV,киданиги,aldrei
742,hier::ADV,аниб,hér
743,hierhin::ADV,анибехун,hingað
744,von hier::ADV,гьаниса,héðan
745,dort::ADV,гьениб,þar
746,dort::ADV,гьениб,þarna
747,dorthin::ADV,гьадаба,þangað
748,geradeaus::ADV,битӏутӏа,beint áfram
