,Concept_ID,ro,ml
653,feucht::A,jilav,ഈറനുള്ള
654,nass::A,ud,നനഞ്ഞ
655,trocken::A,sec,വരണ്ട
656,trocken::A,uscat,വരണ്ട
657,voll::A,plin,നിറയെ
658,leer::A,gol,ഒഴിഞ്ഞ
659,offen::A,deschis,തുറന്ന
660,geschlossen::A,închis,അടച്ച
661,sauber::A,curat,വൃത്തിയുള്ള
662,schmutzig::A,murdar,അഴുക്കുനിറഞ്ഞ
663,roh::A,crud,അസംസ്കൃതമായ
664,reif::A,copt,പഴുത്ത
665,lecker::A,gustos,രുചികരമായ
666,süß::A,dulce,മധുരമുള്ള
667,bitter::A,amar,കടുത്ത
668,sauer::A,acru,പുളിപ്പുള്ള
669,hell::A,clar,ജ്വലിക്കുന്ന
670,hell::A,luminos,ജ്വലിക്കുന്ന
671,dunkel::A,obscur,ഇരുണ്ട
672,dunkel::A,întunecos,ഇരുണ്ട
673,schwarz::A,negru,കറുത്ത
674,weiß::A,alb,വെളുത്ത
675,rot::A,roșu,ചുവന്ന
676,gelb::A,galben,മഞ്ഞനിറമായ
677,blau::A,albastru,നീലനിറമുള്ള
678,grün::A,verde,പച്ചനിറമുള്ള
679,grau::A,gri,ചാരനിറത്തിലുള്ള
680,grau::A,cenușiu,ചാരനിറത്തിലുള്ള
681,bunt::A,colorat,വർണ്ണശബളമായ
682,billig::A,ieftin,വിലകുറഞ്ഞ
683,teuer::A,scump,ചെലവേറിയ
684,wertvoll::A,prețios,വിലപിടിപ്പുള്ള
685,blind::A,orb,അന്ധനായ
686,taub::A,surd,കേൾവിക്കുറവുള്ള
687,kräftig::A,tare,ശക്തിയുള്ള
688,kräftig::A,forte,ശക്തിയുള്ള
689,kräftig::A,robust,ശക്തിയുള്ള
690,stark::A,viguros,ബലമുള്ള
691,stark::A,puternic,ബലമുള്ള
692,schwach::A,slab,ക്ഷീണിച്ച
693,schwach::A,debil,ക്ഷീണിച്ച
694,fett::A,gras,കൊഴുപ്പുള്ള
695,schlank::A,zvelt,മെലിഞ്ഞ
696,hübsch::A,drăguț,മനോഹരമായ
697,böse::A,rău,പാപിയായ
698,böse::A,răutăcios,പാപിയായ
699,dumm::A,nerod,വിവരംകെട്ട
700,dumm::A,tâmpit,വിവരംകെട്ട
701,faul::A,leneș,അലസനായ
702,fleißig::A,harnic,അദ്ധ്വാനശീലമുള്ള
703,fleißig::A,sârguincios,അദ്ധ്വാനശീലമുള്ള
704,geizig::A,calic,പിശുക്കനായ
705,geizig::A,zgârcit,പിശുക്കനായ
706,klug::A,isteț,ബുദ്ധിസാമർഥ്യമുള്ള
707,klug::A,deștept,ബുദ്ധിസാമർഥ്യമുള്ള
708,geschickt::A,dibaci,പ്രതിഭാശാലി
709,lieb::A,drag,പ്രിയപ്പെട്ട
710,lieb::A,iubit,പ്രിയപ്പെട്ട
711,lustig::A,vesel,ആനന്ദകരമായ
712,sanft::A,blând,സൌമ്യമായ
713,sanft::A,blajin,സൌമ്യമായ
714,hungrig::A,flămând,വിശപ്പുള്ള
715,krank::A,bolnav,അസുഖമുള്ള
716,nackt::A,gol,നഡമായ
717,traurig::A,trist,വിഷമമുള്ള
718,traurig::A,mâhnit,വിഷമമുള്ള
719,lebendig::A,viu,ഉപജീവനം
720,gut::A,bun,നല്ല
721,schlecht::A,rău,മോശമായ
722,schlecht::A,prost,മോശമായ
723,richtig::A,drept,ശരിയായ
724,richtig::A,corect,ശരിയായ
725,schlimm::A,rău,വൃത്തികെട്ട
726,wahr::A,adevărat,ശരിയായ
727,alt::A,uzat,പഴയ
728,alt::A,vechi,പഴയ
729,neu::A,nou,പുതിയ
730,ehemalig::A,fost,മുൻ
731,ehemalig::A,anterior,മുൻ
732,alt[Lebewesen]::A,bătrîn,വയസ്സുള്ള
733,jung::A,tânăr,കൌമാരമായ
734,arm::A,sărac,പാവപ്പെട്ട
735,arm::A,sărman,പാവപ്പെട്ട
736,reich::A,avut,സമ്പന്നമായ
737,reich::A,bogat,സമ്പന്നമായ
738,bekannt::A,cunoscut,പരിചിതമായ
739,berühmt::A,renumit,പ്രശസ്തനായ
740,fremd::A,străin,വൈദേശികമായ
741,verschieden::A,diferit,വ്യത്യസ്തമായ
742,verschieden::A,deosebit,വ്യത്യസ്തമായ
743,nah::A,apropiat,അരികത്തുള്ള
744,fern::A,departe,അകലെയുള്ള
745,linker::A,stâng,അവശേഷിച്ച
746,rechter::A,drept,വലത്തേ
747,anderer::A,alt,മറ്റുള്ള
748,erster::A,prim,ആദ്യത്തെ
749,zweiter::A,al doilea,രണ്ടാം
750,dritter::A,treilea,മൂന്നാമത്
751,letzter::A,final,അവസാനത്തെ
752,allein::ADV,singur,തനിച്ചുള്ള
753,auf einmal::ADV,dintrodată,ഉടന്
754,zusammen::ADV,împreună,ഒരുമിച്ച
755,lange::ADV,îndelung,നീണ്ട_കാലത്തേയ്ക്ക്
756,lange::ADV,mult timp,നീണ്ട_കാലത്തേയ്ക്ക്
757,plötzlich::ADV,deodată,പെട്ടെന്ന്
758,plötzlich::ADV,pe neașteptate,പെട്ടെന്ന്
759,sofort::ADV,imediat,തത്ക്ഷണം
760,sofort::ADV,numaidecît,തത്ക്ഷണം
761,später::ADV,mai apoi,പിന്നീട്
762,später::ADV,mai târziu,പിന്നീട്
763,jetzt::ADV,acum,ഇപ്പോൾ
764,heute::ADV,azi,ഇന്ന്
765,heute::ADV,astăzi,ഇന്ന്
766,morgen::ADV,mâine,നാളെ
767,bald::ADV,curând,ഉടനെ
768,dann::ADV,apoi,അപ്പോൾ
769,gestern::ADV,ieri,ഇന്നലെ
770,einst::ADV,odată,പണ്ടൊരിക്കല്
771,einst::ADV,odinioară,പണ്ടൊരിക്കല്
772,damals::ADV,atunci,അപ്പോൾ
773,damals::ADV,pe atunci,അപ്പോൾ
774,danach::ADV,după aceasta,പിന്നീട്
775,vorher::ADV,mai întâi,മുൻപ്
776,vorher::ADV,în prealabil,മുൻപ്
777,zuerst::ADV,întâi,ആദ്യം
778,zuerst::ADV,în primul rând,ആദ്യം
779,einmal::ADV,odată,ഒരിക്കൽ
780,manchmal::ADV,uneori,ചിലപ്പോൾ
781,manchmal::ADV,câteodată,ചിലപ്പോൾ
782,oft::ADV,des,പലപ്പോഴും
783,oft::ADV,deseori,പലപ്പോഴും
784,immer::ADV,mereu,എപ്പോഴും
785,immer::ADV,întotdeauna,എപ്പോഴും
786,niemals::ADV,niciodată,ഒരിക്കലും
787,hier::ADV,aci,ഇവിടെ
788,hier::ADV,aici,ഇവിടെ
789,hierhin::ADV,încoace,ഇവിടേക്ക്
790,von hier::ADV,de aici,ഇവിടെനിന്ന്
791,dort::ADV,acolo,അവിടെ
792,dorthin::ADV,dincolo,അവിടേക്ക്
793,geradeaus::ADV,drept înainte,മുമ്പിൽ
794,geradeaus::ADV,drept înainte,മുമന്നോട്ട്
795,vorwärts::ADV,înainte,മുന്നോട്ട്
796,rückwärts::ADV,îndărăt,തലതിരിച്ച്
797,zurück::ADV,înapoi,പുറകിലേക്ക്
798,unten::ADV,jos,താഴെ
799,unten::ADV,dedesubt,താഴെ
800,hinab::ADV,în jos,താഴേക്ക്
801,hinab::ADV,de vale,താഴേക്ക്
802,oben::ADV,sus,മുകളിൽ
803,oben::ADV,deasupra,മുകളിൽ
804,hinauf::ADV,în sus,മുകളിൽ
805,überall::ADV,peste tot,എല്ലായിടത്തും
806,überall::ADV,pretutindeni,എല്ലായിടത്തും
807,nicht::ADV,nu,ഇല്ല
808,ein wenig::ADV,puțin,കുറച്ച്
809,kaum::ADV,cu greu,കഷ്ടിച്ച്
810,kaum::ADV,cu anevoie,കഷ്ടിച്ച്
811,sehr::ADV,mult,വളരെ
812,sehr::ADV,foarte,വളരെ
813,so::ADV,așa,അങ്ങനെ
814,so::ADV,atât,അങ്ങനെ
815,noch::ADV,încă,ഇപ്പോഴും
816,nur::ADV,doar,മാത്രം
817,schon::ADV,și,നേരത്തേ തന്നെ
818,schon::ADV,deja,നേരത്തേ തന്നെ
819,wieder::ADV,iar,വീണ്ടും
820,wieder::ADV,iarăși,വീണ്ടും
821,vergebens::ADV,în zadar,വിഫല
822,vor::PRP,înainte de,മുമ്പിൽ
823,hinter::PRP,după,പുറകിൽ
824,hinter::PRP,în spatele,പുറകിൽ
825,unter::PRP,sub,കീഴിൽ
826,durch::PRP,prin,ഉള്ളിലൂടെ
827,neben::PRP,lângă,അടുത്ത്
828,neben::PRP,alături de,അടുത്ത്
829,zwischen::PRP,între,ഇടയ്ക്ക്
830,zwischen::PRP,dintre,ഇടയ്ക്ക്
831,wegen::PRP,pentru,നിമിത്തം
832,dies::PRN,acesta,ഇത്
833,das::PRN,asta,അത്
834,alles::PRN,tot,എല്ലാം
835,ich::PRN,eu,ഞാൻ
836,du::PRN,tu,നിങ്ങൾ
837,er::PRN,el,അദ്ദേഹം
838,er::PRN,el,അയാൾ
839,er::PRN,el,അവൻ
840,er::PRN,el,അവർ
841,er::PRN,el,അവൾ
842,er::PRN,dânsul,അദ്ദേഹം
843,er::PRN,dânsul,അയാൾ
844,er::PRN,dânsul,അവൻ
845,er::PRN,dânsul,അവർ
846,er::PRN,dânsul,അവൾ
847,wir::PRN,noi,നമ്മൾ
848,ihr::PRN,voi,നിങ്ങൾ
849,sie::PRN,ei,അവർ
850,sie::PRN,dânșii,അവർ
851,was::FPRN,ce,എന്ത്
852,wer::FPRN,cine,ആര്
853,wo::FADV,unde,എവിടെ
854,wohin::FADV,încotro,എവിടേക്ക്
855,wie::FADV,cum,എങ്ങനെ
856,warum::FADV,de ce,എന്തുകൊണ്ട്
857,warum::FADV,pentru ce,എന്തുകൊണ്ട്
858,wieviel::FNUM,cât,എത്ര
859,eins::NUM,unu,ഒന്ന്
860,zwei::NUM,doi,രണ്ട്
861,drei::NUM,trei,മൂന്ന്
862,vier::NUM,patru,നാല്
863,fünf::NUM,cinci,അഞ്ച്
864,sechs::NUM,șase,ആറ്
865,sieben::NUM,șapte,ഏഴ്
866,acht::NUM,opt,എട്ട്
867,neun::NUM,nouă,ഒമ്പത്
868,zehn::NUM,zece,പത്ത്
869,elf::NUM,unsprezece,പതിനൊന്ന്
870,zwölf::NUM,douăsprezece,പന്ത്രണ്ട്
871,zwanzig::NUM,douăzeci,ഇരുപത്
872,dreißig::NUM,treizeci,മുപ്പത്
873,vierzig::NUM,patruzeci,നാൽപ്പത്
874,fünfzig::NUM,cincizeci,അൻപത്
875,sechzig::NUM,șaizeci,അറുപത്
876,siebzig::NUM,șaptezeci,എഴുപത്
877,achtzig::NUM,optzeci,എൺപത്
878,neunzig::NUM,nouăzeci,തൊണ്ണൂറ്
879,hundert::NUM,sută,നൂറ്
880,tausend::NUM,mie,ആയിരം
881,und::CNJ,și,ഉം
882,oder::CNJ,ori,അഥവാ
883,stehen::V,sta,നിൽക്കുക
884,sitzen::V,ședea,ഇരിക്കുക
885,liegen::V,zăcea,കിടക്കുക
886,liegen::V,fi culcat,കിടക്കുക
887,hängen::V,atârna,തൂങ്ങുക
888,werden::V,deveni,ആയിത്തീരുക
889,werden::V,se face,ആയിത്തീരുക
890,passieren::V,se întâmpla,സംഭവിക്കുക
891,beginnen::V,începe,ആരംഭിക്കുക
892,enden::V,se sfârși,അവസാനിപ്പിക്കുക
893,enden::V,se termina,അവസാനിപ്പിക്കുക
894,wechseln::V,se schimba,മാറ്റുക
895,aufgehen[Sonne]::V,răsări,ഉയരുക
896,untergehen[Sonne]::V,apune,അടുക്കി_വയ്ക്കുക
897,scheinen[Sonne]::V,străluci,പ്രകാശിക്കുക
898,donnern::V,tuna,ഇടിവെട്ടുക
899,wehen::V,bate,വീശുക
900,strömen::V,curge în șiroaie,ഒഴുകുക
901,fließen::V,curge,ഒഴുകുക
902,sich drehen::V,se învârti,ചുറ്റുക
903,sich drehen::V,se învârti,കറക്കുക
904,schwanken::V,se clătina,ഇരുവശത്തേയ്ക്കും_ആടുക
905,schwingen::V,vibra,ആടുക
906,schwingen::V,flutura,ആടുക
907,fallen::V,cădea,വീഴുക
908,brennen::V,arde,കത്തുക
909,rauchen::V,fuma,പുകയുക
910,regnen::V,ploua,മഴ_പെയ്യുക
911,gefrieren::V,îngheța,തണത്ത്_മരവിക്കുക
912,tauen::V,se dezgheța,അലിയുക
913,schmelzen::V,se topi,ഉരുകുക
914,trocknen::V,se usca,വരളുക
915,sieden::V,fierbe,തിളപ്പിക്കുക
916,sieden::V,clocoti,തിളപ്പിക്കുക
917,faulen::V,se împuți,ചീയുക
918,verfaulen::V,putrezi,അഴുകുക
919,reißen::V,se rupe,ശബ്ദത്തോടെ_മുറിയുക
920,reißen::V,se sfâșia,ശബ്ദത്തോടെ_മുറിയുക
921,versinken::V,se scufunda,മുക്കുക
922,vergehen::V,trece,കടന്നുപോകുക
923,vergehen::V,se scurge,കടന്നുപോകുക
924,erscheinen::V,apărea,പ്രത്യക്ഷപ്പെടുക
925,verschwinden::V,dispărea,അദൃശ്യമാകുക
926,sinken::V,cădea,താഴുക
927,sinken::V,coborî,താഴുക
928,abnehmen::V,scădea,കുറിയുക
929,abnehmen::V,descrește,കുറിയുക
930,zunehmen::V,spori,വർദ്ധിക്കുക
931,zunehmen::V,crește,വർദ്ധിക്കുക
932,zunehmen::V,augmenta,വർദ്ധിക്കുക
933,steigen::V,urca,ഉയരുക
934,wachsen::V,crește,വളരുക
935,glänzen::V,luci,മിന്നുക
936,glänzen::V,străluci,മിന്നുക
937,funkeln::V,scânteia,തിളങ്ങുക
938,lärmen::V,face larmă,ശബ്ദമുണ്ടാക്കുക
939,läuten::V,suna,മണിമുഴങ്ങുക
940,klingeln::V,suna,ചിലമ്പുക
941,klirren::V,zăngăni,കിലുക്കുക
942,brausen::V,vui,മുഴങ്ങുക
943,rauschen::V,vâjâi,അനങ്ങുക
944,klingen::V,suna,മുഴക്കുക
945,bellen::V,lătra,കുരയ്ക്കുക
946,heulen::V,urla,ഓരിയിടുക
947,blasen::V,sufla,ഊതുക
948,pfeifen::V,fluiera,വിസിലടിക്കുക
949,schreien::V,țipa,ആക്രോശിക്കുക
950,stöhnen::V,geme,അരക്കം
951,stöhnen::V,geme,ആർത്തനാദം
952,zittern::V,tremura,വിറയ്ക്കുക
953,leben::V,trăi,താമസിക്കുക
954,geboren werden::V,se naște,ജനിക്കുക
955,atmen::V,respira,ശ്വസിക്കുക
956,trinken::V,bea,കുടിക്കുക
957,essen::V,mânca,കഴിക്കുക
958,schlucken::V,înghiți,വിഴുങ്ങുക
959,müde werden::V,se obosi,ക്ഷീണിക്കുക
960,einschlafen::V,adormi,നിദ്രിക്കുക
961,schlafen::V,dormi,ഉറങ്ങുക
962,aufwachen::V,se deștepta,ഉണരുക
963,aufstehen::V,fi se scula,എഴുന്നേൽക്കുക
964,sich erholen::V,se relaxa,വിശ്രമിക്കുക
965,sich erholen::V,se destinde,വിശ്രമിക്കുക
966,krank werden::V,se îmbolnăvi,ദീനംപിടിക്കുക
967,krank sein::V,zăcea,രോഗികളാകുക
968,krank sein::V,fi bolnav,രോഗികളാകുക
969,schmerzen::V,durea,വേദനിക്കുക
970,husten::V,tuși,ചുമയ്ക്കുക
971,genesen::V,se însănătoși,സുഖപ്പെടുക
972,sterben::V,muri,മരിക്കുക
973,umkommen::V,pieri,മരിക്കുക
974,sich bewegen::V,se mișca,സ്ഥലം_മാറുക
975,sich rühren::V,se mișca,ചലിക്കുക
976,sich erheben::V,se ridica,നിൽക്കുക
977,sich setzen::V,lua loc,ഇരിക്കുക
978,sich setzen::V,se așeza,ഇരിക്കുക
979,hinfallen::V,cădea jos,വീഴുക
980,laufen::V,merge,നടക്കുക
981,laufen::V,merge pe jos,നടക്കുക
982,schreiten::V,păși,നടക്കുക
983,spazierengehen::V,se plimba,ഉലാത്തുക
984,eilen::V,fi se grăbi,പാഞ്ഞെത്തുക
985,sich beeilen::V,se grăbi,തിരിക്കുകൂട്ടുക
986,sich beeilen::V,se grăbi,തിടുക്കം_കാട്ടുക
987,sausen::V,țâșni,കുതിക്കുക
988,rennen::V,fugi,ഓടുക
989,rennen::V,alerga,ഓടുക
990,springen::V,sări,ചാടുക
991,klettern::V,urca,കയറുക
992,klettern::V,se cățăra,കയറുക
993,schaukeln::V,legăna,ഇളകുക
994,kriechen::V,se târî,പതുങ്ങികയറുക
995,schwimmen::V,înota,നീന്തുക
996,tauchen::V,se scufunda,വെള്ളത്തിലേക്ക് ചാടുക
997,rudern::V,vâsli,തുഴയുക
998,rudern::V,lopăta,തുഴയുക
999,fahren::V,merge,വാഹനം ഓടിക്കുക
1000,fliegen::V,zbura,പറക്കുക
1001,gehen::V,merge,പോകുക
1002,weggehen::V,se duce,വിടുക
1003,abfahren::V,pleca,പുറപ്പെടുക
1004,anhalten::V,se opri,നിർത്തുക
1005,hineingehen::V,intra,പ്രവേശിക്കുക
1006,eintreten::V,intra,പ്രവേശിക്കുക
1007,kommen::V,veni,വരുക
1008,ankommen::V,sosi,എത്തിച്ചേരുക
1009,ankommen::V,ajunge,എത്തിച്ചേരുക
1010,zurückkommen::V,se întoarce,തിരിച്ചു വരുക
1011,bleiben::V,rămâne,തുടരുക
1012,warten::V,aștepta,കാത്തിരിക്കുക
1013,erwarten::V,aștepta,പ്രതീക്ഷിക്കുക
1014,suchen::V,căuta,തിരയുക
1015,finden::V,găsi,കണ്ടെത്തുക
1016,versuchen::V,încerca,ശ്രമിക്കുക
1017,vorbereiten::V,pregăti,തയ്യാറെടുക്കുക
1018,lieben::V,iubi,സ്നേഹിക്കുക
1019,mögen::V,plăcea a,ഇഷ്ടപ്പെടുക
1020,lachen::V,râde,ചിരിക്കുക
1021,rühren::V,mișca,ഹൃദയം സ്പർശിക്കുക
1022,rühren::V,înduioșa,ഹൃദയം സ്പർശിക്കുക
1023,weinen::V,plânge,തേങ്ങുക
1024,schimpfen::V,înjura,പിറുപിറുക്കുക
1025,sich ärgern::V,se supăra,കോപിക്കുക
1026,sich fürchten::V,se teme,പേടിക്കുക
1027,sich fürchten::V,fi teamă a,പേടിക്കുക
1028,fürchten::V,se teme de,പേടിക്കുക
1029,fliehen::V,fugi,രക്ഷപ്പെടുക
1030,flüchten::V,evada,രക്ഷപ്പെടുക
1031,sehen::V,vedea,കാണുക
1032,anschauen::V,privi,നോക്കുക
1033,ansehen::V,privi,നോക്കുക
1034,hören::V,auzi,കേൾക്കുക
1035,zuhören::V,asculta,ശ്രദ്ധിക്കുക
1036,probieren::V,gusta,രുചിയുള്ളതായി_തോന്നുക
1037,riechen::V,mirosi,മണത്തു_നോക്കുക
1038,fühlen::V,simți,സ്പർശിച്ചറിയുക
1039,fühlen::V,resimți,സ്പർശിച്ചറിയുക
1040,scheinen::V,părea,കാണപ്പെടുക
1041,zu sehen sein::V,se vedea,വെളിച്ചപ്പെടുക
1042,vernehmen::V,auzi,കേൾക്കുക
1043,frieren::V,fi frig,വിറയ്ക്കുക
1044,tun::V,face,ചെയ്യുക
1045,können::V,ști,കഴിയുക
1046,können::V,putea,കഴിയുക
1047,wollen::V,dori,വേണുക
1048,anfangen::V,începe,തുടങ്ങുക
1049,beenden::V,sfârși,പൂർത്തിയാക്കുക
1050,beenden::V,termina,പൂർത്തിയാക്കുക
1051,aufhören::V,înceta,നിർത്തുക
1052,gelingen::V,reuși,വിജയിക്കുക
1053,gelingen::V,izbuti,വിജയിക്കുക
1054,geraten::V,reuși,പരിണമിക്കുക
1055,öffnen::V,deschide,തുറക്കുക
1056,schließen::V,închide,അടയ്ക്കുക
1057,stellen::V,pune,വയ്ക്കുക
1058,stellen::V,așeza,വയ്ക്കുക
1059,setzen::V,pune,വയ്ക്കുക
1060,setzen::V,așeza,വയ്ക്കുക
1061,legen::V,pune,ഇടുക
1062,berühren::V,atinge,തൊടുക
1063,verbinden::V,lega,ഘടിപ്പിക്കുക
1064,bedecken::V,acoperi,മുടുക
1065,aufhängen::V,atârna,കെട്ടിതൂക്കുക
1066,aufhängen::V,spânzura,കെട്ടിതൂക്കുക
1067,anzünden::V,aprinde,കത്തിക്കുക
1068,aufheben::V,ridica,പെറുക്കിയെടുക്കുക
1069,aufheben::V,lua de jos,പെറുക്കിയെടുക്കുക
1070,zurücklassen::V,lăsa,വച്ചുപോരുക
1071,zurücklassen::V,lăsa în urmă,വച്ചുപോരുക
1072,verlieren::V,pierde,നഷ്ടപ്പെടുക
1073,fallen lassen::V,scăpa,വീഴ്ത്തുക
1074,fallen lassen::V,arunca,വീഴ്ത്തുക
1075,machen::V,face,ഉണ്ടാക്കുക
1076,herstellen::V,fabrica,ഉൽപാദിപ്പിക്കുക
1077,herstellen::V,confecționa,ഉൽപാദിപ്പിക്കുക
1078,bauen::V,clădi,നിർമ്മിക്കുക
1079,bauen::V,construi,നിർമ്മിക്കുക
1080,reparieren::V,repara,നന്നാക്കുക
1081,verbessern::V,ameliora,മെച്ചപ്പെടുക
1082,verbessern::V,îmbunătăți,മെച്ചപ്പെടുക
1083,ändern::V,schimba,മാറ്റംവരുത്തുക
1084,ändern::V,modifica,മാറ്റംവരുത്തുക
1085,graben::V,săpa,കുഴിക്കുക
1086,beugen::V,curba,വണങ്ങുക
1087,biegen::V,îndoi,കുനിയുക
1088,biegen::V,încovoia,കുനിയുക
1089,drehen::V,învârti,തിരിക്കുക
1090,wenden::V,întoarce,തിരിയുക
1091,umdrehen::V,învârti,തിരിയുക
1092,umdrehen::V,întoarce,തിരിയുക
1093,heben::V,ridica,ഉയർത്തുക
1094,hochheben::V,ridica,ഉയർത്തുക
1095,ergreifen::V,lua,ബലമായി_പിടിക്കുക
1096,ergreifen::V,apuca,ബലമായി_പിടിക്കുക
1097,halten::V,ține,പിടിക്കുക
1098,drücken::V,apăsa,അമർത്തുക
1099,drücken::V,strânge,അമർത്തുക
1100,schieben::V,împinge,തള്ളുക
1101,kratzen::V,zgâria,ചുരണ്ടുക
1102,lecken::V,linge,നക്കുക
1103,beißen::V,mușca,കടിക്കുക
1104,abreißen::V,rupe,കീറിക്കളയുക
1105,abreißen::V,smulge,കീറിക്കളയുക
1106,abschneiden::V,scurta,മുറിച്ചുമാറ്റുക
1107,binden::V,lega,കെട്ടുക
1108,stecken::V,pune,തുളയ്ക്കുക
1109,brechen::V,rupe,ഉടയുക
1110,brechen::V,frânge,ഉടയുക
1111,klopfen::V,ciocăni,തട്ടുക
1112,hauen::V,lovi,അടിക്കുക
1113,kleben::V,lipi,ഒട്ടിക്കുക
1114,reiben::V,freca,തിരുമ്മിത്തുടയ്ക്കുക
1115,reiben::V,fricționa,തിരുമ്മിത്തുടയ്ക്കുക
1116,streichen::V,unge,പടർത്തുക
1117,schleifen::V,ascuți,പൊടിക്കുക
1118,schneiden::V,tăia,മുറിക്കുക
1119,rütteln::V,zgâlțâi,മുട്ടുക
1120,schütteln::V,scutura,കുലുക്കുക
1121,schwenken::V,agita,ആടുക
1122,schütten::V,vărsa,ഒഴിക്കുക
1123,füllen::V,umple,നിറയ്ക്കുക
1124,einwickeln::V,înveli,പൊതിയുക
1125,einwickeln::V,înfășura,പൊതിയുക
1126,tragen::V,căra,വഹിക്കുക
1127,schleppen::V,târî,വലിച്ചിഴയ്ക്കുക
1128,ziehen::V,trage,വലിക്കുക
1129,aufbewahren::V,păstra,വയ്ക്കുക
1130,aufbewahren::V,conserva,വയ്ക്കുക
1131,werfen::V,arunca,എറിയുക
1132,fangen::V,prinde,പിടിക്കുക
1133,packen::V,apuca,തട്ടിപ്പറിക്കുക
1134,verstecken::V,ascunde,മറയ്ക്കുക
1135,teilen::V,împărți,വിഭജിക്കുക
1136,schicken::V,trimite,അയയ്ക്കുക
1137,bringen::V,aduce,കൊണ്ടുവരുക
1138,hinzufügen::V,adăuga,കൂട്ടുക
1139,bekommen::V,obține,കിട്ടുക
1140,bekommen::V,dobândi,കിട്ടുക
1141,erhalten::V,primi,സ്വീകരിക്കുക
1142,erhalten::V,căpăta,സ്വീകരിക്കുക
1143,nehmen::V,lua,എടുക്കുക
1144,wählen::V,opta,തിരഞ്ഞെടുക്കുക
1145,wählen::V,alege,തിരഞ്ഞെടുക്കുക
1146,auswählen::V,selecta,തിരഞ്ഞെടുക്കുക
1147,bewahren::V,păstra,പുലർത്തുക
1148,behindern::V,stingheri,തടയിടുക
1149,verderben::V,strica,നശിപ്പിക്കുക
1150,beschädigen::V,strica,ക്ഷതമേൽപ്പിക്കുക
1151,zerbrechen::V,rupe,ഉടയുക
1152,zerbrechen::V,frânge,ഉടയുക
1153,zerreißen::V,rupe,കീറുക
1154,zerreißen::V,sfâșia,കീറുക
1155,zerstören::V,distruge,നശിപ്പിക്കുക
1156,verbrennen::V,arde,കത്തിനശിക്കുക
1157,verbrennen::V,arde,കത്തിച്ചുകളയുക
1158,verbrennen::V,incendia,കത്തിനശിക്കുക
1159,verbrennen::V,incendia,കത്തിച്ചുകളയുക
1160,geben::V,da,കൊടുക്കുക
1161,geben::V,da,തരുക
1162,reichen::V,întinde,കൈമാറുക
1163,schenken::V,dărui,സമ്മാനം കൊടുക്കുക
1164,versprechen::V,făgădui,വാഗ്ദാനം_നൽകുക
1165,wünschen::V,ura,ആഗ്രഹിക്കുക
1166,loben::V,lăuda,പുകഴ്ത്തുക
1167,küssen::V,săruta,ഉമ്മവയ്ക്കുക
1168,wiegen::V,legăna,ഇളകുക
1169,zudecken::V,acoperi,മുടുക
1170,wecken::V,trezi,ഉണർത്തുക
1171,wecken::V,deștepta,ഉണർത്തുക
1172,zeigen::V,arăta,കാണിക്കുക
1173,führen::V,călăuzi,നടത്തുക
1174,lehren::V,preda,പഠിപ്പിക്കുക
1175,lehren::V,învăța,പഠിപ്പിക്കുക
1176,unterrichten::V,învăța,പരിശീലിപ്പിക്കുക
1177,unterrichten::V,instrui,പരിശീലിപ്പിക്കുക
1178,aufziehen::V,crește,വളർത്തിക്കൊണ്ടുവരുക
1179,leiten::V,duce,നയിക്കുക
1180,leiten::V,conduce,നയിക്കുക
1181,antreiben::V,împinge,പ്രേരിപ്പിക്കുക
1182,antreiben::V,încuraja,പ്രേരിപ്പിക്കുക
1183,lassen::V,pune pe să,അനുവദിക്കുക
1184,einladen::V,invita,ക്ഷണിക്കുക
1185,vereinigen::V,uni,കൂടിച്ചേരുക
1186,vereinigen::V,întruni,കൂടിച്ചേരുക
1187,besuchen::V,vizita,സന്ദർശിക്കുക
1188,besuchen::V,face o vizită,സന്ദർശിക്കുക
1189,treffen::V,întâlni,തമ്മിൽ കാണുക
1190,sich versammeln::V,se aduna,സംയോജിപ്പിക്കുക
1191,spielen::V,se juca,കളിക്കുക
1192,singen::V,cânta,പാടുക
1193,tanzen::V,dansa,നൃത്തം ചെയ്യുക
1194,sich trennen::V,se separa,നേർപെടുത്തുക
1195,sich trennen::V,se despărți,നേർപെടുത്തുക
1196,verlassen::V,părăsi,പിൻവാങ്ങുക
1197,verlassen::V,abandona,പിൻവാങ്ങുക
1198,retten::V,salva,രക്ഷിക്കുക
1199,bewachen::V,păzi,കാവൽനിൽക്കുക
1200,schützen::V,ocroti,പരിരക്ഷിക്കുക
1201,schützen::V,proteja,പരിരക്ഷിക്കുക
1202,verteidigen::V,apăra,പ്രതിരോധിക്കുക
1203,sich schlagen::V,se bate,കലഹിക്കുക
1204,schießen::V,trage,വെടിവെക്കുക
1205,siegen::V,birui,വിജയിക്കുക
1206,siegen::V,învinge,വിജയിക്കുക
1207,ärgern::V,supăra,വിഷമിപ്പിക്കുക
1208,schlagen::V,lovi,അടിക്കുക
1209,treten::V,călca,തൊഴിക്കുക
1210,stechen::V,înțepa,കുത്തുക
1211,stechen::V,împunge,കുത്തുക
1212,stoßen::V,împinge,തള്ളുക
1213,stehlen::V,fura,മോഷ്ടിക്കുക
1214,stören::V,deranja,ശല്യപ്പെടുത്തുക
