,Concept_ID,uk,fa
815,sehr::ADV,дуже,خیلی
816,sehr::ADV,дуже,بسیار
817,so::ADV,так,چنین
818,so::ADV,так,اینطور
819,noch::ADV,ще,هنوز
820,nur::ADV,лише,فقط
821,nur::ADV,лише,تنها
822,nur::ADV,тільки,فقط
823,nur::ADV,тільки,تنها
824,schon::ADV,вже,قبلاً
825,schon::ADV,вже,به این زودی
826,wieder::ADV,знову,باز
827,wieder::ADV,знову,دوباره
828,vergebens::ADV,дарма,بیهوده
829,vor::PRP,перед,در جلوی
830,hinter::PRP,ззаду,پشت
831,hinter::PRP,позаду,پشت
832,unter::PRP,під,تحت
833,durch::PRP,крізь,از وسط
834,durch::PRP,крізь,از ميان
835,neben::PRP,біля,کنار
836,neben::PRP,біля,پهلوی
837,zwischen::PRP,між,بین
838,zwischen::PRP,між,میان
839,wegen::PRP,з-за,برای
840,wegen::PRP,з-за,بخاطر
841,wegen::PRP,через,برای
842,wegen::PRP,через,بخاطر
843,dies::PRN,це,این
844,das::PRN,то,آن
845,alles::PRN,все,تمام
846,alles::PRN,все,همه‌چیر
847,ich::PRN,я,من
848,du::PRN,ти,تو
849,er::PRN,він,او
850,wir::PRN,ми,ما
851,ihr::PRN,ви,شما
852,sie::PRN,вони,آنها
853,was::FPRN,що,چه
854,wer::FPRN,хто,کی
855,wo::FADV,де,کجا
856,wohin::FADV,куди,بکجا
857,wie::FADV,як,چطور
858,wie::FADV,як,چگونه
859,warum::FADV,чому,چرا
860,warum::FADV,чому,برای چه
861,wieviel::FNUM,скільки,چند
862,wieviel::FNUM,скільки,چقدر
863,eins::NUM,один,یک
864,zwei::NUM,два,دو
865,drei::NUM,три,سه
866,vier::NUM,чотири,چهار
867,fünf::NUM,п’ять,پنج
868,sechs::NUM,шість,شش
869,sieben::NUM,сім,هفت
870,acht::NUM,вісім,هشت
871,neun::NUM,дев’ять,نه
872,zehn::NUM,десять,ده
873,elf::NUM,одинадцять,یازده
874,zwölf::NUM,дванадцять,دوازده
875,zwanzig::NUM,двадцять,بیست
876,dreißig::NUM,тридцять,سی
877,vierzig::NUM,сорок,چهل
878,fünfzig::NUM,п’ятдесят,پنجاه
879,sechzig::NUM,шістдесят,شصت
880,siebzig::NUM,сімдесят,هفتاد
881,achtzig::NUM,вісімдесят,هشتاد
882,neunzig::NUM,дев’яносто,نود
883,hundert::NUM,сто,صد
884,tausend::NUM,тисяча,هزار
885,und::CNJ,і,و
886,oder::CNJ,або,یا
887,stehen::V,стояти,ایستادن
888,sitzen::V,сидіти,نشستن
889,liegen::V,лежати,خوابیدن
890,liegen::V,лежати,دراز کشیدن
891,hängen::V,висіти,آویزان بودن
892,werden::V,стати,شدن
893,werden::V,робитися,شدن
894,passieren::V,трапитися,گذشتن
895,passieren::V,трапитися,اتفاق افتادن
896,beginnen::V,початися,شروع شدن
897,enden::V,кінчитися,تمام شدن
898,wechseln::V,мінятися,عوض شدن
899,aufgehen[Sonne]::V,зійти,برآمدن
900,aufgehen[Sonne]::V,зійти,طلوع کردن
901,untergehen[Sonne]::V,зайти,غروب کردن
902,scheinen[Sonne]::V,світити,تابیدن
903,donnern::V,гриміти,رعد زدن
904,wehen::V,віяти,دمیدن
905,strömen::V,литися,روان شدن
906,fließen::V,текти,روان شدن
907,sich drehen::V,обертатися,چرخیدن
908,schwanken::V,коливатися,خم و راست شدن
909,schwingen::V,хитатися,تاب خوردن
910,schwingen::V,хитатися,نوسان کردن
911,schwingen::V,гойдатися,تاب خوردن
912,schwingen::V,гойдатися,نوسان کردن
913,fallen::V,падати,افتادن
914,fallen::V,падати,سقوط کردن
915,brennen::V,горіти,سوزاندن
916,rauchen::V,диміти,دود کردن
917,regnen::V,дощити,باران آمدن
918,gefrieren::V,змерзнути,یخ بستن
919,tauen::V,танути,آب شدن
920,schmelzen::V,плавитися,آب شدن
921,trocknen::V,сохнути,خشک شدن
922,sieden::V,кипіти,جوشیدن
923,faulen::V,гнити,فاسد شدن
924,verfaulen::V,згнити,پوسیدن
925,reißen::V,рватися,پاره شدن
926,versinken::V,тонути,غرق شدن
927,vergehen::V,проходити,گذشتن
928,erscheinen::V,з’явитися,ظاهر شدن
929,verschwinden::V,щезнути,گم شدن
930,verschwinden::V,щезнути,از بین رفتن
931,verschwinden::V,зникнути,گم شدن
932,verschwinden::V,зникнути,از بین رفتن
933,sinken::V,спадати,پایین آمدن
934,abnehmen::V,поменшитися,کم شدن
935,zunehmen::V,збільшуватися,زیاد شدن
936,steigen::V,підніматися,بالا رفتن
937,wachsen::V,рости,قد کشیدن
938,glänzen::V,блищати,برق زدن
939,funkeln::V,блискати,جرقه زدن
940,lärmen::V,шуміти,شلوغ کردن
941,läuten::V,дзвонити,زنگ زدن
942,klingeln::V,дзвонити,زنگ زدن
943,klirren::V,дзвякати,جرنگ جرنگ صدا کردن
944,brausen::V,бушувати,طوفانی بودن
945,rauschen::V,шелестіти,خش‌خش کردن
946,klingen::V,лунати,صدا دادن
947,klingen::V,звучати,صدا دادن
948,bellen::V,гавкати,عوعو کردن
949,heulen::V,вити,زوزه کشیدن
950,blasen::V,дунути,فوت کردن
951,pfeifen::V,свистіти,سوت زدن
952,schreien::V,кричати,فریاد زدن
953,stöhnen::V,стогнати,نالیدن
954,zittern::V,тремтіти,لرزیدن
955,leben::V,жити,زیستن
956,leben::V,жити,زندگی کردن
957,geboren werden::V,народитися,متولد شدن
958,atmen::V,дихати,تنفس کردن
959,trinken::V,пити,نوشیدن
960,essen::V,їсти,خوردن
961,schlucken::V,ковтати,بلعیدن
962,schlucken::V,ковтати,قورت دادن
963,müde werden::V,втомитися,خسته شدن
964,einschlafen::V,заснути,خواب رفتن
965,schlafen::V,спати,خوابیدن
966,aufwachen::V,прокинутися,از خواب بیدار شدن
967,aufstehen::V,встати,بیدار شدن
968,sich erholen::V,відпочивати,استراحت کردن
969,krank werden::V,захворіти,مریض شدن
970,krank sein::V,хворіти,بیمار بودن
971,schmerzen::V,боліти,درد کردن
972,husten::V,кашляти,سرفه کردن
973,genesen::V,одужати,بهبود یافتن
974,genesen::V,видужати,بهبود یافتن
975,sterben::V,померти,مردن
976,umkommen::V,згинути,کشته شدن
977,sich bewegen::V,рухатися,حرکت کردن
978,sich rühren::V,ворушитися,تکان خوردن
979,sich erheben::V,встати,برخواستن
980,sich setzen::V,сісти,نشستن
981,hinfallen::V,упасти,زمین خوردن
982,laufen::V,ходити,پیاده رفتن
983,schreiten::V,крокувати,قدم زدن
984,spazierengehen::V,гуляти,گردش رفتن
985,eilen::V,спішити,شتاب کردن
986,sich beeilen::V,поспішати,عجله کردن
987,sausen::V,мчатися,صفیر کشیدن
988,rennen::V,бігати,دویدن
989,springen::V,скакати,پریدن
990,springen::V,стрибати,پریدن
991,klettern::V,лазити,بالا رفتن
992,schaukeln::V,гойдатися,تاب خوردن
993,kriechen::V,повзати,خزیدن
994,schwimmen::V,пливти,شنا کردن
995,schwimmen::V,плавати,شنا کردن
996,tauchen::V,пірнати,غواصی کردن
997,rudern::V,гребти,پارو زدن
998,rudern::V,веслувати,پارو زدن
999,fahren::V,їхати,سواره رفتن
1000,fliegen::V,літати,پریدن
1001,gehen::V,іти,رفتن
1002,weggehen::V,піти,رفتن
1003,abfahren::V,від’їхати,حرکت کردن
1004,abfahren::V,відправитися,حرکت کردن
1005,anhalten::V,зупинитися,ایست کردن
1006,hineingehen::V,входити,داخل شدن
1007,eintreten::V,увійти,وارد شدن
1008,kommen::V,прийти,آمدن
1009,ankommen::V,прибути,رسیدن
1010,zurückkommen::V,повернутися,برگشتن
1011,bleiben::V,залишитися,ماندن
1012,warten::V,чекати,منتظر بودن
1013,erwarten::V,чекати,انتظار داشتن
1014,suchen::V,шукати,جستجو کردن
1015,finden::V,знайти,یافتن
1016,finden::V,знайти,پیدا کردن
1017,versuchen::V,випробовувати,سعی کردن
1018,versuchen::V,випробовувати,کوشش کردن
1019,vorbereiten::V,підготувати,آماده کردن
1020,lieben::V,любити,عاشق بودن
1021,mögen::V,любити,میل داشتن
1022,mögen::V,любити,دوست داشتن
1023,mögen::V,подобатися,میل داشتن
1024,mögen::V,подобатися,دوست داشتن
1025,lachen::V,сміятися,خندیدن
1026,rühren::V,розчулити,به رقت آوردن
1027,weinen::V,плакати,گریه کردن
1028,schimpfen::V,лаятися,فحاشی کردن
1029,sich ärgern::V,сердитися,ناراحت شدن
1030,sich fürchten::V,боятися,واهمه کردن
1031,fürchten::V,боятися,ترسیدن
1032,fliehen::V,тікати,گریختن
1033,flüchten::V,утекти,فرار کردن
1034,sehen::V,бачити,دیدن
1035,anschauen::V,поглянути,نگاه کردن
1036,ansehen::V,дивитися на,تماشا کردن
1037,hören::V,чути,شنیدن
1038,zuhören::V,слухати,گوش دادن
1039,probieren::V,покуштувати,چشیدن
1040,riechen::V,нюхати,بوییدن
1041,riechen::V,нюхати,بو کردن
1042,fühlen::V,відчувати,احساس کردن
1043,scheinen::V,здаватися,بنظر آمدن
1044,zu sehen sein::V,виднітися,دیده شدن
1045,vernehmen::V,почути,شنیدن
1046,frieren::V,мерзнути,سرد بودن
1047,tun::V,робити,کردن
1048,können::V,могти,توانستن
1049,wollen::V,хотіти,خواستن
1050,anfangen::V,почати,شروع کردن
1051,beenden::V,закінчити,تمام کردن
1052,beenden::V,закінчити,پایان دادن
1053,aufhören::V,перестати,دست کشیدن
1054,gelingen::V,вдатися,موفق شدن
1055,geraten::V,опинитися,نتیجه دادن
1056,öffnen::V,відкрити,گشودن
1057,öffnen::V,відкрити,باز کردن
1058,schließen::V,закрити,بستن
1059,schließen::V,закрити,قفل کردن
1060,stellen::V,поставити,گذاردن
1061,setzen::V,посадити,نشاندن
1062,legen::V,класти,گذاشتن
1063,berühren::V,чіпати,دست زدن
1064,berühren::V,чіпати,لمس کردن
1065,verbinden::V,зв’язати,وصل کردن
1066,bedecken::V,покрити,پوشاندن
1067,aufhängen::V,повісити,آویختن
1068,anzünden::V,запалити,سوزاندن
1069,aufheben::V,підняти,برداشتن
1070,aufheben::V,підняти,بلند کردن
1071,zurücklassen::V,залишити,گذاشتن
1072,verlieren::V,загубити,گم کردن
1073,fallen lassen::V,упустити,انداختن
1074,machen::V,зробити,کردن
1075,machen::V,зробити,ساختن
1076,herstellen::V,виготовити,ساختن
1077,herstellen::V,виготовити,تولید کردن
1078,bauen::V,будувати,ساختن
1079,bauen::V,будувати,بنا کردن
1080,reparieren::V,лагодити,درست کردن
1081,reparieren::V,лагодити,تعمیر کردن
1082,verbessern::V,поліпшити,بهتر کردن
1083,ändern::V,змінити,تغییر دادن
1084,graben::V,копати,کندن
1085,graben::V,копати,گود کردن
1086,beugen::V,зігнути,کج کردن
1087,biegen::V,погнути,خم کردن
1088,drehen::V,вертіти,چرخاندن
1089,wenden::V,повернути,برگرداندن
1090,umdrehen::V,перевернути,برگرداندن
1091,heben::V,піднімати,برداشتن
1092,hochheben::V,підняти,برآوردن
1093,hochheben::V,підняти,بلند کردن
1094,ergreifen::V,схопити,گرفتن
1095,halten::V,тримати,نگاه داشتن
1096,drücken::V,натискати,فشار دادن
1097,drücken::V,натискати,فشار آوردن
1098,schieben::V,пхати,هل دادن
1099,schieben::V,штовхати,هل دادن
1100,kratzen::V,шкребти,خاریدن
1101,lecken::V,лизати,لیسیدن
1102,beißen::V,кусати,گاز زدن
1103,abreißen::V,відірвати,پاره کردن
1104,abschneiden::V,відрізати,بریدن
1105,abschneiden::V,відрізати,قطع کردن
1106,binden::V,в’язати,بستن
1107,stecken::V,увіткнути,فرو کردن
1108,brechen::V,зламати,شکستن
1109,klopfen::V,стукати,کوبیدن
1110,hauen::V,бити,زدن
1111,kleben::V,клеїти,چسباندن
1112,reiben::V,терти,مالش دادن
1113,streichen::V,намазати,مالیدن
1114,schleifen::V,точити,تیز کردن
1115,schneiden::V,різати,چیدن
1116,schneiden::V,різати,بریدن
1117,rütteln::V,хитати,لرزاندن
1118,rütteln::V,хитати,تکان دادن
1119,schütteln::V,трясти,تکان دادن
1120,schwenken::V,махати,تاب دادن
1121,schütten::V,налити,ریختن
1122,füllen::V,наповнити,پر کردن
1123,einwickeln::V,загорнути,پیچیدن
1124,tragen::V,нести,بردن
1125,tragen::V,нести,حمل کردن
1126,schleppen::V,тягти,کشیدن
1127,ziehen::V,тягнути,کشیدن
1128,aufbewahren::V,зберігати,نگهداری کردن
1129,werfen::V,кидати,انداختن
1130,werfen::V,кидати,پرتاب کردن
1131,fangen::V,ловити,گرفتن
1132,packen::V,схопити,گرفتن
1133,verstecken::V,сховати,قایم کردن
1134,verstecken::V,сховати,پنهان کردن
1135,teilen::V,розділити,قسمت کردن
1136,teilen::V,розділити,تقسیم کردن
1137,schicken::V,посилати,فرستادن
1138,schicken::V,посилати,ارسال کردن
1139,bringen::V,принести,آوردن
1140,hinzufügen::V,додати,افزودن
1141,hinzufügen::V,додати,اضافه کردن
1142,bekommen::V,дістати,گرفتن
1143,erhalten::V,одержати,دریافت کردن
1144,nehmen::V,взяти,گرفتن
1145,nehmen::V,взяти,برداشتن
1146,wählen::V,вибрати,انتخاب کردن
1147,auswählen::V,відібрати,برگزیدن
1148,bewahren::V,зберегти,حفظ کردن
1149,bewahren::V,зберегти,حفاظت کردن
1150,behindern::V,перешкоджати,مانع بودن
1151,verderben::V,зіпсувати,از بین بردن
1152,beschädigen::V,зашкодити,صدمه زدن
1153,zerbrechen::V,розбити,شکستن
1154,zerreißen::V,розірвати,دریدن
1155,zerreißen::V,розірвати,پاره کردن
1156,zerstören::V,зруйнувати,خراب کردن
1157,zerstören::V,зруйнувати,ویران کردن
1158,verbrennen::V,спалити,سوزاندن
1159,geben::V,дати,دادن
1160,reichen::V,передати,دادن
1161,schenken::V,дарувати,هدیه دادن
1162,versprechen::V,обіцяти,قول دادن
1163,versprechen::V,обіцяти,وعده دادن
1164,wünschen::V,бажати,آرزو کردن
1165,loben::V,хвалити,ستایش کردن
1166,küssen::V,цілувати,بوسیدن
1167,wiegen::V,качати,نوسان کردن
1168,zudecken::V,накрити,پوشاندن
1169,wecken::V,розбудити,بیدار کردن
1170,zeigen::V,показати,نشان دادن
1171,führen::V,вести,رهنمائی کردن
1172,lehren::V,вчити,آموختن
1173,lehren::V,вчити,یاد دادن
1174,unterrichten::V,викладати,درس دادن
1175,unterrichten::V,викладати,تدریس کردن
1176,aufziehen::V,виховати,تربیت کردن
1177,leiten::V,керувати,اداره کردن
1178,antreiben::V,підганяти,عجله دادن
1179,lassen::V,змусити,وادار کردن
1180,einladen::V,запросити,دعوت کردن
1181,einladen::V,запросити,مهمان کردن
1182,vereinigen::V,об’єднати,یکی کردن
1183,vereinigen::V,об’єднати,متحد کردن
1184,besuchen::V,завітати,دیدار کردن
1185,besuchen::V,відвідати,دیدار کردن
1186,treffen::V,зустріти,ملاقات کردن
1187,sich versammeln::V,зібратися,جمع شدن
1188,spielen::V,грати,بازی کردن
1189,singen::V,співати,آواز خواندن
1190,tanzen::V,танцювати,رقصیدن
1191,sich trennen::V,розлучитися,جدا شدن
1192,verlassen::V,покинути,ترک کردن
1193,retten::V,врятувати,نجات دادن
1194,bewachen::V,охороняти,حراست کردن
1195,schützen::V,уберігати,حفظ کردن
1196,verteidigen::V,захистити,دفاع کردن
1197,sich schlagen::V,битися,کتک‌کاری کردن
1198,sich schlagen::V,дратися,کتک‌کاری کردن
1199,schießen::V,стріляти,تیر زدن
1200,siegen::V,перемогти,پیروز شدن
1201,ärgern::V,сердити,ناراحت کردن
1202,schlagen::V,ударити,زدن
1203,schlagen::V,ударити,کوبیدن
1204,treten::V,штовхати,لگد زدن
1205,stechen::V,вколоти,چاقو زدن
1206,stoßen::V,штовхнути,هل دادن
1207,stehlen::V,украсти,دزدیدن
1208,stören::V,перешкодити,مزاحم شدن
1209,belästigen::V,докучати,زحمت دادن
1210,verbergen::V,сховати,پنهان کردن
1211,täuschen::V,обдурити,گول زدن
1212,täuschen::V,обдурити,فریب دادن
1213,betrügen::V,зшахраювати,گول زدن
1214,betrügen::V,зшахраювати,فریب دادن
1215,töten::V,убити,کشتن
1216,wohnen::V,жити,منزل داشتن
1217,wohnen::V,жити,سکونت داشتن
1218,wohnen::V,мешкати,منزل داشتن
1219,wohnen::V,мешкати,سکونت داشتن
1220,arbeiten::V,працювати,کار کردن
1221,sammeln::V,зібрати,جمع کردن
1222,pflücken::V,зривати,چیدن
1223,jagen::V,полювати,شکار کردن
1224,fischen::V,рибалити,صید کردن
1225,fischen::V,рибалити,ماهی‌گیری کردن
1226,fassen::V,піймати,گرفتن
1227,hüten::V,пасти,چراندن
1228,hüten::V,пасти,مراقبت کردن
1229,treiben::V,гнати,راندن
1230,anbinden::V,прив’язати,متصل کردن
1231,füttern::V,годувати,غذا دادن
1232,füttern::V,харчувати,غذا دادن
1233,melken::V,доїти,دوشیدن
1234,hacken::V,рубати,خرد کردن
1235,gießen::V,полити,ریختن
1236,reifen::V,дозріти,رسیدن
1237,zubereiten::V,зготовити,طبخ کردن
1238,zubereiten::V,зготовити,آماده کردن
1239,zubereiten::V,приготувати,طبخ کردن
1240,zubereiten::V,приготувати,آماده کردن
1241,kochen::V,варити,پختن
1242,kochen::V,варити,آشپزی کردن
1243,kochen::V,готувати,پختن
1244,kochen::V,готувати,آشپزی کردن
1245,backen::V,пекти,پختن
1246,braten::V,смажити,سرخ کردن
1247,umrühren::V,переміщати,هم زدن
1248,stricken::V,в’язати,بافتن
1249,nähen::V,шити,دوختن
1250,färben::V,пофарбувати,رنگ زدن
1251,reinigen::V,очистити,پاک کردن
1252,reinigen::V,очистити,تمیز کردن
1253,waschen::V,мити,شستن
1254,abwischen::V,витерти,زدودن
1255,spülen::V,полоскати,شستن
1256,fegen::V,підмітати,جارو کردن
1257,kehren::V,мести,جارو کردن
1258,baden::V,купатися,شنا کردن
1259,baden::V,купатися,حمام کردن
1260,sich waschen::V,митися,شستشو کردن
1261,ausziehen::V,зняти,درآوردن
1262,anziehen::V,надіти,پوشیدن
1263,sich anziehen::V,одягтися,لباس پوشیدن
1264,sich anziehen::V,одягнутися,لباس پوشیدن
1265,kämmen::V,зачесати,شانه زدن
1266,schmücken::V,оздобити,زینت دادن
1267,sagen::V,сказати,گفتن
1268,sprechen::V,говорити,حرف زدن
1269,sprechen::V,говорити,صحبت کردن
1270,reden::V,розмовляти,حرف زدن
1271,reden::V,розмовляти,صحبت کردن
1272,sich unterhalten::V,бесідувати,گپ زدن
1273,fragen::V,запитати,پرسیدن
1274,fragen::V,запитати,سؤال کردن
1275,bitten::V,просити,خواهش کردن
1276,bitten::V,просити,درخواست کردن
1277,erzählen::V,розповісти,نقل کردن
1278,erzählen::V,розповісти,حکایت کردن
1279,mitteilen::V,повідомити,خبر دادن
1280,nennen::V,назвати,نامیدن
1281,rufen::V,кликати,صدا کردن
1282,prahlen::V,хвалитися,پز آمدن
1283,übersetzen::V,перекласти,ترجمه کردن
1284,denken::V,думати,فکر کردن
1285,denken::V,мислити,فکر کردن
1286,glauben::V,вірити,باور کردن
1287,glauben::V,вірити,عقیده داشتن
1288,bemerken::V,помітити,متوجه شدن
1289,erkennen::V,пізнати,شناختن
1290,erkennen::V,пізнати,تشخیص دادن
1291,begreifen::V,осягнути,فهمیدن
1292,begreifen::V,осягнути,درک کردن
1293,verstehen::V,почути,فهمیدن
1294,lernen::V,навчатися,آموختن
1295,lernen::V,навчатися,یاد گرفتن
1296,wissen::V,знати,دانستن
1297,sich erinnern an::V,пам’ятати,به یاد آوردن
1298,vergessen::V,забути,فراموش کردن
1299,messen::V,міряти,اندازه گرفتن
1300,zählen::V,лічити,شمردن
1301,rechnen::V,рахувати,حساب کردن
1302,lesen::V,читати,خواندن
1303,malen::V,малювати,نقاشی کردن
1304,zeichnen::V,рисувати,کشیدن
1305,zeichnen::V,рисувати,رسم کردن
1306,schreiben::V,писати,نوشتن
1307,besitzen::V,мати,داشتن
1308,kaufen::V,купити,خریدن
1309,kaufen::V,купити,خرید کردن
1310,verkaufen::V,продати,فروختن
1311,bezahlen::V,заплатити,پرداختن
1312,zahlen::V,платити,پرداخت کردن
1313,beherrschen::V,володіти,مسلط بودن
1314,ertragen::V,витерпіти,تحمل کردن
