,Concept_ID,mhr,uz
252,Sinn::N,смысл,ma'ni
253,Grund::N,ама́л,sabab
254,Wahrheit::N,чын,haq
255,Gespräch::N,мутланыма́ш,gap
256,Märchen::N,йома́к,ärtak
257,Erzählung::N,ойлыма́ш,rivoyat
258,Nachricht::N,увертарыма́ш,xabar
259,Neuigkeit::N,уве́р,yangilik
260,Name::N,лӱм,ot
261,Rätsel::N,ту́што,topishmoq
262,Rede::N,ойлыма́ш,nutq
263,Sprache::N,йы́лме,til
264,Stimme::N,йӱк,ovoz
265,Wort::N,ой,so'z
266,Wort::N,мут,so'z
267,Zeichen::N,ти́ште,alomat
268,Zeichen::N,знак,alomat
269,Ruf::N,ӱжма́ш,chaqiriq
270,Lärm::N,лӱшкыма́ш,taraq
271,Lärm::N,йӱк-йӱа́н,taraq
272,Laut::N,йӱк,tovush
273,Ton::N,йӱксе́м,un
274,Lied::N,му́ро,ashula
275,Ruhe::N,ты́мык,tinchlik
276,Leute::N,еҥ-влак,xaloyiq
277,Volk::N,ка́лык,xalq
278,Arbeit::N,паша́,ish
279,Gast::N,уна́,mehmon
280,Geschenk::N,пӧле́к,hadya
281,Spiel::N,мо́дыш,o'yin
282,Spiel::N,модма́ш,o'yin
283,Gesellschaft::N,тӱшка́,jamiyat
284,Hilfe::N,по́лыш,yordam
285,Freund::N,таҥ,do'st
286,Freund::N,йолта́ш,do'st
287,Kamerad::N,таҥ,yo'ldosh
288,Angelegenheit::N,паша́,daxl
289,Anzahl::N,чот,son
290,Art::N,вид,tur
291,Stück::N,ка́тыш,parcha
292,Stück::N,ла́стык,parcha
293,Teil::N,ужа́ш,bo'lak
294,Hälfte::N,пел,yarim
295,Hälfte::N,пе́ле,yarim
296,Kreis::N,ты́ртыш,aylana
297,Kreuz::N,ыре́с,xoch
298,Linie::N,ли́ний,liniya
299,Strich::N,коре́ш,chiziq
300,Abstand::N,кокла́,oralik
301,Entfernung::N,тора́,uzoqlik
302,Entfernung::N,ку́жыт,uzoqlik
303,Gegend::N,кунде́м,yer
304,Platz::N,ку́мдык,oralig
305,Ort::N,вер,joy
306,Ort::N,о́лмо,joy
307,Seite::N,ӧ́рдыж,yon
308,Mitte::N,покше́л,o'rta
309,Gegenstand::N,наста́,ashyo
310,Sache::N,наста́,buyum
311,Rand::N,тӱр,chek
312,Kante::N,тӱр,tig'
313,Ecke::N,лук,burchak
314,Spitze::N,вуй,uch
315,Ende::N,муча́ш,oxir
316,Loch::N,рож,teshik
317,Winkel::N,лук,go'sha
318,Muster::N,пеза́к,nusha
319,Muster::N,узо́р,nusha
320,Muster::N,ӱ́лгӧ,nusha
321,Größe::N,кӱ́кшыт,kattalik
322,Länge::N,ку́тыш,uzunlik
323,Höhe::N,кӱ́кшыт,yuksaklik
324,Gewicht::N,не́лыт,solmoq
325,Menge::N,чот,miqdor
326,Haufen::N,кы́шыл,uyum
327,Reihe::N,рада́м,saf
328,Boot::N,пуш,qayiq
329,Ruder::N,эшка́к,äshkak
330,Schlitten::N,тер,chana
331,Schlitten::N,изде́р,chana
332,Ski::N,е́че,chang'i
333,Lagerfeuer::N,туло́то,gulxan
334,Last::N,нӧ́лтыш,yuk
335,Gang::N,ошкылма́ш,yurish
336,Schritt::N,о́шкыл,qadam
337,Norden::N,йӱдйыма́л,shimol
338,Süden::N,кечывалве́л,janub
339,Westen::N,касве́л,g'arb
340,Osten::N,эрве́л,sharq
341,Holz::N,пу,yog'och
342,Brett::N,оҥа́,taxta
343,Platte::N,аста́р,tabaqa
344,Stütze::N,чара́к,tayanchi
345,Stange::N,лома́ш,qo'noq
346,Stock::N,тоя́,tayoq
347,Stab::N,вара́,gavron
348,Stab::N,кашта́,gavron
349,Rohr::N,пуч,tarnov
350,Haus::N,пӧрт,uy
351,Heim::N,мӧ́ҥгӧ,makon
352,Ofen::N,комака́,pechka
353,Fußboden::N,кӱва́р,pol
354,Tisch::N,ӱсте́л,mosa
355,Stuhl::N,пӱке́н,o'rindiq
356,Wiege::N,шепка́,beshik
357,Bett::N,ва́кшыш,yotoq
358,Regal::N,шӧ́рлык,tokcha
359,Kiste::N,шо́ндык,sandiq
360,Kiste::N,я́шлык,sandiq
361,Fenster::N,окна́,deraza
362,Tür::N,омса́,äshik
363,Tor::N,капка́,darvoza
364,Zaun::N,сава́р,panjara
365,Dach::N,леве́дыш,tom
366,Leiter::N,тошка́лтыш,narvon
367,Besen::N,ӱштерво́штыр,supurgi
368,Spaten::N,ко́льмо,bel
369,Schaufel::N,сово́к,kurak
370,Schaufel::N,су́ско,kurak
371,Gabel::N,ви́лке,bilka
372,Löffel::N,па́не,qoshiq
373,Löffel::N,совла́,qoshiq
374,Messer::N,кӱ́зӧ,pichoq
375,Nagel::N,пуда́,mix
376,Netz::N,вапш,to'r
377,Haken::N,са́гыле,ilgak
378,Griff::N,кыл,sop
379,Griff::N,кыл,tutqich
380,Schloss::N,кӧгӧ́н,qulf
381,Bild::N,сӱре́т,rasm
382,Figur::N,фигу́р,shakl
383,Puppe::N,курча́к,ko'g'irchoq
384,Beutel::N,меша́к,to'rva
385,Bündel::N,арша́ш,bog'lam
386,Tasche::N,сумка́,kissa
387,Eimer::N,ведра́,chelak
388,Deckel::N,ко́мдыш,qopqoq
389,Geschirr::N,а́те,idish
390,Sack::N,куль,qop
391,Sack::N,меша́к,qop
392,Tasse::N,чу́кыр,piyola
393,Tasse::N,чашка́,piyola
394,Topf::N,ми́ске,tuvak
395,Kessel::N,под,qozon
396,Essen::N,ко́чкыш,tomoq
397,Nahrung::N,ку́рго,emak
398,Speise::N,ко́чкыш,taom
399,Fleisch::N,шыл,go'sht
400,Getreide::N,шу́рно,g'alla
401,Brei::N,пу́чымыш,bo'tqa
402,Brot::N,ки́нде,non
403,Scheibe::N,ка́тыш,disk
404,Fett::N,коя́,moy
405,Butter::N,ӱй,yog'
406,Öl::N,ӱй,moy
407,Salz::N,шинча́л,tuz
408,Suppe::N,шӱр,sho'rva
409,Honig::N,мӱй,asal
410,Milch::N,шӧр,sut
411,Tee::N,чай,choy
412,Leder::N,сура́н,charm
413,Leder::N,шӱ́штӧ,charm
414,Wolle::N,пун,jun
415,Stoff::N,куэ́м,mato
416,Stoff::N,посто́,mato
417,Nadel::N,и́ме,igna
418,Faden::N,шӱ́ртӧ,ip
419,Knopf::N,по́лдыш,tugma
420,Knoten::N,пышке́м,tugun
421,Farbe::N,чия́,bo'yok
422,Kleidung::N,чие́м,kiyim
423,Kleidung::N,вурге́м,kiyim
424,Hemd::N,ту́выр,ko'ylak
425,Kragen::N,сога́,yoqa
426,Ärmel::N,шокш,yeng
427,Hose::N,йола́ш,shim
428,Gürtel::N,ӱ́штӧ,tasma
429,Mütze::N,упш,shapka
430,Schuh::N,боти́нке,but
431,Stiefel::N,кем,botinka
432,Ring::N,шерга́ш,yuzuk
433,Band::N,тасма́,rishta
434,Band::N,ле́нте,rishta
435,Kamm::N,шерге́,taroq
436,Spiegel::N,вошто́нчыш,ko'zgu
437,Riemen::N,кӱзанӱ́штӧ,qayish
438,Schnur::N,кере́м,bog'ich
439,Schnur::N,кандыра́,bog'ich
440,Leine::N,вӱра́ҥ,etak
441,Decke::N,леве́дыш,odyol
442,Decke::N,одея́л,odyol
443,Kissen::N,кӱ́пчык,yostiq
444,Tuch::N,шо́выч,gazlama
445,Handtuch::N,со́лык,sochiq
446,Kraft::N,вий,kuch
447,Kraft::N,куа́т,kuch
448,Stärke::N,куа́т,quvvat
449,Stärke::N,карма́н,quvvat
450,Gesundheit::N,таза́лык,sog'lik
451,Krankheit::N,чер,kasallik
452,Schmerz::N,ко́рштыш,og'riq
453,Wunde::N,су́сыр,yara
454,Fieber::N,йӱштыму́ж,bezgak
455,Fieber::N,лихора́дке,bezgak
456,Arznei::N,эм,dori
457,Brücke::N,кӱва́р,ko'prik
458,Brunnen::N,вӱдвыне́м,buloq
459,Weide::N,нурше́р,yaylov
460,Pfad::N,йолго́рно,dorojka
461,Pfad::N,сокма́к,dorojka
462,Weg::N,ко́рно,yo'l
463,Straße::N,ко́рно,ko'cha
464,Dorf::N,ял,ovul
465,Stadt::N,ола́,shahar
466,Brief::N,се́рыш,maktub
467,Buch::N,книга́,kitob
468,Buchstabe::N,буква́,harf
469,Zeitung::N,газе́т,gazet
470,Leben::N,и́лыш,hayot
471,Tod::N,колыма́ш,o'lim
472,Grab::N,шӱга́р,go'r
473,Kirche::N,че́рке,cherkov
474,Sünde::N,су́лык,gunoh
475,Gott::N,ю́мо,olloh
476,Arbeiter::N,паша́зе,ishchi
477,Chef::N,тӧра́,rais
478,Meister::N,маста́р,usta
479,Arzt::N,врач,hakim
480,Lehrer::N,ту́ныктышо,muallim
481,Geld::N,окса́,pul
482,Geschäft::N,сатулыма́ш,savdo
483,Laden::N,ке́выт,do'kon
484,Preis::N,ак,baho
485,Ware::N,сату́,mol
486,Nutzen::N,пайда́,foyda
487,Reichtum::N,поя́нлык,boylik
488,Welt::N,тӱня́,olam
489,Land::N,эл,o'lka
490,Staat::N,кугыжа́ныш,davlat
491,König::N,кугыжа́,qirol
492,Macht::N,власть,iqtidor
493,Grenze::N,грани́ца,chegara
494,Krieg::N,сар,harb
495,Feind::N,тушма́н,dushman
496,Gewalt::N,виешлыма́ш,zo'rlik
497,Kampf::N,кредалма́ш,kurash
498,Bogen[Waffe]::N,юҥе́ж,yoy
499,Pfeil::N,пикш,o'q
500,Gewehr::N,пыча́л,vintovka
501,Fehler::N,йо́ҥылыш,xato
502,Lüge::N,шоя́к,yolg'on
503,Schaden::N,зия́н,ziyon
504,Unglück::N,эҥге́к,balo
505,Schuld::N,тита́к,ayb
506,Schuld::N,йола́,ayb
507,Alter::N,ийго́т,yosh
508,Schluss::N,муча́ш,tamom
509,Zeit::N,жап,vaqt
510,Zeit::N,па́гыт,vaqt
511,Tag::N,ке́че,kun
512,Morgen::N,эр,saboh
513,Mittag::N,кечыва́л,kun tushlik
514,Abend::N,кас,oqshom
515,Nacht::N,йӱд,tun
516,Woche::N,арня́,hafta
517,Monat::N,ты́лзе,oy
518,Jahr::N,ий,yil
519,Frühling::N,шо́шо,bahor
520,Sommer::N,кеҥе́ж,yoz
521,Herbst::N,шы́же,kuz
522,Herbst::N,шы́же,xazon
523,Winter::N,те́ле,qish
524,Januar::N,шоркыйол,yanvar'
525,Januar::N,идалыкву́й,yanvar'
526,Januar::N,янва́рь,yanvar'
527,Februar::N,пургыж,fevral'
528,Februar::N,февра́ль,fevral'
529,März::N,ӱярня,mart
530,März::N,март,mart
531,April::N,апре́ль,aprel'
532,Mai::N,ага,may
533,Mai::N,май,may
534,Juni::N,пеледыш,iyun'
535,Juni::N,ию́нь,iyun'
536,Juli::N,сӱрем,iyul'
537,Juli::N,ию́ль,iyul'
538,August::N,сорла,avgust
539,August::N,агарма́н,avgust
540,August::N,а́вгуст,avgust
541,September::N,идым,sentyabr'
542,September::N,сентя́брь,sentyabr'
543,Oktober::N,шыжа,oktyabr'
544,Oktober::N,октя́брь,oktyabr'
545,November::N,кылме тылзе,noyabr'
546,November::N,ноя́брь,noyabr'
547,Dezember::N,дека́брь,dekabr'
548,Montag::N,шо́чмо,dushanba
549,Dienstag::N,ку́шкыжмо,seshanba
550,Mittwoch::N,вӱрге́че,chorshanba
551,Donnerstag::N,изарня́,payshanba
552,Freitag::N,кугарня́,juma
553,Samstag::N,шуматке́че,shanba
554,Sonntag::N,рушарня́,yakshanba
555,groß::A,кугу́,buyuk
556,klein::A,изи́,kichik
557,lang::A,кужу́,uzun
558,kurz::A,кӱ́чык,qisqa
559,breit::A,кумда́,keng
560,schmal::A,а́ҥысыр,änsiz
561,dicht::A,ну́гыдо,quyuq
562,dick[Gegenstand]::A,кӱ́жгӧ,qalin
563,dünn::A,ви́чкыж,ingichka
564,fein::A,ты́гыде,mayin
565,fest::A,чо́ткыдо,qattiq
566,flach::A,лапка́,yalpoq
567,glatt::A,яклака́,tekis
568,hart::A,пе́ҥгыде,qattiq
569,weich::A,пу́шкыдо,yumshoq
570,rund::A,йырге́шке,yumaloq
571,spitz::A,коша́р,uchli
572,scharf::A,пӱ́сӧ,keskir
573,stumpf::A,токма́к,to'mtoq
574,schwer::A,не́ле,salmoqli
575,schön::A,сы́лне,go'zal
576,heiß::A,шо́кшо,qiziq
577,warm::A,ле́ве,issiq
578,kalt::A,йӱ́штӧ,sovuq
579,kühl::A,юа́лге,salqin
580,kühl::A,южгата́,salqin
581,frisch::A,свежа́,toza
582,feucht::A,вӱ́дыжгӧ,namli
583,nass::A,нӧ́рӧ,nam
584,trocken::A,ку́кшо,quruq
585,voll::A,тич,to'la
586,leer::A,яра́,puch
587,offen::A,виш,ochiq
588,geschlossen::A,пе́тырыме,berk
589,geschlossen::A,тӱ́чмӧ,berk
590,sauber::A,ару́,ozoda
591,sauber::A,янда́р,ozoda
592,schmutzig::A,лавыра́н,kir
593,schmutzig::A,ла́выргыше,kir
594,roh::A,кӱ́чымӧ,xom
595,reif::A,лӧза́,pishiq
596,lecker::A,ту́тло,shirin
597,süß::A,ше́ре,shirin
598,bitter::A,ко́чо,achchiq
599,sauer::A,шо́по,achchiq
600,hell::A,во́лгыдо,yorug'
601,dunkel::A,пычке́мыш,qorong'i
602,schwarz::A,шола́,qora
603,weiß::A,ош,oq
604,rot::A,йошка́р,qizil
605,gelb::A,сар,sariq
606,blau::A,ка́нде,zangori
607,grün::A,ужа́р,yashil
608,grau::A,сур,bo'z
609,bunt::A,олача́,ola
610,billig::A,шу́лдо,arzon
611,teuer::A,ше́рге,qimmat
612,wertvoll::A,шергака́н,qimmat
613,blind::A,со́кыр,ko'r
614,taub::A,соҥгыра́,garang
615,kräftig::A,куа́тле,kuchli
616,stark::A,вия́н,quvvatli
617,schwach::A,а́лдыме,kuchsiz
618,fett::A,коя́,semiz
619,schlank::A,йоштката́,ingichka
620,schlank::A,яжу́,ingichka
621,hübsch::A,чеве́р,ko'rkam
622,böse::A,шы́де,yovuz
623,dumm::A,аҥыра́,aqlsiz
624,faul::A,його,ärinchak
625,fleißig::A,ты́ршыше,ishchan
626,geizig::A,чаҥга́,qurumsoq
627,klug::A,уша́н,oqil
628,geschickt::A,уста́,äpchil
629,lieb::A,ала́л,aziz
630,lustig::A,весела́,chaqchaq
631,sanft::A,ны́жылге,asta
632,hungrig::A,шу́жышо,och
633,krank::A,че́рле,kasal
634,nackt::A,чарама́т,yalang
635,traurig::A,ойга́н,xafa
636,lebendig::A,и́лыше,hayotiy
637,gut::A,сай,soz
638,schlecht::A,уда́,yomon
639,schlecht::A,шӱ́кшӧ,yomon
640,richtig::A,чы́нле,rost
641,schlimm::A,аля́к,yovuz
642,schlimm::A,тыра́н,yovuz
643,wahr::A,чы́нле,haqiqiy
644,wahr::A,настоя́щий,haqiqiy
645,alt::A,то́што,äski
646,neu::A,у,yangi
647,ehemalig::A,о́нчычсо,sobiq
648,ehemalig::A,онда́кысе,sobiq
649,alt[Lebewesen]::A,шо́нто,qari
650,jung::A,са́мырык,navqiron
651,arm::A,нужна́,abgor
652,reich::A,поя́н,boy
653,bekannt::A,па́лыме,ma'lum
654,berühmt::A,лӱ́млӧ,mashhur
655,fremd::A,йот,yot
656,verschieden::A,тӱ́рлӧ,turli
657,nah::A,ли́шыл,yaqindagi
658,fern::A,тора́,uzoq
659,fern::A,мӱ́ндыр,uzoq
660,linker::A,шола́,so'l
661,rechter::A,пурла́,o'ng
662,anderer::A,вес,boshqa
663,anderer::A,мо́ло,boshqa
664,erster::A,и́кымше,birinchi
665,zweiter::A,ко́кымшо,ikkinchi
666,dritter::A,ку́мшо,uchinchi
667,letzter::A,пыта́ртыш,oxirgi
668,allein::ADV,шкет,o'zicha
669,auf einmal::ADV,икана́ште,varakay
670,zusammen::ADV,пырля́,barobar
671,lange::ADV,кужу́н,uzoq
672,plötzlich::ADV,кенета́,qo'qqisdan
673,sofort::ADV,кызыта́к,darrov
674,später::ADV,варара́к,so'ngra
675,jetzt::ADV,ы́нде,hozirgina
676,jetzt::ADV,кы́зыт,hozirgina
677,heute::ADV,та́че,bugun
678,morgen::ADV,эрла́,ärta
679,bald::ADV,вашке́,toz
680,dann::ADV,вара́,keyin
681,gestern::ADV,теҥге́че,kecha
682,einst::ADV,икана́,avvallari
683,damals::ADV,туна́м,ugal
684,danach::ADV,вара́,so'ngra
685,vorher::ADV,о́нчыч,avval
686,zuerst::ADV,онда́к,avval
687,einmal::ADV,икана́,bir marta
688,manchmal::ADV,ка́шын,onda-sonda
689,manchmal::ADV,кокла́н,onda-sonda
690,oft::ADV,чӱ́чкыдын,tez-tez
691,immer::ADV,эре́,har vaqt
692,immer::ADV,ту́тыш,har vaqt
693,niemals::ADV,ок нигуна́м,hargiz
694,hier::ADV,ты́ште,shu erda
695,hierhin::ADV,ты́шке,beri
696,hierhin::ADV,тыш,beri
697,von hier::ADV,тыше́ч,shu erdan
698,von hier::ADV,тыве́ч,shu erdan
699,dort::ADV,ту́што,ana
700,dorthin::ADV,туш,u yerga
701,dorthin::ADV,ту́шко,u yerga
702,geradeaus::ADV,вик,to'g'ri
703,vorwärts::ADV,о́нчыко,ilgari
704,rückwärts::ADV,шеҥге́к,qoloq
705,zurück::ADV,мӧҥге́ш,orqada
706,unten::ADV,ӱ́лнӧ,pastda
707,unten::ADV,йыма́лне,pastda
708,hinab::ADV,йыма́к,tubanga
709,oben::ADV,кӱ́шнӧ,ustida
710,oben::ADV,ӱмба́лне,ustida
711,hinauf::ADV,кӱ́ш,yuqorida
712,hinauf::ADV,кӱ́шкӧ,yuqorida
713,überall::ADV,чыла́ вере́,har erda
714,nicht::ADV,ок,ämas
715,nicht::ADV,о́геш,ämas
716,ein wenig::ADV,изи́ш,biroz
717,kaum::ADV,пыкше́,arang
718,sehr::ADV,чот,ancha
719,so::ADV,тыге́,shunday
720,noch::ADV,а́ле,hali
721,nur::ADV,гына́,yolg'iz
722,schon::ADV,ы́нде,endi
723,wieder::ADV,ада́к,yana
724,vergebens::ADV,ара́м,bekorga
725,vor::PRP,о́нчыч,burun
726,hinter::PRP,шеҥге́лне,ketida
