,Concept_ID,hu,udm
290,Grund::N,ok,муг
291,Grund::N,ok,ньӧм
292,Grund::N,alap,муг
293,Grund::N,alap,ньӧм
294,Wahrheit::N,igaz,зэм
295,Wahrheit::N,igaz,шонер
296,Wahrheit::N,igazság,зэм
297,Wahrheit::N,igazság,шонер
298,Gespräch::N,beszélgetés,вераськон
299,Märchen::N,mese,выжыкыл
300,Erzählung::N,elbeszélés,верос
301,Nachricht::N,hír,ивор
302,Nachricht::N,híradás,ивор
303,Neuigkeit::N,újság,выльивор
304,Name::N,név,ним
305,Rätsel::N,rejtvény,мадькыл
306,Rede::N,beszéd,верам
307,Rede::N,szónoklat,верам
308,Sprache::N,nyelv,кыл
309,Stimme::N,hang,куара
310,Wort::N,szó,кыл
311,Zeichen::N,jel,пус
312,Zeichen::N,jel,тодмет
313,Ruf::N,kiáltás,ӧтён
314,Ruf::N,kiáltás,чортон
315,Lärm::N,zaj,ӵашетон
316,Laut::N,hang,куара
317,Ton::N,hang,куара
318,Lied::N,dal,кырӟан
319,Lied::N,ének,кырӟан
320,Ruhe::N,csend,чалмыт улон
321,Ruhe::N,nyugalom,чалмыт улон
322,Leute::N,emberek,адямиос
323,Volk::N,nép,калык
324,Arbeit::N,dolog,уж
325,Gast::N,vendég,куно
326,Geschenk::N,ajándék,салам
327,Geschenk::N,ajándék,кузьым
328,Spiel::N,játék,шудон
329,Gesellschaft::N,társaság,калык
330,Hilfe::N,segítség,юрттон
331,Freund::N,barát,эш
332,Freund::N,barát,юлтош
333,Kamerad::N,társ,тодмо
334,Angelegenheit::N,ügy,уж
335,Anzahl::N,szám,лыд
336,Art::N,faj,тус
337,Art::N,fajta,тус
338,Stück::N,darab,юдэс
339,Teil::N,rész,люкет
340,Hälfte::N,fél,ӝыны
341,Kreis::N,kör,котырес
342,Kreuz::N,kereszt,крест
343,Linie::N,vonal,гож
344,Strich::N,vonás,гож
345,Abstand::N,köz,вис
346,Abstand::N,köz,кусып
347,Entfernung::N,távolság,кусып
348,Gegend::N,táj,инты
349,Gegend::N,vidék,инты
350,Platz::N,hely,инты
351,Ort::N,hely,инты
352,Ort::N,hely,места
353,Seite::N,fél,пал
354,Seite::N,oldal,пал
355,Mitte::N,közép,шор
356,Gegenstand::N,tárgy,арбери
357,Sache::N,dolog,котыр
358,Rand::N,szél,дур
359,Rand::N,szél,шаер
360,Rand::N,perem,дур
361,Rand::N,perem,шаер
362,Rand::N,szegély,дур
363,Rand::N,szegély,шаер
364,Kante::N,él,дур
365,Ecke::N,sarok,сэрег
366,Ecke::N,szöglet,сэрег
367,Spitze::N,csúcs,йыл
368,Ende::N,vég,пум
369,Loch::N,lyuk,пась
370,Winkel::N,szög,сэрег
371,Muster::N,minta,пужы
372,Größe::N,nagyság,быдӟала
373,Länge::N,hossz,кузьдала
374,Länge::N,hosszúság,кузьдала
375,Höhe::N,magasság,ӝуждала
376,Gewicht::N,súly,сектала
377,Gewicht::N,súly,секытлык
378,Menge::N,sokaság,лыд
379,Menge::N,sokaság,лыдпус
380,Menge::N,mennyiség,лыд
381,Menge::N,mennyiség,лыдпус
382,Haufen::N,halom,люк
383,Reihe::N,sor,чур
384,Boot::N,csónak,пыж
385,Boot::N,csónak,лодка
386,Ruder::N,evező,полыс
387,Schlitten::N,szánkó,додьы
388,Ski::N,sí,куас
389,Lagerfeuer::N,tábortűz,тылскем
390,Last::N,teher,секыт
391,Gang::N,járás,ветлон
392,Schritt::N,lépés,вамыш
393,Norden::N,észak,уйпал
394,Süden::N,dél,лымшор
395,Westen::N,nyugat,шунды пуксён
396,Osten::N,kelet,шунды ӝужан
397,Holz::N,fa,пу
398,Brett::N,deszka,пул
399,Platte::N,lap,плита
400,Platte::N,lemez,плита
401,Stütze::N,támasz,пыкет
402,Stütze::N,támaszték,пыкет
403,Stange::N,rúd,пуӵ
404,Stange::N,pózna,пуӵ
405,Stock::N,pálca,боды
406,Stab::N,bot,пуӵ
407,Stab::N,bot,боды
408,Rohr::N,cső,труба
409,Haus::N,ház,юрт
410,Heim::N,otthon,корка
411,Ofen::N,kályha,гур
412,Fußboden::N,padló,выж
413,Tisch::N,asztal,ӝӧк
414,Stuhl::N,szék,пукон
415,Wiege::N,bölcső,кӧкы
416,Wiege::N,bölcső,зыбка
417,Bett::N,ágy,валес
418,Regal::N,polc,ӝажы
419,Regal::N,állvány,ӝажы
420,Kiste::N,láda,ящик
421,Fenster::N,ablak,укно
422,Fenster::N,ablak,косяк
423,Tür::N,ajtó,ӧс
424,Tor::N,kapu,ӟезьы
425,Zaun::N,kerítés,забор
426,Dach::N,tető,липет
427,Leiter::N,létra,падӟа
428,Besen::N,seprű,ӵужон
429,Besen::N,seprű,исьнер
430,Spaten::N,ásó,лопатка
431,Schaufel::N,lapát,ютырон
432,Gabel::N,villa,тэчы
433,Gabel::N,villa,вилка
434,Löffel::N,kanál,пуньы
435,Messer::N,kés,пурт
436,Nagel::N,szeg,кортӵог
437,Netz::N,háló,сеть
438,Haken::N,kampó,курик
439,Griff::N,nyél,ныд
440,Griff::N,fogantyú,ныд
441,Schloss::N,zár,тунгон
442,Bild::N,kép,суред
443,Figur::N,alak,фигура
444,Puppe::N,bábu,мунё
445,Beutel::N,zacskó,пуйы
446,Bündel::N,köteg,керттэт
447,Tasche::N,táska,пуйы
448,Tasche::N,táska,сумка
449,Eimer::N,vödör,ведра
450,Deckel::N,fedő,ӵоксэт
451,Deckel::N,fedél,ӵоксэт
452,Geschirr::N,edény,тусьты-пуньы
453,Sack::N,zsák,пуйы
454,Tasse::N,csésze,ӵаша
455,Topf::N,fazék,миска
456,Kessel::N,üst,пурты
457,Kessel::N,bogrács,пурты
458,Essen::N,evés,сиськон
459,Essen::N,étkezés,сиськон
460,Nahrung::N,ennivaló,сион
461,Speise::N,étel,сиён
462,Fleisch::N,hús,сӥль
463,Getreide::N,gabona,ю тысь
464,Brei::N,pép,ӝук
465,Brei::N,kása,ӝук
466,Brot::N,kenyér,нянь
467,Scheibe::N,szelet,шорем
468,Fett::N,háj,кӧй
469,Fett::N,zsír,кӧй
470,Butter::N,vaj,вӧй
471,Öl::N,olaj,вӧй
472,Salz::N,só,сылал
473,Suppe::N,leves,шыд
474,Honig::N,méz,чечы
475,Milch::N,tej,йӧл
476,Tee::N,tea,чай
477,Leder::N,bőr,сурон
478,Wolle::N,gyapjú,гон
479,Wolle::N,gyapjú,ыжгон
480,Stoff::N,szövet,куэм
481,Nadel::N,tű,вень
482,Faden::N,fonál,сӥньыс
483,Knopf::N,gomb,бирды
484,Knoten::N,csomó,герд
485,Farbe::N,szín,буёл
486,Farbe::N,festék,буёл
487,Kleidung::N,ruha,дӥсь
488,Kleidung::N,ruházat,дӥсь
489,Hemd::N,ing,дэрем
490,Kragen::N,gallér,сирес
491,Ärmel::N,ujj,саес
492,Hose::N,gatya,брюки
493,Hose::N,gatya,штань
494,Hose::N,nadrág,брюки
495,Hose::N,nadrág,штань
496,Gürtel::N,öv,кускерттон
497,Mütze::N,sapka,ызьы
498,Schuh::N,cipő,ботинка
499,Stiefel::N,csizma,сапег
500,Ring::N,gyűrű,зундэс
501,Band::N,szalag,лента
502,Kamm::N,fésű,сын
503,Spiegel::N,tükör,синучкон
504,Riemen::N,szíj,е
505,Schnur::N,zsinór,гозы
506,Leine::N,póráz,думет
507,Decke::N,takaró,шобрет
508,Kissen::N,párna,миндэр
509,Tuch::N,kendő,кышет
510,Handtuch::N,törülköző,ӵушкон
511,Kraft::N,erő,кать
512,Kraft::N,erő,ӟигар
513,Stärke::N,erő,юнлык
514,Stärke::N,erősség,юнлык
515,Gesundheit::N,egészség,тазалык
516,Krankheit::N,kór,висён
517,Krankheit::N,betegség,висён
518,Schmerz::N,fájdalom,висён
519,Wunde::N,seb,яра
520,Fieber::N,láz,кезег
521,Arznei::N,orvosság,эмъюм
522,Arznei::N,gyógyszer,эмъюм
523,Brücke::N,híd,выж
524,Brunnen::N,kút,колдэч
525,Weide::N,legelő,возь
526,Pfad::N,ösvény,сюрес
527,Weg::N,út,сюрес
528,Straße::N,út,сюрес
529,Dorf::N,falu,гурт
530,Stadt::N,város,кар
531,Stadt::N,város,город
532,Brief::N,levél,гожтэт
533,Buch::N,könyv,книга
534,Buchstabe::N,betű,буква
535,Zeitung::N,újság,газет
536,Zeitung::N,hírlap,газет
537,Leben::N,élet,улон
538,Tod::N,halál,кулон
539,Grab::N,sír,шайгу
540,Kirche::N,templom,черк
541,Sünde::N,bűn,сьӧлык
542,Sünde::N,vétek,сьӧлык
543,Gott::N,isten,ӥнмар
544,Arbeiter::N,munkás,рабочий
545,Chef::N,főnök,начальник
546,Meister::N,mester,кибашлы
547,Arzt::N,orvos,врач
548,Lehrer::N,tanár,дышетӥсь
549,Lehrer::N,tanító,дышетӥсь
550,Geld::N,pénz,уксё
551,Geld::N,pénz,коньдон
552,Geschäft::N,üzlet,уж
553,Laden::N,bolt,магазин
554,Preis::N,ár,дун
555,Ware::N,áru,вуз
556,Nutzen::N,haszon,пайда
557,Reichtum::N,gazdagság,узырлык
558,Welt::N,világ,дунне
559,Land::N,ország,шаер
560,Staat::N,állam,кун
561,König::N,király,эксэй
562,Macht::N,hatalom,власть
563,Grenze::N,határ,кунгож
564,Krieg::N,háború,ож
565,Feind::N,ellenség,тушмон
566,Gewalt::N,erőszak,эриктэман
567,Kampf::N,harc,нюръяськон
568,Bogen[Waffe]::N,íj,пукыӵ
569,Pfeil::N,nyíl,пукыӵ вень
570,Gewehr::N,puska,пыӵал
571,Gewehr::N,fegyver,пыӵал
572,Fehler::N,hiba,янгыш
573,Lüge::N,hazugság,пӧян
574,Lüge::N,hazugság,алдан
575,Lüge::N,hazugság,ӧрекчан
576,Schaden::N,kár,изъян
577,Unglück::N,csapás,куректон
578,Unglück::N,csapás,шудтэме усён
579,Unglück::N,balszerencse,куректон
580,Unglück::N,balszerencse,шудтэме усён
581,Schuld::N,bűn,янгыш
582,Alter::N,kor,арлыд
583,Schluss::N,vég,пум
584,Schluss::N,befejezés,пум
585,Zeit::N,idő,дыр
586,Tag::N,nap,нунал
587,Morgen::N,reggel,ӵукна
588,Mittag::N,dél,лымшор
589,Abend::N,este,ӝыт
590,Abend::N,este,акшан
591,Nacht::N,éj,уй
592,Nacht::N,éjszaka,уй
593,Woche::N,hét,арня
594,Monat::N,hó,толэзь
595,Monat::N,hónap,толэзь
596,Jahr::N,év,ар
597,Frühling::N,tavasz,тулыс
598,Sommer::N,nyár,гужем
599,Herbst::N,ősz,сӥзьыл
600,Winter::N,tél,тол
601,Januar::N,január,выльартолэзь
602,Februar::N,február,тулыспал
603,März::N,március,южтолэзь
604,April::N,április,оштолэзь
605,Mai::N,május,куартолэзь
606,Juni::N,június,вожотолэзь
607,Juli::N,július,пӧсьтолэзь
608,August::N,augusztus,гудырикошкон
609,September::N,szeptember,куарусён
610,Oktober::N,október,выльӝуктолэзь
611,November::N,november,шуркынмон
612,Dezember::N,december,толсур
613,Montag::N,hétfő,вордӥськон
614,Dienstag::N,kedd,вторник
615,Mittwoch::N,szerda,вирнунал
616,Donnerstag::N,csütörtök,покчиарня
617,Freitag::N,péntek,удмуртарня
618,Samstag::N,szombat,кӧснунал
619,Sonntag::N,vasárnap,арня
620,groß::A,nagy,бадӟым
621,klein::A,pici,пичи
622,klein::A,kicsi,пичи
623,lang::A,hosszú,кузь
624,kurz::A,rövid,вакчи
625,breit::A,széles,паськыт
626,schmal::A,keskeny,сюлэг
627,dicht::A,sűrű,ӵем
628,dick[Gegenstand]::A,vastag,зӧк
629,dünn::A,vékony,векчи
630,fein::A,vékony,векчи
631,fest::A,szilárd,юн
632,fest::A,szilárd,чурыт
633,flach::A,sík,ӵошкыт
634,flach::A,lapos,ӵошкыт
635,glatt::A,sima,гылыт
636,glatt::A,sima,вольыт
637,hart::A,kemény,чурыт
638,weich::A,puha,небыт
639,rund::A,kerek,котырес
640,spitz::A,hegyes,йылсо
641,scharf::A,éles,лэчыт
642,stumpf::A,tompa,ныж
643,stumpf::A,életlen,ныж
644,schwer::A,nehéz,секыт
645,schwer::A,súlyos,секыт
646,schön::A,szép,чебер
647,heiß::A,forró,пӧсь
648,warm::A,meleg,шуныт
649,kalt::A,hideg,кезьыт
650,kühl::A,hűs,юзмыт
651,kühl::A,hűs,салкым
652,kühl::A,hűvös,юзмыт
653,kühl::A,hűvös,салкым
654,frisch::A,üde,выль
655,frisch::A,friss,выль
656,feucht::A,nedves,мускыт
657,nass::A,vizes,котмем
658,trocken::A,száraz,кӧс
659,voll::A,telt,тыр
660,leer::A,üres,буш
661,leer::A,üres,тырттэм
662,offen::A,nyílt,усьтэм
663,offen::A,nyitott,усьтэм
664,geschlossen::A,zárt,ӵогам
665,geschlossen::A,zárt,пунням
666,geschlossen::A,csukott,ӵогам
667,geschlossen::A,csukott,пунням
668,sauber::A,tiszta,ӝикыт
669,sauber::A,tiszta,чылкыт
670,schmutzig::A,piszkos,нӧд
671,schmutzig::A,szennyes,нӧд
672,roh::A,nyers,ыль
673,reif::A,érett,вуэм
674,lecker::A,finom,ческыт
675,süß::A,édes,ческыт
676,bitter::A,keserű,курыт
677,sauer::A,savanyú,чырс
678,hell::A,világos,югыт
679,dunkel::A,sötét,пеймыт
680,schwarz::A,fekete,сьӧд
681,weiß::A,fehér,тӧдьы
682,rot::A,vörös,горд
683,gelb::A,sárga,ӵуж
684,blau::A,kék,лыз
685,grün::A,zöld,вож
686,grau::A,ősz,пурысь
687,grau::A,szürke,пурысь
688,bunt::A,tarka,куӵо
689,bunt::A,színes,куӵо
690,billig::A,olcsó,дунтэм
691,teuer::A,drága,дуно
692,wertvoll::A,értékes,дуно
693,blind::A,vak,сукыр
694,blind::A,vak,синтэм
695,taub::A,süket,пельтэм
696,kräftig::A,erős,кужмо
697,stark::A,erős,юн
698,stark::A,erős,кужмо
699,schwach::A,gyenge,ляб
700,schwach::A,gyenge,начар
701,schwach::A,erőtlen,ляб
702,schwach::A,erőtlen,начар
703,fett::A,hájas,кӧй
704,schlank::A,karcsú,веськыт
705,schlank::A,karcsú,веськрес
706,hübsch::A,csinos,чебер
707,hübsch::A,csinos,синмаськымон
708,böse::A,rossz,лек
709,böse::A,gonosz,лек
710,dumm::A,buta,шузи
711,dumm::A,buta,визьтэм
712,dumm::A,ostoba,шузи
713,dumm::A,ostoba,визьтэм
714,faul::A,lusta,азьтэм
715,fleißig::A,szorgalmas,сюлмо
716,geizig::A,fukar,сук
717,geizig::A,fösvény,сук
718,klug::A,okos,визьмо
719,klug::A,eszes,визьмо
720,geschickt::A,ügyes,усто
721,geschickt::A,ügyes,быгатӥсь
722,lieb::A,drága,мусо
723,lieb::A,kedves,мусо
724,lustig::A,víg,шулдыр
725,lustig::A,vidám,шулдыр
726,sanft::A,enyhe,мусо
727,sanft::A,enyhe,эрке
728,hungrig::A,éhes,сютэм
729,krank::A,beteg,висись
730,nackt::A,csupasz,гольык
731,nackt::A,meztelen,гольык
732,traurig::A,bús,мӧзмыт
733,traurig::A,szomorú,мӧзмыт
734,lebendig::A,élő,улэп
735,gut::A,jó,ӟеч
736,gut::A,jó,умой
737,schlecht::A,rossz,урод
738,schlecht::A,rossz,алама
739,richtig::A,helyes,шонер
740,schlimm::A,rossz,алама
741,wahr::A,igaz,зэмос
742,alt::A,ó,вуж
743,alt::A,régi,вуж
744,neu::A,új,выль
745,ehemalig::A,volt,азьвылэз
746,ehemalig::A,egykori,азьвылэз
747,alt[Lebewesen]::A,öreg,пересь
748,jung::A,fiatal,егит
749,jung::A,fiatal,пинал
750,arm::A,szegény,начар
751,arm::A,szegény,куанер
752,reich::A,gazdag,узыр
753,bekannt::A,ismert,тодмо
754,bekannt::A,ismeretes,тодмо
755,berühmt::A,híres,дано
756,fremd::A,idegen,ят
757,verschieden::A,különböző,пӧртэм
758,nah::A,közeli,матысь
759,fern::A,távoli,кыдёкысь
760,linker::A,bal,паллян
761,rechter::A,jobb,бур
762,rechter::A,jobb,бурпал
763,anderer::A,más,мукет
764,anderer::A,másik,мукет
765,erster::A,első,нырысетӥез
766,zweiter::A,második,кыктэтӥез
767,dritter::A,harmadik,кунньметӥез
768,letzter::A,utolsó,берло
769,letzter::A,utolsó,берпум
770,allein::ADV,egyedül,огназ
771,auf einmal::ADV,egyszerre,огдыре
772,zusammen::ADV,együtt,ӵош
773,zusammen::ADV,együtt,валче
774,zusammen::ADV,összesen,ӵош
775,zusammen::ADV,összesen,валче
776,lange::ADV,sokáig,кема
777,lange::ADV,hosszan,кема
778,plötzlich::ADV,hirtelen,мапламтэ шорысь
779,plötzlich::ADV,egyszerre,мапламтэ шорысь
780,sofort::ADV,rögtön,али ик
781,sofort::ADV,tüstént,али ик
782,später::ADV,későn,бергес
783,später::ADV,későn,берлогес
784,jetzt::ADV,most,али
785,jetzt::ADV,most,табере
786,heute::ADV,ma,туннэ
787,morgen::ADV,holnap,ӵуказе
788,bald::ADV,majd,ӝоген
789,bald::ADV,nemsokára,ӝоген
790,dann::ADV,akkor,берло
791,gestern::ADV,tegnap,толон
792,einst::ADV,hajdan,огпол
793,einst::ADV,hajdan,одӥг пол
794,damals::ADV,akkor,соку
795,damals::ADV,akkoriban,соку
796,danach::ADV,azután,собере
797,vorher::ADV,előbb,азьло
798,vorher::ADV,előbb,азьвыл
799,zuerst::ADV,először,азьло
800,einmal::ADV,egyszer,огпол
801,manchmal::ADV,néha,куддыръя
802,manchmal::ADV,olykor,куддыръя
803,oft::ADV,sokszor,ӵем
804,immer::ADV,mindig,пыр
805,immer::ADV,mindig,котьку
806,niemals::ADV,sohasem,уз ноку
807,hier::ADV,itt,татын
808,hierhin::ADV,erre,татчы
809,von hier::ADV,innen,татысь
810,dort::ADV,ott,отӥ
811,dort::ADV,ott,отын
812,dorthin::ADV,oda,отчы
813,geradeaus::ADV,egyenesen,меӵак
814,vorwärts::ADV,előre,азьлань
