,Concept_ID,sk,te
153,Bär::N,medveď,ఎలుగుబంటి
154,Eichhörnchen::N,veverička,ఉడుత
155,Elch::N,los,కణంజు
156,Fuchs::N,líška,గుంటనక్క
157,Hase::N,zajac,కుందేలు
158,Maus::N,myš,చిట్టెలుక
159,Wolf::N,vlk,తోడేలు
160,Vogel::N,vták,పక్షి
161,Schwarm::N,roj,గుంపు
162,Huhn::N,kurča,కోడిపిల్ల
163,Huhn::N,sliepka,కోడిపిల్ల
164,Hahn::N,kohút,కోడివుంజు
165,Gans::N,hus,ఆడుబాతు
166,Adler::N,orol,గ్రద్ద
167,Ente::N,kačka,పాట్టిబాతు
168,Ente::N,kačica,పాట్టిబాతు
169,Eule::N,sova,గ్రుడ్లగూబ
170,Kranich::N,žeriav,కొంగ
171,Krähe::N,vrana,కాకి
172,Kuckuck::N,kukučka,కోయల
173,Schwan::N,labuť,హంస
174,Fisch::N,ryba,చేప
175,Barsch::N,ostriež,ఒకచేఁప
176,Hecht::N,šťuka,గండుమీను
177,Schlange[Tier]::N,had,పాము
178,Wurm::N,červ,పురుగు
179,Spinne::N,pavúk,సాలె పురుగు
180,Ameise::N,mravec,చీమ
181,Laus::N,voš,పేను
182,Mücke::N,komár,చీకటీగ
183,Fliege::N,mucha,ఈగ
184,Schmetterling::N,motýľ,సీతాకోకచిలుక
185,Beere::N,bobuľa,కాయ
186,Apfel::N,jablko,ఆపిల్ పండు
187,Pilz::N,hríb,కుక్కగొడుగు
188,Zwiebel::N,cibuľa,నీరుల్లి
189,Saat::N,osivo,విత్తనము
190,Korn::N,zrno,గింజ
191,Heu::N,seno,ఎండుగడ్డి
192,Schale::N,šupa,పొట్టు
193,Schale::N,škrupina,పొట్టు
194,Grube::N,jama,గొయ్యి
195,Falle::N,pasca,బోను
196,Falle::N,klepec,బోను
197,Schlinge::N,slučka,ఉరి
198,Spur::N,stopa,జాడ
199,Asche::N,popol,బూడిద
200,Dreck::N,kal,ముఱికి
201,Dreck::N,blato,ముఱికి
202,Eisen::N,železo,ఇనుము
203,Gold::N,zlato,బంగారము
204,Silber::N,striebro,వెండి
205,Kohle::N,uhlie,నేలబొగ్గు
206,Glas::N,sklo,గాజు
207,Lehm::N,íl,బంకమన్ను
208,Lehm::N,hlina,బంకమన్ను
209,Sand::N,piesok,ఇసుక
210,Mensch::N,človek,నరుడు
211,Mann::N,muž,పురుమడు
212,Mann::N,chlap,పురుమడు
213,Frau::N,žena,ఆడుది
214,Kind::N,dieťa,బిడ్డ
215,Junge::N,chlapec,బాలుడు
216,Mädchen::N,dievka,బాలిక
217,Familie::N,rodina,కుటుంబము
218,Großvater::N,dedo,తాత
219,Großvater::N,starý otec,తాత
220,Großmutter::N,babička,అయ్యమ్మ
221,Großmutter::N,stará mať,అయ్యమ్మ
222,Eltern::N,rodičia,తల్లితండ్రులు
223,Vater::N,otec,తండ్రి
224,Mutter::N,mať,తల్లి
225,Mutter::N,matka,తల్లి
226,Sohn::N,syn,కొడుకు
227,Tochter::N,dcéra,కూతురు
228,Bruder::N,brat,పోదరుడు
229,Schwester::N,sestra,సోదరి
230,Onkel::N,ujo,మేనమామ
231,Onkel::N,strýko,మేనమామ
232,Tante::N,teta,మేనత్త
233,Tante::N,teta,పినతల్లి
234,Tante::N,tetka,మేనత్త
235,Tante::N,tetka,పినతల్లి
236,Ehemann::N,muž,భర్త
237,Ehemann::N,manžel,భర్త
238,Ehefrau::N,žena,భార్య
239,Ehefrau::N,manželka,భార్య
240,Freude::N,radosť,సంతోషము
241,Gelächter::N,smiech,నవ్వు
242,Glück::N,šťastie,సంతోషము
243,Kummer::N,žiaľ,దుఃఖము
244,Kummer::N,zármutok,దుఃఖము
245,Wunsch::N,prianie,కోరిక
246,Lust::N,chuť,కోరిక
247,Geist::N,duch,ఆత్మ
248,Gedanke::N,myšlienka,ఆలోచన
249,Gedächtnis::N,pamäť,జ్ఞాపకము
250,Verstand::N,rozum,మనస్సు
251,Sinn::N,zmysel,అర్థము
252,Grund::N,dôvod,కారణము
253,Grund::N,príčina,కారణము
254,Wahrheit::N,pravda,సత్యము
255,Gespräch::N,reč,పంభాషణ
256,Gespräch::N,rozhovor,పంభాషణ
257,Märchen::N,rozprávka,అద్భుతకథ
258,Erzählung::N,poviedka,కథ
259,Nachricht::N,správa,వార్త
260,Neuigkeit::N,novinka,వార్త
261,Name::N,meno,పేరు
262,Rätsel::N,záhada,చిక్కు
263,Rätsel::N,hádanka,చిక్కు
264,Rede::N,reč,ఉపన్యాసము
265,Sprache::N,reč,భాష
266,Sprache::N,jazyk,భాష
267,Stimme::N,hlas,కంరథ్సని
268,Wort::N,slovo,మాట
269,Zeichen::N,znak,గుర్తు
270,Ruf::N,volanie,పిలువు
271,Ruf::N,zavolanie,పిలువు
272,Lärm::N,hluk,సందడి
273,Lärm::N,hurhaj,సందడి
274,Laut::N,zvuk,ధ్వని
275,Ton::N,tón,స్వరము
276,Ton::N,zvuk,స్వరము
277,Lied::N,pieseň,పాట
278,Ruhe::N,pokoj,గాలిలేమి
279,Leute::N,ľudia,జనులు
280,Volk::N,ľud,జాతి
281,Volk::N,národ,జాతి
282,Arbeit::N,práca,పని
283,Arbeit::N,robota,పని
284,Gast::N,hosť,అతిధి
285,Geschenk::N,dar,దానము
286,Spiel::N,hra,ఆట
287,Gesellschaft::N,spoločnosť,జట్టు
288,Hilfe::N,pomoc,సాహాయ్యము
289,Freund::N,priateľ,స్నేహితుడు
290,Kamerad::N,kamarát,చెలికాడు
291,Angelegenheit::N,vec,విషయము
292,Angelegenheit::N,záležitosť,విషయము
293,Anzahl::N,počet,లెక్క
294,Anzahl::N,množstvo,లెక్క
295,Art::N,druh,జాతి
296,Stück::N,kus,తునుక
297,Stück::N,kúsok,తునుక
298,Teil::N,časť,భాగము
299,Hälfte::N,polka,సగము
300,Hälfte::N,polovica,సగము
301,Kreis::N,kruh,వృత్తము
302,Kreuz::N,kríž,సిలువ
303,Linie::N,línia,గీత
304,Strich::N,čiara,గీత
305,Abstand::N,vzdialenosť,సందు
306,Entfernung::N,vzdialenosť,దూరము
307,Gegend::N,kraj,విస్తీర్ణము
308,Gegend::N,krajina,విస్తీర్ణము
309,Platz::N,miesto,ఎడము
310,Ort::N,miesto,స్థలము
311,Seite::N,bok,ప్రక్క
312,Seite::N,strana,ప్రక్క
313,Mitte::N,stred,నడిమి
314,Gegenstand::N,predmet,పద్దు
315,Sache::N,vec,వస్తువు
316,Rand::N,kraj,అంచు
317,Rand::N,okraj,అంచు
318,Kante::N,hrana,అంచు
319,Ecke::N,roh,మూల
320,Spitze::N,hrot,మొన
321,Spitze::N,špička,మొన
322,Ende::N,koniec,కొన
323,Loch::N,diera,రంధ్రము
324,Winkel::N,kút,కోణము
325,Muster::N,vzor,మాదిరి
326,Muster::N,vzorka,మాదిరి
327,Größe::N,veľkosť,పరిమాణము
328,Länge::N,dĺžka,పొడుగు
329,Höhe::N,výška,పొడుగు
330,Gewicht::N,váha,భారము
331,Menge::N,množstvo,మొత్తము
332,Haufen::N,hŕba,రాశి
333,Reihe::N,rad,వరుస
334,Boot::N,čln,పడవ
335,Ruder::N,veslo,అడక
336,Schlitten::N,sane,సరవండ్లు
337,Ski::N,lyža,స్కీ
338,Lagerfeuer::N,táborák,నెగడు
339,Last::N,ťarcha,బరువు
340,Last::N,bremeno,బరువు
341,Gang::N,chôdza,నడక
342,Schritt::N,krok,అడుగు
343,Norden::N,sever,ఉత్తరదిక్కు
344,Süden::N,juh,దక్షిణము
345,Westen::N,západ,పడమర
346,Osten::N,východ,తూర్పు
347,Holz::N,drevo,కొయ్య
348,Brett::N,doska,పలక
349,Platte::N,doska,పలక
350,Platte::N,platňa,పలక
351,Stütze::N,opora,వాల్సేడ్లు
352,Stange::N,tyč,స్తంభము
353,Stock::N,palica,కఱ్ఱ
354,Stab::N,palica,కఱ్ఱ
355,Rohr::N,rúra,గొట్టము
356,Haus::N,dom,ఇల్లు
357,Heim::N,domov,స్వగృహము
358,Ofen::N,pec,పొయ్యి
359,Ofen::N,kachle,పొయ్యి
360,Fußboden::N,dlážka,నేల
361,Fußboden::N,podlaha,నేల
362,Tisch::N,stôl,మేజా
363,Stuhl::N,stolička,కుర్చీ
364,Wiege::N,kolíska,ఉయ్యాల
365,Bett::N,lôžko,పడక
366,Bett::N,lôžko,మంచం
367,Bett::N,posteľ,పడక
368,Bett::N,posteľ,మంచం
369,Regal::N,regál,అటక
370,Regal::N,polica,అటక
371,Kiste::N,debna,వెట్టె
372,Fenster::N,okno,కిటికి
373,Fenster::N,oblok,కిటికి
374,Tür::N,dvere,ద్వారము
375,Tor::N,vráta,ద్వారము
376,Zaun::N,plot,కంచె
377,Zaun::N,ohrada,కంచె
378,Dach::N,krov,ఇంటివైకప్పు
379,Dach::N,strecha,ఇంటివైకప్పు
380,Leiter::N,rebrík,నిచ్చెన
381,Leiter::N,rebrina,నిచ్చెన
382,Besen::N,metla,చీపురుకట్ట
383,Spaten::N,rýľ,పాఱ
384,Schaufel::N,lopata,పాఱ
385,Gabel::N,vidlička,ముండ్లగరిటె
386,Löffel::N,lyžica,గరిటె
387,Messer::N,nôž,కత్తి
388,Nagel::N,klinec,మేకు
389,Netz::N,sieť,వల
390,Haken::N,hák,కొక్కెము
391,Haken::N,háčik,కొక్కెము
392,Griff::N,rukoväť,పిడి
393,Schloss::N,zámka,తాళము
394,Bild::N,obraz,చిత్రము
395,Figur::N,figúra,రూపము
396,Puppe::N,bábka,బొమ్మ
397,Puppe::N,bábika,బొమ్మ
398,Beutel::N,vrece,సంచి
399,Beutel::N,vrecko,సంచి
400,Bündel::N,uzlík,మూట
401,Bündel::N,zväzok,మూట
402,Tasche::N,taška,సంచి
403,Tasche::N,kabelka,సంచి
404,Eimer::N,vedro,చేద
405,Deckel::N,vrchnák,మూత
406,Deckel::N,pokrývka,మూత
407,Geschirr::N,nádoba,వంటకాలు
408,Sack::N,mech,గోనెసంచి
409,Sack::N,vrece,గోనెసంచి
410,Tasse::N,šálka,గిన్నె
411,Topf::N,hrniec,కుండ
412,Kessel::N,kotol,నీరుకాచుపాత్ర
413,Essen::N,jedlo,ఆహారము
414,Nahrung::N,strava,ఆహారము
415,Nahrung::N,potrava,ఆహారము
416,Speise::N,jedlo,ఆహారము
417,Fleisch::N,mäso,మాంసము
418,Getreide::N,obilie,ధాన్యము
419,Brei::N,kaša,గుజ్జు
420,Brot::N,chlieb,రొట్టె
421,Scheibe::N,kotúč,బద్ద
422,Scheibe::N,krajec,బద్ద
423,Fett::N,tuk,క్రొవ్వు
424,Fett::N,masť,క్రొవ్వు
425,Butter::N,maslo,వెన్న
426,Öl::N,olej,నూనె
427,Salz::N,soľ,ఉప్పు
428,Suppe::N,polievka,చారు
429,Honig::N,med,తెనె
430,Milch::N,mlieko,పాలు
431,Tee::N,čaj,తేనీరు
432,Leder::N,koža,బాగుచేసివతోలు
433,Wolle::N,vlna,ఉన్ని
434,Stoff::N,súkno,బట్ట
435,Nadel::N,ihla,సూది
436,Faden::N,niť,దారము
437,Faden::N,vlákno,దారము
438,Knopf::N,gombík,బొత్తాము
439,Knoten::N,uzol,ముడి
440,Farbe::N,farba,రంగు
441,Kleidung::N,šaty,బట్టలు
442,Kleidung::N,šatstvo,బట్టలు
443,Hemd::N,košeľa,చొక్కాయ
444,Kragen::N,golier,మాల
445,Ärmel::N,rukáv,చొక్కాయచెయ్యి
446,Hose::N,nohavice,ఇజారు
447,Gürtel::N,pás,పటకా
448,Gürtel::N,opasok,పటకా
449,Mütze::N,čiapka,టోపి
450,Schuh::N,obuv,పాదరక్ష
451,Schuh::N,topánka,పాదరక్ష
452,Stiefel::N,čižma,బూటు
453,Ring::N,prsteň,ఉంగరము
454,Band::N,stuha,నాడా
455,Kamm::N,hrebeň,దువ్వెన
456,Spiegel::N,zrkadlo,అద్దము
457,Riemen::N,remeň,వాడా
458,Schnur::N,šnúra,దారము
459,Leine::N,vodidlo,వారు
460,Decke::N,deka,కంబళి
461,Decke::N,prikrývka,కంబళి
462,Kissen::N,poduška,తలగడ
463,Tuch::N,šatka,బట్ట
464,Handtuch::N,uterák,తువాలు
465,Kraft::N,moc,బలము
466,Stärke::N,sila,శక్తి
467,Gesundheit::N,zdravie,ఆరోగ్యము
468,Krankheit::N,nemoc,రోగము
469,Krankheit::N,choroba,రోగము
470,Schmerz::N,bolesť,నొప్పి
471,Wunde::N,rana,గాయము
472,Fieber::N,horúčka,జ్వరము
473,Arznei::N,liek,మందు
474,Brücke::N,most,వంతెన
475,Brunnen::N,studňa,బావి
476,Brunnen::N,studňa,కూపము
477,Brunnen::N,studňa,నుయ్యి
478,Weide::N,pastva,పచ్చికబయలు
479,Pfad::N,chodník,కాలిత్రోవ
480,Weg::N,cesta,మార్గము
481,Straße::N,hradská,బాట
482,Dorf::N,dedina,గ్రామము
483,Stadt::N,mesto,పట్టణము
484,Brief::N,list,జాబు
485,Buch::N,kniha,పుస్తకము
486,Buchstabe::N,litera,అక్షరము
487,Buchstabe::N,písmeno,అక్షరము
488,Zeitung::N,noviny,వార్తాపత్రిక
489,Leben::N,život,ప్రాణము
490,Tod::N,smrť,మరణము
491,Grab::N,hrob,సమాధి
492,Kirche::N,kostol,క్రెస్తవులగుడి
493,Sünde::N,hriech,పాపము
494,Gott::N,boh,దేవుడు
495,Arbeiter::N,robotník,పనిపాటుచేశేవాడు
496,Arbeiter::N,pracnovík,పనిపాటుచేశేవాడు
497,Chef::N,šéf,యజమానుడు
498,Chef::N,riaditeľ,యజమానుడు
499,Meister::N,majster,కళాకారుడు
500,Arzt::N,lekár,వైద్యుడు
501,Lehrer::N,učiteľ,ఉపాధ్యాయుడు
502,Geld::N,peniaze,ద్రవ్యము
503,Geschäft::N,obchod,వ్యాపారము
504,Laden::N,obchod,అంగడి
505,Preis::N,cena,వెల
506,Ware::N,tovar,సరకులు
507,Nutzen::N,osoh,ప్రయోజనము
508,Nutzen::N,úžitok,ప్రయోజనము
509,Reichtum::N,bohatstvo,ధనము
510,Welt::N,svet,ప్రపంచము
511,Land::N,územie,దేశము
512,Land::N,krajina,దేశము
513,Staat::N,štát,రాజ్యము
514,König::N,kráľ,రాజు
515,Macht::N,moc,అధికారము
516,Macht::N,mocnosť,అధికారము
517,Grenze::N,hranica,సరిహద్దు
518,Krieg::N,vojna,యుద్ధము
519,Feind::N,nepriateľ,శత్రువు
520,Gewalt::N,násilie,దౌర్జన్యము
521,Kampf::N,boj,పోట్లాట
522,Bogen[Waffe]::N,luk,విల్లు
523,Pfeil::N,šíp,బాణము
524,Pfeil::N,strela,బాణము
525,Gewehr::N,puška,తుపాకి
526,Fehler::N,omyl,తప్ప
527,Fehler::N,chyba,తప్ప
528,Lüge::N,lož,అసత్యము
529,Schaden::N,ujma,నష్టము
530,Schaden::N,škoda,నష్టము
531,Unglück::N,nešťastie,దురదృష్టము
532,Schuld::N,vina,తప్పు
533,Schuld::N,previnenie,తప్పు
534,Alter::N,vek,వయస్సు
535,Schluss::N,záver,ముగింపు
536,Schluss::N,koniec,ముగింపు
537,Zeit::N,čas,కాలము
538,Tag::N,deň,దినము
539,Morgen::N,ráno,ఉదయము
540,Mittag::N,poludnie,మధ్యాహ్నము
541,Abend::N,večer,సాయంకాలము
542,Nacht::N,noc,రత్రి
543,Woche::N,týždeň,వారము
544,Monat::N,mesiac,నెల
545,Jahr::N,rok,సంవత్సరము
546,Frühling::N,jar,వసంతకాలము
547,Sommer::N,leto,వేసవికాము
548,Herbst::N,jeseň,ఆకురాలుకాలము
549,Winter::N,zima,శీతకాలము
550,Januar::N,január,జనవరి
551,Februar::N,február,ఫిబ్రవరి
552,März::N,marec,మార్చి
553,April::N,apríl,ఏప్రిలు
554,Mai::N,máj,మే
555,Juni::N,jún,జూన్
556,Juli::N,júl,జూలై
557,August::N,august,ఆగస్టు
558,September::N,september,సెప్ఠెంబరు
559,Oktober::N,október,అక్టోబరు
560,November::N,november,నవంబరు
561,Dezember::N,december,డిసెంబర్
562,Montag::N,pondelok,సోమవారము
563,Dienstag::N,utorok,మంగళవారము
564,Mittwoch::N,streda,బుధవారము
565,Donnerstag::N,štvrtok,గురువారము
566,Freitag::N,piatok,శుక్రవారము
567,Samstag::N,sobota,శనివారము
568,Sonntag::N,nedeľa,ఆదివారము
569,groß::A,veľký,గొప్పైన
570,klein::A,malý,చిన్న
571,lang::A,dlhý,పొడుగాటి
572,kurz::A,krátky,పొట్టి
573,breit::A,široký,వెడల్పైన
574,schmal::A,úzky,ఇఱుకైన
575,dicht::A,hustý,దట్టమైన
576,dick[Gegenstand]::A,tlstý,దట్టమైన
577,dünn::A,tenký,పలుచని
578,fein::A,jemný,నాజాకైన
579,fest::A,pevný,దృడమైవ
580,flach::A,rovný,చదువైన
581,flach::A,plochý,చదువైన
582,glatt::A,hladký,నున్నని
583,hart::A,tvrdý,కఠినమైన
584,weich::A,mäkký,మృదువైన
585,rund::A,guľatý,గుండ్రని
586,rund::A,okrúhly,గుండ్రని
587,spitz::A,končitý,మొనగల
588,scharf::A,ostrý,పదనైన
589,stumpf::A,tupý,వాడిలేని
590,schwer::A,ťažký,బరువ్తెన
591,schön::A,pekný,సుందరమైన
592,schön::A,krásny,సుందరమైన
593,heiß::A,horúci,వేడియైన
594,warm::A,teplý,వెచ్చని
595,kalt::A,studený,చల్లని
596,kühl::A,chladný,చల్లని
597,frisch::A,svieži,తాజాయైన
598,feucht::A,vlhký,చెమ్మగానున్న
599,feucht::A,zvlhnutý,చెమ్మగానున్న
600,nass::A,mokrý,తడిగామన్న
601,trocken::A,suchý,ఎండిన
602,voll::A,plný,నిండు
603,leer::A,prázdny,శూన్యమైన
604,offen::A,otvorený,తెఱచియున్న
605,geschlossen::A,zavretý,మూసిన
606,sauber::A,čistý,పరిశుద్ధమైన
607,schmutzig::A,špinavý,ముఱికియైన
608,roh::A,surový,పచ్చి
609,reif::A,zrelý,పండివ
610,lecker::A,chutný,రుచి గల
611,süß::A,sladký,తియ్యని
612,bitter::A,horký,చేదైన
613,sauer::A,kyslý,పుల్లని
614,hell::A,jasný,కాంతిగల
615,hell::A,svetlý,కాంతిగల
616,dunkel::A,temný,చీకటియైన
617,schwarz::A,čierny,నల్లని
618,weiß::A,biely,తెలుపు
619,rot::A,červený,ఎఱ్ఱని
620,gelb::A,žltý,పసుపు పచ్చ
621,blau::A,modrý,నీలవర్ణము
622,blau::A,belasý,నీలవర్ణము
623,grün::A,zelený,ఆకుపచ్చని
624,grau::A,šedý,నెరిసిన
625,bunt::A,pestrý,రంగేలీ
626,billig::A,lacný,చౌకయైన
627,teuer::A,drahý,వెలపొడుగైన
628,wertvoll::A,cenný,విలుప్తెన
629,blind::A,slepý,గ్రుడ్డి
630,taub::A,hluchý,చెవిటి
631,kräftig::A,silný,శక్తి గల
632,stark::A,silný,బలమైన
633,schwach::A,slabý,బలహీనమైన
634,schwach::A,bezvládny,బలహీనమైన
635,fett::A,tučný,క్రొవ్విన
636,schlank::A,štíhly,సన్నని
637,hübsch::A,šumný,సాగప్తెన
638,hübsch::A,švárny,సాగప్తెన
639,böse::A,zlý,చెడ్డ
640,dumm::A,hlúpy,తెలివిలేని
641,faul::A,lenivý,సోమరియైన
642,fleißig::A,snaživý,శ్రద్దగల
643,fleißig::A,usilovný,శ్రద్దగల
644,geizig::A,skupý,పిసినారియైన
645,geizig::A,lakomý,పిసినారియైన
646,klug::A,múdry,తెలివిగల
647,klug::A,bystrý,తెలివిగల
648,geschickt::A,zručný,నిపుణతగల
649,geschickt::A,šikovný,నిపుణతగల
650,lieb::A,milý,ప్రియమైన
651,lustig::A,veselý,ఉల్లాసము గల
652,sanft::A,nežný,సాధువైన
653,hungrig::A,lačný,ఆకలిగొనిన
654,hungrig::A,hladný,ఆకలిగొనిన
655,krank::A,chorý,వ్యాధిగల
656,krank::A,nemocný,వ్యాధిగల
657,nackt::A,nahý,దిగంబరమైన
658,traurig::A,smutný,విచారముగల
659,lebendig::A,živý,ప్రాణముతో నున్న
660,gut::A,dobrý,మంచి
661,schlecht::A,zlý,చెడ్డ
662,richtig::A,správny,సరియైన
663,schlimm::A,zlý,అసహ్యమైన
664,schlimm::A,nepríjemný,అసహ్యమైన
665,wahr::A,pravý,నిజమైన
666,wahr::A,pravdivý,నిజమైన
667,alt::A,starý,ముసలి
668,neu::A,nový,క్రొత్త
669,ehemalig::A,bývalý,పూర్వపు
670,alt[Lebewesen]::A,starý,ముసలి
671,jung::A,mladý,పసి
672,arm::A,chudobný,బీద
673,reich::A,bohatý,ధనవంతుడైన
674,bekannt::A,známy,తెలిసిన
675,berühmt::A,slávny,ప్రపిద్దికెక్కివ
676,berühmt::A,povestný,ప్రపిద్దికెక్కివ
677,fremd::A,cudzí,అన్యమైన
678,verschieden::A,rôzny,భేదమైన
679,verschieden::A,rozličný,భేదమైన
680,nah::A,blízky,దగ్గఱనున్న
681,fern::A,ďaleký,దూరమందున్న
682,linker::A,ľavý,ఎడమప్రక్కగ
683,rechter::A,pravý,కుడి
684,anderer::A,iný,వేఱ్తెన
685,anderer::A,druhý,వేఱ్తెన
686,erster::A,prvý,మొదటి
687,zweiter::A,druhý,రెండన
688,dritter::A,tretí,మూడో
689,letzter::A,ostatný,కడపటి
690,letzter::A,posledný,కడపటి
691,allein::ADV,sám,ఒంటిగా
692,auf einmal::ADV,zároveň,హరాత్తుగ
693,zusammen::ADV,spolu,కలిసి
694,zusammen::ADV,spoločne,కలిసి
695,lange::ADV,dlho,బహుకాలము
696,plötzlich::ADV,náhle,హరాత్తుగ
697,sofort::ADV,hneď,తక్షణము
698,sofort::ADV,ihneď,తక్షణము
699,später::ADV,neskoršie,ఇటీవలి
