,Concept_ID,ro,cy
283,Ehemann::N,bărbat,gŵr
284,Ehefrau::N,soție,gwraig
285,Freude::N,bucurie,gorfoledd
286,Gelächter::N,râset,chwerthin
287,Glück::N,fericire,hapusrwydd
288,Kummer::N,mâhnire,galar
289,Wunsch::N,dorință,dymuniad
290,Wunsch::N,deziderat,dymuniad
291,Lust::N,poftă,chwant
292,Lust::N,înclinare,chwant
293,Geist::N,duh,ysbryd
294,Geist::N,minte,ysbryd
295,Geist::N,suflet,ysbryd
296,Gedanke::N,gând,meddwl
297,Gedanke::N,cuget,meddwl
298,Gedächtnis::N,memorie,cof
299,Verstand::N,minte,meddwl
300,Verstand::N,intelect,meddwl
301,Sinn::N,sens,ystyr
302,Sinn::N,înțeles,ystyr
303,Grund::N,cauză,achos
304,Grund::N,cauză,rheswm
305,Grund::N,pricină,achos
306,Grund::N,pricină,rheswm
307,Wahrheit::N,adevăr,gwir
308,Wahrheit::N,adevăr,gwirionedd
309,Gespräch::N,convorbire,sgwrs
310,Gespräch::N,conversație,sgwrs
311,Märchen::N,basm,chwedl werin
312,Märchen::N,poveste,chwedl werin
313,Erzählung::N,poveste,stori
314,Nachricht::N,veste,neges
315,Neuigkeit::N,noutate,newydd
316,Neuigkeit::N,actualitate,newydd
317,Name::N,nume,enw
318,Rätsel::N,ghicitoare,pos
319,Rede::N,discurs,araith
320,Sprache::N,limbă,iaith
321,Sprache::N,limbaj,iaith
322,Stimme::N,glas,llais
323,Wort::N,cuvânt,gair
324,Zeichen::N,semn,arwydd
325,Zeichen::N,semnal,arwydd
326,Ruf::N,chemare,galwad
327,Lärm::N,zgomot,trwst
328,Lärm::N,tărăboi,trwst
329,Laut::N,sunet,sain
330,Ton::N,ton,tôn
331,Lied::N,cântec,cân
332,Ruhe::N,odihnă,tawelwch
333,Ruhe::N,liniște,tawelwch
334,Leute::N,lume,pobl
335,Leute::N,oameni,pobl
336,Volk::N,popor,pobl
337,Volk::N,națiune,pobl
338,Arbeit::N,lucru,gwaith
339,Gast::N,musafir,gwestai
340,Geschenk::N,dar,rhodd
341,Geschenk::N,dar,anrheg
342,Geschenk::N,cadou,rhodd
343,Geschenk::N,cadou,anrheg
344,Spiel::N,joc,chwarae
345,Gesellschaft::N,societate,cwmni
346,Hilfe::N,ajutor,cymorth
347,Freund::N,amic,cyfaill
348,Freund::N,prieten,cyfaill
349,Kamerad::N,tovarăș,cydymaith
350,Angelegenheit::N,afacere,pwnc
351,Anzahl::N,număr,cyfrif
352,Anzahl::N,cantitate,cyfrif
353,Art::N,fel,bath
354,Art::N,specie,bath
355,Stück::N,bucată,darn
356,Teil::N,parte,rhan
357,Teil::N,porție,rhan
358,Hälfte::N,jumătate,hanner
359,Kreis::N,cerc,cylch
360,Kreuz::N,cruce,croes
361,Linie::N,linie,llinell
362,Strich::N,linie,strôc
363,Strich::N,linie,trawiad
364,Strich::N,trăsătură,strôc
365,Strich::N,trăsătură,trawiad
366,Abstand::N,distanță,bwlch
367,Abstand::N,distanță,pellter
368,Abstand::N,depărtare,bwlch
369,Abstand::N,depărtare,pellter
370,Entfernung::N,distanță,pellter
371,Entfernung::N,depărtare,pellter
372,Gegend::N,regiune,cylch
373,Platz::N,loc,lle
374,Ort::N,loc,lle
375,Seite::N,latură,ochr
376,Mitte::N,centru,canol
377,Gegenstand::N,obiect,eitem
378,Sache::N,lucru,peth
379,Sache::N,chestie,peth
380,Rand::N,bordură,cwr
381,Rand::N,bordură,ymyl
382,Kante::N,muchie,min
383,Kante::N,muchie,ymyl
384,Kante::N,bordură,min
385,Kante::N,bordură,ymyl
386,Ecke::N,colț,cornel
387,Spitze::N,vârf,blaen
388,Spitze::N,creștet,blaen
389,Ende::N,capăt,pen
390,Loch::N,gaură,twll
391,Winkel::N,colț,congl
392,Muster::N,desen,patrwm
393,Größe::N,mărime,maint
394,Größe::N,mărime,maintioli
395,Länge::N,lungime,hyd
396,Höhe::N,înălțime,uchder
397,Gewicht::N,greutate,pwysau
398,Menge::N,cantitate,swm
399,Menge::N,cantitate,maint
400,Haufen::N,grămadă,pentwr
401,Reihe::N,șir,rhes
402,Reihe::N,rând,rhes
403,Boot::N,barcă,cwch
404,Boot::N,luntre,cwch
405,Ruder::N,vâslă,rhwyf
406,Ruder::N,lopată,rhwyf
407,Schlitten::N,sanie,sled
408,Schlitten::N,sanie,car llusg
409,Ski::N,schi,sgi
410,Lagerfeuer::N,foc de tabără,coelcerth
411,Last::N,povară,llwyth
412,Last::N,sarcină,llwyth
413,Gang::N,mers,tro
414,Gang::N,umblet,tro
415,Schritt::N,pas,cam
416,Norden::N,nord,gogledd
417,Norden::N,miazănoapte,gogledd
418,Süden::N,sud,de
419,Süden::N,miazăzi,de
420,Westen::N,apus,gorllewin
421,Osten::N,est,dwyrain
422,Osten::N,răsărit,dwyrain
423,Holz::N,lemn,pren
424,Brett::N,scândură,bwrdd
425,Brett::N,scândură,astell
426,Platte::N,placă,llech
427,Stütze::N,proptea,ateg
428,Stütze::N,proptea,cynhalydd
429,Stange::N,bară,polyn
430,Stange::N,prăjină,polyn
431,Stock::N,băț,ffon
432,Stock::N,băț,brigyn
433,Stock::N,baston,ffon
434,Stock::N,baston,brigyn
435,Stab::N,baston,ffon
436,Stab::N,prăjină,ffon
437,Rohr::N,tub,pibell
438,Rohr::N,țeavă,pibell
439,Haus::N,casă,tŷ
440,Heim::N,casă,cartref
441,Heim::N,cămin,cartref
442,Ofen::N,sobă,stof
443,Fußboden::N,podea,llawr
444,Fußboden::N,dușumea,llawr
445,Tisch::N,masă,bwrdd
446,Stuhl::N,scaun,cadair
447,Wiege::N,leagăn,crud
448,Bett::N,pat,gwely
449,Regal::N,rafturi,silff
450,Kiste::N,ladă,bocs
451,Kiste::N,ladă,blwch
452,Kiste::N,cutie,bocs
453,Kiste::N,cutie,blwch
454,Fenster::N,fereastră,ffenestr
455,Tür::N,ușă,drws
456,Tor::N,poartă,porth
457,Zaun::N,gard,ffens
458,Dach::N,acoperiș,to
459,Leiter::N,scară,ysgol
460,Besen::N,mătură,ysgub
461,Spaten::N,cazma,rhaw
462,Spaten::N,hârleț,rhaw
463,Schaufel::N,lopată,rhaw
464,Gabel::N,furculiță,fforc
465,Löffel::N,lingură,llwy
466,Messer::N,cuțit,cyllell
467,Nagel::N,cui,hoel
468,Netz::N,plasă,gwe
469,Netz::N,plasă,rhwyd
470,Haken::N,cârlig,bach
471,Griff::N,mâner,carn
472,Schloss::N,lacăt,clo
473,Bild::N,tablou,llun
474,Bild::N,tablou,pictiwr
475,Bild::N,imagine,llun
476,Bild::N,imagine,pictiwr
477,Figur::N,chip,ffigur
478,Figur::N,figură,ffigur
479,Puppe::N,păpușă,dol
480,Beutel::N,pungă,cwd
481,Beutel::N,săculeț,cwd
482,Bündel::N,mănunchi,bwndel
483,Bündel::N,mănunchi,coflaid
484,Tasche::N,geantă,cod
485,Eimer::N,găleată,bwced
486,Eimer::N,găleată,cunnog
487,Deckel::N,capac,caead
488,Geschirr::N,vase,llestri
489,Geschirr::N,tacâmuri,llestri
490,Sack::N,sac,sach
491,Tasse::N,ceașcă,cwpan
492,Topf::N,oală,pot
493,Topf::N,oală,crochan
494,Kessel::N,cazan,tegell
495,Kessel::N,căldare,tegell
496,Essen::N,mâncare,pryd o fwyd
497,Nahrung::N,hrană,bwyd
498,Nahrung::N,aliment,bwyd
499,Speise::N,bucate,saig
500,Speise::N,fel de bucate,saig
501,Fleisch::N,carne,cig
502,Getreide::N,cereale,ŷd
503,Getreide::N,cereale,llafur
504,Brei::N,pireu,uwd
505,Brot::N,pâine,bara
506,Scheibe::N,felie,tafell
507,Scheibe::N,bucată,tafell
508,Fett::N,untură,saim
509,Fett::N,untură,braster
510,Fett::N,grăsime,saim
511,Fett::N,grăsime,braster
512,Butter::N,unt,ymenyn
513,Öl::N,ulei,olew
514,Salz::N,sare,halen
515,Suppe::N,supă,cawl
516,Suppe::N,ciorbă,cawl
517,Honig::N,miere,mêl
518,Milch::N,lapte,llaeth
519,Milch::N,lapte,llefrith
520,Tee::N,ceai,te
521,Leder::N,piele,lledr
522,Wolle::N,lână,gwlân
523,Stoff::N,stofă,lliain
524,Stoff::N,stofă,brethyn
525,Nadel::N,ac,nodwydd
526,Faden::N,ață,edau
527,Faden::N,ață,edefyn
528,Knopf::N,buton,botwm
529,Knoten::N,nod,cwlwm
530,Farbe::N,vopsea,paent
531,Kleidung::N,haine,dillad
532,Kleidung::N,haine,gwisgoedd
533,Kleidung::N,îmbrăcăminte,dillad
534,Kleidung::N,îmbrăcăminte,gwisgoedd
535,Hemd::N,cămașă,crys
536,Kragen::N,guler,coler
537,Ärmel::N,mânecă,llawes
538,Hose::N,pantaloni,trowsus
539,Gürtel::N,cordon,gwregys
540,Mütze::N,șapcă,cap
541,Schuh::N,gheată,esgid
542,Stiefel::N,cizmă,botasen
543,Ring::N,inel,modrwy
544,Ring::N,verigă,modrwy
545,Band::N,panglică,rhuban
546,Band::N,șiret,rhuban
547,Kamm::N,pieptene,crib
548,Spiegel::N,oglindă,drych
549,Riemen::N,curea,strap
550,Schnur::N,funie,llinyn
551,Schnur::N,sfoară,llinyn
552,Leine::N,lesă,tennyn
553,Leine::N,curea,tennyn
554,Decke::N,pătură,blanced
555,Decke::N,pătură,gwrthban
556,Kissen::N,pernă,clustog
557,Kissen::N,pernă,gobennydd
558,Tuch::N,batic,sgarff
559,Handtuch::N,prosop,tywel
560,Handtuch::N,prosop,lliain sychu
561,Handtuch::N,ștergar,tywel
562,Handtuch::N,ștergar,lliain sychu
563,Kraft::N,forță,grym
564,Kraft::N,putere,grym
565,Stärke::N,tărie,nerth
566,Stärke::N,tărie,cryfder
567,Stärke::N,vigoare,nerth
568,Stärke::N,vigoare,cryfder
569,Gesundheit::N,sănătate,iechyd
570,Krankheit::N,boală,afiechyd
571,Krankheit::N,boală,anhwylder
572,Krankheit::N,maladie,afiechyd
573,Krankheit::N,maladie,anhwylder
574,Schmerz::N,durere,poen
575,Schmerz::N,durere,gwayw
576,Wunde::N,rană,clwyf
577,Fieber::N,febră,twymyn
578,Arznei::N,leac,meddyginiaeth
579,Arznei::N,medicament,meddyginiaeth
580,Brücke::N,pod,pont
581,Brücke::N,punte,pont
582,Brunnen::N,puț,ffynnon
583,Weide::N,izlaz,porfa
584,Weide::N,pășune,porfa
585,Pfad::N,cărare,llwybr
586,Weg::N,drum,ffordd
587,Straße::N,cale,heol
588,Straße::N,cale,ffordd
589,Straße::N,stradă,heol
590,Straße::N,stradă,ffordd
591,Dorf::N,sat,pentref
592,Stadt::N,oraș,tref
593,Brief::N,scrisoare,llythyr
594,Buch::N,carte,llyfr
595,Buchstabe::N,literă,llythyren
596,Buchstabe::N,caracter,llythyren
597,Zeitung::N,ziar,papur newydd
598,Zeitung::N,gazetă,papur newydd
599,Leben::N,viață,bywyd
600,Tod::N,moarte,marwolaeth
601,Grab::N,groapă,bedd
602,Grab::N,mormânt,bedd
603,Kirche::N,biserică,eglwys
604,Sünde::N,păcat,pechod
605,Gott::N,zeu,duw
606,Arbeiter::N,muncitor,gweithiwr
607,Chef::N,șef,pennaeth
608,Meister::N,meșter,meistr
609,Meister::N,maestru,meistr
610,Arzt::N,medic,meddyg
611,Arzt::N,doctor,meddyg
612,Lehrer::N,profesor,athro
613,Lehrer::N,învățător,athro
614,Geld::N,bani,pres
615,Geld::N,bani,arian
616,Geld::N,parale,pres
617,Geld::N,parale,arian
618,Geschäft::N,treabă,busnes
619,Geschäft::N,afacere,busnes
620,Laden::N,magazin,siop
621,Laden::N,prăvălie,siop
622,Preis::N,preț,pris
623,Ware::N,marfă,nwydd
624,Nutzen::N,folos,elw
625,Nutzen::N,folos,budd
626,Nutzen::N,profit,elw
627,Nutzen::N,profit,budd
628,Reichtum::N,avuție,cyfoeth
629,Reichtum::N,bogăție,cyfoeth
630,Welt::N,lume,byd
631,Land::N,țară,gwlad
632,Staat::N,stat,gwladwriaeth
633,König::N,rege,brenin
634,Macht::N,putere,grym
635,Macht::N,putere,awdurdod
636,Macht::N,putință,grym
637,Macht::N,putință,awdurdod
638,Grenze::N,hotar,ffin
639,Grenze::N,hotar,goror
640,Grenze::N,graniță,ffin
641,Grenze::N,graniță,goror
642,Grenze::N,frontieră,ffin
643,Grenze::N,frontieră,goror
644,Krieg::N,război,rhyfel
645,Feind::N,dușman,gelyn
646,Gewalt::N,violență,ffyrnigrwydd
647,Kampf::N,luptă,brwydr
648,Bogen[Waffe]::N,arc,bwa
649,Pfeil::N,săgeată,saeth
650,Gewehr::N,armă,dryll
651,Gewehr::N,pușcă,dryll
652,Fehler::N,eroare,gwall
653,Fehler::N,eroare,camgymeriad
654,Fehler::N,greșeală,gwall
655,Fehler::N,greșeală,camgymeriad
656,Lüge::N,minciună,celwydd
657,Lüge::N,minciună,anwiredd
658,Schaden::N,daună,niwed
659,Schaden::N,daună,difrod
660,Schaden::N,pagubă,niwed
661,Schaden::N,pagubă,difrod
662,Unglück::N,nenorocire,anffawd
663,Schuld::N,vină,bai
664,Alter::N,etate,oed
665,Alter::N,vârstă,oed
666,Schluss::N,sfârșit,diwedd
667,Zeit::N,timp,amser
668,Zeit::N,vreme,amser
669,Tag::N,zi,dydd
670,Tag::N,zi,diwrnod
671,Morgen::N,dimineață,bore
672,Mittag::N,prânz,nawn
673,Mittag::N,amiază,nawn
674,Abend::N,seară,noswaith
675,Nacht::N,noapte,nos
676,Woche::N,săptămână,wythnos
677,Monat::N,lună,mis
678,Jahr::N,an,blwyddyn
679,Frühling::N,primăvară,gwanwyn
680,Sommer::N,vară,haf
681,Herbst::N,toamnă,hydref
682,Winter::N,iarnă,gaeaf
683,Januar::N,ianuarie,Ionawr
684,Februar::N,februarie,Chwefror
685,März::N,martie,Mawrth
686,April::N,aprilie,Ebrill
687,Mai::N,mai,Mai
688,Juni::N,iunie,Mehefin
689,Juli::N,iulie,Gorffennaf
690,August::N,august,Awst
691,September::N,septembrie,Medi
692,Oktober::N,octombrie,Hydref
693,November::N,noiembrie,Tachwedd
694,Dezember::N,decembrie,Rhagfyr
695,Montag::N,luni,dydd Llun
696,Dienstag::N,marți,dydd Mawrth
697,Mittwoch::N,miercuri,dydd Mercher
698,Donnerstag::N,joi,dydd Iau
699,Freitag::N,vineri,dydd Gwener
700,Samstag::N,sâmbătă,dydd Sadwrn
701,Sonntag::N,duminică,dydd Sul
702,groß::A,mare,mawr
703,klein::A,mic,bach
704,lang::A,lung,hir
705,kurz::A,scurt,byr
706,kurz::A,scurt,cwta
707,breit::A,lat,llydan
708,breit::A,larg,llydan
709,schmal::A,strâmt,cul
710,dicht::A,des,dwys
711,dick[Gegenstand]::A,gros,trwchus
712,dünn::A,subțire,tenau
713,fein::A,fin,main
714,fein::A,subțire,main
715,fest::A,tare,cadarn
716,fest::A,solid,cadarn
717,flach::A,șes,gwastad
718,flach::A,plan,gwastad
719,glatt::A,lins,llyfn
720,hart::A,dur,caled
721,weich::A,moale,meddal
722,rund::A,rotund,crwn
723,rund::A,circular,crwn
724,spitz::A,ascuțit,pigfain
725,scharf::A,tăios,miniog
726,scharf::A,ascuțit,miniog
727,stumpf::A,tocit,pŵl
728,schwer::A,greu,trwm
729,schön::A,frumos,teg
730,schön::A,frumos,hardd
731,schön::A,frumos,prydferth
732,heiß::A,cald,poeth
733,heiß::A,fierbinte,poeth
734,warm::A,cald,twym
735,warm::A,cald,cynnes
736,warm::A,fierbinte,twym
737,warm::A,fierbinte,cynnes
738,kalt::A,rece,oer
739,kühl::A,rece,oeraidd
740,kühl::A,răcoros,oeraidd
741,frisch::A,răcoros,iach
742,frisch::A,proaspăt,iach
743,feucht::A,umed,llaith
744,feucht::A,jilav,llaith
745,nass::A,ud,gwlyb
746,trocken::A,sec,sych
747,trocken::A,uscat,sych
748,voll::A,plin,llawn
749,leer::A,gol,gwag
750,offen::A,deschis,agored
751,geschlossen::A,închis,caead
752,geschlossen::A,închis,caeëdig
753,sauber::A,curat,glân
754,schmutzig::A,murdar,budr
755,schmutzig::A,murdar,brwnt
756,roh::A,crud,amrwd
757,reif::A,copt,aeddfed
758,lecker::A,gustos,blasus
759,lecker::A,gustos,danteithiol
760,süß::A,dulce,melys
761,bitter::A,amar,chwerw
762,sauer::A,acru,sur
763,hell::A,clar,disglair
764,hell::A,luminos,disglair
765,dunkel::A,obscur,tywyll
766,dunkel::A,întunecos,tywyll
767,schwarz::A,negru,du
768,weiß::A,alb,gwyn
769,rot::A,roșu,coch
770,gelb::A,galben,melyn
771,blau::A,albastru,glas
772,grün::A,verde,gwyrdd
773,grau::A,gri,llwyd
774,grau::A,cenușiu,llwyd
775,bunt::A,colorat,lliwgar
776,billig::A,ieftin,rhad
777,teuer::A,scump,drud
778,wertvoll::A,prețios,gwerthfawr
779,blind::A,orb,dall
780,taub::A,surd,byddar
781,kräftig::A,tare,nerthol
782,kräftig::A,tare,grymus
783,kräftig::A,forte,nerthol
784,kräftig::A,forte,grymus
785,kräftig::A,robust,nerthol
786,kräftig::A,robust,grymus
787,stark::A,viguros,cryf
788,stark::A,viguros,cadarn
789,stark::A,puternic,cryf
790,stark::A,puternic,cadarn
791,schwach::A,slab,gwan
792,schwach::A,debil,gwan
793,fett::A,gras,tew
794,schlank::A,zvelt,main
795,hübsch::A,drăguț,tlws
796,böse::A,rău,drwg
797,böse::A,răutăcios,drwg
798,dumm::A,nerod,twp
799,dumm::A,tâmpit,twp
800,faul::A,leneș,diog
801,fleißig::A,harnic,dyfal
802,fleißig::A,sârguincios,dyfal
803,geizig::A,calic,crintach
804,geizig::A,calic,cybyddlyd
805,geizig::A,zgârcit,crintach
806,geizig::A,zgârcit,cybyddlyd
807,klug::A,isteț,deallus
808,klug::A,deștept,deallus
809,geschickt::A,dibaci,medrus
810,geschickt::A,dibaci,deheuig
811,lieb::A,drag,hoff
812,lieb::A,drag,annwyl
813,lieb::A,iubit,hoff
814,lieb::A,iubit,annwyl
815,lustig::A,vesel,llon
816,sanft::A,blând,mwyn
817,sanft::A,blajin,mwyn
818,hungrig::A,flămând,newynog
819,krank::A,bolnav,sâl
