,Concept_ID,he,sl
409,Kessel::N,קנקן,kôtel
410,Essen::N,אכל,hrána
411,Essen::N,ארוחה,hrána
412,Nahrung::N,הזנה,živílo
413,Nahrung::N,תזונה,živílo
414,Speise::N,מאכל,jéd
415,Speise::N,ארוחה,jéd
416,Fleisch::N,בשר,mesó
417,Getreide::N,דגן,žíto
418,Brei::N,מחית,káša
419,Brot::N,לחם,krùh
420,Scheibe::N,עגול,réženj
421,Scheibe::N,פרוסה,réženj
422,Fett::N,שמן,mást
423,Fett::N,שמן,maščôba
424,Butter::N,חמאה,máslo
425,Öl::N,שמן,ólje
426,Salz::N,מלח,sól
427,Suppe::N,מרק,júha
428,Honig::N,דבש,méd
429,Milch::N,חלב,mléko
430,Tee::N,תה,čáj
431,Leder::N,עור,úsnje
432,Wolle::N,צמר,vólna
433,Stoff::N,בד,blagó
434,Stoff::N,אריג,blagó
435,Nadel::N,מחט,ígla
436,Faden::N,חוט,nít
437,Knopf::N,כפתור,gúmb
438,Knoten::N,קשר,vôzel
439,Farbe::N,צבע,bárva
440,Kleidung::N,בגדים,obléka
441,Hemd::N,חלצה,srájca
442,Kragen::N,צוארון,ovrátnik
443,Ärmel::N,שרוול,rokáv
444,Hose::N,מכנסים,hláče
445,Gürtel::N,חגורה,pás
446,Mütze::N,כובע,kápa
447,Mütze::N,כובע,čépica
448,Schuh::N,נעל,čévelj
449,Stiefel::N,מגף,škórenj
450,Ring::N,טבעת,pŕstan
451,Band::N,סרט,trák
452,Kamm::N,מסרק,glavník
453,Spiegel::N,מראה,zrcálo
454,Spiegel::N,מראה,ogledálo
455,Riemen::N,רצועה,jêrmen
456,Schnur::N,חבל,vŕvca
457,Leine::N,מושכות,konôpec
458,Decke::N,שמיכה,odéja
459,Kissen::N,כרית,blazína
460,Tuch::N,צעיף,pŕt
461,Tuch::N,צעיף,rúta
462,Handtuch::N,מגבת,brisáča
463,Kraft::N,כוח,síla
464,Stärke::N,און,jákost
465,Gesundheit::N,בריאות,zdrávje
466,Krankheit::N,מחלה,bolézen
467,Schmerz::N,כאב,ból
468,Schmerz::N,כאב,bolečína
469,Wunde::N,פציעה,rána
470,Fieber::N,חם,vročína
471,Arznei::N,תרופה,lék
472,Arznei::N,תרופה,zdravílo
473,Brücke::N,גשר,móst
474,Brunnen::N,באר,vodnják
475,Weide::N,אחו,páša
476,Weide::N,מרעה,páša
477,Pfad::N,שביל,stezà
478,Pfad::N,מדרכה,stezà
479,Weg::N,דרך,pót
480,Straße::N,כביש,césta
481,Dorf::N,כפר,vás
482,Stadt::N,עיר,mésto
483,Brief::N,מכתב,písmo
484,Buch::N,ספר,knjíga
485,Buchstabe::N,אות,čŕka
486,Zeitung::N,עתון,čásnik
487,Leben::N,חיים,življênje
488,Tod::N,מות,smŕt
489,Grab::N,קבר,gròb
490,Kirche::N,כנסיה,cérkev
491,Sünde::N,חטא,gréh
492,Gott::N,אל,bóg
493,Arbeiter::N,פועל,délavec
494,Chef::N,ראש,šéf
495,Chef::N,מנהל,šéf
496,Meister::N,ממחה,mójster
497,Arzt::N,רופא,zdravník
498,Lehrer::N,מורה,učítelj
499,Geld::N,כסף,denár
500,Geschäft::N,עסקה,kupčíja
501,Laden::N,חנות,trgovína
502,Preis::N,מחיר,céna
503,Ware::N,סחורה,róba
504,Nutzen::N,תועלת,príd
505,Reichtum::N,עשר,bogástvo
506,Welt::N,עולם,svét
507,Land::N,ארץ,dežêla
508,Staat::N,מדינה,držáva
509,König::N,מלך,králj
510,Macht::N,כוח,oblást
511,Grenze::N,גבול,mêja
512,Krieg::N,מלחמה,vôjna
513,Feind::N,אויב,sovrážnik
514,Gewalt::N,אלימות,nasílje
515,Kampf::N,קרב,bòj
516,Kampf::N,קרב,bórba
517,Kampf::N,לחימה,bòj
518,Kampf::N,לחימה,bórba
519,Bogen[Waffe]::N,קשת,lók
520,Pfeil::N,חץ,puščíca
521,Gewehr::N,רובה,púška
522,Fehler::N,טעות,zmóta
523,Lüge::N,שקר,láž
524,Schaden::N,נזק,okvára
525,Unglück::N,מזל רע,nesréča
526,Schuld::N,אשמה,krívda
527,Alter::N,גיל,dôba
528,Schluss::N,סיום,kônec
529,Zeit::N,זמן,čàs
530,Tag::N,יום,dán
531,Morgen::N,בקר,jútro
532,Mittag::N,צהרים,póldan
533,Abend::N,ערב,večér
534,Nacht::N,לילה,nóč
535,Woche::N,שבוע,téden
536,Monat::N,חדש,mésec
537,Jahr::N,שנה,léto
538,Frühling::N,אביב,pomlád
539,Sommer::N,קיץ,polétje
540,Herbst::N,סתו,jesén
541,Winter::N,חרף,zíma
542,Januar::N,ינואר,jánuar
543,Februar::N,פברואר,fébruar
544,März::N,מרץ,márec
545,April::N,אפריל,apríl
546,Mai::N,מאי,máj
547,Juni::N,יוני,júnij
548,Juli::N,יולי,júlij
549,August::N,אוגוסט,avgúst
550,September::N,ספטמבר,septêmber
551,Oktober::N,אוקטובר,október
552,November::N,נובמבר,novêmber
553,Dezember::N,דצמבר,decémber
554,Montag::N,יום שני,ponedéljek
555,Dienstag::N,יום שלישי,tôrek
556,Mittwoch::N,יום רביעי,sréda
557,Donnerstag::N,יום חמישי,četŕtek
558,Freitag::N,יום ששי,pétek
559,Samstag::N,יום שבת,sobóta
560,Sonntag::N,יום ראשון,nedélja
561,groß::A,גדול,vêlik
562,klein::A,קטן,májhen
563,lang::A,ארך,dólg
564,kurz::A,קצר,krátek
565,breit::A,רחב,širòk
566,schmal::A,צר,ózek
567,dicht::A,צפוף,góst
568,dick[Gegenstand]::A,עבה,dêbel
569,dünn::A,דק,tánek
570,fein::A,מעדן,drôben
571,fest::A,מוצק,tŕden
572,flach::A,שטוח,plán
573,flach::A,שטוח,plòsk
574,glatt::A,חלק,gládek
575,hart::A,קשיח,tŕd
576,weich::A,רך,mehák
577,rund::A,עגל,okrógel
578,spitz::A,חד,šílast
579,scharf::A,חד,óster
580,stumpf::A,קהה,tóp
581,stumpf::A,קהה,skŕhan
582,schwer::A,כבד,têžek
583,schön::A,יפה,lép
584,schön::A,יפה,krásen
585,heiß::A,חם,vròč
586,warm::A,חם,tôpel
587,kalt::A,קר,mŕzel
588,kalt::A,קר,hláden
589,kühl::A,צונן,hláden
590,frisch::A,טרי,svéž
591,feucht::A,לח,vlážen
592,nass::A,רטוב,móker
593,trocken::A,יבש,súh
594,voll::A,מלא,póln
595,leer::A,ריק,prázen
596,offen::A,פתוח,odpŕt
597,geschlossen::A,סגור,zapŕt
598,sauber::A,נקי,číst
599,sauber::A,נקי,líčen
600,schmutzig::A,מלכלך,umázan
601,roh::A,חי,suròv
602,reif::A,בשל,zrèl
603,lecker::A,טעים,okúsen
604,süß::A,מתוק,sládek
605,bitter::A,מר,grenák
606,sauer::A,חמוץ,kísel
607,hell::A,בהיר,svetèl
608,dunkel::A,עמום,temèn
609,schwarz::A,שחר,čŕn
610,weiß::A,לבן,bél
611,rot::A,אדם,rdèč
612,gelb::A,צהב,žólt
613,gelb::A,צהב,rumèn
614,blau::A,כחל,móder
615,grün::A,ירק,zelèn
616,grau::A,אפר,sív
617,bunt::A,צבעוני,písan
618,billig::A,זול,pocéni
619,teuer::A,יקר,drág
620,wertvoll::A,יקר ערך,dragocén
621,blind::A,עור,slép
622,taub::A,חרש,glúh
623,kräftig::A,חסן,močán
624,stark::A,חזק,ják
625,schwach::A,חלש,šíbek
626,fett::A,שמן,dêbel
627,schlank::A,רזה,vítek
628,hübsch::A,יפה תאר,lép
629,böse::A,רשע,zèl
630,böse::A,רשע,hudôben
631,dumm::A,טפש,glúp
632,dumm::A,טפש,bédast
633,faul::A,עצלן,lén
634,fleißig::A,חרוץ,marljív
635,geizig::A,קמצן,škŕt
636,klug::A,נבון,pámeten
637,klug::A,פקח,pámeten
638,geschickt::A,מימן,spréten
639,lieb::A,יקר,míl
640,lieb::A,יקר,ljúb
641,lieb::A,אהוב,míl
642,lieb::A,אהוב,ljúb
643,lustig::A,עליז,vesél
644,sanft::A,עדין,láhek
645,hungrig::A,רעב,láčen
646,krank::A,חולה,bolán
647,nackt::A,ערום,nág
648,traurig::A,עצוב,túžen
649,lebendig::A,חי,žív
650,gut::A,טוב,dóber
651,schlecht::A,גרוע,malopríden
652,richtig::A,נכון,pravílen
653,schlimm::A,רע,húd
654,wahr::A,אמתי,resníčen
655,alt::A,ישן,stàr
656,neu::A,חדש,nòv
657,ehemalig::A,לשעבר,nekdánji
658,alt[Lebewesen]::A,זקן,stàr
659,jung::A,צעיר,mlád
660,arm::A,עני,ubóg
661,arm::A,עני,réven
662,reich::A,עשיר,bogàt
663,bekannt::A,ידוע,znán
664,berühmt::A,מפרסם,sláven
665,berühmt::A,מפרסם,znamenít
666,fremd::A,זר,túj
667,verschieden::A,שונה,razlíčen
668,nah::A,קרוב,blížnji
669,fern::A,רחוק,dáleč
670,linker::A,שמאלי,lévi
671,rechter::A,ימין,désni
672,anderer::A,אחר,drúgi
673,erster::A,ראשון,pŕvi
674,zweiter::A,שני,drúgi
675,dritter::A,שלישי,trétji
676,letzter::A,אחרון,poslédnji
677,allein::ADV,לבד,sám
678,auf einmal::ADV,בו-זמנית,obênem
679,zusammen::ADV,ביחד,skúpaj
680,lange::ADV,הרבה זמן,dólgo
681,plötzlich::ADV,לפתע,náglo
682,plötzlich::ADV,לפתע,nenádoma
683,plötzlich::ADV,פתאום,náglo
684,plötzlich::ADV,פתאום,nenádoma
685,sofort::ADV,מיד,prècej
686,später::ADV,לאחר זמן,poznêje
687,später::ADV,יותר מאחר,poznêje
688,jetzt::ADV,עכשיו,zdàj
689,heute::ADV,היום,dánes
690,morgen::ADV,מחר,jútri
691,bald::ADV,בקרוב,kmálu
692,dann::ADV,אחר-כך,nató
693,gestern::ADV,אתמול,včéraj
694,einst::ADV,לפנים,nékdaj
695,damals::ADV,אז,tedàj
696,damals::ADV,אז,takràt
697,danach::ADV,אחר-כך,potèm
698,vorher::ADV,לפני זה,poprèj
699,zuerst::ADV,קדם,spŕva
700,einmal::ADV,פעם,ênkrat
701,manchmal::ADV,לפעמים,včásih
702,oft::ADV,לעתים קרובות,pogósto
703,immer::ADV,תמיד,védno
704,immer::ADV,תמיד,zméraj
705,niemals::ADV,אף פעם,nikdàr
706,hier::ADV,כאן,tù
707,hier::ADV,כאן,túkaj
708,hierhin::ADV,פה,sèmkaj
709,von hier::ADV,מפה,od tú
710,dort::ADV,שם,tàm
711,dorthin::ADV,שם,tjà
712,geradeaus::ADV,ישר,rávno napréj
713,vorwärts::ADV,קדימה,napréj
714,rückwärts::ADV,לאחור,zádaj
715,zurück::ADV,בחזרה,nazáj
716,zurück::ADV,אחורנית,nazáj
717,unten::ADV,למטה,dôli
718,unten::ADV,למטה,spôdaj
719,hinab::ADV,למטה,dôl
720,oben::ADV,מעל,gôri
721,oben::ADV,מעל,zgôraj
722,oben::ADV,למעלה,gôri
723,oben::ADV,למעלה,zgôraj
724,hinauf::ADV,למעלה,gôr
725,überall::ADV,בכל מקום,povsód
726,nicht::ADV,לא,ne
727,ein wenig::ADV,קצת,málo
728,kaum::ADV,בקשי,kómaj
729,sehr::ADV,מאוד,zeló
730,so::ADV,כך,takó
731,so::ADV,ככה,takó
732,noch::ADV,עוד,še
733,noch::ADV,עדין,še
734,nur::ADV,רק,samó
735,schon::ADV,כבר,žè
736,wieder::ADV,שוב,spét
737,vergebens::ADV,לריק,zamàn
738,vergebens::ADV,לריק,zastónj
739,vergebens::ADV,לשוא,zamàn
740,vergebens::ADV,לשוא,zastónj
741,vor::PRP,מול,pred
742,hinter::PRP,מאחורי,za
743,unter::PRP,מתחת,pod
744,durch::PRP,דרך,skózi
745,neben::PRP,ליד,kràj
746,neben::PRP,ליד,póleg
747,neben::PRP,על-יד,kràj
748,neben::PRP,על-יד,póleg
749,zwischen::PRP,בין,med
750,zwischen::PRP,בין,izmed
751,wegen::PRP,בשל,zarádi
752,wegen::PRP,בגלל,zarádi
753,dies::PRN,זה,tó
754,das::PRN,זה,tó
755,alles::PRN,הכל,vsè
756,ich::PRN,אני,jàz
757,du::PRN,את,tí
758,du::PRN,אתה,tí
759,er::PRN,הוא,òn
760,wir::PRN,אנחנו,mí
761,ihr::PRN,לה,ví
762,sie::PRN,הם,ôni
763,was::FPRN,מה,káj
764,wer::FPRN,מי,kdó
765,wo::FADV,איפה,kjé
766,wohin::FADV,לאן,kám
767,wie::FADV,איך,kakó
768,warum::FADV,למה,zakáj
769,wieviel::FNUM,כמה,kóliko
770,eins::NUM,אחד,êden
771,zwei::NUM,שתים,dvá
772,drei::NUM,שלושה,trí
773,vier::NUM,ארבעה,štíri
774,fünf::NUM,חמשה,pét
775,sechs::NUM,ששה,šést
776,sieben::NUM,שבעה,sédem
777,acht::NUM,שמונה,ósem
778,neun::NUM,תשעה,devét
779,zehn::NUM,עשרה,desét
780,elf::NUM,אחת עשרה,enájst
781,zwölf::NUM,שתים עשרה,dvánajst
782,zwanzig::NUM,עשרים,dvájset
783,dreißig::NUM,שלושים,trídeset
784,vierzig::NUM,ארבעים,štírideset
785,fünfzig::NUM,חמשים,pétdeset
786,sechzig::NUM,ששים,šéstdeset
787,siebzig::NUM,שבעים,sédemdeset
788,achtzig::NUM,שמונים,ósemdeset
789,neunzig::NUM,תשעים,devétdeset
790,hundert::NUM,מאה,stó
791,tausend::NUM,אלף,tísoč
792,und::CNJ,ו,in
793,oder::CNJ,או,áli
794,stehen::V,עמד,státi
795,sitzen::V,ישב,sedéti
796,liegen::V,שכב,ležáti
797,hängen::V,היה תלוי,viséti
798,werden::V,הפך ל,postáti
799,passieren::V,קרה,zgodíti se
800,beginnen::V,התחיל,začéti se
801,enden::V,הסתים,končáti se
