,Concept_ID,la,he
816,klingeln::V,tinnire,צלצל
817,klirren::V,crepare,קרקש
818,brausen::V,saevire,געש
819,rauschen::V,crepare,רשרש
820,klingen::V,sonare,נשמע
821,bellen::V,latrare,נבח
822,heulen::V,ululare,ילל
823,blasen::V,flare,נשף
824,pfeifen::V,sibilare,שרק
825,schreien::V,clamare,צעק
826,stöhnen::V,gemere,נאנק
827,zittern::V,tremere,רעד
828,zittern::V,trepidare,רעד
829,leben::V,vivere,חי
830,geboren werden::V,nasci,נולד
831,atmen::V,spirare,נשם
832,trinken::V,bibere,שתה
833,essen::V,edere,אכל
834,schlucken::V,devorare,בלע
835,müde werden::V,fatigari,התעיף
836,einschlafen::V,obdormiscere,נרדם
837,schlafen::V,dormire,ישן
838,aufwachen::V,expergisci,התעורר
839,aufstehen::V,exsurgere,קם
840,sich erholen::V,se reficere,נפש
841,krank werden::V,aegrescere,חלה
842,krank sein::V,aegrotare,היה חולה
843,schmerzen::V,dolere,כאב
844,husten::V,tussire,השתעל
845,genesen::V,convalescere,הבריא
846,sterben::V,mori,מת
847,umkommen::V,perire,נספה
848,sich bewegen::V,se movere,נע
849,sich rühren::V,micare,זז
850,sich erheben::V,surgere,קם
851,sich setzen::V,considere,התישב
852,hinfallen::V,cadere,נפל
853,laufen::V,vadere,הלך ברגל
854,schreiten::V,gradi,פסע
855,spazierengehen::V,ambulare,טיל
856,eilen::V,properare,אץ
857,eilen::V,properare,מהר
858,sich beeilen::V,festinare,מהר
859,sausen::V,currere,אץ
860,rennen::V,currere,רץ
861,springen::V,salire,קפץ
862,klettern::V,niti,טפס
863,schaukeln::V,oscillare,התנדנד
864,kriechen::V,repere,זחל
865,kriechen::V,serpere,זחל
866,schwimmen::V,nare,שחה
867,schwimmen::V,natare,שחה
868,tauchen::V,mergere,צלל
869,rudern::V,remigare,חתר
870,fahren::V,vehi,נסע
871,fliegen::V,volare,עף
872,gehen::V,ire,הלך
873,gehen::V,vadere,הלך
874,weggehen::V,abire,עזב
875,weggehen::V,discedere,עזב
876,abfahren::V,proficisci,יצא
877,anhalten::V,consistere,עצר
878,hineingehen::V,inire,נכנס
879,hineingehen::V,ingredi,נכנס
880,eintreten::V,intrare,נכנס
881,kommen::V,venire,בא
882,ankommen::V,advenire,הגיע
883,zurückkommen::V,revenire,שב
884,zurückkommen::V,revenire,חזר
885,bleiben::V,manere,נשאר
886,warten::V,opperiri,חכה
887,warten::V,opperiri,המתין
888,erwarten::V,opperiri,צפה
889,erwarten::V,expectare,צפה
890,suchen::V,quaerere,חפש
891,finden::V,reperire,מצא
892,versuchen::V,conari,נסה
893,versuchen::V,temptare,נסה
894,vorbereiten::V,parare,הכין
895,lieben::V,amare,אהב
896,mögen::V,amare,אהב
897,lachen::V,ridere,צחק
898,rühren::V,commovere,נגע ללב
899,weinen::V,flere,בכה
900,schimpfen::V,increpare,גער
901,sich ärgern::V,indignari,זעם
902,sich ärgern::V,indignari,כעס
903,sich fürchten::V,vereri,פחד
904,sich fürchten::V,vereri,חשש
905,fürchten::V,timere,פחד מ
906,fürchten::V,timere,חשש מ
907,fliehen::V,fugere,ברח
908,flüchten::V,effugere,נמלט
909,sehen::V,videre,ראה
910,anschauen::V,aspectare,הביט
911,ansehen::V,spectare,התבונן
912,hören::V,audire,שמע
913,zuhören::V,auscultare,הקשיב
914,probieren::V,gustare,נסה
915,riechen::V,olfacere,הריח
916,fühlen::V,sentire,חש
917,scheinen::V,videri,נדמה
918,zu sehen sein::V,conspici,נראה
919,vernehmen::V,comperire,נודע ל
920,frieren::V,algere,קר ל
921,tun::V,facere,פעל
922,können::V,posse,יכל
923,wollen::V,velle,רצה
924,anfangen::V,incipere,התחיל
925,beenden::V,finire,גמר
926,aufhören::V,desistere,סים
927,gelingen::V,contingere,הצליח
928,geraten::V,evenire,עלה
929,öffnen::V,aperire,פתח
930,schließen::V,claudere,סגר
931,stellen::V,sistere,העמיד
932,setzen::V,ponere,הושיב
933,legen::V,ponere,שם
934,berühren::V,tangere,נגע
935,verbinden::V,iungere,קשר
936,bedecken::V,tegere,כסה
937,bedecken::V,operire,כסה
938,aufhängen::V,suspendere,תלה
939,anzünden::V,accendere,הצית
940,anzünden::V,inflammare,הצית
941,aufheben::V,tollere,אסף
942,zurücklassen::V,relinquere,השאיר
943,verlieren::V,perdere,אבד
944,verlieren::V,amittere,אבד
945,fallen lassen::V,dimittere,שמט
946,fallen lassen::V,dimittere,הפיל
947,machen::V,facere,עשה
948,herstellen::V,fabricare,יצר
949,bauen::V,construere,בנה
950,reparieren::V,reparare,תקן
951,verbessern::V,emendare,שפר
952,ändern::V,mutare,שנה
953,graben::V,fodere,חפר
954,beugen::V,flectere,כפף
955,biegen::V,curvare,כופף
956,drehen::V,torquere,סובב
957,wenden::V,vertere,הפך
958,umdrehen::V,convertere,סובב
959,heben::V,tollere,הרים
960,hochheben::V,levare,הרים
961,ergreifen::V,capessere,אחז
962,halten::V,tenere,החזיק
963,drücken::V,premere,לחץ
964,schieben::V,promovere,הזיז
965,kratzen::V,radere,שרט
966,kratzen::V,radere,שפשף
967,lecken::V,lambere,לקק
968,beißen::V,mordere,נשך
969,abreißen::V,avellere,קרע
970,abschneiden::V,desecare,חתך
971,binden::V,ligare,קשר
972,stecken::V,inserere,תקע
973,brechen::V,rumpere,שבר
974,klopfen::V,pultare,נקש
975,hauen::V,ferire,הכה
976,kleben::V,agglutinare,הדביק
977,reiben::V,terere,שפשף
978,streichen::V,oblinere,מרח
979,schleifen::V,acuere,השחיז
980,schneiden::V,secare,גזר
981,rütteln::V,quassare,נענע
982,schütteln::V,quatere,נער
983,schwenken::V,ventilare,נופף
984,schwenken::V,ventilare,טלטל
985,schütten::V,fundere,שפך
986,füllen::V,complere,מלא
987,einwickeln::V,involvere,עטף
988,tragen::V,ferre,נשא
989,tragen::V,portare,נשא
990,schleppen::V,pertrahere,סחב
991,ziehen::V,trahere,משך
992,aufbewahren::V,asservare,שמר
993,werfen::V,iacere,זרק
994,fangen::V,capere,תפס
995,packen::V,capessere,אחז
996,verstecken::V,abdere,החביא
997,teilen::V,partiri,חלק
998,teilen::V,dividere,חלק
999,schicken::V,mittere,שלח
1000,bringen::V,apportare,הביא
1001,hinzufügen::V,addere,הוסיף
1002,bekommen::V,adipisci,תפס
1003,erhalten::V,accipere,קבל
1004,nehmen::V,sumere,אחז
1005,wählen::V,eligere,בחר
1006,auswählen::V,deligere,בחר ב
1007,bewahren::V,conservare,קים
1008,behindern::V,impedire,מנע
1009,verderben::V,corrumpere,מנע
1010,beschädigen::V,laedere,הזיק
1011,zerbrechen::V,rumpere,נשבר
1012,zerbrechen::V,frangere,נשבר
1013,zerreißen::V,discindere,קרע
1014,zerstören::V,delere,הרס
1015,zerstören::V,delere,השמיד
1016,verbrennen::V,urere,שרף
1017,verbrennen::V,cremare,שרף
1018,geben::V,dare,נתן
1019,reichen::V,praebere,העביר
1020,schenken::V,donare,נתן במתנה
1021,schenken::V,largiri,נתן במתנה
1022,versprechen::V,polliceri,הבטיח
1023,versprechen::V,promittere,הבטיח
1024,loben::V,laudare,שבח
1025,küssen::V,osculari,נשק
1026,zudecken::V,tegere,כסה
1027,wecken::V,excitare,עורר
1028,zeigen::V,monstrare,הראה
1029,führen::V,ducere,הביא
1030,führen::V,ducere,הוביל
1031,lehren::V,docere,למד
1032,unterrichten::V,instituere,למד
1033,aufziehen::V,nutrire,רומם
1034,leiten::V,ducere,נהל
1035,antreiben::V,incitare,המרץ
1036,lassen::V,iubere,נתן
1037,einladen::V,invitare,הזמין
1038,vereinigen::V,coniungere,אחד
1039,vereinigen::V,coniungere,לכד
1040,besuchen::V,visere,בקר
1041,treffen::V,convenire,פגש
1042,sich versammeln::V,convenire,התאסף
1043,spielen::V,ludere,שחק
1044,singen::V,cantare,שר
1045,tanzen::V,saltare,רקד
1046,sich trennen::V,digredi,נפרד
1047,sich trennen::V,discedere,נפרד
1048,verlassen::V,deserere,עזב
1049,verlassen::V,relinquere,עזב
1050,retten::V,servare,הציל
1051,bewachen::V,custodire,שמר
1052,schützen::V,tueri,אבטח
1053,schützen::V,tutari,אבטח
1054,verteidigen::V,defendere,הגן
1055,sich schlagen::V,luctari,התכתש
1056,schießen::V,iaculari,ירה
1057,siegen::V,vincere,גבר
1058,siegen::V,vincere,נצח
1059,ärgern::V,irritare,עצבן
1060,schlagen::V,ferire,הכה
1061,schlagen::V,ferire,הלקה
1062,treten::V,calcare,בעט
1063,stechen::V,pungere,דקר
1064,stoßen::V,tundere,דחק
1065,stehlen::V,furari,גנב
1066,stören::V,turbare,קטע
1067,stören::V,turbare,הפריע
1068,belästigen::V,obtundere,הציק
1069,belästigen::V,obtundere,הטריד
1070,verbergen::V,celare,הצניע
1071,verbergen::V,occultare,הצניע
1072,täuschen::V,fallere,שגע
1073,betrügen::V,fraudare,הונה
1074,töten::V,necare,הרג
1075,töten::V,caedere,הרג
1076,wohnen::V,habitare,גר
1077,arbeiten::V,laborare,עבד
1078,sammeln::V,colligere,אסף
1079,pflücken::V,carpere,קטף
1080,jagen::V,venari,צד
1081,fischen::V,piscari,דג
1082,fassen::V,capere,תפס
1083,hüten::V,custodire,רעה
1084,treiben::V,agere,הוציא
1085,anbinden::V,alligare,קשר
1086,füttern::V,nutrire,הלעיט
1087,melken::V,mulgere,חלב
1088,hacken::V,findere,קצץ
1089,gießen::V,rigare,השקה
1090,reifen::V,maturescere,בשל
1091,zubereiten::V,apparare,הכין
1092,kochen::V,coquere,בשל
1093,backen::V,coquere,אפה
1094,braten::V,torrere,צלה
1095,braten::V,torrere,טגן
1096,umrühren::V,commovere,ערבב
1097,stricken::V,texere,סרג
1098,nähen::V,suere,תפר
1099,färben::V,tingere,צבע
1100,reinigen::V,purgare,נקה
1101,waschen::V,lavare,רחץ
1102,waschen::V,lavare,כבס
1103,abwischen::V,abstergere,נגב
1104,spülen::V,perluere,שטף
1105,fegen::V,verrere,טאטא
1106,kehren::V,purgare,טאטא
1107,baden::V,lavari,טבל
1108,baden::V,lavari,שחה
1109,sich waschen::V,lavari,התרחץ
1110,ausziehen::V,exuere,הוריד
1111,anziehen::V,induere,לבש
1112,sich anziehen::V,vestiri,התלבש
1113,kämmen::V,pectere,סרק
1114,schmücken::V,ornare,קשט
1115,schmücken::V,decorare,קשט
1116,sagen::V,dicere,אמר
1117,sprechen::V,fari,דבר
1118,reden::V,loqui,דבר
1119,sich unterhalten::V,colloqui,שוחח
1120,sich unterhalten::V,disputare,שוחח
1121,fragen::V,rogare,שאל
1122,fragen::V,quaerere,שאל
1123,bitten::V,orare,בקש
1124,bitten::V,rogare,בקש
1125,erzählen::V,narrare,ספר
1126,mitteilen::V,communicare,מסר
1127,mitteilen::V,communicare,הודיע
1128,nennen::V,appellare,קרא בשם
1129,rufen::V,vocare,גיס
1130,rufen::V,vocare,הזמין לבוא
1131,prahlen::V,gloriari,התרברב
1132,übersetzen::V,vertere,תרגם
1133,denken::V,cogitare,חשב
1134,glauben::V,credere,האמין
1135,bemerken::V,animadvertere,הבחין
1136,erkennen::V,cognoscere,זהה
1137,begreifen::V,comprehendere,קלט
1138,begreifen::V,comprehendere,הבין
1139,verstehen::V,intellegere,הבין
1140,lernen::V,discere,למד
1141,wissen::V,scire,ידע
1142,sich erinnern an::V,meminisse,זכר
1143,vergessen::V,oblivisci,שכח
1144,messen::V,metiri,מדד
1145,zählen::V,numerare,ספר
1146,rechnen::V,reri,חשב
1147,rechnen::V,calculare,חשב
1148,lesen::V,legere,קרא
1149,malen::V,pingere,ציר
1150,zeichnen::V,scribere,שרטט
1151,schreiben::V,scribere,כתב
1152,besitzen::V,possidere,היה בעל של
1153,kaufen::V,emere,קנה
1154,kaufen::V,emere,רכש
1155,verkaufen::V,vendere,מכר
1156,bezahlen::V,pendere,שלם
1157,zahlen::V,solvere,שלם
1158,beherrschen::V,regere,שלט
1159,beherrschen::V,imperare,שלט
1160,ertragen::V,tolerare,סבל
1161,ertragen::V,sustinere,סבל
1162,wünschen::V,,אחל
1163,wiegen::V,,נדנד
