,Concept_ID,pl,ml
640,fremd::A,cudzy,വൈദേശികമായ
641,verschieden::A,różny,വ്യത്യസ്തമായ
642,nah::A,bliski,അരികത്തുള്ള
643,fern::A,daleki,അകലെയുള്ള
644,linker::A,lewy,അവശേഷിച്ച
645,rechter::A,prawy,വലത്തേ
646,anderer::A,inny,മറ്റുള്ള
647,erster::A,pierwszy,ആദ്യത്തെ
648,zweiter::A,drugi,രണ്ടാം
649,dritter::A,trzeci,മൂന്നാമത്
650,letzter::A,ostatni,അവസാനത്തെ
651,allein::ADV,sam,തനിച്ചുള്ള
652,auf einmal::ADV,naraz,ഉടന്
653,zusammen::ADV,razem,ഒരുമിച്ച
654,lange::ADV,długo,നീണ്ട_കാലത്തേയ്ക്ക്
655,plötzlich::ADV,nagle,പെട്ടെന്ന്
656,sofort::ADV,natychmiast,തത്ക്ഷണം
657,später::ADV,później,പിന്നീട്
658,jetzt::ADV,teraz,ഇപ്പോൾ
659,jetzt::ADV,obecnie,ഇപ്പോൾ
660,heute::ADV,dziś,ഇന്ന്
661,heute::ADV,dzisiaj,ഇന്ന്
662,morgen::ADV,jutro,നാളെ
663,bald::ADV,wkrótce,ഉടനെ
664,dann::ADV,potem,അപ്പോൾ
665,gestern::ADV,wczoraj,ഇന്നലെ
666,einst::ADV,kiedyś,പണ്ടൊരിക്കല്
667,einst::ADV,niegdyś,പണ്ടൊരിക്കല്
668,damals::ADV,wtedy,അപ്പോൾ
669,damals::ADV,wówczas,അപ്പോൾ
670,danach::ADV,następnie,പിന്നീട്
671,vorher::ADV,przedtem,മുൻപ്
672,zuerst::ADV,naprzód,ആദ്യം
673,zuerst::ADV,najpierw,ആദ്യം
674,einmal::ADV,raz,ഒരിക്കൽ
675,manchmal::ADV,czasem,ചിലപ്പോൾ
676,oft::ADV,często,പലപ്പോഴും
677,immer::ADV,zawsze,എപ്പോഴും
678,niemals::ADV,nigdy,ഒരിക്കലും
679,hier::ADV,tu,ഇവിടെ
680,hier::ADV,tutaj,ഇവിടെ
681,hierhin::ADV,tu,ഇവിടേക്ക്
682,von hier::ADV,stąd,ഇവിടെനിന്ന്
683,dort::ADV,tam,അവിടെ
684,dorthin::ADV,tam,അവിടേക്ക്
685,geradeaus::ADV,prosto,മുമ്പിൽ
686,geradeaus::ADV,prosto,മുമന്നോട്ട്
687,vorwärts::ADV,naprzód,മുന്നോട്ട്
688,rückwärts::ADV,wstecz,തലതിരിച്ച്
689,zurück::ADV,z powrotem,പുറകിലേക്ക്
690,unten::ADV,u dołu,താഴെ
691,unten::ADV,na dole,താഴെ
692,hinab::ADV,na_dół,താഴേക്ക്
693,hinab::ADV,w_dół,താഴേക്ക്
694,oben::ADV,w górze,മുകളിൽ
695,oben::ADV,na górze,മുകളിൽ
696,hinauf::ADV,w górę,മുകളിൽ
697,hinauf::ADV,na górę,മുകളിൽ
698,überall::ADV,wszędzie,എല്ലായിടത്തും
699,nicht::ADV,nie,ഇല്ല
700,ein wenig::ADV,trochę,കുറച്ച്
701,kaum::ADV,ledwie,കഷ്ടിച്ച്
702,kaum::ADV,prawie nie,കഷ്ടിച്ച്
703,sehr::ADV,bardzo,വളരെ
704,so::ADV,tak,അങ്ങനെ
705,noch::ADV,jeszcze,ഇപ്പോഴും
706,nur::ADV,tylko,മാത്രം
707,schon::ADV,już,നേരത്തേ തന്നെ
708,wieder::ADV,znów,വീണ്ടും
709,wieder::ADV,znowu,വീണ്ടും
710,vergebens::ADV,na próżno,വിഫല
711,vor::PRP,przed,മുമ്പിൽ
712,hinter::PRP,za,പുറകിൽ
713,unter::PRP,pod,കീഴിൽ
714,durch::PRP,przez,ഉള്ളിലൂടെ
715,neben::PRP,obok,അടുത്ത്
716,zwischen::PRP,między,ഇടയ്ക്ക്
717,wegen::PRP,z powodu,നിമിത്തം
718,dies::PRN,to,ഇത്
719,das::PRN,to,അത്
720,alles::PRN,wszystko,എല്ലാം
721,ich::PRN,ja,ഞാൻ
722,du::PRN,ty,നിങ്ങൾ
723,er::PRN,on,അദ്ദേഹം
724,er::PRN,on,അയാൾ
725,er::PRN,on,അവൻ
726,er::PRN,on,അവർ
727,er::PRN,on,അവൾ
728,wir::PRN,my,നമ്മൾ
729,ihr::PRN,wy,നിങ്ങൾ
730,sie::PRN,oni,അവർ
731,was::FPRN,co,എന്ത്
732,wer::FPRN,kto,ആര്
733,wo::FADV,gdzie,എവിടെ
734,wohin::FADV,dokąd,എവിടേക്ക്
735,wie::FADV,jak,എങ്ങനെ
736,warum::FADV,dlaczego,എന്തുകൊണ്ട്
737,wieviel::FNUM,ile,എത്ര
738,eins::NUM,jeden,ഒന്ന്
739,zwei::NUM,dwa,രണ്ട്
740,drei::NUM,trzy,മൂന്ന്
741,vier::NUM,cztery,നാല്
742,fünf::NUM,pięć,അഞ്ച്
743,sechs::NUM,sześć,ആറ്
744,sieben::NUM,siedem,ഏഴ്
745,acht::NUM,osiem,എട്ട്
746,neun::NUM,dziewięć,ഒമ്പത്
747,zehn::NUM,dziesięć,പത്ത്
748,elf::NUM,jedenaście,പതിനൊന്ന്
749,zwölf::NUM,dwanaście,പന്ത്രണ്ട്
750,zwanzig::NUM,dwadzieścia,ഇരുപത്
751,dreißig::NUM,trzydzieści,മുപ്പത്
752,vierzig::NUM,czterdzieści,നാൽപ്പത്
753,fünfzig::NUM,pięćdziesiąt,അൻപത്
754,sechzig::NUM,sześćdziesiąt,അറുപത്
755,siebzig::NUM,siedemdziesiąt,എഴുപത്
756,achtzig::NUM,osiemdziesiąt,എൺപത്
757,neunzig::NUM,dziewięćdziesiąt,തൊണ്ണൂറ്
758,hundert::NUM,sto,നൂറ്
759,tausend::NUM,tysiąc,ആയിരം
760,und::CNJ,i,ഉം
761,oder::CNJ,lub,അഥവാ
762,oder::CNJ,albo,അഥവാ
763,stehen::V,stać,നിൽക്കുക
764,sitzen::V,siedzieć,ഇരിക്കുക
765,liegen::V,leżeć,കിടക്കുക
766,hängen::V,wisieć,തൂങ്ങുക
767,werden::V,zostać,ആയിത്തീരുക
768,werden::V,stać się,ആയിത്തീരുക
769,passieren::V,dziać się,സംഭവിക്കുക
770,passieren::V,zdarzyć się,സംഭവിക്കുക
771,beginnen::V,zacząć się,ആരംഭിക്കുക
772,enden::V,kończyć się,അവസാനിപ്പിക്കുക
773,wechseln::V,zmienić się,മാറ്റുക
774,aufgehen[Sonne]::V,wzejść,ഉയരുക
775,untergehen[Sonne]::V,zajść,അടുക്കി_വയ്ക്കുക
776,scheinen[Sonne]::V,świecić,പ്രകാശിക്കുക
777,donnern::V,grzmieć,ഇടിവെട്ടുക
778,wehen::V,wiać,വീശുക
779,strömen::V,płynąć,ഒഴുകുക
780,strömen::V,lać się,ഒഴുകുക
781,fließen::V,ciec,ഒഴുകുക
782,fließen::V,płynąć,ഒഴുകുക
783,sich drehen::V,obracać się,ചുറ്റുക
784,sich drehen::V,obracać się,കറക്കുക
785,schwanken::V,chwiać się,ഇരുവശത്തേയ്ക്കും_ആടുക
786,schwingen::V,wahać się,ആടുക
787,fallen::V,padać,വീഴുക
788,brennen::V,palić się,കത്തുക
789,rauchen::V,dymić,പുകയുക
790,rauchen::V,dymić się,പുകയുക
791,regnen::V,padać,മഴ_പെയ്യുക
792,gefrieren::V,zamarznąć,തണത്ത്_മരവിക്കുക
793,tauen::V,tajać,അലിയുക
794,schmelzen::V,topnieć,ഉരുകുക
795,trocknen::V,schnąć,വരളുക
796,sieden::V,wrzeć,തിളപ്പിക്കുക
797,sieden::V,kipieć,തിളപ്പിക്കുക
798,faulen::V,gnić,ചീയുക
799,verfaulen::V,zgnić,അഴുകുക
800,reißen::V,urywać się,ശബ്ദത്തോടെ_മുറിയുക
801,versinken::V,tonąć,മുക്കുക
802,vergehen::V,przechodzić,കടന്നുപോകുക
803,erscheinen::V,zjawiać się,പ്രത്യക്ഷപ്പെടുക
804,verschwinden::V,zniknąć,അദൃശ്യമാകുക
805,sinken::V,spadać,താഴുക
806,abnehmen::V,spadać,കുറിയുക
807,zunehmen::V,wzrosnąć,വർദ്ധിക്കുക
808,steigen::V,wzrastać,ഉയരുക
809,wachsen::V,rosnąć,വളരുക
810,glänzen::V,błyszczeć,മിന്നുക
811,funkeln::V,zabłyszczeć,തിളങ്ങുക
812,lärmen::V,hałasować,ശബ്ദമുണ്ടാക്കുക
813,läuten::V,dzwonić,മണിമുഴങ്ങുക
814,klingeln::V,dzwonić,ചിലമ്പുക
815,klirren::V,brzęczeć,കിലുക്കുക
816,brausen::V,huczeć,മുഴങ്ങുക
817,rauschen::V,szumieć,അനങ്ങുക
818,rauschen::V,szeleścić,അനങ്ങുക
819,klingen::V,brzmieć,മുഴക്കുക
820,klingen::V,dźwięczeć,മുഴക്കുക
821,bellen::V,szczekać,കുരയ്ക്കുക
822,heulen::V,wyć,ഓരിയിടുക
823,blasen::V,dmuchnąć,ഊതുക
824,pfeifen::V,gwizdać,വിസിലടിക്കുക
825,schreien::V,krzyczeć,ആക്രോശിക്കുക
826,stöhnen::V,stękać,അരക്കം
827,stöhnen::V,stękać,ആർത്തനാദം
828,zittern::V,drżeć,വിറയ്ക്കുക
829,leben::V,żyć,താമസിക്കുക
830,geboren werden::V,urodzić się,ജനിക്കുക
831,atmen::V,oddychać,ശ്വസിക്കുക
832,trinken::V,pić,കുടിക്കുക
833,essen::V,jeść,കഴിക്കുക
834,schlucken::V,połknąć,വിഴുങ്ങുക
835,müde werden::V,zmęczyć się,ക്ഷീണിക്കുക
836,einschlafen::V,zasnąć,നിദ്രിക്കുക
837,schlafen::V,spać,ഉറങ്ങുക
838,aufwachen::V,obudzić się,ഉണരുക
839,aufstehen::V,wstać,എഴുന്നേൽക്കുക
840,sich erholen::V,wypoczywać,വിശ്രമിക്കുക
841,krank werden::V,zachorować,ദീനംപിടിക്കുക
842,krank sein::V,chorować,രോഗികളാകുക
843,schmerzen::V,boleć,വേദനിക്കുക
844,husten::V,kaszlać,ചുമയ്ക്കുക
845,genesen::V,wyzdrowieć,സുഖപ്പെടുക
846,sterben::V,umrzeć,മരിക്കുക
847,umkommen::V,zginąć,മരിക്കുക
848,sich bewegen::V,poruszać się,സ്ഥലം_മാറുക
849,sich rühren::V,ruszyć się,ചലിക്കുക
850,sich erheben::V,podnieść się,നിൽക്കുക
851,sich setzen::V,usiąść,ഇരിക്കുക
852,hinfallen::V,upaść,വീഴുക
853,laufen::V,chodzić,നടക്കുക
854,schreiten::V,kroczyć,നടക്കുക
855,spazierengehen::V,iść na spacer,ഉലാത്തുക
856,eilen::V,pospieszać,പാഞ്ഞെത്തുക
857,sich beeilen::V,pospieszyć się,തിരിക്കുകൂട്ടുക
858,sich beeilen::V,pospieszyć się,തിടുക്കം_കാട്ടുക
859,sausen::V,pędzić,കുതിക്കുക
860,rennen::V,biec,ഓടുക
861,rennen::V,biegać,ഓടുക
862,springen::V,skakać,ചാടുക
863,klettern::V,wspinać się,കയറുക
864,schaukeln::V,huśtać,ഇളകുക
865,schaukeln::V,kołysać,ഇളകുക
866,kriechen::V,pełzać,പതുങ്ങികയറുക
867,kriechen::V,czołgać się,പതുങ്ങികയറുക
868,schwimmen::V,pływać,നീന്തുക
869,tauchen::V,zanurzać się,വെള്ളത്തിലേക്ക് ചാടുക
870,rudern::V,wiosłować,തുഴയുക
871,fahren::V,jechać,വാഹനം ഓടിക്കുക
872,fliegen::V,latać,പറക്കുക
873,fliegen::V,lecieć,പറക്കുക
874,gehen::V,iść,പോകുക
875,weggehen::V,odejść,വിടുക
876,abfahren::V,odjechać,പുറപ്പെടുക
877,anhalten::V,zatrzymać się,നിർത്തുക
878,hineingehen::V,wchodzić,പ്രവേശിക്കുക
879,eintreten::V,wejść,പ്രവേശിക്കുക
880,eintreten::V,nastąpić,പ്രവേശിക്കുക
881,kommen::V,przyjść,വരുക
882,ankommen::V,przybyć,എത്തിച്ചേരുക
883,zurückkommen::V,wrócić,തിരിച്ചു വരുക
884,bleiben::V,zostać,തുടരുക
885,warten::V,czekać,കാത്തിരിക്കുക
886,erwarten::V,oczekiwać,പ്രതീക്ഷിക്കുക
887,suchen::V,szukać,തിരയുക
888,finden::V,znaleźć,കണ്ടെത്തുക
889,versuchen::V,próbować,ശ്രമിക്കുക
890,vorbereiten::V,przygotować,തയ്യാറെടുക്കുക
891,lieben::V,kochać,സ്നേഹിക്കുക
892,mögen::V,lubić,ഇഷ്ടപ്പെടുക
893,lachen::V,śmiać się,ചിരിക്കുക
894,rühren::V,wzruszyć,ഹൃദയം സ്പർശിക്കുക
895,weinen::V,płakać,തേങ്ങുക
896,schimpfen::V,kląć,പിറുപിറുക്കുക
897,sich ärgern::V,gniewać się,കോപിക്കുക
898,sich fürchten::V,bać się,പേടിക്കുക
899,fürchten::V,bać się,പേടിക്കുക
900,fliehen::V,uciekać,രക്ഷപ്പെടുക
901,flüchten::V,uciec,രക്ഷപ്പെടുക
902,sehen::V,widzieć,കാണുക
903,sehen::V,zobaczyć,കാണുക
904,anschauen::V,oglądać,നോക്കുക
905,ansehen::V,popatrzeć na,നോക്കുക
906,hören::V,słyszeć,കേൾക്കുക
907,zuhören::V,słuchać,ശ്രദ്ധിക്കുക
908,probieren::V,kosztować,രുചിയുള്ളതായി_തോന്നുക
909,riechen::V,wąchać,മണത്തു_നോക്കുക
910,fühlen::V,czuć,സ്പർശിച്ചറിയുക
911,fühlen::V,odczuwać,സ്പർശിച്ചറിയുക
912,scheinen::V,wydawać się,കാണപ്പെടുക
913,zu sehen sein::V,widnieć,വെളിച്ചപ്പെടുക
914,vernehmen::V,usłyszeć,കേൾക്കുക
915,frieren::V,marznąć,വിറയ്ക്കുക
916,tun::V,czynić,ചെയ്യുക
917,können::V,móc,കഴിയുക
918,können::V,umieć,കഴിയുക
919,wollen::V,chcieć,വേണുക
920,anfangen::V,zacząć,തുടങ്ങുക
921,beenden::V,zakończyć,പൂർത്തിയാക്കുക
922,aufhören::V,przestać,നിർത്തുക
923,gelingen::V,udać się,വിജയിക്കുക
924,geraten::V,udać się,പരിണമിക്കുക
925,öffnen::V,otworzyć,തുറക്കുക
926,schließen::V,zamknąć,അടയ്ക്കുക
927,stellen::V,postawić,വയ്ക്കുക
928,setzen::V,posadzić,വയ്ക്കുക
929,legen::V,kłaść,ഇടുക
930,berühren::V,dotykać,തൊടുക
931,verbinden::V,łączyć,ഘടിപ്പിക്കുക
932,bedecken::V,przykryć,മുടുക
933,aufhängen::V,powiesić,കെട്ടിതൂക്കുക
934,anzünden::V,zapalić,കത്തിക്കുക
935,aufheben::V,podnieść,പെറുക്കിയെടുക്കുക
936,zurücklassen::V,zostawić,വച്ചുപോരുക
937,verlieren::V,zgubić,നഷ്ടപ്പെടുക
938,fallen lassen::V,upuścić,വീഴ്ത്തുക
939,machen::V,zrobić,ഉണ്ടാക്കുക
940,herstellen::V,wytworzyć,ഉൽപാദിപ്പിക്കുക
941,bauen::V,budować,നിർമ്മിക്കുക
942,reparieren::V,naprawiać,നന്നാക്കുക
943,verbessern::V,ulepszyć,മെച്ചപ്പെടുക
944,ändern::V,zmienić,മാറ്റംവരുത്തുക
945,graben::V,kopać,കുഴിക്കുക
946,beugen::V,zagiąć,വണങ്ങുക
947,biegen::V,zgiąć,കുനിയുക
948,drehen::V,obracać,തിരിക്കുക
949,wenden::V,obrocić,തിരിയുക
950,umdrehen::V,obrocić,തിരിയുക
951,heben::V,podnosić,ഉയർത്തുക
952,hochheben::V,podnieść,ഉയർത്തുക
953,ergreifen::V,chwycić,ബലമായി_പിടിക്കുക
954,halten::V,trzymać,പിടിക്കുക
955,drücken::V,naciskać,അമർത്തുക
956,schieben::V,pchać,തള്ളുക
957,schieben::V,posuwać,തള്ളുക
958,kratzen::V,drapać,ചുരണ്ടുക
959,lecken::V,lizać,നക്കുക
960,beißen::V,kąsać,കടിക്കുക
961,abreißen::V,oderwać,കീറിക്കളയുക
962,abschneiden::V,odciąć,മുറിച്ചുമാറ്റുക
963,binden::V,wiązać,കെട്ടുക
964,stecken::V,wetknąć,തുളയ്ക്കുക
965,brechen::V,złamać,ഉടയുക
966,klopfen::V,pukać,തട്ടുക
967,klopfen::V,stukać,തട്ടുക
968,hauen::V,bić,അടിക്കുക
969,kleben::V,kleić,ഒട്ടിക്കുക
970,reiben::V,trzeć,തിരുമ്മിത്തുടയ്ക്കുക
971,streichen::V,smarować,പടർത്തുക
972,schleifen::V,ostrzyć,പൊടിക്കുക
973,schneiden::V,ciąć,മുറിക്കുക
974,schneiden::V,krajać,മുറിക്കുക
975,rütteln::V,trząść,മുട്ടുക
976,schütteln::V,trząść,കുലുക്കുക
977,schwenken::V,machać,ആടുക
978,schütten::V,nasypać,ഒഴിക്കുക
979,füllen::V,napełnić,നിറയ്ക്കുക
980,einwickeln::V,zawinąć,പൊതിയുക
981,tragen::V,nieść,വഹിക്കുക
982,schleppen::V,wlec,വലിച്ചിഴയ്ക്കുക
983,ziehen::V,ciągnąć,വലിക്കുക
984,aufbewahren::V,przechowywać,വയ്ക്കുക
985,werfen::V,rzucać,എറിയുക
986,fangen::V,łowić,പിടിക്കുക
987,packen::V,chwycić,തട്ടിപ്പറിക്കുക
988,verstecken::V,ukryć,മറയ്ക്കുക
989,verstecken::V,schować,മറയ്ക്കുക
990,teilen::V,podzielić,വിഭജിക്കുക
991,schicken::V,posyłać,അയയ്ക്കുക
992,bringen::V,przynieść,കൊണ്ടുവരുക
993,hinzufügen::V,dodać,കൂട്ടുക
994,bekommen::V,dostać,കിട്ടുക
995,erhalten::V,otrzymać,സ്വീകരിക്കുക
996,nehmen::V,wziąć,എടുക്കുക
997,wählen::V,wybrać,തിരഞ്ഞെടുക്കുക
998,auswählen::V,wybrać,തിരഞ്ഞെടുക്കുക
999,bewahren::V,zachować,പുലർത്തുക
1000,behindern::V,utrudnić,തടയിടുക
1001,behindern::V,przeszkadzać,തടയിടുക
1002,verderben::V,zepsuć,നശിപ്പിക്കുക
1003,beschädigen::V,uszkodzić,ക്ഷതമേൽപ്പിക്കുക
1004,zerbrechen::V,złamać,ഉടയുക
1005,zerreißen::V,drzeć,കീറുക
1006,zerreißen::V,rozdzierać,കീറുക
1007,zerstören::V,zniszczyć,നശിപ്പിക്കുക
1008,verbrennen::V,spalić,കത്തിനശിക്കുക
1009,verbrennen::V,spalić,കത്തിച്ചുകളയുക
1010,geben::V,dać,കൊടുക്കുക
1011,geben::V,dać,തരുക
1012,reichen::V,podać,കൈമാറുക
1013,schenken::V,darować,സമ്മാനം കൊടുക്കുക
1014,versprechen::V,obiecać,വാഗ്ദാനം_നൽകുക
1015,wünschen::V,życzyć,ആഗ്രഹിക്കുക
1016,loben::V,chwalić,പുകഴ്ത്തുക
1017,küssen::V,całować,ഉമ്മവയ്ക്കുക
1018,wiegen::V,kołysać,ഇളകുക
1019,zudecken::V,przykryć,മുടുക
1020,wecken::V,zbudzić,ഉണർത്തുക
1021,zeigen::V,pokazać,കാണിക്കുക
1022,führen::V,wieść,നടത്തുക
1023,führen::V,prowadzić,നടത്തുക
1024,lehren::V,uczyć,പഠിപ്പിക്കുക
1025,unterrichten::V,nauczać,പരിശീലിപ്പിക്കുക
1026,aufziehen::V,wychować,വളർത്തിക്കൊണ്ടുവരുക
1027,leiten::V,kierować,നയിക്കുക
1028,antreiben::V,popędzić,പ്രേരിപ്പിക്കുക
1029,lassen::V,zostawić,അനുവദിക്കുക
1030,einladen::V,zaprosić,ക്ഷണിക്കുക
1031,vereinigen::V,zjednoczyć,കൂടിച്ചേരുക
1032,besuchen::V,odwiedzić,സന്ദർശിക്കുക
1033,treffen::V,trafić,തമ്മിൽ കാണുക
1034,treffen::V,spotkać,തമ്മിൽ കാണുക
1035,sich versammeln::V,zebrać się,സംയോജിപ്പിക്കുക
1036,sich versammeln::V,zgromadzić się,സംയോജിപ്പിക്കുക
1037,spielen::V,grać,കളിക്കുക
1038,spielen::V,bawić się,കളിക്കുക
1039,singen::V,śpiewać,പാടുക
1040,tanzen::V,pląsać,നൃത്തം ചെയ്യുക
1041,tanzen::V,tańczyć,നൃത്തം ചെയ്യുക
1042,sich trennen::V,rozstać się,നേർപെടുത്തുക
1043,verlassen::V,opuścić,പിൻവാങ്ങുക
1044,retten::V,ocalić,രക്ഷിക്കുക
1045,retten::V,uratować,രക്ഷിക്കുക
1046,bewachen::V,pilnować,കാവൽനിൽക്കുക
1047,schützen::V,ochronić,പരിരക്ഷിക്കുക
1048,verteidigen::V,bronić,പ്രതിരോധിക്കുക
1049,sich schlagen::V,pobić się,കലഹിക്കുക
1050,schießen::V,strzelać,വെടിവെക്കുക
1051,siegen::V,zwycziężyć,വിജയിക്കുക
1052,ärgern::V,gniewać,വിഷമിപ്പിക്കുക
1053,schlagen::V,bić,അടിക്കുക
1054,schlagen::V,uderzyć,അടിക്കുക
1055,treten::V,kopnąć,തൊഴിക്കുക
1056,stechen::V,ukłuć,കുത്തുക
1057,stoßen::V,popchnąć,തള്ളുക
1058,stehlen::V,ukraść,മോഷ്ടിക്കുക
1059,stören::V,zakłócić,ശല്യപ്പെടുത്തുക
1060,stören::V,przeszkodzić,ശല്യപ്പെടുത്തുക
1061,belästigen::V,dokuczać,മെനക്കെടുക
1062,verbergen::V,ukryć,മറയ്ക്കുക
1063,verbergen::V,ukryć,ഒളിക്കുക
1064,täuschen::V,łudzić,കബളിപ്പിക്കുക
1065,betrügen::V,oszukać,ചതിക്കുക
1066,töten::V,zabić,കൊല്ലുക
1067,wohnen::V,mieszkać,താമസിക്കുക
1068,arbeiten::V,pracować,ജോലിചെയ്യുക
1069,sammeln::V,zebrać,സഞ്ചയിക്കുക
1070,pflücken::V,zerwać,പറിച്ചെടുക്കുക
1071,jagen::V,polować,വേട്ടയാടുക
1072,fischen::V,łowić ryby,മീൻ പിടിക്കുക
1073,fassen::V,złapać,പിടിക്കുക
1074,hüten::V,paść,ചേർക്കുക
1075,treiben::V,pędzić,വാഹനം_ഓടിക്കുക
1076,anbinden::V,przywiązać,കെട്ടിയിടുക
1077,füttern::V,karmić,തീറ്റുക
1078,melken::V,doić,പാലുകറക്കുക
1079,hacken::V,rąbać,വെട്ടിമുറിക്കുക
1080,gießen::V,lać,നനയ്ക്കുക
1081,gießen::V,podlać,നനയ്ക്കുക
1082,reifen::V,dojrzeć,പാകമാകുക
1083,zubereiten::V,przyrządzić,പാചകം_ചെയ്യുക
1084,kochen::V,gotować,വേവിക്കുക
1085,backen::V,piec,ബേക്ക് ചെയ്യുക
1086,braten::V,piec,പോരിക്കുക
1087,braten::V,smażyć,പോരിക്കുക
1088,umrühren::V,przemieszać,ഇളക്കുക
1089,stricken::V,dziać,മെടയുക
1090,nähen::V,szyć,തുന്നുക
1091,färben::V,pofarbować,ചായം പൂശുക
1092,reinigen::V,oczyścić,വൃത്തിയാക്കുക
1093,waschen::V,prać,കഴുകുക
1094,abwischen::V,obetrzeć,തുടയ്ക്കുക
1095,spülen::V,płukać,കഴുകുക
1096,fegen::V,zamiatać,അടിച്ചുവാരുക
1097,kehren::V,zamieść,അടിച്ചുവാരുക
1098,baden::V,kąpać się,നീന്തിത്തുടിക്കുക
1099,sich waschen::V,myć się,കഴുകുക
1100,ausziehen::V,zdjąć,ഇഴുക്കുക
1101,anziehen::V,włożyć,ഉടുക്കുക
1102,sich anziehen::V,ubrać się,ധരിച്ച നേടുകയുക
1103,kämmen::V,uczesać,മുടിചീകുക
1104,schmücken::V,ozdabiać,അലങ്കരിക്കുക
1105,sagen::V,powiedzieć,പറയുക
1106,sprechen::V,mówić,സംസാരിക്കുക
1107,reden::V,mówić,സംസാരിക്കുക
1108,sich unterhalten::V,rozmawiać,നർമ്മസല്ലാപം നടത്തുക
1109,fragen::V,zapytać,ചോദിക്കുക
1110,bitten::V,prosić,അപേക്ഷിക്കുക
1111,erzählen::V,opowiedzieć,പറയുക
1112,mitteilen::V,zawiadomić o,അറിയിക്കുക
1113,nennen::V,nazwać,പേരിടുക
1114,rufen::V,wołać,വിളിക്കുക
1115,prahlen::V,chełpić się,പൊങ്ങച്ചം പറയുക
1116,übersetzen::V,tłumaczyć,പരിഭാഷപ്പെടുത്തുക
1117,denken::V,myśleć,ചിന്തിക്കുക
1118,glauben::V,sądzić,വിശ്വസിക്കുക
1119,glauben::V,wierzyć,വിശ്വസിക്കുക
1120,bemerken::V,zauważyć,ശ്രദ്ധിക്കുക
1121,erkennen::V,poznać,തിരിചറിയുക
1122,begreifen::V,zrozumieć,കൈപ്പിടിയിലാക്കുക
1123,verstehen::V,rozumieć,മനസ്സിലാക്കുക
1124,verstehen::V,dosłyszeć,മനസ്സിലാക്കുക
1125,lernen::V,uczyć się,പഠിക്കുക
1126,wissen::V,wiedzieć,അറിയുക
1127,sich erinnern an::V,przypomnieć sobie,ഓർമിക്കുക
1128,vergessen::V,zapomnieć,മറക്കുക
1129,messen::V,mierzyć,അളക്കുക
1130,zählen::V,liczyć,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1131,rechnen::V,rachować,ഗണിക്കുക
1132,lesen::V,czytać,വായിക്കുക
1133,malen::V,malować,ചിത്രം വരയ്ക്കുക
1134,zeichnen::V,rysować,വരയ്ക്കുക
1135,schreiben::V,pisać,എഴുതുക
1136,besitzen::V,posiadać,സ്വന്തമാക്കുക
1137,kaufen::V,kupić,വാങ്ങുക
1138,verkaufen::V,sprzedać,വിൽക്കുക
1139,bezahlen::V,zapłacić,പരിഹാരം ചെയ്യുക
1140,zahlen::V,płacić,പണം അടയ്ക്കുക
1141,beherrschen::V,opanować,ഭരിക്കുക
1142,ertragen::V,znieść,താങ്ങുക
