,Concept_ID,es,eu
150,Wurzel::N,raíz,sustrai
151,Baum::N,árbol,zuhaitz
152,Stamm::N,tronco,enbor
153,Rinde::N,corteza,azal
154,Ast::N,rama,adar
155,Zweig::N,ramo,abar
156,Blatt::N,hoja,hosto
157,Birke::N,abedul,urki
158,Kiefer[Baum]::N,pino,ler
159,Weide[Baum]::N,sauce,zume
160,Weide[Baum]::N,sauce,sahats
161,Tanne::N,abeto,izei
162,Horn::N,asta,adar
163,Horn::N,cuerno,adar
164,Feder::N,pluma,luma
165,Feder::N,pluma,hegaki
166,Fell::N,piel,ile
167,Fell::N,piel,larru
168,Flügel::N,ala,hego
169,Klaue::N,garra,atzapar
170,Kralle::N,uña,erpe
171,Kralle::N,uña,atzapar
172,Kralle::N,garra,erpe
173,Kralle::N,garra,atzapar
174,Schwanz::N,cola,isats
175,Schwanz::N,cola,buztan
176,Ei::N,huevo,arrautza
177,Nest::N,nido,habia
178,Bau::N,madriguera,ohantze
179,Tier::N,animal,abere
180,Tier::N,animal,piztia
181,Herde::N,rebaño,saldo
182,Herde::N,rebaño,abere talde
183,Kuh::N,vaca,behi
184,Bulle::N,toro,zezen
185,Pferd::N,caballo,zaldi
186,Schaf::N,oveja,ardi
187,Schwein::N,cerdo,urde
188,Schwein::N,cerdo,txerri
189,Hund::N,perro,txakur
190,Katze::N,gato,katu
191,Bär::N,oso,hartz
192,Eichhörnchen::N,ardilla,urtxintxa
193,Elch::N,alce,altze
194,Fuchs::N,zorro,azeri
195,Hase::N,liebre,erbi
196,Maus::N,ratón,sagu
197,Wolf::N,lobo,otso
198,Vogel::N,ave,txori
199,Vogel::N,ave,hegazti
200,Vogel::N,pájaro,txori
201,Vogel::N,pájaro,hegazti
202,Schwarm::N,bandada,aldra
203,Huhn::N,gallina,oilo
204,Hahn::N,gallo,oilar
205,Gans::N,oca,antzara
206,Gans::N,ganso,antzara
207,Adler::N,águila,arrano
208,Ente::N,pato,ahate
209,Eule::N,lechuza,hontza
210,Kranich::N,grulla,kurrilo
211,Krähe::N,corneja,bele
212,Kuckuck::N,cuco,kuku
213,Schwan::N,cisne,beltxarga
214,Fisch::N,pez,arrain
215,Barsch::N,perca,perka
216,Hecht::N,lucio,lutxo
217,Schlange[Tier]::N,serpiente,suge
218,Wurm::N,gusano,har
219,Spinne::N,araña,armiarma
220,Ameise::N,hormiga,inurri
221,Laus::N,piojo,zorri
222,Mücke::N,mosquito,eltxo
223,Fliege::N,mosca,euli
224,Schmetterling::N,mariposa,pinpirin
225,Schmetterling::N,mariposa,tximeleta
226,Beere::N,baya,baia
227,Apfel::N,manzana,sagar
228,Pilz::N,seta,onddo
229,Pilz::N,seta,perretxiko
230,Pilz::N,hongo,onddo
231,Pilz::N,hongo,perretxiko
232,Zwiebel::N,cebolla,tipula
233,Saat::N,siembra,haziak
234,Korn::N,grano,ale
235,Korn::N,grano,pikor
236,Heu::N,heno,belar ondu
237,Schale::N,cáscara,azal
238,Grube::N,foso,hobi
239,Falle::N,trampa,harrapagailu
240,Schlinge::N,lazo,bilur
241,Schlinge::N,lazo,xedera
242,Spur::N,huella,lorratz
243,Asche::N,ceniza,errauts
244,Dreck::N,suciedad,satsukeria
245,Eisen::N,hierro,burdina
246,Gold::N,oro,urre
247,Gold::N,oro,urregorri
248,Silber::N,plata,zilar
249,Silber::N,plata,urrezuri
250,Kohle::N,carbón,ikatz
251,Glas::N,vidrio,beira
252,Glas::N,cristal,beira
253,Lehm::N,barro,buztin
254,Sand::N,arena,harea
255,Sand::N,arena,hondar
256,Mensch::N,hombre,gizaki
257,Mensch::N,ser humano,gizaki
258,Mann::N,hombre,gizon
259,Frau::N,mujer,andere
260,Frau::N,mujer,emakume
261,Kind::N,niño,haur
262,Junge::N,chico,mutil
263,Junge::N,muchacho,mutil
264,Mädchen::N,chica,neska
265,Mädchen::N,muchacha,neska
266,Familie::N,familia,sendi
267,Familie::N,familia,familia
268,Großvater::N,abuelo,aitona
269,Großvater::N,abuelo,aitatxi
270,Großmutter::N,abuela,amona
271,Großmutter::N,abuela,amatxi
272,Eltern::N,padres,gurasoak
273,Vater::N,padre,aita
274,Mutter::N,madre,ama
275,Sohn::N,hijo,seme
276,Tochter::N,hija,alaba
277,Bruder::N,hermano,neba
278,Bruder::N,hermano,anaia
279,Schwester::N,hermana,ahizpa
280,Onkel::N,tío,osaba
281,Tante::N,tía,izeba
282,Ehemann::N,esposo,senar
283,Ehefrau::N,esposa,emazte
284,Freude::N,placer,poz
285,Freude::N,placer,pozkari
286,Freude::N,alegría,poz
287,Freude::N,alegría,pozkari
288,Gelächter::N,risa,barre
289,Gelächter::N,risa,karkara
290,Gelächter::N,carcajada,barre
291,Gelächter::N,carcajada,karkara
292,Glück::N,felicidad,zori
293,Kummer::N,pena,xangrin
294,Kummer::N,pena,atsekabe
295,Wunsch::N,deseo,nahi
296,Wunsch::N,deseo,nahikunde
297,Lust::N,ganas,gogo
298,Geist::N,mente,gogo
299,Geist::N,espíritu,gogo
300,Gedanke::N,idea,gogoeta
301,Gedanke::N,pensamiento,gogoeta
302,Gedächtnis::N,memoria,oroimen
303,Gedächtnis::N,memoria,gogoramen
304,Verstand::N,razón,adimen
305,Verstand::N,razón,ulermen
306,Verstand::N,entendimiento,adimen
307,Verstand::N,entendimiento,ulermen
308,Sinn::N,sentido,zentzu
309,Sinn::N,significado,zentzu
310,Grund::N,causa,zergati
311,Wahrheit::N,verdad,egia
312,Gespräch::N,conversación,hizketa
313,Gespräch::N,conversación,elkarrizketa
314,Märchen::N,cuento,ipuin
315,Erzählung::N,cuento,edesti
316,Erzählung::N,cuento,kontakizun
317,Erzählung::N,narración,edesti
318,Erzählung::N,narración,kontakizun
319,Nachricht::N,mensaje,albiste
320,Neuigkeit::N,noticia,berri
321,Name::N,nombre,izen
322,Rätsel::N,acertijo,asmakizun
323,Rätsel::N,adivinanza,asmakizun
324,Rede::N,discurso,hitzaldi
325,Rede::N,discurso,mintzaldi
326,Sprache::N,lengua,hizkuntza
327,Stimme::N,voz,ahots
328,Wort::N,palabra,hitz
329,Zeichen::N,señal,agerbide
330,Zeichen::N,señal,agergarri
331,Ruf::N,llamada,dei
332,Lärm::N,ruido,zarata
333,Lärm::N,ruido,harrabots
334,Lärm::N,barullo,zarata
335,Lärm::N,barullo,harrabots
336,Laut::N,sonido,hots
337,Ton::N,tono,tonu
338,Ton::N,tono,soinu
339,Lied::N,canción,abesti
340,Ruhe::N,calma,nasaitasun
341,Ruhe::N,silencio,nasaitasun
342,Leute::N,gente,jende
343,Volk::N,pueblo,herri
344,Volk::N,pueblo,populu
345,Arbeit::N,trabajo,lan
346,Gast::N,huésped,arrotz
347,Gast::N,huésped,apopilo
348,Gast::N,invitado,arrotz
349,Gast::N,invitado,apopilo
350,Geschenk::N,regalo,opari
351,Spiel::N,juego,jolas
352,Gesellschaft::N,compañía,gizarte
353,Hilfe::N,ayuda,helpide
354,Hilfe::N,ayuda,laguntza
355,Hilfe::N,socorro,helpide
356,Hilfe::N,socorro,laguntza
357,Freund::N,amigo,lagun
358,Kamerad::N,camarada,adiskide
359,Kamerad::N,camarada,lagunkide
360,Kamerad::N,compañero,adiskide
361,Kamerad::N,compañero,lagunkide
362,Angelegenheit::N,asunto,afera
363,Anzahl::N,cantidad,kopuru
364,Art::N,tipo,mota
365,Art::N,clase,mota
366,Stück::N,pieza,puska
367,Teil::N,parte,atal
368,Hälfte::N,mitad,erdi
369,Kreis::N,círculo,biribilki
370,Kreuz::N,cruz,gurutze
371,Linie::N,línea,linea
372,Strich::N,raya,marra
373,Strich::N,trazo,marra
374,Abstand::N,distancia,tarte
375,Entfernung::N,distancia,urrunera
376,Gegend::N,región,alderdi
377,Gegend::N,región,eskualde
378,Gegend::N,comarca,alderdi
379,Gegend::N,comarca,eskualde
380,Platz::N,espacio,leku
381,Ort::N,sitio,toki
382,Seite::N,lado,albo
383,Seite::N,costado,albo
384,Mitte::N,medio,erdi
385,Mitte::N,centro,erdi
386,Gegenstand::N,objeto,gauzaki
387,Sache::N,cosa,gauza
388,Rand::N,borde,ertz
389,Kante::N,borde,ertz
390,Ecke::N,esquina,kantoi
391,Spitze::N,punta,punta
392,Ende::N,cabo,buru
393,Ende::N,cabo,mutur
394,Ende::N,extremo,buru
395,Ende::N,extremo,mutur
396,Loch::N,agujero,zulo
397,Loch::N,abertura,zulo
398,Winkel::N,ángulo,zoko
399,Winkel::N,ángulo,bazter
400,Muster::N,dibujo,eredu
401,Muster::N,dibujo,marrazki
402,Größe::N,tamaño,kaizu
403,Größe::N,tamaño,tamaina
404,Länge::N,longitud,luzera
405,Höhe::N,altura,goiera
406,Höhe::N,altura,garaiera
407,Höhe::N,altitud,goiera
408,Höhe::N,altitud,garaiera
409,Gewicht::N,peso,hazta
410,Menge::N,cantidad,kopuru
411,Haufen::N,montón,pila
412,Haufen::N,montón,mendoi
413,Reihe::N,fila,ilara
414,Reihe::N,fila,errenkada
415,Boot::N,bote,potin
416,Boot::N,bote,txalupa
417,Boot::N,barca,potin
418,Boot::N,barca,txalupa
419,Ruder::N,remo,arraun
420,Schlitten::N,trineo,lera
421,Schlitten::N,trineo,narra
422,Ski::N,esquí,eski
423,Lagerfeuer::N,hoguera,su
424,Last::N,carga,zama
425,Last::N,carga,karga
426,Gang::N,marcha,ibilera
427,Schritt::N,paso,pauso
428,Schritt::N,paso,urrats
429,Norden::N,norte,ipar
430,Norden::N,norte,iparralde
431,Süden::N,sur,hego
432,Süden::N,sur,hegoalde
433,Westen::N,oeste,sartalde
434,Westen::N,oeste,mendebalde
435,Osten::N,este,ekialde
436,Osten::N,este,sortalde
437,Holz::N,madera,zur
438,Brett::N,tabla,ohol
439,Platte::N,placa,lauza
440,Platte::N,plancha,lauza
441,Stütze::N,sostén,irozgarri
442,Stütze::N,sostén,bermagailu
443,Stütze::N,soporte,irozgarri
444,Stütze::N,soporte,bermagailu
445,Stange::N,vara,haga
446,Stange::N,percha,haga
447,Stock::N,palo,makila
448,Stock::N,bastón,makila
449,Stab::N,vara,makila
450,Stab::N,bastón,makila
451,Rohr::N,tubo,hodi
452,Haus::N,casa,etxe
453,Heim::N,hogar,etxe
454,Heim::N,hogar,etxaleku
455,Ofen::N,estufa,berogailu
456,Fußboden::N,suelo,zoru
457,Tisch::N,mesa,mahai
458,Stuhl::N,silla,aulki
459,Wiege::N,cuna,kuma
460,Wiege::N,cuna,sehaska
461,Bett::N,cama,ohe
462,Bett::N,cama,ohatze
463,Regal::N,estantería,apalategi
464,Kiste::N,caja,kutxa
465,Fenster::N,ventana,leiho
466,Tür::N,puerta,ate
467,Tor::N,puerta,atari
468,Zaun::N,valla,hesi
469,Zaun::N,cercado,hesi
470,Dach::N,techo,teilatu
471,Dach::N,tejado,teilatu
472,Leiter::N,escalera,zurubi
473,Besen::N,escoba,erratz
474,Spaten::N,pala,burdinpala
475,Schaufel::N,pala,pala
476,Schaufel::N,paleta,pala
477,Gabel::N,tenedor,sardexka
478,Löffel::N,cuchara,koilara
479,Messer::N,cuchillo,aizto
480,Nagel::N,clavo,iltze
481,Netz::N,red,sare
482,Haken::N,gancho,mako
483,Haken::N,corchete,mako
484,Griff::N,asa,eskutoki
485,Griff::N,mango,eskutoki
486,Schloss::N,cerradura,sarraila
487,Bild::N,imagen,irudi
488,Figur::N,figura,figura
489,Puppe::N,muñeca,panpina
490,Puppe::N,muñeca,andrakila
491,Beutel::N,bolsa,zorro
492,Bündel::N,haz,azao
493,Bündel::N,haz,espal
494,Tasche::N,bolso,poltsa
495,Eimer::N,cubo,treska
496,Deckel::N,tapa,tapa
497,Deckel::N,tapa,estalki
498,Deckel::N,tapadera,tapa
499,Deckel::N,tapadera,estalki
500,Geschirr::N,vajilla,baxera
501,Geschirr::N,vajilla,ontziteria
502,Sack::N,saco,zaku
503,Tasse::N,taza,kikara
504,Topf::N,olla,ontzi
505,Topf::N,olla,lapiko
506,Topf::N,marmita,ontzi
507,Topf::N,marmita,lapiko
508,Kessel::N,caldera,pazia
509,Essen::N,comida,janaldi
510,Nahrung::N,alimento,jan
511,Speise::N,plato,jaki
512,Fleisch::N,carne,okela
513,Fleisch::N,carne,haragi
514,Getreide::N,cereales,labore
515,Brei::N,puré,ahi
516,Brei::N,puré,pure
517,Brei::N,papilla,ahi
518,Brei::N,papilla,pure
519,Brot::N,pan,ogi
520,Scheibe::N,lonja,xerra
521,Scheibe::N,lonja,pirripita
522,Scheibe::N,rebanada,xerra
523,Scheibe::N,rebanada,pirripita
524,Fett::N,grasa,urin
525,Fett::N,grasa,koipe
526,Butter::N,mantequilla,gurin
527,Öl::N,aceite,olio
528,Salz::N,sal,gatz
529,Suppe::N,sopa,zopa
530,Suppe::N,sopa,salda
531,Honig::N,miel,ezti
532,Milch::N,leche,esne
533,Tee::N,té,te
534,Leder::N,cuero,larru
535,Wolle::N,lana,artile
536,Stoff::N,tela,ehun
537,Stoff::N,tejido,ehun
538,Nadel::N,aguja,orratz
539,Nadel::N,aguja,jostorratz
540,Faden::N,hilo,hari
541,Knopf::N,botón,botoi
542,Knoten::N,nudo,korapilo
543,Farbe::N,pintura,pintura
544,Kleidung::N,ropa,arropa
545,Kleidung::N,ropa,jantziak
546,Kleidung::N,vestidos,arropa
547,Kleidung::N,vestidos,jantziak
548,Hemd::N,camisa,atorra
549,Hemd::N,camisa,alkandora
550,Kragen::N,cuello,idun
551,Ärmel::N,manga,mahuka
552,Hose::N,pantalón,prakak
553,Hose::N,pantalón,galtzak
554,Gürtel::N,cinturón,gerriko
555,Mütze::N,gorro,txano
556,Mütze::N,gorro,txapel
557,Schuh::N,zapato,oski
558,Schuh::N,zapato,oinetako
559,Stiefel::N,bota,bota
560,Ring::N,anillo,uztai
561,Band::N,cinta,zinta
562,Band::N,cinta,xingola
563,Kamm::N,peine,orrazi
564,Spiegel::N,espejo,mirail
565,Riemen::N,correa,uhal
566,Schnur::N,cuerda,lokailu
567,Leine::N,correa,lotura
568,Decke::N,manta,burusi
569,Kissen::N,almohada,kuxin
570,Tuch::N,pañuelo,zapi
571,Tuch::N,pañuelo,oihal
572,Handtuch::N,toalla,eskuzapi
573,Handtuch::N,toalla,eskuoihal
574,Kraft::N,fuerza,indar
575,Stärke::N,fuerza,indar
576,Gesundheit::N,salud,osasun
577,Krankheit::N,enfermedad,eritasun
578,Krankheit::N,enfermedad,gaixotasun
579,Schmerz::N,dolor,min
580,Wunde::N,llaga,zauri
581,Wunde::N,herida,zauri
582,Fieber::N,fiebre,sukar
583,Arznei::N,medicina,osagai
584,Arznei::N,medicina,sendagai
585,Arznei::N,medicamento,osagai
586,Arznei::N,medicamento,sendagai
587,Brücke::N,puente,zubi
588,Brunnen::N,pozo,putzu
589,Weide::N,pasto,alha
590,Weide::N,pasto,bazkaleku
591,Pfad::N,sendero,zidor
592,Pfad::N,sendero,bidexka
593,Weg::N,camino,bide
594,Straße::N,vía,errepide
595,Straße::N,carretera,errepide
596,Dorf::N,aldea,herri
597,Dorf::N,pueblo,herri
598,Stadt::N,ciudad,hiri
599,Brief::N,carta,gutun
600,Brief::N,carta,eskutitz
601,Buch::N,libro,liburu
602,Buchstabe::N,letra,hizki
603,Buchstabe::N,carácter,hizki
604,Zeitung::N,diario,egunkari
605,Zeitung::N,periódico,egunkari
606,Leben::N,vida,bizi
607,Leben::N,vida,bizitza
608,Tod::N,muerte,herio
609,Tod::N,muerte,heriotza
610,Grab::N,tumba,hobi
611,Grab::N,tumba,hilobi
612,Grab::N,sepulcro,hobi
613,Grab::N,sepulcro,hilobi
614,Kirche::N,iglesia,eliza
615,Sünde::N,pecado,hoben
616,Sünde::N,pecado,bekatu
617,Gott::N,dios,jainko
618,Arbeiter::N,obrero,langile
619,Arbeiter::N,obrero,behargin
620,Arbeiter::N,trabajador,langile
621,Arbeiter::N,trabajador,behargin
622,Chef::N,jefe,nagusi
623,Meister::N,maestro,maisu
624,Arzt::N,médico,osagile
625,Arzt::N,médico,sendagile
626,Lehrer::N,profesor,irakasle
627,Geld::N,dinero,diru
628,Geschäft::N,negocio,negozio
629,Laden::N,tienda,denda
630,Laden::N,tienda,saltegi
631,Preis::N,precio,prezio
632,Preis::N,precio,salneurri
633,Ware::N,mercancía,salgai
634,Nutzen::N,provecho,onura
635,Nutzen::N,provecho,probetxu
636,Reichtum::N,riqueza,aberastasun
637,Welt::N,mundo,ludi
638,Welt::N,mundo,mundu
639,Land::N,país,herrialde
640,Staat::N,Estado,estatu
641,König::N,rey,errege
642,Macht::N,poder,botere
643,Macht::N,potencia,botere
644,Grenze::N,frontera,muga
645,Krieg::N,guerra,guda
646,Feind::N,enemigo,etsai
647,Feind::N,enemigo,arerio
648,Gewalt::N,violencia,bortxa
649,Gewalt::N,violencia,bortizkeria
650,Kampf::N,lucha,gudu
651,Kampf::N,lucha,auska
652,Kampf::N,combate,gudu
653,Kampf::N,combate,auska
654,Bogen[Waffe]::N,arco,arku
655,Pfeil::N,flecha,gezi
656,Gewehr::N,fusil,fusil
657,Gewehr::N,escopeta,fusil
658,Fehler::N,error,huts
659,Fehler::N,error,hutsegin
660,Lüge::N,mentira,gezur
661,Schaden::N,daño,kalte
662,Unglück::N,desgracia,zoritxar
663,Unglück::N,desgracia,zorigaitz
664,Schuld::N,culpa,erru
665,Alter::N,edad,adin
666,Schluss::N,fin,bukaera
667,Schluss::N,final,bukaera
668,Zeit::N,tiempo,aldi
669,Zeit::N,tiempo,denbora
670,Tag::N,día,egun
671,Morgen::N,mañana,goiz
672,Mittag::N,mediodía,eguerdi
673,Abend::N,noche,arrats
674,Nacht::N,noche,gau
675,Woche::N,semana,aste
676,Monat::N,mes,hil
677,Jahr::N,año,urte
678,Frühling::N,primavera,udalehen
679,Sommer::N,verano,uda
680,Herbst::N,otoño,udazken
681,Herbst::N,otoño,neguantz
682,Winter::N,invierno,negu
683,Januar::N,enero,urtarril
684,Februar::N,febrero,otsail
685,März::N,marzo,martxo
686,April::N,abril,apiril
687,Mai::N,mayo,maiatz
688,Juni::N,junio,ekain
689,Juli::N,julio,uztail
690,August::N,agosto,abuztu
691,September::N,septiembre,irail
692,Oktober::N,octubre,urri
693,November::N,noviembre,azaro
694,Dezember::N,diciembre,abendu
695,Montag::N,lunes,astelehen
696,Dienstag::N,martes,astearte
697,Mittwoch::N,miércoles,asteazken
698,Donnerstag::N,jueves,ostegun
699,Freitag::N,viernes,ostiral
700,Samstag::N,sábado,larunbat
701,Sonntag::N,domingo,igande
702,groß::A,grande,handi
703,klein::A,pequeño,txiki
704,lang::A,largo,luze
705,kurz::A,corto,labur
706,breit::A,ancho,zabal
707,schmal::A,estrecho,mehar
708,dicht::A,denso,sarri
709,dicht::A,denso,trinko
710,dick[Gegenstand]::A,grueso,lodi
711,dünn::A,fino,mehe
712,dünn::A,delgado,mehe
713,fein::A,fino,fin
714,fein::A,delicado,fin
715,fest::A,firme,tinko
716,fest::A,sólido,tinko
717,flach::A,plano,lau
718,flach::A,plano,ordoki
719,glatt::A,liso,leun
720,hart::A,duro,gogor
721,weich::A,muelle,bigun
722,weich::A,muelle,beratz
723,rund::A,redondo,biribil
724,spitz::A,agudo,puntadun
725,spitz::A,apuntado,puntadun
726,scharf::A,agudo,zorrotz
727,scharf::A,afilado,zorrotz
728,stumpf::A,sin filo,kamuts
729,schwer::A,pesado,astun
730,schwer::A,pesado,pisutsu
731,schön::A,bello,eder
732,schön::A,hermoso,eder
733,heiß::A,caluroso,bero
734,heiß::A,caluroso,oso bero
735,warm::A,cálido,bero
736,warm::A,caliente,bero
737,kalt::A,frío,hotz
738,kühl::A,fresco,hotzil
739,frisch::A,fresco,fresko
740,frisch::A,fresco,hozkirri
741,feucht::A,húmedo,heze
742,nass::A,mojado,busti
743,trocken::A,seco,siku
744,trocken::A,seco,lehor
745,voll::A,lleno,bete
746,leer::A,vacío,huts
747,offen::A,abierto,ireki
748,geschlossen::A,cerrado,itxita
749,sauber::A,limpio,xahu
750,sauber::A,limpio,garbi
751,schmutzig::A,sucio,lohi
752,schmutzig::A,sucio,zikin
753,roh::A,crudo,gordin
754,reif::A,maduro,umo
755,reif::A,maduro,heldu
756,lecker::A,rico,goxo
757,lecker::A,sabroso,goxo
758,süß::A,dulce,goxo
759,bitter::A,amargo,karmin
760,bitter::A,amargo,garratz
761,sauer::A,agrio,mingots
762,hell::A,claro,argi
763,dunkel::A,oscuro,ilun
764,schwarz::A,negro,beltz
765,weiß::A,blanco,zuri
766,rot::A,rojo,gorri
767,gelb::A,amarillo,hori
768,blau::A,azul,urdin
769,grün::A,verde,berde
770,grün::A,verde,musker
771,grau::A,gris,urdin
772,grau::A,gris,urdinabar
773,bunt::A,multicolor,koloretsu
774,billig::A,barato,merke
775,teuer::A,caro,garesti
776,wertvoll::A,valioso,baliotsu
777,wertvoll::A,precioso,baliotsu
778,blind::A,ciego,itsu
779,taub::A,sordo,gor
780,kräftig::A,fuerte,kementsu
781,stark::A,fuerte,bizkor
782,stark::A,fuerte,indartsu
783,stark::A,vigoroso,bizkor
784,stark::A,vigoroso,indartsu
785,schwach::A,débil,ahul
786,schwach::A,débil,indargabe
787,fett::A,obeso,gizen
788,schlank::A,esbelto,lerden
789,hübsch::A,mono,polit
790,hübsch::A,guapo,polit
791,böse::A,malo,tzar
792,böse::A,malo,gaizto
793,dumm::A,tonto,lelo
794,dumm::A,tonto,pello
795,dumm::A,estúpido,lelo
796,dumm::A,estúpido,pello
797,faul::A,vago,nagi
798,faul::A,vago,alfer
799,faul::A,perezoso,nagi
800,faul::A,perezoso,alfer
801,fleißig::A,aplicado,maratz
802,fleißig::A,aplicado,lanzale
803,fleißig::A,diligente,maratz
804,fleißig::A,diligente,lanzale
805,geizig::A,avaro,zeken
806,geizig::A,avaro,zikoitz
807,klug::A,sensato,zuhur
808,klug::A,inteligente,zuhur
809,geschickt::A,hábil,trebe
810,geschickt::A,hábil,antzetsu
811,lieb::A,querido,maite
812,lieb::A,querido,laztan
813,lustig::A,alegre,alaitsu
814,sanft::A,suave,eme
815,sanft::A,suave,ezti
816,hungrig::A,hambriento,gose
817,krank::A,enfermo,eri
818,krank::A,enfermo,gaixo
819,nackt::A,desnudo,biluzi
820,traurig::A,triste,itun
821,traurig::A,triste,betilun
822,lebendig::A,vivo,bizirik
823,lebendig::A,viviente,bizirik
824,gut::A,bueno,on
825,schlecht::A,malo,txar
826,richtig::A,justo,zuzen
827,richtig::A,correcto,zuzen
828,schlimm::A,malo,larri
829,schlimm::A,grave,larri
830,wahr::A,verídico,egiazko
831,wahr::A,verdadero,egiazko
832,alt::A,viejo,zahar
833,neu::A,nuevo,berri
834,ehemalig::A,antiguo,lehengo
835,alt[Lebewesen]::A,viejo,adindun
836,jung::A,joven,gazte
