,Concept_ID,cy,uz
786,sechzig::NUM,chwe deg,oltmish
787,siebzig::NUM,saith deg,etmish
788,siebzig::NUM,deg a thrigain,etmish
789,achtzig::NUM,wyth deg,sakson
790,achtzig::NUM,pedar ugain,sakson
791,neunzig::NUM,naw deg,to'qson
792,neunzig::NUM,deg a phedwar ugain,to'qson
793,hundert::NUM,cant,yuz
794,tausend::NUM,mil,ming
795,und::CNJ,a,va
796,oder::CNJ,neu,yo
797,stehen::V,sefyll,turmoq
798,sitzen::V,eistedd,o'tirmoq
799,liegen::V,gorwedd,yotmoq
800,hängen::V,hongian,osilmoq
801,werden::V,dod yn,bo'lmoq
802,werden::V,mynd yn,bo'lmoq
803,passieren::V,digwydd,bo'lib o'tmoq
804,beginnen::V,cychwyn,boshlanmoq
805,enden::V,gorffen,bitmoq
806,wechseln::V,newid,o'zgarmoq
807,aufgehen[Sonne]::V,codi,chiqmoq
808,untergehen[Sonne]::V,machlud,botmoq
809,scheinen[Sonne]::V,tywynnu,yaraqlamoq
810,donnern::V,taranu,gulduramoq
811,wehen::V,chwythu,elpimoq
812,strömen::V,ffrydio,oqmoq
813,fließen::V,llifo,oqmoq
814,sich drehen::V,troi,aylanmoq
815,sich drehen::V,cylchdroi,aylanmoq
816,schwanken::V,siglo,qoqilmoq
817,schwingen::V,siglo,lopillamoq
818,fallen::V,cwympo,tushmoq
819,brennen::V,llosgi,yonmoq
820,rauchen::V,mygu,tutamoq
821,regnen::V,glawio,yomg'ir yog'moq
822,gefrieren::V,rhewi,muzlamoq
823,tauen::V,toddi,ärimoq
824,tauen::V,meirioli,ärimoq
825,schmelzen::V,toddi,ärimoq
826,trocknen::V,sychu,qurimoq
827,sieden::V,berwi,qaynamoq
828,faulen::V,pydru,chirimoq
829,faulen::V,braenu,chirimoq
830,verfaulen::V,pydru,chirimoq
831,verfaulen::V,dadfeilio,chirimoq
832,reißen::V,clecian,qayt qilmoq
833,reißen::V,torri'n glats,qayt qilmoq
834,versinken::V,suddo,g'arq bo'lmoq
835,vergehen::V,myned heibio,o'tmoq
836,vergehen::V,pasio,o'tmoq
837,erscheinen::V,ymddangos,zuhur ätmoq
838,verschwinden::V,diflannu,yo'qolmoq
839,sinken::V,syrthio,pasaymoq
840,abnehmen::V,lleihau,kamaymoq
841,zunehmen::V,cynyddu,urchimoq
842,steigen::V,codi,oshmoq
843,wachsen::V,tyfu,o'smoq
844,glänzen::V,disgleirio,porlamoq
845,funkeln::V,pefrio,yalt ätmoq
846,lärmen::V,cadw sŵn,taraq ätmoq
847,lärmen::V,gwneud twrw,taraq ätmoq
848,läuten::V,canu,jiringlamoq
849,klingeln::V,canu,jiringlamoq
850,klingeln::V,seinio,jiringlamoq
851,klirren::V,tincian,sharaqlamoq
852,brausen::V,rhuo,vag'illamoq
853,rauschen::V,siffrwd,shitirlamoq
854,rauschen::V,chwithrwd,shitirlamoq
855,klingen::V,seinio,yangramoq
856,bellen::V,cyfarth,hurmoq
857,heulen::V,udo,uvlamoq
858,heulen::V,oernadu,uvlamoq
859,blasen::V,chwythu,puflamoq
860,pfeifen::V,chwibanu,xushtak chalmoq 
861,schreien::V,gweiddi,qiyqirmoq
862,schreien::V,bloeddio,qiyqirmoq
863,stöhnen::V,griddfan,nola qilmoq
864,zittern::V,crynu,titramoq
865,leben::V,byw,yashamoq
866,geboren werden::V,cael eich geni,tug'ilmoq
867,atmen::V,anadlu,nafas chiqarmoq
868,trinken::V,yfed,ichmoq
869,essen::V,bwyta,emoq
870,schlucken::V,llyncu,yutmoq
871,müde werden::V,blino,horimoq
872,einschlafen::V,mynd i gysgu,uxlab qolmoq
873,einschlafen::V,syrthio i gysgu,uxlab qolmoq
874,schlafen::V,huno,uxlamoq
875,schlafen::V,cysgu,uxlamoq
876,aufwachen::V,dihuno,uyg'onmoq
877,aufstehen::V,codi,qo'pmoq
878,sich erholen::V,ymlacio,dam olmoq
879,sich erholen::V,dadflino,dam olmoq
880,krank werden::V,mynd yn sâl,kasallanmoq
881,krank werden::V,mynd yn wael,kasallanmoq
882,krank sein::V,gwaelu,betob yotmoq
883,schmerzen::V,brifo,og'rimoq
884,husten::V,pesychu,yo'talmoq
885,genesen::V,gwella,tuzalmoq
886,genesen::V,cael yn ôl,tuzalmoq
887,sterben::V,marw,o'lmoq
888,umkommen::V,trengi,halok bo'lmoq
889,sich bewegen::V,symud,harakat qilmoq
890,sich rühren::V,syflyd,qimirlamoq
891,sich erheben::V,codi,qo'pmoq
892,sich setzen::V,eistedd,o'tirmoq
893,hinfallen::V,cwympo,yiqilmoq
894,laufen::V,cerdded,yurmoq
895,schreiten::V,camu,yurmoq
896,spazierengehen::V,mynd am dro,sayr ätmoq
897,eilen::V,rhuthro,tezlamoq
898,sich beeilen::V,brysio,shoshmoq
899,sausen::V,rhuthro,chopqillamoq
900,rennen::V,rhedeg,yugurmoq
901,springen::V,llamu,sakramoq
902,springen::V,neidio,sakramoq
903,klettern::V,dringo,yuqorilamoq
904,schaukeln::V,siglo,irg'amoq
905,kriechen::V,cropian,ämaklamoq
906,schwimmen::V,nofio,suzmoq
907,tauchen::V,plymio,chu'mmoq
908,tauchen::V,ymsuddo,chu'mmoq
909,rudern::V,rhwyfo,eshkak eshmoq
910,fahren::V,gyrru,haydamoq
911,fahren::V,dreifio,haydamoq
912,fliegen::V,hedfan,uchmoq
913,gehen::V,mynd,bormoq
914,weggehen::V,mynd,ketoq
915,weggehen::V,ymadael,ketoq
916,abfahren::V,ymadael,jo'namoq
917,anhalten::V,stopio,to'xtamoq
918,hineingehen::V,mynd i mewn,kirmoq
919,eintreten::V,mynd i,kirmoq
920,kommen::V,dod,kelmoq
921,ankommen::V,cyrraedd,etib kelmoq
922,zurückkommen::V,dychwelyd,qaytib kelmoq
923,bleiben::V,aros,qolmoq
924,bleiben::V,sefyll,qolmoq
925,warten::V,aros,poylamoq
926,warten::V,disgwyl,poylamoq
927,erwarten::V,disgwyl,kutmoq
928,suchen::V,chwilio am,izlamoq
929,finden::V,darganfod,topmoq
930,versuchen::V,profi,chalishmoq
931,versuchen::V,ceisio,chalishmoq
932,vorbereiten::V,paratoi,hozirlamoq
933,lieben::V,caru,sevmoq
934,mögen::V,hoffi,ardoqlamoq
935,lachen::V,chwerthin,kulmoq
936,rühren::V,cynhyrfu,ta'sirlantirmoq
937,weinen::V,wylo,yig'lamoq
938,weinen::V,llefain,yig'lamoq
939,schimpfen::V,grwgnach,koyinmoq
940,sich ärgern::V,gofidio,g'azab qilmoq
941,sich fürchten::V,ofni,hurkmoq
942,fürchten::V,arswydo,qo'rqmoq
943,fliehen::V,ffoi,qochmoq
944,flüchten::V,dianc,qochmoq
945,sehen::V,gweld,ko'rmoq
946,anschauen::V,syllu,razm solmoq
947,anschauen::V,edrych,razm solmoq
948,ansehen::V,gwylio,razm qilmoq
949,hören::V,clywed,äshitmoq
950,zuhören::V,gwrando,tinglamoq
951,probieren::V,profi,tatib ko'rmoq
952,riechen::V,arogli,iskamoq
953,fühlen::V,teimlo,sezmoq
954,fühlen::V,clywed,sezmoq
955,scheinen::V,ymddangos,tuyilmoq
956,zu sehen sein::V,dod i'r golwg,ko'rinmoq
957,vernehmen::V,clywed sôn am,äshitmoq
958,frieren::V,bod yn oer,sovuq qotmoq
959,tun::V,gwneud,ätmoq
960,können::V,gallu,-a olmoq
961,können::V,gallu,-y olmoq
962,wollen::V,bod mewn angen,istamoq
963,anfangen::V,dechrau,boshlamoq
964,beenden::V,darfod,bitirmoq
965,beenden::V,gorffen,bitirmoq
966,aufhören::V,peidio,tinmoq
967,gelingen::V,llwyddo,muvaffaqiyat qozonmoq
968,geraten::V,diweddu,bo'lmoq
969,öffnen::V,agor,ochmoq
970,schließen::V,cau,yopmoq
971,stellen::V,gosod,qo'ymoq
972,setzen::V,gosod,o'tqazmoq
973,legen::V,gosod,yotqizmoq
974,berühren::V,cyffwrdd,tegmoq
975,verbinden::V,cysylltu,ulamoq
976,bedecken::V,gorchuddio,bekitmoq
977,aufhängen::V,crogi,ildirmoq
978,aufhängen::V,hongian,ildirmoq
979,anzünden::V,cynnau,yondirmoq
980,aufheben::V,codi,ko'tarmoq
981,zurücklassen::V,gadael,ayrilmoq
982,verlieren::V,colli,yo'qotmoq
983,fallen lassen::V,gollwng,tushirmoq
984,machen::V,gwneud,qilmoq
985,herstellen::V,cynhyrchu,chiqarmoq
986,bauen::V,adeiladu,solmoq
987,reparieren::V,trwsio,tuzatmoq
988,reparieren::V,atgyweirio,tuzatmoq
989,verbessern::V,diwygio,isloh qilmoq
990,ändern::V,altro,o'zgartirmoq
991,graben::V,palu,qazimoq
992,graben::V,cloddio,qazimoq
993,beugen::V,plygu,bukmoq
994,biegen::V,plygu,bukmoq
995,drehen::V,troelli,aylantirmoq
996,wenden::V,troi,burmoq
997,umdrehen::V,troi,ag'darmoq
998,heben::V,codi,yuksaltirmoq
999,hochheben::V,dyrchafu,ko'tarmoq
1000,ergreifen::V,gafael,tutamlamoq
1001,halten::V,dal,tutmoq
1002,drücken::V,pwyso,bosmoq
1003,drücken::V,gwasgu,bosmoq
1004,schieben::V,gwthio,surmoq
1005,kratzen::V,crafu,qashimoq
1006,lecken::V,llyfu,mijimoq
1007,beißen::V,cnoi,tishlamoq
1008,beißen::V,brathu,tishlamoq
1009,abreißen::V,tynnu ymaith,emirmoq
1010,abschneiden::V,torri,cho'rt kesmoq
1011,binden::V,clymu,bog'lamoq
1012,stecken::V,plannu,suqmoq
1013,brechen::V,torri,sindirmoq
1014,klopfen::V,taro,dukurlamoq
1015,hauen::V,taro,urmoq
1016,kleben::V,gludio,yopishtirmoq
1017,reiben::V,rhwbio,surkamoq
1018,streichen::V,taenu,surkamoq
1019,schleifen::V,hogi,qayramoq
1020,schneiden::V,torri,kesmoq
1021,rütteln::V,ysgytio,chayqamoq
1022,schütteln::V,siglo,chayqamoq
1023,schütteln::V,ysgwyd,chayqamoq
1024,schwenken::V,siglo,chayqatmoq
1025,schütten::V,tywallt,quymoq
1026,füllen::V,llenwi,to'ldirmoq
1027,einwickeln::V,lapio,chulg'amoq
1028,tragen::V,cludo,tashimoq
1029,schleppen::V,llusgo,sudramoq
1030,ziehen::V,tynnu,tortmoq
1031,aufbewahren::V,cadw,tutmoq
1032,werfen::V,taflu,tashlamoq
1033,fangen::V,dal,tutmoq
1034,packen::V,cipio,opqochmoq
1035,packen::V,crafangu,opqochmoq
1036,verstecken::V,celu,yashirmoq
1037,verstecken::V,cuddio,yashirmoq
1038,teilen::V,rhannu,bo'lmoq
1039,schicken::V,anfon,yubormoq
1040,bringen::V,dod â,keltirmoq
1041,hinzufügen::V,chwanegu,tirkamoq
1042,bekommen::V,cael,olmoq
1043,erhalten::V,derbyn,olmoq
1044,nehmen::V,cymryd,olmoq
1045,wählen::V,dewis,saylamoq
1046,auswählen::V,dethol,saylamoq
1047,bewahren::V,cadw,saqlamoq
1048,behindern::V,atal,xalal bermoq
1049,behindern::V,rhwystro,xalal bermoq
1050,verderben::V,difetha,xazon qilmoq
1051,beschädigen::V,niweidio,buzmoq
1052,zerbrechen::V,torri,sindirmoq
1053,zerreißen::V,rhwygo,yirtmoq
1054,zerstören::V,dinistrio,vayron qilmoq
1055,verbrennen::V,llosgi,kuydirmoq
1056,geben::V,rhoi,bermoq
1057,reichen::V,estyn,bermoq
1058,schenken::V,rhoddi,sovg'a qilmoq
1059,versprechen::V,addo,va'da bermoq
1060,wünschen::V,dymuno,orziqmoq
1061,loben::V,canmol,maqtamoq
1062,küssen::V,cusanu,o'pmoq
1063,wiegen::V,siglo,tebratmoq
1064,zudecken::V,gorchuddio,yopmoq
1065,wecken::V,deffro,uyg'otmoq
1066,zeigen::V,dangos,ko'rsatmoq
1067,führen::V,arwain,boshlik bo'lmoq
1068,lehren::V,dysgu,o'rgatmoq
1069,unterrichten::V,hyfforddi,dars bermoq
1070,aufziehen::V,dod i fyny,o'stirmoq
1071,leiten::V,arwain,boshqarmoq
1072,antreiben::V,annog,shoshiltirmoq
1073,lassen::V,gadael,ruxsat bermoq
1074,einladen::V,gwahodd,taklif kilmoq
1075,vereinigen::V,uno,qo'shmoq
1076,vereinigen::V,cyfuno,qo'shmoq
1077,besuchen::V,ymweld â,mehmonga bormoq
1078,treffen::V,cwrdd,duchor bo'lmoq
1079,treffen::V,cyfarfod,duchor bo'lmoq
1080,sich versammeln::V,casglu,to'planmoq
1081,sich versammeln::V,cynnull,to'planmoq
1082,spielen::V,chwarae,o'ynamoq
1083,singen::V,canu,yalla qilmoq
1084,tanzen::V,dawnsio,raqs qilmoq
1085,sich trennen::V,ymwahanu,yakkalanmoq
1086,verlassen::V,gadael,qoldirmoq
1087,retten::V,achub,qutqazmoq
1088,bewachen::V,gwarchod,qo'rimoq
1089,schützen::V,noddi,yoniga olmoq
1090,verteidigen::V,amddiffyn,yoqlamoq
1091,sich schlagen::V,ffraeo,yoqalashmoq
1092,sich schlagen::V,terfysgu,yoqalashmoq
1093,schießen::V,saethu,otmoq
1094,siegen::V,ennill,engmoq
1095,ärgern::V,cythruddo,jahl chiqarmoq
1096,schlagen::V,curo,urmoq
1097,treten::V,cicio,tepmoq
1098,stechen::V,pigo,qadamoq
1099,stoßen::V,gwthio,turtmoq
1100,stehlen::V,dwyn,o'g'rilamoq
1101,stehlen::V,lladrata,o'g'rilamoq
1102,stören::V,aflonyddu,tebratmoq
1103,belästigen::V,trafferthu,g'ashini keltirmoq
1104,verbergen::V,cuddio,berkitmoq
1105,täuschen::V,twyllo,aldamoq
1106,betrügen::V,hocedu,tirriq qilmoq
1107,töten::V,lladd,o'ldirmoq
1108,wohnen::V,byw,istiqomat qilmoq
1109,arbeiten::V,gweithio,ishlamoq
1110,sammeln::V,casglu,yig'moq
1111,pflücken::V,casglu,termoq
1112,jagen::V,hela,ov qilmoq
1113,fischen::V,pysgota,baliq ovlamoq
1114,fassen::V,dal,ilinmoq
1115,hüten::V,bugeilio,boqtirmoq
1116,treiben::V,gyrru,haydamoq
1117,anbinden::V,clymu,bog'lamoq
1118,füttern::V,porthi,edirmoq
1119,melken::V,godro,sog'moq
1120,hacken::V,torri,chopmoq
1121,gießen::V,dyfrhau,oqizmoq
1122,reifen::V,aeddfedu,qizarmoq
1123,zubereiten::V,coginio,pishirmoq
1124,kochen::V,berwi,qaynatmoq
1125,backen::V,pobi,yopmoq
1126,backen::V,crasu,yopmoq
1127,braten::V,ffrio,qovurmoq
1128,umrühren::V,cyffroi,atalamoq
1129,stricken::V,gwau,to'qimoq
1130,nähen::V,gwnïo,tikmoq
1131,färben::V,lliwio,bo'yoqlamoq
1132,reinigen::V,glanhau,tozalamoq
1133,waschen::V,golchi,yuvmoq
1134,abwischen::V,sychu,surkamoq
1135,spülen::V,streulio,chaymoq
1136,fegen::V,ysgubo,cho'tkalamoq
1137,kehren::V,ysgubo,supurmoq
1138,baden::V,cael bath,cho'milmoq
1139,sich waschen::V,ymolchi,yuvinmoq
1140,ausziehen::V,tynnu,echintirmoq
1141,anziehen::V,gwisgo,kiymoq
1142,sich anziehen::V,ymwisgo,kiyinmoq
1143,kämmen::V,cribo,taramoq
1144,schmücken::V,harddu,yasatmoq
1145,schmücken::V,addurno,yasatmoq
1146,sagen::V,dweud,aytmoq
1147,sprechen::V,llefaru,so'zlamoq
1148,reden::V,siarad,gapirmoq
1149,sich unterhalten::V,sgwrsio,suhbatlashmoq
1150,fragen::V,gofyn,so'ramoq
1151,bitten::V,gofyn am,iltimos qilmoq
1152,erzählen::V,dweud,aytib bermoq
1153,mitteilen::V,cyfleu,bildirmoq
1154,nennen::V,enwi,atamoq
1155,rufen::V,galw,chaqirmoq
1156,prahlen::V,brolio,gerdaymoq
1157,prahlen::V,ymffrostio,gerdaymoq
1158,übersetzen::V,cyfieithu,tarjima qilmoq
1159,denken::V,meddwl,o'ylamoq
1160,glauben::V,credu,ishonmoq
1161,glauben::V,coelio,ishonmoq
1162,bemerken::V,sylwi,payqamoq
1163,erkennen::V,adnabod,tanimoq
1164,begreifen::V,amgyffred,tushunmoq
1165,verstehen::V,deall,anglamoq
1166,lernen::V,dysgu,o'qimoq
1167,wissen::V,gwybod,bilmoq
1168,sich erinnern an::V,cofio,äsni tanimoq
1169,vergessen::V,anghofio,unutmoq
1170,messen::V,mesur,o'lchamoq
1171,zählen::V,cyfrif,raqamlamoq
1172,rechnen::V,cyfrifo,cho'tlamoq
1173,lesen::V,darllen,o'qimoq
1174,malen::V,peintio,rasm solmoq
1175,zeichnen::V,tynnu,chizmoq
1176,schreiben::V,ysgrifennu,yozmoq
1177,besitzen::V,meddu,ägalamoq
1178,kaufen::V,prynu,olmoq
1179,verkaufen::V,gwerthu,sotmoq
1180,bezahlen::V,talu am,to'lamoq
1181,zahlen::V,talu,to'lamoq
1182,beherrschen::V,rheoli,ägalamoq
1183,beherrschen::V,llywodraethu,ägalamoq
1184,ertragen::V,dioddef,chidamoq
