,Concept_ID,ko,mrj
389,Tasche::N,가방,сумкы
390,Eimer::N,동이,ведӹрӓ
391,Deckel::N,뚜껑,комдыш
392,Geschirr::N,식시,ӓтӹ
393,Sack::N,조갑,мешӓк
394,Tasse::N,차잔,цӓшкӓ
395,Topf::N,단지,ми́ска
396,Kessel::N,주전자,пад
397,Essen::N,먹기,качкыш
398,Essen::N,먹기,качкыш-йӱш
399,Nahrung::N,식료,качкыш
400,Nahrung::N,식료,качкыш-йӱш
401,Speise::N,음식물,няня
402,Fleisch::N,고기,пай
403,Getreide::N,곡물,киндӹ
404,Brei::N,젤리,шӹрӓш
405,Brot::N,빵,сыкыр
406,Scheibe::N,원반,ламыт
407,Scheibe::N,원반,лаштык
408,Fett::N,기름,кая
409,Butter::N,버터,ӱ
410,Öl::N,올리브유,ӱ
411,Salz::N,소금,санзал
412,Suppe::N,국,лем
413,Suppe::N,수프,лем
414,Honig::N,감미,мӱ
415,Milch::N,유즙,шӹшер
416,Tee::N,차,чӓй
417,Leder::N,가죽,шарга
418,Leder::N,가죽,кавашты
419,Wolle::N,양털,миж
420,Stoff::N,패료,матер
421,Stoff::N,패료,матери
422,Nadel::N,바늘,им
423,Faden::N,콘실,шӹртӹ
424,Knopf::N,단추,полдыш
425,Knoten::N,곁절,пӱкшем
426,Farbe::N,색,чиӓ
427,Farbe::N,색,крӓскӓ
428,Kleidung::N,옷입기,выргем
429,Hemd::N,속옷,тыгыр
430,Kragen::N,깃,шӱ
431,Ärmel::N,소매,шокш
432,Hose::N,바지,ялаш
433,Gürtel::N,밴드,ӹштӹ
434,Mütze::N,모자,упш
435,Schuh::N,구두,ту́фльы
436,Stiefel::N,장화,кем
437,Ring::N,고리,шӓргӓш
438,Band::N,리본,лемтӓ
439,Kamm::N,빗,шерге
440,Spiegel::N,거울,тӹгӹр
441,Riemen::N,가죽끈,прӓжӓ
442,Schnur::N,밧줄,кӓндӹра
443,Leine::N,고삐줄,керем
444,Decke::N,이부자리,одеял
445,Kissen::N,깔개,кӹпцӹк
446,Tuch::N,천,савыц
447,Handtuch::N,수건,шӹргӹсавыц
448,Handtuch::N,수건,шӹргӹмсавыц
449,Kraft::N,세력,ви
450,Stärke::N,힘,ви
451,Gesundheit::N,위생,шу
452,Gesundheit::N,위생,шулык
453,Krankheit::N,병,мыж
454,Schmerz::N,아픔고통,карштыш
455,Wunde::N,상처,шушыр
456,Fieber::N,열별,ӱштӹмыж
457,Arznei::N,약,лекӓрцӹ
458,Brücke::N,교량,кӹвер
459,Brunnen::N,원천,вӹдсӹнзӓ
460,Weide::N,목장,ныр
461,Pfad::N,좁은길,ялгорны
462,Weg::N,길,корны
463,Straße::N,길,корны
464,Dorf::N,촌,сола
465,Dorf::N,촌락,сола
466,Stadt::N,도시,города
467,Brief::N,서한,сирмӓш
468,Buch::N,책,книгӓ
469,Buchstabe::N,문자,буква́
470,Zeitung::N,신문,газет
471,Zeitung::N,신문,кайзет
472,Leben::N,삶,житя
473,Tod::N,죽음,смöрт
474,Grab::N,무덤,шӹгер
475,Grab::N,무덤,мыгилӓ
476,Grab::N,무덤,шӹгерлӓ
477,Kirche::N,교회,церкӹ
478,Sünde::N,부정,сулык
479,Gott::N,하느님,йымы
480,Arbeiter::N,일하는사람,пӓшӓзӹ
481,Chef::N,사장,вуй
482,Meister::N,명인,мастар
483,Meister::N,대가,мастар
484,Arzt::N,의사,доктор
485,Lehrer::N,교사,тымдышы
486,Geld::N,돈,окса
487,Geschäft::N,일,торге́йӹмӓш
488,Laden::N,가게,лапка
489,Laden::N,가게,магазин
490,Preis::N,가격,ӓк
491,Ware::N,상품,товар
492,Nutzen::N,이익,пайда
493,Reichtum::N,많음,перке
494,Welt::N,세상,сӓндӓлӹк
495,Welt::N,세상,свет
496,Land::N,지방,сӓндӓлӹк
497,Staat::N,국가,кугижӓншӹ
498,König::N,국왕,король
499,Macht::N,힘,власть
500,Grenze::N,국경,пӹсмӓн
501,Krieg::N,전쟁,вырсы
502,Feind::N,적,тышман
503,Gewalt::N,권력,ви
504,Kampf::N,전투,кредӓлмӓш
505,Bogen[Waffe]::N,활,янгеж
506,Pfeil::N,화살,пикш
507,Gewehr::N,무기,пичӓл
508,Fehler::N,오류,самынь
509,Lüge::N,거짓말,шая
510,Schaden::N,손상,вре́дӓ
511,Unglück::N,불행,пёда
512,Unglück::N,불행,тымаша
513,Schuld::N,부채,вуйнамат
514,Alter::N,연령,иӓш
515,Alter::N,연령,игечӹ
516,Schluss::N,마감,пӹтӓртӹш
517,Zeit::N,때,веремӓ
518,Zeit::N,시간,веремӓ
519,Tag::N,하루,кечӹ
520,Morgen::N,이침,ир
521,Morgen::N,이침,ирок
522,Mittag::N,대낮,кечӹвӓл
523,Abend::N,저녁,вады
524,Nacht::N,밤,йыд
525,Woche::N,근무일,ӓрня
526,Monat::N,달,тӹ́лзӹ
527,Jahr::N,해,год
528,Frühling::N,봄,шошым
529,Sommer::N,여름,кӓнгӹж
530,Herbst::N,가을,шӹжӹ
531,Winter::N,겨울,тел
532,Winter::N,겨울,телӹ
533,Januar::N,일월,январ
534,Januar::N,일월,январь
535,Februar::N,이월,февраль
536,März::N,삼월,март
537,April::N,사월,апрель
538,Mai::N,오월,май
539,Juni::N,유월,июнь
540,Juli::N,칠월,июль
541,August::N,팔월,август
542,September::N,구월,сентябрь
543,Oktober::N,시월,октябрь
544,November::N,십일월,ноябрь
545,Dezember::N,십이월,декавыр
546,Montag::N,월요일,шачмы
547,Dienstag::N,화요일,кышкыжмы
548,Mittwoch::N,수요일,вӹрчегӹ
549,Donnerstag::N,모교일,изӓрня
550,Freitag::N,그묘일,когарня
551,Samstag::N,토요일,кукшыгечӹ
552,Sonntag::N,일요일,рушӓрня
553,groß::A,큰,кого
554,klein::A,자근,изи
555,lang::A,긴,кужы
556,kurz::A,짧은,кӹтӹк
557,breit::A,넓은,кымда
558,schmal::A,좁은,ӓнгӹсӹр
559,dicht::A,농밀한,шӹре
560,dick[Gegenstand]::A,두꺼운,кӹжгӹ
561,dünn::A,얇은,вӹцкӹж
562,fein::A,미세한,пыльга
563,fest::A,굳은,цаткыды
564,flach::A,얕은,тӓлякӓ
565,glatt::A,반들반들한,ягылгы
566,hart::A,굳은,пингӹдӹ
567,weich::A,연한,пышкыды
568,rund::A,둥근,тӹртӹш
569,spitz::A,뾰족한,кашар
570,scharf::A,날카로운,кашар
571,stumpf::A,무딘,нӹшкӹ
572,schwer::A,무거운,нелӹ
573,schön::A,멋진,цевер
574,schön::A,멋진,олмыдшы
575,heiß::A,뜨거운,шокшы
576,warm::A,따뜻한,шокшы
577,kalt::A,찬,ӱштӹ
578,kühl::A,서늘한,юалгы
579,kühl::A,서늘한,йонгата
580,frisch::A,신선한,йонгата
581,feucht::A,축축한,ӹлӹкшӹ
582,feucht::A,축축한,вӹдӹжгӹ
583,nass::A,젖은,начкы
584,trocken::A,마른,кукшы
585,voll::A,완전한,темшӹ
586,voll::A,완전한,темыман
587,leer::A,빈,йӓрӓ
588,offen::A,열린,виш
589,geschlossen::A,닫힌,чӱчмӹ
590,geschlossen::A,닫힌,тӹкӹлӓлтшӹ
591,sauber::A,깨끗한,ире
592,schmutzig::A,더러운,шоран
593,schmutzig::A,더러운,лявӹрӓн
594,schmutzig::A,더러운,шорангшы
595,roh::A,날게잇의,пеле кӱшӹ
596,reif::A,이근,кӱшӹ
597,lecker::A,맛있는,тотан
598,süß::A,단,мӱӓн
599,bitter::A,찌르는듯한,качы
600,sauer::A,산성의,шапы
601,hell::A,밝은,соты
602,hell::A,밝은,валгыды
603,dunkel::A,어두운,пӹц
604,dunkel::A,어두운,пӹцкемӹш
605,schwarz::A,검은,шим
606,weiß::A,하얀,ош
607,weiß::A,하얀,ошы
608,rot::A,붉은,якшаргы
609,gelb::A,황색,сар
610,gelb::A,황색,сары
611,blau::A,푸른,симсӹ
612,grün::A,녹색의,ыжар
613,grau::A,회색의,луды
614,bunt::A,알록달록한,ала
615,billig::A,싼,шулдаш
616,teuer::A,값비산,шергӹ
617,teuer::A,값비산,шергӓкӓн
618,wertvoll::A,가치가많은,ӓкӓн
619,blind::A,눈먼,слöпöй
620,blind::A,눈먼,сльöпöй
621,taub::A,무감간한,тӱтӱк
622,kräftig::A,강장한,виӓн
623,stark::A,강한,виӓн
624,schwach::A,약한,шава
625,schwach::A,약한,лӹпкӓ
626,schwach::A,약한,слабка
627,fett::A,실찐,таза
628,schlank::A,호리호리한,яштака
629,hübsch::A,예쁜,сӹлнӹ
630,hübsch::A,예쁜,олмыдшы
631,böse::A,나쁜,шӹдӓн
632,dumm::A,어리석은,окмак
633,faul::A,너덜너덜한,ялахай
634,fleißig::A,근면한,пӓшам яратышы
635,geizig::A,인색한,шык
636,geschickt::A,교묘한,мастар
637,lieb::A,친애하는,тыри
638,lustig::A,유쾌한,мындыр
639,lustig::A,유쾌한,сусу
640,sanft::A,온화한,йӹвӹжӓ
641,hungrig::A,배고픈,шужышы
642,krank::A,병든,церлӹ
643,krank::A,병든,хворой
644,nackt::A,벌거벗은,цӓрӓ
645,traurig::A,슬픈,сы́лыкан
646,traurig::A,슬픈,кымы́лдымы
647,lebendig::A,살아있는,живой
648,gut::A,좋은,яжо
649,schlecht::A,나쁜,уда
650,schlecht::A,나쁜,худа
651,richtig::A,바른,вургамла
652,schlimm::A,못된,йӹрнык
653,wahr::A,참된,настоящий
654,wahr::A,참된,настояшый
655,alt::A,늙은,шонгы
656,neu::A,새,у
657,ehemalig::A,전의,тошты
658,alt[Lebewesen]::A,낡은,ӹлалшӹ
659,jung::A,젊은,нöргӹ
660,jung::A,젊은,молода
661,arm::A,가난한,укеӓн
662,reich::A,풍부한,паян
663,reich::A,풍부한,пурлыкан
664,bekannt::A,저명한,палӹмӹ
665,berühmt::A,유명한,лӹмлы
666,fremd::A,타처이,эдемӹн
667,verschieden::A,따른,тӹрлӹ
668,nah::A,가까운,лишӹл
669,fern::A,먼,мӹндӹр
670,linker::A,왼쭉의,шалахай
671,rechter::A,오른쪽의,вургамла
672,anderer::A,다른,вес
673,anderer::A,다른,весӹ
674,erster::A,첫째,икшӹ
675,erster::A,첫째,икӹмшӹ
676,zweiter::A,둘째,кокшы
677,dritter::A,셋째,кымшы
678,letzter::A,의후자의,остатка
679,allein::ADV,훌로,иктӹ
680,allein::ADV,훌로,иктӹт
681,auf einmal::ADV,갑자기,тöрöк
682,zusammen::ADV,모아서,икараш
683,zusammen::ADV,모아서,цымырын
684,lange::ADV,오래,кужын
685,plötzlich::ADV,둘연한,трӱк
686,sofort::ADV,즉시,полт
687,sofort::ADV,즉시,тöрöк
688,sofort::ADV,즉시,тӹшӓкок
689,später::ADV,보다늦은,вара
690,jetzt::ADV,목하,
691,heute::ADV,오늘,тагачы
692,morgen::ADV,내일,иргод
693,morgen::ADV,내일,иргодым
694,bald::ADV,곱,чӹнь
695,bald::ADV,곱,вӓшке
696,bald::ADV,곱,выртышты
697,dann::ADV,그경우에,пакыла
698,gestern::ADV,어제,тенгечӹ
699,einst::ADV,옛날에,икӓнӓ
700,damals::ADV,그때에,тӹнӓм
701,danach::ADV,그 뒤에,пакыла
702,vorher::ADV,미리,перви
703,zuerst::ADV,최초로,андак
704,einmal::ADV,한번,гӓнӓк
705,einmal::ADV,한번,гӓнӓ
706,manchmal::ADV,땓대로,кынамжы
707,oft::ADV,땓대로,чӹчкӹдӹн
708,immer::ADV,늘,со
709,immer::ADV,늘,соок
710,niemals::ADV,결코...(하지)않다,нинам
711,niemals::ADV,결코...(하지)않다,нигынам
712,niemals::ADV,결코...(하지)않다,нигынамат
713,hier::ADV,여기,тиштӹ
714,hierhin::ADV,여기로,тишкӹ
715,dort::ADV,거기,тӹштӹ
716,dorthin::ADV,저기예,тӹшкӹ
717,dorthin::ADV,저기예,тӹшкӹлӓ
718,geradeaus::ADV,곧장,вик
719,geradeaus::ADV,곧장,тура
720,vorwärts::ADV,앞으로,анзыкы
721,rückwärts::ADV,뒤로,мӹнгеш
722,zurück::ADV,제자리로,мӹнгеш
723,unten::ADV,아래에,ӱлнӹ
724,unten::ADV,아래에,лӹвӓлнӹ
725,hinab::ADV,아래쪽으로,ӱлӹкӹ
726,hinab::ADV,아래쪽으로,лӹвӓкӹ
727,oben::ADV,위에,вӹлнӹ
728,hinauf::ADV,위쪽으로,кӱшкӹлӓ
729,hinauf::ADV,위쪽으로,кӱш
730,überall::ADV,도처에,йӹлт
731,überall::ADV,도처에,цилӓ вӓре
732,nicht::ADV,안,уке
733,ein wenig::ADV,적음,изиш
734,ein wenig::ADV,적음,иклаштык
735,kaum::ADV,가의,цылик
736,kaum::ADV,가의,чучок-чучок
737,sehr::ADV,자주,чоте
738,so::ADV,그와같이,тенге
739,so::ADV,그와같이,тенгелӓ
740,noch::ADV,아직,мол
741,noch::ADV,아직,моло
742,nur::ADV,다만,веле
743,schon::ADV,이미,уже
744,schon::ADV,이미,ӹнде
745,wieder::ADV,다시,уэш
746,vergebens::ADV,헛되이,зря
747,vergebens::ADV,헛되이,ӹзрӓ
748,vergebens::ADV,헛되이,ӹзӹрӓ
749,vor::PRP,앞에,анзыц
750,vor::PRP,앞에,анзыцын
751,hinter::PRP,뒤에,шайылан
752,hinter::PRP,뒤에,шайылный
753,unter::PRP,잍에,лӹвӓкӹ
754,durch::PRP,통고하여,вашт
755,neben::PRP,와나란히,сага
756,zwischen::PRP,의사이로,лош
757,zwischen::PRP,의사이로,лошкы
758,wegen::PRP,때문에,мычыц
759,dies::PRN,이,тидӹ
760,dies::PRN,이,ти
761,das::PRN,저,тидӹ
762,das::PRN,저,ти
763,alles::PRN,모든것,цилӓ
764,ich::PRN,나,мый
765,du::PRN,너,тӹнь
766,er::PRN,그,тӹдӹ
767,wir::PRN,우리,мӓ
768,ihr::PRN,너희들,вӓ
769,sie::PRN,그들,нӹнӹ
770,was::FPRN,뭣,ма
771,wer::FPRN,누구,кӱ
