,Concept_ID,lt,lt
112,Tropfen::N,lašas,lašas
113,Schaum::N,putos,putos
114,Schmutz::N,purvas,purvas
115,See::N,ežeras,ežeras
116,Sumpf::N,klampynė,klampynė
117,Sumpf::N,klampynė,liūnas
118,Sumpf::N,liūnas,klampynė
119,Sumpf::N,liūnas,liūnas
120,Moor::N,pelkė,pelkė
121,Wiese::N,pieva,pieva
122,Wald::N,miškas,miškas
123,Hügel::N,kalva,kalva
124,Anhöhe::N,kauburys,kauburys
125,Berg::N,kalnas,kalnas
126,Gipfel::N,viršūnė,viršūnė
127,Höhle::N,ola,ola
128,Abhang::N,šlaitas,šlaitas
129,Abhang::N,šlaitas,nuokalnė
130,Abhang::N,nuokalnė,šlaitas
131,Abhang::N,nuokalnė,nuokalnė
132,Quelle::N,versmė,versmė
133,Quelle::N,versmė,šaltinis
134,Quelle::N,šaltinis,versmė
135,Quelle::N,šaltinis,šaltinis
136,Bach::N,upelis,upelis
137,Fluss::N,upė,upė
138,Ufer::N,krantas,krantas
139,Küste::N,pajūris,pajūris
140,Festland::N,sausuma,sausuma
141,Meer::N,jūra,jūra
142,Bucht::N,įlanka,įlanka
143,Bucht::N,įlanka,užutekis
144,Bucht::N,užutekis,įlanka
145,Bucht::N,užutekis,užutekis
146,Insel::N,sala,sala
147,Blume::N,gėlė,gėlė
148,Gras::N,žolė,žolė
149,Wurzel::N,šaknis,šaknis
150,Baum::N,medis,medis
151,Stamm::N,kamienas,kamienas
152,Rinde::N,žievė,žievė
153,Ast::N,šaka,šaka
154,Zweig::N,šakelė,šakelė
155,Blatt::N,lapas,lapas
156,Birke::N,beržas,beržas
157,Kiefer[Baum]::N,pušis,pušis
158,Weide[Baum]::N,karklas,karklas
159,Tanne::N,eglė,eglė
160,Tanne::N,eglė,kėnis
161,Tanne::N,kėnis,eglė
162,Tanne::N,kėnis,kėnis
163,Horn::N,ragas,ragas
164,Feder::N,plunksna,plunksna
165,Fell::N,kailis,kailis
166,Flügel::N,sparnas,sparnas
167,Klaue::N,kanopa,kanopa
168,Kralle::N,nagas,nagas
169,Schwanz::N,uodega,uodega
170,Ei::N,kiaušinis,kiaušinis
171,Nest::N,gūžta,gūžta
172,Nest::N,gūžta,lizdas
173,Nest::N,lizdas,gūžta
174,Nest::N,lizdas,lizdas
175,Bau::N,ola,ola
176,Tier::N,gyvūnas,gyvūnas
177,Herde::N,banda,banda
178,Herde::N,banda,kaimenė
179,Herde::N,kaimenė,banda
180,Herde::N,kaimenė,kaimenė
181,Kuh::N,karvė,karvė
182,Bulle::N,bulius,bulius
183,Pferd::N,arklys,arklys
184,Schaf::N,avis,avis
185,Schwein::N,kiaulė,kiaulė
186,Hund::N,šuo,šuo
187,Katze::N,katė,katė
188,Bär::N,lokys,lokys
189,Eichhörnchen::N,voveraitė,voveraitė
190,Elch::N,briedis,briedis
191,Fuchs::N,lapė,lapė
192,Hase::N,kiškas,kiškas
193,Maus::N,pelė,pelė
194,Wolf::N,vilkas,vilkas
195,Vogel::N,paukštis,paukštis
196,Schwarm::N,spiečius,spiečius
197,Huhn::N,višta,višta
198,Hahn::N,gaidys,gaidys
199,Gans::N,žąsis,žąsis
200,Adler::N,erelis,erelis
201,Ente::N,antis,antis
202,Eule::N,pelėda,pelėda
203,Kranich::N,gervė,gervė
204,Krähe::N,varna,varna
205,Kuckuck::N,gegužė,gegužė
206,Schwan::N,gulbė,gulbė
207,Fisch::N,žuvis,žuvis
208,Barsch::N,ešerys,ešerys
209,Hecht::N,lydeka,lydeka
210,Schlange[Tier]::N,gyvatė,gyvatė
211,Wurm::N,kirmėlė,kirmėlė
212,Spinne::N,voras,voras
213,Ameise::N,skruzdė,skruzdė
214,Laus::N,utėlė,utėlė
215,Mücke::N,uodas,uodas
216,Fliege::N,musė,musė
217,Schmetterling::N,drugys,drugys
218,Schmetterling::N,drugys,peteliškė
219,Schmetterling::N,peteliškė,drugys
220,Schmetterling::N,peteliškė,peteliškė
221,Beere::N,uoga,uoga
222,Apfel::N,obuolys,obuolys
223,Pilz::N,grybas,grybas
224,Zwiebel::N,svogūnas,svogūnas
225,Saat::N,sėkla,sėkla
226,Korn::N,grūdai,grūdai
227,Heu::N,šienas,šienas
228,Schale::N,žievelė,žievelė
229,Grube::N,duobė,duobė
230,Falle::N,pinklės,pinklės
231,Falle::N,pinklės,žabangai
232,Falle::N,žabangai,pinklės
233,Falle::N,žabangai,žabangai
234,Schlinge::N,kilpa,kilpa
235,Spur::N,vėžė,vėžė
236,Spur::N,vėžė,pėdos
237,Spur::N,vėžė,pėdsakas
238,Spur::N,pėdos,vėžė
239,Spur::N,pėdos,pėdos
240,Spur::N,pėdos,pėdsakas
241,Spur::N,pėdsakas,vėžė
242,Spur::N,pėdsakas,pėdos
243,Spur::N,pėdsakas,pėdsakas
244,Asche::N,pelenai,pelenai
245,Dreck::N,purvas,purvas
246,Eisen::N,geležis,geležis
247,Gold::N,auksas,auksas
248,Silber::N,sidabras,sidabras
249,Kohle::N,anglis,anglis
250,Glas::N,stiklas,stiklas
251,Lehm::N,molis,molis
252,Sand::N,smėlis,smėlis
253,Mensch::N,žmogus,žmogus
254,Mann::N,vyras,vyras
255,Mann::N,vyras,vyriškis
256,Mann::N,vyriškis,vyras
257,Mann::N,vyriškis,vyriškis
258,Frau::N,moteris,moteris
259,Kind::N,vaikas,vaikas
260,Junge::N,vaikinas,vaikinas
261,Junge::N,vaikinas,berniukas
262,Junge::N,berniukas,vaikinas
263,Junge::N,berniukas,berniukas
264,Mädchen::N,mergytė,mergytė
265,Mädchen::N,mergytė,mergaitė
266,Mädchen::N,mergaitė,mergytė
267,Mädchen::N,mergaitė,mergaitė
268,Familie::N,šeima,šeima
269,Großvater::N,senelis,senelis
270,Großmutter::N,senelė,senelė
271,Eltern::N,tėvai,tėvai
272,Vater::N,tėvas,tėvas
273,Mutter::N,motina,motina
274,Sohn::N,sūnus,sūnus
275,Tochter::N,duktė,duktė
276,Bruder::N,brolis,brolis
277,Schwester::N,sesuo,sesuo
278,Onkel::N,dėdė,dėdė
279,Tante::N,teta,teta
280,Ehemann::N,vyras,vyras
281,Ehefrau::N,žmona,žmona
282,Freude::N,džiaugsmas,džiaugsmas
283,Gelächter::N,juokas,juokas
284,Glück::N,laimė,laimė
285,Kummer::N,vargas,vargas
286,Kummer::N,vargas,rūpestis
287,Kummer::N,rūpestis,vargas
288,Kummer::N,rūpestis,rūpestis
289,Wunsch::N,troškimas,troškimas
290,Wunsch::N,troškimas,pageidavimas
291,Wunsch::N,pageidavimas,troškimas
292,Wunsch::N,pageidavimas,pageidavimas
293,Lust::N,noras,noras
294,Lust::N,noras,geidulys
295,Lust::N,geidulys,noras
296,Lust::N,geidulys,geidulys
297,Geist::N,dvasia,dvasia
298,Gedanke::N,mintis,mintis
299,Gedächtnis::N,atmintis,atmintis
300,Verstand::N,protas,protas
301,Sinn::N,prasmė,prasmė
302,Grund::N,priežastis,priežastis
303,Wahrheit::N,tiesa,tiesa
304,Wahrheit::N,tiesa,teisybė
305,Wahrheit::N,teisybė,tiesa
306,Wahrheit::N,teisybė,teisybė
307,Gespräch::N,pokalbis,pokalbis
308,Märchen::N,pasaka,pasaka
309,Erzählung::N,apsakymas,apsakymas
310,Erzählung::N,apsakymas,pasakojimas
311,Erzählung::N,pasakojimas,apsakymas
312,Erzählung::N,pasakojimas,pasakojimas
313,Nachricht::N,žinia,žinia
314,Neuigkeit::N,naujiena,naujiena
315,Name::N,vardas,vardas
316,Rätsel::N,mįslė,mįslė
317,Rede::N,kalba,kalba
318,Sprache::N,kalba,kalba
319,Stimme::N,balsas,balsas
320,Wort::N,žodis,žodis
321,Zeichen::N,žymė,žymė
322,Zeichen::N,žymė,ženklas
323,Zeichen::N,ženklas,žymė
324,Zeichen::N,ženklas,ženklas
325,Ruf::N,šauksmas,šauksmas
326,Lärm::N,triukšmas,triukšmas
327,Laut::N,garsas,garsas
328,Ton::N,tonas,tonas
329,Ton::N,tonas,garsas
330,Ton::N,garsas,tonas
331,Ton::N,garsas,garsas
332,Lied::N,daina,daina
333,Lied::N,daina,giesmė
334,Lied::N,giesmė,daina
335,Lied::N,giesmė,giesmė
336,Ruhe::N,ramybė,ramybė
337,Ruhe::N,ramybė,ramumas
338,Ruhe::N,ramumas,ramybė
339,Ruhe::N,ramumas,ramumas
340,Leute::N,žmonės,žmonės
341,Volk::N,tauta,tauta
342,Arbeit::N,darbas,darbas
343,Arbeit::N,darbas,triūsas
344,Arbeit::N,triūsas,darbas
345,Arbeit::N,triūsas,triūsas
346,Gast::N,svečias,svečias
347,Geschenk::N,dovana,dovana
348,Spiel::N,žaismas,žaismas
349,Spiel::N,žaismas,žaidimas
350,Spiel::N,žaidimas,žaismas
351,Spiel::N,žaidimas,žaidimas
352,Gesellschaft::N,draugija,draugija
353,Gesellschaft::N,draugija,kompanija
354,Gesellschaft::N,kompanija,draugija
355,Gesellschaft::N,kompanija,kompanija
356,Hilfe::N,pagalba,pagalba
357,Freund::N,draugas,draugas
358,Freund::N,draugas,bičiulis
359,Freund::N,bičiulis,draugas
360,Freund::N,bičiulis,bičiulis
361,Kamerad::N,draugas,draugas
362,Angelegenheit::N,dalykas,dalykas
363,Angelegenheit::N,dalykas,reikalas
364,Angelegenheit::N,reikalas,dalykas
365,Angelegenheit::N,reikalas,reikalas
366,Anzahl::N,kiekis,kiekis
367,Anzahl::N,kiekis,skaičius
368,Anzahl::N,skaičius,kiekis
369,Anzahl::N,skaičius,skaičius
370,Art::N,rūšis,rūšis
371,Stück::N,gabalas,gabalas
372,Teil::N,dalis,dalis
373,Hälfte::N,pusė,pusė
374,Kreis::N,ratas,ratas
375,Kreis::N,ratas,apskritis
376,Kreis::N,ratas,apskritimas
377,Kreis::N,apskritis,ratas
378,Kreis::N,apskritis,apskritis
379,Kreis::N,apskritis,apskritimas
380,Kreis::N,apskritimas,ratas
381,Kreis::N,apskritimas,apskritis
382,Kreis::N,apskritimas,apskritimas
383,Kreuz::N,kryžius,kryžius
384,Linie::N,linija,linija
385,Strich::N,brėžis,brėžis
386,Strich::N,brėžis,brūkšnys
387,Strich::N,brūkšnys,brėžis
388,Strich::N,brūkšnys,brūkšnys
389,Abstand::N,atstumas,atstumas
390,Entfernung::N,atstumas,atstumas
391,Gegend::N,vietovė,vietovė
392,Platz::N,vieta,vieta
393,Ort::N,vieta,vieta
394,Ort::N,vieta,vietovė
395,Ort::N,vietovė,vieta
396,Ort::N,vietovė,vietovė
397,Seite::N,pusė,pusė
398,Seite::N,pusė,šonas
399,Seite::N,šonas,pusė
400,Seite::N,šonas,šonas
401,Mitte::N,vidurys,vidurys
402,Gegenstand::N,dalykas,dalykas
403,Sache::N,daiktas,daiktas
404,Rand::N,kraštas,kraštas
405,Rand::N,kraštas,pakraštys
406,Rand::N,pakraštys,kraštas
407,Rand::N,pakraštys,pakraštys
408,Kante::N,kraštas,kraštas
409,Ecke::N,kertė,kertė
410,Ecke::N,kertė,kampas
411,Ecke::N,kampas,kertė
412,Ecke::N,kampas,kampas
413,Spitze::N,priekis,priekis
414,Spitze::N,priekis,priešakys
415,Spitze::N,priešakys,priekis
416,Spitze::N,priešakys,priešakys
417,Ende::N,galas,galas
418,Loch::N,skylė,skylė
419,Winkel::N,kampas,kampas
420,Winkel::N,kampas,kampelis
421,Winkel::N,kampelis,kampas
422,Winkel::N,kampelis,kampelis
423,Muster::N,raštas,raštas
424,Größe::N,dydis,dydis
425,Größe::N,dydis,didumas
426,Größe::N,didumas,dydis
427,Größe::N,didumas,didumas
428,Länge::N,ilgis,ilgis
429,Länge::N,ilgis,ilgumas
430,Länge::N,ilgumas,ilgis
431,Länge::N,ilgumas,ilgumas
432,Höhe::N,aukštis,aukštis
433,Höhe::N,aukštis,aukštuma
434,Höhe::N,aukštuma,aukštis
435,Höhe::N,aukštuma,aukštuma
436,Gewicht::N,svoris,svoris
437,Gewicht::N,svoris,svarstis
438,Gewicht::N,svarstis,svoris
439,Gewicht::N,svarstis,svarstis
440,Menge::N,kiekis,kiekis
441,Menge::N,kiekis,daugybė
442,Menge::N,daugybė,kiekis
443,Menge::N,daugybė,daugybė
444,Haufen::N,krūva,krūva
445,Haufen::N,krūva,šūsnis
446,Haufen::N,šūsnis,krūva
447,Haufen::N,šūsnis,šūsnis
448,Reihe::N,greta,greta
449,Boot::N,valtis,valtis
450,Boot::N,valtis,laivelis
451,Boot::N,laivelis,valtis
452,Boot::N,laivelis,laivelis
453,Ruder::N,irklas,irklas
454,Schlitten::N,rogės,rogės
455,Schlitten::N,rogės,rogutės
456,Schlitten::N,rogutės,rogės
457,Schlitten::N,rogutės,rogutės
458,Ski::N,slidė,slidė
459,Lagerfeuer::N,laužas,laužas
460,Last::N,našta,našta
461,Last::N,našta,nešulys
462,Last::N,nešulys,našta
463,Last::N,nešulys,nešulys
464,Gang::N,eisena,eisena
465,Schritt::N,žingsnis,žingsnis
466,Norden::N,šiaurė,šiaurė
467,Norden::N,šiaurė,žiemiai
468,Norden::N,žiemiai,šiaurė
469,Norden::N,žiemiai,žiemiai
470,Süden::N,pietūs,pietūs
471,Westen::N,vakarai,vakarai
472,Osten::N,rytai,rytai
473,Holz::N,mediena,mediena
474,Brett::N,lenta,lenta
475,Platte::N,plokštė,plokštė
476,Stütze::N,atrama,atrama
477,Stütze::N,atrama,atspara
478,Stütze::N,atspara,atrama
479,Stütze::N,atspara,atspara
480,Stange::N,lazda,lazda
481,Stange::N,lazda,kartis
482,Stange::N,kartis,lazda
483,Stange::N,kartis,kartis
484,Stock::N,lazda,lazda
485,Stab::N,kartis,kartis
486,Rohr::N,vamzdis,vamzdis
487,Haus::N,namas,namas
488,Heim::N,namai,namai
489,Ofen::N,krosnis,krosnis
490,Fußboden::N,grindys,grindys
491,Tisch::N,stalas,stalas
492,Stuhl::N,kėdė,kėdė
493,Wiege::N,lopšys,lopšys
494,Bett::N,lova,lova
495,Bett::N,lova,patalai
496,Bett::N,patalai,lova
497,Bett::N,patalai,patalai
498,Regal::N,lentyna,lentyna
499,Kiste::N,dėžė,dėžė
500,Fenster::N,langas,langas
501,Tür::N,durys,durys
502,Tor::N,vartai,vartai
503,Zaun::N,tvora,tvora
504,Dach::N,stogas,stogas
505,Leiter::N,kopėčios,kopėčios
506,Besen::N,šluota,šluota
507,Spaten::N,lopeta,lopeta
508,Spaten::N,lopeta,kastuvas
509,Spaten::N,kastuvas,lopeta
510,Spaten::N,kastuvas,kastuvas
511,Schaufel::N,semtuvas,semtuvas
512,Gabel::N,šakutė,šakutė
513,Löffel::N,šaukštas,šaukštas
514,Messer::N,peilis,peilis
515,Nagel::N,vinis,vinis
516,Netz::N,tinklas,tinklas
517,Haken::N,vagis,vagis
518,Haken::N,vagis,kablys
519,Haken::N,kablys,vagis
520,Haken::N,kablys,kablys
521,Griff::N,kotas,kotas
522,Griff::N,kotas,rankena
523,Griff::N,rankena,kotas
524,Griff::N,rankena,rankena
525,Schloss::N,spyna,spyna
526,Schloss::N,spyna,užraktas
527,Schloss::N,užraktas,spyna
528,Schloss::N,užraktas,užraktas
529,Bild::N,paveikslas,paveikslas
530,Figur::N,figūra,figūra
531,Puppe::N,lėlė,lėlė
532,Beutel::N,krepšys,krepšys
533,Beutel::N,krepšys,maišelis
534,Beutel::N,maišelis,krepšys
535,Beutel::N,maišelis,maišelis
536,Bündel::N,ryšulys,ryšulys
537,Tasche::N,krepšelis,krepšelis
538,Eimer::N,kibiras,kibiras
539,Deckel::N,dangtis,dangtis
540,Geschirr::N,indai,indai
541,Sack::N,maišas,maišas
542,Tasse::N,puodukas,puodukas
543,Topf::N,puodas,puodas
544,Kessel::N,katilas,katilas
545,Essen::N,valgis,valgis
546,Nahrung::N,penas,penas
547,Nahrung::N,penas,maistas
548,Nahrung::N,maistas,penas
549,Nahrung::N,maistas,maistas
550,Speise::N,patiekalas,patiekalas
551,Fleisch::N,mėsa,mėsa
552,Getreide::N,javai,javai
553,Brei::N,košė,košė
554,Brot::N,duona,duona
555,Scheibe::N,riekė,riekė
556,Fett::N,taukai,taukai
557,Fett::N,taukai,riebalai
558,Fett::N,riebalai,taukai
559,Fett::N,riebalai,riebalai
560,Butter::N,sviestas,sviestas
561,Öl::N,aliejus,aliejus
562,Salz::N,druska,druska
563,Suppe::N,sriuba,sriuba
564,Honig::N,medus,medus
565,Milch::N,pienas,pienas
566,Tee::N,arbata,arbata
567,Leder::N,oda,oda
568,Wolle::N,vilna,vilna
569,Stoff::N,audeklas,audeklas
570,Nadel::N,adata,adata
571,Faden::N,gija,gija
572,Faden::N,gija,siūlas
573,Faden::N,siūlas,gija
574,Faden::N,siūlas,siūlas
575,Knopf::N,saga,saga
576,Knoten::N,mazgas,mazgas
577,Farbe::N,dažai,dažai
578,Kleidung::N,rūbai,rūbai
579,Kleidung::N,rūbai,drabužiai
580,Kleidung::N,drabužiai,rūbai
581,Kleidung::N,drabužiai,drabužiai
582,Hemd::N,marškiniai,marškiniai
583,Kragen::N,apykaklė,apykaklė
584,Ärmel::N,rankovė,rankovė
585,Hose::N,kelnės,kelnės
586,Gürtel::N,juosta,juosta
587,Gürtel::N,juosta,diržas
588,Gürtel::N,diržas,juosta
589,Gürtel::N,diržas,diržas
590,Mütze::N,kepurė,kepurė
591,Schuh::N,batas,batas
592,Stiefel::N,auliniai batai,auliniai batai
593,Ring::N,žiedas,žiedas
594,Band::N,kaspinas,kaspinas
595,Kamm::N,šukos,šukos
596,Spiegel::N,veidrodis,veidrodis
597,Riemen::N,diržas,diržas
598,Schnur::N,virvė,virvė
599,Leine::N,pavadėlis,pavadėlis
600,Decke::N,antklodė,antklodė
601,Kissen::N,pagalvė,pagalvė
602,Kissen::N,pagalvė,priegalvis
603,Kissen::N,priegalvis,pagalvė
604,Kissen::N,priegalvis,priegalvis
605,Tuch::N,skarelė,skarelė
606,Handtuch::N,rankšluostis,rankšluostis
607,Kraft::N,jėga,jėga
608,Stärke::N,stiprumas,stiprumas
609,Gesundheit::N,sveikata,sveikata
610,Krankheit::N,liga,liga
611,Schmerz::N,skausmas,skausmas
612,Wunde::N,žaizda,žaizda
613,Fieber::N,karštis,karštis
614,Arznei::N,vaistas,vaistas
615,Brücke::N,tiltas,tiltas
616,Brunnen::N,šulinys,šulinys
617,Weide::N,ganykla,ganykla
618,Weide::N,ganykla,gluosnis
619,Weide::N,gluosnis,ganykla
620,Weide::N,gluosnis,gluosnis
621,Pfad::N,takas,takas
622,Weg::N,kelias,kelias
623,Straße::N,gatvė,gatvė
624,Dorf::N,kaimas,kaimas
625,Dorf::N,kaimas,sodžius
626,Dorf::N,sodžius,kaimas
627,Dorf::N,sodžius,sodžius
628,Stadt::N,miestas,miestas
629,Brief::N,laiškas,laiškas
630,Buch::N,knyga,knyga
631,Buchstabe::N,raidė,raidė
632,Zeitung::N,laikraštis,laikraštis
633,Leben::N,gyvybė,gyvybė
634,Leben::N,gyvybė,gyvenimas
635,Leben::N,gyvenimas,gyvybė
636,Leben::N,gyvenimas,gyvenimas
637,Tod::N,mirtis,mirtis
638,Grab::N,kapas,kapas
639,Kirche::N,bažnyčia,bažnyčia
640,Sünde::N,nuodėmė,nuodėmė
641,Sünde::N,nuodėmė,nusidėjimas
642,Sünde::N,nusidėjimas,nuodėmė
643,Sünde::N,nusidėjimas,nusidėjimas
644,Gott::N,dievas,dievas
645,Arbeiter::N,darbininkas,darbininkas
646,Chef::N,šefas,šefas
647,Chef::N,šefas,vadovas
648,Chef::N,šefas,viršininkas
649,Chef::N,vadovas,šefas
650,Chef::N,vadovas,vadovas
651,Chef::N,vadovas,viršininkas
652,Chef::N,viršininkas,šefas
653,Chef::N,viršininkas,vadovas
654,Chef::N,viršininkas,viršininkas
655,Meister::N,meistras,meistras
656,Arzt::N,gydytojas,gydytojas
657,Lehrer::N,mokytojas,mokytojas
658,Geld::N,pinigai,pinigai
659,Geschäft::N,biznis,biznis
660,Laden::N,krautuvė,krautuvė
661,Laden::N,krautuvė,parduotuvė
662,Laden::N,parduotuvė,krautuvė
663,Laden::N,parduotuvė,parduotuvė
664,Preis::N,kaina,kaina
665,Ware::N,prekė,prekė
666,Nutzen::N,nauda,nauda
667,Nutzen::N,nauda,pelnas
668,Nutzen::N,pelnas,nauda
669,Nutzen::N,pelnas,pelnas
670,Reichtum::N,turtas,turtas
671,Welt::N,pasaulis,pasaulis
672,Land::N,žemė,žemė
673,Land::N,žemė,šalis
674,Land::N,šalis,žemė
675,Land::N,šalis,šalis
676,Staat::N,valstija,valstija
677,König::N,karalius,karalius
678,Macht::N,galia,galia
679,Macht::N,galia,valdžia
680,Macht::N,valdžia,galia
681,Macht::N,valdžia,valdžia
682,Grenze::N,riba,riba
683,Grenze::N,riba,siena
684,Grenze::N,siena,riba
685,Grenze::N,siena,siena
686,Krieg::N,karas,karas
687,Feind::N,priešas,priešas
688,Gewalt::N,jėga,jėga
689,Gewalt::N,jėga,smurtas
690,Gewalt::N,jėga,prievarta
691,Gewalt::N,smurtas,jėga
692,Gewalt::N,smurtas,smurtas
693,Gewalt::N,smurtas,prievarta
694,Gewalt::N,prievarta,jėga
695,Gewalt::N,prievarta,smurtas
696,Gewalt::N,prievarta,prievarta
697,Kampf::N,kova,kova
698,Bogen[Waffe]::N,lankas,lankas
699,Pfeil::N,strėlė,strėlė
700,Gewehr::N,šautuvas,šautuvas
701,Fehler::N,klaida,klaida
702,Lüge::N,melas,melas
703,Schaden::N,nuostolis,nuostolis
704,Schaden::N,nuostolis,apgadinimas
705,Schaden::N,apgadinimas,nuostolis
706,Schaden::N,apgadinimas,apgadinimas
707,Unglück::N,nelaimė,nelaimė
708,Schuld::N,kaltė,kaltė
709,Alter::N,amžius,amžius
710,Schluss::N,pabaiga,pabaiga
711,Zeit::N,laikas,laikas
712,Tag::N,diena,diena
713,Morgen::N,rytas,rytas
714,Mittag::N,vidurdienis,vidurdienis
715,Abend::N,vakaras,vakaras
716,Nacht::N,naktis,naktis
717,Woche::N,savaitė,savaitė
718,Monat::N,mėnuo,mėnuo
719,Jahr::N,metai,metai
720,Frühling::N,pavasaris,pavasaris
721,Sommer::N,vasara,vasara
722,Herbst::N,ruduo,ruduo
723,Winter::N,žiema,žiema
724,Januar::N,sausis,sausis
725,Februar::N,vasaris,vasaris
726,März::N,kovas,kovas
727,April::N,balandis,balandis
728,Mai::N,gegužė,gegužė
729,Juni::N,birželis,birželis
730,Juli::N,liepa,liepa
731,August::N,rugpjūtis,rugpjūtis
732,September::N,rugsėjis,rugsėjis
733,Oktober::N,spalis,spalis
734,November::N,lapkritis,lapkritis
735,Dezember::N,gruodis,gruodis
736,Montag::N,pirmadienis,pirmadienis
737,Dienstag::N,antradienis,antradienis
738,Mittwoch::N,trečiadienis,trečiadienis
739,Donnerstag::N,ketvirtadienis,ketvirtadienis
740,Freitag::N,penktadienis,penktadienis
741,Samstag::N,šeštadienis,šeštadienis
742,Sonntag::N,sekmadienis,sekmadienis
743,groß::A,didis,didis
744,groß::A,didis,didelis
745,groß::A,didelis,didis
746,groß::A,didelis,didelis
747,klein::A,mažas,mažas
748,lang::A,ilgas,ilgas
749,kurz::A,trumpas,trumpas
750,breit::A,platus,platus
751,schmal::A,smulkus,smulkus
752,dicht::A,tankus,tankus
753,dick[Gegenstand]::A,storas,storas
754,dünn::A,plonas,plonas
755,fein::A,smulkus,smulkus
756,fest::A,kietas,kietas
757,fest::A,kietas,tvirtas
758,fest::A,tvirtas,kietas
759,fest::A,tvirtas,tvirtas
760,flach::A,lėkštas,lėkštas
761,flach::A,lėkštas,plokščias
762,flach::A,plokščias,lėkštas
763,flach::A,plokščias,plokščias
764,glatt::A,slidus,slidus
