,Concept_ID,kv,ga
795,damals::ADV,сэк,an t-am sin
796,damals::ADV,сэки,ag an am
797,damals::ADV,сэки,an t-am sin
798,danach::ADV,сэсся,ina dhiaidh sin
799,vorher::ADV,одзжык,cheana
800,vorher::ADV,одзжык,roimhe sin
801,zuerst::ADV,наперво,ar dtús
802,einmal::ADV,ӧтпыр,uair amháin
803,manchmal::ADV,мукӧдпыр,uaireanta
804,oft::ADV,-лы-,minic
805,immer::ADV,быдпыр,i gcónaí
806,immer::ADV,быдпырся,i gcónaí
807,niemals::ADV,некӧр,riamh
808,hier::ADV,татӧн,anseo
809,hierhin::ADV,татчӧ,anseo
810,von hier::ADV,тасянь,an áit seo
811,dort::ADV,сэтӧн,ann
812,dort::ADV,сэтӧн,ansin
813,dorthin::ADV,сэтчин,ann
814,dorthin::ADV,сэтчин,ansin
815,geradeaus::ADV,веськыта,ar aghaidh
816,vorwärts::ADV,одзӧ,
817,rückwärts::ADV,бӧр,siar
818,zurück::ADV,бӧр,ar ais
819,unten::ADV,увтын,thíos
820,hinab::ADV,увтас,síos
821,oben::ADV,вевдӧрас,thuas
822,hinauf::ADV,вывлань,suas
823,hinauf::ADV,вывланьӧ,suas
824,überall::ADV,быдлан,i ngach áit
825,überall::ADV,быдлан,ar fud na háite
826,nicht::ADV,ог,ní
827,nicht::ADV,ог,cha
828,ein wenig::ADV,-ышт,beagán
829,ein wenig::ADV,невна,beagán
830,kaum::ADV,ӧдва,ar éigean
831,sehr::ADV,вывтi,an-
832,so::ADV,сiдз,chomh
833,so::ADV,сiдз,mar sin
834,noch::ADV,эшӧ,fós
835,noch::ADV,эшӧ,go fóill
836,nur::ADV,только,amháin
837,nur::ADV,только,níl ach
838,schon::ADV,ни,cheana
839,schon::ADV,ни,cheana féin
840,wieder::ADV,бӧра,arís
841,wieder::ADV,бӧра,athuair
842,vergebens::ADV,весись,amú
843,vergebens::ADV,весись,in aisce
844,vor::PRP,одзас,ar thosach
845,hinter::PRP,бӧрӧ,laistiar de
846,hinter::PRP,бӧрӧ,taobh thiar de
847,unter::PRP,увтын,faoi
848,durch::PRP,пыр,trí
849,neben::PRP,бокам,taobh le
850,neben::PRP,бокам,in aice le
851,neben::PRP,боксиным,taobh le
852,neben::PRP,боксиным,in aice le
853,zwischen::PRP,коласас,idir
854,wegen::PRP,понда,de bharr
855,wegen::PRP,понда,mar gheall ar
856,dies::PRN,эта,seo
857,das::PRN,сiя,sin
858,alles::PRN,быдӧс,gach rud
859,ich::PRN,ме,mé
860,ich::PRN,ме,mise
861,du::PRN,тэ,tú
862,du::PRN,тэ,tusa
863,er::PRN,сiя,sé
864,er::PRN,сiя,seisean
865,wir::PRN,мийӧ,sinn
866,ihr::PRN,ті,sibh
867,ihr::PRN,ті,sibhse
868,sie::PRN,нія,siad
869,sie::PRN,нія,siadsan
870,was::FPRN,мый,cad
871,was::FPRN,мый,céard
872,wer::FPRN,кин,cé
873,wo::FADV,кытӧн,cá
874,wo::FADV,кытӧн,cén áit
875,wohin::FADV,кытчӧ,cá
876,wohin::FADV,кытчӧ,cén áit
877,wie::FADV,дзик,conas
878,wie::FADV,дзик,cén chaoi
879,warum::FADV,мыля,cén fáth
880,warum::FADV,мыля,cad chuige
881,warum::FADV,мыйсянь,cén fáth
882,warum::FADV,мыйсянь,cad chuige
883,wieviel::FNUM,мымда,cá mhéad
884,eins::NUM,ӧт,aon
885,zwei::NUM,кык,dhá
886,drei::NUM,куим,trí
887,vier::NUM,нёль,ceathair
888,fünf::NUM,вит,cúig
889,sechs::NUM,квать,sé
890,sieben::NUM,сизим,seacht
891,acht::NUM,кыкьямыс,ocht
892,neun::NUM,ӧкмыс,naoi
893,zehn::NUM,дас,deich
894,elf::NUM,дасотік,aon déag
895,zwölf::NUM,даскык,dó dhéag
896,zwanzig::NUM,кыкдас,fiche
897,dreißig::NUM,куимдас,tríocha
898,vierzig::NUM,нёльдас,daichead
899,vierzig::NUM,нёльдас,ceathracha
900,fünfzig::NUM,витдас,caoga
901,sechzig::NUM,кватьдас,seasca
902,siebzig::NUM,сизимдас,seachtó
903,achtzig::NUM,кыкьямысдас,ochtó
904,neunzig::NUM,ӧкмысдас,nócha
905,hundert::NUM,сто,céad
906,tausend::NUM,тысяча,míle
907,und::CNJ,и,agus
908,und::CNJ,да,agus
909,oder::CNJ,или,nó
910,stehen::V,сулавны,seas
911,sitzen::V,пукавны,suigh
912,liegen::V,куйлыны,luigh
913,hängen::V,ӧшавны,tá crochta
914,werden::V,лоны,éirigh
915,passieren::V,аркмыны,tarlaigh
916,beginnen::V,петны,tosaigh
917,enden::V,-сь,críochnaigh
918,enden::V,бырны,críochnaigh
919,wechseln::V,вежсьыны,athraigh
920,aufgehen[Sonne]::V,петавны,éirigh
921,untergehen[Sonne]::V,пуксьыны,fuin
922,untergehen[Sonne]::V,пуксьыны,téigh faoi
923,scheinen[Sonne]::V,югьявны,taitin
924,scheinen[Sonne]::V,югьявны,soilsigh
925,donnern::V,гымавны,tá toirneach ann
926,wehen::V,пӧлявны,séid
927,strömen::V,киссьыны,sil
928,fließen::V,визывтны,rith
929,fließen::V,визывтны,snigh
930,sich drehen::V,бергавны,cas
931,sich drehen::V,бергавны,imrothlaigh
932,schwanken::V,кӧвьясьны,luasc
933,schwingen::V,дюттясьны,luasc
934,fallen::V,усьны,tit
935,brennen::V,сотчыны,dóigh
936,rauchen::V,тшынасьны,plúch toite
937,regnen::V,зэрны,báistigh
938,regnen::V,зэрны,tá ag cur báistí
939,gefrieren::V,гегдыны,sioc
940,gefrieren::V,гегдыны,reoigh
941,tauen::V,сывны,leáigh
942,tauen::V,сывны,coscair
943,schmelzen::V,сывны,leáigh
944,trocknen::V,косьмыны,triomaigh
945,sieden::V,пизьны,fiuch
946,sieden::V,пизьны,beirigh
947,faulen::V,нёльзьыны,lobh
948,faulen::V,нёльзьыны,dreoigh
949,verfaulen::V,тӧрмыны,lobh
950,verfaulen::V,тӧрмыны,feoigh
951,verfaulen::V,сiсьмыны,lobh
952,verfaulen::V,сiсьмыны,feoigh
953,reißen::V,косясьны,bris
954,versinken::V,вӧйны,téigh síos
955,vergehen::V,мунны,téigh thart
956,erscheinen::V,мыччисьны,tar
957,verschwinden::V,ӧшны,imigh
958,sinken::V,ямны,tit
959,sinken::V,ямны,ísligh
960,abnehmen::V,ямны,maolaigh
961,abnehmen::V,ямны,laghdaigh
962,zunehmen::V,паськавны,méadaigh
963,steigen::V,лэбтiсьны,éirigh
964,wachsen::V,быдмыны,fás
965,glänzen::V,свиттявны,lonraigh
966,funkeln::V,югйовтлыны,drithligh
967,funkeln::V,югйӧв-керны,drithligh
968,lärmen::V,чавзыны,tóg callán
969,läuten::V,диньгыны,buail
970,klingeln::V,силькӧтны,buail
971,klirren::V,жольӧтны,cling
972,brausen::V,гуасьны,búir
973,rauschen::V,кышӧтны,tá ag siosarnach
974,klingen::V,горавны,tá glór ag
975,bellen::V,увтны,amhastraigh
976,bellen::V,вувтны,amhastraigh
977,heulen::V,уннявны,glam
978,blasen::V,пӧлявны,séid
979,pfeifen::V,пиксыны,lig fead
980,schreien::V,айзыны,béic
981,schreien::V,айзыны,glaoigh
982,stöhnen::V,ойзыны,lig cnead
983,stöhnen::V,ружтыны,lig cnead
984,zittern::V,легьявны,crith
985,zittern::V,легьявны,creathnaigh
986,leben::V,овны,mair
987,geboren werden::V,шогмыны,rugadh
988,atmen::V,лолавны,análaigh
989,trinken::V,юны,ól
990,essen::V,сёйны,ith
991,schlucken::V,ньылавны,slog
992,müde werden::V,мыдзны,tuirsigh
993,einschlafen::V,ланьтны,tit ina chodladh
994,schlafen::V,узьны,codail
995,aufwachen::V,саймыны,múscail
996,aufwachen::V,пальмыны,múscail
997,aufstehen::V,сувтны,éirigh
998,sich erholen::V,шоччисьлыны,lig scíth
999,krank werden::V,моржитны,éirigh tinn
1000,krank sein::V,шогавны,tá tinn
1001,krank sein::V,визьӧтны,tá tinn
1002,schmerzen::V,висьны,tá pian i
1003,husten::V,кашляйтны,déan casacht
1004,genesen::V,бурдны,téarnaigh
1005,sterben::V,кувны,éag
1006,sterben::V,кувны,faigh bás
1007,umkommen::V,вийсьыны,caill
1008,sich bewegen::V,локны,bog
1009,sich bewegen::V,локны,gluais
1010,sich bewegen::V,ветлӧтны,bog
1011,sich bewegen::V,ветлӧтны,gluais
1012,sich rühren::V,вӧрзьӧтчыны,corraigh
1013,sich erheben::V,сувтны,seas suas
1014,sich setzen::V,пуксьыны,suigh
1015,hinfallen::V,пӧрласьны,tit
1016,laufen::V,мунны,siúil
1017,schreiten::V,тальччавны,siúil
1018,spazierengehen::V,котрасьны,téigh ag spaisteoireacht
1019,eilen::V,тэрмасьны,deifrigh
1020,eilen::V,тэрмасьны,brostaigh
1021,sich beeilen::V,тэрмасьны,deifrigh
1022,sich beeilen::V,тэрмасьны,déan deifir
1023,sausen::V,вирдавны-котӧртны,luathaigh
1024,springen::V,чеччавны,léim
1025,klettern::V,кышасьны,dreap
1026,schaukeln::V,чурликасьны,téigh ar an maide corrach
1027,kriechen::V,кыскасьны-мунны,snámh
1028,schwimmen::V,вартчыны,snámh
1029,tauchen::V,сунгисьны ваӧ,tum
1030,rudern::V,сынны,iomair
1031,rudern::V,сынны,rámhaigh
1032,fahren::V,мунны,tiomáin
1033,fliegen::V,лэбавны,eitil
1034,gehen::V,мунны,téigh
1035,weggehen::V,мунны,imigh
1036,abfahren::V,иньдӧтчыны,imigh
1037,abfahren::V,мунны,imigh
1038,anhalten::V,сувтны,stad
1039,hineingehen::V,пырны,téigh isteach
1040,eintreten::V,пырны,téigh isteach
1041,kommen::V,локны,tar
1042,ankommen::V,локны,tar
1043,zurückkommen::V,бертны,fill
1044,zurückkommen::V,панӧвтсьыны,fill
1045,bleiben::V,кольччыны,fan
1046,warten::V,видзчисьны,fan
1047,erwarten::V,видзчисьны,tá ag súil le
1048,erwarten::V,видзчисьны,tá ag dréim le
1049,suchen::V,кошшыны,lorg
1050,finden::V,адззыны,faigh
1051,finden::V,адззыны,aimsigh
1052,versuchen::V,пондыны,triail
1053,versuchen::V,пондӧтны,triail
1054,vorbereiten::V,лӧсьӧтны,réitigh
1055,lieben::V,милуйтны,gráigh
1056,mögen::V,радейтны,taitin le
1057,mögen::V,радейтны,is maith le
1058,lachen::V,серавны,gáir
1059,rühren::V,сьӧлӧм вӧрзьӧтны,téigh i bhfeidhm ar
1060,weinen::V,горзыны,goil
1061,weinen::V,горзыны,caoin
1062,schimpfen::V,видчыны,tá ag clamhsán
1063,sich ärgern::V,лёкавны,tá corraithe
1064,sich fürchten::V,повны,tá eagla ar
1065,fürchten::V,повны,tá eagla ar
1066,fliehen::V,пышшыны,teith
1067,flüchten::V,пышшыны,éalaigh
1068,sehen::V,адззыны,feic
1069,anschauen::V,видзӧтны,dearc
1070,anschauen::V,видзӧтны,féach ar
1071,ansehen::V,видзӧтны,breathnaigh
1072,hören::V,кывны,cluin
1073,zuhören::V,кывзыны,éist
1074,probieren::V,пешлыны,bliais
1075,riechen::V,дукавны,bolaigh
1076,fühlen::V,кывны,braith
1077,fühlen::V,кывны,mothaigh
1078,scheinen::V,декуйтчыны,tá an chuma ar
1079,zu sehen sein::V,тыдавны,tá le feiceáil
1080,vernehmen::V,тӧдмавны,clois
1081,frieren::V,гегдыны,tá fuar
1082,tun::V,керны,déan
1083,können::V,вермыны,féad
1084,können::V,вермыны,is féidir le
1085,wollen::V,мӧдны,tá ag iarraidh
1086,anfangen::V,петны,tosaigh
1087,anfangen::V,петны,cuir tús le
1088,beenden::V,ештӧтны,críochnaigh
1089,beenden::V,ештӧтны,cuir deireadh le
1090,beenden::V,керыштны,críochnaigh
1091,beenden::V,керыштны,cuir deireadh le
1092,aufhören::V,дугдыны,stad
1093,gelingen::V,шогмыны,éirigh le
1094,geraten::V,мыччисьны,tá deireadh ar
1095,öffnen::V,осьтны,oscail
1096,schließen::V,пӧднавны,dún
1097,schließen::V,пӧднавны,iaigh
1098,stellen::V,сувтӧтны,cuir
1099,setzen::V,пуксьӧтны,cuir
1100,setzen::V,пуксьӧтны,socraigh
1101,legen::V,пуктыны,cuir
1102,berühren::V,вӧрзьӧтны,teagmhaigh le
1103,verbinden::V,йитны,ceangail
1104,bedecken::V,вевттьыны,clúdaigh
1105,bedecken::V,вевттьыны,cumhdaigh
1106,aufhängen::V,ӧшӧтны,croch
1107,anzünden::V,ӧзтыны,las
1108,anzünden::V,ӧзтыны,adhain
1109,aufheben::V,лэбтыны,tóg
1110,aufheben::V,лэбтыны,ardaigh
1111,zurücklassen::V,кольны,fág
1112,verlieren::V,ӧштыны,caill
1113,fallen lassen::V,уськӧтны,lig uait
1114,fallen lassen::V,уськӧтны,caith uait
1115,machen::V,керны,déan
1116,machen::V,керны,réitigh
1117,herstellen::V,вӧчны,táirg
1118,bauen::V,строитны,tóg
1119,reparieren::V,вочны,deisigh
1120,verbessern::V,бурсьӧтны,feabhsaigh
1121,ändern::V,вежны,athraigh
1122,graben::V,гарйыны,tochail
1123,beugen::V,кусіньтны,crom
1124,biegen::V,чукыльтыштны,lúb
1125,drehen::V,бергӧтны,cas
1126,wenden::V,бергӧтны,tiontaigh
1127,umdrehen::V,бергӧтны,iompaigh
1128,umdrehen::V,бергӧтны,tiontaigh
1129,heben::V,лэбтыны,ardaigh
1130,hochheben::V,лэбтыны,tóg
1131,ergreifen::V,кватитны,beir ar
1132,halten::V,видзны,coimeád
1133,halten::V,видзны,coinnigh
1134,drücken::V,личкыны,brúigh
1135,schieben::V,тойлавны,brúigh
1136,kratzen::V,шаркӧтны,scríob
1137,lecken::V,нювны,ligh
1138,lecken::V,нювны,leadhb
1139,beißen::V,йирны,bain greim as
1140,abreißen::V,орӧтны,stróic
1141,abreißen::V,орӧтны,tarraing
1142,abschneiden::V,шӧрыштны,scoith
1143,abschneiden::V,вундыштны,scoith
1144,binden::V,гӧрдззыны,ceangail
1145,stecken::V,мӧртны,sáigh
1146,brechen::V,жугдыны,bris
1147,klopfen::V,зукӧтны,cnag
1148,hauen::V,желльыны,buail
1149,kleben::V,лякӧтны,gliúáil
1150,reiben::V,зыртны,cuimil
1151,streichen::V,мавтны,leath
1152,schleifen::V,кыскыны,líomh
1153,schneiden::V,вундавны,gearr
1154,rütteln::V,шатлавны,croith
1155,schütteln::V,зыбӧтны,croith
1156,schwenken::V,ӧвтны,luasc
1157,schwenken::V,макайтны,luasc
1158,schütten::V,кисьтны,doirt
1159,füllen::V,тыртны,líon
1160,füllen::V,тырсьӧтны,líon
1161,einwickeln::V,тубны,cuach
1162,einwickeln::V,тубны,clúdaigh
1163,tragen::V,новйӧтны,iompair
1164,schleppen::V,кыскыны,tarraing
1165,ziehen::V,кыскыны,tarraing
1166,aufbewahren::V,видзны,coinnigh
1167,werfen::V,шентывлыны,caith
1168,fangen::V,кутны,ceap
1169,packen::V,кутасьны,beir ar
1170,packen::V,кватитны,beir ar
1171,verstecken::V,дзебны,folaigh
1172,verstecken::V,дзебны,cuir i bhfolach
1173,teilen::V,торйӧтны,roinn
1174,schicken::V,иньдыны,seol
1175,bringen::V,вайны,beir
1176,bringen::V,вайны,tabhair
1177,hinzufügen::V,содтыны,cuir le
1178,bekommen::V,получитны,faigh
1179,erhalten::V,получитны,faigh
1180,nehmen::V,босьтны,tóg
1181,nehmen::V,босьтны,glac
1182,wählen::V,бӧрйыны,pioc
1183,wählen::V,бӧрйыны,roghnaigh
1184,auswählen::V,бӧрйыны,roghnaigh
1185,bewahren::V,видзны,caomhnaigh
1186,behindern::V,падтыны,cuir bac ar
1187,verderben::V,изводавны,mill
1188,beschädigen::V,паздыны,loit
1189,beschädigen::V,паздыны,déan damáiste do
1190,zerbrechen::V,паздыны,bris
1191,zerreißen::V,косявны,stiall
1192,zerstören::V,паздыны,mill
1193,zerstören::V,паздыны,scrios
1194,verbrennen::V,сотны,las
1195,verbrennen::V,сотны,dóigh
1196,geben::V,сетны,tabhair
1197,reichen::V,сетны,sín
1198,reichen::V,сетны,cuir
1199,schenken::V,козьнавны,bronn
1200,schenken::V,козьнавны,tabhair
1201,versprechen::V,кӧсйыны,geall
1202,wünschen::V,бурсьыны,guigh
1203,loben::V,ошкыны,mol
1204,küssen::V,окавны,póg
1205,wiegen::V,тюттьӧтны,bog
1206,wiegen::V,тюттьӧтны,luasc
1207,zudecken::V,вевттьыны,clúdaigh
1208,wecken::V,саймӧтны,dúisigh
1209,zeigen::V,мыччавны,taispeáin
1210,führen::V,нуӧтны,treoraigh
1211,lehren::V,велӧтны,múin
1212,lehren::V,велӧтны,teagasc
1213,unterrichten::V,велӧтны,múin
1214,unterrichten::V,велӧтны,teagasc
1215,aufziehen::V,быдтыны,tóg
1216,leiten::V,юравны,tá i gceannas ar
1217,leiten::V,веськӧтлыны,tá i gceannas ar
1218,antreiben::V,тэрмӧтны,gríosaigh
1219,lassen::V,-ӧтыны,cuir ag
1220,einladen::V,корны,cuir cuireadh ar
1221,vereinigen::V,ӧтувтны,aontaigh
1222,vereinigen::V,ӧтлаавны,aontaigh
1223,besuchen::V,пыравлыны,tabhair cuairt ar
1224,treffen::V,пантавны,cas ar
1225,treffen::V,пантавны,buail le
1226,sich versammeln::V,ӧксьыны,bailigh
1227,sich versammeln::V,ӧксьыны,cruinnigh
1228,spielen::V,орсны,imir
1229,spielen::V,орсны,tá ag spraoi
1230,singen::V,сьывны,can
1231,tanzen::V,йӧктыны,rinc
1232,tanzen::V,йӧктыны,damhsaigh
1233,sich trennen::V,торьясьны,scar
1234,verlassen::V,кольны,fág
1235,retten::V,мынтны,tarrtháil
1236,bewachen::V,смекайтны,cosain
1237,bewachen::V,смекайтны,gardáil
1238,schützen::V,дорйыны,cosain
1239,verteidigen::V,дорйыны,cosain
1240,sich schlagen::V,тышкасьны,tá ag bruíon
1241,schießen::V,лыйны,caith
1242,schießen::V,лыйны,scaoil
1243,siegen::V,вермыны,bain
1244,siegen::V,вермыны,buaigh
1245,ärgern::V,лӧгӧтны,cuir isteach ar
1246,schlagen::V,базнитны,buail
1247,treten::V,чужьявны,ciceáil
1248,stechen::V,бытшкыны,sáigh
1249,stoßen::V,тапкыны,brúigh
1250,stoßen::V,тапкыны,soncáil
1251,stoßen::V,тойыштны,brúigh
1252,stoßen::V,тойыштны,soncáil
1253,stehlen::V,гусявны,goid
1254,stören::V,костіавны,cuir isteach ar
1255,belästigen::V,назыляйтны,cuir as do
1256,verbergen::V,дзебны,ceil
1257,täuschen::V,бӧбӧтны,cuir dallamullóg ar
1258,täuschen::V,пӧрьявны,cuir dallamullóg ar
1259,betrügen::V,муклачитны,déan calaois ar
1260,töten::V,вийны,maraigh
1261,wohnen::V,овны,cuir faoi
1262,wohnen::V,овны,tá ina chónaí
1263,arbeiten::V,уджавны,oibrigh
1264,sammeln::V,ӧктыны,bailigh
1265,sammeln::V,ӧктыны,cruinnigh
1266,pflücken::V,судзлавны,pioc
1267,jagen::V,вӧравны,seilg
1268,fischen::V,чериавны,iasc
1269,fassen::V,кутны,beir ar
1270,hüten::V,вердны,aoirigh
1271,hüten::V,йирсьӧтны,aoirigh
1272,treiben::V,вашӧтны,seol
1273,treiben::V,вашӧтны,tiomáin
1274,anbinden::V,кӧртавны,ceangail
1275,füttern::V,вердны,cothaigh
1276,füttern::V,вердны,beathaigh
1277,melken::V,высьтыны,bligh
1278,melken::V,высьтыны,crúigh
1279,melken::V,чилькӧтны,bligh
1280,melken::V,чилькӧтны,crúigh
1281,hacken::V,керавны,gearr
1282,gießen::V,киськавны,uiscigh
1283,reifen::V,кисьмыны,aibigh
1284,zubereiten::V,лӧсьӧтны,cócaráil
1285,kochen::V,пуны,bruith
1286,kochen::V,пуны,beirigh
1287,backen::V,пӧжавны,bácáil
1288,braten::V,жаритны,róst
1289,braten::V,жаритны,frioch
1290,umrühren::V,соравны,measc
1291,stricken::V,домавны,cniotáil
1292,nähen::V,вурны,fuaigh
1293,färben::V,краситны,dathaigh
1294,reinigen::V,весӧтны,glan
1295,waschen::V,пеславны,nigh
1296,abwischen::V,чышкыны,glan
1297,spülen::V,гывьявны,sruthlaigh
1298,fegen::V,чышкыны,scuab
1299,kehren::V,чышкыны,scuab
1300,baden::V,купайтчыны ,folc
1301,sich waschen::V,миссьыны,nigh é féin
1302,ausziehen::V,гыжтӧтны,bain de
1303,ausziehen::V,пӧрччавны,bain de
1304,anziehen::V,пасьтавны,cuir ar
1305,sich anziehen::V,пасьтасьны,gléas é féin
1306,kämmen::V,сынавны,cíor
1307,schmücken::V,баситны,maisigh
1308,sagen::V,висьтавны,abair
1309,sprechen::V,шуны,labhair
1310,reden::V,баитны,caintigh
1311,sich unterhalten::V,сёрнитны,caintigh
1312,sich unterhalten::V,сёрнитны,tá ag comhrá
1313,fragen::V,юавны,fiafraigh
1314,fragen::V,юавны,cuir ceist
1315,bitten::V,корны,iarr
1316,erzählen::V,висьтавны,inis
1317,erzählen::V,висьтавны,eachtraigh
1318,mitteilen::V,висьтавны,aithris
1319,mitteilen::V,висьтавны,cuir in iúl
1320,nennen::V,нимтны,ainmnigh
1321,rufen::V,китсавны,glaoigh
1322,rufen::V,корны,glaoigh
1323,rufen::V,чукӧстны,glaoigh
1324,prahlen::V,ошшасьны,maígh
1325,übersetzen::V,вуджӧтны,aistrigh
1326,denken::V,чайтны,síl
1327,denken::V,чайтны,ceap
1328,glauben::V,веритны,creid
1329,bemerken::V,казявны,tabhair faoi deara
1330,erkennen::V,тӧдсавны,aithin
1331,begreifen::V,вежӧртны,tuig
1332,verstehen::V,кывны,tuig
1333,lernen::V,велӧтчыны,foghlaim
1334,wissen::V,тӧдны,tá a fhios ag
1335,sich erinnern an::V,касьтывны,cuimhnigh ar
1336,sich erinnern an::V,касьтывны,is cuimhne ar
1337,vergessen::V,вунӧтны,dearmad
1338,messen::V,меряйтны,tomhais
1339,zählen::V,лыддьыны,cuntais
1340,rechnen::V,лыддьыны,ríomh
1341,rechnen::V,лыддьыны,áirigh
1342,lesen::V,лыддьӧтны,léigh
1343,zeichnen::V,гижмавны,línigh
1344,zeichnen::V,гижмавны,tarraing
1345,schreiben::V,гижны,scríobh
1346,besitzen::V,лоны,is le
1347,kaufen::V,небны,ceannaigh
1348,verkaufen::V,вузавны,díol
1349,bezahlen::V,вештыны,íoc as
1350,zahlen::V,вештыны,íoc
1351,ertragen::V,терпитны,seas
1352,ertragen::V,терпитны,fulaing
1353,ertragen::V,терпитны,foighnigh
1354,Insel::N,,inis
1355,Insel::N,,oileán
1356,Menge::N,,méid
1357,Gewalt::N,,foréigean
1358,Alter::N,,aois
1359,richtig::A,,ceart
1360,wahr::A,,fíor
1361,berühmt::A,,cailiúil
1362,berühmt::A,,clúiteach
1363,allein::ADV,,i d'aonar
1364,rennen::V,,rith
1365,malen::V,,péinteáil
1366,beherrschen::V,,rialaigh
