,Concept_ID,nl,cs
846,vergebens::ADV,vergeefs,marně
847,vergebens::ADV,tevergeefs,marně
848,vor::PRP,voor,před
849,hinter::PRP,achter,za
850,unter::PRP,onder,pod
851,unter::PRP,beneden,pod
852,durch::PRP,door,skrz
853,neben::PRP,naast,vedle
854,zwischen::PRP,tussen,mezi
855,wegen::PRP,wegens,pro
856,wegen::PRP,vanwege,pro
857,dies::PRN,dit,toto
858,dies::PRN,dit,tohle
859,das::PRN,dat,to
860,alles::PRN,alles,všechno
861,ich::PRN,ik,já
862,du::PRN,je,ty
863,du::PRN,jij,ty
864,er::PRN,hij,on
865,wir::PRN,we,my
866,wir::PRN,wij,my
867,ihr::PRN,jullie,vy
868,sie::PRN,ze,oni
869,sie::PRN,zij,oni
870,was::FPRN,wat,co
871,wer::FPRN,wie,kdo
872,wo::FADV,waar,kde
873,wohin::FADV,waarheen,kam
874,wie::FADV,hoe,jak
875,warum::FADV,waarom,proč
876,wieviel::FNUM,hoeveel,kolik
877,eins::NUM,één,jeden
878,zwei::NUM,twee,dva
879,drei::NUM,drie,tři
880,vier::NUM,vier,čtyři
881,fünf::NUM,vijf,pět
882,sechs::NUM,zes,šest
883,sieben::NUM,zeven,sedm
884,acht::NUM,acht,osm
885,neun::NUM,negen,devět
886,zehn::NUM,tien,deset
887,elf::NUM,elf,jedenáct
888,zwölf::NUM,twaalf,dvanáct
889,zwanzig::NUM,twintig,dvacet
890,dreißig::NUM,dertig,třicet
891,vierzig::NUM,veertig,čtyřicet
892,fünfzig::NUM,vijftig,padesát
893,sechzig::NUM,zestig,šedesát
894,siebzig::NUM,zeventig,sedmdesát
895,achtzig::NUM,tachtig,osmdesát
896,neunzig::NUM,negentig,devadesát
897,hundert::NUM,honderd,sto
898,tausend::NUM,duizend,tisíc
899,und::CNJ,en,a
900,oder::CNJ,of,nebo
901,stehen::V,staan,stát
902,sitzen::V,zitten,sedět
903,liegen::V,liggen,ležet
904,hängen::V,hangen,viset
905,werden::V,worden,stát se
906,passieren::V,gebeuren,stát se
907,beginnen::V,beginnen,počít
908,enden::V,eindigen,končit
909,enden::V,eindigen,skončit
910,wechseln::V,wijzigen,měnit se
911,wechseln::V,veranderen,měnit se
912,aufgehen[Sonne]::V,opgaan,vyjít
913,untergehen[Sonne]::V,ondergaan,zapadnout
914,scheinen[Sonne]::V,schijnen,svítit
915,donnern::V,donderen,hřmět
916,wehen::V,waaien,vát
917,wehen::V,waaien,vanout
918,strömen::V,stromen,proudit
919,fließen::V,vloeien,téct
920,sich drehen::V,draaien,točit se
921,sich drehen::V,zich draaien,točit se
922,schwanken::V,wankelen,kolísat
923,schwanken::V,wankelen,houpat se
924,schwingen::V,zwieren,kývat se
925,fallen::V,vallen,padat
926,brennen::V,branden,hořet
927,rauchen::V,roken,kouřit
928,regnen::V,regenen,pršet
929,gefrieren::V,bevriezen,zamrznout
930,tauen::V,dooien,tát
931,schmelzen::V,smelten,tavit
932,trocknen::V,drogen,schnout
933,sieden::V,koken,vřít
934,sieden::V,zieden,vřít
935,faulen::V,rotten,hnít
936,verfaulen::V,verrotten,shnít
937,reißen::V,scheuren,roztrhat se
938,versinken::V,verzinken,topit se
939,versinken::V,verzinken,ponořit se
940,vergehen::V,vergaan,plynout
941,erscheinen::V,opdagen,objevit se
942,erscheinen::V,verschijnen,objevit se
943,verschwinden::V,verdwijnen,zmizet
944,sinken::V,zinken,klesat
945,abnehmen::V,afnemen,ubýt
946,abnehmen::V,verminderen,ubýt
947,zunehmen::V,toenemen,přibýt
948,steigen::V,stijgen,stoupat
949,steigen::V,omhooggaan,stoupat
950,wachsen::V,groeien,růst
951,glänzen::V,glanzen,lesknout se
952,glänzen::V,schitteren,lesknout se
953,funkeln::V,fonkelen,jiskřit se
954,lärmen::V,lawaai maken,dělat hluk
955,läuten::V,luiden,zvonit
956,klingeln::V,bellen,zvonit
957,klirren::V,rinkelen,řinčet
958,brausen::V,bruisen,hučet
959,rauschen::V,ruisen,šumět
960,klingen::V,klinken,znít
961,bellen::V,blaffen,štěkat
962,heulen::V,huilen,výt
963,blasen::V,blazen,foukat
964,pfeifen::V,fluiten,pískat
965,schreien::V,gillen,křičet
966,schreien::V,schreeuwen,křičet
967,stöhnen::V,steunen,sténat
968,zittern::V,beven,třást se
969,zittern::V,sidderen,třást se
970,leben::V,leven,žít
971,geboren werden::V,geboren worden,rodit se
972,atmen::V,ademen,dýchat
973,trinken::V,drinken,pít
974,essen::V,eten,jíst
975,schlucken::V,slikken,polykat
976,müde werden::V,moe worden,unavit se
977,einschlafen::V,inslapen,usnout
978,schlafen::V,slapen,spát
979,aufwachen::V,ontwaken,probudit se
980,aufwachen::V,wakker worden,probudit se
981,aufstehen::V,opstaan,vstát
982,sich erholen::V,zich ontspannen,zotavovat se
983,krank werden::V,ziek worden,onemocnět
984,krank sein::V,ziek zijn,být nemocný
985,schmerzen::V,pijn doen,bolet
986,husten::V,hoesten,kašlat
987,genesen::V,genezen,uzdravit se
988,sterben::V,sterven,umřít
989,sterben::V,overlijden,umřít
990,umkommen::V,omkomen,zahynout
991,sich bewegen::V,zich bewegen,pohnout se
992,sich rühren::V,zich verroeren,hnout se
993,sich erheben::V,oprijzen,zdvihnout se
994,sich erheben::V,verrijzen,zdvihnout se
995,sich setzen::V,gaan zitten,posadit se
996,hinfallen::V,vallen,upadnout
997,hinfallen::V,neervallen,upadnout
998,laufen::V,lopen,běžet
999,schreiten::V,stappen,kráčet
1000,schreiten::V,schrijden,kráčet
1001,spazierengehen::V,gaan wandelen,procházet se
1002,eilen::V,ijlen,spěchat
1003,eilen::V,haasten,spěchat
1004,sich beeilen::V,zich haasten,pospíšit si
1005,sausen::V,stuiven,fičet
1006,rennen::V,rennen,pádit
1007,springen::V,springen,skákat
1008,klettern::V,klimmen,lézt
1009,klettern::V,klimmen,šplhat
1010,klettern::V,klauteren,lézt
1011,klettern::V,klauteren,šplhat
1012,schaukeln::V,schommelen,houpat
1013,kriechen::V,kruipen,lézt
1014,kriechen::V,kruipen,plazit se
1015,schwimmen::V,zwemmen,plavat
1016,tauchen::V,duiken,nořit se
1017,rudern::V,roeien,veslovat
1018,fahren::V,rijden,jet
1019,fahren::V,rijden,jezdit
1020,fliegen::V,vliegen,létat
1021,gehen::V,gaan,jít
1022,weggehen::V,weggaan,odejít
1023,abfahren::V,vertrekken,odjet
1024,anhalten::V,stoppen,zastavit se
1025,anhalten::V,stilhouden,zastavit se
1026,hineingehen::V,ingaan,vcházet se
1027,hineingehen::V,binnengaan,vcházet se
1028,eintreten::V,binnenkomen,vstoupit
1029,kommen::V,komen,přijít
1030,ankommen::V,aankomen,dojít
1031,zurückkommen::V,terugkomen,vrátit se
1032,bleiben::V,blijven,zůstat
1033,warten::V,wachten,čekat
1034,erwarten::V,verwachten,čekat na
1035,suchen::V,zoeken,hledat
1036,finden::V,vinden,najít
1037,versuchen::V,proberen,zkoušet
1038,versuchen::V,beproeven,zkoušet
1039,vorbereiten::V,voorbereiden,připravit
1040,lieben::V,houden van,milovat
1041,mögen::V,lusten,mít rád
1042,mögen::V,houden van,mít rád
1043,lachen::V,lachen,smát se
1044,rühren::V,roeren,dojmout
1045,weinen::V,huilen,plakat
1046,weinen::V,schreien,plakat
1047,schimpfen::V,kijven,nadávat
1048,schimpfen::V,schelden,nadávat
1049,sich ärgern::V,zich ergeren,pohoršit se
1050,sich fürchten::V,bang zijn,bát se
1051,fürchten::V,vrezen,bát se
1052,fliehen::V,vluchten,utéct
1053,flüchten::V,ontsnappen,prchnout
1054,flüchten::V,ontkomen,prchnout
1055,sehen::V,zien,vidět
1056,anschauen::V,aankijken,podívat se na
1057,ansehen::V,aanzien,sledovat
1058,ansehen::V,bekijken,sledovat
1059,hören::V,horen,slyšet
1060,zuhören::V,luisteren,poslouchat
1061,probieren::V,proeven,ochutnávat
1062,riechen::V,ruiken,cítit
1063,fühlen::V,voelen,cítit
1064,scheinen::V,lijken,zdát se
1065,zu sehen sein::V,te zien zijn,moci být viděn
1066,vernehmen::V,vernemen,uslyšet
1067,frieren::V,het koud hebben,mrznout
1068,tun::V,doen,dělat
1069,können::V,kunnen,moct
1070,wollen::V,willen,chtít
1071,anfangen::V,beginnen,začít
1072,anfangen::V,aanvangen,začít
1073,beenden::V,beëindigen,ukončit
1074,aufhören::V,ophouden,přestat
1075,gelingen::V,lukken,podařit se
1076,gelingen::V,gelukken,podařit se
1077,geraten::V,uitvallen,dařit se
1078,öffnen::V,openen,otevřít
1079,öffnen::V,opendoen,otevřít
1080,schließen::V,sluiten,zavřít
1081,schließen::V,dichtdoen,zavřít
1082,stellen::V,stellen,postavit
1083,stellen::V,plaatsen,postavit
1084,setzen::V,zetten,posadit
1085,setzen::V,plaatsen,posadit
1086,legen::V,leggen,klást
1087,legen::V,leggen,položit
1088,berühren::V,aanraken,dotýkat se
1089,verbinden::V,verbinden,spojit
1090,bedecken::V,bedekken,pokrýt
1091,aufhängen::V,ophangen,oběsit
1092,aufhängen::V,ophangen,pověsit
1093,anzünden::V,aansteken,zapálit
1094,anzünden::V,aansteken,podpálit
1095,aufheben::V,oprapen,zvednout
1096,aufheben::V,oprapen,zdvihnout
1097,zurücklassen::V,achterlaten,zanechat
1098,verlieren::V,verliezen,ztratit
1099,fallen lassen::V,laten vallen,upustit
1100,machen::V,maken,udělat
1101,herstellen::V,produceren,vyrobit
1102,herstellen::V,voortbrengen,vyrobit
1103,bauen::V,bouwen,stavět
1104,bauen::V,bouwen,budovat
1105,reparieren::V,repareren,opravit
1106,reparieren::V,herstellen,opravit
1107,verbessern::V,verbeteren,zlepšit
1108,ändern::V,wijzigen,změnit
1109,ändern::V,veranderen,změnit
1110,graben::V,graven,rýt
1111,graben::V,graven,kopat
1112,beugen::V,buigen,ohnout
1113,biegen::V,buigen,ohnout
1114,drehen::V,draaien,točit
1115,wenden::V,keren,obrátit
1116,wenden::V,wenden,obrátit
1117,umdrehen::V,omdraaien,obrátit
1118,heben::V,heffen,zdvihnout
1119,heben::V,optillen,zdvihnout
1120,hochheben::V,tillen,zvednout
1121,ergreifen::V,pakken,chopit se
1122,ergreifen::V,grijpen,chopit se
1123,halten::V,houden,držet
1124,drücken::V,drukken,stisknout
1125,schieben::V,duwen,posouvat
1126,schieben::V,schuiven,posouvat
1127,kratzen::V,krassen,škrábat
1128,lecken::V,likken,lízat
1129,beißen::V,bijten,kousat
1130,abreißen::V,afrukken,utrhat
1131,abreißen::V,afrukken,odtrhat
1132,abreißen::V,afscheuren,utrhat
1133,abreißen::V,afscheuren,odtrhat
1134,abschneiden::V,afsnijden,uřezat
1135,abschneiden::V,afsnijden,ukrojit
1136,binden::V,binden,přivázat
1137,stecken::V,steken,strčit
1138,brechen::V,breken,lomit
1139,klopfen::V,kloppen,ťukat
1140,klopfen::V,kloppen,klepat
1141,hauen::V,houwen,bít
1142,kleben::V,plakken,lepit
1143,reiben::V,wrijven,třít
1144,streichen::V,smeren,mazat
1145,schleifen::V,slijpen,brousit
1146,schneiden::V,snijden,řezat
1147,schneiden::V,snijden,střihat
1148,rütteln::V,schudden,třást
1149,rütteln::V,schudden,otřást
1150,schütteln::V,schudden,třást
1151,schütteln::V,schudden,zatřást
1152,schwenken::V,wuiven,mávat
1153,schwenken::V,zwaaien,mávat
1154,schütten::V,gieten,nasypat
1155,schütten::V,storten,nasypat
1156,füllen::V,vullen,naplnit
1157,einwickeln::V,inwikkelen,zavinout
1158,tragen::V,dragen,nést
1159,schleppen::V,slepen,vléct
1160,ziehen::V,trekken,tahat
1161,ziehen::V,trekken,táhnout
1162,aufbewahren::V,bewaren,schovat
1163,werfen::V,gooien,házet
1164,fangen::V,vangen,chytat
1165,packen::V,pakken,uchvátit
1166,packen::V,vastpakken,uchvátit
1167,verstecken::V,verstoppen,schovat
1168,teilen::V,delen,rozdělit
1169,schicken::V,sturen,posílat
1170,bringen::V,brengen,přinést
1171,hinzufügen::V,toevoegen,připojit
1172,bekommen::V,verkrijgen,dostat
1173,erhalten::V,krijgen,uchovat
1174,nehmen::V,nemen,vzít
1175,wählen::V,kiezen,zvolit
1176,wählen::V,verkiezen,zvolit
1177,auswählen::V,uitkiezen,vybrat
1178,bewahren::V,bewaren,uchránit
1179,behindern::V,hinderen,překážet
1180,verderben::V,bederven,zkazit
1181,beschädigen::V,beschadigen,porušit
1182,beschädigen::V,beschadigen,poškodit
1183,zerbrechen::V,breken,rozlámat
1184,zerbrechen::V,stukbreken,rozlámat
1185,zerreißen::V,scheuren,roztrhnout
1186,zerreißen::V,verscheuren,roztrhnout
1187,zerstören::V,vernielen,zničit
1188,verbrennen::V,branden,spálit
1189,verbrennen::V,verbranden,spálit
1190,geben::V,geven,dát
1191,reichen::V,reiken,podat
1192,reichen::V,aanreiken,podat
1193,schenken::V,schenken,darovat
1194,versprechen::V,beloven,slíbit
1195,wünschen::V,wensen,přát
1196,loben::V,loven,chválit
1197,loben::V,prijzen,chválit
1198,küssen::V,kussen,líbat
1199,wiegen::V,wiegen,chovat
1200,wiegen::V,wiegen,kolébat
1201,zudecken::V,toedekken,přikrýt
1202,zudecken::V,toedekken,přiklopit
1203,wecken::V,wekken,vzbudit
1204,zeigen::V,tonen,ukázat
1205,zeigen::V,wijzen,ukázat
1206,führen::V,voeren,vést
1207,lehren::V,leren,učit
1208,unterrichten::V,onderwijzen,vyučovat
1209,aufziehen::V,grootbrengen,vychovat
1210,leiten::V,leiden,vodit
1211,antreiben::V,aandrijven,nutit
1212,lassen::V,laten,dát
1213,einladen::V,uitnodigen,pozvat
1214,vereinigen::V,verenigen,spojit
1215,besuchen::V,bezoeken,návštívit
1216,treffen::V,treffen,potkat
1217,treffen::V,ontmoeten,potkat
1218,sich versammeln::V,zich verzamelen,shromáždit se
1219,spielen::V,spelen,hrát
1220,singen::V,zingen,zpívat
1221,tanzen::V,dansen,tančit
1222,sich trennen::V,van elkaar gaan,rozejít se
1223,verlassen::V,verlaten,opustit
1224,retten::V,redden,zachránit
1225,bewachen::V,bewaken,hlídat
1226,schützen::V,beschermen,chránit
1227,verteidigen::V,verdedigen,obhájit
1228,sich schlagen::V,knokken,bít se
1229,schießen::V,schieten,střílet
1230,siegen::V,overwinnen,zvítězit
1231,ärgern::V,ergeren,zlobit
1232,ärgern::V,ergeren,pohoršit
1233,schlagen::V,slaan,udeřit
1234,schlagen::V,slaan,praštit
1235,treten::V,trappen,kopnout
1236,treten::V,schoppen,kopnout
1237,stechen::V,steken,bodnout
1238,stechen::V,steken,píchnout
1239,stechen::V,prikken,bodnout
1240,stechen::V,prikken,píchnout
1241,stoßen::V,stoten,strčit
1242,stehlen::V,stelen,ukrást
1243,stören::V,storen,vyrušit
1244,stören::V,verstoren,vyrušit
1245,belästigen::V,lastig vallen,obtěžovat
1246,verbergen::V,verbergen,skrýt
1247,täuschen::V,misleiden,klamat
1248,betrügen::V,bedriegen,podvést
1249,töten::V,doden,zabít
1250,wohnen::V,wonen,bydlit
1251,arbeiten::V,werken,pracovat
1252,sammeln::V,inzamelen,sebrat
1253,sammeln::V,verzamelen,sebrat
1254,pflücken::V,plukken,česat
1255,jagen::V,jagen,uhonit
1256,fischen::V,vissen,chytat ryby
1257,fassen::V,vangen,ulovit
1258,hüten::V,hoeden,pást
1259,treiben::V,drijven,hnát
1260,anbinden::V,vastbinden,přivázat
1261,füttern::V,voeren,krmit
1262,melken::V,melken,dojit
1263,hacken::V,hakken,seknout
1264,gießen::V,gieten,zalít
1265,reifen::V,rijpen,uzrát
1266,zubereiten::V,klaarmaken,připravit
1267,zubereiten::V,toebereiden,připravit
1268,kochen::V,koken,vařit
1269,backen::V,bakken,péct
1270,braten::V,braden,smažit
1271,umrühren::V,omroeren,zamíchat
1272,stricken::V,breien,plést
1273,nähen::V,naaien,šít
1274,färben::V,verven,nabarvit
1275,färben::V,kleuren,nabarvit
1276,reinigen::V,reinigen,očistit
1277,waschen::V,wassen,mýt
1278,abwischen::V,afvegen,utřít
1279,spülen::V,spoelen,spláchnout
1280,spülen::V,afwassen,spláchnout
1281,fegen::V,vegen,zamést
1282,kehren::V,vegen,mést
1283,baden::V,baden,koupat se
1284,sich waschen::V,zich wassen,mýt se
1285,ausziehen::V,uittrekken,svléct
1286,anziehen::V,aantrekken,obléct
1287,sich anziehen::V,zich aankleden,oblékat se
1288,kämmen::V,kammen,učesat
1289,schmücken::V,tooien,ozdobit
1290,sagen::V,zeggen,říct
1291,sprechen::V,spreken,mluvit
1292,reden::V,praten,hovořit
1293,sich unterhalten::V,zich onderhouden,povídat se
1294,fragen::V,vragen,zeptat se
1295,bitten::V,vragen,prosit
1296,bitten::V,verzoeken,prosit
1297,erzählen::V,vertellen,povídat
1298,mitteilen::V,meedelen,sdělit
1299,mitteilen::V,meedelen,oznámit
1300,nennen::V,noemen,nazvat
1301,rufen::V,roepen,volat
1302,rufen::V,roepen,zavolat
1303,prahlen::V,pralen,chlubit se
1304,übersetzen::V,vertalen,přeložit
1305,denken::V,denken,myslit
1306,glauben::V,geloven,věřit
1307,bemerken::V,bemerken,zpozorovat
1308,erkennen::V,herkennen,poznat
1309,begreifen::V,begrijpen,pochopit
1310,verstehen::V,verstaan,porozumět
1311,lernen::V,leren,učit se
1312,wissen::V,weten,vědět
1313,sich erinnern an::V,zich herinneren aan,vzpomínat si na
1314,vergessen::V,vergeten,zapomínat
1315,messen::V,meten,měřit
1316,zählen::V,tellen,spočítat
1317,rechnen::V,rekenen,počítat
1318,lesen::V,lezen,číst
1319,malen::V,schilderen,malovat
1320,zeichnen::V,tekenen,rýsovat
1321,schreiben::V,schrijven,psát
1322,besitzen::V,bezitten,mít
1323,besitzen::V,bezitten,vlastnit
1324,kaufen::V,kopen,koupit
1325,verkaufen::V,verkopen,prodat
1326,bezahlen::V,betalen,zaplatit
1327,zahlen::V,betalen,platit
1328,beherrschen::V,beheersen,ovládat
1329,ertragen::V,verdragen,snést
