,Concept_ID,es,lez
804,durch::PRP,a través de,-кай хкатна
805,neben::PRP,al lado de,патав
806,neben::PRP,al lado de,мукьув
807,zwischen::PRP,entre,ара
808,zwischen::PRP,entre,арада
809,wegen::PRP,por,гъиляй
810,wegen::PRP,a causa de,гъиляй
811,dies::PRN,esto,и
812,dies::PRN,esto,им
813,das::PRN,eso,а
814,das::PRN,eso,ам
815,das::PRN,esto,а
816,das::PRN,esto,ам
817,alles::PRN,todo,вири
818,alles::PRN,todo,михьиз
819,ich::PRN,yo,за
820,ich::PRN,yo,зун
821,du::PRN,tú,вун
822,er::PRN,él,ам
823,er::PRN,él,гьа
824,wir::PRN,nosotros,чун
825,ihr::PRN,vosotros,куьн
826,sie::PRN,ellos,абур
827,was::FPRN,qué,вуч
828,wer::FPRN,quién,вуж
829,wo::FADV,dónde,гьина
830,wohin::FADV,adónde,гьиниз
831,wohin::FADV,hacia dónde,гьиниз
832,wie::FADV,cómo,гьикӏ
833,warum::FADV,por qué,вучиз
834,wieviel::FNUM,cuánto,шумуд
835,eins::NUM,uno,са
836,zwei::NUM,dos,кьвед
837,drei::NUM,tres,пуд
838,vier::NUM,cuatro,кьуд
839,fünf::NUM,cinco,вад
840,sechs::NUM,seis,ругуд
841,sieben::NUM,siete,ирид
842,acht::NUM,ocho,муьжуьд
843,neun::NUM,nueve,кӏуьд
844,zehn::NUM,diez,цӏуд
845,elf::NUM,once,цӏусад
846,zwölf::NUM,doce,цӏикьвед
847,zwanzig::NUM,veinte,къад
848,dreißig::NUM,treinta,къанницӏуд
849,vierzig::NUM,cuarenta,яхцӏур
850,fünfzig::NUM,cincuenta,яхцӏурни цӏуд
851,sechzig::NUM,sesenta,пудкъад
852,siebzig::NUM,setenta,пудкъанни цӏуд
853,achtzig::NUM,ochenta,кьудкъад
854,neunzig::NUM,noventa,кьудкъанни цӏуд
855,hundert::NUM,cien,виш
856,hundert::NUM,ciento,виш
857,tausend::NUM,mil,агъзур
858,und::CNJ,y,ва
859,oder::CNJ,o,я
860,stehen::V,estar de pie,акъвазун
861,sitzen::V,estar sentado,ацукьун
862,liegen::V,yacer,къаткун
863,liegen::V,estar acostado,къаткун
864,hängen::V,pender,куьрс хьун
865,werden::V,hacerse,хьун
866,passieren::V,suceder,хьун
867,beginnen::V,iniciarse,башламиш хьун
868,beginnen::V,principiar,башламиш хьун
869,enden::V,acabar,куьтягь хьун
870,enden::V,terminar,куьтягь хьун
871,wechseln::V,variar,дегиш хьун
872,wechseln::V,alternar,дегиш хьун
873,aufgehen[Sonne]::V,salir,экъечӏун
874,untergehen[Sonne]::V,ponerse,акӏун
875,untergehen[Sonne]::V,descender,акӏун
876,scheinen[Sonne]::V,brillar,ишигь гун
877,donnern::V,tronar,къукърумар авун
878,wehen::V,soplar,
879,strömen::V,afluir,авахьун
880,fließen::V,fluir,авахьун
881,fließen::V,correr,авахьун
882,sich drehen::V,girar,элкъуьн
883,schwanken::V,vacilar,юзун
884,schwingen::V,oscilar,галтад хьун
885,fallen::V,caer,аватун
886,brennen::V,arder,кун
887,brennen::V,arder,ккун
888,brennen::V,quemar,кун
889,brennen::V,quemar,ккун
890,rauchen::V,humear,
891,rauchen::V,echar humo,
892,regnen::V,llover,къун
893,gefrieren::V,helarse,муркӏади кьун
894,tauen::V,deshelarse,цӏурун
895,schmelzen::V,fundirse,цӏурун
896,schmelzen::V,derretirse,цӏурун
897,trocknen::V,secarse,кьурун
898,sieden::V,hervir,ругун
899,faulen::V,pudrirse,кутӏун
900,verfaulen::V,pudrirse,чуьруьтмиш хьун
901,verfaulen::V,pudrirse,кутӏун
902,reißen::V,romperse,атӏун
903,reißen::V,romperse,къазунун
904,versinken::V,hundirse,батмиш хьун
905,vergehen::V,pasar,алатун
906,erscheinen::V,aparecer,майдандиз акъатун
907,verschwinden::V,desaparecer,квахьун
908,sinken::V,bajar,элекьун
909,abnehmen::V,decrecer,тӏимил хьун
910,abnehmen::V,decrecer,гъвечӏи хьун
911,abnehmen::V,disminuir,тӏимил хьун
912,abnehmen::V,disminuir,гъвечӏи хьун
913,zunehmen::V,crecer,артух хьун
914,zunehmen::V,aumentar,артух хьун
915,steigen::V,subir,хкаж хьун
916,steigen::V,ascender,хкаж хьун
917,wachsen::V,crecer,экъечӏун
918,glänzen::V,brillar,цӏарцӏар гун
919,glänzen::V,resplandecer,цӏарцӏар гун
920,funkeln::V,chispear,нур гун
921,lärmen::V,hacer ruido,ван авун
922,läuten::V,sonar,зенг ягъун
923,läuten::V,repicar,зенг ягъун
924,klingeln::V,tocar el timbre,зенг ягъун
925,klirren::V,tintinear,зигринг авун
926,brausen::V,zumbar,къати хьун
927,rauschen::V,murmurar,вишриш авун
928,klingen::V,sonar,ван авун
929,bellen::V,ladrar,элуькьун
930,heulen::V,ulular,къув ягъун
931,blasen::V,soplar,уф гун
932,pfeifen::V,silbar,уьфт ягъун
933,schreien::V,gritar,гьараюн
934,stöhnen::V,gemir,суза авун
935,zittern::V,temblar,зурзун
936,leben::V,vivir,яшамиш хьун
937,geboren werden::V,nacer,хьун
938,atmen::V,respirar,нефес чӏугун
939,trinken::V,beber,хъун
940,essen::V,comer,тӏуьн
941,schlucken::V,tragar,туькьуьнун
942,müde werden::V,cansarse,галатун
943,müde werden::V,cansarse,юргъун хьун
944,müde werden::V,fatigarse,галатун
945,müde werden::V,fatigarse,юргъун хьун
946,einschlafen::V,dormirse,ксун
947,schlafen::V,dormir,ксун
948,aufwachen::V,despertarse,ахварай аватун
949,aufstehen::V,levantarse,къарагъун
950,sich erholen::V,reposar,ял ягъун
951,sich erholen::V,descansar,ял ягъун
952,krank werden::V,caer enfermo,кефсуз хьун
953,krank sein::V,estar enfermo,тӏа хьун
954,schmerzen::V,doler,тӏа хьун
955,husten::V,toser,уьгьуь ягъун
956,genesen::V,convalecer,сагъ хъхьун
957,genesen::V,restablecerse,сагъ хъхьун
958,sterben::V,morir,кьин
959,umkommen::V,perecer,терг хьун
960,sich bewegen::V,moverse,юзун
961,sich rühren::V,rebullir,юзун
962,sich erheben::V,levantarse,къарагъун
963,sich setzen::V,sentarse,ацукьун
964,hinfallen::V,caerse,алукьун
965,laufen::V,andar,къекъуьн
966,schreiten::V,proceder,ккамар къачун
967,spazierengehen::V,pasear,сейр авун
968,spazierengehen::V,pasearse,сейр авун
969,eilen::V,correr prisa,тади авун
970,sich beeilen::V,darse prisa,гьерекатун
971,sausen::V,correr,чкурун
972,rennen::V,correr,катун
973,rennen::V,correr,зверун
974,springen::V,saltar,хкадарун
975,klettern::V,trepar,акьахун
976,klettern::V,escalar,акьахун
977,schaukeln::V,bambolearse,
978,kriechen::V,reptar,капаралди фин
979,kriechen::V,arrastrarse,капаралди фин
980,schwimmen::V,nadar,сирнав авун
981,tauchen::V,bucear,кьилихъди циз вегьин
982,tauchen::V,sumergirse,кьилихъди циз вегьин
983,rudern::V,remar,кьусуйралди лодка гьалун
984,rudern::V,remar,цуьруьгъуьлдалди кӏватӏун
985,fahren::V,ir,фин
986,fliegen::V,volar,лув гун
987,fliegen::V,volar,цавай фин
988,gehen::V,ir,фин
989,gehen::V,andar,фин
990,weggehen::V,irse,хъфин
991,weggehen::V,marcharse,хъфин
992,abfahren::V,salir,фин
993,abfahren::V,salir,рекье гьатун
994,abfahren::V,partir,фин
995,abfahren::V,partir,рекье гьатун
996,anhalten::V,parar,акъвазун
997,anhalten::V,pararse,акъвазун
998,hineingehen::V,entrar,гьахьун
999,eintreten::V,entrar,гьахьун
1000,kommen::V,venir,атун
1001,ankommen::V,llegar,атун
1002,zurückkommen::V,volver,хтун
1003,zurückkommen::V,regresar,хтун
1004,bleiben::V,quedarse,амукьун
1005,warten::V,esperar,гуьзлемишун
1006,erwarten::V,esperar,вил алаз акъвазун
1007,suchen::V,buscar,къекъуьн
1008,finden::V,hallar,жугъун
1009,finden::V,encontrar,жугъун
1010,versuchen::V,intentar,алахъун
1011,vorbereiten::V,preparar,гьазурун
1012,lieben::V,amar,кӏан хьун
1013,lieben::V,querer,кӏан хьун
1014,mögen::V,querer,рикӏ ацукьун
1015,lachen::V,reír,хъуьруьн
1016,rühren::V,conmover,
1017,weinen::V,llorar,шехьун
1018,schimpfen::V,regañar,сеперар гун
1019,schimpfen::V,regañar,экъуьгъунар авун
1020,sich ärgern::V,enfadarse,хъел акатун
1021,sich fürchten::V,tener miedo,кичӏе хьун
1022,fürchten::V,temer,къурхутмиш хьун
1023,fürchten::V,tener miedo a,къурхутмиш хьун
1024,fliehen::V,huir,катун
1025,flüchten::V,escaparse,катун
1026,sehen::V,ver,акун
1027,anschauen::V,mirar,вил вегьин
1028,ansehen::V,mirar,килигун
1029,hören::V,oír,ван хьун
1030,zuhören::V,escuchar,яб гун
1031,probieren::V,probar,дад акун
1032,probieren::V,degustar,дад акун
1033,riechen::V,oler,ни чӏугун
1034,fühlen::V,sentir,гьисс авун
1035,scheinen::V,parecer,
1036,zu sehen sein::V,poder verse,
1037,vernehmen::V,oír,
1038,vernehmen::V,percibir,
1039,frieren::V,tener frío,кьун
1040,frieren::V,tener frío,мекьи хьун
1041,tun::V,hacer,авун
1042,können::V,poder,хьун
1043,können::V,poder,акъакьун
1044,wollen::V,querer,кӏан хьун
1045,anfangen::V,iniciar,башламишун
1046,beenden::V,acabar,куьтягьун
1047,beenden::V,terminar,куьтягьун
1048,aufhören::V,cesar,акъвазун
1049,gelingen::V,salir bien,арадал атун
1050,geraten::V,salir,акъатун
1051,geraten::V,dar resultado,акъатун
1052,öffnen::V,abrir,ахъаюн
1053,schließen::V,cerrar,акьалун
1054,stellen::V,poner,эцигун
1055,stellen::V,colocar,эцигун
1056,setzen::V,poner,ацукьарун
1057,setzen::V,colocar,ацукьарун
1058,legen::V,poner,эцигун
1059,berühren::V,tocar,хкӏурун
1060,verbinden::V,unir,гилигун
1061,verbinden::V,juntar,гилигун
1062,bedecken::V,tapar,кӏевун
1063,bedecken::V,cubrir,кӏевун
1064,aufhängen::V,colgar,куьрсарун
1065,anzünden::V,encender,куькӏуьрун
1066,aufheben::V,recoger,хкажун
1067,zurücklassen::V,dejar,тун
1068,verlieren::V,perder,квадарун
1069,fallen lassen::V,dejar caer,авадрун
1070,machen::V,hacer,авун
1071,machen::V,hacer,кар авун
1072,herstellen::V,fabricar,расун
1073,bauen::V,construir,туькӏуьрун
1074,reparieren::V,reparar,расун
1075,verbessern::V,mejorar,хъсанрун
1076,ändern::V,mudar,табдил авун
1077,ändern::V,modificar,табдил авун
1078,graben::V,cavar,эгъуьнун
1079,beugen::V,doblar,акӏажарун
1080,beugen::V,doblar,кангур авун
1081,beugen::V,inclinar,акӏажарун
1082,beugen::V,inclinar,кангур авун
1083,biegen::V,doblar,патахъарун
1084,drehen::V,volver,алчударун
1085,drehen::V,hacer girar,алчударун
1086,wenden::V,volver,
1087,umdrehen::V,revolver,элкъуьрун
1088,heben::V,levantar,хкажун
1089,hochheben::V,alzar,хкажун
1090,ergreifen::V,coger,агалчна кьун
1091,halten::V,tener,кьун
1092,drücken::V,apretar,чуькьуьн
1093,schieben::V,empujar,хуртӏ гун
1094,kratzen::V,rascar,къадгъунун
1095,lecken::V,lamer,мез гун
1096,beißen::V,morder,кӏасун
1097,abreißen::V,arrancar,галудун
1098,abschneiden::V,cortar,атӏун
1099,binden::V,atar,
1100,stecken::V,meter,сухун
1101,brechen::V,romper,хун
1102,brechen::V,romper,кукӏварун
1103,brechen::V,quebrar,хун
1104,brechen::V,quebrar,кукӏварун
1105,klopfen::V,golpear,тахъ-тахъ авун
1106,hauen::V,pegar,ягъун
1107,kleben::V,pegar,алкӏурун
1108,kleben::V,pegar,кукӏурун
1109,kleben::V,encolar,алкӏурун
1110,kleben::V,encolar,кукӏурун
1111,reiben::V,frotar,тӏушунун
1112,streichen::V,untar,алтадун
1113,streichen::V,recubrir,алтадун
1114,schleifen::V,afilar,кӏвенкӏв авун
1115,schneiden::V,cortar,атӏун
1116,rütteln::V,agitar,къарсурун
1117,schütteln::V,agitar,къарсурун
1118,schütteln::V,sacudir,къарсурун
1119,schwenken::V,menear,элягъун
1120,schwenken::V,menear,галтадун
1121,schütten::V,verter,цун
1122,füllen::V,llenar,ацӏурун
1123,einwickeln::V,envolver,кутун
1124,einwickeln::V,envolver,элкъуьрун
1125,tragen::V,llevar,тухун
1126,schleppen::V,arrastrar,галчӏурун
1127,ziehen::V,tirar,ялун
1128,ziehen::V,tirar,чӏугун
1129,aufbewahren::V,conservar,хуьн
1130,werfen::V,echar,гадрун
1131,werfen::V,lanzar,гадрун
1132,fangen::V,coger,кьун
1133,packen::V,agarrar,кьун
1134,verstecken::V,esconder,кӏевун
1135,teilen::V,partir,паюн
1136,teilen::V,dividir,паюн
1137,schicken::V,enviar,ракъурун
1138,bringen::V,traer,гъун
1139,hinzufügen::V,añadir,алава авун
1140,bekommen::V,obtener,къачун
1141,bekommen::V,obtener,жугъурун
1142,bekommen::V,conseguir,къачун
1143,bekommen::V,conseguir,жугъурун
1144,erhalten::V,recibir,къачун
1145,nehmen::V,tomar,къачун
1146,wählen::V,elegir,хкягъун
1147,auswählen::V,escoger,хкягъун
1148,auswählen::V,seleccionar,хкягъун
1149,bewahren::V,guardar,хуьн
1150,bewahren::V,preservar,хуьн
1151,behindern::V,estorbar,манийвал авун
1152,behindern::V,obstaculizar,манийвал авун
1153,verderben::V,estropear,чӏурун
1154,beschädigen::V,deteriorar,нукьсанвал гун
1155,zerbrechen::V,romper,хун
1156,zerbrechen::V,quebrar,хун
1157,zerreißen::V,desgarrar,къазунун
1158,zerreißen::V,despedazar,къазунун
1159,zerstören::V,destruir,чӏурун
1160,zerstören::V,destruir,барбатӏун
1161,zerstören::V,destrozar,чӏурун
1162,zerstören::V,destrozar,барбатӏун
1163,verbrennen::V,quemar,ккун
1164,geben::V,dar,гун
1165,reichen::V,pasar,вугун
1166,reichen::V,pasar,гун
1167,schenken::V,regalar,пишкеш авун
1168,versprechen::V,prometer,гаф гун
1169,wünschen::V,desear,дуьа авун
1170,loben::V,alabar,тариф авун
1171,küssen::V,besar,темен гун
1172,wiegen::V,mecer,эчӏягъун
1173,zudecken::V,tapar,гьалдун
1174,zudecken::V,cubrir,гьалдун
1175,wecken::V,despertar,ахварай авудун
1176,zeigen::V,mostrar,къалурун
1177,führen::V,guiar,тухун
1178,führen::V,conducir,тухун
1179,lehren::V,enseñar,кӏелиз тун
1180,lehren::V,instruir,кӏелиз тун
1181,unterrichten::V,enseñar,тарс гун
1182,aufziehen::V,criar,тербия гун
1183,aufziehen::V,criar,тербияламишун
1184,leiten::V,guiar,идара авун
1185,leiten::V,dirigir,идара авун
1186,antreiben::V,impeler,тади кутун
1187,antreiben::V,impulsar,тади кутун
1188,lassen::V,hacer,
1189,einladen::V,invitar,теклиф авун
1190,vereinigen::V,unir,сад авун
1191,besuchen::V,visitar,кьилив атун
1192,besuchen::V,ir a ver,кьилив атун
1193,treffen::V,encontrar,гьалтун
1194,sich versammeln::V,reunirse,алтӏушун
1195,sich versammeln::V,congregarse,алтӏушун
1196,spielen::V,jugar,къугъун
1197,singen::V,cantar,лугьун
1198,singen::V,cantar,мани лугьун
1199,tanzen::V,bailar,кьуьл авун
1200,sich trennen::V,separarse,къакъатун
1201,verlassen::V,dejar,гъил къачун
1202,verlassen::V,abandonar,гъил къачун
1203,retten::V,salvar,къутармишун
1204,bewachen::V,vigilar,хуьн
1205,schützen::V,proteger,хуьн
1206,verteidigen::V,defender,хуьн
1207,sich schlagen::V,batirse,кукӏун
1208,schießen::V,tirar,акъатун
1209,schießen::V,disparar,акъатун
1210,siegen::V,vencer,гъалиб хьун
1211,ärgern::V,enojar,хъел гъун
1212,ärgern::V,enojar,хъел кутун
1213,ärgern::V,enfadar,хъел гъун
1214,ärgern::V,enfadar,хъел кутун
1215,schlagen::V,pegar,ягъун
1216,schlagen::V,pegar,галукьарун
1217,schlagen::V,golpear,ягъун
1218,schlagen::V,golpear,галукьарун
1219,treten::V,dar una patada a,кьуьл къекъягъун
1220,treten::V,dar una patada a,кьуьл эцягъун
1221,stechen::V,pinchar,акьадарун
1222,stoßen::V,empujar,эцягъун
1223,stehlen::V,robar,чуьнуьхун
1224,stehlen::V,hurtar,чуьнуьхун
1225,stören::V,molestar,хкуьрун
1226,belästigen::V,molestar,хкуьрун
1227,belästigen::V,molestar,азият гун
1228,belästigen::V,importunar,хкуьрун
1229,belästigen::V,importunar,азият гун
1230,verbergen::V,ocultar,далдаламишун
1231,verbergen::V,esconder,далдаламишун
1232,täuschen::V,engañar,алцурарун
1233,täuschen::V,engañar,алцуррун
1234,betrügen::V,engañar,алцурарун
1235,betrügen::V,engañar,гьарамзадавал авун
1236,töten::V,matar,яна кьин
1237,wohnen::V,vivir,дуланмиш хьун
1238,wohnen::V,habitar,дуланмиш хьун
1239,arbeiten::V,trabajar,кӏвалахун
1240,arbeiten::V,trabajar,кӏвалах авун
1241,sammeln::V,recoger,кӏватӏун
1242,sammeln::V,coleccionar,кӏватӏун
1243,pflücken::V,coger,атӏун
1244,jagen::V,cazar,гъуьрч авун
1245,fischen::V,pescar,гъетер кьун
1246,fassen::V,atrapar,кьун
1247,fassen::V,capturar,кьун
1248,hüten::V,guardar,чӏура хуьн
1249,treiben::V,aballar,гьалун
1250,anbinden::V,atar,акалун
1251,füttern::V,echar de comer,ем гун
1252,melken::V,ordeñar,ацун
1253,hacken::V,picar,куьткуьнун
1254,hacken::V,cortar,куьткуьнун
1255,gießen::V,regar,яд гун
1256,reifen::V,madurar,чурун
1257,reifen::V,madurar,агакьун
1258,zubereiten::V,preparar,гьазурун
1259,kochen::V,cocer,ругун
1260,kochen::V,guisar,ругун
1261,backen::V,hornear,чурун
1262,backen::V,cocer al horno,чурун
1263,braten::V,asar,чурун
1264,braten::V,freír,чурун
1265,umrühren::V,remover,какадарун
1266,stricken::V,hacer punto,хурун
1267,stricken::V,hacer calceta,хурун
1268,nähen::V,coser,цун
1269,färben::V,teñir,шир ягъун
1270,färben::V,colorear,шир ягъун
1271,reinigen::V,limpiar,михьун
1272,waschen::V,lavar,чуьхуьн
1273,abwischen::V,fregar,гуьцӏун
1274,abwischen::V,limpiar,гуьцӏун
1275,spülen::V,aclarar,экъуьрун
1276,spülen::V,enjuagar,экъуьрун
1277,fegen::V,barrer,шуткун
1278,fegen::V,pasar la escoba,шуткун
1279,kehren::V,barrer,кул алтадун
1280,baden::V,bañarse,эхъуьн
1281,sich waschen::V,lavarse,жендек чуьхуьн
1282,ausziehen::V,quitar,хутӏунун
1283,ausziehen::V,quitar,галудун
1284,ausziehen::V,quitarse,хутӏунун
1285,ausziehen::V,quitarse,галудун
1286,anziehen::V,ponerse,алукӏун
1287,sich anziehen::V,vestirse,алукӏун
1288,sich anziehen::V,vestirse,парталар алукӏун
1289,kämmen::V,peinar,эвягъун
1290,schmücken::V,adornar,безетмишун
1291,schmücken::V,adornar,гуьрчегарун
1292,sagen::V,decir,лугьун
1293,sprechen::V,hablar,рахун
1294,reden::V,hablar,рахун
1295,reden::V,conversar,рахун
1296,sich unterhalten::V,charlar,ихтилат авун
1297,sich unterhalten::V,conversar,ихтилат авун
1298,fragen::V,preguntar,жузун
1299,bitten::V,rogar,тӏалабун
1300,erzählen::V,contar,ахъаюн
1301,mitteilen::V,comunicar,хабар гун
1302,mitteilen::V,participar,хабар гун
1303,nennen::V,llamar,тӏвар гун
1304,nennen::V,nombrar,тӏвар гун
1305,rufen::V,llamar,эверун
1306,prahlen::V,jactarse,яцӏу гафар авун
1307,übersetzen::V,traducir,таржума авун
1308,übersetzen::V,traducir,гафладун
1309,denken::V,pensar,фикир авун
1310,glauben::V,creer,агъун
1311,bemerken::V,notar,фикир гун
1312,erkennen::V,reconocer,
1313,begreifen::V,concebir,гъавурда акьун
1314,verstehen::V,entender,
1315,verstehen::V,comprender,
1316,lernen::V,aprender,кӏелун
1317,wissen::V,saber,чир хьун
1318,wissen::V,saber,чирхьун
1319,sich erinnern an::V,recordar,рикӏел хуьн
1320,sich erinnern an::V,acordarse de,рикӏел хуьн
1321,vergessen::V,olvidar,рикӏелай фин
1322,vergessen::V,olvidar,рикӏелай алатун
1323,messen::V,medir,алцумун
1324,zählen::V,contar,гьисабун
1325,rechnen::V,contar,гьисабун
1326,rechnen::V,calcular,гьисабун
1327,lesen::V,leer,кӏелун
1328,malen::V,pintar,кхьин
1329,malen::V,pintar,шикилар чӏугун
1330,zeichnen::V,dibujar,чӏугун
1331,schreiben::V,escribir,кхьин
1332,besitzen::V,poseer,иеси хьун
1333,kaufen::V,comprar,къачун
1334,kaufen::V,comprar,маса къачун
1335,verkaufen::V,vender,гун
1336,verkaufen::V,vender,маса гун
1337,bezahlen::V,pagar,къимет гун
1338,bezahlen::V,pagar,эвезда авун
1339,bezahlen::V,pagar,гьакъи агакьрун
1340,zahlen::V,pagar,къимет гун
1341,zahlen::V,pagar,эвезда авун
1342,zahlen::V,pagar,гьакъи агакьрун
1343,beherrschen::V,dominar,иеси хьун
1344,ertragen::V,soportar,таб гун
