,Concept_ID,fa,ta
684,ehemalig::A,قبلی,முன்நாள்
685,alt[Lebewesen]::A,پیر,வயதான
686,jung::A,جوان,இளமையான
687,arm::A,فقیر,ஏழ்மையான
688,reich::A,پولدار,செல்வம் படைத்த
689,reich::A,ثروتمند,செல்வம் படைத்த
690,bekannt::A,آشنا,பழக்கப்பட்ட
691,bekannt::A,معلوم,பழக்கப்பட்ட
692,berühmt::A,مشهور,புகழ்பெற்ற
693,fremd::A,خارجی,அயல் நாட்டு
694,fremd::A,بیگانه,அயல் நாட்டு
695,verschieden::A,مختلف,வித்தியாசமான
696,verschieden::A,متفاوت,வித்தியாசமான
697,nah::A,نزدیک,பக்கத்தில் உள்ள
698,fern::A,دور,தொலை தூரத்தில்
699,linker::A,چپ,மீந்திருக்கும்
700,rechter::A,راست,வலதுபக்கம்
701,anderer::A,دیگر,மற்ற
702,erster::A,اول,முதனமையான
703,zweiter::A,دوم,இரண்டாவது
704,dritter::A,سوم,மூன்றாவது
705,letzter::A,آخر,கடைசி
706,allein::ADV,تنها,தனியாக
707,auf einmal::ADV,همزمان,தடீரென்று
708,zusammen::ADV,باهم,சேர்ந்து
709,lange::ADV,مدت‌ها,அதிக நோம்
710,lange::ADV,مدت زیادی,அதிக நோம்
711,plötzlich::ADV,ناگهان,தடீரென்று
712,sofort::ADV,فوراً,உடனடியாக
713,später::ADV,بعدها,பிறகு
714,jetzt::ADV,حالا,இப்பொழது
715,jetzt::ADV,اکنون,இப்பொழது
716,heute::ADV,امروز,இன்று
717,morgen::ADV,فردا,நாளைக்கு
718,bald::ADV,زود,சீக்கிரம்
719,bald::ADV,بزودی,சீக்கிரம்
720,dann::ADV,سپس,அப்பொழுது
721,dann::ADV,آنوقت,அப்பொழுது
722,gestern::ADV,دیروز,நேற்று
723,einst::ADV,وقتی,ஒரே முறை
724,einst::ADV,زمانی,ஒரே முறை
725,damals::ADV,آنوقت,அப்பொழுது
726,damals::ADV,آنزمان,அப்பொழுது
727,danach::ADV,بعد,பிற்பாடு
728,vorher::ADV,قبلاً,முன்பாக
729,zuerst::ADV,اول,முதலில்
730,zuerst::ADV,ابتداء,முதலில்
731,einmal::ADV,یکدفعه,ஒரே முறை
732,manchmal::ADV,گاهی,சில நேரங்களில்
733,manchmal::ADV,بعضی اوقات,சில நேரங்களில்
734,oft::ADV,اغلب,அடிக்கடி
735,immer::ADV,همیشه,எப்பொழுதும்
736,niemals::ADV,هرگز,ஒருபோதும் இல்லை
737,hier::ADV,اینجا,இங்கே
738,hierhin::ADV,به اینجا,இவ்விடத்திற்கு
739,von hier::ADV,از اینجا,இனி
740,dort::ADV,آنجا,அங்கே
741,dorthin::ADV,به آنجا,அவ்விடத்திற்கு
742,geradeaus::ADV,راست,முன்னாலிருக்கும்
743,vorwärts::ADV,جلو,முன்புறமாக
744,vorwärts::ADV,به پیش,முன்புறமாக
745,rückwärts::ADV,عقب,பின்னோக்கி
746,zurück::ADV,پس,பின்பக்கம்
747,zurück::ADV,عقب,பின்பக்கம்
748,zurück::ADV,بالعکس,பின்பக்கம்
749,unten::ADV,زیر,கீழாக
750,unten::ADV,پایین,கீழாக
751,hinab::ADV,به پایین,கீழ் நோக்கி
752,oben::ADV,بالا,மேலே
753,hinauf::ADV,به بالا,மேலே
754,überall::ADV,همه‌جا,எல்லா இடத்திலும்
755,nicht::ADV,نه,இல்லை
756,ein wenig::ADV,کمی,கொஞ்சம்
757,kaum::ADV,به سختی,அரிதாக
758,sehr::ADV,خیلی,மிக்க
759,sehr::ADV,بسیار,மிக்க
760,so::ADV,چنین,மிகவும்
761,so::ADV,اینطور,மிகவும்
762,noch::ADV,هنوز,இப்பொழுதும்
763,nur::ADV,فقط,மட்டும்
764,nur::ADV,تنها,மட்டும்
765,schon::ADV,قبلاً,ஏற்கனவே
766,schon::ADV,به این زودی,ஏற்கனவே
767,wieder::ADV,باز,மறுபடியும்
768,wieder::ADV,دوباره,மறுபடியும்
769,vergebens::ADV,بیهوده,வீண்
770,vor::PRP,در جلوی,முன்
771,hinter::PRP,پشت,பின்பக்கம்
772,unter::PRP,تحت,கீழே
773,durch::PRP,از وسط,ஊடே
774,durch::PRP,از ميان,ஊடே
775,neben::PRP,کنار,அடுத்து
776,neben::PRP,پهلوی,அடுத்து
777,zwischen::PRP,بین,இடையில்
778,zwischen::PRP,میان,இடையில்
779,wegen::PRP,برای,ஏனெனில்
780,wegen::PRP,بخاطر,ஏனெனில்
781,dies::PRN,این,இது
782,das::PRN,آن,அது
783,alles::PRN,تمام,ஒவ்வொன்றும்
784,alles::PRN,همه‌چیر,ஒவ்வொன்றும்
785,ich::PRN,من,நான்
786,du::PRN,تو,நீ
787,er::PRN,او,அவன்
788,wir::PRN,ما,நாம்
789,wir::PRN,ما,நாங்கள்
790,ihr::PRN,شما,நீங்கள்
791,sie::PRN,آنها,அவர்கள்
792,was::FPRN,چه,என்ன
793,wer::FPRN,کی,யார்
794,wo::FADV,کجا,எங்கே
795,wohin::FADV,بکجا,எதற்கு
796,wie::FADV,چطور,எப்படி
797,wie::FADV,چگونه,எப்படி
798,warum::FADV,چرا,ஏன்
799,warum::FADV,برای چه,ஏன்
800,wieviel::FNUM,چند,எவ்வளவு
801,wieviel::FNUM,چقدر,எவ்வளவு
802,eins::NUM,یک,ஒன்று
803,zwei::NUM,دو,இரண்டு
804,drei::NUM,سه,மூன்று
805,vier::NUM,چهار,நான்கு
806,fünf::NUM,پنج,ஐந்து
807,sechs::NUM,شش,ஆறு
808,sieben::NUM,هفت,ஏழு
809,acht::NUM,هشت,எட்டு
810,neun::NUM,نه,ஒன்பது
811,zehn::NUM,ده,பத்து
812,elf::NUM,یازده,பதினொன்று
813,zwölf::NUM,دوازده,பன்னிரண்டு
814,zwanzig::NUM,بیست,இருபது
815,dreißig::NUM,سی,முப்பது
816,vierzig::NUM,چهل,நாற்பது
817,fünfzig::NUM,پنجاه,ஐமபது
818,sechzig::NUM,شصت,அறுபது
819,siebzig::NUM,هفتاد,எழுபது
820,achtzig::NUM,هشتاد,எண்பது
821,neunzig::NUM,نود,தொன்னூறு
822,hundert::NUM,صد,நூறு
823,tausend::NUM,هزار,ஆயிரம்
824,und::CNJ,و,மற்றும்
825,oder::CNJ,یا,அல்லது
826,stehen::V,ایستادن,நில்
827,sitzen::V,نشستن,உட்கார்
828,liegen::V,خوابیدن,படு
829,liegen::V,دراز کشیدن,படு
830,hängen::V,آویزان بودن,தொங்கச் செய்
831,werden::V,شدن,ஆகு
832,passieren::V,گذشتن,நிகழ்
833,passieren::V,اتفاق افتادن,நிகழ்
834,beginnen::V,شروع شدن,ஆரம்பி
835,enden::V,تمام شدن,முடி
836,wechseln::V,عوض شدن,மாற்று
837,aufgehen[Sonne]::V,برآمدن,உயர எழு
838,aufgehen[Sonne]::V,طلوع کردن,உயர எழு
839,untergehen[Sonne]::V,غروب کردن,பொறுத்து
840,scheinen[Sonne]::V,تابیدن,பிரகாசி
841,donnern::V,رعد زدن,இடி
842,wehen::V,دمیدن,வீசு
843,strömen::V,روان شدن,பாயதல்
844,fließen::V,روان شدن,நீரோட்டம் போக்கில் போ
845,sich drehen::V,چرخیدن,சுழல்
846,schwanken::V,خم و راست شدن,தள்ளாடு
847,schwingen::V,تاب خوردن,ஆடு
848,schwingen::V,نوسان کردن,ஆடு
849,fallen::V,افتادن,விழு
850,fallen::V,سقوط کردن,விழு
851,brennen::V,سوزاندن,எரி
852,rauchen::V,دود کردن,பகை பிடி
853,regnen::V,باران آمدن,மழை பெய்
854,gefrieren::V,یخ بستن,உறைந்துவிடு
855,tauen::V,آب شدن,உருகு
856,schmelzen::V,آب شدن,உருகு
857,trocknen::V,خشک شدن,உலர்த்து
858,sieden::V,جوشیدن,கொதிக்க வை
859,faulen::V,فاسد شدن,அழுகச் செய்
860,verfaulen::V,پوسیدن,அழுகச் செய்
861,reißen::V,پاره شدن,திடீரென அறு
862,versinken::V,غرق شدن,மூழ்கு
863,vergehen::V,گذشتن,கடந்துசெல்
864,erscheinen::V,ظاهر شدن,தோன்றச்
865,verschwinden::V,گم شدن,மறைந்து போ
866,verschwinden::V,از بین رفتن,மறைந்து போ
867,sinken::V,پایین آمدن,பதைவுறு
868,abnehmen::V,کم شدن,குறை
869,zunehmen::V,زیاد شدن,உயர்த்து
870,steigen::V,بالا رفتن,உயர எழு
871,wachsen::V,قد کشیدن,வளர்
872,glänzen::V,برق زدن,மிளிர்
873,funkeln::V,جرقه زدن,பிரகாசி
874,lärmen::V,شلوغ کردن,கொம்பு
875,läuten::V,زنگ زدن,மணியொலியிசை
876,klingeln::V,زنگ زدن,மணி அடி
877,klirren::V,جرنگ جرنگ صدا کردن,கிலுங்கு
878,brausen::V,طوفانی بودن,இரைதல்
879,rauschen::V,خش‌خش کردن,சலசலப்பு
880,klingen::V,صدا دادن,சிலம்புதல்
881,bellen::V,عوعو کردن,குரை
882,heulen::V,زوزه کشیدن,ஊளையிடு
883,blasen::V,فوت کردن,ஊது
884,pfeifen::V,سوت زدن,சீழ்க்கை எழப்பு
885,schreien::V,فریاد زدن,கூச்சலிடு
886,stöhnen::V,نالیدن,வேதனை
887,zittern::V,لرزیدن,நடுங்கு
888,leben::V,زیستن,உயிருடனிரு
889,leben::V,زندگی کردن,உயிருடனிரு
890,geboren werden::V,متولد شدن,பிற
891,atmen::V,تنفس کردن,சுவாசி
892,trinken::V,نوشیدن,குடி
893,essen::V,خوردن,சாப்பிடு
894,schlucken::V,بلعیدن,முழுங்கு
895,schlucken::V,قورت دادن,முழுங்கு
896,müde werden::V,خسته شدن,கையயர்தல்
897,einschlafen::V,خواب رفتن,தூங்க
898,schlafen::V,خوابیدن,தூங்கு
899,aufwachen::V,از خواب بیدار شدن,எழுப்பு
900,aufstehen::V,بیدار شدن,எழுந்திரு
901,sich erholen::V,استراحت کردن,இளைப்பாறு
902,krank werden::V,مریض شدن,விழுதல்
903,krank sein::V,بیمار بودن,நருக்கலாயிருக்க
904,schmerzen::V,درد کردن,நோவுறு
905,husten::V,سرفه کردن,இருமு
906,genesen::V,بهبود یافتن,குணம் அடை
907,sterben::V,مردن,மரணமடை
908,umkommen::V,کشته شدن,நசி
909,sich bewegen::V,حرکت کردن,நகர்த்து
910,sich rühren::V,تکان خوردن,அசை
911,sich erheben::V,برخواستن,எழுந்து நில்
912,sich setzen::V,نشستن,உட்கார்
913,hinfallen::V,زمین خوردن,விழு
914,laufen::V,پیاده رفتن,நட
915,schreiten::V,قدم زدن,கவடுவைத்தல்
916,spazierengehen::V,گردش رفتن,உலவு
917,eilen::V,شتاب کردن,விரைந்து
918,sich beeilen::V,عجله کردن,அவசரப்படுத்து
919,sausen::V,صفیر کشیدن,விரைந்து செல்
920,rennen::V,دویدن,ஓடு
921,springen::V,پریدن,குதி
922,klettern::V,بالا رفتن,ஏறு
923,schaukeln::V,تاب خوردن,தள்ளாடு
924,kriechen::V,خزیدن,மெதுவாக நடந்து செல்
925,schwimmen::V,شنا کردن,நீந்து
926,tauchen::V,غواصی کردن,மூழ்கி நீச்சலடி
927,rudern::V,پارو زدن,துடுப்புப் போடு
928,fahren::V,سواره رفتن,ஓட்டு
929,fliegen::V,پریدن,பற
930,gehen::V,رفتن,போ
931,weggehen::V,رفتن,விலகிச் செல்
932,abfahren::V,حرکت کردن,புறப்பட்டுச் செல்
933,anhalten::V,ایست کردن,நின்றுவிடு
934,hineingehen::V,داخل شدن,மறையச் செய்
935,eintreten::V,وارد شدن,நுழை
936,kommen::V,آمدن,வா
937,ankommen::V,رسیدن,வநது சேர்
938,zurückkommen::V,برگشتن,திரும்பி வா
939,bleiben::V,ماندن,இரு
940,warten::V,منتظر بودن,தாமதி
941,erwarten::V,انتظار داشتن,எதிர்நோக்கு
942,suchen::V,جستجو کردن,தேடு
943,finden::V,یافتن,கண்டுபிடி
944,finden::V,پیدا کردن,கண்டுபிடி
945,versuchen::V,سعی کردن,முயற்சி செய்
946,versuchen::V,کوشش کردن,முயற்சி செய்
947,vorbereiten::V,آماده کردن,ஆயத்தம் செய்
948,lieben::V,عاشق بودن,அன்பு செலுத்து
949,mögen::V,میل داشتن,விரும்பு
950,mögen::V,دوست داشتن,விரும்பு
951,lachen::V,خندیدن,சிரி
952,rühren::V,به رقت آوردن,இதயத்தைத் தொடு
953,weinen::V,گریه کردن,அழு
954,schimpfen::V,فحاشی کردن,சாபமிடு
955,sich ärgern::V,ناراحت شدن,கோப்பபடு
956,sich fürchten::V,واهمه کردن,பயப்படு
957,fürchten::V,ترسیدن,பயப்படுத்து
958,fliehen::V,گریختن,ஓடு
959,flüchten::V,فرار کردن,தப்பிவிடு
960,sehen::V,دیدن,பார்
961,anschauen::V,نگاه کردن,கூர்ந்து கவனி
962,ansehen::V,تماشا کردن,கவனி
963,hören::V,شنیدن,கேள்
964,zuhören::V,گوش دادن,சுவைத்துப் பார்
965,probieren::V,چشیدن,ருசி
966,riechen::V,بوییدن,முகர்ந்து பார்
967,riechen::V,بو کردن,முகர்ந்து பார்
968,fühlen::V,احساس کردن,தொட்டுணர்
969,scheinen::V,بنظر آمدن,காணப்படு
970,zu sehen sein::V,دیده شدن,தோன்றுதல்
971,vernehmen::V,شنیدن,கேள்
972,frieren::V,سرد بودن,குதுகுதுகு
973,tun::V,کردن,செய்
974,können::V,توانستن,இயல்வது
975,wollen::V,خواستن,விரும்பு
976,anfangen::V,شروع کردن,தொடங்கு
977,beenden::V,تمام کردن,முடி
978,beenden::V,پایان دادن,முடி
979,aufhören::V,دست کشیدن,நிறுத்து
980,gelingen::V,موفق شدن,வெற்றி
981,geraten::V,نتیجه دادن,ஏற்படுத்து
982,öffnen::V,گشودن,திற
983,öffnen::V,باز کردن,திற
984,schließen::V,بستن,மூடு
985,schließen::V,قفل کردن,மூடு
986,stellen::V,گذاردن,வை
987,setzen::V,نشاندن,வை
988,legen::V,گذاشتن,பரப்பி வை
989,berühren::V,دست زدن,பதி
990,berühren::V,لمس کردن,பதி
991,verbinden::V,وصل کردن,சேர்
992,bedecken::V,پوشاندن,உறைபோடு
993,aufhängen::V,آویختن,தொங்கவிடு
994,anzünden::V,سوزاندن,எரியூட்டு
995,aufheben::V,برداشتن,பொறுக்கி எடு
996,aufheben::V,بلند کردن,பொறுக்கி எடு
997,zurücklassen::V,گذاشتن,விட்டுச் செல்
998,verlieren::V,گم کردن,இழ
999,fallen lassen::V,انداختن,அளவில் குறைவு
1000,machen::V,کردن,தயார்செய்
1001,machen::V,ساختن,தயார்செய்
1002,herstellen::V,ساختن,உற்பத்தி செய்
1003,herstellen::V,تولید کردن,உற்பத்தி செய்
1004,bauen::V,ساختن,கட்டு
1005,bauen::V,بنا کردن,கட்டு
1006,reparieren::V,درست کردن,பழுது பார்
1007,reparieren::V,تعمیر کردن,பழுது பார்
1008,verbessern::V,بهتر کردن,மேம்படுத்து
1009,ändern::V,تغییر دادن,மாற்றி அமை
1010,graben::V,کندن,குழி வெட்டு
1011,graben::V,گود کردن,குழி வெட்டு
1012,beugen::V,کج کردن,வனை
1013,biegen::V,خم کردن,வனை
1014,drehen::V,چرخاندن,சுழல்
1015,wenden::V,برگرداندن,குடைகவிழு
1016,umdrehen::V,برگرداندن,சுற்றும் முற்றும் பார்
1017,heben::V,برداشتن,தூக்கு
1018,hochheben::V,برآوردن,தூக்கு
1019,hochheben::V,بلند کردن,தூக்கு
1020,ergreifen::V,گرفتن,பறி
1021,halten::V,نگاه داشتن,பிடித்துக் கொள்
1022,drücken::V,فشار دادن,அழுத்து
1023,drücken::V,فشار آوردن,அழுத்து
1024,schieben::V,هل دادن,தள்ளு
1025,kratzen::V,خاریدن,கீறு
1026,lecken::V,لیسیدن,நக்கு
1027,beißen::V,گاز زدن,கடி
1028,abreißen::V,پاره کردن,கிழி
1029,abschneiden::V,بریدن,வெட்டி எடு
1030,abschneiden::V,قطع کردن,வெட்டி எடு
1031,binden::V,بستن,கட்டு
1032,stecken::V,فرو کردن,பதிய வை
1033,brechen::V,شکستن,உடை
1034,klopfen::V,کوبیدن,தட்டு
1035,hauen::V,زدن,அடி
1036,kleben::V,چسباندن,ஒட்டு
1037,reiben::V,مالش دادن,தேய்
1038,streichen::V,مالیدن,பரவச்செய்
1039,schleifen::V,تیز کردن,அரை
1040,schneiden::V,چیدن,துண்டாக்கு
1041,schneiden::V,بریدن,துண்டாக்கு
1042,rütteln::V,لرزاندن,மெல்ல தள்ளு
1043,rütteln::V,تکان دادن,மெல்ல தள்ளு
1044,schütteln::V,تکان دادن,குலுக்கு
1045,schwenken::V,تاب دادن,ஊஞ்சலாடு
1046,schütten::V,ریختن,ஊற்று
1047,füllen::V,پر کردن,நிரப்பு
1048,einwickeln::V,پیچیدن,சுற்று
1049,tragen::V,بردن,எடுத்துச் செல்
1050,tragen::V,حمل کردن,எடுத்துச் செல்
1051,schleppen::V,کشیدن,இழுத்துச் செல்
1052,ziehen::V,کشیدن,இழு
1053,aufbewahren::V,نگهداری کردن,வைத்துக் கொள்
1054,werfen::V,انداختن,வீசி எறி
1055,werfen::V,پرتاب کردن,வீசி எறி
1056,fangen::V,گرفتن,பிடி
1057,packen::V,گرفتن,பிடித்துக்கொள்
1058,verstecken::V,قایم کردن,மறை
1059,verstecken::V,پنهان کردن,மறை
1060,teilen::V,قسمت کردن,பாகங்களாகப் பிரி
1061,teilen::V,تقسیم کردن,பாகங்களாகப் பிரி
1062,schicken::V,فرستادن,அனுப்பு
1063,schicken::V,ارسال کردن,அனுப்பு
1064,bringen::V,آوردن,கொண்டு வா
1065,hinzufügen::V,افزودن,சேர்
1066,hinzufügen::V,اضافه کردن,சேர்
1067,bekommen::V,گرفتن,பெறு
1068,erhalten::V,دریافت کردن,பெறு
1069,nehmen::V,گرفتن,எடு
1070,nehmen::V,برداشتن,எடு
1071,wählen::V,انتخاب کردن,தேர்ந்தெடு
1072,auswählen::V,برگزیدن,தேர்ல்தெடு
1073,bewahren::V,حفظ کردن,கெடாது பேணு
1074,bewahren::V,حفاظت کردن,கெடாது பேணு
1075,behindern::V,مانع بودن,தடங்கல் செய்
1076,verderben::V,از بین بردن,நாசமாக்கு
1077,beschädigen::V,صدمه زدن,சேதப்படுத்து
1078,zerbrechen::V,شکستن,உடை
1079,zerreißen::V,دریدن,கிழி
1080,zerreißen::V,پاره کردن,கிழி
1081,zerstören::V,خراب کردن,அழி
1082,zerstören::V,ویران کردن,அழி
1083,verbrennen::V,سوزاندن,எரியூட்டு
1084,geben::V,دادن,கொடு
1085,reichen::V,دادن,வழங்கு
1086,schenken::V,هدیه دادن,மொயத்தல்
1087,versprechen::V,قول دادن,உறுதியளி
1088,versprechen::V,وعده دادن,உறுதியளி
1089,wünschen::V,آرزو کردن,ஆசைப்படு
1090,loben::V,ستایش کردن,புகழ்ச்சி கூறு
1091,küssen::V,بوسیدن,முத்தமிடு
1092,wiegen::V,نوسان کردن,ஆட்டுத்தல்
1093,zudecken::V,پوشاندن,உறைபோடு
1094,wecken::V,بیدار کردن,எழுப்பு
1095,zeigen::V,نشان دادن,காட்டு
1096,führen::V,رهنمائی کردن,வழிகாட்டி
1097,lehren::V,آموختن,சொல்லிக் கொடு
1098,lehren::V,یاد دادن,சொல்லிக் கொடு
1099,unterrichten::V,درس دادن,அறிவுரை கூறு
1100,unterrichten::V,تدریس کردن,அறிவுரை கூறு
1101,aufziehen::V,تربیت کردن,வளர்
1102,leiten::V,اداره کردن,அழைத்துச் செல்
1103,antreiben::V,عجله دادن,தூண்டு
1104,lassen::V,وادار کردن,விடு
1105,einladen::V,دعوت کردن,அழை
1106,einladen::V,مهمان کردن,அழை
1107,vereinigen::V,یکی کردن,ஒன்றாகச் சேர்
1108,vereinigen::V,متحد کردن,ஒன்றாகச் சேர்
1109,besuchen::V,دیدار کردن,வருகை புரி
1110,treffen::V,ملاقات کردن,சந்தி
1111,sich versammeln::V,جمع شدن,தொகுப்பு
1112,spielen::V,بازی کردن,விளையாடு
1113,singen::V,آواز خواندن,பாடு
1114,tanzen::V,رقصیدن,நடனமாடு
1115,sich trennen::V,جدا شدن,தனிப்படடுத்து
1116,verlassen::V,ترک کردن,கைவிடு
1117,retten::V,نجات دادن,காப்பாற்று
1118,bewachen::V,حراست کردن,காவல் செய்
1119,schützen::V,حفظ کردن,பாதுகாப்பு செய்
1120,verteidigen::V,دفاع کردن,எதிர்த்து நில்
1121,sich schlagen::V,کتک‌کاری کردن,பூசலிடு
1122,schießen::V,تیر زدن,சுட்டுக் கொல்
1123,siegen::V,پیروز شدن,வெற்றி பெறு
1124,ärgern::V,ناراحت کردن,எரிச்சலூட்டு
1125,schlagen::V,زدن,அடி
1126,schlagen::V,کوبیدن,அடி
1127,treten::V,لگد زدن,உதை
1128,stechen::V,چاقو زدن,கொட்டு
1129,stoßen::V,هل دادن,நெருக்கு
1130,stehlen::V,دزدیدن,திருடு
1131,stören::V,مزاحم شدن,தொல்லைகொடு
1132,belästigen::V,زحمت دادن,தொல்லை கொடு
1133,verbergen::V,پنهان کردن,மறை
1134,täuschen::V,گول زدن,ஏமாற்று
1135,täuschen::V,فریب دادن,ஏமாற்று
1136,betrügen::V,گول زدن,ஏமாற்று
1137,betrügen::V,فریب دادن,ஏமாற்று
1138,töten::V,کشتن,கொல்
1139,wohnen::V,منزل داشتن,தங்கியிரு
1140,wohnen::V,سکونت داشتن,தங்கியிரு
1141,arbeiten::V,کار کردن,வேலை செய்
1142,sammeln::V,جمع کردن,ஒன்றுசேர்
1143,pflücken::V,چیدن,கொய்து எடு
1144,jagen::V,شکار کردن,வேட்டையாடு
1145,fischen::V,صید کردن,மீன் பிடி
1146,fischen::V,ماهی‌گیری کردن,மீன் பிடி
1147,fassen::V,گرفتن,பிடி
1148,hüten::V,چراندن,காவல் செய்
1149,hüten::V,مراقبت کردن,காவல் செய்
1150,treiben::V,راندن,ஓட்டு
1151,anbinden::V,متصل کردن,கட்டு
1152,füttern::V,غذا دادن,உணவளி
1153,melken::V,دوشیدن,பால் கற
1154,hacken::V,خرد کردن,வெட்டி எடு
1155,gießen::V,ریختن,நீர்ப் பாய்ச்சு
1156,reifen::V,رسیدن,பழு
1157,zubereiten::V,طبخ کردن,சமையல் செய்
1158,zubereiten::V,آماده کردن,சமையல் செய்
1159,kochen::V,پختن,வேகவை
1160,kochen::V,آشپزی کردن,வேகவை
1161,backen::V,پختن,வெப்பத்தில் வாட்டு
1162,braten::V,سرخ کردن,பொரியச் செய்
1163,umrühren::V,هم زدن,கலக்கு
1164,stricken::V,بافتن,பின்னியிழை
1165,nähen::V,دوختن,தையல் வேலை செய்
1166,färben::V,رنگ زدن,வண்ணம் பெறச் செய்
1167,reinigen::V,پاک کردن,சுத்தம் செய்
1168,reinigen::V,تمیز کردن,சுத்தம் செய்
1169,waschen::V,شستن,கழுவு
1170,abwischen::V,زدودن,துடை
1171,spülen::V,شستن,அலசு
1172,fegen::V,جارو کردن,பெறுக்கு
1173,kehren::V,جارو کردن,பெறுக்கு
1174,baden::V,شنا کردن,குளி
1175,baden::V,حمام کردن,குளி
1176,sich waschen::V,شستشو کردن,கழுவு
1177,ausziehen::V,درآوردن,கழற்று
1178,anziehen::V,پوشیدن,புனைதல்
1179,sich anziehen::V,لباس پوشیدن,உடுத்துதல்
1180,kämmen::V,شانه زدن,தலை வாரிக் கொள்
1181,schmücken::V,زینت دادن,அழகுபடுத்து
1182,sagen::V,گفتن,சொல்
1183,sprechen::V,حرف زدن,பேசு
1184,sprechen::V,صحبت کردن,பேசு
1185,reden::V,حرف زدن,பெசு
1186,reden::V,صحبت کردن,பெசு
1187,sich unterhalten::V,گپ زدن,இயல்பாக பேசிக்கொண்டிரு
1188,fragen::V,پرسیدن,கேள்
1189,fragen::V,سؤال کردن,கேள்
1190,bitten::V,خواهش کردن,வேண்டு
1191,bitten::V,درخواست کردن,வேண்டு
1192,erzählen::V,نقل کردن,சொல்
1193,erzählen::V,حکایت کردن,சொல்
1194,mitteilen::V,خبر دادن,சொல்
1195,nennen::V,نامیدن,பெயரிடுதல்
1196,rufen::V,صدا کردن,கூச்சலிடு
1197,prahlen::V,پز آمدن,தற்பெருமை பேசு
1198,übersetzen::V,ترجمه کردن,மொழிபெயர்ப்பு செய்
1199,denken::V,فکر کردن,யோசி
1200,glauben::V,باور کردن,நம்பு
1201,glauben::V,عقیده داشتن,நம்பு
1202,bemerken::V,متوجه شدن,கவனி
1203,erkennen::V,شناختن,அடையாளம் கண்டுகொள்
1204,erkennen::V,تشخیص دادن,அடையாளம் கண்டுகொள்
1205,begreifen::V,فهمیدن,பற்றிக்கொள்
1206,begreifen::V,درک کردن,பற்றிக்கொள்
1207,verstehen::V,فهمیدن,புரிந்து கொள்
1208,lernen::V,آموختن,கற்றுக்கொள்
1209,lernen::V,یاد گرفتن,கற்றுக்கொள்
1210,wissen::V,دانستن,தெரிந்திரு
1211,sich erinnern an::V,به یاد آوردن,நினைவு கூர்
1212,vergessen::V,فراموش کردن,மற
1213,messen::V,اندازه گرفتن,அளவிடு
1214,zählen::V,شمردن,எண்ணு
1215,rechnen::V,حساب کردن,கணக்கிடு
1216,lesen::V,خواندن,படி
1217,malen::V,نقاشی کردن,வண்ணச்சித்திரம்
1218,zeichnen::V,کشیدن,வரை
1219,zeichnen::V,رسم کردن,வரை
1220,schreiben::V,نوشتن,எழுது
1221,besitzen::V,داشتن,உடைமையாகக் கொண்டிரு
1222,kaufen::V,خریدن,வாங்கு
1223,kaufen::V,خرید کردن,வாங்கு
1224,verkaufen::V,فروختن,விற்பனை செய்
1225,bezahlen::V,پرداختن,இறுத்தல்
1226,zahlen::V,پرداخت کردن,பணம் செலுத்து
1227,beherrschen::V,مسلط بودن,ஆட்சிசெய்
1228,ertragen::V,تحمل کردن,தாங்கு
