,Concept_ID,udm,la
160,Herde::N,уллё,grex
161,Kuh::N,скал,vacca
162,Bulle::N,ош,taurus
163,Bulle::N,пороз,taurus
164,Pferd::N,вал,equus
165,Schaf::N,ыж,ovis
166,Schwein::N,парсь,sus
167,Schwein::N,парсь,porcus
168,Hund::N,пуны,canis
169,Katze::N,коӵыш,felis
170,Bär::N,гондыр,ursus
171,Eichhörnchen::N,коньы,sciurus
172,Elch::N,койык,alces
173,Fuchs::N,ӟичы,vulpes
174,Hase::N,кеч,lepus
175,Maus::N,шыр,mus
176,Wolf::N,кион,lupus
177,Vogel::N,тылобурдо,avis
178,Schwarm::N,уллё,examen
179,Huhn::N,курег,gallina
180,Hahn::N,атас,gallus
181,Gans::N,ӟазег,anser
182,Adler::N,ӧрзи,aquila
183,Ente::N,ӵӧж,anas
184,Eule::N,кучыран,ulula
185,Eule::N,кучыран,noctua
186,Kranich::N,тури,grus
187,Krähe::N,куака,cornix
188,Kuckuck::N,кикы,cuculus
189,Schwan::N,юсь,olor
190,Schwan::N,юсь,cycnus
191,Fisch::N,чорыг,piscis
192,Barsch::N,юш,perca
193,Hecht::N,чипей,esox
194,Schlange[Tier]::N,кый,serpens
195,Wurm::N,нумыр,vermis
196,Spinne::N,чонари,aranea
197,Ameise::N,кузьыли,formica
198,Laus::N,тэй,pediculus
199,Mücke::N,нымы,culex
200,Mücke::N,чибинь,culex
201,Fliege::N,кут,musca
202,Schmetterling::N,бубыли,papilio
203,Beere::N,узы-боры,baca
204,Apfel::N,яблок,malum
205,Pilz::N,губи,fungus
206,Zwiebel::N,сугон,cepa
207,Saat::N,кидыс,seges
208,Korn::N,тысь,granum
209,Heu::N,турын,faenum
210,Schale::N,кыд,putamen
211,Grube::N,гу,fovea
212,Grube::N,гоп,fovea
213,Falle::N,налик,pedica
214,Schlinge::N,гиӟ,laqueus
215,Schlinge::N,герд,laqueus
216,Spur::N,пытьы,vestigium
217,Spur::N,бервыл,vestigium
218,Asche::N,пень,cinis
219,Dreck::N,дэри,lutum
220,Eisen::N,корт,ferrum
221,Gold::N,зарни,aurum
222,Silber::N,азвесь,argentum
223,Kohle::N,эгыр,carbo
224,Glas::N,стекло,vitrum
225,Glas::N,пияла,vitrum
226,Lehm::N,сюй,lutum
227,Sand::N,луо,arena
228,Mensch::N,мурт,homo
229,Mensch::N,адями,homo
230,Mann::N,воргорон,vir
231,Frau::N,кышномурт,mulier
232,Kind::N,нуны,puer
233,Kind::N,нуны,infans
234,Kind::N,пинал,puer
235,Kind::N,пинал,infans
236,Junge::N,пи,puer
237,Mädchen::N,ныл,puella
238,Familie::N,семья,familia
239,Großvater::N,песятай,avus
240,Großvater::N,пересь атай,avus
241,Großmutter::N,песянай,avia
242,Großmutter::N,пересь анай,avia
243,Eltern::N,атай-анай,parentes
244,Eltern::N,бубы-мумы,parentes
245,Vater::N,айы,pater
246,Vater::N,атай,pater
247,Mutter::N,мумы,mater
248,Sohn::N,пи,filius
249,Tochter::N,ныл,filia
250,Bruder::N,агай,frater
251,Schwester::N,апа,soror
252,Schwester::N,сузэр,soror
253,Onkel::N,агай,patruus
254,Onkel::N,агай,avunculus
255,Tante::N,апа,amita
256,Tante::N,кенак,amita
257,Ehemann::N,карт,maritus
258,Ehefrau::N,кышно,uxor
259,Freude::N,шумпотон,gaudium
260,Freude::N,шумпотон,laetitia
261,Gelächter::N,горем,risus
262,Glück::N,шуд,felicitas
263,Kummer::N,кайгу,aegritudo
264,Kummer::N,куректон,aegritudo
265,Wunsch::N,мылпотон,voluntas
266,Wunsch::N,мылпотон,desiderium
267,Lust::N,потон,libido
268,Lust::N,потон,voluptas
269,Geist::N,лул,mens
270,Geist::N,лул,animus
271,Gedanke::N,малпан,sententia
272,Gedächtnis::N,йырсазь,memoria
273,Gedächtnis::N,тодэваён,memoria
274,Verstand::N,йырвизь,ratio
275,Verstand::N,йырвизь,ingenium
276,Sinn::N,смысл,sensus
277,Grund::N,муг,causa
278,Grund::N,ньӧм,causa
279,Wahrheit::N,зэм,veritas
280,Wahrheit::N,шонер,veritas
281,Gespräch::N,вераськон,sermo
282,Märchen::N,выжыкыл,fabula
283,Erzählung::N,верос,fabula
284,Erzählung::N,верос,narratio
285,Nachricht::N,ивор,nuntius
286,Neuigkeit::N,выльивор,novitas
287,Name::N,ним,nomen
288,Rätsel::N,мадькыл,aenigma
289,Rede::N,верам,oratio
290,Sprache::N,кыл,lingua
291,Stimme::N,куара,vox
292,Wort::N,кыл,verbum
293,Wort::N,кыл,vocabulum
294,Zeichen::N,пус,signum
295,Zeichen::N,тодмет,signum
296,Ruf::N,ӧтён,clamor
297,Ruf::N,чортон,clamor
298,Lärm::N,ӵашетон,strepitus
299,Laut::N,куара,sonus
300,Ton::N,куара,sonus
301,Lied::N,кырӟан,carmen
302,Ruhe::N,чалмыт улон,quies
303,Leute::N,адямиос,homines
304,Volk::N,калык,populus
305,Arbeit::N,уж,labor
306,Gast::N,куно,hospes
307,Gast::N,куно,conviva
308,Geschenk::N,салам,munus
309,Geschenk::N,кузьым,munus
310,Spiel::N,шудон,ludus
311,Gesellschaft::N,калык,societas
312,Hilfe::N,юрттон,auxilium
313,Hilfe::N,юрттон,subsidium
314,Freund::N,эш,amicus
315,Freund::N,юлтош,amicus
316,Kamerad::N,тодмо,socius
317,Angelegenheit::N,уж,res
318,Anzahl::N,лыд,numerus
319,Art::N,тус,genus
320,Stück::N,юдэс,frustum
321,Stück::N,юдэс,fragmentum
322,Teil::N,люкет,pars
323,Hälfte::N,ӝыны,dimidium
324,Kreis::N,котырес,orbis
325,Kreis::N,котырес,circus
326,Kreuz::N,крест,crux
327,Linie::N,гож,linea
328,Strich::N,гож,lineamentum
329,Abstand::N,вис,intervallum
330,Abstand::N,кусып,intervallum
331,Entfernung::N,кусып,spatium
332,Gegend::N,инты,loca
333,Gegend::N,инты,regio
334,Platz::N,инты,locus
335,Ort::N,инты,locus
336,Ort::N,места,locus
337,Seite::N,пал,latus
338,Mitte::N,шор,medium
339,Gegenstand::N,арбери,res
340,Sache::N,котыр,res
341,Rand::N,дур,margo
342,Rand::N,шаер,margo
343,Kante::N,дур,angulus
344,Ecke::N,сэрег,angulus
345,Spitze::N,йыл,cacumen
346,Ende::N,пум,caput
347,Loch::N,пась,foramen
348,Winkel::N,сэрег,angulus
349,Muster::N,пужы,exemplum
350,Größe::N,быдӟала,magnitudo
351,Länge::N,кузьдала,longitudo
352,Höhe::N,ӝуждала,altitudo
353,Gewicht::N,сектала,pondus
354,Gewicht::N,секытлык,pondus
355,Menge::N,лыд,copia
356,Menge::N,лыдпус,copia
357,Haufen::N,люк,acervus
358,Reihe::N,чур,ordo
359,Boot::N,пыж,navicula
360,Boot::N,лодка,navicula
361,Ruder::N,полыс,remus
362,Schlitten::N,додьы,sclodia
363,Ski::N,куас,narta
364,Lagerfeuer::N,тылскем,ignis
365,Last::N,секыт,onus
366,Gang::N,ветлон,cursus
367,Schritt::N,вамыш,gradus
368,Norden::N,уйпал,septentriones
369,Süden::N,лымшор,meridies
370,Westen::N,шунды пуксён,occidens
371,Osten::N,шунды ӝужан,oriens
372,Holz::N,пу,lignum
373,Brett::N,пул,tabula
374,Platte::N,плита,lamina
375,Stütze::N,пыкет,adminiculum
376,Stange::N,пуӵ,pertica
377,Stock::N,боды,baculum
378,Stab::N,пуӵ,scipio
379,Stab::N,боды,scipio
380,Rohr::N,труба,tubus
381,Haus::N,юрт,aedes
382,Heim::N,корка,domicilium
383,Ofen::N,гур,fornax
384,Fußboden::N,выж,solum
385,Tisch::N,ӝӧк,mensa
386,Stuhl::N,пукон,sella
387,Wiege::N,кӧкы,cunae
388,Wiege::N,зыбка,cunae
389,Bett::N,валес,lectus
390,Regal::N,ӝажы,foruli
391,Kiste::N,ящик,cista
392,Fenster::N,укно,fenestra
393,Fenster::N,косяк,fenestra
394,Tür::N,ӧс,ianua
395,Tor::N,ӟезьы,porta
396,Zaun::N,забор,saepes
397,Dach::N,липет,tectum
398,Leiter::N,падӟа,scalae
399,Besen::N,ӵужон,scopae
400,Besen::N,исьнер,scopae
401,Spaten::N,лопатка,pala
402,Schaufel::N,ютырон,pala
403,Gabel::N,тэчы,fuscinula
404,Gabel::N,вилка,fuscinula
405,Löffel::N,пуньы,coclear
406,Messer::N,пурт,culter
407,Nagel::N,кортӵог,clavus
408,Netz::N,сеть,rete
409,Haken::N,курик,hamus
410,Griff::N,ныд,manubrium
411,Schloss::N,тунгон,claustra
412,Bild::N,суред,tabula
413,Bild::N,суред,pictura
414,Figur::N,фигура,statunculum
415,Puppe::N,мунё,pupa
416,Beutel::N,пуйы,sacculus
417,Bündel::N,керттэт,fascis
418,Tasche::N,пуйы,sacculus
419,Tasche::N,сумка,sacculus
420,Eimer::N,ведра,situla
421,Deckel::N,ӵоксэт,operculum
422,Geschirr::N,тусьты-пуньы,vasa
423,Sack::N,пуйы,saccus
424,Tasse::N,ӵаша,pocillum
425,Topf::N,миска,olla
426,Kessel::N,пурты,aenum
427,Essen::N,сиськон,cena
428,Nahrung::N,сион,cibus
429,Nahrung::N,сион,alimenta
430,Speise::N,сиён,cibus
431,Fleisch::N,сӥль,caro
432,Getreide::N,ю тысь,frumentum
433,Brei::N,ӝук,puls
434,Brot::N,нянь,panis
435,Scheibe::N,шорем,frustum
436,Fett::N,кӧй,pingue
437,Butter::N,вӧй,butȳrum
438,Öl::N,вӧй,oleum
439,Salz::N,сылал,sal
440,Suppe::N,шыд,ius
441,Honig::N,чечы,mel
442,Milch::N,йӧл,lac
443,Tee::N,чай,thea
444,Leder::N,сурон,corium
445,Wolle::N,гон,lana
446,Wolle::N,ыжгон,lana
447,Stoff::N,куэм,textum
448,Nadel::N,вень,acus
449,Faden::N,сӥньыс,filum
450,Knopf::N,бирды,bulla
451,Knoten::N,герд,nodus
452,Farbe::N,буёл,pigmentum
453,Kleidung::N,дӥсь,vestimenta
454,Hemd::N,дэрем,tunica
455,Kragen::N,сирес,collare
456,Ärmel::N,саес,manica
457,Hose::N,брюки,bracae
458,Hose::N,штань,bracae
459,Gürtel::N,кускерттон,cingulum
460,Mütze::N,ызьы,pilleus
461,Schuh::N,ботинка,calceus
462,Stiefel::N,сапег,pero
463,Stiefel::N,сапег,caliga
464,Ring::N,зундэс,anulus
465,Band::N,лента,redimiculum
466,Kamm::N,сын,pecten
467,Spiegel::N,синучкон,speculum
468,Riemen::N,е,lorum
469,Schnur::N,гозы,linum
470,Leine::N,думет,retinaculum
471,Decke::N,шобрет,lodix
472,Kissen::N,миндэр,pulvinus
473,Tuch::N,кышет,velum
474,Handtuch::N,ӵушкон,mantele
475,Kraft::N,кать,vis
476,Kraft::N,ӟигар,vis
477,Stärke::N,юнлык,robur
478,Gesundheit::N,тазалык,valetudo
479,Krankheit::N,висён,morbus
480,Schmerz::N,висён,dolor
481,Wunde::N,яра,vulnus
482,Fieber::N,кезег,febris
483,Arznei::N,эмъюм,remedium
484,Brücke::N,выж,pons
485,Brunnen::N,колдэч,puteus
486,Weide::N,возь,pascua
487,Pfad::N,сюрес,semita
488,Weg::N,сюрес,iter
489,Straße::N,сюрес,via
490,Dorf::N,гурт,vicus
491,Stadt::N,кар,urbs
492,Stadt::N,кар,oppidum
493,Stadt::N,город,urbs
494,Stadt::N,город,oppidum
495,Brief::N,гожтэт,epistula
496,Buch::N,книга,liber
497,Buchstabe::N,буква,littera
498,Zeitung::N,газет,diurnum
499,Leben::N,улон,vita
500,Tod::N,кулон,mors
501,Grab::N,шайгу,sepulcrum
502,Kirche::N,черк,ecclesia
503,Sünde::N,сьӧлык,peccatum
504,Gott::N,ӥнмар,deus
505,Arbeiter::N,рабочий,operarius
506,Chef::N,начальник,praefectus
507,Meister::N,кибашлы,magister
508,Arzt::N,врач,medicus
509,Lehrer::N,дышетӥсь,magister
510,Geld::N,уксё,aes
511,Geld::N,уксё,pecunia
512,Geld::N,коньдон,aes
513,Geld::N,коньдон,pecunia
514,Geschäft::N,уж,negotium
515,Laden::N,магазин,taberna
516,Preis::N,дун,pretium
517,Ware::N,вуз,merx
518,Nutzen::N,пайда,utilitas
519,Reichtum::N,узырлык,opes
520,Reichtum::N,узырлык,divitiae
521,Welt::N,дунне,mundus
522,Land::N,шаер,terra
523,Staat::N,кун,res publica
524,König::N,эксэй,rex
525,Macht::N,власть,potestas
526,Grenze::N,кунгож,limes
527,Krieg::N,ож,bellum
528,Feind::N,тушмон,inimicus
529,Gewalt::N,эриктэман,vis
530,Kampf::N,нюръяськон,pugna
531,Bogen[Waffe]::N,пукыӵ,arcus
532,Pfeil::N,пукыӵ вень,sagitta
533,Gewehr::N,пыӵал,sclopetum
534,Fehler::N,янгыш,error
535,Lüge::N,пӧян,mendacium
536,Lüge::N,алдан,mendacium
537,Lüge::N,ӧрекчан,mendacium
538,Schaden::N,изъян,damnum
539,Schaden::N,изъян,detrimentum
540,Unglück::N,куректон,miseria
541,Unglück::N,куректон,calamitas
542,Unglück::N,шудтэме усён,miseria
543,Unglück::N,шудтэме усён,calamitas
544,Schuld::N,янгыш,culpa
545,Alter::N,арлыд,aetas
546,Schluss::N,пум,finis
547,Zeit::N,дыр,tempus
548,Tag::N,нунал,dies
549,Morgen::N,ӵукна,mane
550,Mittag::N,лымшор,meridies
551,Abend::N,ӝыт,vesper
552,Abend::N,акшан,vesper
553,Nacht::N,уй,nox
554,Woche::N,арня,septimana
555,Monat::N,толэзь,mensis
556,Jahr::N,ар,annus
557,Frühling::N,тулыс,ver
558,Sommer::N,гужем,aestas
559,Herbst::N,сӥзьыл,autumnus
560,Winter::N,тол,hiems
561,Januar::N,выльартолэзь,Ianuarius
562,Februar::N,тулыспал,Februarius
563,März::N,южтолэзь,Martius
564,April::N,оштолэзь,Aprilis
565,Mai::N,куартолэзь,Maius
566,Juni::N,вожотолэзь,Iunius
567,Juli::N,пӧсьтолэзь,Iulius
568,August::N,гудырикошкон,Augustus
569,September::N,куарусён,September
570,Oktober::N,выльӝуктолэзь,Octobris
571,November::N,шуркынмон,Novembris
572,Dezember::N,толсур,December
573,Montag::N,вордӥськон,dies lunae
574,Dienstag::N,вторник,dies Martis 
575,Mittwoch::N,вирнунал,dies Mercurii
576,Donnerstag::N,покчиарня,dies Iovis
577,Freitag::N,удмуртарня,dies Veneris
578,Samstag::N,кӧснунал,dies Saturni
579,Sonntag::N,арня,dominicus
580,Sonntag::N,арня,dies solis
581,groß::A,бадӟым,magnus
582,klein::A,пичи,parvus
583,lang::A,кузь,longus
584,kurz::A,вакчи,brevis
585,breit::A,паськыт,latus
586,schmal::A,сюлэг,angustus
587,dicht::A,ӵем,densus
588,dick[Gegenstand]::A,зӧк,crassus
589,dünn::A,векчи,tenuis
590,fein::A,векчи,subtilis
591,fest::A,юн,solidus
592,fest::A,юн,stabilis
593,fest::A,чурыт,solidus
594,fest::A,чурыт,stabilis
595,flach::A,ӵошкыт,planus
596,glatt::A,гылыт,levis
597,glatt::A,вольыт,levis
598,hart::A,чурыт,durus
599,weich::A,небыт,mollis
600,rund::A,котырес,rotundus
601,spitz::A,йылсо,acutus
602,scharf::A,лэчыт,acer
603,stumpf::A,ныж,hebes
604,schwer::A,секыт,gravis
605,schön::A,чебер,pulcher
606,schön::A,чебер,formosus
607,heiß::A,пӧсь,fervidus
608,warm::A,шуныт,calidus
609,kalt::A,кезьыт,frigidus
610,kühl::A,юзмыт,frigidus
611,kühl::A,салкым,frigidus
612,frisch::A,выль,recens
613,feucht::A,мускыт,umidus
614,nass::A,котмем,madidus
615,trocken::A,кӧс,aridus
616,voll::A,тыр,plenus
617,leer::A,буш,vacuus
618,leer::A,тырттэм,vacuus
619,offen::A,усьтэм,apertus
620,geschlossen::A,ӵогам,clausus
621,geschlossen::A,пунням,clausus
622,sauber::A,ӝикыт,lautus
623,sauber::A,чылкыт,lautus
624,schmutzig::A,нӧд,sordidus
625,roh::A,ыль,crudus
626,reif::A,вуэм,maturus
627,lecker::A,ческыт,delicatus
628,süß::A,ческыт,dulcis
629,bitter::A,курыт,amarus
630,bitter::A,курыт,acerbus
631,sauer::A,чырс,acidus
632,hell::A,югыт,clarus
633,dunkel::A,пеймыт,obscurus
634,schwarz::A,сьӧд,niger
635,weiß::A,тӧдьы,albus
636,rot::A,горд,ruber
637,gelb::A,ӵуж,flavus
638,blau::A,лыз,caeruleus
639,grün::A,вож,viridis
640,grau::A,пурысь,canus
641,bunt::A,куӵо,varius
642,billig::A,дунтэм,vilis
643,teuer::A,дуно,carus
644,wertvoll::A,дуно,pretiosus
645,blind::A,сукыр,caecus
646,blind::A,синтэм,caecus
647,taub::A,пельтэм,surdus
648,kräftig::A,кужмо,robustus
649,stark::A,юн,firmus
650,stark::A,юн,validus
651,stark::A,кужмо,firmus
652,stark::A,кужмо,validus
653,schwach::A,ляб,debilis
654,schwach::A,ляб,infirmus
655,schwach::A,начар,debilis
656,schwach::A,начар,infirmus
657,fett::A,кӧй,crassus
658,schlank::A,веськыт,procerus
659,schlank::A,веськрес,procerus
660,hübsch::A,чебер,pulcher
661,hübsch::A,синмаськымон,pulcher
662,böse::A,лек,improbus
663,dumm::A,шузи,stultus
664,dumm::A,шузи,stupidus
665,dumm::A,визьтэм,stultus
666,dumm::A,визьтэм,stupidus
667,faul::A,азьтэм,piger
668,fleißig::A,сюлмо,sedulus
669,geizig::A,сук,avarus
670,klug::A,визьмо,prudens
671,geschickt::A,усто,sollers
672,geschickt::A,быгатӥсь,sollers
673,lieb::A,мусо,carus
674,lustig::A,шулдыр,iocosus
675,sanft::A,мусо,clemens
676,sanft::A,эрке,clemens
677,hungrig::A,сютэм,impastus
678,krank::A,висись,aeger
679,nackt::A,гольык,nudus
680,traurig::A,мӧзмыт,maestus
681,lebendig::A,улэп,vivus
682,gut::A,ӟеч,bonus
683,gut::A,умой,bonus
684,schlecht::A,урод,malus
685,schlecht::A,алама,malus
686,richtig::A,шонер,rectus
687,schlimm::A,алама,malus
688,wahr::A,зэмос,verus
689,alt::A,вуж,antiquus
690,neu::A,выль,novus
691,ehemalig::A,азьвылэз,pristinus
692,alt[Lebewesen]::A,пересь,vetus
693,jung::A,егит,iuvenis
694,jung::A,пинал,iuvenis
695,arm::A,начар,pauper
696,arm::A,куанер,pauper
697,reich::A,узыр,dives
698,bekannt::A,тодмо,notus
699,berühmt::A,дано,celeber
700,berühmt::A,дано,illustris
701,fremd::A,ят,peregrinus
702,verschieden::A,пӧртэм,varius
703,nah::A,матысь,propinquus
704,fern::A,кыдёкысь,longinquus
705,linker::A,паллян,sinister
706,rechter::A,бур,dexter
707,rechter::A,бурпал,dexter
708,anderer::A,мукет,alius
709,erster::A,нырысетӥез,primus
710,zweiter::A,кыктэтӥез,secundus
711,dritter::A,кунньметӥез,tertius
712,letzter::A,берло,ultimus
713,letzter::A,берпум,ultimus
714,allein::ADV,огназ,solum
715,auf einmal::ADV,огдыре,simul
716,zusammen::ADV,ӵош,una
717,zusammen::ADV,валче,una
718,lange::ADV,кема,diu
719,plötzlich::ADV,мапламтэ шорысь,subito
720,plötzlich::ADV,мапламтэ шорысь,repente
721,sofort::ADV,али ик,statim
722,später::ADV,бергес,postea
723,später::ADV,берлогес,postea
724,jetzt::ADV,али,nunc
725,jetzt::ADV,табере,nunc
726,heute::ADV,туннэ,hodie
727,morgen::ADV,ӵуказе,cras
728,bald::ADV,ӝоген,mox
729,dann::ADV,берло,deinde
730,gestern::ADV,толон,heri
731,einst::ADV,огпол,olim
732,einst::ADV,одӥг пол,olim
733,damals::ADV,соку,tum
734,danach::ADV,собере,postea
735,vorher::ADV,азьло,antea
736,vorher::ADV,азьвыл,antea
737,zuerst::ADV,азьло,primo
738,einmal::ADV,огпол,semel
739,manchmal::ADV,куддыръя,interdum
740,oft::ADV,ӵем,saepe
741,immer::ADV,пыр,semper
742,immer::ADV,котьку,semper
743,niemals::ADV,уз ноку,numquam
744,hier::ADV,татын,hic
745,hierhin::ADV,татчы,huc
746,von hier::ADV,татысь,hinc
747,dort::ADV,отӥ,ibi
748,dort::ADV,отын,ibi
749,dorthin::ADV,отчы,eo
750,geradeaus::ADV,меӵак,recte
751,vorwärts::ADV,азьлань,porro
752,rückwärts::ADV,берлань,retro
753,zurück::ADV,берен,retro
754,zurück::ADV,берлань,retro
755,unten::ADV,улын,infra
756,hinab::ADV,улэ,pessum
757,oben::ADV,вылын,supra
758,oben::ADV,вылӥын,supra
759,hinauf::ADV,вылэ,sursum
760,hinauf::ADV,вылӥе,sursum
761,hinauf::ADV,выллань,sursum
762,überall::ADV,котькытын,ubique
763,überall::ADV,пасьтана,ubique
764,nicht::ADV,уз,non
765,ein wenig::ADV,ичи,paulum
766,ein wenig::ADV,ӧжыт,paulum
767,ein wenig::ADV,огшап,paulum
768,kaum::ADV,муртса,vix
769,kaum::ADV,муртса,aegre
770,sehr::ADV,туж,valde
771,sehr::ADV,туж,magnopere
772,sehr::ADV,лекос,valde
773,sehr::ADV,лекос,magnopere
774,so::ADV,озьы,ita
775,so::ADV,тазьы,ita
776,noch::ADV,на,etiam
777,nur::ADV,гинэ,solum
778,nur::ADV,гинэ,tantum
779,schon::ADV,ни,iam
780,schon::ADV,ини,iam
781,wieder::ADV,нош,rursus
782,wieder::ADV,кайта,rursus
783,vergebens::ADV,юнме,frustra
784,vor::PRP,азьын,ante
785,hinter::PRP,берын,post
786,hinter::PRP,бӧрсьы,post
787,unter::PRP,улын,sub
788,durch::PRP,пыр,per
789,durch::PRP,пыртӥ,per
790,neben::PRP,бордын,iuxta
791,zwischen::PRP,вискын,inter
792,wegen::PRP,сэрен,propter
793,dies::PRN,та,hoc
794,das::PRN,со,id
795,alles::PRN,ваньмыз,omnia
796,ich::PRN,мон,ego
797,du::PRN,тон,tu
798,er::PRN,со,is
799,er::PRN,со,ille
800,wir::PRN,ми,nos
801,ihr::PRN,тӥ,vos
802,sie::PRN,соос,ii
803,sie::PRN,соос,illi
804,was::FPRN,ма,quid
805,wer::FPRN,кин,quis
806,wo::FADV,кытын,ubi
807,wohin::FADV,кытчы,quo
808,wie::FADV,кызьы,quomodo
809,warum::FADV,малы,cur
810,wieviel::FNUM,кӧня,quantum
811,eins::NUM,одӥг,unus
812,zwei::NUM,кык,duo
813,drei::NUM,куинь,tres
814,vier::NUM,ньыль,quattuor
815,fünf::NUM,вить,quinque
