,Concept_ID,hr,pt
856,traurig::A,žalostan,triste
857,lebendig::A,živ,vivo
858,gut::A,dobar,bom
859,schlecht::A,loš,mau
860,schlecht::A,loš,ruim
861,schlecht::A,rđav,mau
862,schlecht::A,rđav,ruim
863,richtig::A,tačan,justo
864,richtig::A,tačan,correcto
865,richtig::A,ispravan,justo
866,richtig::A,ispravan,correcto
867,schlimm::A,zao,mau
868,schlimm::A,zao,grave
869,schlimm::A,zločest,mau
870,schlimm::A,zločest,grave
871,wahr::A,istinit,verdadeiro
872,alt::A,star,velho
873,alt::A,star,antigo
874,neu::A,nov,novo
875,ehemalig::A,bivši,antigo
876,alt[Lebewesen]::A,star,velho
877,jung::A,mlad,jovem
878,arm::A,ubog,pobre
879,arm::A,siromašan,pobre
880,reich::A,bogat,rico
881,bekannt::A,poznat,conhecido
882,berühmt::A,čuven,famoso
883,berühmt::A,čuven,célebre
884,berühmt::A,slavan,famoso
885,berühmt::A,slavan,célebre
886,fremd::A,tuđ,alheio
887,fremd::A,tuđ,estranho
888,fremd::A,stran,alheio
889,fremd::A,stran,estranho
890,verschieden::A,razan,diverso
891,verschieden::A,razan,diferente
892,verschieden::A,različan,diverso
893,verschieden::A,različan,diferente
894,nah::A,blizak,próximo
895,fern::A,dalek,remoto
896,fern::A,dalek,distante
897,fern::A,daljnji,remoto
898,fern::A,daljnji,distante
899,linker::A,lijevi,esquerdo
900,rechter::A,desni,direito
901,anderer::A,drugi,outro
902,anderer::A,drugačiji,outro
903,erster::A,prvi,primeiro
904,zweiter::A,drugi,segundo
905,dritter::A,treći,terceiro
906,letzter::A,zadnji,final
907,letzter::A,zadnji,último
908,allein::ADV,sam,só
909,auf einmal::ADV,istodobno,de vez
910,zusammen::ADV,skupa,juntos
911,zusammen::ADV,zajedno,juntos
912,lange::ADV,dugo,muito tempo
913,plötzlich::ADV,naglo,de repente
914,plötzlich::ADV,iznenada,de repente
915,sofort::ADV,odmah,imediatamente
916,später::ADV,kasnije,mais tarde
917,jetzt::ADV,sad,agora
918,jetzt::ADV,sada,agora
919,heute::ADV,danas,hoje
920,morgen::ADV,sutra,amanhã
921,bald::ADV,skoro,logo
922,bald::ADV,skoro,breve
923,bald::ADV,doskora,logo
924,bald::ADV,doskora,breve
925,dann::ADV,zatim,então
926,dann::ADV,zatim,depois
927,gestern::ADV,juče,ontem
928,gestern::ADV,jučer,ontem
929,einst::ADV,negda,antigamente
930,einst::ADV,nekada,antigamente
931,damals::ADV,tada,então
932,damals::ADV,onda,então
933,danach::ADV,poslije,logo
934,danach::ADV,poslije,depois
935,danach::ADV,nakon toga,logo
936,danach::ADV,nakon toga,depois
937,vorher::ADV,prije,antes
938,vorher::ADV,prije toga,antes
939,zuerst::ADV,prvo,primeiro
940,zuerst::ADV,najprije,primeiro
941,einmal::ADV,jednom,uma vez
942,einmal::ADV,jedanput,uma vez
943,manchmal::ADV,katkad,às vezes
944,manchmal::ADV,katkada,às vezes
945,oft::ADV,često,muitas vezes
946,immer::ADV,vazda,sempre
947,immer::ADV,uvijek,sempre
948,niemals::ADV,nikad,nunca
949,niemals::ADV,nikada,nunca
950,hier::ADV,tu,cá
951,hier::ADV,tu,aqui
952,hier::ADV,ovdje,cá
953,hier::ADV,ovdje,aqui
954,hierhin::ADV,amo,para cá
955,hierhin::ADV,ovamo,para cá
956,von hier::ADV,odavde,daqui
957,dort::ADV,ondje,lá
958,dort::ADV,ondje,ali
959,dorthin::ADV,onamo,lá
960,dorthin::ADV,onamo,para lá
961,geradeaus::ADV,ravno,em frente
962,vorwärts::ADV,naprijed,avante
963,rückwärts::ADV,natrag,para trás
964,zurück::ADV,nazad,atrás
965,zurück::ADV,natrag,atrás
966,unten::ADV,dolje,debaixo
967,unten::ADV,dolje,em baixo
968,hinab::ADV,nizbrdo,para baixo
969,oben::ADV,gore,em cima
970,hinauf::ADV,uzbrdo,para cima
971,überall::ADV,svuda,em toda parte
972,überall::ADV,svagdje,em toda parte
973,nicht::ADV,ne,não
974,ein wenig::ADV,malo,um pouco
975,ein wenig::ADV,malo,um bocado
976,kaum::ADV,tek,apenas
977,kaum::ADV,jedva,apenas
978,sehr::ADV,jako,muito
979,sehr::ADV,veoma,muito
980,so::ADV,tako,tão
981,so::ADV,tako,assim
982,so::ADV,ovako,tão
983,so::ADV,ovako,assim
984,noch::ADV,još,ainda
985,nur::ADV,samo,só
986,nur::ADV,samo,apenas
987,nur::ADV,samo,somente
988,schon::ADV,već,já
989,wieder::ADV,opet,outra vez
990,wieder::ADV,ponovo,outra vez
991,vergebens::ADV,uzalud,em vão
992,vergebens::ADV,zabadava,em vão
993,vor::PRP,pred,diante de
994,vor::PRP,ispred,diante de
995,hinter::PRP,za,atrás de
996,hinter::PRP,iza,atrás de
997,unter::PRP,pod,sob
998,unter::PRP,pod,debaixo de
999,unter::PRP,ispod,sob
1000,unter::PRP,ispod,debaixo de
1001,durch::PRP,po,por
1002,durch::PRP,po,através de
1003,durch::PRP,kroz,por
1004,durch::PRP,kroz,através de
1005,neben::PRP,kraj,junto de
1006,neben::PRP,kraj,ao lado de
1007,neben::PRP,pored,junto de
1008,neben::PRP,pored,ao lado de
1009,neben::PRP,pokraj,junto de
1010,neben::PRP,pokraj,ao lado de
1011,zwischen::PRP,među,entre
1012,zwischen::PRP,između,entre
1013,wegen::PRP,radi,por
1014,wegen::PRP,radi,por causa de
1015,wegen::PRP,zbog,por
1016,wegen::PRP,zbog,por causa de
1017,dies::PRN,ovo,isto
1018,das::PRN,to,isso
1019,das::PRN,to,aquilo
1020,das::PRN,ono,isso
1021,das::PRN,ono,aquilo
1022,alles::PRN,sve,todo
1023,ich::PRN,ja,eu
1024,du::PRN,ti,tu
1025,er::PRN,on,ele
1026,wir::PRN,mi,nós
1027,ihr::PRN,vi,vós
1028,ihr::PRN,vi,vocês
1029,sie::PRN,oni,eles
1030,was::FPRN,što,quê
1031,wer::FPRN,tko,quem
1032,wo::FADV,gdje,onde
1033,wohin::FADV,kuda,aonde
1034,wohin::FADV,kuda,para onde
1035,wohin::FADV,kamo,aonde
1036,wohin::FADV,kamo,para onde
1037,wie::FADV,kako,como
1038,warum::FADV,zašto,porquê
1039,warum::FADV,zašto,por que
1040,wieviel::FNUM,koliko,quanto
1041,eins::NUM,jedan,um
1042,zwei::NUM,dva,dois
1043,drei::NUM,tri,três
1044,vier::NUM,četiri,quatro
1045,fünf::NUM,pet,cinco
1046,sechs::NUM,šest,seis
1047,sieben::NUM,sedam,sete
1048,acht::NUM,osam,oito
1049,neun::NUM,devet,nove
1050,zehn::NUM,deset,dez
1051,elf::NUM,jedanaest,onze
1052,zwölf::NUM,dvanaest,doze
1053,zwanzig::NUM,dvadeset,vinte
1054,dreißig::NUM,trideset,trinta
1055,vierzig::NUM,četrdeset,quarenta
1056,fünfzig::NUM,pedeset,cinquenta
1057,sechzig::NUM,šezdeset,sessenta
1058,siebzig::NUM,sedamdeset,setenta
1059,achtzig::NUM,osamdeset,oitenta
1060,neunzig::NUM,devetdeset,noventa
1061,hundert::NUM,sto,cem
1062,hundert::NUM,sto,cento
1063,tausend::NUM,tisuća,mil
1064,und::CNJ,i,e
1065,und::CNJ,te,e
1066,oder::CNJ,ili,ou
1067,stehen::V,stajati,estar em pé
1068,sitzen::V,sjediti,estar sentado
1069,liegen::V,ležati,jazer
1070,liegen::V,ležati,estar deitado
1071,hängen::V,visiti,pender
1072,hängen::V,visiti,estar pendurado
1073,werden::V,postati,tornar-se
1074,werden::V,činiti se,tornar-se
1075,passieren::V,desiti se,acontecer
1076,passieren::V,dogoditi se,acontecer
1077,beginnen::V,početi,começar
1078,enden::V,prestati,acabar
1079,enden::V,prestati,terminar
1080,enden::V,svršiti se,acabar
1081,enden::V,svršiti se,terminar
1082,wechseln::V,mijenjati se,variar
1083,wechseln::V,mijenjati se,alternar
1084,aufgehen[Sonne]::V,izići,nascer
1085,untergehen[Sonne]::V,zaći,pôr-se
1086,scheinen[Sonne]::V,sijati,brilhar
1087,donnern::V,grmjeti,trovejar
1088,wehen::V,duhati,soprar
1089,strömen::V,strujati,correr
1090,fließen::V,teći,fluir
1091,sich drehen::V,obrtati se,girar
1092,sich drehen::V,vrtjeti se,girar
1093,schwanken::V,teturati,oscilar
1094,schwanken::V,kolebati se,oscilar
1095,schwingen::V,njihati,vibrar
1096,schwingen::V,titrati,vibrar
1097,fallen::V,padati,cair
1098,brennen::V,gorjeti,arder
1099,rauchen::V,dimiti se,fumegar
1100,regnen::V,kišiti,chover
1101,regnen::V,daždjeti,chover
1102,gefrieren::V,smrznuti se,gelar
1103,gefrieren::V,smrznuti se,congelar
1104,tauen::V,kopnjeti,derreter
1105,tauen::V,kopnjeti,descongelar
1106,tauen::V,kraviti se,derreter
1107,tauen::V,kraviti se,descongelar
1108,schmelzen::V,topiti se,fundir-se
1109,trocknen::V,sušiti se,secar
1110,sieden::V,kipjeti,ferver
1111,sieden::V,ključati,ferver
1112,faulen::V,gnjiti,estragar-se
1113,verfaulen::V,sagnjiti,apodrecer
1114,reißen::V,otrgnuti se,romper-se
1115,versinken::V,tonuti,afundar-se
1116,versinken::V,propasti,afundar-se
1117,vergehen::V,prolaziti,passar
1118,erscheinen::V,pojaviti se,aparecer
1119,verschwinden::V,nestati,desaparecer
1120,verschwinden::V,izgubiti se,desaparecer
1121,sinken::V,trgnuti,descer
1122,sinken::V,spustiti se,descer
1123,abnehmen::V,opasti,diminuir
1124,abnehmen::V,opasti,decrescer
1125,zunehmen::V,povećati se,crescer
1126,zunehmen::V,povećati se,aumentar
1127,steigen::V,uzići,subir
1128,steigen::V,nadoći,subir
1129,wachsen::V,rasti,crescer
1130,glänzen::V,blistati,brilhar
1131,glänzen::V,sjati se,brilhar
1132,funkeln::V,svjetlucati,cintilar
1133,lärmen::V,bučati,fazer barulho
1134,lärmen::V,galamiti,fazer barulho
1135,läuten::V,zvoniti,chocalhar
1136,klingeln::V,zvoniti,tocar
1137,klirren::V,zvečati,tinir
1138,brausen::V,hujati,bramar
1139,rauschen::V,šumiti,murmurar
1140,rauschen::V,šumiti,rumorejar
1141,rauschen::V,šuškati,murmurar
1142,rauschen::V,šuškati,rumorejar
1143,klingen::V,zvučati,soar
1144,bellen::V,lajati,ladrar
1145,heulen::V,zavijati,uivar
1146,blasen::V,puhati,soprar
1147,pfeifen::V,fućkati,assobiar
1148,schreien::V,vikati,gritar
1149,schreien::V,kričati,gritar
1150,stöhnen::V,stenjati,gemer
1151,zittern::V,drhtati,tremer
1152,zittern::V,trepetati,tremer
1153,leben::V,živjeti,viver
1154,geboren werden::V,roditi se,nascer
1155,atmen::V,disati,respirar
1156,trinken::V,piti,beber
1157,essen::V,jesti,comer
1158,schlucken::V,gutati,engolir
1159,müde werden::V,umoriti se,cansar-se
1160,einschlafen::V,usnuti,adormecer
1161,einschlafen::V,zaspati,adormecer
1162,schlafen::V,spati,dormir
1163,aufwachen::V,probuditi se,acordar
1164,aufstehen::V,ustati,levantar-se
1165,sich erholen::V,odmoriti se,descansar
1166,krank werden::V,oboljeti se,adoecer
1167,krank werden::V,oboljeti se,ficar doente
1168,krank werden::V,razboljeti se,adoecer
1169,krank werden::V,razboljeti se,ficar doente
1170,krank sein::V,bolovati,estar doente
1171,schmerzen::V,boljeti,doer
1172,husten::V,kašljati,tossir
1173,genesen::V,ozdraviti,convalescer
1174,genesen::V,oporaviti se,convalescer
1175,sterben::V,umrijeti,morrer
1176,umkommen::V,skapati,perecer
1177,sich bewegen::V,gibati se,mover-se
1178,sich bewegen::V,kretati se,mover-se
1179,sich rühren::V,maknuti se,mexer-se
1180,sich erheben::V,dići se,levantar-se
1181,sich setzen::V,sjesti,sentar-se
1182,hinfallen::V,pasti,cair
1183,laufen::V,hodati,andar
1184,laufen::V,hodati,caminhar
1185,schreiten::V,stupati,andar
1186,schreiten::V,stupati,caminhar
1187,spazierengehen::V,šetati se,passear
1188,eilen::V,hitati,apressar-se
1189,sich beeilen::V,požuriti se,apressar-se
1190,sich beeilen::V,požuriti se,despachar-se
1191,sausen::V,juriti,correr
1192,rennen::V,trčati,correr
1193,springen::V,skakati,saltar
1194,klettern::V,popeti se,trepar
1195,klettern::V,penjati se,trepar
1196,schaukeln::V,ljuljati se,baloiçar
1197,kriechen::V,puzati,rastejar
1198,kriechen::V,puzati,arrastar-se
1199,kriechen::V,gmizati,rastejar
1200,kriechen::V,gmizati,arrastar-se
1201,schwimmen::V,plivati,nadar
1202,tauchen::V,roniti,mergulhar
1203,tauchen::V,gnjuriti,mergulhar
1204,rudern::V,veslati,remar
1205,fahren::V,voziti se,ir
1206,fliegen::V,letjeti,voar
1207,fliegen::V,lijetati,voar
1208,gehen::V,ići,ir
1209,gehen::V,ići,andar
1210,weggehen::V,otići,partir
1211,weggehen::V,otići,ir-se embora
1212,abfahren::V,krenuti,sair
1213,abfahren::V,krenuti,partir
1214,abfahren::V,otputovati,sair
1215,abfahren::V,otputovati,partir
1216,anhalten::V,stati,parar
1217,anhalten::V,zaustaviti,parar
1218,hineingehen::V,ulaziti,entrar
1219,eintreten::V,ući,entrar
1220,kommen::V,doći,vir
1221,ankommen::V,stići,chegar
1222,zurückkommen::V,vratiti se,voltar
1223,zurückkommen::V,vratiti se,regressar
1224,zurückkommen::V,povratiti se,voltar
1225,zurückkommen::V,povratiti se,regressar
1226,bleiben::V,ostati,ficar
1227,bleiben::V,ostati,permanecer
1228,warten::V,čekati,esperar
1229,erwarten::V,očekivati,esperar
1230,erwarten::V,očekivati,aguardar
1231,suchen::V,tražiti,buscar
1232,suchen::V,tražiti,procurar
1233,finden::V,naći,achar
1234,finden::V,naći,encontrar
1235,versuchen::V,pokušati,tentar
1236,vorbereiten::V,spremiti,preparar
1237,vorbereiten::V,pripremiti,preparar
1238,lieben::V,voljeti,amar
1239,lieben::V,voljeti,querer
1240,mögen::V,voljeti,gostar de
1241,lachen::V,smijati se,rir
1242,lachen::V,smijati se,rir-se
1243,rühren::V,taknuti,comover
1244,weinen::V,plakati,chorar
1245,schimpfen::V,psovati,ralhar
1246,sich ärgern::V,ljutiti se,zangar-se
1247,sich fürchten::V,bojati se,ter medo de
1248,sich fürchten::V,bojati se,ter receio de
1249,fürchten::V,bojati se,temer
1250,fürchten::V,bojati se,recear
1251,fliehen::V,pobjeći,fugir
1252,flüchten::V,utjeći,refugiar-se
1253,sehen::V,vidjeti,ver
1254,anschauen::V,ogledati,olhar
1255,ansehen::V,gledati,mirar
1256,hören::V,čuti,ouvir
1257,zuhören::V,slušati,escutar
1258,probieren::V,probati,provar
1259,probieren::V,probati,saborear
1260,riechen::V,osjećati miris,cheirar
1261,fühlen::V,osjećati,sentir
1262,scheinen::V,činiti se,parecer
1263,zu sehen sein::V,biti vidljiv,estar à vista
1264,vernehmen::V,saznati,ouvir
1265,frieren::V,zima je,ter frio
1266,tun::V,raditi,fazer
1267,können::V,moći,saber
1268,wollen::V,htjeti,querer
1269,anfangen::V,početi,iniciar
1270,beenden::V,svršiti,acabar
1271,beenden::V,svršiti,terminar
1272,beenden::V,dovršiti,acabar
1273,beenden::V,dovršiti,terminar
1274,aufhören::V,prestati,cessar
1275,aufhören::V,prestati,desistir
1276,gelingen::V,uspjeti,sair bem
1277,gelingen::V,uspjeti,dar bom resultado
1278,geraten::V,desiti se,sair
1279,geraten::V,desiti se,dar resultado
1280,öffnen::V,otvoriti,abrir
1281,schließen::V,zatvoriti,fechar
1282,stellen::V,metnuti,pôr
1283,stellen::V,metnuti,colocar
1284,stellen::V,postaviti,pôr
1285,stellen::V,postaviti,colocar
1286,setzen::V,posaditi,pôr
1287,setzen::V,posaditi,meter
1288,legen::V,polagati,pôr
1289,legen::V,polagati,meter
1290,berühren::V,doticati,tocar
1291,berühren::V,dodirivati,tocar
1292,verbinden::V,spojiti,unir
1293,verbinden::V,spojiti,ligar
1294,verbinden::V,zavezati,unir
1295,verbinden::V,zavezati,ligar
1296,bedecken::V,pokriti,cobrir
1297,aufhängen::V,objesiti,pendurar
1298,anzünden::V,upaliti,acender
1299,anzünden::V,zapaliti,acender
1300,aufheben::V,podići,apanhar
1301,aufheben::V,podići,levantar
1302,aufheben::V,podignuti,apanhar
1303,aufheben::V,podignuti,levantar
1304,zurücklassen::V,ostaviti,deixar
1305,zurücklassen::V,pustiti natrag,deixar
1306,verlieren::V,izgubiti,perder
1307,fallen lassen::V,ispustiti,deixar cair
1308,machen::V,uraditi,fazer
1309,machen::V,načiniti,fazer
1310,machen::V,napraviti,fazer
1311,herstellen::V,proizvesti,produzir
1312,bauen::V,graditi,edificar
1313,bauen::V,graditi,construir
1314,reparieren::V,popraviti,reparar
1315,reparieren::V,popraviti,consertar
1316,verbessern::V,poboljšati,melhorar
1317,ändern::V,promijeniti,mudar
1318,ändern::V,promijeniti,alterar
1319,graben::V,kopati,cavar
1320,graben::V,kopkati,cavar
1321,beugen::V,saviti,curvar
1322,biegen::V,saviti,vergar
1323,biegen::V,sagnuti,vergar
1324,drehen::V,vrtjeti,girar
1325,wenden::V,obrnuti,virar
1326,wenden::V,obrnuti,voltar
1327,umdrehen::V,okrenuti,virar
1328,umdrehen::V,okrenuti,revolver
1329,umdrehen::V,prevŕnuti,virar
1330,umdrehen::V,prevŕnuti,revolver
1331,heben::V,dizati,levantar
1332,hochheben::V,dignuti,erguer
1333,hochheben::V,dignuti,levantar
1334,ergreifen::V,uhvatiti,apanhar
1335,ergreifen::V,prihvatiti,apanhar
1336,halten::V,držati,segurar
1337,drücken::V,pritiskivati,apertar
1338,schieben::V,gurati,empurrar
1339,kratzen::V,česati,raspar
1340,kratzen::V,grepsti,raspar
1341,lecken::V,lizati,lamber
1342,beißen::V,ujesti,morder
1343,beißen::V,gristi,morder
1344,abreißen::V,otkinuti,arrancar
1345,abschneiden::V,odrezati,talhar
1346,binden::V,vezati,ligar
1347,stecken::V,turiti,meter
1348,stecken::V,turiti,enfiar
1349,brechen::V,slomiti,romper
1350,brechen::V,slomiti,quebrar
1351,klopfen::V,lupati,bater
1352,klopfen::V,kucati,bater
1353,hauen::V,tući,bater
1354,hauen::V,udarati,bater
1355,kleben::V,lijepiti,colar
1356,reiben::V,trti,esfregar
1357,streichen::V,namazati,barrar
1358,schleifen::V,brusiti,afiar
1359,schneiden::V,rezati,cortar
1360,rütteln::V,drmati,sacudir
1361,schütteln::V,tresti,abanar
1362,schütteln::V,tresti,sacudir
1363,schwenken::V,mahati,agitar
1364,schütten::V,sipati,deitar
1365,schütten::V,lijevati,deitar
1366,füllen::V,napuniti,encher
1367,einwickeln::V,umotati,envolver
1368,einwickeln::V,umotati,embrulhar
1369,einwickeln::V,zamotati,envolver
1370,einwickeln::V,zamotati,embrulhar
1371,tragen::V,nositi,levar
1372,tragen::V,nositi,trazer
1373,schleppen::V,tegliti,arrastar
1374,ziehen::V,vući,puxar
1375,aufbewahren::V,čuvati,guardar
1376,aufbewahren::V,čuvati,conservar
1377,werfen::V,bacati,lançar
1378,fangen::V,loviti,apanhar
1379,fangen::V,hvatati,apanhar
1380,packen::V,ščepati,agarrar
1381,packen::V,zgrabiti,agarrar
1382,verstecken::V,sakriti,esconder
1383,teilen::V,podijeliti,partir
1384,teilen::V,podijeliti,dividir
1385,schicken::V,slati,enviar
1386,bringen::V,donijeti,trazer
1387,hinzufügen::V,dodati,acrescentar
1388,hinzufügen::V,pridati,acrescentar
1389,bekommen::V,dobiti,obter
1390,erhalten::V,primiti,receber
1391,nehmen::V,uzeti,tomar
1392,wählen::V,izabrati,eleger
1393,wählen::V,izabrati,escolher
1394,auswählen::V,odabrati,escolher
1395,auswählen::V,odabrati,seleccionar
1396,bewahren::V,sačuvati,guardar
1397,bewahren::V,sačuvati,conservar
1398,behindern::V,smetati,impedir
1399,verderben::V,pokvariti,estragar
1400,verderben::V,pokvariti,corromper
1401,beschädigen::V,oštetiti,danificar
1402,zerbrechen::V,razbiti,romper
1403,zerbrechen::V,razbiti,quebrar
1404,zerbrechen::V,prelomiti,romper
1405,zerbrechen::V,prelomiti,quebrar
1406,zerreißen::V,poderati,rasgar
1407,zerreißen::V,rastrgnuti,rasgar
1408,zerstören::V,razoriti,destruir
1409,zerstören::V,razrušiti,destruir
1410,verbrennen::V,spaliti,queimar
1411,verbrennen::V,sagorjeti,queimar
1412,geben::V,dati,dar
1413,reichen::V,pružiti,passar
1414,schenken::V,darivati,oferecer
1415,versprechen::V,obećati,prometer
1416,wünschen::V,željeti,desejar
1417,loben::V,hvaliti,louvar
1418,küssen::V,ljubiti,beijar
1419,wiegen::V,njihati,embalar
1420,wiegen::V,ljuljati,embalar
1421,zudecken::V,pokriti,tapar
1422,zudecken::V,pokriti,cobrir
1423,wecken::V,probuditi,acordar
1424,wecken::V,probuditi,despertar
1425,zeigen::V,pokazati,mostrar
1426,führen::V,voditi,guiar
1427,führen::V,voditi,conduzir
1428,lehren::V,učiti,ensinar
1429,unterrichten::V,poučiti,instruir
1430,aufziehen::V,uzgajati,criar
1431,leiten::V,upravljati,dirigir
1432,leiten::V,upravljati,conduzir
1433,antreiben::V,natjeravati,impelir
1434,lassen::V,dati,fazer
1435,einladen::V,pozvati,convidar
1436,vereinigen::V,ujediniti,unir
1437,vereinigen::V,ujediniti,reunir
1438,besuchen::V,posjetiti,ir ver
1439,besuchen::V,posjetiti,visitar
1440,treffen::V,sresti,encontrar
1441,sich versammeln::V,okupiti se,reunir-se
1442,spielen::V,igrati se,jogar
1443,spielen::V,igrati se,brincar
1444,singen::V,pjevati,cantar
1445,tanzen::V,plesati,bailar
1446,sich trennen::V,razići se,apartar-se
1447,verlassen::V,ostaviti,deixar
1448,verlassen::V,ostaviti,abandonar
1449,verlassen::V,napustiti,deixar
1450,verlassen::V,napustiti,abandonar
1451,retten::V,spasiti,salvar
1452,bewachen::V,čuvati,vigiar
1453,bewachen::V,čuvati,guardar
1454,bewachen::V,stražariti,vigiar
1455,bewachen::V,stražariti,guardar
1456,schützen::V,čuvati,proteger
1457,verteidigen::V,obraniti,defender
1458,sich schlagen::V,biti se,brigar
1459,sich schlagen::V,biti se,bater-se
1460,sich schlagen::V,udariti se,brigar
1461,sich schlagen::V,udariti se,bater-se
1462,schießen::V,pucati,disparar
1463,schießen::V,strijeljati,disparar
1464,siegen::V,pobijediti,vencer
1465,ärgern::V,ljutiti,irritar
1466,ärgern::V,ljutiti,aborrecer
1467,schlagen::V,biti,bater
1468,schlagen::V,udariti,bater
1469,treten::V,šutnuti,pisar
1470,stechen::V,ubosti,picar
1471,stoßen::V,gurnuti,empurrar
1472,stehlen::V,ukrasti,furtar
1473,stören::V,smetati,perturbar
1474,belästigen::V,smetati,incomodar
1475,belästigen::V,smetati,importunar
1476,belästigen::V,dosaditi,incomodar
1477,belästigen::V,dosaditi,importunar
1478,verbergen::V,skriti,ocultar
1479,verbergen::V,skriti,esconder
1480,täuschen::V,obmanuti,iludir
1481,täuschen::V,obmanuti,enganar
1482,betrügen::V,prevarati,burlar
1483,betrügen::V,prevarati,enganar
1484,töten::V,ubiti,matar
1485,wohnen::V,stanovati,morar
1486,arbeiten::V,raditi,trabalhar
1487,sammeln::V,sabrati,recolher
1488,sammeln::V,sabrati,coleccionar
1489,pflücken::V,ubrati,colher
1490,jagen::V,loviti,caçar
1491,fischen::V,ribati,pescar
1492,fischen::V,loviti ribu,pescar
1493,fassen::V,uloviti,apanhar
1494,hüten::V,pasti,guardar
1495,treiben::V,goniti,conduzir
1496,anbinden::V,privezati,atar
1497,füttern::V,hraniti,dar de comer a
1498,melken::V,musti,ordenhar
1499,hacken::V,sjeckati,rachar
1500,gießen::V,politi,regar
1501,reifen::V,sazreti,amadurecer
1502,zubereiten::V,prigotoviti,preparar
1503,kochen::V,kuhati,cozer
1504,backen::V,peći,cozer
1505,braten::V,peći,assar
1506,braten::V,peći,fritar
1507,braten::V,pržiti,assar
1508,braten::V,pržiti,fritar
1509,umrühren::V,promiješati,remexer
1510,stricken::V,plesti,tricotar
1511,stricken::V,plesti,fazer malha
1512,nähen::V,šiti,coser
1513,nähen::V,šiti,costurar
1514,färben::V,obojiti,tingir
1515,färben::V,obojiti,colorir
1516,reinigen::V,očistiti,limpar
1517,reinigen::V,očistiti,purificar
1518,reinigen::V,počistiti,limpar
1519,reinigen::V,počistiti,purificar
1520,waschen::V,prati,lavar
1521,abwischen::V,otrti,limpar
1522,abwischen::V,otrti,esfregar
1523,spülen::V,isprati,lavar
1524,spülen::V,isprati,enxaguar
1525,spülen::V,oplakati,lavar
1526,spülen::V,oplakati,enxaguar
1527,fegen::V,mesti,varrer
1528,fegen::V,pomesti,varrer
1529,kehren::V,mesti,varrer
1530,baden::V,kupati se,banhar
1531,baden::V,kupati se,tomar banho
1532,sich waschen::V,umiti se,lavar-se
1533,sich waschen::V,prati se,lavar-se
1534,ausziehen::V,svući,despir
1535,anziehen::V,obući,vestir
1536,sich anziehen::V,obući se,vestir-se
1537,kämmen::V,češljati,pentear
1538,schmücken::V,uresiti,adornar
1539,schmücken::V,nakititi,adornar
1540,sagen::V,reći,dizer
1541,sagen::V,kazati,dizer
1542,sprechen::V,govoriti,falar
1543,reden::V,govoriti,falar
1544,reden::V,besjediti,falar
1545,sich unterhalten::V,razgovarati se,conversar
1546,fragen::V,pitati,perguntar
1547,bitten::V,moliti,pedir
1548,erzählen::V,ispričati,contar
1549,erzählen::V,pripovjediti,contar
1550,mitteilen::V,saopćiti,comunicar
1551,mitteilen::V,saopćiti,participar
1552,nennen::V,nazvati,nomear
1553,nennen::V,nazvati,apelidar
1554,rufen::V,zvati,chamar
1555,rufen::V,dozvati,chamar
1556,prahlen::V,hvalisati se,gabar-se
1557,prahlen::V,hvalisati se,vangloriar-se
1558,übersetzen::V,prevesti,traduzir
1559,denken::V,misliti,pensar
1560,glauben::V,vjerovati,crer
1561,bemerken::V,zapaziti,notar
1562,bemerken::V,zapaziti,observar
1563,bemerken::V,primijetiti,notar
1564,bemerken::V,primijetiti,observar
1565,erkennen::V,prepoznati,reconhecer
1566,begreifen::V,pojmiti,apreender
1567,begreifen::V,pojmiti,compreender
1568,begreifen::V,shvatiti,apreender
1569,begreifen::V,shvatiti,compreender
1570,verstehen::V,razabrati,entender
1571,verstehen::V,razabrati,compreender
1572,lernen::V,učiti se,aprender
1573,wissen::V,znati,saber
1574,sich erinnern an::V,sjetiti se,lembrar-se de
1575,sich erinnern an::V,sjetiti se,recordar-se de
1576,vergessen::V,zaboraviti,esquecer
1577,messen::V,mjeriti,medir
1578,zählen::V,brojiti,contar
1579,rechnen::V,računati,calcular
1580,lesen::V,čitati,ler
1581,malen::V,slikati,pintar
1582,zeichnen::V,crtati,desenhar
1583,schreiben::V,pisati,escrever
1584,besitzen::V,imati,possuir
1585,besitzen::V,posjedovati,possuir
1586,kaufen::V,kupiti,comprar
1587,verkaufen::V,prodati,vender
1588,verkaufen::V,raspačati,vender
1589,bezahlen::V,platiti,pagar
1590,zahlen::V,plaćati,pagar
1591,beherrschen::V,vladati,imperar
1592,beherrschen::V,gospodariti,imperar
1593,ertragen::V,trpjeti,suportar
1594,ertragen::V,podnijeti,suportar
1595,Gehirn::N,,cérebro
