,Concept_ID,hi,kl
117,Mond::N,चंद्र,qaammat
118,Stern::N,तारा,ulloriaq
119,Stern::N,सितारा,ulloriaq
120,Luft::N,हवा,silaannaq
121,Luft::N,वायु,silaannaq
122,Wind::N,पाद,anori
123,Wind::N,पाद,anorsarik
124,Welle::N,लहर,aalappaa
125,Welle::N,तरंग,aalappaa
126,Wasser::N,जल,imeq
127,Wasser::N,पानी,imeq
128,Stein::N,पत्थर,ujarak
129,Boden::N,मिट्टी,nateq
130,Erde::N,भूमि,issoq
131,Erde::N,ज़मीन,issoq
132,Staub::N,धूल,pujualanerit
133,Staub::N,धूल,pujoralanerit
134,Rauch::N,धूआँ,iseq
135,Rauch::N,धूआँ,pujoq
136,Rauch::N,धुम्र,iseq
137,Rauch::N,धुम्र,pujoq
138,Funke::N,चिनगारी,illoorneq
139,Funke::N,स्फुलिंग,illoorneq
140,Feuer::N,आग,inneq
141,Feuer::N,आतिश,inneq
142,Feuer::N,अग्नि,inneq
143,Licht::N,रोशनी,qaamaneq
144,Licht::N,प्रकाश,qaamaneq
145,Schatten::N,छाया,tarraq
146,Schatten::N,परछाई,tarraq
147,Wetter::N,ऋतु,sila
148,Wetter::N,मौसम,sila
149,Nebel::N,धुँध,pujoq
150,Nebel::N,कुहरा,pujoq
151,Wolke::N,मेघ,nuia
152,Wolke::N,अभ्र,nuia
153,Regen::N,मेंह,sialuk
154,Regen::N,बारिश,sialuk
155,Schnee::N,हिम,aput
156,Schnee::N,बर्फ़,aput
157,Eis::N,हिम,siku
158,Eis::N,बर्फ़,siku
159,Frost::N,ठंड,issi
160,Frost::N,ठंड,issik
161,Kälte::N,सर्दी,issi
162,Kälte::N,शीतलता,issi
163,Hitze::N,ताप,kianneq
164,Hitze::N,ताप,kiassuseq
165,Hitze::N,गरमी,kianneq
166,Hitze::N,गरमी,kiassuseq
167,Raureif::N,पाला,kaneq
168,Regenbogen::N,इंद्र-धनुष,neriusaaq
169,Donner::N,गरज,kalleq
170,Donner::N,मेघ-गर्जन,kalleq
171,Strömung::N,बहाव,
172,Strömung::N,प्रवाह,
173,Tropfen::N,बूँद,kuseriarneq
174,Schaum::N,झाग,qapuk
175,Schmutz::N,गंद,minguk
176,Schmutz::N,कीचड़,minguk
177,See::N,झील,taseq
178,See::N,सरोवर,taseq
179,Sumpf::N,दलदल,maqulluk
180,Sumpf::N,धँसान,maqulluk
181,Moor::N,झाबर,
182,Moor::N,धँसान,
183,Wiese::N,घास-स्थल,masarsuk
184,Wald::N,जंगल,
185,Hügel::N,टीला,qattuneq
186,Hügel::N,टीला,majuariaq
187,Hügel::N,टीला,majorajaaq
188,Hügel::N,टीला,qaqqannguaq
189,Hügel::N,पहाड़,qattuneq
190,Hügel::N,पहाड़,majuariaq
191,Hügel::N,पहाड़,majorajaaq
192,Hügel::N,पहाड़,qaqqannguaq
193,Anhöhe::N,टीला,
194,Anhöhe::N,पहाड़ी,
195,Berg::N,पहाड़,qaqqaq
196,Gipfel::N,शिखर,
197,Höhle::N,गुहा,qaarusuk
198,Höhle::N,गुफ़ा,qaarusuk
199,Abhang::N,ढाल,ippik
200,Abhang::N,ढाल,sivinganeq
201,Abhang::N,ढाल,sivingajaaq
202,Abhang::N,ढाल,kussangajaaq
203,Abhang::N,ढलान,ippik
204,Abhang::N,ढलान,sivinganeq
205,Abhang::N,ढलान,sivingajaaq
206,Abhang::N,ढलान,kussangajaaq
207,Quelle::N,चश्मा,
208,Bach::N,सोता,kuunnguaq
209,Bach::N,नदिका,kuunnguaq
210,Fluss::N,नदी,kuuk
211,Fluss::N,सरिता,kuuk
212,Ufer::N,तट,sissap sinaa
213,Ufer::N,किनारा,sissap sinaa
214,Küste::N,समुद्र-तट,sineriak
215,Festland::N,महाद्वीप,
216,Meer::N,सागर,imaq
217,Meer::N,समुद्र,imaq
218,Bucht::N,खाड़ी,ikeq
219,Bucht::N,खाड़ी,kangerluk
220,Bucht::N,खाड़ी,kangerliumaneq
221,Insel::N,टापू,qeqertaq
222,Insel::N,द्वीप,qeqertaq
223,Blume::N,फूल,naasoq
224,Blume::N,पुष्प,naasoq
225,Gras::N,घास,ivigaq
226,Wurzel::N,मूल,niulutaq
227,Baum::N,पेड़,orpik
228,Baum::N,वृक्ष,orpik
229,Stamm::N,धड़,kanaartaq
230,Rinde::N,छाल,ameraq
231,Rinde::N,वल्कल,ameraq
232,Ast::N,डाल,avalequt
233,Ast::N,शाखा,avalequt
234,Zweig::N,टहनी,avalequt
235,Blatt::N,पत्र,pilutaq
236,Blatt::N,पत्ता,pilutaq
237,Birke::N,भूर्ज,patitsit
238,Kiefer[Baum]::N,पाइन-वृक्ष,
239,Weide[Baum]::N,बेंत,palleq
240,Tanne::N,फ़र,orsuerneq
241,Horn::N,सींग,nassuk
242,Horn::N,विषाण,nassuk
243,Feder::N,पर,suluk
244,Feder::N,पंख,suluk
245,Fell::N,खाल,ameq
246,Fell::N,पशु-चर्म,ameq
247,Flügel::N,पंख,suluk
248,Flügel::N,पंख,isaroq
249,Flügel::N,डैना,suluk
250,Flügel::N,डैना,isaroq
251,Klaue::N,पंजा,kukik
252,Kralle::N,पंजा,kukik
253,Kralle::N,नाख़ून,kukik
254,Schwanz::N,पूँछ,pamioq
255,Schwanz::N,पूँछ,paperuusaq
256,Ei::N,अंडा,mannik
257,Nest::N,नीड़,ullut
258,Nest::N,घोंसला,ullut
259,Bau::N,बिल,ini
260,Bau::N,माँद,ini
261,Tier::N,पशु,uumasoq
262,Tier::N,जानवर,uumasoq
263,Herde::N,गल्ला,unguukkat
264,Kuh::N,गौ,ussik
265,Kuh::N,गाय,ussik
266,Bulle::N,साँड़,angukulak
267,Bulle::N,साँड़,anguteralak
268,Bulle::N,साँड़,angutikulooq
269,Pferd::N,अश्व,
270,Pferd::N,घोड़ा,
271,Schaf::N,भेड़,sava
272,Schwein::N,शूकर,puuluki
273,Hund::N,श्वान,qimmeq
274,Hund::N,कुत्ता,qimmeq
275,Katze::N,बिल्ली,puisaaq
276,Bär::N,रीछ,allaq
277,Bär::N,भालू,allaq
278,Eichhörnchen::N,गिलहरी,sissinnguaq
279,Elch::N,एल्क,
280,Fuchs::N,लोमड़ी,terianniaq
281,Hase::N,खरहा,ukaleq
282,Hase::N,ख़रगोश,ukaleq
283,Maus::N,मूष,teriannguaq
284,Maus::N,चूहा,teriannguaq
285,Wolf::N,वृक,amaroq
286,Wolf::N,भेड़िया,amaroq
287,Vogel::N,पक्षी,timmiaq
288,Vogel::N,चिड़िया,timmiaq
289,Schwarm::N,झुंड,
290,Huhn::N,मुर्ग़ी,kukkukooq
291,Huhn::N,मुर्ग़ी,marloraaqaaq
292,Hahn::N,मुर्ग़ा,kiasiusaq
293,Gans::N,हंस,nerleq
294,Gans::N,हंसिनी,nerleq
295,Adler::N,उक़ाब,nattoralik
296,Ente::N,बतख़,
297,Ente::N,बत्तक,
298,Eule::N,उल्लू,uppik
299,Kranich::N,सारस,qorlorfik
300,Kranich::N,क्रौंंच,qorlorfik
301,Krähe::N,काक,tuluatsiaq
302,Kuckuck::N,कोयल,kukkooq
303,Kuckuck::N,कोकिल,kukkooq
304,Schwan::N,हंस,qussuk
305,Schwan::N,मराल,qussuk
306,Fisch::N,मछली,aalisagaq
307,Fisch::N,मत्स्य,aalisagaq
308,Barsch::N,पर्च,
309,Hecht::N,पाइक,
310,Schlange[Tier]::N,सर्प,pulateriarsuk
311,Schlange[Tier]::N,सर्प,pulateriaarsuk
312,Wurm::N,कृमि,
313,Wurm::N,कीड़ा,
314,Spinne::N,लूता,aasiaq
315,Spinne::N,लूता,nissavaarsuk
316,Spinne::N,मकड़ी,aasiaq
317,Spinne::N,मकड़ी,nissavaarsuk
318,Ameise::N,चींटी,uniaaluk
319,Laus::N,जूँ,kumak
320,Mücke::N,डाँस,ippernaq
321,Fliege::N,मक्खी,ippernaq
322,Fliege::N,मक्षिका,ippernaq
323,Schmetterling::N,तितली,paluaq
324,Schmetterling::N,तितली,pakkaluaq
325,Schmetterling::N,तितली,utsuppaluaq
326,Schmetterling::N,तितली,taqaleqisaaq
327,Beere::N,बेरी,paarmaq
328,Beere::N,बेरी,paarngaq
329,Apfel::N,सेब,iipili
330,Pilz::N,खुंबी,anngiusaq
331,Zwiebel::N,प्याज़,uanitsoq
332,Saat::N,बीज,naatsiiassaq
333,Korn::N,दाना,maannineq
334,Heu::N,मूखी घास,
335,Schale::N,बकला,niutsivik
336,Schale::N,बकला,ilulissaq qaartussaq
337,Schale::N,छिलका,niutsivik
338,Schale::N,छिलका,ilulissaq qaartussaq
339,Grube::N,गड्ढा,itersaq
340,Falle::N,जाल,pualavoq
341,Falle::N,फँदा,pualavoq
342,Schlinge::N,फँदा,orseq
343,Schlinge::N,फँदा,norloq
344,Spur::N,सुराग़,tumaa
345,Spur::N,पद-चिह्न,tumaa
346,Asche::N,राख,arsat
347,Dreck::N,मैल,minguk
348,Dreck::N,गंदगी,minguk
349,Eisen::N,लोहा,savimineq
350,Eisen::N,लोहा,saffiugassaq
351,Gold::N,सोना,kuulti
352,Gold::N,स्वर्ण,kuulti
353,Silber::N,रजत,siilviuvoq
354,Silber::N,चाँदी,siilviuvoq
355,Kohle::N,कोयला,aamarsuit aamaruutissat
356,Glas::N,काँच,igalaaq
357,Glas::N,काँच,imertarfik
358,Glas::N,काँच,igalaamineq
359,Lehm::N,चिकनी मिट्टी,marraq
360,Sand::N,रेत,sioqqat
361,Sand::N,बालू,sioqqat
362,Mensch::N,मानव,inuk
363,Mensch::N,मानव,silamiu
364,Mensch::N,इनसान,inuk
365,Mensch::N,इनसान,silamiu
366,Mensch::N,मनुष्य,inuk
367,Mensch::N,मनुष्य,silamiu
368,Mann::N,आदमी,angut
369,Mann::N,पुरुष,angut
370,Frau::N,औरत,arnaq
371,Frau::N,महिला,arnaq
372,Frau::N,स्त्री,arnaq
373,Kind::N,बाल,meeraq
374,Kind::N,बच्चा,meeraq
375,Junge::N,लड़का,nukappiaraq
376,Mädchen::N,लड़की,arnannguaq
377,Mädchen::N,कुमारी,arnannguaq
378,Familie::N,परिवार,ilaqutakka
379,Familie::N,परिवार,ilaqutariit
380,Großvater::N,दादा,aatak
381,Großmutter::N,नानी,aanaq
382,Eltern::N,माँ-बाप,angajoqqaat
383,Eltern::N,माता-पिता,angajoqqaat
384,Vater::N,बाप,ataata
385,Vater::N,बाप,ataataq
386,Vater::N,पिता,ataata
387,Vater::N,पिता,ataataq
388,Mutter::N,माँ,anaana
389,Mutter::N,माता,anaana
390,Sohn::N,बेटा,erneq
391,Sohn::N,पुत्र,erneq
392,Tochter::N,बेटी,panik
393,Tochter::N,पुत्री,panik
394,Bruder::N,भाई,ani
395,Bruder::N,भाई,aqqaluk
396,Bruder::N,भाई,qatanngut
397,Bruder::N,भ्राता,ani
398,Bruder::N,भ्राता,aqqaluk
399,Bruder::N,भ्राता,qatanngut
400,Schwester::N,बहन,naja
401,Schwester::N,बहन,aleqa
402,Schwester::N,बहन,qatanngut
403,Schwester::N,भगिनी,naja
404,Schwester::N,भगिनी,aleqa
405,Schwester::N,भगिनी,qatanngut
406,Onkel::N,ताऊ,akkak
407,Onkel::N,काका,akkak
408,Tante::N,बूआ,aja
409,Tante::N,बूआ,ajak
410,Tante::N,बूआ,atsak
411,Tante::N,फूफी,aja
412,Tante::N,फूफी,ajak
413,Tante::N,फूफी,atsak
414,Tante::N,ख़ाला,aja
415,Tante::N,ख़ाला,ajak
416,Tante::N,ख़ाला,atsak
417,Ehemann::N,पति,ui
418,Ehemann::N,शौहर,ui
419,Ehefrau::N,बीवी,nuliaq
420,Freude::N,आनंद,tipaatsussuseq
421,Freude::N,प्रसन्नता,tipaatsussuseq
422,Gelächter::N,हँसी,illaq
423,Gelächter::N,क़हक़हा,illaq
424,Glück::N,आनंद,usornaat
425,Glück::N,आनंद,usornarsuseq
426,Glück::N,ख़ुशी,usornaat
427,Glück::N,ख़ुशी,usornarsuseq
428,Kummer::N,शोक,
429,Kummer::N,दुःख,
430,Wunsch::N,इच्छा,kissaat
431,Wunsch::N,अभिलाषा,kissaat
432,Lust::N,चाह,illigussuseq
433,Lust::N,चाह,piummaseq
434,Lust::N,कामना,illigussuseq
435,Lust::N,कामना,piummaseq
436,Geist::N,जान,anerneq
437,Geist::N,जान,toornaq
438,Geist::N,प्राण,anerneq
439,Geist::N,प्राण,toornaq
440,Gedanke::N,विचार,isumassaq
441,Gedächtnis::N,याददाश्त,eqqaamannissuseq
442,Gedächtnis::N,स्मरण-शक्ति,eqqaamannissuseq
443,Verstand::N,समझ,isuma
444,Verstand::N,समझ,sianissut
445,Verstand::N,समझ,misigissut
446,Verstand::N,समझ,sianissuseq
447,Verstand::N,समझ,silaqassuseq
448,Verstand::N,अक़्ल,isuma
449,Verstand::N,अक़्ल,sianissut
450,Verstand::N,अक़्ल,misigissut
451,Verstand::N,अक़्ल,sianissuseq
452,Verstand::N,अक़्ल,silaqassuseq
453,Verstand::N,बुद्धि,isuma
454,Verstand::N,बुद्धि,sianissut
455,Verstand::N,बुद्धि,misigissut
456,Verstand::N,बुद्धि,sianissuseq
457,Verstand::N,बुद्धि,silaqassuseq
458,Sinn::N,अर्थ,isuma
459,Grund::N,वजह,patsit
460,Grund::N,कारण,patsit
461,Wahrheit::N,सत्य,sallusuissut
462,Wahrheit::N,सच्चाई,sallusuissut
463,Gespräch::N,चर्चा,
464,Gespräch::N,वार्ता,
465,Gespräch::N,बात-चीत,
466,Märchen::N,क़िस्सा,oqalualaarut
467,Märchen::N,क़िस्सा,oqaluasaaq
468,Erzählung::N,कथा,oqaluttuaq
469,Erzählung::N,कहानी,oqaluttuaq
470,Nachricht::N,सूचना,oqaassut
471,Nachricht::N,सूचना,oqqersuut
472,Nachricht::N,समाचार,oqaassut
473,Nachricht::N,समाचार,oqqersuut
474,Neuigkeit::N,ख़बर,tusarnartaq
475,Neuigkeit::N,समाचार,tusarnartaq
476,Name::N,नाम,ateq
477,Rätsel::N,पहेली,nalorsitsaarut
478,Rede::N,वचन,oqaluuseq
479,Rede::N,भाषण,oqaluuseq
480,Sprache::N,भाषा,oqaatsit
481,Sprache::N,ज़बान,oqaatsit
482,Stimme::N,स्वर,erinaq
483,Stimme::N,स्वर,qarluuseq
484,Stimme::N,आवाज़,erinaq
485,Stimme::N,आवाज़,qarluuseq
486,Wort::N,शब्द,oqaasii
487,Wort::N,लफ़्ज़,oqaasii
488,Zeichen::N,निशान,nalunaaqqut
489,Ruf::N,पुकार,qaaqqussut
490,Ruf::N,आह्वान,qaaqqussut
491,Lärm::N,शोर,perpaluk
492,Lärm::N,हुल्लड़,perpaluk
493,Laut::N,स्वर,torsukattak
494,Laut::N,ध्वनि,torsukattak
495,Ton::N,सुर,erinaq
496,Ton::N,स्वर,erinaq
497,Lied::N,गीत,taalliaq
498,Lied::N,गीत,erinarsuut
499,Ruhe::N,आराम,qatsunganeq
500,Ruhe::N,ख़ामोशी,qatsunganeq
501,Leute::N,लोग,inuiak
502,Leute::N,लोग,inuiaqatigiit
503,Volk::N,क़ौम,inuiaat
504,Volk::N,प्रजा,inuiaat
505,Arbeit::N,काम,suliaq
506,Gast::N,अतिथि,qaaqqusaq
507,Gast::N,मेहमान,qaaqqusaq
508,Geschenk::N,उपहार,pajugut
509,Geschenk::N,तोहफ़ा,pajugut
510,Spiel::N,खेल,
511,Spiel::N,क्रीड़ा,
512,Gesellschaft::N,साथ,
513,Hilfe::N,मदद,annertoqqut
514,Hilfe::N,सहायता,annertoqqut
515,Freund::N,मित्र,tiliaq
516,Freund::N,मित्र,ikinngut
517,Kamerad::N,साथी,tiliaq
518,Kamerad::N,साथी,ikinngut
519,Kamerad::N,कामरेड,tiliaq
520,Kamerad::N,कामरेड,ikinngut
521,Angelegenheit::N,बात,
522,Angelegenheit::N,मामला,
523,Anzahl::N,तादाद,
524,Anzahl::N,संख्या,
525,Art::N,तरह,ileqquuseq
526,Art::N,क़िस्म,ileqquuseq
527,Stück::N,फाँक,nakkaalaniku
528,Stück::N,टुकड़ा,nakkaalaniku
529,Teil::N,भाग,tassiaasat
530,Teil::N,हिस्सा,tassiaasat
531,Hälfte::N,अर्धभाग,affaq
532,Kreis::N,चक्कर,kaajaluinneq or kaajaluitsoq
533,Kreuz::N,सलीब,sanningasulik
534,Kreuz::N,क्रूस,sanningasulik
535,Linie::N,लाइन,tittaq
536,Linie::N,लाइन,titarneq
537,Strich::N,लकीर,
538,Abstand::N,अंतर,aku
539,Abstand::N,अंतर,ikiaq
540,Abstand::N,फ़ासला,aku
541,Abstand::N,फ़ासला,ikiaq
542,Entfernung::N,दूरी,asi
543,Entfernung::N,फ़ासला,asi
544,Gegend::N,इलाक़ा,nuna
545,Platz::N,जगह,ini
546,Platz::N,जगह,inissaq
547,Platz::N,स्थान,ini
548,Platz::N,स्थान,inissaq
549,Ort::N,स्थल,sumiiffik
550,Ort::N,स्थान,sumiiffik
551,Seite::N,ओर,saneraq
552,Seite::N,तरफ़,saneraq
553,Mitte::N,बीच,qiteq
554,Mitte::N,मध्य,qiteq
555,Gegenstand::N,चीज़,
556,Gegenstand::N,पदार्थ,
557,Sache::N,चीज़,pigisaq
558,Sache::N,वस्तु,pigisaq
559,Rand::N,छोर,sini
560,Rand::N,छोर,akerfineq
561,Rand::N,उपांत,sini
562,Rand::N,उपांत,akerfineq
563,Kante::N,कोर,akerfineq
564,Kante::N,किनारा,akerfineq
565,Ecke::N,कोना,teqeqqoq
566,Ecke::N,कोना,tikeqqoq
567,Ecke::N,नुक्कड़,teqeqqoq
568,Ecke::N,नुक्कड़,tikeqqoq
569,Spitze::N,नोक,inngik
570,Ende::N,छोर,isu
571,Ende::N,सिरा,isu
572,Loch::N,छेद,putu
573,Loch::N,सूराख़,putu
574,Winkel::N,कोण,teqeqqorissaat
575,Winkel::N,कोना,teqeqqorissaat
576,Muster::N,नमूना,ilisserut
577,Muster::N,डिज़ाइन,ilisserut
578,Größe::N,परिमाण,angissuseq
579,Größe::N,विस्तार,angissuseq
580,Länge::N,लंबाई,takissuseq
581,Höhe::N,ऊँचाई,
582,Höhe::N,उच्चता,
583,Gewicht::N,भार,oqimaalutaq
584,Gewicht::N,वज़न,oqimaalutaq
585,Menge::N,मात्रा,amerlassuseq
586,Haufen::N,ढेर,eqimattat
587,Haufen::N,अंबार,eqimattat
588,Reihe::N,क़तार,allunaasaq
589,Reihe::N,पंक्ति,allunaasaq
590,Boot::N,नाव,qajaq
591,Boot::N,नाव,angallat
592,Boot::N,नाव,umiatsiaq
593,Boot::N,नौका,qajaq
594,Boot::N,नौका,angallat
595,Boot::N,नौका,umiatsiaq
596,Ruder::N,चप्पू,iput
597,Schlitten::N,बर्फ़-गाड़ी,qamutit
598,Schlitten::N,बर्फ़-गाड़ी,qimusseq
599,Ski::N,स्की,ataarut
600,Lagerfeuer::N,अलाव,
601,Lagerfeuer::N,कैंप-फ़ायर,
602,Last::N,भार,nammagaq
603,Gang::N,चाल,
604,Schritt::N,डग,allorneq
605,Schritt::N,क़दम,allorneq
606,Norden::N,उत्तर,avannaq
607,Süden::N,दक्खिन,qava
608,Süden::N,दक्खिन,kujat
609,Süden::N,दक्खिन,kujataa
610,Westen::N,पश्चिम,kitaa
611,Osten::N,पूरब,kangi
612,Holz::N,काठ,qisuk
613,Holz::N,काष्ठ,qisuk
614,Brett::N,पटरा,salliligaq
615,Brett::N,तख़्ता,salliligaq
616,Platte::N,फलक,qaateq
617,Platte::N,तख़्ता,qaateq
618,Stütze::N,टेक,ajagutaq
619,Stütze::N,टेक,ajaagutaq
620,Stütze::N,थूनी,ajagutaq
621,Stütze::N,थूनी,ajaagutaq
622,Stange::N,छड़,kaaviffik
623,Stange::N,बाँस,kaaviffik
624,Stock::N,लाठी,ajaappissat
625,Stab::N,लग्गा,ajaappissat
626,Rohr::N,नल,sullulik
627,Haus::N,घर,illu
628,Haus::N,मकान,illu
629,Heim::N,घर,
630,Heim::N,गृह,
631,Ofen::N,चूल्हा,kissarsuut
632,Fußboden::N,फ़र्श,nateq
633,Tisch::N,मेज़,allattarfik
634,Stuhl::N,कुरसी,issiavik
635,Stuhl::N,कुरसी,issiaffik
636,Wiege::N,पालना,uaasoq
637,Wiege::N,हिंडोला,uaasoq
638,Bett::N,खाट,nallavik
639,Bett::N,पलंग,nallavik
640,Regal::N,शेल्फ़,ilisivik
641,Kiste::N,पेटी,sakissat
642,Kiste::N,पेटी,illerfiusaq
643,Kiste::N,डिब्बा,sakissat
644,Kiste::N,डिब्बा,illerfiusaq
645,Fenster::N,खिड़की,aki
646,Fenster::N,खिड़की,igalaaq
647,Tür::N,द्वार,matu
648,Tür::N,दरवाज़ा,matu
649,Tor::N,फाटक,isaaffik
650,Zaun::N,बाड़ा,saputit
651,Dach::N,छत,qaliaq
652,Dach::N,छप्पर,qaliaq
653,Leiter::N,सीढ़ी,tummeqqat
654,Leiter::N,सीढ़ी,majuartarfiit
655,Besen::N,झाड़ू,saligutit
656,Besen::N,बुहारी,saligutit
657,Spaten::N,कुदाल,nivaataq
658,Schaufel::N,बेलचा,nivaataq
659,Schaufel::N,फावड़ा,nivaataq
660,Gabel::N,काँटा,qilluaq
661,Gabel::N,काँटा,ajassaatit
662,Löffel::N,चम्मच,alussaat
663,Messer::N,छुरा,savik
664,Messer::N,चाक़ू,savik
665,Nagel::N,कील,kukik
666,Nagel::N,मेख़,kukik
667,Netz::N,जाल,anguffaseq
668,Haken::N,अंकुश,nissik
669,Haken::N,अंकुश,qarsorsaq
670,Haken::N,अंकुश,qarsorsartoq
671,Griff::N,मूठ,ipi
672,Griff::N,हत्था,ipi
673,Schloss::N,ताला,illussaarsuaq
674,Bild::N,चित्र,assiliaq
675,Figur::N,मूर्ति,kisitsit
676,Puppe::N,पुतली,inuusaq
677,Puppe::N,गुड़िया,inuusaq
678,Beutel::N,झोला,
679,Bündel::N,पुलिंदा,qilertaq
680,Tasche::N,बेग,pooqattaq
681,Tasche::N,बस्ता,pooqattaq
682,Eimer::N,बाल्टी,
683,Deckel::N,ढक्कन,matu
684,Geschirr::N,बरतन-भाँड़े,anut
685,Sack::N,बोरा,
686,Tasse::N,प्याला,tiitorfik
687,Tasse::N,प्याला,tiitorfiup ilorlia
688,Topf::N,देग़चा,qoqqoq
689,Kessel::N,देग़,uunnaavik
690,Kessel::N,बटलोई,uunnaavik
691,Essen::N,खाना,igaaq
692,Nahrung::N,भोजन,neqissaq
693,Speise::N,खाना,nerisassat
694,Speise::N,व्यंजन,nerisassat
695,Fleisch::N,मांस,neqi
696,Fleisch::N,गोश्त,neqi
697,Getreide::N,अनाज,maannineq
698,Brei::N,भरता,
699,Brei::N,दलिया,
700,Brot::N,रोटी,iffit
701,Brot::N,रोटी,iffiaq
702,Scheibe::N,कतला,igalaassiaq
703,Fett::N,वसा,tarnutissaq
704,Fett::N,वसा,tarnutissiaq
705,Fett::N,चरबी,tarnutissaq
706,Fett::N,चरबी,tarnutissiaq
707,Butter::N,मक्खन,punneq
708,Öl::N,तेल,uulia
709,Salz::N,नमक,taratsut
710,Suppe::N,सूप,qajoq
711,Suppe::N,शोरबा,qajoq
712,Honig::N,शहद,tungusunnitsuut
713,Milch::N,दूध,immuk
714,Tee::N,चाय,tii
715,Tee::N,चाय,teeq
716,Leder::N,चमड़ा,
717,Wolle::N,ऊन,nuersagassiaq
