,Concept_ID,en,hu
886,einschlafen::V,fall asleep,elalszik
887,schlafen::V,sleep,alszik
888,aufwachen::V,wake up,felébred
889,aufstehen::V,get up,felkel
890,sich erholen::V,relax,pihen
891,krank werden::V,fall ill,megbetegedik
892,krank werden::V,fall ill,belebetegszik
893,krank sein::V,be ill,betegeskedik
894,schmerzen::V,ache,fáj
895,husten::V,cough,köhög
896,genesen::V,recover,meggyógyul
897,sterben::V,die,hal
898,umkommen::V,perish,elpusztul
899,sich bewegen::V,move,mozog
900,sich rühren::V,budge,mozdul
901,sich erheben::V,stand up,feláll
902,sich erheben::V,stand up,felemelkedik
903,sich setzen::V,sit down,ül
904,sich setzen::V,sit down,leül
905,hinfallen::V,tumble,bukik
906,hinfallen::V,tumble,elesik
907,laufen::V,walk,jár
908,schreiten::V,pace,lép
909,spazierengehen::V,go for a walk,sétál
910,eilen::V,rush,siet
911,sich beeilen::V,hurry,siet
912,sausen::V,dash,robog
913,rennen::V,run,fut
914,rennen::V,run,szalad
915,springen::V,jump,ugrik
916,klettern::V,climb,kúszik
917,schaukeln::V,seesaw,hintázik
918,kriechen::V,creep,kúszik
919,schwimmen::V,swim,úszik
920,tauchen::V,dive,merül
921,rudern::V,row,evez
922,fahren::V,drive,jár
923,fahren::V,drive,megy
924,fahren::V,drive,utazik
925,fliegen::V,fly,száll
926,gehen::V,go,megy
927,weggehen::V,go away,elmegy
928,abfahren::V,depart,indul
929,anhalten::V,stop,megáll
930,hineingehen::V,go in,bemegy
931,eintreten::V,enter,belép
932,kommen::V,come,jön
933,ankommen::V,arrive,érkezik
934,ankommen::V,arrive,megérkezik
935,zurückkommen::V,come back,visszajön
936,bleiben::V,stay,marad
937,bleiben::V,stay,megmarad
938,warten::V,wait,vár
939,warten::V,wait,várakozik
940,erwarten::V,wait for,vár
941,erwarten::V,wait for,megvár
942,suchen::V,seek,kutat
943,suchen::V,look for,kutat
944,finden::V,find,talál
945,versuchen::V,try,megpróbál
946,versuchen::V,try,megkísérel
947,vorbereiten::V,prepare,előkészít
948,lieben::V,love,szeret
949,mögen::V,like,szeret
950,lachen::V,laugh,nevet
951,rühren::V,move,mozdít
952,weinen::V,weep,sír
953,schimpfen::V,grumble,szid
954,schimpfen::V,grumble,szitkozódik
955,sich ärgern::V,be annoyed,mérgelődik
956,sich ärgern::V,be annoyed,bosszankodik
957,sich fürchten::V,be afraid,fél
958,sich fürchten::V,be afraid,retteg
959,fürchten::V,be afraid of,fél
960,fliehen::V,flee,menekül
961,flüchten::V,escape,elmenekül
962,sehen::V,see,néz
963,anschauen::V,look at,megnéz
964,ansehen::V,watch,néz
965,ansehen::V,watch,ránéz
966,ansehen::V,watch,megnéz
967,hören::V,hear,hall
968,zuhören::V,listen,hallgat
969,zuhören::V,listen,meghallgat
970,probieren::V,taste,kóstol
971,probieren::V,taste,megkóstol
972,riechen::V,smell,szagol
973,fühlen::V,feel,érez
974,scheinen::V,seem,tűnik
975,scheinen::V,seem,látszik
976,zu sehen sein::V,show,mutatkozik
977,vernehmen::V,hear,hall
978,frieren::V,be cold,fázik
979,tun::V,do,csinál
980,tun::V,do,cselekszik
981,können::V,can,tud
982,wollen::V,want,akar
983,anfangen::V,start,kezd
984,beenden::V,finish,befejez
985,aufhören::V,stop,megszűnik
986,gelingen::V,succeed,sikerül
987,geraten::V,turn out,kerül
988,geraten::V,turn out,jut
989,öffnen::V,open,nyit
990,öffnen::V,open,kinyit
991,schließen::V,close,csuk
992,schließen::V,close,becsuk
993,stellen::V,put,állít
994,stellen::V,put,helyez
995,setzen::V,place,ültet
996,setzen::V,place,helyez
997,legen::V,lay,tesz
998,legen::V,lay,fektet
999,berühren::V,touch,érint
1000,verbinden::V,connect,beköt
1001,verbinden::V,connect,összeköt
1002,bedecken::V,cover,betakar
1003,bedecken::V,cover,beborít
1004,aufhängen::V,hang up,felakaszt
1005,anzünden::V,light,gyújt
1006,anzünden::V,light,meggyújt
1007,aufheben::V,pick up,felemel
1008,zurücklassen::V,leave,hátrahagy
1009,verlieren::V,lose,veszít
1010,verlieren::V,lose,elveszít
1011,fallen lassen::V,drop,elejt
1012,machen::V,make,tesz
1013,machen::V,make,csinál
1014,herstellen::V,produce,gyárt
1015,herstellen::V,produce,előállít
1016,bauen::V,build,épít
1017,reparieren::V,mend,javít
1018,reparieren::V,mend,kijavít
1019,reparieren::V,mend,megjavít
1020,verbessern::V,improve,megjavít
1021,ändern::V,alter,változtat
1022,ändern::V,alter,megváltoztat
1023,graben::V,dig,ás
1024,beugen::V,bow,meghajt
1025,biegen::V,bend,hajlít
1026,drehen::V,spin,forgat
1027,wenden::V,turn,fordít
1028,wenden::V,turn,megfordít
1029,umdrehen::V,turn around,megfordít
1030,umdrehen::V,turn around,megforgat
1031,heben::V,raise,emel
1032,hochheben::V,lift,felemel
1033,ergreifen::V,seize,megfog
1034,halten::V,hold,tart
1035,drücken::V,press,nyom
1036,drücken::V,press,megnyom
1037,schieben::V,push,tol
1038,kratzen::V,scrape,vakar
1039,lecken::V,lick,nyal
1040,beißen::V,bite,harap
1041,abreißen::V,tear off,letép
1042,abschneiden::V,cut off,levág
1043,binden::V,tie,köt
1044,binden::V,tie,kötöz
1045,stecken::V,stick,dug
1046,brechen::V,break,tör
1047,brechen::V,break,eltör
1048,klopfen::V,knock,kopogtat
1049,hauen::V,hit,vág
1050,hauen::V,hit,levág
1051,kleben::V,glue,tapaszt
1052,reiben::V,rub,dörzsöl
1053,reiben::V,rub,súrol
1054,streichen::V,spread,simít
1055,schleifen::V,grind,fen
1056,schleifen::V,grind,csiszol
1057,schleifen::V,grind,köszörül
1058,schneiden::V,cut,vág
1059,schneiden::V,cut,szel
1060,schneiden::V,cut,metsz
1061,rütteln::V,jolt,ráz
1062,schütteln::V,shake,ráz
1063,schütteln::V,shake,megráz
1064,schwenken::V,swing,lóbál
1065,schwenken::V,swing,lobogtat
1066,schütten::V,pour,önt
1067,füllen::V,fill,tölt
1068,füllen::V,fill,megtölt
1069,einwickeln::V,wrap,becsavar
1070,tragen::V,carry,hord
1071,schleppen::V,drag,vonszol
1072,ziehen::V,pull,húz
1073,aufbewahren::V,keep,megőriz
1074,werfen::V,throw,dob
1075,werfen::V,throw,hajít
1076,fangen::V,catch,fog
1077,packen::V,grab,megragad
1078,verstecken::V,hide,eldug
1079,verstecken::V,hide,elrejt
1080,teilen::V,divide,oszt
1081,teilen::V,divide,megoszt
1082,schicken::V,send,küld
1083,bringen::V,bring,hoz
1084,bringen::V,bring,visz
1085,hinzufügen::V,add,hozzáad
1086,bekommen::V,get,kap
1087,bekommen::V,get,megkap
1088,erhalten::V,receive,kap
1089,erhalten::V,receive,megkap
1090,nehmen::V,take,vesz
1091,wählen::V,choose,választ
1092,auswählen::V,select,kiválaszt
1093,bewahren::V,preserve,megtart
1094,behindern::V,hinder,akadályoz
1095,behindern::V,hinder,gátol
1096,verderben::V,spoil,elront
1097,beschädigen::V,damage,rongál
1098,zerbrechen::V,break,eltör
1099,zerbrechen::V,break,széttör
1100,zerbrechen::V,break,kettétör
1101,zerreißen::V,tear,eltép
1102,zerreißen::V,tear,széttép
1103,zerstören::V,destroy,elpusztít
1104,verbrennen::V,burn,éget
1105,verbrennen::V,burn,eléget
1106,geben::V,give,ad
1107,reichen::V,hand,nyújt
1108,schenken::V,give,ajándékoz
1109,versprechen::V,promise,ígér
1110,wünschen::V,wish,kíván
1111,loben::V,praise,dicsér
1112,küssen::V,kiss,csókol
1113,wiegen::V,rock,ringat
1114,zudecken::V,cover,betakar
1115,wecken::V,wake,kelt
1116,wecken::V,wake,ébreszt
1117,zeigen::V,show,mutat
1118,führen::V,guide,visz
1119,führen::V,guide,vezet
1120,lehren::V,teach,tanít
1121,unterrichten::V,instruct,tanít
1122,aufziehen::V,bring up,felnevel
1123,leiten::V,lead,vezet
1124,leiten::V,lead,vezérel
1125,antreiben::V,urge,hajt
1126,lassen::V,let,-tat
1127,lassen::V,let,-at
1128,einladen::V,invite,meghív
1129,vereinigen::V,unite,egyesít
1130,besuchen::V,visit,látogat
1131,treffen::V,meet,talál
1132,sich versammeln::V,assemble,gyülekezik
1133,sich versammeln::V,assemble,összegyűlik
1134,spielen::V,play,játszik
1135,singen::V,sing,énekel
1136,tanzen::V,dance,táncol
1137,sich trennen::V,separate,elválik
1138,verlassen::V,leave,elhagy
1139,retten::V,rescue,ment
1140,bewachen::V,guard,őriz
1141,schützen::V,protect,óv
1142,schützen::V,protect,véd
1143,verteidigen::V,defend,véd
1144,sich schlagen::V,brawl,verekszik
1145,schießen::V,shoot,lő
1146,siegen::V,win,győz
1147,ärgern::V,annoy,bosszant
1148,schlagen::V,beat,üt
1149,schlagen::V,beat,ver
1150,treten::V,kick,rúg
1151,stechen::V,sting,döf
1152,stechen::V,sting,szúr
1153,stoßen::V,shove,lök
1154,stehlen::V,steal,lop
1155,stören::V,disturb,zavar
1156,belästigen::V,bother,zaklat
1157,verbergen::V,conceal,rejt
1158,verbergen::V,conceal,elrejt
1159,täuschen::V,deceive,megtéveszt
1160,betrügen::V,cheat,csal
1161,töten::V,kill,öl
1162,wohnen::V,dwell,lakik
1163,arbeiten::V,work,dolgozik
1164,sammeln::V,gather,szed
1165,sammeln::V,gather,gyűjt
1166,pflücken::V,pick,szed
1167,jagen::V,hunt,vadászik
1168,fischen::V,fish,halászik
1169,fassen::V,catch,fog
1170,hüten::V,herd,őriz
1171,hüten::V,herd,legeltet
1172,treiben::V,drive,hajt
1173,anbinden::V,tie up,köt
1174,füttern::V,feed,etet
1175,melken::V,milk,fej
1176,hacken::V,chop,vág
1177,gießen::V,water,öntöz
1178,reifen::V,ripen,érik
1179,zubereiten::V,cook,elkészít
1180,kochen::V,boil,főz
1181,backen::V,bake,süt
1182,braten::V,fry,süt
1183,umrühren::V,stir,megkever
1184,stricken::V,knit,köt
1185,nähen::V,sew,varr
1186,färben::V,dye,fest
1187,reinigen::V,clean,tisztít
1188,waschen::V,wash,mos
1189,abwischen::V,wipe,letöröl
1190,spülen::V,rinse,mosogat
1191,fegen::V,sweep,söpör
1192,kehren::V,sweep,söpör
1193,baden::V,bath,fürdik
1194,sich waschen::V,wash,mosdik
1195,sich waschen::V,wash,mosakszik
1196,ausziehen::V,take off,levesz
1197,anziehen::V,put on,felölt
1198,anziehen::V,put on,felvesz
1199,sich anziehen::V,get dressed,öltözik
1200,sich anziehen::V,get dressed,felöltözik
1201,kämmen::V,comb,fésül
1202,schmücken::V,decorate,díszít
1203,sagen::V,say,mond
1204,sprechen::V,speak,beszél
1205,reden::V,talk,beszél
1206,sich unterhalten::V,chat,beszélget
1207,fragen::V,ask,kérdez
1208,bitten::V,request,kér
1209,erzählen::V,tell,mesél
1210,erzählen::V,tell,elbeszél
1211,mitteilen::V,convey,közöl
1212,nennen::V,name,hív
1213,nennen::V,name,nevez
1214,rufen::V,call,hív
1215,prahlen::V,brag,dicsekszik
1216,übersetzen::V,translate,fordít
1217,denken::V,think,gondol
1218,glauben::V,believe,hisz
1219,bemerken::V,notice,észrevesz
1220,erkennen::V,recognize,ráismer
1221,erkennen::V,recognize,felismer
1222,begreifen::V,grasp,felfog
1223,verstehen::V,understand,ért
1224,verstehen::V,understand,megért
1225,lernen::V,learn,tanul
1226,lernen::V,learn,megtanul
1227,wissen::V,know,tud
1228,sich erinnern an::V,remember,emlékszik
1229,vergessen::V,forget,felejt
1230,vergessen::V,forget,elfelejt
1231,messen::V,measure,mér
1232,messen::V,measure,megmér
1233,zählen::V,count,számol
1234,zählen::V,count,megszámol
1235,rechnen::V,calculate,számít
1236,lesen::V,read,olvas
1237,malen::V,paint,fest
1238,zeichnen::V,draw,rajzol
1239,schreiben::V,write,ír
1240,besitzen::V,own,birtokol
1241,kaufen::V,buy,vesz
1242,kaufen::V,buy,megvesz
1243,verkaufen::V,sell,elad
1244,bezahlen::V,pay for,fizet
1245,bezahlen::V,pay for,kifizet
1246,zahlen::V,pay,fizet
1247,zahlen::V,pay,megfizet
1248,beherrschen::V,rule,ural
1249,ertragen::V,endure,elbír
1250,ertragen::V,endure,elvisel
