,Concept_ID,uk,bg
633,kalt::A,холодний,студен
634,kühl::A,прохолодний,хладен
635,frisch::A,свіжий,свеж
636,feucht::A,вогкий,влажен
637,nass::A,мокрий,мокър
638,trocken::A,сухий,сух
639,voll::A,повний,пълен
640,leer::A,пустий,празен
641,offen::A,відкритий,откровен
642,geschlossen::A,закритий,закрит
643,geschlossen::A,закритий,затворен
644,geschlossen::A,зачинений,закрит
645,geschlossen::A,зачинений,затворен
646,sauber::A,чистий,чист
647,sauber::A,охайний,чист
648,schmutzig::A,брудний,мръсен
649,roh::A,сирий,суров
650,reif::A,зрілий,зрял
651,lecker::A,смачний,вкусен
652,süß::A,солодкий,сладък
653,bitter::A,гіркий,горчив
654,sauer::A,кислий,кисел
655,hell::A,світлий,ясен
656,hell::A,світлий,светъл
657,dunkel::A,темний,тъмен
658,schwarz::A,чорний,черен
659,weiß::A,сивий,бял
660,rot::A,червоний,червен
661,gelb::A,жовтий,жълт
662,blau::A,синій,син
663,grün::A,зелений,зелен
664,grau::A,сірий,сив
665,bunt::A,барвистий,шарен
666,bunt::A,барвистий,пъстър
667,billig::A,дешевий,евтин
668,teuer::A,дорогий,скъп
669,wertvoll::A,цінний,ценен
670,blind::A,сліпий,сляп
671,taub::A,глухий,глух
672,kräftig::A,могутній,силен
673,stark::A,сильний,здрав
674,stark::A,сильний,силен
675,schwach::A,слабкий,слаб
676,fett::A,жирний,тлъст
677,fett::A,товстий,тлъст
678,schlank::A,тонкий,тънък
679,schlank::A,тонкий,строен
680,schlank::A,стрункий,тънък
681,schlank::A,стрункий,строен
682,hübsch::A,чарівний,хубав
683,böse::A,злий,зъл
684,böse::A,лихий,зъл
685,dumm::A,дурний,глупав
686,faul::A,ледачий,ленив
687,faul::A,ледачий,мързелив
688,fleißig::A,старанний,прилежен
689,geizig::A,скупий,скъпернически
690,klug::A,мудрий,умен
691,klug::A,мудрий,разумен
692,klug::A,розумний,умен
693,klug::A,розумний,разумен
694,geschickt::A,умілий,умел
695,geschickt::A,умілий,сръчен
696,lieb::A,милий,мил
697,lieb::A,милий,драг
698,lustig::A,веселий,весел
699,sanft::A,лагідний,нежен
700,sanft::A,лагідний,кротък
701,hungrig::A,голодний,гладен
702,krank::A,слабий,болен
703,nackt::A,голий,гол
704,traurig::A,сумний,тъжен
705,traurig::A,сумний,печален
706,lebendig::A,живий,жив
707,gut::A,добрий,добър
708,schlecht::A,поганий,лош
709,schlecht::A,кепський,лош
710,richtig::A,правильний,правилен
711,schlimm::A,бридкий,лош
712,wahr::A,справжній,верен
713,wahr::A,справжній,истински
714,alt::A,старий,стар
715,alt::A,старий,древен
716,neu::A,новий,нов
717,ehemalig::A,колишній,бивш
718,alt[Lebewesen]::A,старий,стар
719,jung::A,молодий,млад
720,arm::A,бідний,беден
721,reich::A,багатий,богат
722,bekannt::A,знайомий,познат
723,bekannt::A,знайомий,известен
724,berühmt::A,славетний,почут
725,berühmt::A,славетний,известен
726,fremd::A,чужий,чужд
727,verschieden::A,різний,разен
728,verschieden::A,різний,различен
729,nah::A,близький,близък
730,fern::A,далекий,далечен
731,linker::A,лівий,ляв
732,rechter::A,правий,прав
733,anderer::A,інакший,друг
734,erster::A,перший,пръв
735,erster::A,перший,първи
736,zweiter::A,другий,втори
737,dritter::A,третій,трети
738,letzter::A,останній,последен
739,allein::ADV,сам,само
740,allein::ADV,один,само
741,auf einmal::ADV,відразу,същевременно
742,zusammen::ADV,разом,заедно
743,zusammen::ADV,спільно,заедно
744,lange::ADV,довго,дълго
745,plötzlich::ADV,раптом,изведнъж
746,sofort::ADV,зараз,веднага
747,später::ADV,пізніше,по-късно
748,jetzt::ADV,тепер,сега
749,heute::ADV,сьогодні,днес
750,morgen::ADV,завтра,утре
751,bald::ADV,незабаром,скоро
752,dann::ADV,потім,после
753,dann::ADV,потім,тогава
754,gestern::ADV,вчора,вчера
755,einst::ADV,колись,някога
756,damals::ADV,тоді,тогава
757,danach::ADV,згодом,после
758,danach::ADV,згодом,след това
759,vorher::ADV,раніше,преди
760,vorher::ADV,раніше,преди това
761,zuerst::ADV,спершу,най-напред
762,zuerst::ADV,спочатку,най-напред
763,einmal::ADV,один раз,веднъж
764,einmal::ADV,один раз,един път
765,manchmal::ADV,іноді,понякога
766,manchmal::ADV,інколи,понякога
767,oft::ADV,часто,често
768,immer::ADV,завжди,винаги
769,niemals::ADV,ніколи,никога
770,hier::ADV,тут,тук
771,hier::ADV,тут,тука
772,hierhin::ADV,сюди,насам
773,von hier::ADV,звідси,оттук
774,von hier::ADV,звідси,оттука
775,dort::ADV,там,там
776,dorthin::ADV,туди,натам
777,dorthin::ADV,туди,нататък
778,geradeaus::ADV,прямо,направо
779,vorwärts::ADV,вперед,напред
780,rückwärts::ADV,назад,назад
781,zurück::ADV,назад,обратно
782,unten::ADV,внизу,долу
783,hinab::ADV,вниз,надолу
784,oben::ADV,вгорі,горе
785,hinauf::ADV,вгору,нагоре
786,überall::ADV,скрізь,навсякъде
787,nicht::ADV,не,не
788,ein wenig::ADV,трохи,малко
789,ein wenig::ADV,небагато,малко
790,kaum::ADV,ледве,едва
791,kaum::ADV,ледве,едвам
792,sehr::ADV,дуже,много
793,sehr::ADV,дуже,твърде
794,so::ADV,так,тъй
795,so::ADV,так,така
796,noch::ADV,ще,още
797,nur::ADV,лише,само
798,nur::ADV,тільки,само
799,schon::ADV,вже,вече
800,wieder::ADV,знову,пак
801,wieder::ADV,знову,отново
802,vergebens::ADV,дарма,напразно
803,vor::PRP,перед,пред
804,hinter::PRP,ззаду,зад
805,hinter::PRP,позаду,зад
806,unter::PRP,під,под
807,durch::PRP,крізь,през
808,neben::PRP,біля,до
809,neben::PRP,біля,при
810,zwischen::PRP,між,между
811,zwischen::PRP,між,помежду
812,wegen::PRP,з-за,заради
813,wegen::PRP,через,заради
814,dies::PRN,це,този
815,das::PRN,то,туй
816,das::PRN,то,това
817,alles::PRN,все,всичко
818,ich::PRN,я,аз
819,du::PRN,ти,ти
820,er::PRN,він,той
821,wir::PRN,ми,ние
822,ihr::PRN,ви,вие
823,sie::PRN,вони,те
824,was::FPRN,що,що
825,was::FPRN,що,какво
826,wer::FPRN,хто,кой
827,wo::FADV,де,къде
828,wohin::FADV,куди,накъде
829,wohin::FADV,куди,накъдето
830,wie::FADV,як,как
831,warum::FADV,чому,защо
832,wieviel::FNUM,скільки,колко
833,eins::NUM,один,един
834,zwei::NUM,два,два
835,drei::NUM,три,три
836,vier::NUM,чотири,четири
837,fünf::NUM,п’ять,пет
838,sechs::NUM,шість,шест
839,sieben::NUM,сім,седем
840,acht::NUM,вісім,осем
841,neun::NUM,дев’ять,девет
842,zehn::NUM,десять,десет
843,elf::NUM,одинадцять,единайсет
844,elf::NUM,одинадцять,единадесет
845,zwölf::NUM,дванадцять,дванайсет
846,zwölf::NUM,дванадцять,дванадесет
847,zwanzig::NUM,двадцять,двайсет
848,zwanzig::NUM,двадцять,двадесет
849,dreißig::NUM,тридцять,тридесет
850,vierzig::NUM,сорок,четиридесет
851,fünfzig::NUM,п’ятдесят,петдесет
852,sechzig::NUM,шістдесят,шестдесет
853,siebzig::NUM,сімдесят,седемдесет
854,achtzig::NUM,вісімдесят,осемдесет
855,neunzig::NUM,дев’яносто,деветдесет
856,hundert::NUM,сто,сто
857,tausend::NUM,тисяча,хиляда
858,und::CNJ,і,а
859,und::CNJ,і,та
