,Concept_ID,sk,be
140,Weide[Baum]::N,vŕba,вярба
141,Tanne::N,jedľa,яліна
142,Horn::N,roh,рог
143,Feder::N,pero,пяро
144,Fell::N,koža,шкура
145,Fell::N,kožušina,шкура
146,Flügel::N,krídlo,крыло
147,Klaue::N,paznecht,кіпцюр
148,Kralle::N,pazúr,лапа
149,Schwanz::N,chvost,хвост
150,Ei::N,vajce,яйка
151,Ei::N,vajíčko,яйка
152,Nest::N,hniezdo,гняздо
153,Bau::N,nora,нара
154,Tier::N,zviera,жывёла
155,Herde::N,stádo,статак
156,Kuh::N,krava,карова
157,Bulle::N,býk,бык
158,Pferd::N,kôň,конь
159,Schaf::N,ovca,авечка
160,Schwein::N,sviňa,свіння
161,Hund::N,pes,сабака
162,Katze::N,mačka,кошка
163,Bär::N,medveď,мядзведзь
164,Eichhörnchen::N,veverička,вавёрка
165,Elch::N,los,лось
166,Fuchs::N,líška,ліса
167,Hase::N,zajac,заяц
168,Maus::N,myš,мыш
169,Wolf::N,vlk,воўк
170,Vogel::N,vták,птах
171,Vogel::N,vták,птушка
172,Schwarm::N,roj,чарада
173,Huhn::N,kurča,курыца
174,Huhn::N,sliepka,курыца
175,Hahn::N,kohút,певень
176,Gans::N,hus,гусь
177,Adler::N,orol,арол
178,Ente::N,kačka,качка
179,Ente::N,kačica,качка
180,Eule::N,sova,сава
181,Kranich::N,žeriav,жораў
182,Kranich::N,žeriav,журавель
183,Krähe::N,vrana,варона
184,Kuckuck::N,kukučka,зязюля
185,Schwan::N,labuť,лебедзь
186,Fisch::N,ryba,рыба
187,Barsch::N,ostriež,акунь
188,Hecht::N,šťuka,шчупак
189,Schlange[Tier]::N,had,змяя
190,Wurm::N,červ,чарвяк
191,Spinne::N,pavúk,павук
192,Ameise::N,mravec,мурашка
193,Laus::N,voš,вош
194,Mücke::N,komár,камар
195,Fliege::N,mucha,муха
196,Schmetterling::N,motýľ,матыль
197,Beere::N,bobuľa,ягада
198,Apfel::N,jablko,яблык
199,Pilz::N,hríb,грыб
200,Zwiebel::N,cibuľa,цыбуля
201,Saat::N,osivo,семя
202,Korn::N,zrno,зерне
203,Heu::N,seno,сена
204,Schale::N,šupa,шалупінне
205,Schale::N,škrupina,шалупінне
206,Grube::N,jama,яма
207,Falle::N,pasca,пастка
208,Falle::N,klepec,пастка
209,Schlinge::N,slučka,сіло
210,Spur::N,stopa,след
211,Asche::N,popol,попел
212,Dreck::N,kal,бруд
213,Dreck::N,blato,бруд
214,Eisen::N,železo,жалеза
215,Gold::N,zlato,золата
216,Silber::N,striebro,сребра
217,Kohle::N,uhlie,вугаль
218,Glas::N,sklo,шкло
219,Lehm::N,íl,гліна
220,Lehm::N,hlina,гліна
221,Sand::N,piesok,пясок
222,Mensch::N,človek,чалавек
223,Mann::N,muž,мужчына
224,Mann::N,chlap,мужчына
225,Frau::N,žena,жанчына
226,Kind::N,dieťa,дзіця
227,Junge::N,chlapec,хлопчык
228,Mädchen::N,dievka,дзяўчынка
229,Familie::N,rodina,сямʼя
230,Großvater::N,dedo,дзядуля
231,Großvater::N,starý otec,дзядуля
232,Großmutter::N,babička,бабуля
233,Großmutter::N,stará mať,бабуля
234,Eltern::N,rodičia,бацькі
235,Vater::N,otec,бацька
236,Mutter::N,mať,маці
237,Mutter::N,matka,маці
238,Sohn::N,syn,сын
239,Tochter::N,dcéra,дачка
240,Bruder::N,brat,брат
241,Schwester::N,sestra,сястра
242,Onkel::N,ujo,дзядзька
243,Onkel::N,strýko,дзядзька
244,Tante::N,teta,цётка
245,Tante::N,tetka,цётка
246,Ehemann::N,muž,муж
247,Ehemann::N,manžel,муж
248,Ehefrau::N,žena,жонка
249,Ehefrau::N,manželka,жонка
250,Freude::N,radosť,радасць
251,Gelächter::N,smiech,смех
252,Glück::N,šťastie,шчасце
253,Kummer::N,žiaľ,гора
254,Kummer::N,zármutok,гора
255,Wunsch::N,prianie,жаданне
256,Lust::N,chuť,цяга
257,Geist::N,duch,дух
258,Gedanke::N,myšlienka,думка
259,Gedächtnis::N,pamäť,памяць
260,Verstand::N,rozum,розум
261,Sinn::N,zmysel,сэнс
262,Grund::N,dôvod,зачэпка
263,Grund::N,príčina,зачэпка
264,Wahrheit::N,pravda,праўда
265,Gespräch::N,reč,размова
266,Gespräch::N,rozhovor,размова
267,Märchen::N,rozprávka,казка
268,Erzählung::N,poviedka,расказ
269,Erzählung::N,poviedka,апавяданне
270,Nachricht::N,správa,вестка
271,Nachricht::N,správa,паведамленне
272,Neuigkeit::N,novinka,навіна
273,Name::N,meno,імя
274,Rätsel::N,záhada,загадка
275,Rätsel::N,hádanka,загадка
276,Rede::N,reč,прамова
277,Sprache::N,reč,мова
278,Sprache::N,jazyk,мова
279,Stimme::N,hlas,голас
280,Wort::N,slovo,слова
281,Zeichen::N,znak,знак
282,Ruf::N,volanie,кліч
283,Ruf::N,zavolanie,кліч
284,Lärm::N,hluk,шум
285,Lärm::N,hurhaj,шум
286,Laut::N,zvuk,гук
287,Ton::N,tón,гучанне
288,Ton::N,zvuk,гучанне
289,Lied::N,pieseň,песня
290,Ruhe::N,pokoj,спакой
291,Leute::N,ľudia,людзі
292,Volk::N,ľud,народ
293,Volk::N,národ,народ
294,Arbeit::N,práca,праца
295,Arbeit::N,práca,работа
296,Arbeit::N,robota,праца
297,Arbeit::N,robota,работа
298,Gast::N,hosť,госць
299,Geschenk::N,dar,падарунак
300,Spiel::N,hra,гульня
301,Gesellschaft::N,spoločnosť,таварыства
302,Hilfe::N,pomoc,дапамога
303,Freund::N,priateľ,друг
304,Freund::N,priateľ,сябар
305,Kamerad::N,kamarát,прыяцель
306,Angelegenheit::N,vec,справа
307,Angelegenheit::N,záležitosť,справа
308,Anzahl::N,počet,колькасць
309,Anzahl::N,množstvo,колькасць
310,Art::N,druh,від
311,Stück::N,kus,кусок
312,Stück::N,kus,кавалак
313,Stück::N,kúsok,кусок
314,Stück::N,kúsok,кавалак
315,Teil::N,časť,частка
316,Hälfte::N,polka,палова
317,Hälfte::N,polka,палавіна
318,Hälfte::N,polovica,палова
319,Hälfte::N,polovica,палавіна
320,Kreis::N,kruh,круг
321,Kreuz::N,kríž,крыж
322,Linie::N,línia,лінія
323,Strich::N,čiara,рыса
324,Abstand::N,vzdialenosť,прамежак
325,Entfernung::N,vzdialenosť,адлегласць
326,Gegend::N,kraj,мясцовасць
327,Gegend::N,krajina,мясцовасць
328,Platz::N,miesto,месца
329,Ort::N,miesto,месца
330,Seite::N,bok,бок
331,Seite::N,strana,бок
332,Mitte::N,stred,сярэдзіна
333,Gegenstand::N,predmet,прадмет
334,Sache::N,vec,рэч
335,Rand::N,kraj,край
336,Rand::N,okraj,край
337,Kante::N,hrana,руб
338,Kante::N,hrana,кант
339,Ecke::N,roh,вугал
340,Spitze::N,hrot,кончык
341,Spitze::N,špička,кончык
342,Ende::N,koniec,канец
343,Loch::N,diera,дзірка
344,Winkel::N,kút,вугал
345,Muster::N,vzor,узор
346,Muster::N,vzorka,узор
347,Größe::N,veľkosť,памер
348,Länge::N,dĺžka,даўжыня
349,Höhe::N,výška,вышыня
350,Gewicht::N,váha,вага
351,Menge::N,množstvo,колькасць
352,Haufen::N,hŕba,куча
353,Reihe::N,rad,рад
354,Boot::N,čln,лодка
355,Ruder::N,veslo,вясло
356,Schlitten::N,sane,сані
357,Ski::N,lyža,лыжа
358,Lagerfeuer::N,táborák,вогнішча
359,Last::N,ťarcha,цяжар
360,Last::N,bremeno,цяжар
361,Gang::N,chôdza,ход
362,Schritt::N,krok,шаг
363,Schritt::N,krok,крок
364,Norden::N,sever,поўнач
365,Süden::N,juh,поўдзень
366,Westen::N,západ,захад
367,Osten::N,východ,усход
368,Holz::N,drevo,дрэва
369,Holz::N,drevo,драўніна
370,Brett::N,doska,дошка
371,Platte::N,doska,пліта
372,Platte::N,platňa,пліта
373,Stütze::N,opora,падпорка
374,Stange::N,tyč,жэрдка
375,Stock::N,palica,палка
376,Stab::N,palica,шост
377,Rohr::N,rúra,труба
378,Haus::N,dom,дом
379,Heim::N,domov,дом
380,Heim::N,domov,хата
381,Ofen::N,pec,печ
382,Ofen::N,kachle,печ
383,Fußboden::N,dlážka,падлога
384,Fußboden::N,podlaha,падлога
385,Tisch::N,stôl,стол
386,Stuhl::N,stolička,стул
387,Stuhl::N,stolička,крэсла
388,Wiege::N,kolíska,калыска
389,Bett::N,lôžko,ложак
390,Bett::N,lôžko,пасцель
391,Bett::N,posteľ,ложак
392,Bett::N,posteľ,пасцель
393,Regal::N,regál,паліца
394,Regal::N,polica,паліца
395,Kiste::N,debna,скрынка
396,Fenster::N,okno,акно
397,Fenster::N,oblok,акно
398,Tür::N,dvere,дзверы
399,Tor::N,vráta,вароты
400,Zaun::N,plot,агароджа
401,Zaun::N,ohrada,агароджа
402,Dach::N,krov,дах
403,Dach::N,strecha,дах
404,Leiter::N,rebrík,лесвіца
405,Leiter::N,rebrina,лесвіца
406,Besen::N,metla,мятла
407,Spaten::N,rýľ,лапата
408,Spaten::N,rýľ,жалязняк
409,Schaufel::N,lopata,шуфлік
410,Schaufel::N,lopata,лапатка
411,Gabel::N,vidlička,відэлец
412,Löffel::N,lyžica,лыжка
413,Messer::N,nôž,нож
414,Nagel::N,klinec,цвік
415,Netz::N,sieť,сетка
416,Haken::N,hák,крук
417,Haken::N,háčik,крук
418,Griff::N,rukoväť,ручка
419,Schloss::N,zámka,замок
420,Bild::N,obraz,карціна
421,Figur::N,figúra,фігура
422,Puppe::N,bábka,лялька
423,Puppe::N,bábika,лялька
424,Beutel::N,vrece,мяшок
425,Beutel::N,vrecko,мяшок
426,Bündel::N,uzlík,вязка
427,Bündel::N,zväzok,вязка
428,Tasche::N,taška,торба
429,Tasche::N,kabelka,торба
430,Eimer::N,vedro,вядро
431,Deckel::N,vrchnák,накрыўка
432,Deckel::N,pokrývka,накрыўка
433,Geschirr::N,nádoba,пасуда
434,Sack::N,mech,мех
435,Sack::N,vrece,мех
436,Tasse::N,šálka,кубак
437,Topf::N,hrniec,каструля
438,Kessel::N,kotol,кацёл
439,Essen::N,jedlo,ежа
440,Nahrung::N,strava,харч
441,Nahrung::N,potrava,харч
442,Speise::N,jedlo,страва
443,Fleisch::N,mäso,мяса
444,Getreide::N,obilie,збожжа
445,Brei::N,kaša,каша
446,Brot::N,chlieb,хлеб
447,Scheibe::N,kotúč,луста
448,Scheibe::N,kotúč,скібка
449,Scheibe::N,krajec,луста
450,Scheibe::N,krajec,скібка
451,Fett::N,tuk,тлушч
452,Fett::N,masť,тлушч
453,Butter::N,maslo,масла
454,Öl::N,olej,алей
455,Salz::N,soľ,соль
456,Suppe::N,polievka,суп
457,Honig::N,med,мёд
458,Milch::N,mlieko,малако
459,Tee::N,čaj,чай
460,Tee::N,čaj,гарбата
461,Leder::N,koža,скура
462,Wolle::N,vlna,воўна
463,Stoff::N,súkno,тканіна
464,Nadel::N,ihla,іголка
465,Faden::N,niť,нітка
466,Faden::N,vlákno,нітка
467,Knopf::N,gombík,гузік
468,Knoten::N,uzol,вузел
469,Farbe::N,farba,фарба
470,Kleidung::N,šaty,адзенне
471,Kleidung::N,šatstvo,адзенне
472,Hemd::N,košeľa,кашуля
473,Kragen::N,golier,каўнер
474,Ärmel::N,rukáv,рукаў
475,Hose::N,nohavice,штаны
476,Gürtel::N,pás,пояс
477,Gürtel::N,opasok,пояс
478,Mütze::N,čiapka,шапка
479,Schuh::N,obuv,чаравік
480,Schuh::N,topánka,чаравік
481,Stiefel::N,čižma,бот
482,Ring::N,prsteň,кольца
483,Band::N,stuha,стужка
484,Kamm::N,hrebeň,расчоска
485,Spiegel::N,zrkadlo,люстра
486,Riemen::N,remeň,рэмень
487,Schnur::N,šnúra,вяроўка
488,Leine::N,vodidlo,павадок
489,Decke::N,deka,коўдра
490,Decke::N,prikrývka,коўдра
491,Kissen::N,poduška,падушка
492,Tuch::N,šatka,хустка
493,Handtuch::N,uterák,ручнік
494,Kraft::N,moc,сіла
495,Stärke::N,sila,моц
496,Gesundheit::N,zdravie,здароўе
497,Krankheit::N,nemoc,хвароба
498,Krankheit::N,choroba,хвароба
499,Schmerz::N,bolesť,боль
500,Wunde::N,rana,рана
501,Fieber::N,horúčka,гарачка
502,Fieber::N,horúčka,ліхаманка
503,Arznei::N,liek,лекі
504,Brücke::N,most,мост
505,Brunnen::N,studňa,калодзеж
506,Weide::N,pastva,паша
507,Pfad::N,chodník,сцежка
508,Weg::N,cesta,шлях
509,Weg::N,cesta,дарога
510,Straße::N,hradská,вуліца
511,Dorf::N,dedina,вёска
512,Stadt::N,mesto,горад
513,Brief::N,list,ліст
514,Brief::N,list,пісьмо
515,Buch::N,kniha,кніга
516,Buchstabe::N,litera,літара
517,Buchstabe::N,písmeno,літара
518,Zeitung::N,noviny,газета
519,Leben::N,život,жыццё
520,Tod::N,smrť,смерць
521,Grab::N,hrob,магіла
522,Kirche::N,kostol,касцёл
523,Kirche::N,kostol,царква
524,Sünde::N,hriech,грэх
525,Gott::N,boh,бог
526,Arbeiter::N,robotník,рабочы
527,Arbeiter::N,pracnovík,рабочы
528,Chef::N,šéf,начальнік
529,Chef::N,riaditeľ,начальнік
530,Meister::N,majster,майстар
531,Arzt::N,lekár,урач
532,Lehrer::N,učiteľ,настаўнік
533,Geld::N,peniaze,грошы
534,Geschäft::N,obchod,заняцце
535,Laden::N,obchod,крама
536,Laden::N,obchod,магазін
537,Preis::N,cena,цана
538,Ware::N,tovar,тавар
539,Nutzen::N,osoh,выгада
540,Nutzen::N,úžitok,выгада
541,Reichtum::N,bohatstvo,багацце
542,Welt::N,svet,свет
543,Land::N,územie,краіна
544,Land::N,krajina,краіна
545,Staat::N,štát,дзяржава
546,König::N,kráľ,кароль
547,Macht::N,moc,улада
548,Macht::N,mocnosť,улада
549,Grenze::N,hranica,граніца
550,Krieg::N,vojna,вайна
551,Feind::N,nepriateľ,вораг
552,Gewalt::N,násilie,насілле
553,Kampf::N,boj,барацьба
554,Bogen[Waffe]::N,luk,лук
555,Pfeil::N,šíp,страла
556,Pfeil::N,strela,страла
557,Gewehr::N,puška,ружжо
558,Fehler::N,omyl,памылка
559,Fehler::N,chyba,памылка
560,Lüge::N,lož,хлусня
561,Schaden::N,ujma,шкода
562,Schaden::N,škoda,шкода
563,Unglück::N,nešťastie,ліха
564,Unglück::N,nešťastie,бядота
565,Schuld::N,vina,віна
566,Schuld::N,previnenie,віна
567,Alter::N,vek,узрост
568,Schluss::N,záver,канец
569,Schluss::N,koniec,канец
570,Zeit::N,čas,час
571,Tag::N,deň,дзень
572,Morgen::N,ráno,ранак
573,Morgen::N,ráno,раніца
574,Mittag::N,poludnie,паўдня
575,Mittag::N,poludnie,поўдзень
576,Abend::N,večer,вечар
577,Nacht::N,noc,ноч
578,Woche::N,týždeň,тыдзень
579,Monat::N,mesiac,месяц
580,Jahr::N,rok,год
581,Frühling::N,jar,вясна
582,Sommer::N,leto,лета
583,Herbst::N,jeseň,восень
584,Winter::N,zima,зіма
585,Januar::N,január,студзень
586,Februar::N,február,люты
587,März::N,marec,сакавік
588,April::N,apríl,красавік
589,Mai::N,máj,май
590,Mai::N,máj,травень
591,Juni::N,jún,чэрвень
592,Juli::N,júl,ліпень
593,August::N,august,жнівень
594,September::N,september,верасень
595,Oktober::N,október,кастрычнік
596,November::N,november,лістапад
597,Dezember::N,december,снежань
598,Montag::N,pondelok,панядзелак
599,Dienstag::N,utorok,аўторак
600,Mittwoch::N,streda,серада
601,Donnerstag::N,štvrtok,чацвер
602,Freitag::N,piatok,пятніца
603,Samstag::N,sobota,субота
604,Sonntag::N,nedeľa,нядзеля
605,groß::A,veľký,вялікі
606,klein::A,malý,маленькі
607,lang::A,dlhý,доўгі
608,kurz::A,krátky,кароткі
609,breit::A,široký,шырокі
610,schmal::A,úzky,вузкі
611,dicht::A,hustý,густы
612,dick[Gegenstand]::A,tlstý,тоўсты
613,dünn::A,tenký,тонкі
614,fein::A,jemný,тонкі
615,fest::A,pevný,моцны
616,flach::A,rovný,плоскі
617,flach::A,plochý,плоскі
618,glatt::A,hladký,гладкі
619,hart::A,tvrdý,цвёрды
620,weich::A,mäkký,мяккі
621,rund::A,guľatý,круглы
622,rund::A,okrúhly,круглы
623,spitz::A,končitý,спічасты
624,spitz::A,končitý,востраканцовы
625,scharf::A,ostrý,востры
626,stumpf::A,tupý,тупы
627,schwer::A,ťažký,цяжкі
628,schön::A,pekný,прыгожы
629,schön::A,krásny,прыгожы
630,heiß::A,horúci,гарачы
631,warm::A,teplý,цёплы
632,kalt::A,studený,холадны
633,kühl::A,chladný,халаднаваты
634,frisch::A,svieži,свежы
635,feucht::A,vlhký,вільготны
636,feucht::A,zvlhnutý,вільготны
637,nass::A,mokrý,мокры
638,trocken::A,suchý,сухі
639,voll::A,plný,поўны
640,leer::A,prázdny,пусты
641,offen::A,otvorený,адкрыты
642,offen::A,otvorený,адчынены
643,geschlossen::A,zavretý,закрыты
644,geschlossen::A,zavretý,зачынены
645,sauber::A,čistý,чысты
646,schmutzig::A,špinavý,брудны
647,roh::A,surový,сыры
648,reif::A,zrelý,спелы
649,lecker::A,chutný,смачны
650,süß::A,sladký,салодкі
651,bitter::A,horký,горкі
652,sauer::A,kyslý,кіслы
653,hell::A,jasný,светлы
654,hell::A,svetlý,светлы
655,dunkel::A,temný,цёмны
656,schwarz::A,čierny,чорны
657,weiß::A,biely,белы
658,rot::A,červený,чырвоны
659,gelb::A,žltý,жоўты
660,blau::A,modrý,сіні
661,blau::A,belasý,сіні
662,grün::A,zelený,зялёны
663,grau::A,šedý,шэры
664,bunt::A,pestrý,пяресты
665,billig::A,lacný,танны
666,teuer::A,drahý,дарагі
667,wertvoll::A,cenný,цэнны
668,wertvoll::A,cenný,каштоўны
669,blind::A,slepý,сляпы
670,taub::A,hluchý,глухі
671,kräftig::A,silný,магутны
672,stark::A,silný,сільны
673,schwach::A,slabý,слабы
674,schwach::A,bezvládny,слабы
675,fett::A,tučný,тлусты
676,schlank::A,štíhly,стройны
677,hübsch::A,šumný,чароўны
678,hübsch::A,švárny,чароўны
679,böse::A,zlý,злы
680,dumm::A,hlúpy,дурны
681,faul::A,lenivý,лянівы
682,fleißig::A,snaživý,руплівы
683,fleißig::A,usilovný,руплівы
684,geizig::A,skupý,прагны
685,geizig::A,lakomý,прагны
686,klug::A,múdry,разумны
687,klug::A,bystrý,разумны
688,geschickt::A,zručný,умелы
689,geschickt::A,šikovný,умелы
690,lieb::A,milý,мілы
691,lustig::A,veselý,вясёлы
692,sanft::A,nežný,ласкавы
693,hungrig::A,lačný,галодны
694,hungrig::A,hladný,галодны
695,krank::A,chorý,хворы
696,krank::A,nemocný,хворы
697,nackt::A,nahý,голы
698,traurig::A,smutný,сумны
699,lebendig::A,živý,жывы
700,gut::A,dobrý,добры
701,schlecht::A,zlý,кепскі
702,richtig::A,správny,правільны
703,schlimm::A,zlý,агідны
704,schlimm::A,nepríjemný,агідны
705,wahr::A,pravý,сапраўдны
706,wahr::A,pravdivý,сапраўдны
707,alt::A,starý,стары
708,neu::A,nový,новы
709,ehemalig::A,bývalý,былы
710,alt[Lebewesen]::A,starý,стары
711,jung::A,mladý,малады
712,arm::A,chudobný,бедны
713,reich::A,bohatý,багаты
714,bekannt::A,známy,знаёмы
715,berühmt::A,slávny,славуты
716,berühmt::A,povestný,славуты
717,fremd::A,cudzí,чужы
718,verschieden::A,rôzny,розны
719,verschieden::A,rozličný,розны
720,nah::A,blízky,блізкі
721,fern::A,ďaleký,далёкі
722,linker::A,ľavý,левы
723,rechter::A,pravý,правы
724,anderer::A,iný,іншы
725,anderer::A,iný,другі
726,anderer::A,druhý,іншы
727,anderer::A,druhý,другі
728,erster::A,prvý,першы
729,zweiter::A,druhý,другі
730,dritter::A,tretí,трэці
731,letzter::A,ostatný,апошні
732,letzter::A,posledný,апошні
733,allein::ADV,sám,сам
734,allein::ADV,sám,адзін
735,auf einmal::ADV,zároveň,адразу
736,zusammen::ADV,spolu,разам
737,zusammen::ADV,spoločne,разам
738,lange::ADV,dlho,доўга
739,plötzlich::ADV,náhle,раптам
740,sofort::ADV,hneď,зараз
741,sofort::ADV,ihneď,зараз
742,später::ADV,neskoršie,пазней
743,jetzt::ADV,teraz,цяпер
744,heute::ADV,dnes,сёння
745,morgen::ADV,zajtra,заўтра
746,bald::ADV,skoro,хутка
747,bald::ADV,skoro,неўзабаве
748,dann::ADV,nato,потым
749,dann::ADV,potom,потым
750,gestern::ADV,včera,учора
751,einst::ADV,kedysi,аднойчы
752,einst::ADV,niekedy,аднойчы
753,damals::ADV,vtedy,тады
754,danach::ADV,potom,затым
755,danach::ADV,podľa toho,затым
756,vorher::ADV,napred,раней
757,vorher::ADV,predtým,раней
758,zuerst::ADV,najprv,спярша
759,zuerst::ADV,najprv,спачатку
760,einmal::ADV,raz,адзін раз
761,einmal::ADV,jedenkrát,адзін раз
762,manchmal::ADV,občas,часам
763,manchmal::ADV,niekedy,часам
764,oft::ADV,často,часта
765,immer::ADV,vždy,заўсёды
766,immer::ADV,ustavične,заўсёды
767,niemals::ADV,nikdy,ніколі
768,hier::ADV,tu,тут
769,hierhin::ADV,sem,сюды
770,hierhin::ADV,tade,сюды
771,von hier::ADV,odtiaľto,адсюль
772,von hier::ADV,odtiaľto,адгэтуль
773,dort::ADV,tam,там
774,dorthin::ADV,ta,туды
775,dorthin::ADV,tam,туды
776,geradeaus::ADV,rovno,прама
777,geradeaus::ADV,priamo,прама
778,vorwärts::ADV,napred,наперад
779,rückwärts::ADV,nazad,назад
780,zurück::ADV,späť,назад
781,zurück::ADV,naspäť,назад
782,unten::ADV,dolu,унізе
783,unten::ADV,naspodku,унізе
784,hinab::ADV,dolu,уніз
785,oben::ADV,hore,угары
786,oben::ADV,hore,наверсе
787,oben::ADV,navrchu,угары
788,oben::ADV,navrchu,наверсе
789,hinauf::ADV,hore,угару
790,hinauf::ADV,navrch,угару
791,überall::ADV,všade,усюды
792,nicht::ADV,nie,не
793,ein wenig::ADV,trocha,трошкі
794,kaum::ADV,ledva,ледзьве
795,sehr::ADV,veľmi,вельмі
796,so::ADV,tak,так
797,so::ADV,takto,так
798,noch::ADV,ešte,яшчэ
799,nur::ADV,len,толькі
800,schon::ADV,už,ужо
801,wieder::ADV,zasa,зноў
802,vergebens::ADV,márne,дарма
803,vergebens::ADV,márne,дарэмна
804,vergebens::ADV,nadarmo,дарма
805,vergebens::ADV,nadarmo,дарэмна
806,vor::PRP,pred,перад
807,hinter::PRP,za,за
808,hinter::PRP,za,ззаду
809,unter::PRP,pod,пад
810,durch::PRP,cez,праз
811,neben::PRP,pri,каля
812,neben::PRP,vedľa,каля
813,zwischen::PRP,medzi,між
814,zwischen::PRP,medzi,паміж
815,wegen::PRP,pre,з-за
816,wegen::PRP,kvôli,з-за
817,dies::PRN,to,гэта
818,dies::PRN,táto,гэта
819,das::PRN,to,тое
820,alles::PRN,všetko,усё
821,ich::PRN,ja,я
822,du::PRN,ty,ты
823,er::PRN,on,ён
