,Concept_ID,ady,mhr
69,Boden::N,чӏ́ыгу,рок
70,Erde::N,чӏ́ыгу,мла́нде
71,Staub::N,сап,пура́к
72,Rauch::N,ӏугъо́,шикш
73,Funke::N,мэшӏуа́ч,сеске́м
74,Funke::N,мэшӏуа́ч,тулйы́п
75,Feuer::N,машӏо́,тул
76,Licht::N,нэфы,со́то
77,Licht::N,нэфын,со́то
78,Schatten::N,жьау́,ӱ́мыл
79,Schatten::N,ныбжьыкъу,ӱ́мыл
80,Nebel::N,пща́гъу,тӱтыра́
81,Wolke::N,ошъуапщэ,пыл
82,Regen::N,ощхы,йӱр
83,Schnee::N,осы́,лум
84,Eis::N,мылы,ий
85,Kälte::N,чъыӏэ́,йӱ́штӧ
86,Hitze::N,фэба́е,шо́кшо
87,Regenbogen::N, лэгъупэкъо́пс,шонанпы́л
88,Donner::N,шыблэ́,кӱ́дырчӧ
89,Strömung::N,ток,йо́гын
90,Tropfen::N,ткӏопс,чӱча́лтыш
91,Tropfen::N,гъуаткӏу,чӱча́лтыш
92,Schaum::N,тхъурбэ,шоҥ
93,Schmutz::N,псынжъы,лавыра́
94,See::N,хыку́м,ер
95,See::N,псыхъура́й,ер
96,Sumpf::N,орыжъ,лӱ́кӧ
97,Moor::N,орыжъ,куп
98,Wiese::N,хъупӏэ́,о́лык
99,Wiese::N,мэкъупӏ,о́лык
100,Wald::N,мэзы́,чодыра́
101,Hügel::N,ӏуашъхь,арка́
102,Anhöhe::N,чӏыӏэтыгъ,тӧва́
103,Anhöhe::N,чӏыӏэтыгъ,кӱкшака́
104,Berg::N,къушъхьэ́,ку́рык
105,Gipfel::N,шыгу,чаҥга́
106,Gipfel::N,шыгу,курыкву́й
107,Höhle::N,гъочӏэгъ,пеще́р
108,Höhle::N,гъочӏэгъ,курыкпо́мыш
109,Abhang::N,чапэ,та́йыл
110,Quelle::N,псынэчэ́чъ,важ
111,Quelle::N,псынэчэ́чъ,вӱдшинча́
112,Bach::N,псышкуашку,изэҥе́р
113,Fluss::N,псыхъо́,эҥе́р
114,Ufer::N,нэпкъы,сер
115,Küste::N,ӏушъо,вӱдтӱ́р
116,Festland::N,чӏл́ыгу,мла́нде
117,Meer::N,хы,те́ҥыз
118,Bucht::N,хыблыгу,икса́
119,Insel::N,хыгъэхъу́н,отро́
120,Blume::N,къэгъа́гь,пеле́дыш
121,Gras::N,уцы́,шу́до
122,Wurzel::N,лъапсэ́,вож
123,Baum::N,чъыгы́,пуше́ҥге
124,Stamm::N,пкъы,йы́тыр
125,Rinde::N,пхъашъо́,шӱм
126,Ast::N,куамэ,укш
127,Zweig::N,къутамэ́,торма́к
128,Blatt::N,тхьап,лышта́ш
129,Birke::N,пчэн,куэ́
130,Kiefer[Baum]::N,сэснэй,пӱ́нчӧ
131,Weide[Baum]::N,пце́л,уа́
132,Tanne::N,ель,кож
133,Horn::N,бжъэ,шур
134,Feder::N,къамӏы́й,пы́стыл
135,Fell::N,шъо,кова́ште
136,Flügel::N,тамэ́,шу́лдыр
137,Klaue::N,лъэбжъа́н,кӱч
138,Kralle::N,лъакъо,ла́па
139,Kralle::N,лъакъо,копа́
140,Schwanz::N,кӏэ,поч
141,Ei::N,кӏэнкӏэ́,му́но
142,Nest::N,набгъо́,пыжа́ш
143,Bau::N,гъу,пыжа́ш
144,Bau::N,бы,пыжа́ш
145,Tier::N,псэу́шъхь,я́нлык
146,Tier::N,псэу́шъхь,живо́тный
147,Herde::N,ӏэхъогъу,кӱ́тӱ
148,Herde::N,ӏэхъогъу,тӱшка́
149,Kuh::N,чэмы́,ушка́л
150,Bulle::N,цу,ӱ́шкыж
151,Pferd::N,шы,и́мне
152,Schaf::N,мэлы́,шо́рык
153,Schwein::N,къо,сӧсна́
154,Hund::N,бьэ,пий
155,Katze::N,чэты́у,пы́рыс
156,Bär::N,мышъэ́,маска́
157,Eichhörnchen::N,цызэ́,ур
158,Elch::N,лось,шо́рдо
159,Fuchs::N,баджэ́,ры́выж
160,Hase::N,тхьакӏумкӏы́хь,мера́ҥ
161,Maus::N,цыгъо́,коля́
162,Wolf::N,тыгъу́жъ,пи́ре
163,Vogel::N,бзы́у,ка́йык
164,Schwarm::N,отэр,каша́к
165,Huhn::N,чэты́,чы́ве
166,Hahn::N,атакъэ́,агыта́н
167,Gans::N,къа́з,ко́мбо
168,Ente::N,псычэ́т,лу́до
169,Eule::N,тыгъурыгъу,тумна́
170,Kranich::N,къэрэ́у,турня́
171,Krähe::N,къолэ́жъ,кора́к
172,Kuckuck::N,куку́у,куку́
173,Fisch::N,пцэжъы́й,кол
174,Barsch::N,тхыкъэц,ола́ҥге
175,Hecht::N,лэнд,нуж
176,Hecht::N,лэнд,чорта́н
177,Schlange[Tier]::N,блэ́,ки́шке
178,Wurm::N,хьамлыу,шукш
179,Spinne::N,бэдж,эҥыре́мыш
180,Ameise::N,къамзэ́гу,ку́тко
181,Laus::N,цӏэ,тий
182,Mücke::N,аргъо́й,шыҥа́
183,Fliege::N,бадзэ́,ка́рме
184,Schmetterling::N,хьампӏыра́шъу,лы́ве
185,Beere::N,маткӏо,мӧр
186,Apfel::N,мыӏэры́с,олма́
187,Pilz::N,хьаӏу,по́ҥго
188,Zwiebel::N,бжьыны́,шога́н
189,Saat::N,чылапхъ,нӧ́шмӧ
190,Saat::N,чылапхъ,туш
191,Korn::N,цэ,шу́рно
192,Heu::N,мэкъу,шу́до
193,Schale::N,кӏы́шъу,шӱм
194,Grube::N,машэ́,выне́м
195,Falle::N,зэраубытырэ́ ӏэмэпсы́м,лӧ́дӧ
196,Schlinge::N,бзыуубыт,о́птыш
197,Schlinge::N,бзыуубыт,шӧрга́лтыш
198,Spur::N,ужы,кыша́
199,Spur::N,лъэуж,кыша́
200,Asche::N,яжьэ́,ло́мыж
201,Dreck::N,псынжъы,лавыра́
202,Eisen::N,гыучӏы́,кӱ́ртньӧ
203,Eisen::N,къэнджа́л,кӱ́ртньӧ
204,Gold::N,дышъэ́,шӧ́ртньӧ
205,Silber::N,тыжьы́н,ший
206,Kohle::N,шӏомыкӏ,мландышӱ́й
207,Glas::N,апч,янда́
208,Lehm::N,етӏагъо́,шун
209,Sand::N,пшахъо,ошма́
210,Mensch::N,цӏыфы́,еҥ
211,Mensch::N,цӏыфы́,айде́ме
212,Mann::N,хъулъфы́гъ,пӧръе́ҥ
213,Frau::N,бӏылъфыгъэ́,ӱдырама́ш
214,Kind::N,кӏэлэцӏы́кӏу,аза́
215,Junge::N,кӏэлэцӏы́кӏу,рве́зе
216,Mädchen::N,пшъэшъэжъый,ӱдыра́ш
217,Familie::N,быны́,еш
218,Familie::N,уна́гъу,еш
219,Großvater::N,тэтэ́жъ,коча́
220,Großmutter::N,нэнэ́жъ,кова́
221,Eltern::N,ны-тыхэ́р,ача́-ава́
222,Vater::N,ты,ача́
223,Mutter::N,ны,ава́
224,Sohn::N,къо,э́рге
225,Tochter::N,пхъу,ӱ́дыр
226,Bruder::N,шы,иза́
227,Bruder::N,шы,шо́льо
228,Schwester::N,шы́пхъу,ака́
229,Onkel::N,янэ́ш,иза́
230,Tante::N,атэшыпхъу,кока́
231,Ehemann::N,лӏы,мари́й
232,Ehefrau::N,шъу́з,ва́те
233,Freude::N,гушӏуа́гъу,куа́н
234,Freude::N,гушӏуа́гъу,куаныма́ш
235,Gelächter::N,щхыныр,во́штылтыш
236,Glück::N,насы́п,пиа́л
237,Kummer::N,тхьамыкӏагъу,о́йго
238,Wunsch::N,шӏонгъоны́гъ,ку́мыл
239,Lust::N,шӏонгъоны́гъ,ку́мыл
240,Geist::N,гу,ӧрт
241,Geist::N,гу,чон
242,Gedanke::N,гупшыс,ой
243,Gedanke::N,гупшыс,шоныма́ш
244,Gedächtnis::N,память,шарныма́ш
245,Verstand::N,акъы́л,уш
246,Sinn::N,мэхьанэ,смысл
247,Grund::N,ушъхьагъу,ама́л
248,Wahrheit::N,шъыпкъэ́,чын
249,Gespräch::N,гущыӏ,мутланыма́ш
250,Märchen::N,пшысэ,йома́к
251,Erzählung::N,къэба́р,ойлыма́ш
252,Nachricht::N,къэба́р,увертарыма́ш
253,Neuigkeit::N,къэбарыкӏ,уве́р
254,Name::N,цӏэ,лӱм
255,Rätsel::N,коджэхь-къоджэшх,ту́што
256,Rede::N,гущыӏ,ойлыма́ш
257,Sprache::N,бзэ,йы́лме
258,Stimme::N,макъэ́,йӱк
259,Wort::N,гущыӏ,ой
260,Wort::N,гущыӏ,мут
261,Zeichen::N,тамы́гъ,ти́ште
262,Zeichen::N,тамы́гъ,знак
263,Ruf::N,джэ макъ,ӱжма́ш
264,Lärm::N,макъэ,лӱшкыма́ш
265,Lärm::N,макъэ,йӱк-йӱа́н
266,Laut::N,макъэ,йӱк
267,Lied::N,орэ́д,му́ро
268,Ruhe::N,самбырыныгъ,ты́мык
269,Leute::N,цӏыфхэ́р,еҥ-влак
270,Volk::N,цӏыф лъэпкъ,ка́лык
271,Arbeit::N,ӏофшӏакӏэ́н,паша́
272,Gast::N,хьакӏэ́,уна́
273,Geschenk::N,шӏухьафтын,пӧле́к
274,Spiel::N,еоны́р,мо́дыш
275,Spiel::N,еоны́р,модма́ш
276,Spiel::N,джэгуны́р,мо́дыш
277,Spiel::N,джэгуны́р,модма́ш
278,Spiel::N,къегъэӏоны́р,мо́дыш
279,Spiel::N,къегъэӏоны́р,модма́ш
280,Gesellschaft::N,обществ,тӱшка́
281,Hilfe::N,ӏэпыӏэгъу,по́лыш
282,Freund::N,ныбджэгъу,таҥ
283,Freund::N,ныбджэгъу,йолта́ш
284,Kamerad::N,ныбджэгъу,таҥ
285,Angelegenheit::N,ӏофы́,паша́
286,Anzahl::N,пчъагъэ́,чот
287,Art::N,изэрэщы́т,вид
288,Art::N,лъэпкъ,вид
289,Stück::N,такъы́р,ка́тыш
290,Stück::N,такъы́р,ла́стык
291,Teil::N,щыщ,ужа́ш
292,Teil::N,ӏахь,ужа́ш
293,Hälfte::N,ныкъо́,пел
294,Hälfte::N,ныкъо́,пе́ле
295,Kreis::N,хъура́й,ты́ртыш
296,Kreuz::N,къащ,ыре́с
297,Linie::N,хъахъ,ли́ний
298,Linie::N,итхъа́гъ,ли́ний
299,Strich::N,хъахъ,коре́ш
300,Strich::N,итхъагъ,коре́ш
301,Abstand::N,азыфагу,кокла́
302,Entfernung::N,чӏыгууанэ,тора́
303,Entfernung::N,чӏыгууанэ,ку́жыт
304,Gegend::N,чӏыпӏэ́,кунде́м
305,Platz::N,азыфагу,ку́мдык
306,Ort::N,чӏыпӏэ́,вер
307,Ort::N,чӏыпӏэ́,о́лмо
308,Seite::N,лъэны́къу,ӧ́рдыж
309,Mitte::N,гузэ́гу,покше́л
310,Gegenstand::N,пкъыгъо,наста́
311,Rand::N,цакӏэ́,тӱр
312,Kante::N,цэгэналъ,тӱр
313,Ecke::N,къогъу,лук
314,Spitze::N,пакӏэ,вуй
315,Ende::N,кӏэ,муча́ш
316,Loch::N,гъуа́н,рож
317,Winkel::N,къогъу,лук
318,Muster::N,тхыпхъэ,пеза́к
319,Muster::N,тхыпхъэ,узо́р
320,Muster::N,тхыпхъэ,ӱ́лгӧ
321,Größe::N,иина́гъ,кӱ́кшыт
322,Länge::N,икӏыхьа́гъ,ку́тыш
323,Höhe::N,лъэгагъ,кӱ́кшыт
324,Gewicht::N,онтэгъугъэ́,не́лыт
325,Menge::N,пчъагъэ́,чот
326,Haufen::N,ӏат,кы́шыл
327,Reihe::N,саты́р,рада́м
328,Boot::N,къуашъо́,пуш
329,Ruder::N,къошъобэ́щ,эшка́к
330,Ski::N,лыжэхэр,е́че
331,Lagerfeuer::N,пхъэмашӏу,туло́то
332,Gang::N,кӏоныр,ошкылма́ш
333,Schritt::N,лъэубэ́къу,о́шкыл
334,Norden::N,темы́р,йӱдйыма́л
335,Süden::N,къыблэ́,кечывалве́л
336,Westen::N,тыгъэкъохьа́пӏ,касве́л
337,Osten::N,тыгьэкъокӏы́пӏ,эрве́л
338,Holz::N,чъыгы́,пу
339,Brett::N,пхъэ́мбгъу,оҥа́
340,Platte::N,упсыхьагъ,аста́р
341,Stütze::N,кӏэгъэкъон,чара́к
342,Stange::N,къорэ́гъ,лома́ш
343,Stock::N,бэщ,тоя́
344,Stab::N,бэщ кӏы́хь,вара́
345,Stab::N,бэщ кӏы́хь,кашта́
346,Rohr::N,онджэкъ,пуч
347,Haus::N,унэ́,пӧрт
348,Heim::N,унэ́,мӧ́ҥгӧ
349,Ofen::N,гъэжъэн,комака́
350,Fußboden::N,джэхашъу,кӱва́р
351,Tisch::N,стол,ӱсте́л
352,Stuhl::N,пхъэнтӏэ́кӏу,пӱке́н
353,Wiege::N,кушъэ́,шепка́
354,Bett::N,пӏэкӏо́р,ва́кшыш
355,Regal::N,мэкӏай,шӧ́рлык
356,Kiste::N,ящык,шо́ндык
357,Kiste::N,ящык,я́шлык
358,Fenster::N,шъхьаныгъу́пчъ,окна́
359,Tür::N,пчъэ,омса́
360,Tor::N,къэла́пчъ,капка́
361,Zaun::N,шӏыхьагъэ́,сава́р
362,Dach::N,шъхьэ́,леве́дыш
363,Leiter::N,лъэо́й,тошка́лтыш
364,Leiter::N,дэкӏояпӏэ́,тошка́лтыш
365,Besen::N,пхъэнкӏы́пхъ,ӱштерво́штыр
366,Spaten::N,къазгъы́р,ко́льмо
367,Schaufel::N,хэӏалъ,сово́к
368,Schaufel::N,хэӏалъ,су́ско
369,Gabel::N,цацэ,ви́лке
370,Löffel::N,джэмы́шх,па́не
371,Löffel::N,джэмы́шх,совла́
372,Messer::N,шъэжъы́й,кӱ́зӧ
373,Nagel::N,гъучӏыӏу́н,пуда́
374,Netz::N,хъытыу,вапш
375,Haken::N,хьажтӏаркъу,са́гыле
376,Griff::N,къопс,кыл
377,Schloss::N,ӏункӏы́бз,кӧгӧ́н
378,Bild::N,сурэ́т,сӱре́т
379,Puppe::N,нысхъа́п,курча́к
380,Beutel::N,дзыо́,меша́к
381,Tasche::N,ӏэлъмэ́къ,сумка́
382,Eimer::N,щалъ,ведра́
383,Deckel::N,шъхьэ,ко́мдыш
384,Geschirr::N,хьакъу-шыкъу,а́те
385,Sack::N,дзыо́,куль
386,Sack::N,дзыо́,меша́к
387,Tasse::N,чашк,чу́кыр
388,Tasse::N,чашк,чашка́
389,Topf::N,кастрюль,ми́ске
390,Kessel::N,шыуа́н,под
391,Essen::N,шхэн,ко́чкыш
392,Nahrung::N,шхэн,ку́рго
393,Speise::N,шхыныгъу,ко́чкыш
394,Fleisch::N,лы,шыл
395,Getreide::N,лэжьыгъацэ́,шу́рно
396,Brei::N,пӏастэ́,пу́чымыш
397,Brot::N,хьалыгъу,ки́нде
398,Scheibe::N,такъы́р,ка́тыш
399,Fett::N,дагъэ́,коя́
400,Butter::N,тхъу,ӱй
401,Öl::N,тхъу,ӱй
402,Salz::N,щыгъу,шинча́л
403,Suppe::N,хьантхъупс,шӱр
404,Honig::N,шъоу́,мӱй
405,Milch::N,щэ,шӧр
406,Tee::N,щай,чай
407,Leder::N,кӏы́шъу,сура́н
408,Leder::N,кӏы́шъу,шӱ́штӧ
409,Wolle::N,цы,пун
410,Stoff::N,шэкӏы,куэ́м
411,Stoff::N,шэкӏы,посто́
412,Nadel::N,бгъэ́хаӏу,и́ме
413,Faden::N,ӏуда́н,шӱ́ртӧ
414,Knopf::N,занкӏэу,по́лдыш
415,Knoten::N,зэкъодзапӏэ,пышке́м
416,Farbe::N,краск,чия́
417,Kleidung::N,щыгъы́ны,чие́м
418,Kleidung::N,щыгъы́ны,вурге́м
419,Hemd::N,джан,ту́выр
420,Kragen::N,пшъапӏ,сога́
421,Ärmel::N,гъуап,шокш
422,Hose::N,гъончэ́дж,йола́ш
423,Gürtel::N,бгыры́пх,ӱ́штӧ
424,Mütze::N,паӏо́,упш
425,Stiefel::N,щазым,кем
426,Ring::N,ӏэлъы́н,шерга́ш
427,Band::N,лент,тасма́
428,Band::N,лент,ле́нте
429,Kamm::N,мажь,шерге́
430,Spiegel::N,гъундж,вошто́нчыш
431,Riemen::N,бгыры́пх,кӱзанӱ́штӧ
432,Schnur::N,кӏапсэ́,кере́м
433,Schnur::N,кӏапсэ́,кандыра́
434,Leine::N,шъокӏапс,вӱра́ҥ
435,Decke::N,чыхӏэн,леве́дыш
436,Decke::N,чыхӏэн,одея́л
437,Kissen::N,шъхьант,кӱ́пчык
438,Tuch::N,шъхьэтехъу,шо́выч
439,Handtuch::N,ӏаплъэкӏ,со́лык
440,Kraft::N,къары́у,вий
441,Kraft::N,къары́у,куа́т
442,Kraft::N,кӏуачӏэ́,вий
443,Kraft::N,кӏуачӏэ́,куа́т
444,Stärke::N,кӏуачӏэ́,куа́т
445,Stärke::N,кӏуачӏэ́,карма́н
446,Gesundheit::N,псауныгъ,таза́лык
447,Krankheit::N,узы,чер
448,Schmerz::N,узы,ко́рштыш
449,Wunde::N,уӏагъэ́,су́сыр
450,Fieber::N,техьа́гъу,йӱштыму́ж
451,Fieber::N,техьа́гъу,лихора́дке
452,Fieber::N,жъоку,йӱштыму́ж
453,Fieber::N,жъоку,лихора́дке
454,Arznei::N,ӏэзэ́гъу,эм
455,Brücke::N,лъэмы́д ж,кӱва́р
456,Brunnen::N,псынэ́,вӱдвыне́м
457,Weide::N,хъупӏэ́,нурше́р
458,Pfad::N,лъагъу,йолго́рно
459,Pfad::N,лъагъу,сокма́к
460,Weg::N,гъо́гу,ко́рно
461,Straße::N,гъо́гу,ко́рно
462,Dorf::N,къуа́дж,ял
463,Stadt::N,къалэ́,ола́
464,Brief::N,тхэн,се́рыш
465,Brief::N,письмэ,се́рыш
466,Buch::N,тхы́лъ,книга́
467,Buchstabe::N,хьары́ф,буква́
468,Zeitung::N,газет,газе́т
469,Leben::N,гъашӏэ́,и́лыш
470,Tod::N,аджал,колыма́ш
471,Grab::N,бэны́,шӱга́р
472,Kirche::N,чылы́с,че́рке
473,Sünde::N,гунахь,су́лык
474,Gott::N,тхьэ,ю́мо
475,Arbeiter::N,рабоч,паша́зе
476,Chef::N,гъэр,тӧра́
477,Meister::N,ӏэпыӏа́с,маста́р
478,Lehrer::N,кӏэлэегъа́дж,ту́ныктышо
479,Geld::N,ахъщ,окса́
480,Geschäft::N,ӏофшӏэн,сатулыма́ш
481,Laden::N,туча́н,ке́выт
482,Preis::N,уасэ́,ак
483,Ware::N,хьап-щып,сату́
484,Nutzen::N,чар,пайда́
485,Nutzen::N,федэ́,пайда́
486,Reichtum::N,байныгъ,поя́нлык
487,Welt::N,дуна́й,тӱня́
488,Land::N,хэгъэ́́гу,эл
489,Staat::N,къэралыгъу,кугыжа́ныш
490,König::N,пачъы́хь,кугыжа́
491,Macht::N,шынэгъакзэ́,власть
492,Grenze::N,гъуна́пкъ,грани́ца
493,Krieg::N,зао́,сар
494,Feind::N,пы́и,тушма́н
495,Gewalt::N,егъэзыгъэныгъ,виешлыма́ш
496,Kampf::N,бэнэныгъ,кредалма́ш
497,Bogen[Waffe]::N,щабз,юҥе́ж
498,Pfeil::N,щэбза́щ,пикш
499,Gewehr::N,шхонч,пыча́л
500,Fehler::N,хэукъоныгъ,йо́ҥылыш
501,Lüge::N,пцӏы,шоя́к
502,Schaden::N,зэра́р,зия́н
503,Unglück::N,тхьамыкӏагъу,эҥге́к
504,Schuld::N,мысагъэ́,тита́к
505,Schuld::N,мысагъэ́,йола́
506,Alter::N,ныбжь,ийго́т
507,Schluss::N,кӏэ,муча́ш
508,Zeit::N,уахътэ́,жап
509,Zeit::N,уахътэ́,па́гыт
510,Tag::N,мафэ́,ке́че
511,Morgen::N,пчэды́жь,эр
512,Mittag::N,щэджагьу́,кечыва́л
513,Abend::N,пчыхьэ́,кас
514,Nacht::N,чэщы́,йӱд
515,Woche::N,тхьамафэ́,арня́
516,Monat::N,мазэ́,ты́лзе
517,Jahr::N,илъэ́с,ий
518,Frühling::N,гъатхэ́,шо́шо
519,Sommer::N,гъэмафэ́,кеҥе́ж
520,Herbst::N,бжыхьэ́,шы́же
521,Winter::N,кӏыма́ф,те́ле
522,Januar::N,январь,шоркыйол
523,Januar::N,январь,идалыкву́й
524,Januar::N,январь,янва́рь
525,Februar::N,февраль,пургыж
526,Februar::N,февраль,февра́ль
527,März::N,март,ӱярня
528,März::N,март,март
529,April::N,апрель,апре́ль
530,Mai::N,май,ага
531,Mai::N,май,май
532,Juni::N,июнь,пеледыш
533,Juni::N,июнь,ию́нь
534,Juli::N,июль,сӱрем
535,Juli::N,июль,ию́ль
536,August::N,август,сорла
537,August::N,август,агарма́н
538,August::N,август,а́вгуст
539,September::N,сентябрь,идым
540,September::N,сентябрь,сентя́брь
541,Oktober::N,октябрь,шыжа
542,Oktober::N,октябрь,октя́брь
543,November::N,ноябрь,кылме тылзе
544,November::N,ноябрь,ноя́брь
545,Dezember::N,декабрь,дека́брь
546,Montag::N,блыпэ́,шо́чмо
547,Dienstag::N,гъубдж,ку́шкыжмо
548,Mittwoch::N,бэрэскэжъый,вӱрге́че
549,Donnerstag::N,мэфэ́ку,изарня́
550,Freitag::N,бэрэскэшху,кугарня́
551,Samstag::N,шэмбэ́т,шуматке́че
552,Sonntag::N,тхьаума́ф,рушарня́
553,groß::A,ины́,кугу́
554,klein::A,цӏы́кӏу,изи́
555,lang::A,кӏыхьэ́,кужу́
556,kurz::A,кӏэкӏы́,кӱ́чык
557,breit::A,шъуамбгъо́,кумда́
558,schmal::A,бгъузэ́,а́ҥысыр
559,dicht::A,ӏужъу́,ну́гыдо
560,dick[Gegenstand]::A,ӏужъу́,кӱ́жгӧ
561,dünn::A,пӏуакӏэ́,ви́чкыж
562,fein::A,пӏуакӏэ́,ты́гыде
563,fest::A,пытэ́,чо́ткыдо
564,flach::A,тешъо́,лапка́
565,glatt::A,зэны́бжь,яклака́
566,hart::A,пытэ́,пе́ҥгыде
567,weich::A,шъабэ́,пу́шкыдо
568,rund::A,хъура́й,йырге́шке
569,spitz::A,папцӏэ́,коша́р
570,scharf::A,чан,пӱ́сӧ
571,stumpf::A,цако́,токма́к
572,schwer::A,онтэ́гъу,не́ле
573,schön::A,дахэ́,сы́лне
574,heiß::A,жъо́ркъ,шо́кшо
575,warm::A,фабэ́у,ле́ве
576,kalt::A,чъыӏэ́,йӱ́штӧ
577,kühl::A,чъыӏэтагъ,юа́лге
578,kühl::A,чъыӏэтагъ,южгата́
579,frisch::A,чъыӏэтагъ,свежа́
580,feucht::A,шынагъэ зиӏэ,вӱ́дыжгӧ
581,feucht::A,шынэгъакӏэ зиӏэ,вӱ́дыжгӧ
582,nass::A,цӏынэ́,нӧ́рӧ
583,trocken::A,гъушъ,ку́кшо
584,trocken::A,чъэпхъыгъ,ку́кшо
585,voll::A,из,тич
586,voll::A,изыбз,тич
587,leer::A,нэкӏы́,яра́
588,offen::A,зэдэхыгъэ,виш
589,geschlossen::A,зэфэшӏыгъ,пе́тырыме
590,geschlossen::A,зэфэшӏыгъ,тӱ́чмӧ
591,sauber::A,къабзэ́,ару́
592,sauber::A,къабзэ́,янда́р
593,schmutzig::A,шӏо́и,лавыра́н
594,schmutzig::A,шӏо́и,ла́выргыше
595,roh::A,мыжъо́,кӱ́чымӧ
596,reif::A,чъэпхъыгъ,лӧза́
597,lecker::A,го́хьы,ту́тло
598,süß::A,ӏэшӏу,ше́ре
599,bitter::A,дыджы́,ко́чо
600,sauer::A,хафэ́,шо́по
601,hell::A,нэфын,во́лгыдо
602,dunkel::A,мэзэхэ,пычке́мыш
603,schwarz::A,шӏуцӏэ,шола́
604,weiß::A,фыжьы́,ош
605,rot::A,плъыжьы́,йошка́р
606,gelb::A,гъожьы́,сар
607,blau::A,шхъуантӏэ,ка́нде
608,grün::A,шхъуантӏэ,ужа́р
609,grau::A,шхъо,сур
610,bunt::A,къолэны,олача́
611,billig::A,пыут,шу́лдо
612,teuer::A,сикӏа́с,ше́рге
613,teuer::A,силъа́пӏ,ше́рге
614,wertvoll::A,пкӏэ зиӏ,шергака́н
615,wertvoll::A,уасэ́ зыфа́шӏ,шергака́н
616,blind::A,нэшъу́,со́кыр
617,taub::A,дэгу,соҥгыра́
618,kräftig::A,лъэ́ш,куа́тле
619,stark::A,лъэ́ш,вия́н
620,schwach::A,хъыбэй,а́лдыме
621,fett::A,пщэры́,коя́
622,schlank::A,ищыгъэ,йоштката́
623,schlank::A,ищыгъэ,яжу́
624,hübsch::A,дахэ́,чеве́р
625,böse::A,ябгэ,шы́де
626,dumm::A,делэ,аҥыра́
627,faul::A,шъхьахы́нэ,його
628,fleißig::A,егугъурэ,ты́ршыше
629,geizig::A,тхьацэ,чаҥга́
630,klug::A,акъылышӏу́,уша́н
