,Concept_ID,no,lez
813,sitzen::V,sitte,ацукьун
814,liegen::V,ligge,къаткун
815,hängen::V,henge,куьрс хьун
816,werden::V,bli,хьун
817,passieren::V,skje,хьун
818,passieren::V,hende,хьун
819,beginnen::V,begynne,башламиш хьун
820,enden::V,ende,куьтягь хьун
821,enden::V,slutte,куьтягь хьун
822,wechseln::V,veksle,дегиш хьун
823,aufgehen[Sonne]::V,stå opp,экъечӏун
824,untergehen[Sonne]::V,gå ned,акӏун
825,scheinen[Sonne]::V,skinne,ишигь гун
826,donnern::V,tordne,къукърумар авун
827,wehen::V,blåse,
828,strömen::V,strømme,авахьун
829,fließen::V,flyte,авахьун
830,sich drehen::V,dreie seg,элкъуьн
831,schwanken::V,svaie,юзун
832,schwingen::V,svinge,галтад хьун
833,fallen::V,falle,аватун
834,brennen::V,brenne,кун
835,brennen::V,brenne,ккун
836,rauchen::V,ryke,
837,regnen::V,regne,къун
838,gefrieren::V,fryse,муркӏади кьун
839,tauen::V,tine,цӏурун
840,schmelzen::V,smelte,цӏурун
841,trocknen::V,tørre,кьурун
842,sieden::V,koke,ругун
843,faulen::V,råtne,кутӏун
844,verfaulen::V,råtne,чуьруьтмиш хьун
845,verfaulen::V,råtne,кутӏун
846,reißen::V,briste,атӏун
847,reißen::V,briste,къазунун
848,versinken::V,synke,батмиш хьун
849,versinken::V,synke ned,батмиш хьун
850,vergehen::V,forløpe,алатун
851,erscheinen::V,synes,майдандиз акъатун
852,verschwinden::V,forsvinne,квахьун
853,sinken::V,synke,элекьун
854,abnehmen::V,avta,тӏимил хьун
855,abnehmen::V,avta,гъвечӏи хьун
856,abnehmen::V,minske,тӏимил хьун
857,abnehmen::V,minske,гъвечӏи хьун
858,zunehmen::V,tilta,артух хьун
859,steigen::V,stige,хкаж хьун
860,wachsen::V,gro,экъечӏун
861,wachsen::V,vokse,экъечӏун
862,glänzen::V,skinne,цӏарцӏар гун
863,funkeln::V,tindre,нур гун
864,lärmen::V,bråke,ван авун
865,läuten::V,ringe,зенг ягъун
866,klingeln::V,ringe,зенг ягъун
867,klirren::V,klirre,зигринг авун
868,brausen::V,bruse,къати хьун
869,rauschen::V,suse,вишриш авун
870,klingen::V,lyde,ван авун
871,klingen::V,klinge,ван авун
872,bellen::V,gjø,элуькьун
873,bellen::V,bjeffe,элуькьун
874,heulen::V,ule,къув ягъун
875,blasen::V,blåse,уф гун
876,pfeifen::V,plystre,уьфт ягъун
877,schreien::V,skrike,гьараюн
878,stöhnen::V,stønne,суза авун
879,zittern::V,dirre,зурзун
880,zittern::V,skjelve,зурзун
881,leben::V,leve,яшамиш хьун
882,geboren werden::V,fødes,хьун
883,atmen::V,ånde,нефес чӏугун
884,atmen::V,puste,нефес чӏугун
885,trinken::V,drikke,хъун
886,essen::V,spise,тӏуьн
887,schlucken::V,svelge,туькьуьнун
888,müde werden::V,bli trett,галатун
889,müde werden::V,bli trett,юргъун хьун
890,einschlafen::V,sovne,ксун
891,schlafen::V,sove,ксун
892,aufwachen::V,våkne,ахварай аватун
893,aufstehen::V,stå opp,къарагъун
894,sich erholen::V,bli bra,ял ягъун
895,sich erholen::V,komme seg,ял ягъун
896,krank werden::V,bli syk,кефсуз хьун
897,krank sein::V,være syk,тӏа хьун
898,schmerzen::V,gjøre vondt,тӏа хьун
899,husten::V,hoste,уьгьуь ягъун
900,genesen::V,komme seg,сагъ хъхьун
901,sterben::V,dø,кьин
902,umkommen::V,omkomme,терг хьун
903,sich bewegen::V,bevege seg,юзун
904,sich rühren::V,røre på seg,юзун
905,sich erheben::V,reise seg,къарагъун
906,sich setzen::V,sette sig,ацукьун
907,hinfallen::V,falle over ende,алукьун
908,laufen::V,løpe,къекъуьн
909,schreiten::V,skride,ккамар къачун
910,spazierengehen::V,spasere,сейр авун
911,spazierengehen::V,gå en tur,сейр авун
912,eilen::V,ile,тади авун
913,sich beeilen::V,skynde seg,гьерекатун
914,sausen::V,suse,чкурун
915,rennen::V,løpe,катун
916,rennen::V,løpe,зверун
917,springen::V,hoppe,хкадарун
918,springen::V,springe,хкадарун
919,klettern::V,klatre,акьахун
920,schaukeln::V,huske,
921,kriechen::V,krype,капаралди фин
922,schwimmen::V,svømme,сирнав авун
923,tauchen::V,dykke,кьилихъди циз вегьин
924,rudern::V,ro,кьусуйралди лодка гьалун
925,rudern::V,ro,цуьруьгъуьлдалди кӏватӏун
926,fahren::V,kjøre,фин
927,fliegen::V,fly,лув гун
928,fliegen::V,fly,цавай фин
929,gehen::V,gå,фин
930,weggehen::V,gå bort,хъфин
931,abfahren::V,reise,фин
932,abfahren::V,reise,рекье гьатун
933,anhalten::V,stanse,акъвазун
934,hineingehen::V,gå inn,гьахьун
935,eintreten::V,tre inn,гьахьун
936,kommen::V,komme,атун
937,ankommen::V,ankomme,атун
938,ankommen::V,komme til,атун
939,zurückkommen::V,komme tilbake,хтун
940,bleiben::V,bli,амукьун
941,bleiben::V,forbli,амукьун
942,warten::V,vente,гуьзлемишун
943,erwarten::V,vente,вил алаз акъвазун
944,suchen::V,søke,къекъуьн
945,finden::V,finne,жугъун
946,versuchen::V,prøve,алахъун
947,versuchen::V,forsøke,алахъун
948,vorbereiten::V,forberede,гьазурун
949,lieben::V,elske,кӏан хьун
950,mögen::V,like,рикӏ ацукьун
951,lachen::V,le,хъуьруьн
952,rühren::V,røre,
953,weinen::V,gråte,шехьун
954,schimpfen::V,skjelle,сеперар гун
955,schimpfen::V,skjelle,экъуьгъунар авун
956,sich ärgern::V,ergre seg,хъел акатун
957,sich fürchten::V,være redd,кичӏе хьун
958,fürchten::V,være redd for,къурхутмиш хьун
959,fliehen::V,rømme,катун
960,fliehen::V,flykte,катун
961,flüchten::V,flykte,катун
962,sehen::V,se,акун
963,anschauen::V,se på,вил вегьин
964,anschauen::V,betrakte,вил вегьин
965,ansehen::V,anse,килигун
966,hören::V,høre,ван хьун
967,zuhören::V,tilhøre,яб гун
968,probieren::V,smake,дад акун
969,probieren::V,smake på,дад акун
970,riechen::V,lukte,ни чӏугун
971,fühlen::V,føle,гьисс авун
972,scheinen::V,se ut,
973,zu sehen sein::V,synes,
974,vernehmen::V,få vite,
975,frieren::V,fryse,кьун
976,frieren::V,fryse,мекьи хьун
977,tun::V,gjøre,авун
978,können::V,kunne,хьун
979,können::V,kunne,акъакьун
980,wollen::V,ville,кӏан хьун
981,anfangen::V,begynne,башламишун
982,beenden::V,avslutte,куьтягьун
983,aufhören::V,slutte,акъвазун
984,aufhören::V,holde opp,акъвазун
985,gelingen::V,lykkes,арадал атун
986,geraten::V,bli,акъатун
987,öffnen::V,åpne,ахъаюн
988,schließen::V,lukke,акьалун
989,schließen::V,stenge,акьалун
990,stellen::V,stille,эцигун
991,setzen::V,sette,ацукьарун
992,legen::V,legge,эцигун
993,berühren::V,berøre,хкӏурун
994,verbinden::V,forbinde,гилигун
995,bedecken::V,dekke,кӏевун
996,aufhängen::V,henge,куьрсарун
997,aufhängen::V,henge opp,куьрсарун
998,anzünden::V,tenne,куькӏуьрун
999,anzünden::V,antenne,куькӏуьрун
1000,anzünden::V,tenne på,куькӏуьрун
1001,aufheben::V,løfte,хкажун
1002,aufheben::V,ta opp,хкажун
1003,zurücklassen::V,slippe tilbake,тун
1004,verlieren::V,miste,квадарун
1005,fallen lassen::V,droppe,авадрун
1006,fallen lassen::V,la falle,авадрун
1007,machen::V,lage,авун
1008,machen::V,lage,кар авун
1009,machen::V,gjøre,авун
1010,machen::V,gjøre,кар авун
1011,herstellen::V,fremstille,расун
1012,bauen::V,bygge,туькӏуьрун
1013,reparieren::V,reparere,расун
1014,verbessern::V,rette,хъсанрун
1015,verbessern::V,forbedre,хъсанрун
1016,ändern::V,forandre,табдил авун
1017,graben::V,grave,эгъуьнун
1018,beugen::V,bøye,акӏажарун
1019,beugen::V,bøye,кангур авун
1020,biegen::V,bøye,патахъарун
1021,drehen::V,dreie,алчударун
1022,wenden::V,vende,
1023,umdrehen::V,snu,элкъуьрун
1024,heben::V,heve,хкажун
1025,hochheben::V,løfte,хкажун
1026,ergreifen::V,gripe,агалчна кьун
1027,ergreifen::V,få tak i,агалчна кьун
1028,halten::V,holde,кьун
1029,drücken::V,trykke,чуькьуьн
1030,schieben::V,skyve,хуртӏ гун
1031,kratzen::V,klø,къадгъунун
1032,kratzen::V,klore,къадгъунун
1033,lecken::V,slikke,мез гун
1034,beißen::V,bite,кӏасун
1035,abreißen::V,rive av,галудун
1036,abschneiden::V,skjære av,атӏун
1037,binden::V,binde,
1038,stecken::V,stikke,сухун
1039,brechen::V,bryte,хун
1040,brechen::V,bryte,кукӏварун
1041,brechen::V,briste,хун
1042,brechen::V,briste,кукӏварун
1043,klopfen::V,banke,тахъ-тахъ авун
1044,hauen::V,hogge,ягъун
1045,kleben::V,klistre,алкӏурун
1046,kleben::V,klistre,кукӏурун
1047,reiben::V,gni,тӏушунун
1048,streichen::V,stryke,алтадун
1049,schleifen::V,slipe,кӏвенкӏв авун
1050,schneiden::V,klippe,атӏун
1051,rütteln::V,ruske,къарсурун
1052,schütteln::V,riste,къарсурун
1053,schwenken::V,svinge,элягъун
1054,schwenken::V,svinge,галтадун
1055,schütten::V,helle,цун
1056,füllen::V,fylle,ацӏурун
1057,einwickeln::V,vikle inn,кутун
1058,einwickeln::V,vikle inn,элкъуьрун
1059,tragen::V,bære,тухун
1060,schleppen::V,slepe,галчӏурун
1061,ziehen::V,dra,ялун
1062,ziehen::V,dra,чӏугун
1063,ziehen::V,trekke,ялун
1064,ziehen::V,trekke,чӏугун
1065,aufbewahren::V,oppbevare,хуьн
1066,aufbewahren::V,ta vare på,хуьн
1067,werfen::V,kaste,гадрун
1068,fangen::V,fange,кьун
1069,packen::V,gripe,кьун
1070,packen::V,gripe tak i,кьун
1071,verstecken::V,gjemme,кӏевун
1072,teilen::V,dele,паюн
1073,schicken::V,sende,ракъурун
1074,bringen::V,bringe,гъун
1075,hinzufügen::V,tilføye,алава авун
1076,bekommen::V,få,къачун
1077,bekommen::V,få,жугъурун
1078,erhalten::V,få,къачун
1079,nehmen::V,ta,къачун
1080,wählen::V,velge,хкягъун
1081,auswählen::V,velge ut,хкягъун
1082,bewahren::V,bevare,хуьн
1083,behindern::V,hindre,манийвал авун
1084,behindern::V,forhindre,манийвал авун
1085,verderben::V,ødelegge,чӏурун
1086,beschädigen::V,skade,нукьсанвал гун
1087,zerbrechen::V,brekke i stykker,хун
1088,zerreißen::V,rive i stykker,къазунун
1089,zerstören::V,ødelegge,чӏурун
1090,zerstören::V,ødelegge,барбатӏун
1091,verbrennen::V,brenne,ккун
1092,verbrennen::V,brenne opp,ккун
1093,geben::V,gi,гун
1094,reichen::V,rekke,вугун
1095,reichen::V,rekke,гун
1096,schenken::V,forære,пишкеш авун
1097,schenken::V,skjenke,пишкеш авун
1098,versprechen::V,love,гаф гун
1099,wünschen::V,ønske,дуьа авун
1100,loben::V,rose,тариф авун
1101,küssen::V,kysse,темен гун
1102,wiegen::V,vogge,эчӏягъун
1103,zudecken::V,dekke til,гьалдун
1104,wecken::V,vekke,ахварай авудун
1105,zeigen::V,vise,къалурун
1106,führen::V,føre,тухун
1107,lehren::V,lære,кӏелиз тун
1108,unterrichten::V,undervise,тарс гун
1109,aufziehen::V,oppdra,тербия гун
1110,aufziehen::V,oppdra,тербияламишун
1111,leiten::V,lede,идара авун
1112,antreiben::V,drive på,тади кутун
1113,lassen::V,få til å,
1114,einladen::V,be,теклиф авун
1115,einladen::V,invitere,теклиф авун
1116,vereinigen::V,forene,сад авун
1117,besuchen::V,besøke,кьилив атун
1118,treffen::V,møte,гьалтун
1119,treffen::V,treffe,гьалтун
1120,sich versammeln::V,forsamles,алтӏушун
1121,spielen::V,leke,къугъун
1122,spielen::V,spille,къугъун
1123,singen::V,synge,лугьун
1124,singen::V,synge,мани лугьун
1125,tanzen::V,danse,кьуьл авун
1126,sich trennen::V,skilles,къакъатун
1127,verlassen::V,forlate,гъил къачун
1128,retten::V,redde,къутармишун
1129,bewachen::V,bevokte,хуьн
1130,schützen::V,verne,хуьн
1131,schützen::V,beskytte,хуьн
1132,verteidigen::V,forsvare,хуьн
1133,sich schlagen::V,slåss,кукӏун
1134,schießen::V,skyte,акъатун
1135,siegen::V,seire,гъалиб хьун
1136,ärgern::V,ergre,хъел гъун
1137,ärgern::V,ergre,хъел кутун
1138,treten::V,sparke,кьуьл къекъягъун
1139,treten::V,sparke,кьуьл эцягъун
1140,stechen::V,stikke,акьадарун
1141,stoßen::V,støte,эцягъун
1142,stehlen::V,stjele,чуьнуьхун
1143,stören::V,forstyrre,хкуьрун
1144,belästigen::V,plage,хкуьрун
1145,belästigen::V,plage,азият гун
1146,belästigen::V,sjenere,хкуьрун
1147,belästigen::V,sjenere,азият гун
1148,verbergen::V,gjemme,далдаламишун
1149,täuschen::V,villede,алцурарун
1150,täuschen::V,villede,алцуррун
1151,betrügen::V,bedra,алцурарун
1152,betrügen::V,bedra,гьарамзадавал авун
1153,töten::V,drepe,яна кьин
1154,wohnen::V,bo,дуланмиш хьун
1155,arbeiten::V,arbeide,кӏвалахун
1156,arbeiten::V,arbeide,кӏвалах авун
1157,sammeln::V,samle,кӏватӏун
1158,pflücken::V,plukke,атӏун
1159,jagen::V,jage,гъуьрч авун
1160,fischen::V,fiske,гъетер кьун
1161,fassen::V,fange,кьун
1162,hüten::V,vokte,чӏура хуьн
1163,treiben::V,drive,гьалун
1164,anbinden::V,feste,акалун
1165,füttern::V,fore,ем гун
1166,melken::V,melke,ацун
1167,hacken::V,hakke,куьткуьнун
1168,gießen::V,helle,яд гун
1169,reifen::V,modne,чурун
1170,reifen::V,modne,агакьун
1171,zubereiten::V,lage,гьазурун
1172,zubereiten::V,tilberede,гьазурун
1173,kochen::V,koke,ругун
1174,backen::V,bake,чурун
1175,braten::V,steke,чурун
1176,umrühren::V,røre om,какадарун
1177,stricken::V,strikke,хурун
1178,nähen::V,sy,цун
1179,färben::V,farge,шир ягъун
1180,reinigen::V,rense,михьун
1181,reinigen::V,gjøre ren,михьун
1182,waschen::V,vaske,чуьхуьн
1183,abwischen::V,tørke av,гуьцӏун
1184,spülen::V,spyle,экъуьрун
1185,spülen::V,skylle,экъуьрун
1186,fegen::V,feie,шуткун
1187,kehren::V,koste,кул алтадун
1188,baden::V,bade,эхъуьн
1189,sich waschen::V,vaske seg,жендек чуьхуьн
1190,ausziehen::V,ta av,хутӏунун
1191,ausziehen::V,ta av,галудун
1192,anziehen::V,ta på,алукӏун
1193,sich anziehen::V,kle på seg,алукӏун
1194,sich anziehen::V,kle på seg,парталар алукӏун
1195,kämmen::V,gre,эвягъун
1196,kämmen::V,kjemme,эвягъун
1197,schmücken::V,pynte,безетмишун
1198,schmücken::V,pynte,гуьрчегарун
1199,schmücken::V,smykke,безетмишун
1200,schmücken::V,smykke,гуьрчегарун
1201,sagen::V,si,лугьун
1202,sprechen::V,snakke,рахун
1203,reden::V,tale,рахун
1204,reden::V,snakke,рахун
1205,sich unterhalten::V,samtale,ихтилат авун
1206,fragen::V,spørre,жузун
1207,bitten::V,be,тӏалабун
1208,erzählen::V,fortelle,ахъаюн
1209,mitteilen::V,meddele,хабар гун
1210,nennen::V,kalle,тӏвар гун
1211,rufen::V,rope,эверун
1212,prahlen::V,skryte,яцӏу гафар авун
1213,übersetzen::V,oversette,таржума авун
1214,übersetzen::V,oversette,гафладун
1215,denken::V,tenke,фикир авун
1216,glauben::V,tro,агъун
1217,bemerken::V,bemerke,фикир гун
1218,bemerken::V,legge merke til,фикир гун
1219,erkennen::V,gjenkjenne,
1220,begreifen::V,begripe,гъавурда акьун
1221,verstehen::V,forstå,
1222,verstehen::V,skjønne,
1223,lernen::V,lære,кӏелун
1224,wissen::V,vite,чир хьун
1225,wissen::V,vite,чирхьун
1226,sich erinnern an::V,huske på,рикӏел хуьн
1227,vergessen::V,glemme,рикӏелай фин
1228,vergessen::V,glemme,рикӏелай алатун
1229,messen::V,måle,алцумун
1230,zählen::V,telle,гьисабун
1231,rechnen::V,regne,гьисабун
1232,lesen::V,lese,кӏелун
1233,malen::V,male,кхьин
1234,malen::V,male,шикилар чӏугун
1235,zeichnen::V,tegne,чӏугун
1236,schreiben::V,skrive,кхьин
1237,besitzen::V,eie,иеси хьун
1238,besitzen::V,inneha,иеси хьун
1239,kaufen::V,kjøpe,къачун
1240,kaufen::V,kjøpe,маса къачун
1241,verkaufen::V,selge,гун
1242,verkaufen::V,selge,маса гун
1243,bezahlen::V,betale,къимет гун
1244,bezahlen::V,betale,эвезда авун
1245,bezahlen::V,betale,гьакъи агакьрун
1246,zahlen::V,betale,къимет гун
1247,zahlen::V,betale,эвезда авун
1248,zahlen::V,betale,гьакъи агакьрун
1249,beherrschen::V,beherske,иеси хьун
1250,ertragen::V,orke,таб гун
1251,schlagen::V,,ягъун
1252,schlagen::V,,галукьарун
