,Concept_ID,sl,te
690,nicht::ADV,ne,కాదు
691,ein wenig::ADV,málo,కొంచెము
692,kaum::ADV,kómaj,చాలిచాలక
693,sehr::ADV,zeló,చాల
694,so::ADV,takó,ఆలాగున
695,noch::ADV,še,ఇప్పటికిని
696,nur::ADV,samó,మాత్రము
697,schon::ADV,žè,ఇదివఱకే
698,wieder::ADV,spét,తిరిగి
699,vergebens::ADV,zamàn,నిష్ఫలముగా
700,vergebens::ADV,zastónj,నిష్ఫలముగా
701,vor::PRP,pred,ముందు
702,hinter::PRP,za,వెనుక
703,unter::PRP,pod,క్రింద
704,durch::PRP,skózi,ద్వారా
705,neben::PRP,kràj,దగ్గెర
706,neben::PRP,póleg,దగ్గెర
707,zwischen::PRP,med,మధ్య
708,zwischen::PRP,izmed,మధ్య
709,wegen::PRP,zarádi,కారణంగా
710,dies::PRN,tó,ఇది
711,das::PRN,tó,అది
712,alles::PRN,vsè,సకలము
713,ich::PRN,jàz,నేను
714,du::PRN,tí,నీవు
715,er::PRN,òn,అతడు
716,wir::PRN,mí,మనము
717,ihr::PRN,ví,మీరు
718,sie::PRN,ôni,వారు
719,was::FPRN,káj,ఏమి
720,wer::FPRN,kdó,ఎవడు
721,wo::FADV,kjé,ఎక్కడ
722,wohin::FADV,kám,ఎందుకు
723,wie::FADV,kakó,ఎట్టు
724,warum::FADV,zakáj,ఏల
725,wieviel::FNUM,kóliko,ఎంత
726,eins::NUM,êden,ఒకటి
727,zwei::NUM,dvá,రెండు
728,drei::NUM,trí,మూడు
729,vier::NUM,štíri,నాలుగు
730,fünf::NUM,pét,అయిదు
731,sechs::NUM,šést,ఆఱు
732,sieben::NUM,sédem,ఏరు
733,acht::NUM,ósem,ఎనిమదు
734,neun::NUM,devét,తొమ్మిది
735,zehn::NUM,desét,పది
736,elf::NUM,enájst,పదునొకొండు
737,zwölf::NUM,dvánajst,పండ్రండు
738,zwanzig::NUM,dvájset,ఇరుపది
739,dreißig::NUM,trídeset,ముప్పది
740,vierzig::NUM,štírideset,నలువది
741,fünfzig::NUM,pétdeset,ఏబది
742,sechzig::NUM,šéstdeset,అరుపది
743,siebzig::NUM,sédemdeset,డెబ్బది
744,achtzig::NUM,ósemdeset,ఎనుబది
745,neunzig::NUM,devétdeset,తొంబది
746,hundert::NUM,stó,నూఱు
747,tausend::NUM,tísoč,వేయి
748,und::CNJ,in,మఱియు
749,oder::CNJ,áli,లేక
750,stehen::V,státi,నిలుచు
751,sitzen::V,sedéti,కూర్చుండు
752,liegen::V,ležáti,పండుకొనుట
753,hängen::V,viséti,వ్రేలాడదీయు
754,werden::V,postáti,అగు
755,passieren::V,zgodíti se,సంభవించు
756,beginnen::V,začéti se,ఆరంభించు
757,enden::V,končáti se,తీరుట
758,wechseln::V,ménjati se,మార్చు
759,aufgehen[Sonne]::V,vzíti,ఉదయించు
760,untergehen[Sonne]::V,zaíti,అస్తమించు
761,scheinen[Sonne]::V,sijáti,ప్రకాశించు
762,donnern::V,grméti,ఉరుముట
763,wehen::V,píhati,దురద్పప్టము
764,strömen::V,líti,పారుట
765,fließen::V,têči,ప్రవహించు
766,sich drehen::V,vrtéti se,తిరుగు
767,schwanken::V,kolébati,ఆడించుట
768,schwingen::V,níhati,ఊగుట
769,fallen::V,pádati,పడు
770,brennen::V,goréti,కాలుట
771,rauchen::V,kadíti se,పొగసుట
772,regnen::V,deževáti,కురిపించుట
773,gefrieren::V,zmŕzniti,గడ్డకట్టు
774,tauen::V,tájati,కరగు
775,schmelzen::V,kopnéti,కరగు
776,trocknen::V,sušíti se,యెండుట
777,sieden::V,kipéti,ఉడుకు
778,faulen::V,gníti,క్రుళ్లు
779,verfaulen::V,zgníti,క్షిణించు
780,reißen::V,tŕgati se,చించు
781,versinken::V,pogrézniti se,మునుగు
782,vergehen::V,miníti,సంభవించు
783,erscheinen::V,pojáviti se,కనబడు
784,verschwinden::V,izgíniti,అదృశ్యమగు
785,sinken::V,péšati,ముణుగుట
786,abnehmen::V,pojémati,తగ్గు
787,zunehmen::V,véčati se,పెరుగుట
788,zunehmen::V,množíti se,పెరుగుట
789,steigen::V,dvígati se,లేచు
790,wachsen::V,rásti,పెరుగు
791,glänzen::V,sijáti,ప్రకాశించు
792,funkeln::V,ískriti se,ప్రకాశించు
793,lärmen::V,ropotáti,అరుచుట
794,lärmen::V,razgrájati,అరుచుట
795,läuten::V,zvoníti,మేళవించుట
796,klingeln::V,zvončkljáti,వాయించుట
797,klirren::V,žvenketáti,ఘంటానాదము
798,brausen::V,šuméti,గర్జించు
799,rauschen::V,šuštéti,చటచటమనుట
800,rauschen::V,šelestéti,చటచటమనుట
801,klingen::V,zvenéti,ధ్వనించుట
802,bellen::V,lájati,అఱచు
803,heulen::V,zavíjati,కూయు
804,blasen::V,píhniti,దురద్పప్టము
805,pfeifen::V,pískati,ఈలవేయు
806,pfeifen::V,žvížgati,ఈలవేయు
807,schreien::V,kričáti,అఱచు
808,stöhnen::V,stókati,మూలుగు
809,zittern::V,drgetáti,వణకు
810,leben::V,živéti,జీవించుట
811,geboren werden::V,rodíti se,పుట్టుట
812,atmen::V,díhati,ఉపిరి తీయు
813,trinken::V,píti,త్రాగు
814,essen::V,jésti,తిను
815,schlucken::V,požírati,మ్రింగు
816,müde werden::V,péšati,అలయు
817,müde werden::V,utrúditi se,అలయు
818,einschlafen::V,zaspáti,నిద్రించు
819,schlafen::V,spáti,నిద్రురించు
820,aufwachen::V,zbudíti se,మేలుకొను
821,aufstehen::V,vstáti,లేచు
822,sich erholen::V,oddahníti se,నడ్డి వాల్చు
823,krank werden::V,oboléti,జబ్బుపడు
824,krank sein::V,bíti bolán,జబ్బు చేయు
825,schmerzen::V,boléti,నొచ్చుట
826,husten::V,kášljati,దగ్గుట
827,genesen::V,okrévati,కుదురుట
828,sterben::V,umréti,మరణించు
829,umkommen::V,pogíniti,నశించు
830,sich bewegen::V,zganíti se,కదలు
831,sich rühren::V,premakníti se,కదలు
832,sich erheben::V,vstájati,లేచు
833,sich erheben::V,vzdígniti se,లేచు
834,sich setzen::V,sésti,కూర్చుణ్డు
835,hinfallen::V,pásti dôl,దొర్లు
836,laufen::V,hodíti,నడచు
837,schreiten::V,stópati,అడుగుపెట్టుట
838,spazierengehen::V,na sprehòd íti,పచారు చేయు
839,eilen::V,drvéti,తొందరపడు
840,sich beeilen::V,hitéti,త్వరపెట్టు
841,sausen::V,dírkati,విసరికొట్టు
842,rennen::V,dírjati,పరుగెత్తు
843,springen::V,skákati,దుముకు
844,klettern::V,plézati,ఎక్కు
845,schaukeln::V,kolébati,ఉయ్యాల ఊగు 
846,kriechen::V,pláziti se,ప్రాకు
847,schwimmen::V,plávati,ఈదు
848,tauchen::V,potápljati se,మునుగు
849,rudern::V,vesláti,తెడ్లతోఁగడపు
850,fahren::V,vozíti se,నడపు
851,fahren::V,peljáti se,నడపు
852,fliegen::V,létati,ఎగురు
853,gehen::V,íti,పోవు
854,weggehen::V,odíti,బయలుదేరు
855,abfahren::V,odpeljáti se,విడిచిపోవు
856,anhalten::V,ustáviti se,నిలుపు
857,hineingehen::V,íti nóter,ప్రవేశించు
858,eintreten::V,vstopíti,ప్రవేశించు
859,kommen::V,príti,వచ్చు
860,ankommen::V,prispéti,వచ్చి చేరు
861,ankommen::V,prihájati,వచ్చి చేరు
862,zurückkommen::V,vrníti se,తిరిగీవచ్చుట
863,bleiben::V,ostáti,ఉండు
864,warten::V,čákati,కనిపెట్టు
865,erwarten::V,pričakováti,నిరిక్షించు
866,suchen::V,iskáti,వెదకు
867,finden::V,nájti,కనుగొను
868,versuchen::V,poskúšati,ప్రయత్నించు
869,vorbereiten::V,pripráviti,తయారుచేయు
870,lieben::V,ljubíti,ప్రేమించు
871,mögen::V,márati,ఇష్టపడు
872,lachen::V,smejáti se,నవ్వు
873,rühren::V,ganíti,గుండె తాకు
874,weinen::V,jókati,వీడ్చు
875,weinen::V,plákati,వీడ్చు
876,schimpfen::V,psováti,గొణుగు
877,schimpfen::V,zmérjati,గొణుగు
878,sich ärgern::V,jezíti se,అలుగు
879,sich fürchten::V,báti se,భయపడు
880,fürchten::V,báti se,భయపడు
881,fliehen::V,bežáti,పాఱిపోపు
882,flüchten::V,pobégniti,తప్పించుకొను
883,sehen::V,vídeti,చూచు
884,anschauen::V,oglédati,చూచు
885,ansehen::V,glédati,కాచియుండు
886,hören::V,slíšati,విను
887,zuhören::V,poslúšati,విను
888,probieren::V,poskúšati,చవిచూచుట
889,riechen::V,dúhati,వాసనచూచు
890,fühlen::V,čutíti,స్పర్శించుట
891,scheinen::V,zdéti se,కనబడు
892,zu sehen sein::V,vídeti se,చూవు
893,vernehmen::V,čúti,విను
894,frieren::V,zébsti,చలికి వడకు
895,tun::V,délati,చేయు
896,können::V,môči,గల
897,wollen::V,hotéti,కోరు
898,anfangen::V,začéti,ఆరంభించు
899,beenden::V,dokončáti,ముగించు
900,aufhören::V,prenéhati,నిలుపు
901,gelingen::V,uspéti,గెలుపాందు
902,gelingen::V,posréčiti se,గెలుపాందు
903,geraten::V,obnêsti se,వెలువడు
904,öffnen::V,odpréti,తెఱచు
905,schließen::V,zapréti,మూయు
906,stellen::V,postáviti,ఉంచు
907,setzen::V,posadíti,ఉంచు
908,legen::V,položíti,పెట్టు
909,berühren::V,dotíkati se,తాకు
910,verbinden::V,obvézati,చేర్చుట
911,bedecken::V,pokríti,మూయు
912,aufhängen::V,obésiti,వ్రేలాడదీయు
913,anzünden::V,zažgáti,వెలిగించు
914,aufheben::V,vzdígniti,సేకరించు
915,zurücklassen::V,zapustíti,విడుచు
916,verlieren::V,izgubíti,పోగొట్టుకొను
917,fallen lassen::V,navréči,జాఱవిడుచు
918,machen::V,naredíti,చేయు
919,machen::V,napráviti,చేయు
920,herstellen::V,izdélati,ఉత్పత్తిచేయు
921,bauen::V,gradíti,నిర్మించు
922,reparieren::V,popráviti,సరిచేయు
923,verbessern::V,izbóljšati,వృద్ధి చేయు
924,ändern::V,spremeníti,మార్చు
925,graben::V,kopáti,త్రవ్వు
926,graben::V,grêbsti,త్రవ్వు
927,beugen::V,upogníti,వంచు
928,biegen::V,zavíjati,వంచు
929,drehen::V,vrtéti,నూలువడుకు
930,wenden::V,obrníti,త్రిప్పు
931,umdrehen::V,zasúkati,త్రిప్పు
932,heben::V,dvígati,ఎత్తు
933,hochheben::V,privzdígniti,ఎత్తు
934,ergreifen::V,zgrábiti,వశపఱచుకొను
935,halten::V,držáti,ఉంచు
936,drücken::V,tiščáti,అణచు
937,schieben::V,ríniti,నొక్కు
938,kratzen::V,práskati,గోకు
939,lecken::V,lízati,నాకు
940,beißen::V,grísti,కఱచు
941,abreißen::V,odtŕgati,తెగతెంచు
942,abschneiden::V,odrézati,తెగకొట్టు
943,binden::V,vézati,కట్టు
944,stecken::V,vtakníti,తగులుకొనివుండుట
945,brechen::V,lomíti,పగులగొట్టు
946,klopfen::V,tólči,కొట్టు
947,hauen::V,séči,కొట్టు
948,kleben::V,lépiti,అంటుకొను
949,reiben::V,tréti,రాచు
950,reiben::V,dŕgniti,రాచు
951,streichen::V,namázati,వ్యాపింపజేయు
952,schleifen::V,brúsiti,రాచు
953,schneiden::V,rézati,కోయు
954,rütteln::V,strésti,కుదిలించుట
955,schütteln::V,majáti,కదల్చు
956,schwenken::V,obrníti,ఊచుట
957,schütten::V,sípati,పోయు
958,füllen::V,napolníti,నింపు
959,einwickeln::V,zavíti,చుట్టు
960,tragen::V,nêsti,మోయు
961,schleppen::V,vláčiti,ఈడ్చు
962,ziehen::V,vléči,ఈడ్చు
963,aufbewahren::V,shranjeváti,కాపాడు
964,werfen::V,lúčati,విసరు
965,fangen::V,ujéti,పట్టుకొను
966,packen::V,prijéti,పట్టుకొను
967,verstecken::V,skríti,దాచు
968,teilen::V,razdelíti,భాగించు
969,schicken::V,pošíljati,పంపు
970,bringen::V,prinêsti,తెచ్చు
971,hinzufügen::V,pristáviti,చేర్చు
972,bekommen::V,dobíti,సంపాదించు
973,erhalten::V,prejéti,పుచ్చుకొను
974,nehmen::V,vzéti,తీసికొను
975,wählen::V,izbírati,ఇష్టపడు
976,auswählen::V,izbráti,ఏరుకొను
977,bewahren::V,ohraníti,భద్రపఱుచు
978,behindern::V,ovírati,అడ్డగించుట
979,verderben::V,pokváriti,చెఱచు
980,beschädigen::V,poškodováti,చెరుపుట
981,zerbrechen::V,razlomíti,పగులగొట్టు
982,zerreißen::V,raztŕgati,చించు
983,zerstören::V,razrúšiti,వాశనము చేయు
984,verbrennen::V,sežgáti,కాల్చు
985,geben::V,dáti,ఇచ్చు
986,reichen::V,séči,అందుకొనుట
987,reichen::V,molíti,అందుకొనుట
988,schenken::V,podáriti,అర్పించు
989,versprechen::V,obljubíti,వాగ్దత్తము చేయు
990,wünschen::V,vóščiti,కోరు
991,loben::V,hváliti,స్తుతించు
992,küssen::V,poljubováti,ముద్దుపెట్టుకొను
993,wiegen::V,zíbati,ఊచుట
994,zudecken::V,pokríti,మూయు
995,wecken::V,zbudíti,నిద్రపలేపుట
996,zeigen::V,pokázati,చూవు
997,führen::V,vêsti,దారిచూపు
998,lehren::V,učíti,బోధించు
999,unterrichten::V,poučeváti,నేర్పు
1000,aufziehen::V,vzgojíti,పెంచు
1001,leiten::V,uprávljati,తీసుకపోవుట
1002,antreiben::V,goníti,ప్రేరేపించు
1003,lassen::V,povzročíti,అనుమతించు
1004,einladen::V,povábiti,ఆహ్వానించు
1005,vereinigen::V,zdrúžiti,కూడుట
1006,besuchen::V,obiskáti,పోయి చూచు
1007,treffen::V,pogodíti,కలియు
1008,sich versammeln::V,zbráti se,కూర్చు
1009,spielen::V,igráti se,ఆట లాడు
1010,singen::V,péti,పాడు
1011,tanzen::V,plésati,నృత్యముచేయు
1012,sich trennen::V,ločíti se,ఎడబాయుట
1013,verlassen::V,zapustíti,విడుచు
1014,retten::V,réšiti,తప్పించుట
1015,bewachen::V,strážiti,కాపాడు
1016,schützen::V,sčítiti,రక్షించు
1017,verteidigen::V,braníti,రక్షించు
1018,sich schlagen::V,têpsti se,జగడమాడు
1019,schießen::V,stréljati,కాల్చు
1020,siegen::V,zmágati,గెలుచు
1021,ärgern::V,jezíti,పీడించుట
1022,ärgern::V,razbúriti,పీడించుట
1023,schlagen::V,têpsti,కొట్టు
1024,schlagen::V,udáriti,కొట్టు
1025,treten::V,teptáti,తన్ను
1026,stechen::V,ubôsti,కుట్టు
1027,stoßen::V,peháti,గెంటు
1028,stoßen::V,drégniti,గెంటు
1029,stehlen::V,ukrásti,దొంగిలించు
1030,stehlen::V,pokrásti,దొంగిలించు
1031,stören::V,motíti,కలతపఱచు
1032,belästigen::V,nadlegováti,పీడించు
1033,verbergen::V,skríti,దాచు
1034,täuschen::V,slepíti,మోసము చేయు
1035,betrügen::V,várati,మోసపుచ్చు
1036,betrügen::V,ogoljufáti,మోసపుచ్చు
1037,töten::V,ubíti,చంపు
1038,wohnen::V,prebívati,నివసించు
1039,arbeiten::V,délati,పనిచేయు
1040,sammeln::V,zbráti,ప్రోగుచేయు
1041,pflücken::V,obráti,యేరుట
1042,jagen::V,lovíti,వేటాడు
1043,fischen::V,ribáriti,వెదకు
1044,fassen::V,zajéti,పట్టుకొమ
1045,hüten::V,pásti,మందచేరుట
1046,treiben::V,pogánjati,నడపు
1047,anbinden::V,privézati,కట్టు
1048,füttern::V,kŕmiti,భోజనము పెట్టు
1049,melken::V,mólsti,పాలు పితుకు
1050,hacken::V,sékati,నఱకు
1051,gießen::V,ulíti,నీళ్ళుకట్టుట
1052,reifen::V,zoréti,పండుట
1053,zubereiten::V,pripráviti,వండు
1054,kochen::V,kúhati,వండు
1055,backen::V,cvréti,రొట్టెకాల్చు
1056,braten::V,pêči,వేపు
1057,umrühren::V,preméšati,కదులుట
1058,stricken::V,plêsti,అల్లు
1059,nähen::V,šívati,కుట్టు
1060,färben::V,bárvati,రంగు వేయు
1061,reinigen::V,očístiti,శుభ్రము చేయు
1062,waschen::V,opráti,కడుగు
1063,abwischen::V,obrísati,తుడుచు
1064,spülen::V,splakováti,నీటిలో జడించు
1065,fegen::V,pométati,ఊడ్చు
1066,kehren::V,mésti,ఊడ్చు
1067,baden::V,kópati se,స్నానము చేయు
1068,sich waschen::V,umíti se,కడుగు
1069,ausziehen::V,izvléči,విప్పు
1070,anziehen::V,obléči,ధరించు
1071,sich anziehen::V,obléči se,బట్టలు వేసుకొను
1072,sich anziehen::V,obléči se,తొడుగుకొను
1073,kämmen::V,česáti,దువ్వుట
1074,schmücken::V,okrasíti,అలంకరించు
1075,sagen::V,dejáti,చెప్పు
1076,sprechen::V,govoríti,చెప్పు
1077,reden::V,rêči,మాటలాడు
1078,sich unterhalten::V,razgovárjati se,ముచ్చటలాడు
1079,fragen::V,vprášati,ప్రశ్నించు
1080,bitten::V,prosíti,కోరు
1081,erzählen::V,práviti,చెప్పు
1082,mitteilen::V,naznániti,తెలియజేయు
1083,nennen::V,imenováti,పేరు వెట్టు
1084,rufen::V,klícati,పిలుచు
1085,prahlen::V,baháti se,జల్లి
1086,übersetzen::V,prevêsti,తర్జుమాచేయు
1087,denken::V,mísliti,ఆలోచించు
1088,glauben::V,verjéti,నమ్ము
1089,bemerken::V,opáziti,గుర్తించు
1090,erkennen::V,spoznáti,గుర్తించు
1091,begreifen::V,pôjmiti,గ్రహించు
1092,verstehen::V,razuméti,గ్రహించు
1093,lernen::V,učíti se,నేర్చు కొను
1094,wissen::V,znáti,తెలిసికొను
1095,wissen::V,védeti,తెలిసికొను
1096,sich erinnern an::V,spómniti se,జ్ఞాపకముంచుకొను
1097,vergessen::V,pozábiti,మఱచిపోవు
1098,messen::V,mériti,కొలుచుట
1099,zählen::V,štéti,లెక్కపెట్టు
1100,rechnen::V,račúnati,లెక్కపెట్టు
1101,lesen::V,bráti,చదువు
1102,lesen::V,čítati,చదువు
1103,malen::V,slíkati,పూనుట
1104,zeichnen::V,rísati,వ్రాసుట
1105,schreiben::V,písati,వ్రాయు
1106,besitzen::V,iméti,కలిగియుండు
1107,kaufen::V,kupíti,కొను
1108,verkaufen::V,prodáti,అమ్ము
1109,bezahlen::V,pláčati,చెల్లించు
1110,zahlen::V,plačeváti,చెల్లించు
1111,beherrschen::V,obvládati,ఏలు
1112,ertragen::V,prenêsti,భరించు
1113,Verstand::N,,మనస్సు
