,Concept_ID,lt,da
821,er::PRN,jis,han
822,wir::PRN,mes,vi
823,ihr::PRN,jūs,I
824,sie::PRN,ji,de
825,sie::PRN,jos,de
826,was::FPRN,kas,hvad
827,wer::FPRN,kas,hvem
828,wo::FADV,kur,hvor
829,wohin::FADV,kur,hvorhen
830,wohin::FADV,kur link,hvorhen
831,wie::FADV,kaip,hvordan
832,warum::FADV,kod̃ėl,hvorfor
833,warum::FADV,dėl ko,hvorfor
834,wieviel::FNUM,kiek,hvor meget
835,eins::NUM,vienas,én
836,zwei::NUM,du,to
837,drei::NUM,trys,tre
838,vier::NUM,keturi,fire
839,fünf::NUM,penki,fem
840,sechs::NUM,šeši,seks
841,sieben::NUM,septyni,syv
842,acht::NUM,aštuoni,otte
843,neun::NUM,devyni,ni
844,zehn::NUM,dešimt,ti
845,elf::NUM,vienuolika,elleve
846,zwölf::NUM,dvylika,tolv
847,zwanzig::NUM,dvidešimt,tyve
848,dreißig::NUM,trisdešimt,tredive
849,vierzig::NUM,keturiasdešimt,fyrre
850,vierzig::NUM,keturiasdešimt,fyrretyve
851,fünfzig::NUM,penkiasdešimt,halvtreds
852,sechzig::NUM,šešiasdešimt,tres
853,siebzig::NUM,septyniasdešimt,halvfjerds
854,achtzig::NUM,aštuoniasdešimt,firs
855,neunzig::NUM,devyniasdešimt,halvfems
856,hundert::NUM,šimtas,hundrede
857,tausend::NUM,tūkstantis,tusind
858,und::CNJ,ĩr,og
859,oder::CNJ,ar,eller
860,oder::CNJ,arba,eller
861,stehen::V,stovėti,stå
862,sitzen::V,sėdėti,sidde
863,liegen::V,gulėti,ligge
864,hängen::V,kyboti,hænge
865,hängen::V,kabėti,hænge
866,werden::V,taptis,blive
867,werden::V,darytis,blive
868,passieren::V,atsitikti,ske
869,passieren::V,atsitikti,hænde
870,passieren::V,pasitaikyti,ske
871,passieren::V,pasitaikyti,hænde
872,beginnen::V,prasid́ėti,begynde
873,enden::V,baigtis,ende
874,wechseln::V,keistis,veksle
875,wechseln::V,pasikeisti,veksle
876,aufgehen[Sonne]::V,tekėti,gå op
877,aufgehen[Sonne]::V,tekėti,stå op
878,aufgehen[Sonne]::V,patekėti,gå op
879,aufgehen[Sonne]::V,patekėti,stå op
880,untergehen[Sonne]::V,leistis,gå ned
881,untergehen[Sonne]::V,nusileisti,gå ned
882,scheinen[Sonne]::V,šviesti,skinne
883,donnern::V,griausti,tordne
884,donnern::V,griaudėti,tordne
885,wehen::V,pūsti,blæse
886,strömen::V,lietis,strømme
887,strömen::V,plūsti,strømme
888,fließen::V,tekėti,flyde
889,sich drehen::V,suktis,dreje sig
890,sich drehen::V,pasisukti,dreje sig
891,schwanken::V,svyruoti,vakle
892,schwingen::V,suptis,svinge
893,fallen::V,pulti,falde
894,fallen::V,kristi,falde
895,brennen::V,degti,brænde
896,rauchen::V,rūkyti,ryge
897,regnen::V,lyti,regne
898,gefrieren::V,užšalti,fryse
899,tauen::V,tirpti,tø
900,schmelzen::V,lydytis,smelte
901,trocknen::V,džiūti,tørre
902,sieden::V,virti,koge
903,faulen::V,pūti,rådne
904,verfaulen::V,švinkti,rådne
905,reißen::V,plyšti,briste
906,reißen::V,trūkti,briste
907,versinken::V,skę̃sti,synke
908,versinken::V,skę̃sti,synke ned
909,versinken::V,grimzti,synke
910,versinken::V,grimzti,synke ned
911,vergehen::V,praeiti,forløbe
912,erscheinen::V,pasirodyti,vise sig
913,verschwinden::V,dingti,forsvinde
914,verschwinden::V,išnykti,forsvinde
915,verschwinden::V,pranykti,forsvinde
916,sinken::V,kristi,synke
917,abnehmen::V,mažėti,aftage
918,abnehmen::V,silpnėti,aftage
919,zunehmen::V,didėti,tiltage
920,zunehmen::V,padaugėti,tiltage
921,steigen::V,kilti,stige
922,wachsen::V,augti,gro
923,wachsen::V,augti,vokse
924,glänzen::V,blizgėti,glinse
925,funkeln::V,žibėti,tindre
926,lärmen::V,triukšmauti,larme
927,läuten::V,skambinti,ringe
928,klingeln::V,skambinti,ringe
929,klirren::V,žvangėti,klirre
930,brausen::V,šniokšti,bruse
931,rauschen::V,ošti,suse
932,rauschen::V,šlamėti,suse
933,klingen::V,skardėti,lyde
934,klingen::V,skardėti,klinge
935,bellen::V,loti,gø
936,heulen::V,kaukti,hyle
937,heulen::V,staugti,hyle
938,blasen::V,pūsti,blæse
939,pfeifen::V,švilpti,fløjte
940,pfeifen::V,švilpauti,fløjte
941,schreien::V,šaukti,skrige
942,stöhnen::V,dejuoti,stønne
943,stöhnen::V,aimanuoti,stønne
944,zittern::V,virpėti,dirre
945,zittern::V,virpėti,skælve
946,leben::V,gyventi,leve
947,geboren werden::V,gimti,fødes
948,atmen::V,alsuoti,ånde
949,atmen::V,kvėpuoti,ånde
950,trinken::V,gerti,drikke
951,essen::V,valgyti,spise
952,schlucken::V,praryti,synke
953,müde werden::V,nuvargti,blive træt
954,müde werden::V,privargti,blive træt
955,einschlafen::V,užmigti,falde i søvn
956,schlafen::V,miegoti,sove
957,aufwachen::V,pabusti,vågne
958,aufstehen::V,keltis,stå op
959,aufstehen::V,atsikelti,stå op
960,sich erholen::V,pailsėti,komme sig
961,sich erholen::V,poilsiauti,komme sig
962,krank werden::V,susirgti,blive syg
963,krank sein::V,sirgti,være syg
964,schmerzen::V,sopėti,smerte
965,schmerzen::V,skaudėti,smerte
966,husten::V,kosėti,hoste
967,genesen::V,sveikti,komme sig
968,genesen::V,taisytis,komme sig
969,sterben::V,mirti,dø
970,sterben::V,numirti,dø
971,umkommen::V,žūti,omkomme
972,sich bewegen::V,judėti,bevæge sig
973,sich bewegen::V,pasijudinti,bevæge sig
974,sich rühren::V,krutėti,røre på sig
975,sich erheben::V,pakilti,rejse sig
976,sich erheben::V,atsikelti,rejse sig
977,sich setzen::V,sėstis,sætte sig
978,sich setzen::V,atsisėsti,sætte sig
979,hinfallen::V,parkristi,
980,hinfallen::V,pargriūti,
981,laufen::V,eiti,løbe
982,schreiten::V,žengti,skride
983,schreiten::V,žingsniuoti,skride
984,spazierengehen::V,pasivaikščioti,gå en tur
985,eilen::V,skubėti,ile
986,sich beeilen::V,paskub́ėti,skynde sig
987,sich beeilen::V,pasiskubinti,skynde sig
988,sausen::V,dumti,suse
989,sausen::V,lėkti,suse
990,rennen::V,bėgti,løbe
991,rennen::V,bėgti,rende
992,springen::V,šokti,hoppe
993,springen::V,šokti,springe
994,klettern::V,kopti,klatre
995,schaukeln::V,supti,gynge
996,schaukeln::V,linguoti,gynge
997,kriechen::V,ropoti,krybe
998,kriechen::V,šliaužti,krybe
999,schwimmen::V,plaukti,svømme
1000,tauchen::V,nerti,dykke
1001,rudern::V,irtis,ro
1002,rudern::V,irkluoti,ro
1003,fahren::V,važiuoti,køre
1004,fahren::V,važinėti,køre
1005,fliegen::V,lėkti,flyve
1006,fliegen::V,skristi,flyve
1007,gehen::V,eiti,gå
1008,weggehen::V,išeiti,gå bort
1009,abfahren::V,išvykti,køre bort
1010,abfahren::V,išvažiuoti,køre bort
1011,anhalten::V,sustoti,standse
1012,hineingehen::V,įeiti,gå ind
1013,eintreten::V,įžengti,træde ind
1014,kommen::V,ateiti,komme
1015,ankommen::V,ateiti,ankomme
1016,zurückkommen::V,grį̃žti,komme tilbage
1017,zurückkommen::V,sugrį̃žti,komme tilbage
1018,bleiben::V,likti,blive
1019,bleiben::V,likti,forblive
1020,bleiben::V,pasilikti,blive
1021,bleiben::V,pasilikti,forblive
1022,warten::V,laukti,vente
1023,erwarten::V,laukti,vente
1024,erwarten::V,laukti,afvente
1025,suchen::V,ieškoti,søge
1026,finden::V,rasti,finde
1027,finden::V,surasti,finde
1028,versuchen::V,mėginti,forsøge
1029,vorbereiten::V,rengti,forberede
1030,lieben::V,myĺėti,elske
1031,mögen::V,ḿėgti,holde af
1032,mögen::V,ḿėgti,kunne lide
1033,mögen::V,patikti,holde af
1034,mögen::V,patikti,kunne lide
1035,lachen::V,juoktis,le
1036,rühren::V,jaudinti,røre
1037,rühren::V,graudinti,røre
1038,weinen::V,verkti,græde
1039,schimpfen::V,bartis,skænde
1040,sich ärgern::V,pykti,ærgre sig
1041,sich ärgern::V,apmaudauti,ærgre sig
1042,sich fürchten::V,bijoti,være bange
1043,sich fürchten::V,baimintis,være bange
1044,fürchten::V,bijoti,være bange for
1045,fürchten::V,baimintis,være bange for
1046,fliehen::V,bėgti,flygte
1047,fliehen::V,sprukti,flygte
1048,flüchten::V,pabėgti,flygte
1049,sehen::V,žiūŕėti,se
1050,anschauen::V,žiūŕėti,se på
1051,anschauen::V,žiūŕėti,betragte
1052,ansehen::V,žiūrėti į,anse
1053,ansehen::V,pažiūrėti į,anse
1054,hören::V,girdėti,høre
1055,zuhören::V,klausytis,høre til
1056,probieren::V,ragauti,smage
1057,probieren::V,ragauti,smage på
1058,probieren::V,paragauti,smage
1059,probieren::V,paragauti,smage på
1060,riechen::V,uosti,lugte
1061,riechen::V,užuosti,lugte
1062,fühlen::V,justi,føle
1063,fühlen::V,jausti,føle
1064,fühlen::V,pajusti,føle
1065,scheinen::V,rodytis,synes
1066,scheinen::V,atrodyti,synes
1067,zu sehen sein::V,pasirodyti,synes
1068,vernehmen::V,išgirsti,erfare
1069,frieren::V,šalti,fryse
1070,tun::V,daryti,gøre
1071,können::V,galėti,kunne
1072,können::V,pajėgti,kunne
1073,wollen::V,norėti,ville
1074,anfangen::V,pradėti,begynde
1075,anfangen::V,prasid́ėti,begynde
1076,beenden::V,baigti,afslutte
1077,beenden::V,užbaigti,afslutte
1078,aufhören::V,liautis,ophøre
1079,aufhören::V,liautis,holde op
1080,gelingen::V,pavykti,lykkes
1081,gelingen::V,pasisekti,lykkes
1082,geraten::V,nusisekti,blive
1083,öffnen::V,atverti,åbne
1084,öffnen::V,atidaryti,åbne
1085,schließen::V,uždaryti,lukke
1086,stellen::V,statyti,stille
1087,stellen::V,pastatyti,stille
1088,setzen::V,sodinti,sætte
1089,setzen::V,pasodinti,sætte
1090,legen::V,dėti,lægge
1091,legen::V,pad́ėti,lægge
1092,berühren::V,liesti,berøre
1093,berühren::V,paliesti,berøre
1094,verbinden::V,jungti,forbinde
1095,verbinden::V,surišti,forbinde
1096,bedecken::V,uždengti,dække
1097,bedecken::V,uždengti,bedække
1098,aufhängen::V,pakarti,hænge
1099,aufhängen::V,pakarti,hænge op
1100,aufhängen::V,pakabinti,hænge
1101,aufhängen::V,pakabinti,hænge op
1102,anzünden::V,padegti,tænde
1103,anzünden::V,padegti,antænde
1104,aufheben::V,pakelti,løfte
1105,aufheben::V,pakelti,tage op
1106,zurücklassen::V,palikti,lade tilbage
1107,verlieren::V,pamesti,miste
1108,fallen lassen::V,atsisakyti,tabe
1109,fallen lassen::V,atsisakyti,droppe
1110,machen::V,dirbti,gøre
1111,herstellen::V,gaminti,fremstille
1112,bauen::V,statyti,bygge
1113,bauen::V,pastatyti,bygge
1114,reparieren::V,taisyti,reparere
1115,reparieren::V,remontuoti,reparere
1116,verbessern::V,gerinti,rette
1117,verbessern::V,gerinti,forbedre
1118,verbessern::V,ištaisyti,rette
1119,verbessern::V,ištaisyti,forbedre
1120,ändern::V,keisti,ændre
1121,ändern::V,pakeisti,ændre
1122,graben::V,kasti,grave
1123,beugen::V,lenkti,bøje
1124,beugen::V,palenkti,bøje
1125,biegen::V,lenkti,bøje
1126,biegen::V,palenkti,bøje
1127,drehen::V,sukti,dreje
1128,wenden::V,kreipti,vende
1129,wenden::V,pakreipti,vende
1130,umdrehen::V,sukti,dreje om
1131,umdrehen::V,apversti,dreje om
1132,heben::V,kelti,hæve
1133,heben::V,pakelti,hæve
1134,hochheben::V,pakelti,løfte
1135,ergreifen::V,čiupti,gribe fat i
1136,ergreifen::V,griebti,gribe fat i
1137,halten::V,laikyti,holde
1138,halten::V,palaikyti,holde
1139,drücken::V,spausti,trykke
1140,schieben::V,stumti,skyde
1141,schieben::V,stumti,skubbe
1142,kratzen::V,kasyti,klø
1143,kratzen::V,kasyti,kradse
1144,kratzen::V,grandyti,klø
1145,kratzen::V,grandyti,kradse
1146,lecken::V,laižyti,slikke
1147,beißen::V,kandžioti,bide
1148,abreißen::V,nuplėšti,rive af
1149,abschneiden::V,atpjauti,skære af
1150,abschneiden::V,atkirpti,skære af
1151,binden::V,rišti,binde
1152,binden::V,surišti,binde
1153,stecken::V,kišti,stikke
1154,stecken::V,įkišti,stikke
1155,brechen::V,lūžti,brække
1156,brechen::V,laužyti,brække
1157,klopfen::V,belsti,banke
1158,klopfen::V,barbenti,banke
1159,hauen::V,mušti,hugge
1160,kleben::V,lipdyti,klistre
1161,kleben::V,klijuoti,klistre
1162,reiben::V,trinti,gnide
1163,reiben::V,tarkuoti,gnide
1164,streichen::V,tepti,smøre
1165,streichen::V,užtepti,smøre
1166,schleifen::V,galą́sti,slibe
1167,schneiden::V,pjauti,skære
1168,schneiden::V,pjauti,klippe
1169,schneiden::V,kirpti,skære
1170,schneiden::V,kirpti,klippe
1171,rütteln::V,purtyti,ruske
1172,schütteln::V,purtyti,ryste
1173,schwenken::V,mojuoti,svinge
1174,schütten::V,pilti,hælde
1175,schütten::V,berti,hælde
1176,füllen::V,pildyti,fylde
1177,füllen::V,pripildyti,fylde
1178,einwickeln::V,įvynioti,pakke ind
1179,einwickeln::V,suvynioti,pakke ind
1180,tragen::V,nešti,bære
1181,tragen::V,nešioti,bære
1182,schleppen::V,vilkti,slæbe
1183,ziehen::V,tempti,trække
1184,aufbewahren::V,laikyti,opbevare
1185,werfen::V,mesti,kaste
1186,werfen::V,sviesti,kaste
1187,fangen::V,sugauti,fange
1188,packen::V,čiupti,gribe
1189,packen::V,griebti,gribe
1190,verstecken::V,slėpti,gemme
1191,verstecken::V,slapstyti,gemme
1192,teilen::V,dalyti,dele
1193,teilen::V,padalyti,dele
1194,schicken::V,sių̃sti,sende
1195,schicken::V,pasių̃sti,sende
1196,bringen::V,atnešti,bringe
1197,hinzufügen::V,pridėti,tilføje
1198,bekommen::V,gauti,få
1199,erhalten::V,gauti,få
1200,nehmen::V,paimti,tage
1201,wählen::V,rinkti,vælge
1202,wählen::V,išsirinkti,vælge
1203,auswählen::V,išrinkti,udvælge
1204,bewahren::V,išsaugoti,bevare
1205,behindern::V,trukdyti,hindre
1206,behindern::V,trukdyti,forhindre
1207,verderben::V,sugadinti,ødelægge
1208,beschädigen::V,žaloti,beskadige
1209,beschädigen::V,gadinti,beskadige
1210,zerbrechen::V,sukulti,brække itu
1211,zerbrechen::V,sudaužyti,brække itu
1212,zerreißen::V,perplėšti,rive itu
1213,zerreißen::V,suplėšyti,rive itu
1214,zerstören::V,suardyti,ødelægge
1215,zerstören::V,sugriauti,ødelægge
1216,verbrennen::V,deginti,brænde
1217,verbrennen::V,sudeginti,brænde
1218,geben::V,duoti,give
1219,geben::V,paduoti,give
1220,reichen::V,paduoti,række
1221,schenken::V,dovanoti,forære
1222,versprechen::V,žadėti,love
1223,versprechen::V,pažadėti,love
1224,wünschen::V,norėti,ønske
1225,wünschen::V,linḱėti,ønske
1226,loben::V,girti,rose
1227,loben::V,pagirti,rose
1228,küssen::V,bučiuoti,kysse
1229,wiegen::V,supti,vugge
1230,zudecken::V,užkloti,dække til
1231,zudecken::V,uždengti,dække til
1232,wecken::V,žadinti,vække
1233,zeigen::V,rodyti,vise
1234,führen::V,vesti,føre
1235,führen::V,vadovauti,føre
1236,lehren::V,mokyti,lære
1237,lehren::V,išmokyti,lære
1238,unterrichten::V,dėstyti,undervise
1239,aufziehen::V,išauginti,opdrage
1240,leiten::V,valdyti,lede
1241,leiten::V,vadovauti,lede
1242,antreiben::V,uiti,skynde på
1243,antreiben::V,raginti,skynde på
1244,antreiben::V,skubinti,skynde på
1245,lassen::V,paliepti,få til at
1246,einladen::V,kviesti,indbyde
1247,einladen::V,kviesti,invitere
1248,einladen::V,pakviesti,indbyde
1249,einladen::V,pakviesti,invitere
1250,vereinigen::V,sujungti,forene
1251,vereinigen::V,suvienyti,forene
1252,besuchen::V,lankyti,besøge
1253,besuchen::V,aplankyti,besøge
1254,treffen::V,sutikti,møde
1255,treffen::V,pasitikti,møde
1256,sich versammeln::V,susirinkti,forsamles
1257,spielen::V,groti,lege
1258,spielen::V,groti,spille
1259,spielen::V,žaisti,lege
1260,spielen::V,žaisti,spille
1261,singen::V,dainuoti,synge
1262,tanzen::V,šokti,danse
1263,sich trennen::V,skirtis,skilles
1264,sich trennen::V,išsiskirti,skilles
1265,verlassen::V,palikti,forlade
1266,retten::V,gelbėti,redde
1267,bewachen::V,sergėti,bevogte
1268,schützen::V,ginti,skærme
1269,schützen::V,ginti,beskytte
1270,schützen::V,apginti,skærme
1271,schützen::V,apginti,beskytte
1272,verteidigen::V,ginti,forsvare
1273,verteidigen::V,apginti,forsvare
1274,sich schlagen::V,muštis,slås
1275,schießen::V,šauti,skyde
1276,schießen::V,šaudyti,skyde
1277,siegen::V,nugalėti,sejre
1278,ärgern::V,pykinti,ærgre
1279,schlagen::V,mušti,slå
1280,schlagen::V,smogti,slå
1281,schlagen::V,trenkti,slå
1282,treten::V,mygti,sparke
1283,stechen::V,gelti,stikke
1284,stechen::V,smeigti,stikke
1285,stoßen::V,stumti,støde
1286,stoßen::V,pastumti,støde
1287,stehlen::V,vogti,stjæle
1288,stören::V,trikdyti,forstyrre
1289,belästigen::V,apsunkinti,genere
1290,belästigen::V,apsunkinti,ulejlige
1291,verbergen::V,slėpti,skjule
1292,verbergen::V,paslėpti,skjule
1293,täuschen::V,klaidinti,villede
1294,betrügen::V,apgauti,bedrage
1295,töten::V,žudyti,dræbe
1296,töten::V,nužudyti,dræbe
1297,wohnen::V,gyventi,bo
1298,arbeiten::V,dirbti,arbejde
1299,arbeiten::V,triūsti,arbejde
1300,sammeln::V,rinkti,samle
1301,pflücken::V,skinti,plukke
1302,pflücken::V,raškyti,plukke
1303,jagen::V,medžioti,jage
1304,fischen::V,žvejoti,fiske
1305,fassen::V,sučiupti,fange
1306,hüten::V,ganyti,vogte
1307,treiben::V,ginti,drive
1308,anbinden::V,pririšti,binde fast
1309,füttern::V,šerti,fodre
1310,melken::V,melžti,malke
1311,hacken::V,kapoti,hakke
1312,gießen::V,lieti,hælde
1313,gießen::V,laistyti,hælde
1314,reifen::V,nokti,modne
1315,reifen::V,sirpti,modne
1316,zubereiten::V,ruošti,tilberede
1317,zubereiten::V,gaminti,tilberede
1318,kochen::V,virti,koge
1319,kochen::V,virinti,koge
1320,backen::V,kepti,bage
1321,braten::V,kepti,stege
1322,braten::V,kepinti,stege
1323,umrühren::V,maišyti,røre om
1324,umrühren::V,pamaišyti,røre om
1325,stricken::V,megzti,strikke
1326,nähen::V,siūti,sy
1327,färben::V,dažyti,farve
1328,färben::V,nudažyti,farve
1329,reinigen::V,valyti,rense
1330,reinigen::V,valyti,gøre ren
1331,reinigen::V,švarinti,rense
1332,reinigen::V,švarinti,gøre ren
1333,waschen::V,plauti,vaske
1334,waschen::V,mazgoti,vaske
1335,waschen::V,skalbti,vaske
1336,abwischen::V,nušluostyti,tørre af
1337,spülen::V,plauti,skylle
1338,spülen::V,skalauti,skylle
1339,fegen::V,šluoti,feje
1340,kehren::V,šluoti,feje
1341,baden::V,maudytis,bade
1342,sich waschen::V,praustis,vaske sig
1343,ausziehen::V,numauti,tage af
1344,ausziehen::V,nuvilkti,tage af
1345,anziehen::V,mauti,tage på
1346,anziehen::V,apsivilkti,tage på
1347,sich anziehen::V,rengtis,klæde sig på
1348,sich anziehen::V,apsirengti,klæde sig på
1349,kämmen::V,šukuoti,rede
1350,kämmen::V,šukuoti,frisere
1351,schmücken::V,puošti,pynte
1352,schmücken::V,puošti,smykke
1353,schmücken::V,dabinti,pynte
1354,schmücken::V,dabinti,smykke
1355,schmücken::V,gražinti,pynte
1356,schmücken::V,gražinti,smykke
1357,sagen::V,tarti,sige
1358,sprechen::V,kalbėti,snakke
1359,reden::V,šnekėti,tale
1360,reden::V,šnekėti,snakke
1361,sich unterhalten::V,kalbėtis,snakke sammen
1362,sich unterhalten::V,šnekučiuotis,snakke sammen
1363,fragen::V,klausti,spørge
1364,bitten::V,prašyti,bede
1365,erzählen::V,pasakoti,berette
1366,erzählen::V,pasakoti,fortælle
1367,mitteilen::V,skelbti,meddele
1368,mitteilen::V,pranešti,meddele
1369,nennen::V,vadinti,nævne
1370,nennen::V,vardyti,nævne
1371,rufen::V,šaukti,råbe
1372,rufen::V,kviesti,råbe
1373,prahlen::V,girtis,prale
1374,übersetzen::V,versti,oversætte
1375,übersetzen::V,išversti,oversætte
1376,denken::V,galvoti,tænke
1377,glauben::V,manyti,tro
1378,glauben::V,tikėti,tro
1379,bemerken::V,pamatyti,bemærke
1380,bemerken::V,pamatyti,lægge mærke til
1381,bemerken::V,pastebėti,bemærke
1382,bemerken::V,pastebėti,lægge mærke til
1383,erkennen::V,pažinti,genkende
1384,erkennen::V,atpažinti,genkende
1385,begreifen::V,suvokti,begribe
1386,verstehen::V,suprasti,forstå
1387,lernen::V,mokytis,lære
1388,wissen::V,žinoti,vide
1389,sich erinnern an::V,prisiminti,mindes
1390,sich erinnern an::V,prisiminti,huske på
1391,vergessen::V,užmiršti,glemme
1392,messen::V,matuoti,måle
1393,zählen::V,skaičiuoti,tælle
1394,rechnen::V,skaičiuoti,regne
1395,lesen::V,skaityti,læse
1396,malen::V,tapyti,male
1397,zeichnen::V,piešti,tegne
1398,zeichnen::V,žymėti,tegne
1399,zeichnen::V,braižyti,tegne
1400,schreiben::V,rašyti,skrive
1401,besitzen::V,turėti,eje
1402,besitzen::V,turėti,besidde
1403,kaufen::V,pirkti,købe
1404,verkaufen::V,parduoti,sælge
1405,bezahlen::V,apmokėti,betale
1406,zahlen::V,mokėti,betale
1407,beherrschen::V,valdyti,beherske
1408,ertragen::V,kę̃sti,tåle
1409,ertragen::V,kę̃sti,udholde
1410,ertragen::V,pakelti,tåle
1411,ertragen::V,pakelti,udholde
1412,ertragen::V,iškę̃sti,tåle
1413,ertragen::V,iškę̃sti,udholde
